,QUARTER,TIME_REMAINING,TORONTO_ACTION,SAN ANTONIO_ACTION,TORONTO_SCORE,SAN ANTONIO_SCORE
377,4,6:39.0,,D. White misses 3-pt jump shot from 26 ft,100,97
378,4,6:37.0,Defensive rebound by Team,,100,97
379,4,6:37.0,,D. Murray enters the game for M. Belinelli,100,97
380,4,6:12.0,N. Powell misses 2-pt layup from 6 ft (block by D. White),,100,97
381,4,6:06.0,Offensive rebound by S. Ibaka,,100,97
382,4,6:06.0,S. Ibaka misses 2-pt layup from 1 ft,,100,97
383,4,6:05.0,,Defensive rebound by D. DeRozan,100,97
384,4,5:58.0,,Turnover by D. White (lost ball; steal by F. VanVleet),100,97
385,4,5:51.0,P. Siakam misses 2-pt layup from 1 ft,,100,97
386,4,5:50.0,Offensive rebound by P. Siakam,,100,97
387,4,5:50.0,Shooting foul by L. Aldridge (drawn by P. Siakam),,100,97
388,4,5:50.0,P. Siakam misses free throw 1 of 2,,100,97
389,4,5:50.0,Offensive rebound by Team,,100,97
390,4,5:50.0,K. Lowry enters the game for S. Ibaka,,100,97
391,4,5:50.0,P. Siakam makes free throw 2 of 2,,101,97
392,4,5:36.0,,Turnover by D. White (bad pass; steal by N. Powell),101,97
393,4,5:18.0,P. Siakam misses 3-pt jump shot from 23 ft,,101,97
394,4,5:15.0,,Defensive rebound by L. Aldridge,101,97
395,4,5:06.0,,D. Murray misses 2-pt jump shot from 9 ft,101,97
396,4,5:05.0,,Offensive rebound by D. Murray,101,97
397,4,5:02.0,,B. Forbes misses 3-pt jump shot from 25 ft,101,97
398,4,4:58.0,Defensive rebound by F. VanVleet,,101,97
399,4,4:54.0,P. Siakam makes 2-pt dunk from 1 ft (assist by F. VanVleet),,103,97
400,4,4:37.0,,D. White misses 2-pt jump shot from 12 ft,103,97
401,4,4:33.0,Defensive rebound by M. Gasol,,103,97
402,4,4:10.0,P. Siakam misses 2-pt layup from 3 ft,,103,97
403,4,4:10.0,,Defensive rebound by D. White,103,97
404,4,4:09.0,,Turnover by D. White (bad pass; steal by F. VanVleet),103,97
405,4,4:09.0,Toronto full timeout,,103,97
406,4,4:09.0,,P. Mills enters the game for B. Forbes,103,97
407,4,3:56.0,P. Siakam misses 2-pt layup from 3 ft (block by D. Murray),,103,97
408,4,3:52.0,Offensive rebound by M. Gasol,,103,97
409,4,3:51.0,F. VanVleet misses 3-pt jump shot from 25 ft,,103,97
410,4,3:49.0,,Defensive rebound by Team,103,97
411,4,3:35.0,,D. White misses 3-pt jump shot from 26 ft,103,97
412,4,3:32.0,Defensive rebound by M. Gasol,,103,97
413,4,3:21.0,K. Lowry misses 3-pt jump shot from 25 ft,,103,97
414,4,3:19.0,,Defensive rebound by D. White,103,97
415,4,3:08.0,,Shooting foul by K. Lowry (drawn by D. DeRozan),103,97
416,4,3:08.0,,D. DeRozan makes free throw 1 of 2,103,98
417,4,3:08.0,,B. Forbes enters the game for D. Murray,103,98
418,4,3:08.0,,D. DeRozan makes free throw 2 of 2,103,99
419,4,2:45.0,K. Lowry makes 2-pt layup from 1 ft,,105,99
420,4,2:36.0,,Shooting foul by N. Powell (drawn by D. DeRozan),105,99
421,4,2:36.0,,D. DeRozan makes free throw 1 of 2,105,100
422,4,2:36.0,,M. Belinelli enters the game for B. Forbes,105,100
423,4,2:36.0,,D. DeRozan makes free throw 2 of 2,105,101
424,4,2:16.0,,Violation by Team (kicked ball),105,101
425,4,2:08.0,Personal foul by D. White (drawn by P. Siakam),,105,101
426,4,1:56.0,M. Gasol misses 3-pt jump shot from 26 ft,,105,101
427,4,1:52.0,Offensive rebound by N. Powell,,105,101
428,4,1:40.0,K. Lowry misses 3-pt jump shot from 26 ft,,105,101
429,4,1:38.0,,Defensive rebound by P. Mills,105,101
430,4,1:31.0,,P. Mills misses 2-pt layup from 3 ft,105,101
431,4,1:30.0,,Offensive rebound by Team,105,101
432,4,1:27.0,,D. DeRozan makes 2-pt jump shot from 8 ft (assist by D. White),105,103
433,4,1:11.0,P. Siakam misses 3-pt jump shot from 26 ft,,105,103
434,4,1:07.0,,Defensive rebound by L. Aldridge,105,103
435,4,1:00.0,,D. DeRozan makes 2-pt jump shot from 13 ft,105,105
436,4,1:00.0,Toronto full timeout,,105,105
437,4,1:00.0,,D. Murray enters the game for M. Belinelli,105,105
438,4,1:00.0,,L. Walker enters the game for P. Mills,105,105
439,4,0:41.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by P. Siakam),,108,105
440,4,0:35.0,,Shooting foul by P. Siakam (drawn by L. Walker),108,105
441,4,0:35.0,,L. Walker misses free throw 1 of 2,108,105
442,4,0:35.0,,Offensive rebound by Team,108,105
443,4,0:35.0,,L. Walker makes free throw 2 of 2,108,106
444,4,0:22.0,F. VanVleet misses 3-pt jump shot from 27 ft,,108,106
445,4,0:19.0,,Defensive rebound by D. Murray,108,106
446,4,0:18.0,,Turnover by D. Murray (out of bounds lost ball),108,106
447,4,0:18.0,Toronto full timeout,,108,106
448,4,0:15.0,Personal foul by D. White (drawn by F. VanVleet),,108,106
449,4,0:15.0,F. VanVleet makes free throw 1 of 2,,109,106
450,4,0:15.0,S. Ibaka enters the game for M. Gasol,,109,106
451,4,0:15.0,F. VanVleet makes free throw 2 of 2,,110,106
452,4,0:15.0,,San Antonio full timeout,110,106
453,4,0:15.0,,M. Belinelli enters the game for D. Murray,110,106
454,4,0:15.0,,P. Mills enters the game for L. Walker,110,106
455,4,0:08.0,,M. Belinelli misses 3-pt jump shot from 25 ft,110,106
456,4,0:06.0,,Offensive rebound by P. Mills,110,106
457,4,0:04.0,,M. Belinelli misses 3-pt jump shot from 23 ft,110,106
458,4,0:02.0,Defensive rebound by S. Ibaka,,110,106
459,4,0:00.0,K. Lowry misses 2-pt hook shot from 20 ft,,110,106
460,4,0:00.0,Offensive rebound by Team,,110,106
