,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DETROIT_ACTION,CHICAGO_SCORE,DETROIT_SCORE
63,1,3:53.0,,Offensive rebound by A. Drummond,19,14
64,1,3:53.0,,Shooting foul by L. Kornet (drawn by A. Drummond),19,14
65,1,3:53.0,,A. Drummond makes free throw 1 of 2,19,15
66,1,3:53.0,,A. Drummond misses free throw 2 of 2,19,15
67,1,3:50.0,Defensive rebound by Z. LaVine,,19,15
68,1,3:34.0,L. Kornet makes 2-pt jump shot from 8 ft (assist by Z. LaVine),,21,15
69,1,3:17.0,,M. Morris misses 2-pt jump shot from 9 ft,21,15
70,1,3:17.0,Defensive rebound by Team,,21,15
71,1,3:16.0,,Loose ball foul by A. Drummond (drawn by L. Kornet),21,15
72,1,3:00.0,Shooting foul by M. Morris (drawn by C. White),,21,15
73,1,3:00.0,C. White makes free throw 1 of 2,,22,15
74,1,3:00.0,R. Arcidiacono enters the game for Z. LaVine,,22,15
75,1,3:00.0,C. White misses free throw 2 of 2,,22,15
76,1,2:47.0,,Defensive rebound by A. Drummond,22,15
77,1,2:46.0,,Offensive foul by M. Morris (drawn by R. Arcidiacono),22,15
78,1,2:46.0,,Turnover by M. Morris (offensive foul),22,15
79,1,2:46.0,,S. Mykhailiuk enters the game for B. Brown,22,15
80,1,2:33.0,L. Kornet makes 2-pt layup from 2 ft (assist by C. White),,24,15
81,1,2:21.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by D. Rose),24,18
82,1,2:04.0,C. White makes 3-pt jump shot from 23 ft (assist by L. Kornet),,27,18
83,1,1:49.0,,L. Galloway misses 3-pt jump shot from 28 ft,27,18
84,1,1:48.0,,Offensive rebound by S. Mykhailiuk,27,18
85,1,1:47.0,,Turnover by S. Mykhailiuk (bad pass; steal by R. Arcidiacono),27,18
86,1,1:38.0,L. Kornet makes 3-pt jump shot from 27 ft (assist by C. White),,30,18
87,1,1:23.0,,L. Galloway misses 3-pt jump shot from 27 ft,30,18
88,1,1:20.0,Defensive rebound by K. Dunn,,30,18
89,1,1:15.0,K. Dunn makes 2-pt layup from 2 ft,,32,18
90,1,1:00.0,,Personal foul by C. White (drawn by S. Mykhailiuk),32,18
91,1,1:00.0,C. Hutchison enters the game for K. Dunn,,32,18
92,1,0:48.0,,S. Mykhailiuk misses 3-pt jump shot from 24 ft,32,18
93,1,0:45.0,Defensive rebound by C. Hutchison,,32,18
94,1,0:34.0,L. Kornet makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),,35,18
95,1,0:27.0,,Personal foul by T. Young (drawn by M. Morris),35,18
96,1,0:27.0,,M. Morris makes free throw 1 of 2,35,19
97,1,0:27.0,,M. Morris makes free throw 2 of 2,35,20
98,1,0:07.0,L. Kornet misses 3-pt jump shot from 25 ft,,35,20
99,1,0:04.0,Offensive rebound by C. White,,35,20
100,1,0:03.0,C. White misses 3-pt jump shot from 27 ft,,35,20
101,1,0:01.0,,Defensive rebound by S. Mykhailiuk,35,20
102,1,0:00.0,,S. Mykhailiuk misses 3-pt jump shot from 57 ft,35,20
103,1,0:00.0,,Offensive rebound by Team,35,20
104,2,11:46.0,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by T. Young),,38,20
105,2,11:34.0,,D. Rose makes 2-pt jump shot from 7 ft (assist by L. Galloway),38,22
106,2,11:22.0,,Violation by Team (kicked ball),38,22
107,2,11:14.0,L. Kornet misses 3-pt jump shot from 24 ft,,38,22
108,2,11:11.0,,Defensive rebound by M. Morris,38,22
109,2,10:57.0,,Shooting foul by C. Hutchison (drawn by M. Morris),38,22
110,2,10:57.0,,M. Morris makes free throw 1 of 2,38,23
111,2,10:57.0,D. Gafford enters the game for L. Kornet,,38,23
112,2,10:57.0,,M. Morris misses free throw 2 of 2,38,23
113,2,10:54.0,Defensive rebound by T. Young,,38,23
114,2,10:40.0,C. White misses 2-pt jump shot from 9 ft,,38,23
115,2,10:37.0,,Defensive rebound by C. Wood,38,23
116,2,10:33.0,,M. Morris misses 3-pt jump shot from 27 ft,38,23
117,2,10:30.0,,Offensive rebound by C. Wood,38,23
118,2,10:30.0,,C. Wood misses 2-pt layup from 1 ft,38,23
119,2,10:29.0,,Offensive rebound by C. Wood,38,23
120,2,10:27.0,,C. Wood makes 2-pt layup from 3 ft,38,25
121,2,10:20.0,Chicago full timeout,,38,25
122,2,10:05.0,C. Hutchison makes 2-pt layup from 2 ft (assist by R. Arcidiacono),,40,25
123,2,9:50.0,,Turnover by D. Rose (bad pass; steal by T. Young),40,25
124,2,9:45.0,C. White misses 3-pt jump shot from 26 ft,,40,25
125,2,9:42.0,,Defensive rebound by M. Morris,40,25
126,2,9:40.0,,Offensive foul by T. Snell (drawn by R. Arcidiacono),40,25
127,2,9:40.0,,Turnover by T. Snell (offensive foul),40,25
128,2,9:30.0,Personal foul by M. Morris (drawn by T. Young),,40,25
129,2,9:30.0,,S. Doumbouya enters the game for M. Morris,40,25
130,2,9:24.0,Turnover by R. Arcidiacono (bad pass; steal by C. Wood),,40,25
131,2,9:18.0,,S. Doumbouya misses 2-pt layup from 2 ft (block by C. Hutchison),40,25
132,2,9:14.0,Defensive rebound by C. White,,40,25
133,2,9:13.0,D. Gafford makes 2-pt layup from 2 ft (assist by C. White),,42,25
134,2,8:59.0,,D. Rose makes 2-pt layup from 2 ft,42,27
135,2,8:48.0,Personal foul by S. Doumbouya (drawn by T. Young),,42,27
136,2,8:43.0,C. Hutchison misses 2-pt jump shot from 7 ft,,42,27
137,2,8:42.0,Offensive rebound by D. Gafford,,42,27
138,2,8:41.0,D. Gafford makes 2-pt layup from 1 ft,,44,27
139,2,8:34.0,,Shooting foul by C. Hutchison (drawn by D. Rose),44,27
140,2,8:34.0,,D. Rose makes free throw 1 of 2,44,28
141,2,8:34.0,,D. Rose makes free throw 2 of 2,44,29
142,2,8:15.0,Turnover by C. Hutchison (bad pass),,44,29
143,2,8:15.0,,S. Mykhailiuk enters the game for L. Galloway,44,29
144,2,8:03.0,,C. Wood makes 2-pt layup from 4 ft (assist by D. Rose),44,31
145,2,7:40.0,C. White makes 2-pt layup from 3 ft,,46,31
146,2,7:26.0,,T. Snell makes 3-pt jump shot from 27 ft,46,34
147,2,7:11.0,C. White misses 2-pt layup from 3 ft,,46,34
148,2,7:11.0,Offensive rebound by Team,,46,34
149,2,7:11.0,K. Dunn enters the game for R. Arcidiacono,,46,34
150,2,7:11.0,Z. LaVine enters the game for C. Hutchison,,46,34
151,2,7:01.0,D. Gafford misses 2-pt dunk from 2 ft,,46,34
152,2,6:58.0,Offensive rebound by D. Gafford,,46,34
153,2,6:58.0,D. Gafford makes 2-pt layup from 1 ft,,48,34
154,2,6:43.0,,D. Rose makes 2-pt jump shot from 20 ft,48,36
155,2,6:25.0,Z. LaVine makes 2-pt layup from 2 ft (assist by D. Gafford),,50,36
156,2,6:11.0,,C. Wood makes 2-pt dunk from 4 ft,50,38
157,2,6:05.0,Chicago full timeout,,50,38
158,2,6:05.0,L. Kornet enters the game for D. Gafford,,50,38
159,2,6:05.0,L. Markkanen enters the game for C. White,,50,38
160,2,6:05.0,T. Satoranský enters the game for T. Young,,50,38
161,2,6:05.0,,B. Brown enters the game for D. Rose,50,38
162,2,6:05.0,,A. Drummond enters the game for T. Snell,50,38
163,2,5:58.0,Z. LaVine makes 2-pt layup from 2 ft,,52,38
164,2,5:37.0,,Turnover by A. Drummond (off goaltending),52,38
165,2,5:15.0,Z. LaVine makes 2-pt layup from 3 ft,,54,38
166,2,5:04.0,,Turnover by S. Mykhailiuk (traveling),54,38
167,2,4:49.0,Turnover by L. Markkanen (lost ball; steal by B. Brown),,54,38
168,2,4:32.0,,Personal foul by K. Dunn (drawn by S. Mykhailiuk),54,38
169,2,4:25.0,,B. Brown misses 2-pt layup from 7 ft (block by Z. LaVine),54,38
170,2,4:25.0,,Offensive rebound by Team,54,38
171,2,4:20.0,,B. Brown makes 2-pt layup from 3 ft (assist by S. Doumbouya),54,40
172,2,4:07.0,Personal foul by S. Doumbouya (drawn by L. Kornet),,54,40
173,2,3:50.0,Z. LaVine misses 3-pt jump shot from 26 ft,,54,40
174,2,3:48.0,,Defensive rebound by A. Drummond,54,40
175,2,3:45.0,,Shooting foul by T. Satoranský (drawn by A. Drummond),54,40
176,2,3:45.0,,A. Drummond misses free throw 1 of 2,54,40
177,2,3:45.0,,Offensive rebound by Team,54,40
178,2,3:45.0,,A. Drummond misses free throw 2 of 2,54,40
179,2,3:42.0,Defensive rebound by L. Markkanen,,54,40
180,2,3:23.0,Z. LaVine misses 2-pt layup from 3 ft,,54,40
181,2,3:19.0,Offensive rebound by L. Markkanen,,54,40
182,2,3:19.0,L. Markkanen misses 2-pt layup from 1 ft,,54,40
183,2,3:18.0,,Defensive rebound by C. Wood,54,40
184,2,3:09.0,,C. Wood misses 2-pt jump shot from 15 ft,54,40
185,2,3:06.0,Defensive rebound by L. Kornet,,54,40
186,2,2:55.0,L. Kornet misses 3-pt jump shot from 24 ft,,54,40
187,2,2:52.0,,Defensive rebound by C. Wood,54,40
188,2,2:42.0,,S. Doumbouya makes 2-pt layup from 3 ft,54,42
189,2,2:42.0,,Shooting foul by L. Markkanen (drawn by S. Doumbouya),54,42
190,2,2:42.0,D. Gafford enters the game for L. Kornet,,54,42
191,2,2:42.0,,T. Snell enters the game for S. Mykhailiuk,54,42
192,2,2:42.0,,S. Doumbouya makes free throw 1 of 1,54,43
193,2,2:18.0,L. Markkanen makes 2-pt jump shot from 6 ft,,56,43
194,2,1:57.0,,S. Doumbouya misses 2-pt layup from 6 ft,56,43
195,2,1:54.0,Defensive rebound by D. Gafford,,56,43
196,2,1:54.0,Personal foul by S. Doumbouya (drawn by T. Satoranský),,56,43
197,2,1:54.0,,L. Galloway enters the game for S. Doumbouya,56,43
198,2,1:48.0,T. Satoranský misses 3-pt jump shot from 23 ft,,56,43
199,2,1:45.0,,Defensive rebound by C. Wood,56,43
200,2,1:27.0,,C. Wood makes 2-pt layup from 2 ft (assist by A. Drummond),56,45
201,2,1:08.0,K. Dunn makes 3-pt jump shot from 24 ft (assist by L. Markkanen),,59,45
202,2,0:49.0,,Turnover by B. Brown (bad pass; steal by D. Gafford),59,45
203,2,0:41.0,K. Dunn misses 3-pt jump shot from 25 ft,,59,45
204,2,0:38.0,,Defensive rebound by B. Brown,59,45
205,2,0:34.0,,Shooting foul by D. Gafford (drawn by B. Brown),59,45
206,2,0:34.0,,B. Brown makes free throw 1 of 2,59,46
207,2,0:34.0,,B. Brown makes free throw 2 of 2,59,47
208,2,0:27.0,Z. LaVine misses 3-pt jump shot from 26 ft,,59,47
209,2,0:25.0,,Defensive rebound by C. Wood,59,47
210,2,0:06.0,,T. Snell makes 2-pt jump shot from 16 ft,59,49
211,2,0:00.0,Z. LaVine makes 2-pt layup from 3 ft,,61,49
212,2,0:00.0,,Technical foul by Z. LaVine,61,49
213,2,0:00.0,,L. Galloway misses technical free throw,61,49
214,2,0:00.0,,Offensive rebound by Team,61,49
215,3,11:44.0,Turnover by D. Gafford (lost ball; steal by T. Snell),,61,49
216,3,11:29.0,,Shooting foul by D. Gafford (drawn by A. Drummond),61,49
217,3,11:29.0,,A. Drummond misses free throw 1 of 2,61,49
218,3,11:29.0,,Offensive rebound by Team,61,49
219,3,11:29.0,,A. Drummond makes free throw 2 of 2,61,50
220,3,11:08.0,L. Markkanen misses 3-pt jump shot from 24 ft,,61,50
221,3,11:04.0,,Defensive rebound by A. Drummond,61,50
222,3,10:58.0,,B. Brown makes 2-pt layup from 3 ft (assist by A. Drummond),61,52
223,3,10:42.0,D. Gafford makes 2-pt layup from 3 ft (assist by T. Satoranský),,63,52
224,3,10:42.0,,Technical foul by D. Gafford,63,52
225,3,10:42.0,Technical foul by A. Drummond,,63,52
226,3,10:42.0,Instant Replay (Request: Ruling Stands),,63,52
227,3,10:42.0,,A. Drummond ejected from game,63,52
228,3,10:42.0,,C. Wood enters the game for A. Drummond,63,52
229,3,10:28.0,,S. Doumbouya makes 3-pt jump shot from 23 ft (assist by D. Rose),63,55
230,3,10:07.0,Z. LaVine misses 3-pt jump shot from 26 ft,,63,55
231,3,10:05.0,Offensive rebound by D. Gafford,,63,55
232,3,10:04.0,D. Gafford misses 2-pt layup from 2 ft,,63,55
233,3,9:58.0,Offensive rebound by L. Markkanen,,63,55
234,3,9:58.0,L. Markkanen misses 2-pt layup from 1 ft,,63,55
235,3,9:58.0,,Defensive rebound by B. Brown,63,55
236,3,9:45.0,,Turnover by D. Rose (out of bounds lost ball),63,55
237,3,9:33.0,Offensive foul by D. Gafford (drawn by C. Wood),,63,55
238,3,9:33.0,Turnover by D. Gafford (offensive foul),,63,55
239,3,9:18.0,,C. Wood makes 2-pt dunk from 3 ft (assist by D. Rose),63,57
240,3,9:02.0,K. Dunn misses 3-pt jump shot from 26 ft,,63,57
241,3,8:58.0,,Defensive rebound by B. Brown,63,57
242,3,8:51.0,,D. Rose makes 3-pt jump shot from 26 ft (assist by B. Brown),63,60
243,3,8:33.0,Z. LaVine misses 2-pt layup from 3 ft (block by C. Wood),,63,60
244,3,8:30.0,,Defensive rebound by C. Wood,63,60
245,3,8:28.0,,Offensive foul by S. Doumbouya (drawn by K. Dunn),63,60
246,3,8:28.0,,Turnover by S. Doumbouya (offensive foul),63,60
247,3,8:19.0,Z. LaVine misses 3-pt jump shot from 26 ft,,63,60
248,3,8:15.0,Offensive rebound by D. Gafford,,63,60
249,3,8:13.0,T. Satoranský makes 2-pt layup from 2 ft (assist by D. Gafford),,65,60
250,3,7:53.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by D. Rose),65,63
251,3,7:37.0,D. Gafford makes 2-pt dunk from 2 ft (assist by K. Dunn),,67,63
252,3,7:26.0,,D. Rose misses 2-pt layup from 3 ft (block by D. Gafford),67,63
253,3,7:21.0,Defensive rebound by K. Dunn,,67,63
254,3,7:21.0,Turnover by L. Markkanen (bad pass),,67,63
255,3,7:21.0,,M. Morris enters the game for S. Doumbouya,67,63
256,3,7:11.0,,Personal foul by D. Gafford (drawn by C. Wood),67,63
257,3,7:11.0,L. Kornet enters the game for D. Gafford,,67,63
258,3,7:01.0,,Turnover by T. Snell (bad pass; steal by T. Satoranský),67,63
259,3,6:39.0,L. Markkanen makes 2-pt hook shot from 5 ft,,69,63
260,3,6:27.0,,Turnover by C. Wood (lost ball; steal by Z. LaVine),69,63
261,3,6:18.0,L. Kornet makes 3-pt jump shot from 26 ft (assist by Z. LaVine),,72,63
262,3,6:18.0,,Detroit full timeout,72,63
263,3,6:18.0,C. White enters the game for T. Satoranský,,72,63
264,3,5:54.0,,D. Rose makes 3-pt jump shot from 26 ft (assist by C. Wood),72,66
265,3,5:37.0,L. Kornet misses 3-pt jump shot from 26 ft,,72,66
266,3,5:34.0,,Defensive rebound by D. Rose,72,66
267,3,5:27.0,,T. Snell misses 3-pt jump shot from 25 ft,72,66
268,3,5:24.0,Defensive rebound by L. Markkanen,,72,66
269,3,5:15.0,K. Dunn misses 2-pt layup from 4 ft (block by C. Wood),,72,66
270,3,5:15.0,Offensive rebound by Team,,72,66
271,3,5:07.0,L. Markkanen misses 3-pt jump shot from 28 ft,,72,66
272,3,5:02.0,,Defensive rebound by C. Wood,72,66
273,3,4:56.0,,T. Snell misses 3-pt jump shot from 24 ft,72,66
274,3,4:56.0,,Offensive rebound by C. Wood,72,66
275,3,4:56.0,,Personal foul by L. Markkanen (drawn by C. Wood),72,66
276,3,4:47.0,,M. Morris misses 3-pt jump shot from 25 ft,72,66
277,3,4:45.0,Defensive rebound by K. Dunn,,72,66
278,3,4:33.0,Z. LaVine misses 3-pt jump shot from 25 ft,,72,66
279,3,4:31.0,,Defensive rebound by C. Wood,72,66
280,3,4:26.0,,C. Wood makes 2-pt dunk from 4 ft (assist by D. Rose),72,68
281,3,4:03.0,L. Kornet misses 2-pt layup from 3 ft (block by C. Wood),,72,68
282,3,3:59.0,,Defensive rebound by D. Rose,72,68
283,3,3:59.0,T. Young enters the game for L. Markkanen,,72,68
284,3,3:59.0,,S. Mykhailiuk enters the game for D. Rose,72,68
285,3,3:45.0,,Turnover by B. Brown (lost ball; steal by K. Dunn),72,68
286,3,3:45.0,Shooting foul by C. Wood (drawn by Z. LaVine),,72,68
287,3,3:45.0,Z. LaVine makes free throw 1 of 2,,73,68
288,3,3:45.0,R. Arcidiacono enters the game for K. Dunn,,73,68
289,3,3:45.0,Z. LaVine makes free throw 2 of 2,,74,68
290,3,3:24.0,,M. Morris misses 2-pt layup from 5 ft,74,68
291,3,3:24.0,,Offensive rebound by B. Brown,74,68
292,3,3:24.0,,Shooting foul by R. Arcidiacono (drawn by B. Brown),74,68
293,3,3:24.0,,B. Brown makes free throw 1 of 2,74,69
294,3,3:24.0,,L. Galloway enters the game for T. Snell,74,69
295,3,3:24.0,,B. Brown misses free throw 2 of 2,74,69
296,3,3:22.0,Defensive rebound by Z. LaVine,,74,69
297,3,3:02.0,Z. LaVine makes 2-pt layup from 2 ft,,76,69
298,3,2:39.0,,M. Morris misses 3-pt jump shot from 26 ft,76,69
299,3,2:37.0,,Offensive rebound by C. Wood,76,69
300,3,2:35.0,,B. Brown misses 3-pt jump shot from 26 ft,76,69
301,3,2:31.0,Defensive rebound by C. White,,76,69
302,3,2:26.0,Turnover by C. White (lost ball; steal by M. Morris),,76,69
303,3,2:20.0,,C. Wood makes 2-pt dunk from 4 ft (assist by L. Galloway),76,71
304,3,2:04.0,Shooting foul by M. Morris (drawn by Z. LaVine),,76,71
305,3,2:04.0,Chicago full timeout,,76,71
306,3,2:04.0,,T. Maker enters the game for C. Wood,76,71
307,3,2:04.0,Z. LaVine makes free throw 1 of 2,,77,71
308,3,2:04.0,Z. LaVine makes free throw 2 of 2,,78,71
309,3,1:46.0,,M. Morris misses 2-pt layup from 4 ft,78,71
310,3,1:45.0,,Offensive rebound by M. Morris,78,71
311,3,1:45.0,,M. Morris misses 2-pt layup from 1 ft,78,71
312,3,1:44.0,Defensive rebound by L. Kornet,,78,71
313,3,1:23.0,Z. LaVine makes 3-pt jump shot from 27 ft,,81,71
314,3,0:59.0,,Turnover by M. Morris (bad pass; steal by C. White),81,71
315,3,0:43.0,Z. LaVine misses 3-pt jump shot from 25 ft,,81,71
316,3,0:40.0,,Defensive rebound by B. Brown,81,71
317,3,0:31.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,81,71
318,3,0:28.0,Defensive rebound by T. Young,,81,71
319,3,0:08.0,L. Kornet misses 3-pt jump shot from 24 ft,,81,71
320,3,0:07.0,,Defensive rebound by T. Maker,81,71
321,3,0:00.0,,B. Brown misses 2-pt layup from 3 ft (block by L. Kornet),81,71
322,3,0:00.0,,Offensive rebound by Team,81,71
323,4,11:42.0,,S. Mykhailiuk makes 3-pt jump shot from 23 ft (assist by L. Galloway),81,74
324,4,11:18.0,T. Young misses 3-pt jump shot from 27 ft,,81,74
325,4,11:16.0,Offensive rebound by Team,,81,74
326,4,11:16.0,Turnover by Team (shot clock),,81,74
327,4,11:09.0,,Personal foul by C. Hutchison (drawn by D. Rose),81,74
328,4,10:55.0,,Offensive foul by T. Maker (drawn by R. Arcidiacono),81,74
329,4,10:55.0,,Turnover by T. Maker (offensive foul),81,74
330,4,10:35.0,L. Kornet misses 3-pt jump shot from 26 ft,,81,74
331,4,10:32.0,,Defensive rebound by S. Mykhailiuk,81,74
332,4,10:32.0,D. Gafford enters the game for L. Kornet,,81,74
333,4,10:14.0,,D. Rose makes 2-pt jump shot from 11 ft,81,76
334,4,9:59.0,C. Hutchison makes 3-pt jump shot from 24 ft (assist by R. Arcidiacono),,84,76
335,4,9:46.0,,Turnover by D. Rose (bad pass; steal by R. Arcidiacono),84,76
336,4,9:39.0,C. White misses 3-pt jump shot from 24 ft,,84,76
337,4,9:36.0,,Defensive rebound by S. Mykhailiuk,84,76
338,4,9:34.0,,Shooting foul by C. White (drawn by T. Maker),84,76
339,4,9:34.0,,T. Maker makes free throw 1 of 2,84,77
340,4,9:34.0,,T. Maker makes free throw 2 of 2,84,78
341,4,9:25.0,Turnover by C. White (bad pass),,84,78
342,4,9:06.0,,D. Rose misses 3-pt jump shot from 25 ft,84,78
343,4,9:06.0,,Offensive rebound by Team,84,78
344,4,9:06.0,,Personal foul by D. Gafford (drawn by T. Maker),84,78
345,4,9:06.0,L. Kornet enters the game for D. Gafford,,84,78
346,4,8:53.0,,T. Maker makes 2-pt dunk from 3 ft (assist by D. Rose),84,80
347,4,8:36.0,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by C. White),,87,80
348,4,8:18.0,,D. Rose makes 2-pt layup from 3 ft,87,82
349,4,7:55.0,C. White makes 2-pt jump shot from 23 ft,,89,82
350,4,7:41.0,,Turnover by D. Rose (lost ball; steal by L. Kornet),89,82
351,4,7:37.0,Turnover by C. Hutchison (bad pass),,89,82
352,4,7:37.0,,Detroit full timeout,89,82
353,4,7:37.0,Z. LaVine enters the game for C. Hutchison,,89,82
354,4,7:37.0,T. Satoranský enters the game for C. White,,89,82
355,4,7:37.0,,B. Brown enters the game for D. Rose,89,82
356,4,7:18.0,,S. Doumbouya misses 2-pt jump shot from 4 ft,89,82
357,4,7:16.0,,Offensive rebound by T. Maker,89,82
358,4,7:15.0,,T. Maker makes 2-pt layup from 2 ft,89,84
359,4,6:54.0,Personal foul by S. Mykhailiuk (drawn by L. Kornet),,89,84
360,4,6:50.0,Turnover by T. Satoranský (lost ball; steal by T. Maker),,89,84
361,4,6:47.0,,S. Doumbouya makes 2-pt layup from 3 ft (assist by B. Brown),89,86
362,4,6:47.0,,Shooting foul by T. Young (drawn by S. Doumbouya),89,86
363,4,6:47.0,,S. Doumbouya makes free throw 1 of 1,89,87
364,4,6:32.0,Shooting foul by T. Maker (drawn by T. Young),,89,87
365,4,6:32.0,,Detroit full timeout,89,87
366,4,6:32.0,,Instant Replay (Challenge: Stands),89,87
367,4,6:32.0,K. Dunn enters the game for R. Arcidiacono,,89,87
368,4,6:32.0,,D. Rose enters the game for S. Mykhailiuk,89,87
369,4,6:32.0,T. Young makes free throw 1 of 2,,90,87
370,4,6:32.0,T. Young makes free throw 2 of 2,,91,87
371,4,6:11.0,,S. Doumbouya misses 2-pt layup from 3 ft,91,87
372,4,6:11.0,,Offensive rebound by Team,91,87
373,4,6:11.0,,Turnover by S. Doumbouya (traveling),91,87
374,4,6:11.0,L. Markkanen enters the game for T. Young,,91,87
375,4,6:01.0,Z. LaVine misses 2-pt layup from 4 ft,,91,87
376,4,5:57.0,,Defensive rebound by S. Doumbouya,91,87
377,4,5:48.0,,L. Galloway misses 3-pt jump shot from 22 ft,91,87
378,4,5:46.0,Defensive rebound by L. Kornet,,91,87
379,4,5:46.0,,T. Snell enters the game for L. Galloway,91,87
380,4,5:46.0,,C. Wood enters the game for T. Maker,91,87
