,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MEMPHIS_ACTION,MINNESOTA_SCORE,MEMPHIS_SCORE
0,1,11:52.0,,Personal foul by R. Covington (drawn by D. Brooks),0,0
1,1,11:34.0,,Turnover by J. Valančiūnas (lost ball; steal by G. Dieng),0,0
2,1,11:11.0,Turnover by A. Wiggins (lost ball; steal by J. Crowder),,0,0
3,1,11:08.0,,Turnover by D. Brooks (bad pass),0,0
4,1,10:56.0,A. Wiggins misses 2-pt jump shot from 17 ft,,0,0
5,1,10:54.0,,Defensive rebound by J. Crowder,0,0
6,1,10:46.0,,J. Valančiūnas misses 2-pt layup from 1 ft,0,0
7,1,10:43.0,Defensive rebound by R. Covington,,0,0
8,1,10:36.0,G. Dieng misses 3-pt jump shot from 26 ft,,0,0
9,1,10:34.0,,Defensive rebound by J. Crowder,0,0
10,1,10:25.0,,J. Morant misses 2-pt jump shot from 17 ft,0,0
11,1,10:22.0,Defensive rebound by J. Culver,,0,0
12,1,10:05.0,S. Napier misses 3-pt jump shot from 24 ft,,0,0
13,1,10:01.0,,Defensive rebound by J. Jackson,0,0
14,1,9:58.0,,J. Morant makes 2-pt layup from 2 ft (assist by J. Jackson),0,2
15,1,9:58.0,,Violation by Team (delay of game),0,2
16,1,9:45.0,G. Dieng makes 2-pt layup from 2 ft (assist by S. Napier),,2,2
17,1,9:29.0,,D. Brooks misses 2-pt jump shot from 15 ft,2,2
18,1,9:27.0,Defensive rebound by Team,,2,2
19,1,9:20.0,G. Dieng misses 3-pt jump shot from 26 ft,,2,2
20,1,9:16.0,,Defensive rebound by J. Valančiūnas,2,2
21,1,9:13.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by J. Crowder),2,4
22,1,8:57.0,J. Culver makes 2-pt layup from 2 ft,,4,4
23,1,8:38.0,,J. Morant makes 2-pt layup from 2 ft,4,6
24,1,8:38.0,Violation by Team (def goaltending),,4,6
25,1,8:30.0,Personal foul by J. Morant (drawn by S. Napier),,4,6
26,1,8:26.0,R. Covington makes 3-pt jump shot from 26 ft (assist by A. Wiggins),,7,6
27,1,8:26.0,Away from play foul by J. Jackson (drawn by G. Dieng),,7,6
28,1,8:26.0,Instant Replay (Request: Ruling Stands),,7,6
29,1,8:26.0,G. Dieng makes free throw 1 of 1,,8,6
30,1,8:15.0,,J. Jackson makes 2-pt layup from 1 ft (assist by J. Morant),8,8
31,1,8:03.0,J. Culver makes 2-pt layup from 1 ft (assist by G. Dieng),,10,8
32,1,8:03.0,Shooting foul by J. Morant (drawn by J. Culver),,10,8
33,1,8:03.0,,T. Jones enters the game for J. Morant,10,8
34,1,8:03.0,J. Culver misses free throw 1 of 1,,10,8
35,1,7:57.0,,Defensive rebound by J. Valančiūnas,10,8
36,1,7:50.0,,J. Crowder misses 2-pt jump shot from 10 ft,10,8
37,1,7:47.0,Defensive rebound by G. Dieng,,10,8
38,1,7:40.0,Turnover by G. Dieng (traveling),,10,8
39,1,7:32.0,,J. Jackson misses 3-pt jump shot from 24 ft,10,8
40,1,7:29.0,Defensive rebound by S. Napier,,10,8
