,QUARTER,TIME_REMAINING,DENVER_ACTION,MEMPHIS_ACTION,DENVER_SCORE,MEMPHIS_SCORE
127,2,8:47.0,J. Hernangómez misses 2-pt layup from 2 ft (block by J. Jackson),,29,37
128,2,8:47.0,,Defensive rebound by S. Hill,29,37
129,2,8:41.0,,D. Brooks misses 2-pt jump shot from 13 ft,29,37
130,2,8:36.0,Defensive rebound by W. Barton,,29,37
131,2,8:33.0,M. Porter makes 3-pt jump shot from 25 ft (assist by W. Barton),,32,37
132,2,8:16.0,,S. Hill makes 2-pt layup at rim (assist by J. Morant),32,39
133,2,8:01.0,M. Porter makes 2-pt jump shot from 2 ft (assist by N. Jokić),,34,39
134,2,7:51.0,,Personal foul by J. Hernangómez (drawn by J. Jackson),34,39
135,2,7:51.0,,B. Clarke enters the game for S. Hill,34,39
136,2,7:43.0,,J. Konchar makes 2-pt layup at rim (assist by D. Brooks),34,41
137,2,7:29.0,Turnover by N. Jokić (bad pass),,34,41
138,2,7:29.0,T. Craig enters the game for J. Hernangómez,,34,41
139,2,7:29.0,,J. Valančiūnas enters the game for J. Jackson,34,41
140,2,7:20.0,,J. Morant misses 2-pt jump shot from 2 ft,34,41
141,2,7:17.0,Defensive rebound by M. Porter,,34,41
142,2,7:08.0,M. Porter misses 3-pt jump shot from 25 ft,,34,41
143,2,7:06.0,,Defensive rebound by J. Morant,34,41
144,2,6:42.0,,J. Morant makes 2-pt layup from 1 ft,34,43
145,2,6:33.0,Personal foul by J. Morant (drawn by N. Jokić),,34,43
146,2,6:33.0,,T. Jones enters the game for J. Morant,34,43
147,2,6:20.0,N. Jokić misses 3-pt jump shot from 26 ft,,34,43
148,2,6:15.0,,Defensive rebound by B. Clarke,34,43
149,2,6:01.0,,D. Brooks makes 2-pt layup from 1 ft (assist by B. Clarke),34,45
150,2,5:44.0,N. Jokić makes 2-pt jump shot from 12 ft,,36,45
151,2,5:30.0,,D. Brooks misses 2-pt layup from 1 ft,36,45
152,2,5:26.0,,Offensive rebound by B. Clarke,36,45
153,2,5:26.0,,B. Clarke makes 2-pt dunk at rim,36,47
154,2,5:19.0,W. Barton makes 3-pt jump shot from 26 ft,,39,47
155,2,5:09.0,,D. Brooks makes 2-pt jump shot from 1 ft (assist by T. Jones),39,49
156,2,5:09.0,,Shooting foul by T. Craig (drawn by D. Brooks),39,49
157,2,5:09.0,Denver full timeout,,39,49
158,2,5:09.0,J. Grant enters the game for M. Morris,,39,49
159,2,5:09.0,G. Harris enters the game for M. Porter,,39,49
160,2,5:09.0,,K. Anderson enters the game for J. Konchar,39,49
161,2,5:09.0,,D. Brooks makes free throw 1 of 1,39,50
162,2,4:53.0,G. Harris makes 3-pt jump shot from 26 ft (assist by W. Barton),,42,50
163,2,4:28.0,,Personal foul by J. Grant (drawn by B. Clarke),42,50
164,2,4:23.0,,D. Brooks misses 2-pt jump shot from 10 ft,42,50
165,2,4:21.0,Defensive rebound by Team,,42,50
166,2,4:11.0,G. Harris misses 3-pt jump shot from 27 ft,,42,50
167,2,4:07.0,,Defensive rebound by B. Clarke,42,50
168,2,3:54.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),42,53
169,2,3:35.0,N. Jokić makes 2-pt hook shot from 6 ft,,44,53
170,2,3:17.0,,D. Brooks makes 2-pt jump shot from 5 ft (assist by J. Valančiūnas),44,55
171,2,3:17.0,M. Morris enters the game for T. Craig,,44,55
172,2,3:01.0,Turnover by M. Morris (bad pass; steal by J. Valančiūnas),,44,55
173,2,2:49.0,,B. Clarke makes 2-pt layup from 1 ft (assist by T. Jones),44,57
174,2,2:33.0,G. Harris misses 2-pt jump shot from 6 ft,,44,57
175,2,2:30.0,Offensive rebound by N. Jokić,,44,57
176,2,2:28.0,J. Grant misses 3-pt jump shot from 26 ft,,44,57
177,2,2:25.0,,Defensive rebound by K. Anderson,44,57
178,2,2:12.0,,J. Valančiūnas misses 2-pt hook shot from 8 ft,44,57
179,2,2:09.0,,Offensive rebound by B. Clarke,44,57
180,2,2:09.0,,B. Clarke misses 2-pt layup at rim,44,57
181,2,2:08.0,Defensive rebound by M. Morris,,44,57
182,2,2:01.0,Turnover by N. Jokić (bad pass; steal by T. Jones),,44,57
183,2,1:54.0,,Turnover by T. Jones (bad pass; steal by W. Barton),44,57
184,2,1:49.0,G. Harris makes 2-pt layup from 1 ft (assist by W. Barton),,46,57
185,2,1:31.0,,K. Anderson makes 2-pt jump shot from 8 ft,46,59
186,2,1:18.0,Personal foul by K. Anderson (drawn by N. Jokić),,46,59
187,2,1:18.0,,J. Jackson enters the game for D. Brooks,46,59
188,2,1:18.0,,J. Morant enters the game for B. Clarke,46,59
189,2,1:11.0,Personal foul by K. Anderson (drawn by N. Jokić),,46,59
190,2,1:11.0,N. Jokić makes free throw 1 of 2,,47,59
191,2,1:11.0,,S. Hill enters the game for K. Anderson,47,59
192,2,1:11.0,N. Jokić makes free throw 2 of 2,,48,59
193,2,0:59.0,,Shooting foul by J. Grant (drawn by J. Morant),48,59
194,2,0:59.0,,J. Morant misses free throw 1 of 2,48,59
195,2,0:59.0,,Offensive rebound by Team,48,59
196,2,0:59.0,J. Hernangómez enters the game for J. Grant,,48,59
197,2,0:59.0,,J. Morant misses free throw 2 of 2,48,59
198,2,0:58.0,Defensive rebound by W. Barton,,48,59
199,2,0:53.0,W. Barton misses 3-pt jump shot from 26 ft,,48,59
200,2,0:50.0,,Defensive rebound by T. Jones,48,59
201,2,0:45.0,,Turnover by T. Jones (bad pass),48,59
202,2,0:39.0,J. Hernangómez misses 3-pt jump shot from 23 ft,,48,59
203,2,0:37.0,,Defensive rebound by S. Hill,48,59
204,2,0:27.0,,T. Jones misses 2-pt jump shot from 10 ft,48,59
205,2,0:26.0,,Offensive rebound by J. Valančiūnas,48,59
206,2,0:26.0,,J. Valančiūnas makes 2-pt dunk at rim,48,61
207,2,0:06.0,W. Barton misses 2-pt jump shot from 9 ft,,48,61
208,2,0:04.0,Offensive rebound by W. Barton,,48,61
209,2,0:04.0,W. Barton makes 2-pt layup from 1 ft,,50,61
210,2,0:00.0,,Shooting foul by G. Harris (drawn by S. Hill),50,61
211,2,0:00.0,,S. Hill misses free throw 1 of 3,50,61
212,2,0:00.0,,Offensive rebound by Team,50,61
213,2,0:00.0,,S. Hill makes free throw 2 of 3,50,62
214,2,0:00.0,,S. Hill makes free throw 3 of 3,50,63
215,2,0:00.0,Turnover by N. Jokić (bad pass; steal by J. Morant),,50,63
216,3,11:43.0,W. Barton misses 2-pt jump shot from 12 ft,,50,63
217,3,11:41.0,,Defensive rebound by J. Morant,50,63
218,3,11:29.0,,J. Jackson misses 3-pt jump shot from 23 ft,50,63
219,3,11:24.0,Defensive rebound by T. Craig,,50,63
220,3,11:04.0,N. Jokić misses 2-pt hook shot from 7 ft,,50,63
221,3,10:59.0,,Defensive rebound by J. Valančiūnas,50,63
222,3,10:42.0,,J. Valančiūnas makes 2-pt layup from 1 ft,50,65
223,3,10:26.0,Turnover by N. Jokić (bad pass; steal by K. Anderson),,50,65
224,3,10:26.0,,Personal take foul by N. Jokić (drawn by K. Anderson),50,65
225,3,10:02.0,,J. Valančiūnas misses 2-pt jump shot from 21 ft,50,65
226,3,9:59.0,Defensive rebound by W. Barton,,50,65
227,3,9:53.0,W. Barton makes 2-pt dunk from 1 ft (assist by N. Jokić),,52,65
228,3,9:53.0,Shooting foul by D. Brooks (drawn by W. Barton),,52,65
229,3,9:53.0,W. Barton misses free throw 1 of 1,,52,65
230,3,9:51.0,,Defensive rebound by J. Valančiūnas,52,65
231,3,9:40.0,,Turnover by J. Morant (bad pass; steal by G. Harris),52,65
232,3,9:34.0,Turnover by G. Harris (lost ball; steal by K. Anderson),,52,65
233,3,9:30.0,,D. Brooks makes 2-pt dunk from 1 ft (assist by K. Anderson),52,67
234,3,9:05.0,Turnover by W. Barton (step out of bounds),,52,67
235,3,8:47.0,,D. Brooks makes 2-pt jump shot from 14 ft (assist by K. Anderson),52,69
236,3,8:21.0,T. Craig misses 3-pt jump shot from 24 ft,,52,69
237,3,8:17.0,,Defensive rebound by K. Anderson,52,69
238,3,8:05.0,,D. Brooks makes 2-pt layup at rim (assist by J. Jackson),52,71
239,3,8:05.0,Denver full timeout,,52,71
240,3,8:05.0,M. Morris enters the game for T. Craig,,52,71
241,3,7:54.0,N. Jokić makes 2-pt jump shot from 13 ft (assist by J. Grant),,54,71
242,3,7:40.0,,J. Valančiūnas misses 2-pt jump shot from 13 ft,54,71
243,3,7:35.0,Defensive rebound by W. Barton,,54,71
244,3,7:29.0,J. Grant makes 3-pt jump shot from 27 ft (assist by M. Morris),,57,71
245,3,7:10.0,,D. Brooks misses 3-pt jump shot from 26 ft,57,71
246,3,7:08.0,Defensive rebound by M. Morris,,57,71
247,3,6:49.0,G. Harris misses 3-pt jump shot from 24 ft,,57,71
248,3,6:46.0,,Defensive rebound by J. Valančiūnas,57,71
249,3,6:36.0,,J. Morant makes 2-pt jump shot from 11 ft,57,73
250,3,6:27.0,Turnover by G. Harris (out of bounds lost ball),,57,73
251,3,6:27.0,,B. Clarke enters the game for J. Jackson,57,73
252,3,6:27.0,,T. Jones enters the game for J. Morant,57,73
253,3,6:15.0,,Turnover by K. Anderson (bad pass; steal by J. Grant),57,73
254,3,6:05.0,Personal foul by J. Valančiūnas (drawn by N. Jokić),,57,73
255,3,5:58.0,N. Jokić misses 3-pt jump shot from 25 ft,,57,73
256,3,5:57.0,,Defensive rebound by K. Anderson,57,73
257,3,5:40.0,,Turnover by K. Anderson (bad pass),57,73
258,3,5:40.0,M. Porter enters the game for G. Harris,,57,73
259,3,5:29.0,J. Grant misses 2-pt layup from 2 ft (block by B. Clarke),,57,73
260,3,5:26.0,Offensive rebound by M. Porter,,57,73
261,3,5:25.0,M. Porter misses 2-pt layup from 1 ft,,57,73
262,3,5:25.0,,Defensive rebound by Team,57,73
263,3,5:06.0,,D. Brooks misses 3-pt jump shot from 27 ft,57,73
264,3,5:06.0,Defensive rebound by N. Jokić,,57,73
265,3,4:50.0,N. Jokić makes 2-pt jump shot from 20 ft (assist by W. Barton),,59,73
266,3,4:32.0,,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by T. Jones),59,75
267,3,4:08.0,W. Barton misses 3-pt jump shot from 26 ft,,59,75
268,3,4:06.0,,Defensive rebound by T. Jones,59,75
269,3,3:44.0,,D. Brooks misses 2-pt jump shot from 24 ft,59,75
270,3,3:42.0,Defensive rebound by Team,,59,75
271,3,3:42.0,M. Beasley enters the game for W. Barton,,59,75
272,3,3:42.0,,M. Guduric enters the game for K. Anderson,59,75
273,3,3:42.0,,S. Hill enters the game for D. Brooks,59,75
274,3,3:33.0,Shooting foul by J. Valančiūnas (drawn by N. Jokić),,59,75
275,3,3:33.0,N. Jokić makes free throw 1 of 2,,60,75
276,3,3:33.0,,J. Jackson enters the game for J. Valančiūnas,60,75
277,3,3:33.0,N. Jokić makes free throw 2 of 2,,61,75
278,3,3:16.0,,Turnover by M. Guduric (bad pass; steal by M. Porter),61,75
279,3,3:16.0,J. Hernangómez enters the game for J. Grant,,61,75
280,3,2:54.0,N. Jokić misses 2-pt jump shot from 20 ft,,61,75
281,3,2:52.0,,Defensive rebound by M. Guduric,61,75
282,3,2:45.0,,B. Clarke makes 2-pt jump shot from 7 ft (assist by S. Hill),61,77
283,3,2:38.0,Turnover by N. Jokić (bad pass; steal by M. Guduric),,61,77
284,3,2:28.0,,M. Guduric misses 3-pt jump shot from 24 ft,61,77
285,3,2:24.0,Defensive rebound by M. Beasley,,61,77
286,3,2:17.0,M. Porter makes 3-pt jump shot from 27 ft (assist by M. Beasley),,64,77
287,3,2:15.0,,Memphis full timeout,64,77
288,3,2:01.0,,Turnover by S. Hill (bad pass),64,77
289,3,1:43.0,M. Morris misses 2-pt jump shot from 21 ft,,64,77
290,3,1:41.0,,Defensive rebound by B. Clarke,64,77
291,3,1:36.0,,J. Jackson makes 2-pt jump shot from 7 ft,64,79
292,3,1:36.0,Violation by Team (def goaltending),,64,79
293,3,1:23.0,J. Hernangómez misses 3-pt jump shot from 23 ft,,64,79
294,3,1:21.0,Offensive rebound by M. Porter,,64,79
295,3,1:15.0,M. Morris misses 3-pt jump shot from 23 ft,,64,79
296,3,1:11.0,,Defensive rebound by M. Guduric,64,79
297,3,0:56.0,,J. Jackson misses 3-pt jump shot from 27 ft,64,79
298,3,0:53.0,Defensive rebound by N. Jokić,,64,79
299,3,0:50.0,J. Hernangómez makes 2-pt layup from 2 ft (assist by N. Jokić),,66,79
300,3,0:50.0,,Violation by Team (def goaltending),66,79
301,3,0:39.0,,Personal foul by M. Morris (drawn by J. Jackson),66,79
302,3,0:39.0,,J. Konchar enters the game for B. Clarke,66,79
303,3,0:33.0,,T. Jones makes 3-pt jump shot from 27 ft,66,82
304,3,0:20.0,M. Porter misses 2-pt layup from 1 ft (block by J. Jackson),,66,82
305,3,0:17.0,,Defensive rebound by J. Jackson,66,82
306,3,0:00.0,,J. Jackson misses 3-pt jump shot from 28 ft,66,82
307,3,0:00.0,,Offensive rebound by Team,66,82
308,4,11:45.0,,J. Jackson makes 3-pt jump shot from 27 ft (assist by S. Hill),66,85
309,4,11:30.0,M. Beasley misses 3-pt jump shot from 26 ft,,66,85
310,4,11:27.0,Offensive rebound by M. Morris,,66,85
311,4,11:25.0,J. Grant makes 3-pt jump shot from 24 ft (assist by M. Morris),,69,85
312,4,11:05.0,,J. Morant makes 2-pt dunk at rim (assist by M. Guduric),69,87
313,4,10:51.0,J. Grant makes 3-pt jump shot from 25 ft (assist by M. Morris),,72,87
314,4,10:34.0,,Turnover by J. Morant (traveling),72,87
315,4,10:20.0,M. Morris misses 2-pt jump shot from 3 ft (block by J. Jackson),,72,87
316,4,10:20.0,Offensive rebound by Team,,72,87
317,4,10:19.0,Turnover by M. Morris (bad pass),,72,87
318,4,10:04.0,,J. Morant makes 2-pt layup from 1 ft,72,89
319,4,10:04.0,Denver full timeout,,72,89
320,4,9:51.0,J. Grant misses 2-pt layup from 2 ft (block by J. Jackson),,72,89
321,4,9:51.0,Offensive rebound by Team,,72,89
322,4,9:42.0,M. Beasley misses 2-pt jump shot from 12 ft,,72,89
323,4,9:37.0,Offensive rebound by J. Grant,,72,89
324,4,9:37.0,J. Grant misses 2-pt layup at rim,,72,89
325,4,9:37.0,,Defensive rebound by Team,72,89
326,4,9:18.0,,J. Morant makes 2-pt layup from 2 ft (assist by S. Hill),72,91
327,4,8:54.0,Shooting foul by S. Hill (drawn by J. Grant),,72,91
328,4,8:54.0,J. Grant misses free throw 1 of 2,,72,91
329,4,8:54.0,Offensive rebound by Team,,72,91
330,4,8:54.0,T. Craig enters the game for M. Porter,,72,91
331,4,8:54.0,J. Grant makes free throw 2 of 2,,73,91
332,4,8:39.0,,M. Guduric misses 3-pt jump shot from 27 ft,73,91
333,4,8:36.0,Defensive rebound by T. Craig,,73,91
334,4,8:29.0,M. Morris misses 3-pt jump shot from 24 ft,,73,91
335,4,8:26.0,,Defensive rebound by J. Morant,73,91
336,4,8:19.0,,J. Jackson misses 3-pt jump shot from 28 ft,73,91
337,4,8:17.0,Defensive rebound by M. Morris,,73,91
338,4,8:02.0,Personal foul by M. Guduric (drawn by J. Grant),,73,91
339,4,8:02.0,N. Jokić enters the game for J. Hernangómez,,73,91
340,4,8:02.0,,J. Valančiūnas enters the game for J. Jackson,73,91
341,4,8:01.0,Personal foul by M. Guduric (drawn by N. Jokić),,73,91
342,4,7:52.0,T. Craig makes 2-pt layup at rim (assist by N. Jokić),,75,91
343,4,7:29.0,,J. Valančiūnas misses 2-pt jump shot from 6 ft,75,91
344,4,7:26.0,Defensive rebound by N. Jokić,,75,91
345,4,7:16.0,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Grant),,78,91
346,4,7:15.0,,Memphis full timeout,78,91
347,4,7:15.0,,K. Anderson enters the game for M. Guduric,78,91
348,4,7:15.0,,D. Brooks enters the game for J. Konchar,78,91
349,4,7:03.0,,J. Morant misses 2-pt layup from 2 ft (block by T. Craig),78,91
350,4,7:00.0,Defensive rebound by M. Morris,,78,91
351,4,6:57.0,M. Morris makes 2-pt layup from 5 ft,,80,91
352,4,6:39.0,,J. Valančiūnas makes 2-pt jump shot from 6 ft (assist by D. Brooks),80,93
353,4,6:14.0,Turnover by M. Beasley (lost ball; steal by J. Morant),,80,93
354,4,6:07.0,,Shooting foul by N. Jokić (drawn by J. Valančiūnas),80,93
355,4,6:07.0,,J. Valančiūnas makes free throw 1 of 2,80,94
356,4,6:07.0,,B. Clarke enters the game for S. Hill,80,94
357,4,6:07.0,,J. Valančiūnas misses free throw 2 of 2,80,94
358,4,6:04.0,Defensive rebound by N. Jokić,,80,94
359,4,5:49.0,T. Craig misses 3-pt jump shot from 25 ft,,80,94
360,4,5:47.0,,Defensive rebound by J. Valančiūnas,80,94
361,4,5:35.0,,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by J. Morant),80,96
362,4,5:35.0,Denver full timeout,,80,96
363,4,5:35.0,W. Barton enters the game for M. Beasley,,80,96
364,4,5:35.0,G. Harris enters the game for T. Craig,,80,96
365,4,5:13.0,J. Grant misses 2-pt jump shot from 8 ft,,80,96
366,4,5:10.0,,Defensive rebound by J. Morant,80,96
367,4,4:50.0,,J. Valančiūnas makes 2-pt jump shot from 8 ft,80,98
368,4,4:50.0,,Shooting foul by N. Jokić (drawn by J. Valančiūnas),80,98
369,4,4:50.0,,J. Valančiūnas misses free throw 1 of 1,80,98
370,4,4:48.0,Defensive rebound by N. Jokić,,80,98
371,4,4:35.0,Personal foul by J. Valančiūnas (drawn by N. Jokić),,80,98
372,4,4:30.0,M. Morris misses 3-pt jump shot from 24 ft,,80,98
373,4,4:28.0,Offensive rebound by J. Grant,,80,98
374,4,4:26.0,G. Harris makes 3-pt jump shot from 26 ft (assist by J. Grant),,83,98
375,4,4:11.0,,B. Clarke misses 2-pt jump shot from 14 ft,83,98
376,4,4:07.0,,Offensive rebound by J. Valančiūnas,83,98
377,4,4:07.0,,J. Valančiūnas misses 2-pt layup from 1 ft,83,98
378,4,4:07.0,,Offensive rebound by J. Valančiūnas,83,98
379,4,4:05.0,,J. Valančiūnas misses 2-pt layup from 1 ft (block by J. Grant),83,98
