,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,TORONTO_ACTION,CLEVELAND_SCORE,TORONTO_SCORE
0,1,11:46.0,,Turnover by S. Ibaka (lost ball; steal by D. Garland),0,0
1,1,11:41.0,C. Sexton misses 2-pt layup from 2 ft,,0,0
2,1,11:39.0,Offensive rebound by C. Osman,,0,0
3,1,11:38.0,C. Osman misses 2-pt jump shot from 1 ft,,0,0
4,1,11:34.0,,Defensive rebound by R. Hollis-Jefferson,0,0
5,1,11:32.0,,F. VanVleet misses 3-pt jump shot from 26 ft,0,0
6,1,11:29.0,Defensive rebound by C. Sexton,,0,0
7,1,11:22.0,K. Love misses 2-pt jump shot from 14 ft,,0,0
8,1,11:19.0,,Defensive rebound by R. Hollis-Jefferson,0,0
9,1,11:10.0,,Shooting foul by C. Osman (drawn by P. McCaw),0,0
10,1,11:10.0,,P. McCaw misses free throw 1 of 2,0,0
11,1,11:10.0,,Offensive rebound by Team,0,0
12,1,11:10.0,,P. McCaw makes free throw 2 of 2,0,1
13,1,10:58.0,D. Garland misses 3-pt jump shot from 25 ft,,0,1
14,1,10:56.0,,Defensive rebound by S. Ibaka,0,1
15,1,10:54.0,,Turnover by K. Lowry (bad pass),0,1
16,1,10:37.0,K. Love makes 3-pt jump shot from 24 ft (assist by C. Osman),,3,1
17,1,10:18.0,,S. Ibaka makes 2-pt layup at rim (assist by F. VanVleet),3,3
18,1,10:07.0,C. Osman makes 3-pt jump shot from 24 ft (assist by D. Garland),,6,3
19,1,9:50.0,,S. Ibaka makes 3-pt jump shot from 27 ft (assist by R. Hollis-Jefferson),6,6
20,1,9:40.0,C. Sexton makes 2-pt jump shot from 6 ft,,8,6
21,1,9:19.0,,P. McCaw makes 2-pt jump shot from 11 ft (assist by F. VanVleet),8,8
22,1,9:03.0,D. Garland misses 2-pt jump shot from 9 ft,,8,8
23,1,9:00.0,,Defensive rebound by F. VanVleet,8,8
24,1,8:45.0,,Turnover by S. Ibaka (3 sec),8,8
25,1,8:45.0,,T. Davis enters the game for P. McCaw,8,8
26,1,8:34.0,K. Love makes 2-pt layup at rim (assist by D. Garland),,10,8
27,1,8:18.0,,F. VanVleet makes 3-pt jump shot from 29 ft (assist by T. Davis),10,11
28,1,8:03.0,K. Love misses 3-pt jump shot from 26 ft,,10,11
29,1,8:00.0,,Defensive rebound by T. Davis,10,11
30,1,7:54.0,,T. Davis misses 2-pt jump shot from 6 ft,10,11
31,1,7:52.0,Defensive rebound by C. Osman,,10,11
32,1,7:44.0,C. Osman misses 3-pt jump shot from 27 ft,,10,11
33,1,7:40.0,Offensive rebound by T. Thompson,,10,11
34,1,7:34.0,D. Garland makes 3-pt jump shot from 24 ft (assist by C. Osman),,13,11
35,1,7:20.0,,T. Davis makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),13,14
36,1,6:57.0,T. Thompson makes 2-pt hook shot from 6 ft,,15,14
37,1,6:44.0,,K. Lowry makes 2-pt jump shot from 19 ft,15,16
38,1,6:21.0,,Toronto full timeout,15,16
39,1,6:21.0,M. Dellavedova enters the game for C. Sexton,,15,16
40,1,6:21.0,Turnover by K. Love (step out of bounds),,15,16
41,1,6:11.0,,Shooting foul by T. Thompson (drawn by S. Ibaka),15,16
42,1,6:11.0,,S. Ibaka makes free throw 1 of 2,15,17
43,1,6:11.0,,S. Ibaka makes free throw 2 of 2,15,18
44,1,5:57.0,T. Thompson makes 2-pt dunk from 1 ft (assist by K. Love),,17,18
45,1,5:41.0,,F. VanVleet misses 2-pt jump shot from 13 ft,17,18
46,1,5:39.0,Defensive rebound by T. Thompson,,17,18
47,1,5:28.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,17,18
48,1,5:25.0,,Defensive rebound by T. Davis,17,18
49,1,5:18.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by F. VanVleet),17,20
50,1,5:18.0,,Shooting foul by K. Love (drawn by R. Hollis-Jefferson),17,20
51,1,5:18.0,,R. Hollis-Jefferson misses free throw 1 of 1,17,20
52,1,5:16.0,Defensive rebound by C. Osman,,17,20
53,1,4:59.0,D. Garland misses 3-pt jump shot from 23 ft,,17,20
54,1,4:56.0,,Defensive rebound by S. Ibaka,17,20
55,1,4:49.0,,T. Davis misses 2-pt jump shot from 18 ft,17,20
56,1,4:46.0,Defensive rebound by K. Love,,17,20
57,1,4:42.0,Turnover by M. Dellavedova (bad pass),,17,20
58,1,4:42.0,K. Porter enters the game for C. Osman,,17,20
59,1,4:42.0,,O. Anunoby enters the game for K. Lowry,17,20
60,1,4:24.0,,Turnover by F. VanVleet (bad pass; steal by M. Dellavedova),17,20
61,1,4:15.0,Personal foul by F. VanVleet (drawn by T. Thompson),,17,20
62,1,4:03.0,Turnover by T. Thompson (bad pass),,17,20
63,1,3:47.0,,F. VanVleet misses 3-pt jump shot from 26 ft,17,20
64,1,3:44.0,Defensive rebound by T. Thompson,,17,20
65,1,3:33.0,K. Porter misses 2-pt jump shot from 20 ft,,17,20
66,1,3:30.0,,Defensive rebound by S. Ibaka,17,20
67,1,3:24.0,,F. VanVleet misses 2-pt layup from 2 ft,17,20
68,1,3:22.0,Defensive rebound by K. Love,,17,20
69,1,3:17.0,K. Porter misses 2-pt jump shot from 18 ft,,17,20
70,1,3:16.0,Offensive rebound by T. Thompson,,17,20
71,1,3:16.0,T. Thompson makes 2-pt layup from 1 ft,,19,20
72,1,3:16.0,Shooting foul by O. Anunoby (drawn by T. Thompson),,19,20
73,1,3:16.0,T. Thompson makes free throw 1 of 1,,20,20
74,1,3:02.0,,T. Davis misses 3-pt jump shot from 23 ft,20,20
75,1,3:00.0,Defensive rebound by K. Porter,,20,20
76,1,2:48.0,K. Porter misses 2-pt jump shot from 15 ft,,20,20
77,1,2:45.0,,Defensive rebound by F. VanVleet,20,20
78,1,2:36.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,20,20
79,1,2:36.0,Defensive rebound by T. Thompson,,20,20
80,1,2:21.0,Turnover by K. Love (back court),,20,20
81,1,2:20.0,Cleveland full timeout,,20,20
82,1,2:20.0,J. Henson enters the game for D. Garland,,20,20
83,1,2:20.0,L. Nance enters the game for K. Love,,20,20
84,1,2:20.0,C. Sexton enters the game for T. Thompson,,20,20
85,1,2:20.0,,C. Boucher enters the game for R. Hollis-Jefferson,20,20
86,1,2:20.0,,O. Brissett enters the game for S. Ibaka,20,20
87,1,2:20.0,,K. Lowry enters the game for F. VanVleet,20,20
88,1,2:10.0,,O. Anunoby makes 2-pt hook shot from 1 ft (assist by K. Lowry),20,22
89,1,1:54.0,C. Sexton makes 2-pt layup from 1 ft (assist by K. Porter),,22,22
90,1,1:54.0,Shooting foul by T. Davis (drawn by C. Sexton),,22,22
91,1,1:54.0,D. Exum enters the game for M. Dellavedova,,22,22
92,1,1:54.0,C. Sexton makes free throw 1 of 1,,23,22
93,1,1:36.0,,T. Davis makes 2-pt hook shot from 4 ft (assist by K. Lowry),23,24
94,1,1:12.0,J. Henson misses 2-pt jump shot from 20 ft,,23,24
95,1,1:09.0,,Defensive rebound by T. Davis,23,24
96,1,1:05.0,,C. Boucher misses 2-pt hook shot from 6 ft,23,24
97,1,1:03.0,Defensive rebound by D. Exum,,23,24
98,1,0:58.0,Shooting foul by O. Brissett (drawn by D. Exum),,23,24
99,1,0:58.0,D. Exum misses free throw 1 of 2,,23,24
100,1,0:58.0,Offensive rebound by Team,,23,24
101,1,0:58.0,D. Exum misses free throw 2 of 2,,23,24
102,1,0:57.0,,Defensive rebound by C. Boucher,23,24
103,1,0:34.0,,Turnover by Team (shot clock),23,24
104,1,0:23.0,C. Sexton makes 2-pt jump shot from 20 ft,,25,24
105,1,0:03.0,,Personal take foul by D. Exum (drawn by K. Lowry),25,24
106,1,0:03.0,,S. Ibaka enters the game for C. Boucher,25,24
107,1,0:03.0,,F. VanVleet enters the game for O. Brissett,25,24
108,1,0:01.0,,O. Anunoby makes 3-pt jump shot from 27 ft (assist by K. Lowry),25,27
109,2,11:48.0,Turnover by D. Exum (lost ball; steal by C. Boucher),,25,27
110,2,11:43.0,,K. Lowry misses 3-pt jump shot from 29 ft,25,27
111,2,11:40.0,,Offensive rebound by C. Boucher,25,27
112,2,11:34.0,,O. Anunoby makes 3-pt jump shot from 23 ft (assist by K. Lowry),25,30
113,2,11:15.0,K. Porter misses 3-pt jump shot from 25 ft,,25,30
114,2,11:12.0,,Defensive rebound by O. Brissett,25,30
115,2,11:08.0,,T. Davis misses 3-pt jump shot from 26 ft,25,30
116,2,11:08.0,,Offensive rebound by C. Boucher,25,30
117,2,11:02.0,,C. Boucher makes 2-pt layup at rim,25,32
118,2,10:51.0,C. Sexton makes 2-pt jump shot from 5 ft (assist by J. Henson),,27,32
119,2,10:35.0,,Shooting foul by K. Porter (drawn by K. Lowry),27,32
120,2,10:35.0,,K. Lowry makes free throw 1 of 2,27,33
121,2,10:35.0,,P. McCaw enters the game for T. Davis,27,33
122,2,10:35.0,,K. Lowry makes free throw 2 of 2,27,34
123,2,10:24.0,Personal foul by O. Brissett (drawn by D. Exum),,27,34
124,2,10:18.0,Turnover by K. Porter (traveling),,27,34
125,2,10:04.0,,C. Boucher misses 2-pt layup from 5 ft,27,34
126,2,10:02.0,Defensive rebound by L. Nance,,27,34
127,2,9:57.0,D. Exum misses 3-pt jump shot from 23 ft,,27,34
128,2,9:54.0,,Defensive rebound by O. Anunoby,27,34
129,2,9:47.0,,O. Brissett misses 3-pt jump shot from 23 ft,27,34
130,2,9:43.0,,Offensive rebound by C. Boucher,27,34
131,2,9:37.0,,O. Anunoby misses 2-pt layup from 2 ft (block by J. Henson),27,34
132,2,9:37.0,,Offensive rebound by Team,27,34
133,2,9:37.0,Loose ball foul by L. Nance (drawn by C. Boucher),,27,34
134,2,9:26.0,,C. Boucher misses 3-pt jump shot from 26 ft,27,34
135,2,9:23.0,Defensive rebound by L. Nance,,27,34
136,2,9:18.0,Personal foul by P. McCaw (drawn by J. Henson),,27,34
137,2,9:12.0,C. Sexton makes 2-pt jump shot from 15 ft (assist by L. Nance),,29,34
138,2,9:01.0,,K. Lowry misses 3-pt jump shot from 26 ft,29,34
139,2,8:57.0,,Offensive rebound by O. Brissett,29,34
140,2,8:55.0,,P. McCaw makes 3-pt jump shot from 23 ft (assist by O. Anunoby),29,37
141,2,8:40.0,J. Henson misses 2-pt hook shot from 5 ft,,29,37
142,2,8:38.0,,Defensive rebound by O. Anunoby,29,37
143,2,8:31.0,,Turnover by O. Anunoby (bad pass; steal by J. Henson),29,37
144,2,8:26.0,L. Nance misses 2-pt layup from 3 ft,,29,37
145,2,8:26.0,Offensive rebound by Team,,29,37
146,2,8:26.0,D. Garland enters the game for D. Exum,,29,37
147,2,8:26.0,T. Thompson enters the game for J. Henson,,29,37
148,2,8:26.0,,S. Ibaka enters the game for O. Brissett,29,37
149,2,8:24.0,C. Sexton misses 2-pt layup from 2 ft (block by C. Boucher),,29,37
150,2,8:21.0,,Defensive rebound by C. Boucher,29,37
151,2,8:18.0,,Shooting foul by D. Garland (drawn by K. Lowry),29,37
152,2,8:18.0,,K. Lowry makes free throw 1 of 2,29,38
153,2,8:18.0,,K. Lowry makes free throw 2 of 2,29,39
154,2,7:56.0,D. Garland misses 3-pt jump shot from 27 ft (block by S. Ibaka),,29,39
155,2,7:55.0,Offensive rebound by Team,,29,39
156,2,7:53.0,T. Thompson makes 2-pt dunk from 1 ft (assist by K. Porter),,31,39
157,2,7:32.0,,K. Lowry misses 3-pt jump shot from 25 ft,31,39
158,2,7:29.0,Defensive rebound by T. Thompson,,31,39
159,2,7:16.0,C. Sexton misses 2-pt jump shot from 18 ft,,31,39
160,2,7:13.0,,Defensive rebound by S. Ibaka,31,39
161,2,7:08.0,,Toronto full timeout,31,39
162,2,7:08.0,M. Dellavedova enters the game for L. Nance,,31,39
163,2,7:08.0,K. Love enters the game for C. Sexton,,31,39
164,2,7:08.0,,R. Hollis-Jefferson enters the game for O. Anunoby,31,39
165,2,7:08.0,,F. VanVleet enters the game for C. Boucher,31,39
166,2,7:03.0,,K. Lowry misses 3-pt jump shot from 26 ft,31,39
167,2,6:59.0,Defensive rebound by K. Love,,31,39
168,2,6:38.0,M. Dellavedova misses 2-pt jump shot from 10 ft,,31,39
169,2,6:33.0,Offensive rebound by K. Love,,31,39
170,2,6:33.0,K. Love makes 2-pt layup from 1 ft,,33,39
171,2,6:25.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,33,39
172,2,6:23.0,Defensive rebound by K. Love,,33,39
173,2,6:20.0,K. Love misses 3-pt jump shot from 26 ft,,33,39
174,2,6:18.0,Offensive rebound by T. Thompson,,33,39
175,2,6:09.0,K. Porter makes 2-pt jump shot from 11 ft,,35,39
176,2,5:50.0,,F. VanVleet makes 3-pt jump shot from 25 ft (assist by P. McCaw),35,42
177,2,5:21.0,K. Porter misses 2-pt jump shot from 4 ft,,35,42
178,2,5:18.0,,Defensive rebound by R. Hollis-Jefferson,35,42
179,2,5:11.0,,K. Lowry makes 2-pt jump shot from 15 ft,35,44
180,2,5:11.0,C. Osman enters the game for K. Porter,,35,44
181,2,5:11.0,,O. Anunoby enters the game for K. Lowry,35,44
182,2,4:47.0,C. Osman misses 3-pt jump shot from 24 ft,,35,44
183,2,4:43.0,,Defensive rebound by O. Anunoby,35,44
184,2,4:33.0,,P. McCaw misses 2-pt jump shot from 5 ft,35,44
185,2,4:30.0,Defensive rebound by D. Garland,,35,44
186,2,4:21.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,35,44
187,2,4:17.0,,Defensive rebound by R. Hollis-Jefferson,35,44
188,2,4:11.0,,F. VanVleet makes 3-pt jump shot from 27 ft,35,47
189,2,4:11.0,Cleveland full timeout,,35,47
190,2,4:11.0,C. Sexton enters the game for M. Dellavedova,,35,47
191,2,3:58.0,C. Sexton misses 3-pt jump shot from 26 ft,,35,47
192,2,3:55.0,,Defensive rebound by P. McCaw,35,47
193,2,3:49.0,,Turnover by F. VanVleet (traveling),35,47
194,2,3:36.0,C. Osman makes 3-pt jump shot from 26 ft (assist by C. Sexton),,38,47
195,2,3:08.0,,Turnover by F. VanVleet (bad pass),38,47
196,2,2:45.0,D. Garland misses 3-pt jump shot from 25 ft (block by F. VanVleet),,38,47
197,2,2:45.0,Offensive rebound by Team,,38,47
198,2,2:44.0,Turnover by Team (shot clock),,38,47
199,2,2:30.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by O. Anunoby),38,50
200,2,2:18.0,T. Thompson misses 2-pt jump shot from 6 ft,,38,50
201,2,2:15.0,,Defensive rebound by O. Anunoby,38,50
202,2,1:58.0,,Turnover by F. VanVleet (bad pass),38,50
203,2,1:58.0,,K. Lowry enters the game for P. McCaw,38,50
204,2,1:45.0,Shooting foul by S. Ibaka (drawn by T. Thompson),,38,50
205,2,1:45.0,T. Thompson makes free throw 1 of 2,,39,50
206,2,1:45.0,T. Thompson makes free throw 2 of 2,,40,50
207,2,1:31.0,,K. Lowry misses 2-pt jump shot from 7 ft,40,50
208,2,1:29.0,Defensive rebound by T. Thompson,,40,50
209,2,1:25.0,C. Osman misses 2-pt layup from 2 ft (block by F. VanVleet),,40,50
210,2,1:23.0,,Defensive rebound by S. Ibaka,40,50
211,2,1:20.0,,K. Lowry makes 2-pt layup from 1 ft (assist by S. Ibaka),40,52
212,2,1:03.0,C. Osman makes 3-pt jump shot from 26 ft (assist by D. Garland),,43,52
213,2,0:46.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft,43,54
214,2,0:41.0,C. Sexton misses 2-pt jump shot from 12 ft,,43,54
215,2,0:37.0,,Defensive rebound by K. Lowry,43,54
216,2,0:28.0,,K. Lowry makes 3-pt jump shot from 33 ft (assist by S. Ibaka),43,57
217,2,0:09.0,D. Garland misses 3-pt jump shot from 27 ft,,43,57
218,2,0:06.0,,Defensive rebound by S. Ibaka,43,57
219,2,0:01.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by K. Lowry),43,59
220,2,0:00.0,C. Sexton misses 3-pt jump shot from 29 ft (block by F. VanVleet),,43,59
221,2,0:00.0,Offensive rebound by Team,,43,59
222,3,12:00.0,Violation by Team (delay of game),,43,59
223,3,11:48.0,C. Osman misses 2-pt jump shot from 12 ft,,43,59
224,3,11:44.0,,Defensive rebound by S. Ibaka,43,59
225,3,11:33.0,Violation by Team (kicked ball),,43,59
226,3,11:23.0,,R. Hollis-Jefferson misses 2-pt jump shot from 11 ft,43,59
227,3,11:20.0,,Offensive rebound by S. Ibaka,43,59
228,3,11:13.0,,S. Ibaka misses 2-pt jump shot from 16 ft,43,59
229,3,11:10.0,,Offensive rebound by R. Hollis-Jefferson,43,59
230,3,11:04.0,,F. VanVleet misses 3-pt jump shot from 26 ft,43,59
231,3,11:00.0,Defensive rebound by T. Thompson,,43,59
232,3,10:55.0,Shooting foul by F. VanVleet (drawn by C. Sexton),,43,59
233,3,10:55.0,C. Sexton makes free throw 1 of 2,,44,59
234,3,10:55.0,C. Sexton makes free throw 2 of 2,,45,59
235,3,10:44.0,,F. VanVleet makes 2-pt layup from 2 ft (assist by P. McCaw),45,61
236,3,10:34.0,Personal foul by F. VanVleet (drawn by C. Sexton),,45,61
237,3,10:18.0,K. Love misses 3-pt jump shot from 30 ft,,45,61
238,3,10:13.0,,Defensive rebound by P. McCaw,45,61
239,3,10:10.0,,F. VanVleet misses 2-pt layup from 1 ft (block by C. Osman),45,61
240,3,10:10.0,,Offensive rebound by Team,45,61
241,3,10:06.0,,F. VanVleet misses 3-pt jump shot from 23 ft,45,61
242,3,10:02.0,,Offensive rebound by F. VanVleet,45,61
243,3,9:52.0,,S. Ibaka misses 3-pt jump shot from 23 ft,45,61
244,3,9:49.0,Defensive rebound by K. Love,,45,61
245,3,9:36.0,Turnover by T. Thompson (bad pass; steal by S. Ibaka),,45,61
246,3,9:36.0,,Personal take foul by C. Osman (drawn by K. Lowry),45,61
247,3,9:21.0,,Shooting foul by K. Love (drawn by R. Hollis-Jefferson),45,61
248,3,9:21.0,,R. Hollis-Jefferson makes free throw 1 of 2,45,62
249,3,9:21.0,,R. Hollis-Jefferson makes free throw 2 of 2,45,63
250,3,9:11.0,Shooting foul by F. VanVleet (drawn by C. Sexton),,45,63
251,3,9:11.0,C. Sexton makes free throw 1 of 2,,46,63
252,3,9:11.0,,O. Anunoby enters the game for F. VanVleet,46,63
253,3,9:11.0,C. Sexton makes free throw 2 of 2,,47,63
254,3,8:57.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by K. Love),47,63
255,3,8:53.0,Defensive rebound by K. Love,,47,63
256,3,8:52.0,Turnover by K. Love (bad pass; steal by O. Anunoby),,47,63
257,3,8:49.0,,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by O. Anunoby),47,65
258,3,8:37.0,Turnover by D. Garland (bad pass),,47,65
259,3,8:37.0,Cleveland full timeout,,47,65
260,3,8:37.0,L. Nance enters the game for K. Love,,47,65
261,3,8:22.0,,P. McCaw misses 3-pt jump shot from 27 ft,47,65
262,3,8:19.0,Defensive rebound by T. Thompson,,47,65
263,3,7:56.0,D. Garland makes 3-pt jump shot from 31 ft (assist by C. Osman),,50,65
264,3,7:44.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by C. Sexton),50,65
265,3,7:44.0,Personal take foul by K. Lowry (drawn by C. Sexton),,50,65
266,3,7:27.0,C. Osman misses 3-pt jump shot from 27 ft,,50,65
267,3,7:23.0,,Defensive rebound by P. McCaw,50,65
268,3,7:12.0,,S. Ibaka misses 2-pt jump shot from 10 ft,50,65
269,3,7:11.0,Defensive rebound by Team,,50,65
270,3,6:56.0,Turnover by C. Sexton (bad pass; steal by P. McCaw),,50,65
271,3,6:52.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by P. McCaw),50,67
272,3,6:38.0,D. Garland makes 2-pt jump shot from 13 ft,,52,67
273,3,6:19.0,,O. Anunoby makes 2-pt layup from 4 ft,52,69
