,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHICAGO_ACTION,PORTLAND_SCORE,CHICAGO_SCORE
76,1,2:11.0,D. Lillard misses 2-pt layup from 1 ft,,25,23
77,1,2:08.0,,Defensive rebound by C. White,25,23
78,1,2:04.0,,C. White misses 3-pt jump shot from 25 ft,25,23
79,1,1:59.0,Defensive rebound by C. Anthony,,25,23
80,1,1:57.0,K. Bazemore misses 3-pt jump shot from 24 ft,,25,23
81,1,1:54.0,Offensive rebound by S. Labissière,,25,23
82,1,1:51.0,A. Simons misses 3-pt jump shot from 25 ft,,25,23
83,1,1:49.0,Offensive rebound by K. Bazemore,,25,23
84,1,1:45.0,Turnover by A. Simons (lost ball; steal by W. Carter),,25,23
85,1,1:40.0,,Shooting foul by C. Anthony (drawn by Z. LaVine),25,23
86,1,1:40.0,Portland full timeout,,25,23
87,1,1:40.0,N. Little enters the game for C. Anthony,,25,23
88,1,1:40.0,C. McCollum enters the game for D. Lillard,,25,23
89,1,1:40.0,,D. Gafford enters the game for W. Carter,25,23
90,1,1:40.0,,Z. LaVine misses free throw 1 of 2,25,23
91,1,1:40.0,,Offensive rebound by Team,25,23
92,1,1:40.0,,Z. LaVine misses free throw 2 of 2,25,23
93,1,1:38.0,Defensive rebound by S. Labissière,,25,23
94,1,1:21.0,C. McCollum misses 3-pt jump shot from 25 ft,,25,23
95,1,1:17.0,,Defensive rebound by Z. LaVine,25,23
96,1,1:03.0,,Z. LaVine makes 2-pt dunk from 1 ft,25,25
97,1,0:46.0,Turnover by K. Bazemore (bad pass; steal by Z. LaVine),,25,25
98,1,0:42.0,,K. Dunn makes 2-pt layup from 1 ft (assist by T. Young),25,27
99,1,0:30.0,C. McCollum misses 2-pt jump shot from 2 ft,,25,27
100,1,0:29.0,Offensive rebound by S. Labissière,,25,27
101,1,0:29.0,S. Labissière makes 2-pt layup from 1 ft,,27,27
102,1,0:14.0,,Def 3 sec tech foul by Team,27,27
103,1,0:14.0,,Z. LaVine makes technical free throw,27,28
104,1,0:14.0,,Offensive foul by Z. LaVine (drawn by K. Bazemore),27,28
105,1,0:14.0,,Turnover by Z. LaVine (offensive foul),27,28
106,1,0:14.0,R. Hood enters the game for N. Little,,27,28
107,1,0:14.0,,R. Arcidiacono enters the game for Z. LaVine,27,28
108,1,0:06.0,Personal foul by K. Dunn (drawn by C. McCollum),,27,28
109,1,0:04.0,Turnover by A. Simons (bad pass; steal by C. White),,27,28
110,1,0:00.0,,C. White misses 2-pt layup from 3 ft,27,28
111,1,0:00.0,Defensive rebound by S. Labissière,,27,28
112,2,11:37.0,Shooting foul by D. Gafford (drawn by K. Bazemore),,27,28
113,2,11:37.0,K. Bazemore makes free throw 1 of 2,,28,28
114,2,11:37.0,K. Bazemore makes free throw 2 of 2,,29,28
115,2,11:21.0,,K. Dunn misses 3-pt jump shot from 26 ft,29,28
116,2,11:18.0,Defensive rebound by N. Little,,29,28
117,2,11:12.0,Shooting foul by K. Dunn (drawn by N. Little),,29,28
118,2,11:12.0,N. Little misses free throw 1 of 2,,29,28
119,2,11:12.0,Offensive rebound by Team,,29,28
120,2,11:12.0,N. Little makes free throw 2 of 2,,30,28
121,2,10:52.0,,T. Young misses 2-pt layup from 1 ft,30,28
122,2,10:50.0,Defensive rebound by R. Hood,,30,28
123,2,10:39.0,S. Labissière misses 2-pt layup from 3 ft,,30,28
124,2,10:36.0,,Defensive rebound by D. Gafford,30,28
125,2,10:29.0,,C. White misses 3-pt jump shot from 23 ft,30,28
126,2,10:26.0,,Offensive rebound by T. Young,30,28
127,2,10:25.0,,K. Dunn misses 3-pt jump shot from 26 ft,30,28
128,2,10:22.0,Defensive rebound by N. Little,,30,28
129,2,10:15.0,C. McCollum makes 2-pt jump shot from 15 ft,,32,28
130,2,10:00.0,,K. Dunn misses 3-pt jump shot from 26 ft,32,28
131,2,9:56.0,Defensive rebound by N. Little,,32,28
132,2,9:47.0,Shooting foul by R. Arcidiacono (drawn by R. Hood),,32,28
133,2,9:47.0,R. Hood makes free throw 1 of 2,,33,28
134,2,9:47.0,C. Anthony enters the game for S. Labissière,,33,28
135,2,9:47.0,H. Whiteside enters the game for N. Little,,33,28
136,2,9:47.0,,S. Harrison enters the game for C. White,33,28
137,2,9:47.0,R. Hood misses free throw 2 of 2,,33,28
138,2,9:45.0,,Defensive rebound by T. Young,33,28
139,2,9:35.0,,K. Dunn misses 2-pt jump shot from 5 ft,33,28
140,2,9:33.0,,Offensive rebound by S. Harrison,33,28
141,2,9:29.0,,Turnover by T. Young (bad pass),33,28
142,2,9:15.0,C. Anthony misses 3-pt jump shot from 23 ft,,33,28
143,2,9:07.0,Offensive rebound by H. Whiteside,,33,28
144,2,9:07.0,H. Whiteside misses 2-pt jump shot from 1 ft,,33,28
145,2,9:06.0,,Defensive rebound by D. Gafford,33,28
146,2,9:01.0,,K. Dunn makes 2-pt layup from 1 ft (assist by T. Young),33,30
147,2,8:38.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by H. Whiteside),,36,30
148,2,8:22.0,,K. Dunn misses 3-pt jump shot from 25 ft,36,30
149,2,8:18.0,Defensive rebound by K. Bazemore,,36,30
150,2,8:06.0,Offensive foul by H. Whiteside (drawn by D. Gafford),,36,30
151,2,8:06.0,Turnover by H. Whiteside (offensive foul),,36,30
152,2,8:06.0,,Z. LaVine enters the game for R. Arcidiacono,36,30
153,2,8:06.0,,L. Markkanen enters the game for K. Dunn,36,30
154,2,8:06.0,,T. Satoranský enters the game for D. Gafford,36,30
155,2,7:50.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by L. Markkanen),36,32
156,2,7:25.0,C. Anthony misses 2-pt jump shot from 16 ft,,36,32
157,2,7:23.0,Offensive rebound by H. Whiteside,,36,32
158,2,7:23.0,Shooting foul by T. Young (drawn by H. Whiteside),,36,32
159,2,7:23.0,H. Whiteside misses free throw 1 of 2,,36,32
160,2,7:23.0,Offensive rebound by Team,,36,32
161,2,7:23.0,H. Whiteside makes free throw 2 of 2,,37,32
162,2,7:13.0,,T. Satoranský misses 2-pt layup from 2 ft,37,32
163,2,7:10.0,Defensive rebound by H. Whiteside,,37,32
164,2,7:05.0,C. McCollum makes 2-pt layup from 1 ft,,39,32
165,2,7:04.0,,Chicago full timeout,39,32
166,2,7:04.0,D. Lillard enters the game for C. McCollum,,39,32
167,2,7:04.0,,W. Carter enters the game for T. Young,39,32
168,2,6:53.0,,T. Satoranský misses 3-pt jump shot from 26 ft,39,32
169,2,6:49.0,Defensive rebound by C. Anthony,,39,32
170,2,6:38.0,H. Whiteside makes 2-pt hook shot from 6 ft (assist by C. Anthony),,41,32
171,2,6:16.0,,S. Harrison makes 3-pt jump shot from 24 ft (assist by Z. LaVine),41,35
172,2,5:56.0,H. Whiteside makes 2-pt dunk at rim (assist by C. Anthony),,43,35
173,2,5:47.0,,Shooting foul by H. Whiteside (drawn by S. Harrison),43,35
174,2,5:47.0,,S. Harrison misses free throw 1 of 2,43,35
175,2,5:47.0,,Offensive rebound by Team,43,35
176,2,5:47.0,A. Simons enters the game for R. Hood,,43,35
177,2,5:47.0,,S. Harrison misses free throw 2 of 2,43,35
178,2,5:44.0,Defensive rebound by C. Anthony,,43,35
179,2,5:30.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by D. Lillard),,46,35
180,2,5:11.0,,W. Carter makes 2-pt dunk from 1 ft (assist by S. Harrison),46,37
181,2,5:03.0,K. Bazemore makes 2-pt layup at rim (assist by D. Lillard),,48,37
182,2,4:52.0,,Personal foul by K. Bazemore (drawn by Z. LaVine),48,37
183,2,4:50.0,,Offensive foul by Z. LaVine (drawn by K. Bazemore),48,37
184,2,4:50.0,,Turnover by Z. LaVine (offensive foul),48,37
185,2,4:33.0,A. Simons misses 3-pt jump shot from 25 ft,,48,37
186,2,4:28.0,Offensive rebound by H. Whiteside,,48,37
187,2,4:25.0,H. Whiteside makes 2-pt layup from 5 ft,,50,37
188,2,4:10.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by Z. LaVine),50,40
189,2,3:58.0,Offensive foul by H. Whiteside (drawn by S. Harrison),,50,40
190,2,3:58.0,Turnover by H. Whiteside (offensive foul),,50,40
191,2,3:58.0,S. Labissière enters the game for C. Anthony,,50,40
192,2,3:58.0,N. Little enters the game for H. Whiteside,,50,40
193,2,3:58.0,,D. Valentine enters the game for Z. LaVine,50,40
194,2,3:49.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by T. Satoranský),50,43
195,2,3:37.0,S. Labissière misses 2-pt layup from 6 ft,,50,43
196,2,3:35.0,,Defensive rebound by T. Satoranský,50,43
197,2,3:31.0,,L. Markkanen makes 2-pt jump shot from 3 ft,50,45
198,2,3:31.0,,Shooting foul by S. Labissière (drawn by L. Markkanen),50,45
199,2,3:31.0,Portland full timeout,,50,45
200,2,3:31.0,R. Hood enters the game for K. Bazemore,,50,45
201,2,3:31.0,C. McCollum enters the game for A. Simons,,50,45
202,2,3:31.0,,C. White enters the game for S. Harrison,50,45
203,2,3:31.0,,L. Markkanen makes free throw 1 of 1,50,46
204,2,3:21.0,Turnover by S. Labissière (out of bounds lost ball),,50,46
205,2,2:59.0,,D. Valentine makes 2-pt jump shot from 15 ft,50,48
206,2,2:49.0,D. Lillard makes 2-pt layup from 2 ft,,52,48
207,2,2:36.0,,W. Carter misses 2-pt layup from 3 ft,52,48
208,2,2:34.0,Defensive rebound by C. McCollum,,52,48
209,2,2:29.0,C. McCollum makes 2-pt layup at rim,,54,48
210,2,2:19.0,,T. Satoranský misses 2-pt jump shot from 4 ft,54,48
211,2,2:16.0,Defensive rebound by S. Labissière,,54,48
212,2,2:10.0,Personal foul by T. Satoranský (drawn by D. Lillard),,54,48
213,2,2:10.0,D. Lillard makes free throw 1 of 2,,55,48
214,2,2:10.0,C. Anthony enters the game for N. Little,,55,48
215,2,2:10.0,D. Lillard makes free throw 2 of 2,,56,48
216,2,1:56.0,,D. Valentine misses 3-pt jump shot from 25 ft,56,48
217,2,1:53.0,Defensive rebound by R. Hood,,56,48
218,2,1:45.0,R. Hood misses 2-pt jump shot from 6 ft,,56,48
219,2,1:45.0,Offensive rebound by S. Labissière,,56,48
220,2,1:45.0,Shooting foul by W. Carter (drawn by S. Labissière),,56,48
221,2,1:45.0,S. Labissière makes free throw 1 of 2,,57,48
222,2,1:45.0,S. Labissière makes free throw 2 of 2,,58,48
223,2,1:29.0,,C. White misses 2-pt jump shot from 2 ft,58,48
224,2,1:25.0,,Offensive rebound by W. Carter,58,48
225,2,1:25.0,,W. Carter makes 2-pt layup at rim,58,50
226,2,1:09.0,C. McCollum misses 2-pt jump shot from 10 ft,,58,50
227,2,1:07.0,,Defensive rebound by D. Valentine,58,50
228,2,0:56.0,,T. Satoranský makes 2-pt layup from 2 ft,58,52
229,2,0:33.0,D. Lillard misses 2-pt layup from 2 ft,,58,52
230,2,0:31.0,,Defensive rebound by L. Markkanen,58,52
231,2,0:29.0,,D. Valentine makes 2-pt layup from 2 ft (assist by L. Markkanen),58,54
232,2,0:06.0,C. McCollum makes 2-pt jump shot from 4 ft,,60,54
233,2,0:04.0,,Offensive foul by W. Carter (drawn by D. Lillard),60,54
234,2,0:04.0,,Turnover by W. Carter (offensive foul),60,54
235,2,0:04.0,A. Simons enters the game for S. Labissière,,60,54
236,2,0:04.0,,K. Dunn enters the game for W. Carter,60,54
237,2,0:04.0,,S. Harrison enters the game for D. Valentine,60,54
238,2,0:00.0,R. Hood makes 2-pt jump shot from 21 ft,,62,54
239,2,0:00.0,Instant Replay (Request: Ruling Stands),,62,54
240,3,11:41.0,C. Anthony misses 2-pt jump shot from 16 ft,,62,54
241,3,11:37.0,,Defensive rebound by T. Satoranský,62,54
242,3,11:25.0,,Turnover by Z. LaVine (lost ball; steal by R. Hood),62,54
243,3,11:10.0,D. Lillard misses 2-pt jump shot from 16 ft,,62,54
244,3,11:07.0,,Defensive rebound by T. Satoranský,62,54
245,3,10:55.0,,T. Satoranský makes 3-pt jump shot from 25 ft (assist by Z. LaVine),62,57
246,3,10:38.0,Turnover by C. Anthony (back court),,62,57
247,3,10:21.0,,Z. LaVine misses 3-pt jump shot from 31 ft,62,57
248,3,10:17.0,Defensive rebound by H. Whiteside,,62,57
249,3,10:00.0,C. McCollum makes 2-pt jump shot from 5 ft (assist by R. Hood),,64,57
250,3,9:53.0,,Shooting foul by C. Anthony (drawn by Z. LaVine),64,57
251,3,9:53.0,,Z. LaVine makes free throw 1 of 2,64,58
252,3,9:53.0,,Z. LaVine makes free throw 2 of 2,64,59
253,3,9:32.0,C. McCollum misses 3-pt jump shot from 25 ft,,64,59
254,3,9:30.0,,Defensive rebound by W. Carter,64,59
255,3,9:21.0,,Z. LaVine misses 2-pt layup from 3 ft (block by H. Whiteside),64,59
256,3,9:18.0,Defensive rebound by D. Lillard,,64,59
257,3,9:17.0,Personal foul by T. Satoranský (drawn by C. Anthony),,64,59
258,3,9:09.0,D. Lillard makes 2-pt jump shot from 8 ft,,66,59
259,3,8:59.0,,L. Markkanen misses 2-pt layup from 2 ft (block by H. Whiteside),66,59
260,3,8:59.0,,Offensive rebound by Team,66,59
261,3,8:56.0,,Away from play foul by C. Anthony (drawn by L. Markkanen),66,59
262,3,8:56.0,,Instant Replay (Request: Ruling Stands),66,59
263,3,8:56.0,,L. Markkanen makes free throw 1 of 1,66,60
264,3,8:46.0,,L. Markkanen misses 3-pt jump shot from 28 ft,66,60
265,3,8:43.0,Defensive rebound by H. Whiteside,,66,60
266,3,8:31.0,R. Hood makes 2-pt jump shot from 12 ft (assist by D. Lillard),,68,60
267,3,8:18.0,,T. Satoranský misses 3-pt jump shot from 25 ft,68,60
268,3,8:16.0,Defensive rebound by Team,,68,60
269,3,8:09.0,Shooting foul by T. Satoranský (drawn by C. McCollum),,68,60
270,3,8:09.0,C. McCollum makes free throw 1 of 2,,69,60
271,3,8:09.0,C. McCollum makes free throw 2 of 2,,70,60
272,3,7:54.0,Violation by Team (kicked ball),,70,60
273,3,7:46.0,,S. Harrison misses 3-pt jump shot from 22 ft,70,60
274,3,7:43.0,Defensive rebound by H. Whiteside,,70,60
275,3,7:35.0,D. Lillard makes 3-pt jump shot from 26 ft,,73,60
276,3,7:34.0,,Chicago full timeout,73,60
277,3,7:34.0,,C. White enters the game for S. Harrison,73,60
278,3,7:23.0,,Z. LaVine makes 2-pt jump shot from 16 ft (assist by W. Carter),73,62
279,3,7:03.0,R. Hood makes 2-pt jump shot from 17 ft (assist by D. Lillard),,75,62
280,3,6:45.0,,T. Satoranský misses 3-pt jump shot from 24 ft,75,62
281,3,6:39.0,,Offensive rebound by W. Carter,75,62
282,3,6:39.0,,W. Carter makes 2-pt dunk from 1 ft,75,64
283,3,6:19.0,R. Hood misses 3-pt jump shot from 26 ft,,75,64
284,3,6:16.0,,Defensive rebound by C. White,75,64
285,3,6:05.0,,T. Satoranský misses 3-pt jump shot from 24 ft,75,64
286,3,6:00.0,Defensive rebound by D. Lillard,,75,64
287,3,5:51.0,C. Anthony makes 2-pt jump shot from 11 ft (assist by D. Lillard),,77,64
288,3,5:35.0,,C. White misses 3-pt jump shot from 23 ft,77,64
289,3,5:32.0,,Offensive rebound by Team,77,64
290,3,5:32.0,N. Little enters the game for C. Anthony,,77,64
291,3,5:32.0,A. Simons enters the game for C. McCollum,,77,64
292,3,5:24.0,,T. Satoranský misses 2-pt dunk at rim,77,64
293,3,5:22.0,Defensive rebound by N. Little,,77,64
294,3,5:15.0,R. Hood misses 3-pt jump shot from 23 ft,,77,64
295,3,5:13.0,Offensive rebound by N. Little,,77,64
296,3,5:03.0,Turnover by D. Lillard (bad pass; steal by Z. LaVine),,77,64
297,3,4:56.0,,Turnover by Z. LaVine (bad pass; steal by D. Lillard),77,64
298,3,4:44.0,H. Whiteside makes 2-pt layup from 5 ft (assist by D. Lillard),,79,64
299,3,4:35.0,,Z. LaVine misses 3-pt jump shot from 25 ft,79,64
300,3,4:32.0,Defensive rebound by R. Hood,,79,64
301,3,4:23.0,Shooting foul by C. White (drawn by R. Hood),,79,64
302,3,4:23.0,R. Hood makes free throw 1 of 2,,80,64
303,3,4:23.0,,R. Arcidiacono enters the game for L. Markkanen,80,64
304,3,4:23.0,,T. Young enters the game for T. Satoranský,80,64
305,3,4:23.0,R. Hood makes free throw 2 of 2,,81,64
306,3,4:20.0,,Chicago full timeout,81,64
307,3,4:11.0,,Z. LaVine misses 2-pt dunk from 1 ft,81,64
308,3,4:09.0,Defensive rebound by A. Simons,,81,64
309,3,4:08.0,Offensive foul by A. Simons (drawn by R. Arcidiacono),,81,64
310,3,4:08.0,Turnover by A. Simons (offensive foul),,81,64
311,3,3:42.0,,T. Young makes 2-pt hook shot from 3 ft,81,66
312,3,3:19.0,H. Whiteside makes 2-pt jump shot from 14 ft,,83,66
313,3,3:00.0,,C. White misses 3-pt jump shot from 26 ft,83,66
314,3,2:57.0,Defensive rebound by H. Whiteside,,83,66
315,3,2:51.0,D. Lillard misses 3-pt jump shot from 27 ft,,83,66
316,3,2:48.0,,Defensive rebound by R. Arcidiacono,83,66
317,3,2:38.0,,W. Carter makes 2-pt hook shot from 5 ft (assist by R. Arcidiacono),83,68
318,3,2:19.0,H. Whiteside makes 2-pt jump shot from 7 ft (assist by D. Lillard),,85,68
319,3,2:09.0,,Turnover by Z. LaVine (traveling),85,68
320,3,2:09.0,K. Bazemore enters the game for R. Hood,,85,68
321,3,2:09.0,S. Labissière enters the game for D. Lillard,,85,68
322,3,2:09.0,C. McCollum enters the game for H. Whiteside,,85,68
323,3,2:09.0,,K. Dunn enters the game for W. Carter,85,68
324,3,2:09.0,,D. Gafford enters the game for Z. LaVine,85,68
325,3,1:57.0,A. Simons makes 2-pt jump shot from 15 ft,,87,68
326,3,1:57.0,C. Anthony enters the game for N. Little,,87,68
327,3,1:33.0,,R. Arcidiacono misses 2-pt jump shot from 8 ft (block by C. McCollum),87,68
328,3,1:31.0,Defensive rebound by C. McCollum,,87,68
329,3,1:27.0,C. Anthony makes 2-pt jump shot from 12 ft (assist by C. McCollum),,89,68
330,3,1:27.0,Shooting foul by T. Young (drawn by C. Anthony),,89,68
331,3,1:27.0,C. Anthony makes free throw 1 of 1,,90,68
332,3,1:12.0,,C. White makes 2-pt layup from 4 ft,90,70
333,3,1:01.0,S. Labissière makes 2-pt jump shot from 16 ft (assist by C. McCollum),,92,70
334,3,0:52.0,,Personal foul by C. McCollum (drawn by C. White),92,70
335,3,0:46.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,92,70
336,3,0:42.0,Defensive rebound by C. Anthony,,92,70
337,3,0:35.0,Turnover by C. McCollum (lost ball; steal by K. Dunn),,92,70
338,3,0:32.0,,D. Gafford makes 2-pt dunk from 1 ft (assist by K. Dunn),92,72
339,3,0:19.0,Turnover by A. Simons (bad pass; steal by C. White),,92,72
340,3,0:02.0,,Turnover by T. Young (bad pass; steal by C. Anthony),92,72
341,3,0:00.0,C. Anthony misses 3-pt jump shot from 44 ft,,92,72
342,3,0:00.0,Offensive rebound by Team,,92,72
343,4,11:35.0,,W. Carter makes 2-pt dunk from 1 ft (assist by L. Markkanen),92,74
344,4,11:21.0,C. Anthony misses 2-pt jump shot from 19 ft,,92,74
345,4,11:20.0,Offensive rebound by Team,,92,74
346,4,11:20.0,,Loose ball foul by D. Valentine (drawn by R. Hood),92,74
347,4,11:07.0,C. McCollum misses 2-pt jump shot from 21 ft,,92,74
348,4,11:05.0,,Defensive rebound by T. Satoranský,92,74
349,4,11:01.0,,Z. LaVine makes 2-pt layup from 2 ft,92,76
350,4,11:01.0,,Shooting foul by R. Hood (drawn by Z. LaVine),92,76
351,4,11:01.0,,Z. LaVine makes free throw 1 of 1,92,77
352,4,10:47.0,Turnover by C. Anthony (traveling),,92,77
353,4,10:37.0,,Offensive foul by Z. LaVine (drawn by R. Hood),92,77
354,4,10:37.0,,Turnover by Z. LaVine (offensive foul),92,77
355,4,10:34.0,Technical foul by J. Boylen,,92,77
356,4,10:34.0,C. McCollum makes technical free throw,,93,77
357,4,10:19.0,C. McCollum makes 2-pt layup from 2 ft,,95,77
358,4,10:07.0,,Z. LaVine misses 3-pt jump shot from 26 ft,95,77
359,4,10:02.0,Defensive rebound by S. Labissière,,95,77
360,4,9:46.0,C. Anthony makes 2-pt dunk from 1 ft,,97,77
361,4,9:46.0,,Turnover by W. Carter (inbound),97,77
362,4,9:31.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Hood),,100,77
363,4,9:17.0,,D. Valentine makes 2-pt jump shot from 17 ft (assist by T. Satoranský),100,79
364,4,9:00.0,C. Anthony misses 2-pt jump shot from 14 ft,,100,79
365,4,8:56.0,Offensive rebound by S. Labissière,,100,79
366,4,8:56.0,S. Labissière makes 2-pt dunk at rim,,102,79
367,4,8:42.0,,D. Valentine misses 2-pt jump shot from 9 ft,102,79
368,4,8:40.0,Defensive rebound by R. Hood,,102,79
369,4,8:25.0,Personal foul by D. Valentine (drawn by C. Anthony),,102,79
370,4,8:14.0,C. Anthony misses 2-pt jump shot from 16 ft,,102,79
371,4,8:11.0,,Defensive rebound by W. Carter,102,79
372,4,8:07.0,,D. Valentine misses 3-pt jump shot from 26 ft,102,79
373,4,8:04.0,Defensive rebound by C. Anthony,,102,79
374,4,7:49.0,C. McCollum makes 3-pt jump shot from 26 ft,,105,79
375,4,7:49.0,,Chicago full timeout,105,79
376,4,7:49.0,N. Little enters the game for C. Anthony,,105,79
377,4,7:49.0,,D. Gafford enters the game for W. Carter,105,79
378,4,7:49.0,,S. Harrison enters the game for Z. LaVine,105,79
379,4,7:49.0,,C. Hutchison enters the game for L. Markkanen,105,79
380,4,7:49.0,,C. White enters the game for T. Satoranský,105,79
381,4,7:34.0,,D. Valentine misses 3-pt jump shot from 26 ft,105,79
382,4,7:30.0,Defensive rebound by R. Hood,,105,79
383,4,7:22.0,R. Hood makes 2-pt hook shot from 4 ft,,107,79
