,QUARTER,TIME_REMAINING,PORTLAND_ACTION,TORONTO_ACTION,PORTLAND_SCORE,TORONTO_SCORE
381,4,8:46.0,Personal foul by C. Boucher (drawn by H. Whiteside),,73,83
382,4,8:32.0,Turnover by Team (shot clock),,73,83
383,4,8:20.0,,C. Boucher makes 2-pt layup from 2 ft (assist by P. McCaw),73,85
384,4,8:11.0,Personal foul by C. Boucher (drawn by D. Lillard),,73,85
385,4,8:05.0,G. Trent misses 3-pt jump shot from 24 ft,,73,85
386,4,8:01.0,,Defensive rebound by C. Boucher,73,85
387,4,7:52.0,,T. Davis misses 2-pt layup from 2 ft,73,85
388,4,7:51.0,Defensive rebound by D. Lillard,,73,85
389,4,7:48.0,A. Simons makes 3-pt jump shot from 28 ft (assist by D. Lillard),,76,85
390,4,7:27.0,,S. Johnson misses 2-pt jump shot from 14 ft,76,85
391,4,7:25.0,Defensive rebound by A. Simons,,76,85
392,4,7:15.0,H. Whiteside makes 2-pt layup from 1 ft (assist by G. Trent),,78,85
393,4,7:03.0,,C. Boucher makes 3-pt jump shot from 27 ft (assist by T. Davis),78,88
394,4,6:51.0,D. Lillard makes 3-pt jump shot from 28 ft,,81,88
395,4,6:41.0,,Turnover by T. Davis (bad pass),81,88
396,4,6:41.0,,S. Ibaka enters the game for C. Boucher,81,88
397,4,6:41.0,,K. Lowry enters the game for S. Johnson,81,88
398,4,6:22.0,Turnover by A. Simons (lost ball; steal by P. McCaw),,81,88
399,4,6:19.0,,P. McCaw makes 2-pt layup at rim,81,90
400,4,6:19.0,Violation by Team (def goaltending),,81,90
401,4,6:00.0,G. Trent makes 2-pt jump shot from 7 ft (assist by A. Simons),,83,90
402,4,5:47.0,,Personal foul by M. Hezonja (drawn by K. Lowry),83,90
403,4,5:47.0,C. Anthony enters the game for M. Hezonja,,83,90
404,4,5:47.0,C. McCollum enters the game for G. Trent,,83,90
405,4,5:47.0,,O. Anunoby enters the game for T. Davis,83,90
406,4,5:33.0,,K. Lowry misses 3-pt jump shot from 27 ft,83,90
407,4,5:30.0,Defensive rebound by H. Whiteside,,83,90
408,4,5:19.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by H. Whiteside),,86,90
409,4,5:00.0,,O. Brissett misses 3-pt jump shot from 27 ft,86,90
410,4,4:56.0,Defensive rebound by C. McCollum,,86,90
411,4,4:48.0,D. Lillard misses 3-pt jump shot from 28 ft,,86,90
412,4,4:45.0,,Defensive rebound by O. Brissett,86,90
413,4,4:36.0,,O. Brissett makes 3-pt jump shot from 23 ft (assist by S. Ibaka),86,93
414,4,4:34.0,Portland full timeout,,86,93
415,4,4:24.0,H. Whiteside makes 2-pt layup from 3 ft (assist by D. Lillard),,88,93
416,4,4:24.0,Shooting foul by K. Lowry (drawn by H. Whiteside),,88,93
417,4,4:24.0,H. Whiteside misses free throw 1 of 1,,88,93
418,4,4:22.0,,Defensive rebound by S. Ibaka,88,93
419,4,4:09.0,,O. Brissett misses 2-pt dunk from 1 ft,88,93
420,4,4:07.0,Defensive rebound by D. Lillard,,88,93
421,4,4:02.0,Turnover by A. Simons (lost ball; steal by P. McCaw),,88,93
422,4,3:57.0,,O. Brissett makes 2-pt dunk from 1 ft (assist by K. Lowry),88,95
423,4,3:42.0,Personal foul by P. McCaw (drawn by D. Lillard),,88,95
424,4,3:35.0,C. Anthony misses 2-pt jump shot from 18 ft,,88,95
425,4,3:32.0,,Defensive rebound by O. Anunoby,88,95
426,4,3:24.0,,O. Anunoby misses 2-pt layup from 5 ft (block by D. Lillard),88,95
427,4,3:24.0,Defensive rebound by Team,,88,95
428,4,3:07.0,H. Whiteside misses 2-pt hook shot from 5 ft,,88,95
429,4,3:05.0,,Defensive rebound by S. Ibaka,88,95
430,4,2:50.0,,Personal foul by H. Whiteside (drawn by O. Anunoby),88,95
431,4,2:39.0,,S. Ibaka misses 2-pt hook shot from 9 ft,88,95
432,4,2:36.0,Defensive rebound by Team,,88,95
433,4,2:31.0,,Violation by Team (kicked ball),88,95
434,4,2:26.0,D. Lillard makes 3-pt jump shot from 31 ft (assist by C. McCollum),,91,95
435,4,2:04.0,,K. Lowry makes 2-pt jump shot from 12 ft,91,97
436,4,1:46.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by D. Lillard),,94,97
437,4,1:25.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by K. Lowry),94,99
438,4,1:19.0,Shooting foul by P. McCaw (drawn by D. Lillard),,94,99
439,4,1:19.0,D. Lillard makes free throw 1 of 2,,95,99
440,4,1:19.0,,R. Hollis-Jefferson enters the game for O. Brissett,95,99
441,4,1:19.0,D. Lillard makes free throw 2 of 2,,96,99
442,4,1:01.0,,K. Lowry misses 3-pt jump shot from 27 ft,96,99
443,4,0:58.0,,Offensive rebound by O. Anunoby,96,99
444,4,0:47.0,,K. Lowry misses 2-pt jump shot from 4 ft (block by H. Whiteside),96,99
445,4,0:45.0,Defensive rebound by A. Simons,,96,99
446,4,0:38.0,D. Lillard makes 3-pt jump shot from 34 ft,,99,99
447,4,0:37.0,,Toronto full timeout,99,99
448,4,0:32.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft (block by H. Whiteside),99,99
449,4,0:28.0,,Offensive rebound by Team,99,99
450,4,0:20.0,,K. Lowry misses 2-pt jump shot from 2 ft,99,99
451,4,0:20.0,,Offensive rebound by Team,99,99
452,4,0:20.0,,Instant Replay (Request: Ruling Stands),99,99
453,4,0:13.0,,Turnover by P. McCaw (bad pass),99,99
454,4,0:13.0,Portland full timeout,,99,99
455,4,0:04.0,C. Anthony makes 2-pt jump shot from 17 ft (assist by C. McCollum),,101,99
456,4,0:03.0,,Toronto full timeout,101,99
457,4,0:03.0,M. Hezonja enters the game for H. Whiteside,,101,99
458,4,0:00.0,,K. Lowry misses 3-pt jump shot from 30 ft,101,99
459,4,0:00.0,,Offensive rebound by Team,101,99
