,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHILADELPHIA_ACTION,DALLAS_SCORE,PHILADELPHIA_SCORE
29,1,7:57.0,,T. Harris misses free throw 1 of 1,5,11
30,1,7:55.0,Defensive rebound by K. Porziņģis,,5,11
31,1,7:39.0,D. Powell misses 3-pt jump shot from 25 ft,,5,11
32,1,7:35.0,,Defensive rebound by J. Embiid,5,11
33,1,7:13.0,,T. Harris misses 2-pt jump shot from 13 ft,5,11
34,1,7:10.0,Defensive rebound by D. Powell,,5,11
35,1,7:02.0,J. Brunson misses 2-pt jump shot from 16 ft,,5,11
36,1,6:59.0,,Defensive rebound by J. Embiid,5,11
37,1,6:54.0,,B. Simmons makes 2-pt layup from 2 ft,5,13
38,1,6:53.0,Dallas full timeout,,5,13
39,1,6:36.0,K. Porziņģis makes 2-pt dunk from 2 ft (assist by J. Brunson),,7,13
40,1,6:20.0,,J. Embiid misses 3-pt jump shot from 25 ft,7,13
41,1,6:17.0,Defensive rebound by J. Brunson,,7,13
42,1,6:10.0,J. Brunson makes 2-pt layup from 2 ft,,9,13
43,1,6:01.0,,J. Richardson makes 3-pt jump shot from 28 ft (assist by B. Simmons),9,16
44,1,5:37.0,T. Hardaway makes 3-pt jump shot from 27 ft,,12,16
45,1,5:17.0,,Turnover by A. Horford (bad pass; steal by K. Porziņģis),12,16
46,1,5:13.0,T. Hardaway makes 3-pt jump shot from 27 ft,,15,16
47,1,5:12.0,,Philadelphia full timeout,15,16
48,1,5:12.0,,J. Ennis enters the game for J. Embiid,15,16
49,1,5:12.0,,M. Thybulle enters the game for J. Richardson,15,16
50,1,4:53.0,,J. Ennis makes 2-pt layup from 2 ft (assist by A. Horford),15,18
51,1,4:39.0,K. Porziņģis makes 2-pt jump shot from 10 ft (assist by D. Powell),,17,18
52,1,4:13.0,,M. Thybulle misses 2-pt jump shot from 18 ft (block by J. Brunson),17,18
53,1,4:11.0,Defensive rebound by T. Hardaway,,17,18
54,1,4:11.0,M. Kleber enters the game for D. Powell,,17,18
55,1,4:04.0,J. Brunson misses 3-pt jump shot from 26 ft,,17,18
56,1,4:00.0,,Defensive rebound by J. Ennis,17,18
57,1,3:52.0,,J. Ennis misses 3-pt jump shot from 27 ft,17,18
58,1,3:49.0,Defensive rebound by K. Porziņģis,,17,18
59,1,3:43.0,D. Finney-Smith misses 3-pt jump shot from 24 ft (block by M. Thybulle),,17,18
60,1,3:42.0,,Defensive rebound by J. Ennis,17,18
61,1,3:41.0,,Turnover by J. Ennis (bad pass; steal by D. Finney-Smith),17,18
62,1,3:37.0,T. Hardaway makes 3-pt jump shot from 28 ft (assist by D. Finney-Smith),,20,18
63,1,3:19.0,,Turnover by A. Horford (bad pass; steal by D. Finney-Smith),20,18
64,1,3:15.0,D. Finney-Smith makes 2-pt dunk from 2 ft,,22,18
65,1,3:00.0,,M. Thybulle misses 2-pt layup from 3 ft (block by K. Porziņģis),22,18
66,1,2:58.0,Defensive rebound by K. Porziņģis,,22,18
67,1,2:54.0,T. Hardaway makes 2-pt layup at rim (assist by D. Finney-Smith),,24,18
68,1,2:54.0,Shooting foul by A. Horford (drawn by T. Hardaway),,24,18
69,1,2:54.0,D. Wright enters the game for J. Brunson,,24,18
70,1,2:54.0,,J. Embiid enters the game for T. Harris,24,18
71,1,2:54.0,,M. Scott enters the game for A. Horford,24,18
72,1,2:54.0,T. Hardaway misses free throw 1 of 1,,24,18
73,1,2:51.0,,Defensive rebound by J. Embiid,24,18
74,1,2:40.0,,J. Embiid makes 2-pt layup from 2 ft (assist by B. Simmons),24,20
75,1,2:40.0,,Shooting foul by M. Kleber (drawn by J. Embiid),24,20
76,1,2:40.0,,J. Embiid makes free throw 1 of 1,24,21
77,1,2:33.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,24,21
78,1,2:30.0,,Defensive rebound by J. Embiid,24,21
79,1,2:26.0,,Turnover by B. Simmons (bad pass),24,21
80,1,2:26.0,S. Curry enters the game for D. Finney-Smith,,24,21
81,1,2:26.0,,R. Neto enters the game for B. Simmons,24,21
82,1,2:15.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by M. Kleber),,27,21
83,1,1:57.0,,J. Embiid misses 2-pt jump shot from 12 ft,27,21
84,1,1:53.0,Defensive rebound by D. Wright,,27,21
85,1,1:37.0,T. Hardaway makes 3-pt jump shot from 25 ft,,30,21
86,1,1:23.0,,J. Embiid makes 2-pt jump shot from 8 ft,30,23
87,1,1:23.0,,Shooting foul by M. Kleber (drawn by J. Embiid),30,23
88,1,1:23.0,R. Broekhoff enters the game for M. Kleber,,30,23
89,1,1:23.0,B. Marjanović enters the game for K. Porziņģis,,30,23
90,1,1:23.0,,F. Korkmaz enters the game for J. Ennis,30,23
91,1,1:23.0,,J. Richardson enters the game for M. Thybulle,30,23
92,1,1:23.0,,J. Embiid makes free throw 1 of 1,30,24
93,1,1:04.0,Turnover by S. Curry (lost ball; steal by M. Scott),,30,24
94,1,0:59.0,,M. Scott makes 2-pt dunk from 1 ft (assist by F. Korkmaz),30,26
95,1,0:50.0,D. Wright makes 2-pt jump shot from 8 ft,,32,26
96,1,0:29.0,,J. Embiid makes 2-pt jump shot from 15 ft,32,28
97,1,0:10.0,Turnover by T. Hardaway (lost ball; steal by J. Richardson),,32,28
98,1,0:03.0,,Turnover by R. Neto (bad pass; steal by D. Wright),32,28
99,1,0:00.0,R. Broekhoff makes 3-pt jump shot from 25 ft (assist by D. Wright),,35,28
100,1,0:00.0,Instant Replay (Request: Ruling Stands),,35,28
101,2,11:47.0,,R. Neto makes 2-pt layup from 1 ft,35,30
102,2,11:30.0,R. Broekhoff misses 3-pt jump shot from 24 ft,,35,30
103,2,11:28.0,,Defensive rebound by M. Scott,35,30
104,2,11:16.0,,Personal foul by B. Marjanović (drawn by J. Embiid),35,30
105,2,11:08.0,,Turnover by J. Richardson (traveling),35,30
106,2,10:55.0,Turnover by D. Finney-Smith (bad pass; steal by R. Neto),,35,30
107,2,10:48.0,,J. Embiid misses 3-pt jump shot from 26 ft,35,30
108,2,10:45.0,Defensive rebound by D. Wright,,35,30
109,2,10:40.0,R. Broekhoff misses 3-pt jump shot from 26 ft,,35,30
110,2,10:37.0,Offensive rebound by D. Finney-Smith,,35,30
111,2,10:36.0,Turnover by D. Finney-Smith (bad pass),,35,30
112,2,10:36.0,,T. Harris enters the game for M. Scott,35,30
113,2,10:19.0,,T. Harris makes 2-pt hook shot from 7 ft,35,32
114,2,9:57.0,Offensive foul by B. Marjanović (drawn by J. Richardson),,35,32
115,2,9:57.0,Turnover by B. Marjanović (offensive foul),,35,32
116,2,9:57.0,,M. Thybulle enters the game for F. Korkmaz,35,32
117,2,9:38.0,,T. Harris misses 2-pt jump shot from 5 ft,35,32
118,2,9:37.0,Defensive rebound by B. Marjanović,,35,32
119,2,9:26.0,Shooting foul by T. Harris (drawn by B. Marjanović),,35,32
120,2,9:26.0,B. Marjanović misses free throw 1 of 2,,35,32
121,2,9:26.0,Offensive rebound by Team,,35,32
122,2,9:26.0,B. Marjanović misses free throw 2 of 2,,35,32
123,2,9:24.0,,Defensive rebound by J. Embiid,35,32
124,2,9:08.0,,R. Neto misses 3-pt jump shot from 26 ft,35,32
125,2,9:04.0,,Offensive rebound by T. Harris,35,32
126,2,9:01.0,,M. Thybulle misses 3-pt jump shot from 23 ft,35,32
127,2,8:59.0,Defensive rebound by D. Finney-Smith,,35,32
128,2,8:50.0,Shooting foul by R. Neto (drawn by D. Wright),,35,32
129,2,8:50.0,D. Wright makes free throw 1 of 2,,36,32
130,2,8:50.0,D. Powell enters the game for B. Marjanović,,36,32
131,2,8:50.0,,A. Horford enters the game for J. Embiid,36,32
132,2,8:50.0,,B. Simmons enters the game for R. Neto,36,32
133,2,8:50.0,D. Wright makes free throw 2 of 2,,37,32
134,2,8:36.0,,A. Horford makes 2-pt jump shot from 10 ft (assist by J. Richardson),37,34
135,2,8:17.0,D. Powell makes 2-pt dunk from 1 ft (assist by D. Finney-Smith),,39,34
136,2,8:00.0,,A. Horford makes 2-pt jump shot from 21 ft (assist by B. Simmons),39,36
137,2,7:45.0,Shooting foul by A. Horford (drawn by D. Powell),,39,36
138,2,7:45.0,D. Powell makes free throw 1 of 2,,40,36
139,2,7:45.0,,J. Ennis enters the game for J. Richardson,40,36
140,2,7:45.0,D. Powell misses free throw 2 of 2,,40,36
141,2,7:42.0,,Defensive rebound by T. Harris,40,36
142,2,7:28.0,,Shooting foul by D. Wright (drawn by T. Harris),40,36
143,2,7:28.0,,T. Harris misses free throw 1 of 2,40,36
144,2,7:28.0,,Offensive rebound by Team,40,36
145,2,7:28.0,K. Porziņģis enters the game for D. Finney-Smith,,40,36
146,2,7:28.0,,N. Pelle enters the game for A. Horford,40,36
147,2,7:28.0,,T. Harris makes free throw 2 of 2,40,37
148,2,7:06.0,Turnover by D. Wright (traveling),,40,37
149,2,6:43.0,,T. Harris misses 2-pt jump shot from 18 ft,40,37
150,2,6:39.0,Defensive rebound by D. Wright,,40,37
151,2,6:34.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by D. Wright),,43,37
152,2,6:32.0,,Philadelphia full timeout,43,37
153,2,6:11.0,,J. Ennis misses 3-pt jump shot from 27 ft,43,37
154,2,6:08.0,Defensive rebound by K. Porziņģis,,43,37
155,2,5:48.0,R. Broekhoff makes 2-pt jump shot from 7 ft (assist by D. Powell),,45,37
156,2,5:39.0,,J. Ennis misses 3-pt jump shot from 23 ft,45,37
157,2,5:36.0,Defensive rebound by D. Powell,,45,37
158,2,5:18.0,K. Porziņģis makes 2-pt jump shot from 18 ft,,47,37
159,2,5:01.0,,T. Harris misses 2-pt jump shot from 13 ft,47,37
160,2,4:58.0,Defensive rebound by R. Broekhoff,,47,37
161,2,4:46.0,R. Broekhoff makes 3-pt jump shot from 26 ft (assist by S. Curry),,50,37
162,2,4:44.0,,Philadelphia full timeout,50,37
163,2,4:44.0,T. Hardaway enters the game for S. Curry,,50,37
164,2,4:44.0,,J. Embiid enters the game for N. Pelle,50,37
165,2,4:44.0,,J. Richardson enters the game for M. Thybulle,50,37
166,2,4:31.0,,Turnover by J. Richardson (lost ball; steal by D. Wright),50,37
167,2,4:26.0,D. Powell misses 2-pt jump shot from 15 ft,,50,37
168,2,4:23.0,,Defensive rebound by J. Embiid,50,37
169,2,4:18.0,,T. Harris misses 3-pt jump shot from 26 ft,50,37
170,2,4:14.0,Defensive rebound by D. Powell,,50,37
171,2,4:06.0,K. Porziņģis makes 3-pt jump shot from 29 ft (assist by D. Wright),,53,37
172,2,3:51.0,,B. Simmons makes 2-pt hook shot from 8 ft (assist by J. Embiid),53,39
173,2,3:51.0,,Shooting foul by R. Broekhoff (drawn by B. Simmons),53,39
174,2,3:51.0,,B. Simmons makes free throw 1 of 1,53,40
175,2,3:44.0,Shooting foul by J. Ennis (drawn by D. Powell),,53,40
176,2,3:44.0,D. Powell makes free throw 1 of 2,,54,40
177,2,3:44.0,,M. Scott enters the game for T. Harris,54,40
178,2,3:44.0,D. Powell makes free throw 2 of 2,,55,40
179,2,3:34.0,Violation by Team (kicked ball),,55,40
180,2,3:31.0,,J. Embiid misses 2-pt hook shot from 9 ft,55,40
181,2,3:28.0,Defensive rebound by D. Powell,,55,40
182,2,3:19.0,T. Hardaway misses 2-pt layup from 1 ft,,55,40
183,2,3:16.0,,Defensive rebound by M. Scott,55,40
184,2,3:12.0,,B. Simmons misses 2-pt layup from 2 ft,55,40
185,2,3:10.0,Defensive rebound by D. Wright,,55,40
186,2,3:04.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by D. Wright),,57,40
187,2,2:53.0,,Shooting foul by D. Powell (drawn by J. Ennis),57,40
188,2,2:53.0,,J. Ennis makes free throw 1 of 2,57,41
189,2,2:53.0,M. Kleber enters the game for D. Powell,,57,41
190,2,2:53.0,,J. Ennis misses free throw 2 of 2,57,41
191,2,2:48.0,Defensive rebound by M. Kleber,,57,41
192,2,2:44.0,T. Hardaway misses 3-pt jump shot from 26 ft,,57,41
193,2,2:41.0,,Defensive rebound by J. Richardson,57,41
194,2,2:32.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by M. Scott),57,44
195,2,2:17.0,D. Wright misses 2-pt jump shot from 6 ft,,57,44
196,2,2:15.0,Offensive rebound by D. Wright,,57,44
197,2,2:13.0,T. Hardaway misses 2-pt jump shot from 19 ft,,57,44
198,2,2:10.0,Offensive rebound by D. Wright,,57,44
199,2,2:10.0,Personal foul by J. Ennis (drawn by D. Wright),,57,44
200,2,2:10.0,D. Wright makes free throw 1 of 2,,58,44
201,2,2:10.0,D. Wright makes free throw 2 of 2,,59,44
202,2,2:10.0,,F. Korkmaz enters the game for J. Ennis,59,44
203,2,2:02.0,,B. Simmons misses 2-pt layup from 4 ft,59,44
204,2,2:00.0,Defensive rebound by T. Hardaway,,59,44
205,2,1:55.0,R. Broekhoff misses 3-pt jump shot from 25 ft,,59,44
206,2,1:54.0,Offensive rebound by K. Porziņģis,,59,44
207,2,1:54.0,K. Porziņģis misses 2-pt layup from 1 ft,,59,44
208,2,1:53.0,,Defensive rebound by F. Korkmaz,59,44
209,2,1:44.0,,F. Korkmaz misses 2-pt jump shot from 9 ft,59,44
210,2,1:44.0,,Offensive rebound by J. Embiid,59,44
211,2,1:43.0,,J. Embiid makes 2-pt layup at rim,59,46
212,2,1:28.0,Turnover by M. Kleber (bad pass; steal by B. Simmons),,59,46
213,2,1:27.0,,Personal foul by K. Porziņģis (drawn by B. Simmons),59,46
214,2,1:27.0,,B. Simmons makes free throw 1 of 2,59,47
215,2,1:27.0,,B. Simmons makes free throw 2 of 2,59,48
216,2,1:06.0,R. Broekhoff misses 2-pt jump shot from 7 ft,,59,48
217,2,1:03.0,Offensive rebound by K. Porziņģis,,59,48
218,2,1:03.0,K. Porziņģis makes 2-pt layup from 1 ft,,61,48
219,2,0:56.0,,J. Embiid makes 3-pt jump shot from 27 ft (assist by B. Simmons),61,51
220,2,0:41.0,M. Kleber makes 2-pt dunk from 1 ft,,63,51
221,2,0:31.0,,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by J. Embiid),63,54
222,2,0:22.0,Offensive foul by K. Porziņģis (drawn by J. Embiid),,63,54
223,2,0:22.0,Turnover by K. Porziņģis (offensive foul),,63,54
224,2,0:03.0,,J. Embiid makes 3-pt jump shot from 28 ft (assist by B. Simmons),63,57
225,2,0:00.0,T. Hardaway misses 3-pt jump shot from 47 ft,,63,57
226,2,0:00.0,Offensive rebound by Team,,63,57
227,3,11:47.0,,J. Embiid misses 2-pt jump shot from 19 ft,63,57
228,3,11:45.0,Defensive rebound by D. Finney-Smith,,63,57
229,3,11:25.0,D. Powell misses 2-pt hook shot from 10 ft,,63,57
230,3,11:22.0,,Defensive rebound by J. Embiid,63,57
231,3,11:10.0,,J. Embiid makes 2-pt jump shot from 8 ft (assist by J. Richardson),63,59
232,3,10:58.0,J. Brunson misses 3-pt jump shot from 28 ft,,63,59
233,3,10:55.0,,Defensive rebound by B. Simmons,63,59
234,3,10:50.0,,A. Horford misses 3-pt jump shot from 26 ft,63,59
235,3,10:46.0,Defensive rebound by K. Porziņģis,,63,59
236,3,10:32.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,63,59
237,3,10:30.0,,Defensive rebound by J. Embiid,63,59
238,3,10:23.0,,B. Simmons misses 2-pt layup from 2 ft,63,59
239,3,10:21.0,Defensive rebound by K. Porziņģis,,63,59
240,3,10:15.0,T. Hardaway misses 2-pt jump shot from 20 ft,,63,59
241,3,10:13.0,,Defensive rebound by J. Richardson,63,59
242,3,10:07.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Richardson),63,62
243,3,9:50.0,D. Powell makes 2-pt layup from 1 ft (assist by J. Brunson),,65,62
244,3,9:39.0,,J. Embiid misses 3-pt jump shot from 26 ft,65,62
245,3,9:37.0,Defensive rebound by K. Porziņģis,,65,62
246,3,9:28.0,T. Hardaway misses 2-pt layup from 4 ft,,65,62
247,3,9:26.0,,Defensive rebound by A. Horford,65,62
248,3,9:22.0,,Shooting foul by J. Brunson (drawn by B. Simmons),65,62
249,3,9:22.0,,B. Simmons misses free throw 1 of 2,65,62
250,3,9:22.0,,Offensive rebound by Team,65,62
251,3,9:22.0,,B. Simmons makes free throw 2 of 2,65,63
252,3,9:09.0,J. Brunson makes 2-pt jump shot from 10 ft,,67,63
253,3,8:46.0,,Turnover by J. Richardson (traveling),67,63
254,3,8:46.0,M. Kleber enters the game for D. Powell,,67,63
255,3,8:28.0,M. Kleber makes 3-pt jump shot from 26 ft (assist by J. Brunson),,70,63
256,3,8:08.0,,J. Embiid makes 2-pt layup from 2 ft (assist by A. Horford),70,65
257,3,7:57.0,M. Kleber misses 3-pt jump shot from 26 ft,,70,65
258,3,7:54.0,,Defensive rebound by B. Simmons,70,65
259,3,7:50.0,,T. Harris misses 3-pt jump shot from 27 ft,70,65
260,3,7:47.0,Defensive rebound by K. Porziņģis,,70,65
261,3,7:35.0,T. Hardaway misses 3-pt jump shot from 27 ft,,70,65
262,3,7:33.0,Offensive rebound by T. Hardaway,,70,65
263,3,7:31.0,T. Hardaway misses 2-pt jump shot from 17 ft,,70,65
264,3,7:29.0,,Defensive rebound by J. Embiid,70,65
265,3,7:11.0,,J. Embiid misses 2-pt jump shot from 21 ft,70,65
266,3,7:08.0,Defensive rebound by K. Porziņģis,,70,65
267,3,7:04.0,Turnover by J. Brunson (lost ball; steal by A. Horford),,70,65
268,3,6:59.0,,J. Richardson makes 2-pt layup from 1 ft,70,67
269,3,6:37.0,M. Kleber makes 2-pt jump shot from 3 ft (assist by J. Brunson),,72,67
270,3,6:37.0,Shooting foul by A. Horford (drawn by M. Kleber),,72,67
271,3,6:37.0,,Philadelphia full timeout,72,67
272,3,6:37.0,,F. Korkmaz enters the game for J. Embiid,72,67
273,3,6:37.0,,M. Thybulle enters the game for J. Richardson,72,67
274,3,6:37.0,M. Kleber makes free throw 1 of 1,,73,67
275,3,6:17.0,,A. Horford misses 2-pt jump shot from 23 ft,73,67
276,3,6:14.0,Defensive rebound by K. Porziņģis,,73,67
277,3,6:01.0,Turnover by M. Kleber (out of bounds lost ball),,73,67
278,3,5:49.0,,F. Korkmaz misses 2-pt jump shot from 11 ft,73,67
279,3,5:48.0,,Offensive rebound by B. Simmons,73,67
280,3,5:48.0,,B. Simmons misses 2-pt layup from 1 ft,73,67
281,3,5:46.0,Defensive rebound by M. Kleber,,73,67
282,3,5:38.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,73,67
283,3,5:35.0,,Defensive rebound by F. Korkmaz,73,67
284,3,5:30.0,,A. Horford misses 3-pt jump shot from 24 ft,73,67
285,3,5:30.0,Defensive rebound by K. Porziņģis,,73,67
286,3,5:07.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by T. Hardaway),,75,67
287,3,4:53.0,,F. Korkmaz makes 2-pt layup from 1 ft (assist by B. Simmons),75,69
288,3,4:45.0,T. Hardaway makes 2-pt layup from 2 ft (assist by J. Brunson),,77,69
289,3,4:30.0,,T. Harris makes 2-pt jump shot from 17 ft,77,71
290,3,4:16.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,77,71
291,3,4:14.0,Offensive rebound by D. Finney-Smith,,77,71
292,3,4:14.0,Shooting foul by B. Simmons (drawn by D. Finney-Smith),,77,71
293,3,4:14.0,D. Finney-Smith makes free throw 1 of 2,,78,71
294,3,4:14.0,Dallas full timeout,,78,71
295,3,4:14.0,S. Curry enters the game for T. Hardaway,,78,71
296,3,4:14.0,D. Powell enters the game for K. Porziņģis,,78,71
297,3,4:14.0,D. Finney-Smith makes free throw 2 of 2,,79,71
298,3,4:03.0,,A. Horford makes 2-pt layup from 2 ft (assist by B. Simmons),79,73
299,3,3:50.0,J. Brunson makes 2-pt layup from 1 ft,,81,73
300,3,3:39.0,Violation by Team (kicked ball),,81,73
301,3,3:36.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,81,73
302,3,3:32.0,,Offensive rebound by Team,81,73
303,3,3:31.0,,Turnover by B. Simmons (back court),81,73
304,3,3:22.0,J. Brunson misses 2-pt jump shot from 19 ft,,81,73
305,3,3:19.0,,Defensive rebound by B. Simmons,81,73
306,3,3:13.0,,B. Simmons misses 2-pt layup from 2 ft,81,73
307,3,3:12.0,,Offensive rebound by B. Simmons,81,73
308,3,3:10.0,,B. Simmons makes 2-pt hook shot from 1 ft,81,75
309,3,2:56.0,S. Curry makes 2-pt jump shot from 12 ft (assist by D. Powell),,83,75
310,3,2:33.0,,B. Simmons misses 2-pt dunk at rim,83,75
311,3,2:31.0,Defensive rebound by J. Brunson,,83,75
312,3,2:25.0,S. Curry makes 2-pt jump shot from 19 ft,,85,75
313,3,2:05.0,,Shooting foul by M. Kleber (drawn by B. Simmons),85,75
314,3,2:05.0,,B. Simmons misses free throw 1 of 2,85,75
315,3,2:05.0,,Offensive rebound by Team,85,75
316,3,2:05.0,K. Porziņģis enters the game for J. Brunson,,85,75
317,3,2:05.0,D. Wright enters the game for D. Powell,,85,75
318,3,2:05.0,,J. Embiid enters the game for T. Harris,85,75
319,3,2:05.0,,J. Richardson enters the game for A. Horford,85,75
320,3,2:05.0,,M. Scott enters the game for M. Thybulle,85,75
321,3,2:05.0,,B. Simmons misses free throw 2 of 2,85,75
322,3,2:02.0,Defensive rebound by K. Porziņģis,,85,75
323,3,1:49.0,S. Curry misses 2-pt jump shot from 20 ft,,85,75
324,3,1:46.0,,Defensive rebound by B. Simmons,85,75
325,3,1:36.0,,J. Embiid misses 2-pt jump shot from 19 ft,85,75
326,3,1:29.0,Defensive rebound by K. Porziņģis,,85,75
327,3,1:27.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,85,75
328,3,1:25.0,,Defensive rebound by M. Scott,85,75
329,3,1:11.0,,Shooting foul by K. Porziņģis (drawn by J. Embiid),85,75
330,3,1:11.0,Dallas full timeout,,85,75
331,3,1:11.0,,T. Burke enters the game for B. Simmons,85,75
332,3,1:11.0,,J. Embiid makes free throw 1 of 2,85,76
333,3,1:11.0,D. Powell enters the game for K. Porziņģis,,85,76
334,3,1:11.0,,J. Embiid makes free throw 2 of 2,85,77
335,3,0:52.0,S. Curry makes 3-pt jump shot from 25 ft,,88,77
336,3,0:36.0,,J. Embiid misses 2-pt jump shot from 21 ft,88,77
337,3,0:32.0,Defensive rebound by D. Wright,,88,77
338,3,0:13.0,S. Curry misses 3-pt jump shot from 27 ft,,88,77
339,3,0:10.0,,Defensive rebound by J. Richardson,88,77
340,3,0:01.0,,T. Burke misses 2-pt jump shot from 20 ft,88,77
341,3,0:01.0,Defensive rebound by D. Finney-Smith,,88,77
342,4,11:45.0,S. Curry makes 2-pt jump shot from 19 ft (assist by D. Powell),,90,77
343,4,11:30.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by M. Scott),90,80
344,4,11:15.0,Turnover by S. Curry (bad pass; steal by J. Embiid),,90,80
345,4,11:09.0,,J. Richardson misses 2-pt layup from 4 ft,90,80
346,4,11:07.0,Defensive rebound by K. Porziņģis,,90,80
347,4,10:52.0,Personal foul by J. Richardson (drawn by K. Porziņģis),,90,80
348,4,10:50.0,Shooting foul by J. Richardson (drawn by S. Curry),,90,80
349,4,10:50.0,S. Curry makes free throw 1 of 2,,91,80
350,4,10:50.0,S. Curry makes free throw 2 of 2,,92,80
351,4,10:37.0,,J. Richardson misses 3-pt jump shot from 26 ft,92,80
352,4,10:33.0,,Offensive rebound by T. Burke,92,80
353,4,10:24.0,,Turnover by J. Embiid (lost ball; steal by D. Wright),92,80
354,4,10:13.0,S. Curry misses 2-pt layup from 3 ft,,92,80
355,4,10:12.0,,Defensive rebound by J. Embiid,92,80
356,4,10:07.0,,J. Ennis misses 2-pt dunk from 1 ft (block by K. Porziņģis),92,80
357,4,10:05.0,,Offensive rebound by J. Ennis,92,80
358,4,10:00.0,,J. Richardson misses 3-pt jump shot from 28 ft,92,80
359,4,9:55.0,,Offensive rebound by T. Burke,92,80
360,4,9:50.0,,Turnover by T. Burke (bad pass; steal by D. Wright),92,80
361,4,9:34.0,Turnover by D. Powell (out of bounds lost ball),,92,80
362,4,9:34.0,M. Kleber enters the game for D. Powell,,92,80
363,4,9:34.0,,Philadelphia full timeout,92,80
364,4,9:34.0,D. Powell enters the game for M. Kleber,,92,80
365,4,9:34.0,,Instant Replay (Challenge: Ruling Stands),92,80
366,4,9:34.0,M. Kleber enters the game for D. Powell,,92,80
367,4,9:19.0,,J. Embiid makes 2-pt dunk at rim (assist by M. Scott),92,82
368,4,8:57.0,M. Kleber makes 2-pt layup from 2 ft,,94,82
369,4,8:57.0,Shooting foul by J. Embiid (drawn by M. Kleber),,94,82
370,4,8:57.0,M. Kleber misses free throw 1 of 1,,94,82
371,4,8:55.0,,Defensive rebound by M. Scott,94,82
372,4,8:36.0,,J. Embiid misses 2-pt jump shot from 20 ft,94,82
373,4,8:32.0,Defensive rebound by R. Broekhoff,,94,82
374,4,8:19.0,S. Curry misses 3-pt jump shot from 27 ft,,94,82
375,4,8:17.0,,Defensive rebound by J. Embiid,94,82
376,4,8:12.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by T. Burke),94,85
377,4,7:50.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,94,85
378,4,7:48.0,,Defensive rebound by J. Ennis,94,85
