,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,OKLAHOMA CITY_ACTION,NEW ORLEANS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:43.0,,S. Adams makes 2-pt jump shot from 2 ft (assist by D. Gallinari),0,2
1,1,11:19.0,B. Ingram misses 2-pt layup from 6 ft,,0,2
2,1,11:14.0,Offensive rebound by J. Hayes,,0,2
3,1,11:14.0,J. Hayes makes 2-pt dunk from 1 ft,,2,2
4,1,11:02.0,,S. Adams makes 2-pt layup from 2 ft,2,4
5,1,10:39.0,K. Williams misses 2-pt layup from 2 ft (block by S. Adams),,2,4
6,1,10:37.0,Offensive rebound by J. Hayes,,2,4
7,1,10:37.0,Turnover by J. Hayes (off goaltending),,2,4
8,1,10:19.0,,S. Adams makes 2-pt hook shot from 1 ft,2,6
9,1,10:11.0,J. Holiday misses 2-pt jump shot from 7 ft,,2,6
10,1,10:11.0,,Defensive rebound by S. Adams,2,6
11,1,9:55.0,,Shooting foul by J. Holiday (drawn by D. Gallinari),2,6
12,1,9:55.0,,D. Gallinari makes free throw 1 of 2,2,7
13,1,9:55.0,,D. Gallinari makes free throw 2 of 2,2,8
14,1,9:43.0,J. Redick misses 3-pt jump shot from 28 ft,,2,8
15,1,9:42.0,Offensive rebound by J. Hayes,,2,8
16,1,9:42.0,J. Hayes makes 2-pt dunk from 1 ft,,4,8
17,1,9:34.0,,Shooting foul by K. Williams (drawn by T. Ferguson),4,8
18,1,9:34.0,,T. Ferguson misses free throw 1 of 2,4,8
19,1,9:34.0,,Offensive rebound by Team,4,8
20,1,9:34.0,,T. Ferguson makes free throw 2 of 2,4,9
21,1,9:24.0,B. Ingram makes 2-pt layup from 2 ft,,6,9
22,1,9:13.0,,S. Adams makes 2-pt hook shot from 2 ft (assist by C. Paul),6,11
23,1,8:54.0,B. Ingram misses 2-pt jump shot from 20 ft,,6,11
24,1,8:51.0,,Defensive rebound by D. Gallinari,6,11
25,1,8:44.0,,S. Adams makes 2-pt dunk from 1 ft (assist by D. Gallinari),6,13
26,1,8:33.0,J. Holiday makes 2-pt layup at rim,,8,13
27,1,8:04.0,,C. Paul misses 3-pt jump shot from 26 ft,8,13
28,1,8:01.0,,Offensive rebound by D. Gallinari,8,13
29,1,7:59.0,,D. Gallinari makes 3-pt jump shot from 25 ft,8,16
30,1,7:49.0,J. Hayes misses 2-pt layup from 3 ft,,8,16
31,1,7:47.0,,Defensive rebound by C. Paul,8,16
32,1,7:39.0,,S. Gilgeous-Alexander misses 2-pt layup from 1 ft,8,16
33,1,7:35.0,,Offensive rebound by S. Adams,8,16
34,1,7:35.0,,S. Adams misses 2-pt layup at rim,8,16
35,1,7:34.0,Defensive rebound by K. Williams,,8,16
36,1,7:30.0,J. Holiday misses 3-pt jump shot from 22 ft,,8,16
37,1,7:28.0,,Defensive rebound by D. Gallinari,8,16
38,1,7:22.0,,D. Gallinari makes 2-pt layup from 2 ft,8,18
39,1,7:17.0,New Orleans full timeout,,8,18
40,1,7:17.0,J. Okafor enters the game for J. Hayes,,8,18
41,1,7:17.0,,N. Noel enters the game for S. Adams,8,18
42,1,7:04.0,B. Ingram makes 2-pt layup from 1 ft,,10,18
