,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW YORK_ACTION,BROOKLYN_SCORE,NEW YORK_SCORE
384,4,6:01.0,Shooting foul by F. Ntilikina (drawn by S. Dinwiddie),,86,100
385,4,6:01.0,S. Dinwiddie misses free throw 1 of 2,,86,100
386,4,6:01.0,,E. Payton enters the game for F. Ntilikina,86,100
387,4,6:01.0,Offensive rebound by Team,,86,100
388,4,6:01.0,S. Dinwiddie makes free throw 2 of 2,,87,100
389,4,5:40.0,,T. Gibson misses 2-pt jump shot from 11 ft,87,100
390,4,5:38.0,,Offensive rebound by J. Randle,87,100
391,4,5:38.0,,J. Randle makes 2-pt layup from 1 ft,87,102
392,4,5:19.0,G. Temple makes 3-pt jump shot from 28 ft (assist by T. Prince),,90,102
393,4,5:02.0,,M. Morris misses 2-pt hook shot from 8 ft,90,102
394,4,5:00.0,,Offensive rebound by T. Gibson,90,102
395,4,4:54.0,,M. Morris misses 3-pt jump shot from 26 ft,90,102
396,4,4:52.0,Defensive rebound by J. Allen,,90,102
397,4,4:46.0,J. Harris misses 2-pt layup from 1 ft,,90,102
398,4,4:45.0,,Defensive rebound by T. Gibson,90,102
399,4,4:26.0,,R. Bullock misses 2-pt layup from 10 ft,90,102
400,4,4:24.0,Defensive rebound by S. Dinwiddie,,90,102
401,4,4:20.0,G. Temple misses 3-pt jump shot from 23 ft,,90,102
402,4,4:18.0,,Defensive rebound by J. Randle,90,102
403,4,3:57.0,,Turnover by J. Randle (lost ball; steal by J. Harris),90,102
404,4,3:52.0,S. Dinwiddie misses 2-pt layup from 2 ft (block by E. Payton),,90,102
405,4,3:50.0,Offensive rebound by J. Harris,,90,102
406,4,3:47.0,G. Temple misses 3-pt jump shot from 23 ft,,90,102
407,4,3:45.0,,Defensive rebound by J. Randle,90,102
408,4,3:36.0,,New York full timeout,90,102
409,4,3:36.0,,M. Robinson enters the game for T. Gibson,90,102
410,4,3:27.0,,J. Randle makes 2-pt jump shot from 14 ft,90,104
411,4,3:09.0,Personal foul by E. Payton (drawn by S. Dinwiddie),,90,104
412,4,3:09.0,S. Dinwiddie makes free throw 1 of 2,,91,104
413,4,3:09.0,S. Dinwiddie makes free throw 2 of 2,,92,104
414,4,2:51.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by E. Payton),92,106
415,4,2:40.0,Shooting foul by M. Robinson (drawn by J. Allen),,92,106
416,4,2:40.0,J. Allen makes free throw 1 of 2,,93,106
417,4,2:40.0,J. Allen misses free throw 2 of 2,,93,106
418,4,2:38.0,,Defensive rebound by E. Payton,93,106
419,4,2:36.0,,Personal foul by G. Temple (drawn by E. Payton),93,106
420,4,2:36.0,Brooklyn full timeout,,93,106
421,4,2:36.0,N. Claxton enters the game for J. Allen,,93,106
422,4,2:36.0,R. Kurucs enters the game for S. Dinwiddie,,93,106
423,4,2:36.0,T. Luwawu-Cabarrot enters the game for J. Harris,,93,106
424,4,2:36.0,D. Musa enters the game for T. Prince,,93,106
425,4,2:36.0,T. Pinson enters the game for G. Temple,,93,106
426,4,2:16.0,,J. Randle misses 2-pt hook shot from 9 ft,93,106
427,4,2:14.0,,Offensive rebound by M. Robinson,93,106
428,4,2:14.0,,M. Robinson makes 2-pt dunk from 1 ft,93,108
429,4,1:58.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,93,108
430,4,1:56.0,Offensive rebound by R. Kurucs,,93,108
431,4,1:49.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by D. Musa),,96,108
432,4,1:25.0,,E. Payton misses 2-pt layup from 2 ft,96,108
433,4,1:24.0,,Offensive rebound by M. Robinson,96,108
434,4,1:24.0,,M. Robinson makes 2-pt dunk from 1 ft,96,110
435,4,1:22.0,Shooting foul by M. Robinson (drawn by N. Claxton),,96,110
436,4,1:22.0,,D. Dotson enters the game for M. Morris,96,110
437,4,1:22.0,,K. Knox enters the game for E. Payton,96,110
438,4,1:22.0,,F. Ntilikina enters the game for J. Randle,96,110
439,4,1:22.0,,B. Portis enters the game for M. Robinson,96,110
440,4,1:22.0,N. Claxton makes free throw 1 of 2,,97,110
441,4,1:22.0,N. Claxton misses free throw 2 of 2,,97,110
442,4,1:20.0,,Defensive rebound by R. Bullock,97,110
443,4,0:56.0,,F. Ntilikina misses 3-pt jump shot from 23 ft,97,110
444,4,0:54.0,Defensive rebound by T. Pinson,,97,110
445,4,0:41.0,T. Pinson misses 3-pt jump shot from 26 ft,,97,110
446,4,0:39.0,,Defensive rebound by R. Bullock,97,110
447,4,0:13.0,,Turnover by Team (shot clock),97,110
