,QUARTER,TIME_REMAINING,DETROIT_ACTION,ATLANTA_ACTION,DETROIT_SCORE,ATLANTA_SCORE
134,2,7:32.0,L. Galloway makes 2-pt layup from 2 ft (assist by C. Wood),,50,41
135,2,7:23.0,,K. Huerter misses 2-pt layup from 19 ft,50,41
136,2,7:21.0,,Offensive rebound by Team,50,41
137,2,7:19.0,,Turnover by K. Huerter (traveling),50,41
138,2,7:11.0,Turnover by T. Frazier (lost ball; steal by T. Young),,50,41
139,2,7:05.0,,T. Young misses 2-pt jump shot from 10 ft,50,41
140,2,7:02.0,,Offensive rebound by D. Hunter,50,41
141,2,7:02.0,,D. Hunter misses 2-pt layup from 1 ft (block by C. Wood),50,41
142,2,6:59.0,Defensive rebound by L. Galloway,,50,41
143,2,6:57.0,C. Wood makes 2-pt dunk at rim (assist by T. Frazier),,52,41
144,2,6:57.0,Shooting foul by K. Huerter (drawn by C. Wood),,52,41
145,2,6:57.0,,Atlanta full timeout,52,41
146,2,6:57.0,Technical foul by K. Huerter,,52,41
147,2,6:57.0,S. Mykhailiuk makes technical free throw,,53,41
148,2,6:57.0,C. Wood misses free throw 1 of 1,,53,41
149,2,6:56.0,Offensive rebound by C. Wood,,53,41
150,2,6:49.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by T. Frazier),,56,41
151,2,6:30.0,,K. Huerter misses 2-pt jump shot from 12 ft,56,41
152,2,6:28.0,,Offensive rebound by K. Huerter,56,41
153,2,6:26.0,,K. Huerter misses 2-pt jump shot from 12 ft,56,41
154,2,6:22.0,,Offensive rebound by J. Collins,56,41
155,2,6:22.0,,J. Collins misses 2-pt layup from 1 ft,56,41
156,2,6:21.0,Defensive rebound by C. Wood,,56,41
157,2,6:04.0,C. Wood misses 3-pt jump shot from 26 ft,,56,41
158,2,6:00.0,,Defensive rebound by T. Young,56,41
159,2,5:52.0,,D. Hunter misses 3-pt jump shot from 24 ft,56,41
160,2,5:49.0,Defensive rebound by T. Frazier,,56,41
161,2,5:37.0,T. Frazier makes 2-pt jump shot from 8 ft,,58,41
162,2,5:29.0,,Personal foul by T. Frazier (drawn by T. Young),58,41
163,2,5:29.0,A. Drummond enters the game for T. Frazier,,58,41
164,2,5:29.0,D. Rose enters the game for C. Wood,,58,41
165,2,5:29.0,,D. Bembry enters the game for J. Collins,58,41
166,2,5:29.0,,D. Jones enters the game for K. Huerter,58,41
167,2,5:20.0,,D. Hunter makes 2-pt jump shot from 11 ft,58,43
168,2,5:06.0,Turnover by D. Rose (bad pass; steal by C. Reddish),,58,43
169,2,5:02.0,,C. Reddish makes 2-pt layup from 2 ft,58,45
170,2,4:49.0,L. Galloway makes 2-pt jump shot from 13 ft (assist by A. Drummond),,60,45
171,2,4:38.0,,D. Hunter misses 3-pt jump shot from 26 ft,60,45
172,2,4:38.0,Defensive rebound by Team,,60,45
173,2,4:25.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by A. Drummond),,63,45
174,2,4:10.0,,Turnover by T. Young (lost ball; steal by A. Drummond),63,45
175,2,4:06.0,Turnover by A. Drummond (bad pass; steal by D. Bembry),,63,45
176,2,3:56.0,,Turnover by D. Bembry (bad pass; steal by S. Mykhailiuk),63,45
177,2,3:46.0,S. Doumbouya misses 2-pt layup from 8 ft,,63,45
178,2,3:42.0,Offensive rebound by A. Drummond,,63,45
179,2,3:42.0,Personal foul by T. Young (drawn by L. Galloway),,63,45
180,2,3:42.0,L. Galloway makes free throw 1 of 2,,64,45
181,2,3:42.0,,J. Teague enters the game for T. Young,64,45
182,2,3:42.0,L. Galloway makes free throw 2 of 2,,65,45
183,2,3:27.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by J. Teague),65,47
184,2,3:10.0,A. Drummond misses 2-pt jump shot from 12 ft,,65,47
185,2,3:07.0,,Defensive rebound by D. Jones,65,47
186,2,3:00.0,,C. Reddish makes 2-pt jump shot from 11 ft,65,49
187,2,2:50.0,Detroit full timeout,,65,49
188,2,2:50.0,B. Brown enters the game for L. Galloway,,65,49
189,2,2:50.0,T. Snell enters the game for S. Mykhailiuk,,65,49
190,2,2:41.0,A. Drummond misses 2-pt hook shot from 10 ft,,65,49
191,2,2:39.0,,Defensive rebound by J. Teague,65,49
192,2,2:31.0,,J. Teague makes 2-pt layup from 1 ft,65,51
193,2,2:17.0,Personal foul by D. Jones (drawn by A. Drummond),,65,51
194,2,2:17.0,A. Drummond makes free throw 1 of 2,,66,51
195,2,2:17.0,A. Drummond misses free throw 2 of 2,,66,51
196,2,2:14.0,,Defensive rebound by D. Hunter,66,51
197,2,2:04.0,,C. Reddish misses 2-pt jump shot from 15 ft,66,51
198,2,2:02.0,Defensive rebound by Team,,66,51
199,2,1:48.0,D. Rose makes 2-pt hook shot from 6 ft,,68,51
200,2,1:38.0,,Shooting foul by A. Drummond (drawn by D. Jones),68,51
201,2,1:38.0,,D. Jones makes free throw 1 of 2,68,52
202,2,1:38.0,,D. Jones makes free throw 2 of 2,68,53
203,2,1:18.0,B. Brown misses 2-pt layup from 2 ft,,68,53
204,2,1:13.0,Offensive rebound by A. Drummond,,68,53
205,2,1:13.0,A. Drummond makes 2-pt dunk at rim,,70,53
206,2,1:01.0,,Turnover by J. Teague (bad pass; steal by B. Brown),70,53
207,2,0:59.0,Personal foul by D. Bembry (drawn by B. Brown),,70,53
208,2,0:59.0,B. Brown misses free throw 1 of 2,,70,53
209,2,0:59.0,Offensive rebound by Team,,70,53
210,2,0:59.0,C. Wood enters the game for A. Drummond,,70,53
211,2,0:59.0,B. Brown makes free throw 2 of 2,,71,53
212,2,0:51.0,,J. Teague makes 2-pt jump shot from 19 ft,71,55
213,2,0:40.0,Turnover by C. Wood (traveling),,71,55
214,2,0:33.0,,D. Bembry misses 3-pt jump shot from 25 ft,71,55
215,2,0:29.0,Defensive rebound by S. Doumbouya,,71,55
216,2,0:25.0,D. Rose misses 3-pt jump shot from 26 ft,,71,55
217,2,0:22.0,,Defensive rebound by D. Jones,71,55
218,2,0:01.0,,Turnover by J. Teague (out of bounds lost ball),71,55
219,2,0:00.0,C. Wood misses 3-pt jump shot from 27 ft,,71,55
220,2,0:00.0,Offensive rebound by Team,,71,55
221,3,11:40.0,,D. Hunter misses 2-pt jump shot from 17 ft,71,55
222,3,11:38.0,Defensive rebound by S. Doumbouya,,71,55
223,3,11:23.0,D. Rose makes 2-pt layup from 2 ft,,73,55
224,3,11:16.0,,Personal foul by B. Brown (drawn by T. Young),73,55
225,3,11:12.0,,Shooting foul by B. Brown (drawn by T. Young),73,55
226,3,11:12.0,,T. Young misses free throw 1 of 2,73,55
227,3,11:12.0,,Offensive rebound by Team,73,55
228,3,11:12.0,,T. Young misses free throw 2 of 2,73,55
229,3,11:09.0,Defensive rebound by B. Brown,,73,55
230,3,10:49.0,S. Doumbouya misses 2-pt jump shot from 8 ft (block by D. Hunter),,73,55
231,3,10:48.0,Offensive rebound by Team,,73,55
232,3,10:48.0,Turnover by Team (shot clock),,73,55
233,3,10:35.0,,D. Hunter makes 2-pt layup from 2 ft,73,57
234,3,10:22.0,D. Rose makes 2-pt layup from 2 ft (assist by B. Brown),,75,57
235,3,10:04.0,,Turnover by J. Collins (out of bounds lost ball),75,57
236,3,9:53.0,A. Drummond makes 2-pt dunk from 1 ft (assist by D. Rose),,77,57
237,3,9:53.0,,Atlanta full timeout,77,57
238,3,9:53.0,,B. Fernando enters the game for C. Reddish,77,57
239,3,9:41.0,,T. Young misses 3-pt jump shot from 26 ft,77,57
240,3,9:37.0,Defensive rebound by A. Drummond,,77,57
241,3,9:21.0,B. Brown misses 3-pt jump shot from 26 ft,,77,57
242,3,9:17.0,,Defensive rebound by K. Huerter,77,57
243,3,9:08.0,,J. Collins makes 2-pt hook shot from 9 ft,77,59
244,3,8:54.0,D. Rose misses 3-pt jump shot from 25 ft,,77,59
245,3,8:51.0,Offensive rebound by A. Drummond,,77,59
246,3,8:43.0,S. Doumbouya makes 3-pt jump shot from 26 ft (assist by D. Rose),,80,59
247,3,8:34.0,,Personal foul by A. Drummond (drawn by T. Young),80,59
248,3,8:26.0,,J. Collins misses 2-pt layup from 1 ft,80,59
249,3,8:23.0,Defensive rebound by S. Doumbouya,,80,59
250,3,8:19.0,A. Drummond makes 2-pt layup from 1 ft (assist by D. Rose),,82,59
251,3,8:05.0,,J. Collins misses 3-pt jump shot from 26 ft,82,59
252,3,8:01.0,Defensive rebound by T. Snell,,82,59
253,3,7:49.0,S. Doumbouya misses 3-pt jump shot from 23 ft,,82,59
254,3,7:47.0,,Defensive rebound by T. Young,82,59
255,3,7:43.0,,T. Young makes 3-pt jump shot from 35 ft,82,62
256,3,7:34.0,T. Snell makes 2-pt layup from 1 ft (assist by D. Rose),,84,62
257,3,7:16.0,,J. Collins makes 3-pt jump shot from 25 ft (assist by D. Hunter),84,65
258,3,6:55.0,D. Rose makes 2-pt jump shot from 10 ft,,86,65
259,3,6:43.0,,B. Fernando misses 3-pt jump shot from 26 ft,86,65
260,3,6:40.0,Defensive rebound by A. Drummond,,86,65
261,3,6:37.0,Shooting foul by B. Fernando (drawn by S. Doumbouya),,86,65
262,3,6:37.0,S. Doumbouya misses free throw 1 of 2,,86,65
263,3,6:37.0,Offensive rebound by Team,,86,65
264,3,6:37.0,,V. Carter enters the game for J. Collins,86,65
265,3,6:37.0,,C. Reddish enters the game for K. Huerter,86,65
266,3,6:37.0,S. Doumbouya makes free throw 2 of 2,,87,65
267,3,6:28.0,,T. Young makes 2-pt jump shot from 11 ft,87,67
268,3,6:16.0,D. Rose misses 2-pt jump shot from 12 ft,,87,67
269,3,6:12.0,Offensive rebound by A. Drummond,,87,67
270,3,6:12.0,A. Drummond misses 2-pt layup from 1 ft,,87,67
271,3,6:11.0,,Defensive rebound by T. Young,87,67
272,3,6:10.0,,Personal foul by A. Drummond (drawn by C. Reddish),87,67
273,3,6:10.0,C. Wood enters the game for A. Drummond,,87,67
274,3,6:05.0,,T. Young misses 3-pt jump shot from 33 ft,87,67
275,3,6:01.0,Defensive rebound by D. Rose,,87,67
276,3,5:56.0,D. Rose makes 2-pt layup from 1 ft,,89,67
277,3,5:39.0,,T. Young misses 2-pt jump shot from 10 ft (block by C. Wood),89,67
278,3,5:35.0,,Offensive rebound by T. Young,89,67
279,3,5:34.0,,V. Carter misses 3-pt jump shot from 26 ft,89,67
280,3,5:34.0,,Offensive rebound by Team,89,67
281,3,5:34.0,Technical foul by T. Young,,89,67
282,3,5:34.0,T. Frazier enters the game for S. Doumbouya,,89,67
283,3,5:34.0,M. Morris enters the game for D. Rose,,89,67
284,3,5:34.0,,J. Teague enters the game for T. Young,89,67
285,3,5:34.0,T. Snell makes technical free throw,,90,67
286,3,5:25.0,,B. Fernando misses 2-pt layup from 1 ft,90,67
287,3,5:22.0,,Offensive rebound by B. Fernando,90,67
288,3,5:21.0,,B. Fernando makes 2-pt layup from 1 ft,90,69
289,3,5:00.0,Shooting foul by B. Fernando (drawn by B. Brown),,90,69
290,3,5:00.0,B. Brown makes free throw 1 of 2,,91,69
291,3,5:00.0,,K. Huerter enters the game for D. Hunter,91,69
292,3,5:00.0,B. Brown makes free throw 2 of 2,,92,69
293,3,4:46.0,,C. Reddish misses 2-pt jump shot from 17 ft,92,69
294,3,4:43.0,Defensive rebound by M. Morris,,92,69
295,3,4:31.0,C. Wood makes 3-pt jump shot from 23 ft (assist by M. Morris),,95,69
296,3,4:03.0,,V. Carter misses 3-pt jump shot from 25 ft,95,69
297,3,4:00.0,,Offensive rebound by C. Reddish,95,69
298,3,3:58.0,,C. Reddish misses 3-pt jump shot from 27 ft,95,69
299,3,3:55.0,Defensive rebound by C. Wood,,95,69
300,3,3:50.0,Shooting foul by C. Reddish (drawn by M. Morris),,95,69
301,3,3:50.0,M. Morris makes free throw 1 of 2,,96,69
302,3,3:50.0,L. Galloway enters the game for B. Brown,,96,69
303,3,3:50.0,S. Mykhailiuk enters the game for T. Snell,,96,69
304,3,3:50.0,,D. Bembry enters the game for V. Carter,96,69
305,3,3:50.0,,T. Graham enters the game for C. Reddish,96,69
306,3,3:50.0,M. Morris makes free throw 2 of 2,,97,69
307,3,3:44.0,,J. Teague makes 2-pt layup from 1 ft,97,71
308,3,3:44.0,,Shooting foul by S. Mykhailiuk (drawn by J. Teague),97,71
309,3,3:44.0,,J. Teague makes free throw 1 of 1,97,72
310,3,3:35.0,Turnover by T. Frazier (out of bounds lost ball),,97,72
311,3,3:22.0,,Turnover by T. Graham (lost ball; steal by M. Morris),97,72
312,3,3:18.0,M. Morris misses 2-pt layup at rim (block by J. Teague),,97,72
313,3,3:15.0,Offensive rebound by T. Frazier,,97,72
314,3,3:12.0,Turnover by T. Frazier (bad pass; steal by D. Bembry),,97,72
315,3,3:05.0,,Turnover by D. Bembry (bad pass; steal by C. Wood),97,72
316,3,2:57.0,Personal foul by D. Bembry (drawn by M. Morris),,97,72
317,3,2:57.0,Detroit full timeout,,97,72
318,3,2:57.0,,J. Collins enters the game for B. Fernando,97,72
319,3,2:49.0,Turnover by C. Wood (bad pass; steal by J. Teague),,97,72
320,3,2:37.0,,K. Huerter misses 3-pt jump shot from 26 ft,97,72
321,3,2:33.0,Defensive rebound by C. Wood,,97,72
322,3,2:16.0,M. Morris makes 2-pt layup from 2 ft,,99,72
323,3,2:05.0,,K. Huerter makes 2-pt jump shot from 17 ft,99,74
324,3,1:46.0,Turnover by S. Mykhailiuk (out of bounds lost ball),,99,74
325,3,1:31.0,,J. Teague misses 2-pt jump shot from 11 ft,99,74
326,3,1:29.0,,Offensive rebound by Team,99,74
327,3,1:29.0,Loose ball foul by T. Frazier (drawn by J. Collins),,99,74
328,3,1:29.0,,J. Collins makes free throw 1 of 2,99,75
329,3,1:29.0,,J. Collins makes free throw 2 of 2,99,76
330,3,1:12.0,Shooting foul by J. Collins (drawn by M. Morris),,99,76
331,3,1:12.0,M. Morris makes free throw 1 of 2,,100,76
332,3,1:12.0,M. Morris makes free throw 2 of 2,,101,76
333,3,1:02.0,,K. Huerter misses 3-pt jump shot from 26 ft,101,76
334,3,0:59.0,Defensive rebound by C. Wood,,101,76
335,3,0:44.0,L. Galloway misses 3-pt jump shot from 26 ft,,101,76
336,3,0:41.0,,Defensive rebound by Team,101,76
337,3,0:35.0,,Offensive foul by J. Collins (drawn by T. Frazier),101,76
338,3,0:35.0,,Turnover by J. Collins (offensive foul),101,76
339,3,0:23.0,S. Mykhailiuk makes 2-pt layup from 1 ft,,103,76
340,3,0:11.0,,J. Collins misses 2-pt jump shot from 20 ft,103,76
341,3,0:08.0,Defensive rebound by S. Mykhailiuk,,103,76
342,3,0:01.0,L. Galloway misses 2-pt jump shot from 12 ft,,103,76
343,3,0:01.0,,Defensive rebound by J. Collins,103,76
344,4,11:44.0,M. Morris makes 2-pt jump shot from 8 ft (assist by S. Mykhailiuk),,105,76
345,4,11:24.0,,J. Collins misses 2-pt layup from 1 ft,105,76
346,4,11:22.0,Defensive rebound by A. Drummond,,105,76
347,4,11:12.0,A. Drummond misses 2-pt layup from 2 ft (block by J. Collins),,105,76
348,4,11:10.0,Offensive rebound by A. Drummond,,105,76
349,4,11:09.0,A. Drummond makes 2-pt layup from 2 ft,,107,76
350,4,10:54.0,,T. Young makes 2-pt jump shot from 12 ft,107,78
351,4,10:50.0,Personal foul by J. Teague (drawn by D. Rose),,107,78
352,4,10:36.0,M. Morris makes 3-pt jump shot from 26 ft (assist by D. Rose),,110,78
353,4,10:25.0,,Turnover by T. Young (lost ball; steal by D. Rose),110,78
354,4,10:21.0,S. Mykhailiuk makes 2-pt layup from 1 ft (assist by D. Rose),,112,78
355,4,10:21.0,,Atlanta full timeout,112,78
356,4,10:21.0,,B. Fernando enters the game for J. Teague,112,78
357,4,10:05.0,,Turnover by B. Fernando (bad pass; steal by A. Drummond),112,78
358,4,9:52.0,M. Morris misses 3-pt jump shot from 25 ft,,112,78
359,4,9:49.0,,Defensive rebound by T. Young,112,78
360,4,9:41.0,,J. Collins makes 3-pt jump shot from 26 ft (assist by T. Young),112,81
361,4,9:21.0,Shooting foul by J. Collins (drawn by M. Morris),,112,81
362,4,9:21.0,M. Morris misses free throw 1 of 2,,112,81
363,4,9:21.0,Offensive rebound by Team,,112,81
364,4,9:21.0,M. Morris makes free throw 2 of 2,,113,81
365,4,9:13.0,,Turnover by T. Young (bad pass; steal by A. Drummond),113,81
366,4,9:07.0,Turnover by A. Drummond (traveling),,113,81
367,4,9:05.0,,Personal foul by L. Galloway (drawn by T. Young),113,81
368,4,8:51.0,,D. Hunter makes 2-pt layup from 1 ft,113,83
369,4,8:25.0,A. Drummond misses 2-pt layup from 6 ft,,113,83
370,4,8:22.0,,Defensive rebound by T. Young,113,83
371,4,8:20.0,,Personal foul by M. Morris (drawn by T. Young),113,83
372,4,8:07.0,,D. Hunter makes 2-pt jump shot from 17 ft,113,85
373,4,7:49.0,D. Rose makes 2-pt layup from 1 ft,,115,85
374,4,7:41.0,,Offensive foul by J. Collins (drawn by D. Rose),115,85
375,4,7:41.0,,Turnover by J. Collins (offensive foul),115,85
376,4,7:41.0,S. Doumbouya enters the game for M. Morris,,115,85
377,4,7:41.0,,V. Carter enters the game for J. Collins,115,85
378,4,7:29.0,A. Drummond misses 2-pt jump shot from 8 ft,,115,85
379,4,7:26.0,,Defensive rebound by D. Hunter,115,85
380,4,7:23.0,,Shooting foul by D. Rose (drawn by T. Young),115,85
381,4,7:23.0,,T. Young makes free throw 1 of 2,115,86
382,4,7:23.0,,K. Huerter enters the game for C. Reddish,115,86
383,4,7:23.0,,T. Young makes free throw 2 of 2,115,87
384,4,6:59.0,D. Rose misses 2-pt jump shot from 7 ft,,115,87
385,4,6:56.0,Offensive rebound by A. Drummond,,115,87
386,4,6:55.0,A. Drummond misses 2-pt jump shot at rim (block by V. Carter),,115,87
