,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHOENIX_ACTION,LA CLIPPERS_SCORE,PHOENIX_SCORE
0,1,11:44.0,,D. Ayton makes 2-pt layup from 1 ft (assist by R. Rubio),0,2
1,1,11:29.0,P. George misses 3-pt jump shot from 23 ft,,0,2
2,1,11:26.0,,Defensive rebound by D. Ayton,0,2
3,1,11:19.0,,Turnover by D. Booker (bad pass),0,2
4,1,11:06.0,M. Morris misses 2-pt jump shot from 18 ft,,0,2
5,1,11:02.0,,Defensive rebound by M. Bridges,0,2
6,1,10:50.0,,D. Ayton misses 2-pt jump shot from 8 ft,0,2
7,1,10:47.0,Defensive rebound by K. Leonard,,0,2
8,1,10:36.0,P. George misses 2-pt jump shot from 12 ft,,0,2
9,1,10:33.0,,Defensive rebound by R. Rubio,0,2
10,1,10:23.0,,D. Booker misses 2-pt jump shot from 20 ft,0,2
11,1,10:22.0,Defensive rebound by I. Zubac,,0,2
12,1,10:16.0,P. Beverley makes 2-pt layup from 1 ft,,2,2
13,1,10:10.0,,Personal foul by P. Beverley (drawn by R. Rubio),2,2
14,1,10:08.0,,D. Booker makes 2-pt layup from 3 ft (assist by M. Bridges),2,4
15,1,9:45.0,K. Leonard misses 2-pt jump shot from 11 ft,,2,4
16,1,9:38.0,Offensive rebound by I. Zubac,,2,4
17,1,9:38.0,I. Zubac misses 2-pt layup at rim,,2,4
18,1,9:38.0,,Defensive rebound by D. Šarić,2,4
19,1,9:26.0,,R. Rubio misses 3-pt jump shot from 26 ft,2,4
20,1,9:24.0,,Offensive rebound by D. Ayton,2,4
21,1,9:19.0,,D. Booker misses 3-pt jump shot from 26 ft,2,4
22,1,9:16.0,Defensive rebound by I. Zubac,,2,4
23,1,9:08.0,P. George misses 3-pt jump shot from 26 ft,,2,4
24,1,9:04.0,,Defensive rebound by M. Bridges,2,4
25,1,8:51.0,,D. Ayton makes 2-pt jump shot from 13 ft (assist by D. Booker),2,6
26,1,8:32.0,Offensive foul by I. Zubac (drawn by M. Bridges),,2,6
27,1,8:32.0,Turnover by I. Zubac (offensive foul),,2,6
28,1,8:20.0,,Shooting foul by I. Zubac (drawn by D. Šarić),2,6
29,1,8:20.0,,D. Šarić makes free throw 1 of 2,2,7
30,1,8:20.0,M. Harrell enters the game for I. Zubac,,2,7
31,1,8:20.0,,D. Šarić makes free throw 2 of 2,2,8
32,1,8:05.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by K. Leonard),,5,8
33,1,7:45.0,,R. Rubio makes 3-pt jump shot from 27 ft (assist by D. Booker),5,11
34,1,7:32.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by M. Morris),,8,11
35,1,7:04.0,,D. Ayton makes 2-pt dunk from 2 ft (assist by R. Rubio),8,13
36,1,6:48.0,K. Leonard makes 2-pt jump shot from 11 ft,,10,13
37,1,6:33.0,,D. Ayton makes 2-pt layup from 3 ft (assist by R. Rubio),10,15
38,1,6:22.0,M. Morris misses 3-pt jump shot from 27 ft,,10,15
39,1,6:17.0,Offensive rebound by M. Morris,,10,15
40,1,6:16.0,M. Morris makes 2-pt layup from 1 ft,,12,15
41,1,6:05.0,,Shooting foul by P. Beverley (drawn by D. Ayton),12,15
42,1,6:05.0,,Phoenix full timeout,12,15
43,1,6:05.0,,C. Johnson enters the game for M. Bridges,12,15
44,1,6:05.0,,D. Ayton makes free throw 1 of 2,12,16
45,1,6:05.0,,D. Ayton makes free throw 2 of 2,12,17
46,1,5:57.0,Personal foul by C. Johnson (drawn by M. Harrell),,12,17
47,1,5:57.0,R. Jackson enters the game for P. Beverley,,12,17
48,1,5:51.0,M. Morris misses 3-pt jump shot from 22 ft,,12,17
49,1,5:48.0,,Defensive rebound by R. Rubio,12,17
50,1,5:39.0,,R. Rubio makes 2-pt layup from 1 ft,12,19
51,1,5:11.0,M. Morris misses 2-pt layup from 7 ft (block by D. Ayton),,12,19
52,1,5:06.0,,Defensive rebound by D. Ayton,12,19
53,1,4:57.0,,Shooting foul by M. Morris (drawn by R. Rubio),12,19
54,1,4:57.0,,R. Rubio makes free throw 1 of 2,12,20
55,1,4:57.0,,R. Rubio makes free throw 2 of 2,12,21
56,1,4:57.0,L. Shamet enters the game for P. George,,12,21
57,1,4:57.0,,A. Baynes enters the game for D. Ayton,12,21
58,1,4:41.0,Shooting foul by D. Booker (drawn by K. Leonard),,12,21
59,1,4:41.0,K. Leonard makes free throw 1 of 2,,13,21
60,1,4:41.0,,E. Okobo enters the game for R. Rubio,13,21
61,1,4:41.0,K. Leonard makes free throw 2 of 2,,14,21
62,1,4:28.0,,D. Booker misses 2-pt jump shot from 18 ft,14,21
63,1,4:24.0,Defensive rebound by M. Morris,,14,21
64,1,4:12.0,R. Jackson misses 3-pt jump shot from 23 ft,,14,21
65,1,4:10.0,,Defensive rebound by A. Baynes,14,21
66,1,4:02.0,,D. Booker makes 3-pt jump shot from 31 ft (assist by E. Okobo),14,24
67,1,3:50.0,Shooting foul by D. Šarić (drawn by K. Leonard),,14,24
68,1,3:50.0,K. Leonard makes free throw 1 of 2,,15,24
69,1,3:50.0,L. Williams enters the game for M. Morris,,15,24
70,1,3:50.0,,M. Bridges enters the game for D. Šarić,15,24
71,1,3:50.0,K. Leonard makes free throw 2 of 2,,16,24
72,1,3:35.0,,C. Johnson makes 3-pt jump shot from 28 ft (assist by D. Booker),16,27
73,1,3:12.0,R. Jackson misses 3-pt jump shot from 24 ft,,16,27
74,1,3:08.0,,Defensive rebound by C. Johnson,16,27
75,1,3:02.0,,A. Baynes misses 3-pt jump shot from 27 ft,16,27
76,1,2:59.0,,Offensive rebound by M. Bridges,16,27
77,1,2:56.0,,C. Johnson misses 3-pt jump shot from 24 ft,16,27
78,1,2:53.0,Defensive rebound by K. Leonard,,16,27
79,1,2:38.0,K. Leonard makes 2-pt jump shot from 8 ft,,18,27
80,1,2:38.0,Shooting foul by A. Baynes (drawn by K. Leonard),,18,27
81,1,2:38.0,LA Clippers full timeout,,18,27
82,1,2:38.0,K. Leonard makes free throw 1 of 1,,19,27
83,1,2:20.0,,A. Baynes makes 2-pt jump shot from 12 ft (assist by M. Bridges),19,29
84,1,2:03.0,M. Harrell misses 2-pt jump shot from 4 ft,,19,29
85,1,2:01.0,,Defensive rebound by A. Baynes,19,29
86,1,1:53.0,,Turnover by E. Okobo (bad pass; steal by L. Williams),19,29
87,1,1:46.0,L. Shamet misses 3-pt jump shot from 28 ft,,19,29
88,1,1:41.0,Offensive rebound by R. Jackson,,19,29
