,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,LA LAKERS_ACTION,WASHINGTON_SCORE,LA LAKERS_SCORE
77,1,2:52.0,J. McRae enters the game for B. Beal,,19,27
78,1,2:52.0,,A. Davis makes free throw 2 of 2,19,28
79,1,2:44.0,Offensive foul by M. Wagner (drawn by R. Rondo),,19,28
80,1,2:44.0,Turnover by M. Wagner (offensive foul),,19,28
81,1,2:44.0,,Q. Cook enters the game for K. Caldwell-Pope,19,28
82,1,2:32.0,,Q. Cook misses 3-pt jump shot from 25 ft,19,28
83,1,2:29.0,,Offensive rebound by A. Davis,19,28
84,1,2:29.0,,Personal foul by D. Bertāns (drawn by A. Davis),19,28
85,1,2:29.0,,A. Davis makes free throw 1 of 2,19,29
86,1,2:29.0,I. Bonga enters the game for R. Hachimura,,19,29
87,1,2:29.0,,A. Davis makes free throw 2 of 2,19,30
88,1,2:07.0,D. Bertāns misses 2-pt jump shot from 21 ft,,19,30
89,1,2:05.0,,Defensive rebound by A. Davis,19,30
90,1,1:42.0,,R. Rondo misses 2-pt layup from 3 ft,19,30
91,1,1:40.0,Defensive rebound by M. Wagner,,19,30
92,1,1:35.0,J. McRae misses 3-pt jump shot from 24 ft,,19,30
93,1,1:31.0,,Defensive rebound by R. Rondo,19,30
94,1,1:22.0,,R. Rondo makes 3-pt jump shot from 26 ft,19,33
95,1,1:13.0,I. Smith misses 2-pt layup from 2 ft,,19,33
96,1,1:10.0,,Defensive rebound by A. Davis,19,33
97,1,1:08.0,,Turnover by K. Kuzma (bad pass),19,33
98,1,0:47.0,Shooting foul by A. Caruso (drawn by J. McRae),,19,33
99,1,0:47.0,J. McRae makes free throw 1 of 2,,20,33
100,1,0:47.0,J. McRae makes free throw 2 of 2,,21,33
101,1,0:39.0,,A. Davis makes 2-pt dunk from 2 ft (assist by R. Rondo),21,35
102,1,0:27.0,Personal foul by A. Caruso (drawn by M. Wagner),,21,35
103,1,0:27.0,M. Wagner makes free throw 1 of 2,,22,35
104,1,0:27.0,,D. Green enters the game for A. Caruso,22,35
105,1,0:27.0,M. Wagner makes free throw 2 of 2,,23,35
106,1,0:04.0,,R. Rondo makes 2-pt layup from 4 ft,23,37
107,1,0:00.0,I. Smith misses 3-pt jump shot from 27 ft,,23,37
108,1,0:00.0,Offensive rebound by Team,,23,37
109,2,11:50.0,,L. James misses 2-pt jump shot from 16 ft,23,37
110,2,11:49.0,Defensive rebound by Team,,23,37
111,2,11:49.0,,Loose ball foul by D. Howard (drawn by M. Wagner),23,37
112,2,11:36.0,I. Bonga makes 3-pt jump shot from 26 ft (assist by J. McRae),,26,37
113,2,11:15.0,,R. Rondo makes 2-pt jump shot from 7 ft,26,39
114,2,11:05.0,Turnover by I. Bonga (bad pass),,26,39
115,2,10:53.0,,T. Daniels misses 2-pt jump shot from 16 ft,26,39
116,2,10:51.0,Defensive rebound by J. McRae,,26,39
117,2,10:45.0,D. Bertāns misses 3-pt jump shot from 27 ft,,26,39
118,2,10:40.0,Offensive rebound by M. Wagner,,26,39
119,2,10:32.0,J. McRae misses 3-pt jump shot from 27 ft,,26,39
120,2,10:30.0,,Defensive rebound by T. Daniels,26,39
121,2,10:25.0,,R. Rondo misses 3-pt jump shot from 28 ft,26,39
122,2,10:21.0,Defensive rebound by D. Bertāns,,26,39
123,2,10:04.0,J. McRae misses 2-pt hook shot from 4 ft (block by D. Howard),,26,39
124,2,10:00.0,Offensive rebound by J. McRae,,26,39
125,2,9:59.0,Turnover by J. McRae (lost ball; steal by L. James),,26,39
126,2,9:57.0,,L. James misses 2-pt layup from 3 ft,26,39
127,2,9:54.0,Defensive rebound by I. Smith,,26,39
128,2,9:52.0,I. Bonga misses 2-pt layup from 2 ft (block by D. Howard),,26,39
129,2,9:48.0,Offensive rebound by M. Wagner,,26,39
130,2,9:44.0,I. Smith makes 2-pt jump shot from 14 ft (assist by M. Wagner),,28,39
131,2,9:34.0,,L. James makes 2-pt dunk from 1 ft (assist by R. Rondo),28,41
132,2,9:23.0,I. Smith misses 2-pt jump shot from 15 ft,,28,41
133,2,9:23.0,,Defensive rebound by L. James,28,41
134,2,9:16.0,,L. James makes 2-pt layup from 1 ft,28,43
135,2,9:15.0,Washington full timeout,,28,43
136,2,9:15.0,B. Beal enters the game for I. Bonga,,28,43
137,2,9:15.0,T. Bryant enters the game for M. Wagner,,28,43
138,2,9:15.0,,K. Caldwell-Pope enters the game for T. Daniels,28,43
139,2,8:57.0,T. Bryant makes 2-pt dunk from 2 ft (assist by B. Beal),,30,43
140,2,8:40.0,,K. Kuzma misses 3-pt jump shot from 24 ft,30,43
141,2,8:38.0,Defensive rebound by T. Bryant,,30,43
142,2,8:34.0,I. Smith makes 2-pt jump shot from 18 ft,,32,43
143,2,8:18.0,,K. Kuzma makes 2-pt jump shot from 8 ft (assist by L. James),32,45
144,2,8:08.0,Turnover by B. Beal (dbl dribble),,32,45
145,2,7:54.0,,L. James makes 3-pt jump shot from 26 ft (assist by R. Rondo),32,48
146,2,7:42.0,D. Bertāns makes 3-pt jump shot from 29 ft (assist by T. Bryant),,35,48
147,2,7:31.0,,R. Rondo makes 3-pt jump shot from 25 ft,35,51
148,2,7:15.0,I. Smith makes 2-pt jump shot from 16 ft (assist by D. Bertāns),,37,51
149,2,7:03.0,,K. Kuzma makes 2-pt hook shot from 4 ft (assist by L. James),37,53
150,2,6:51.0,I. Smith makes 3-pt jump shot from 25 ft (assist by B. Beal),,40,53
151,2,6:44.0,,Personal foul by J. McRae (drawn by K. Kuzma),40,53
152,2,6:44.0,R. Hachimura enters the game for J. McRae,,40,53
153,2,6:32.0,,L. James makes 3-pt jump shot from 26 ft,40,56
154,2,6:20.0,B. Beal makes 2-pt jump shot from 19 ft (assist by R. Hachimura),,42,56
155,2,6:11.0,,L. James misses 3-pt jump shot from 27 ft,42,56
156,2,6:07.0,Defensive rebound by T. Bryant,,42,56
157,2,5:57.0,I. Smith misses 3-pt jump shot from 27 ft,,42,56
158,2,5:53.0,,Defensive rebound by L. James,42,56
159,2,5:47.0,,Personal foul by R. Hachimura (drawn by L. James),42,56
160,2,5:47.0,,Q. Cook enters the game for L. James,42,56
161,2,5:47.0,,A. Davis enters the game for K. Kuzma,42,56
162,2,5:47.0,,D. Green enters the game for R. Rondo,42,56
163,2,5:44.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft,42,56
164,2,5:42.0,,Offensive rebound by A. Davis,42,56
165,2,5:42.0,,A. Davis misses 2-pt layup from 1 ft,42,56
166,2,5:41.0,,Offensive rebound by A. Davis,42,56
167,2,5:40.0,,A. Davis makes 2-pt layup from 6 ft,42,58
168,2,5:19.0,I. Smith makes 2-pt layup from 2 ft (assist by T. Bryant),,44,58
169,2,5:05.0,,A. Davis makes 2-pt layup from 2 ft,44,60
170,2,5:00.0,Washington full timeout,,44,60
171,2,5:00.0,I. Thomas enters the game for I. Smith,,44,60
172,2,4:42.0,T. Bryant misses 2-pt jump shot from 20 ft,,44,60
173,2,4:40.0,,Defensive rebound by D. Howard,44,60
174,2,4:27.0,,Turnover by D. Howard (out of bounds lost ball),44,60
175,2,4:13.0,T. Bryant misses 2-pt jump shot from 19 ft,,44,60
176,2,4:09.0,,Defensive rebound by K. Caldwell-Pope,44,60
177,2,3:55.0,,Turnover by D. Howard (traveling),44,60
178,2,3:55.0,T. Brown enters the game for D. Bertāns,,44,60
179,2,3:40.0,T. Bryant misses 2-pt jump shot from 20 ft,,44,60
180,2,3:37.0,,Defensive rebound by A. Davis,44,60
181,2,3:19.0,,A. Davis misses 2-pt jump shot from 13 ft,44,60
182,2,3:13.0,,Offensive rebound by D. Howard,44,60
183,2,3:13.0,,D. Howard makes 2-pt layup from 1 ft,44,62
184,2,3:05.0,B. Beal misses 2-pt jump shot from 17 ft,,44,62
185,2,3:02.0,Offensive rebound by B. Beal,,44,62
186,2,3:00.0,B. Beal misses 2-pt jump shot from 14 ft,,44,62
187,2,2:58.0,,Defensive rebound by D. Green,44,62
188,2,2:52.0,,Q. Cook misses 2-pt jump shot from 19 ft,44,62
189,2,2:51.0,,Offensive rebound by Team,44,62
190,2,2:38.0,,Turnover by Q. Cook (bad pass; steal by T. Brown),44,62
191,2,2:26.0,I. Thomas makes 2-pt jump shot from 5 ft,,46,62
192,2,2:11.0,,D. Howard misses 2-pt layup from 4 ft,46,62
193,2,2:09.0,Defensive rebound by T. Brown,,46,62
194,2,2:09.0,,L. James enters the game for Q. Cook,46,62
195,2,1:58.0,T. Brown misses 3-pt jump shot from 24 ft,,46,62
196,2,1:56.0,,Defensive rebound by K. Caldwell-Pope,46,62
197,2,1:54.0,,Shooting foul by I. Thomas (drawn by L. James),46,62
198,2,1:54.0,,L. James misses free throw 1 of 2,46,62
199,2,1:54.0,,Offensive rebound by Team,46,62
200,2,1:54.0,,L. James makes free throw 2 of 2,46,63
201,2,1:41.0,R. Hachimura misses 2-pt layup from 1 ft (block by A. Davis),,46,63
202,2,1:33.0,,Defensive rebound by D. Howard,46,63
203,2,1:31.0,,D. Green makes 3-pt jump shot from 23 ft (assist by L. James),46,66
204,2,1:31.0,Washington full timeout,,46,66
205,2,1:20.0,Shooting foul by K. Caldwell-Pope (drawn by T. Bryant),,46,66
206,2,1:20.0,T. Bryant makes free throw 1 of 2,,47,66
207,2,1:20.0,T. Bryant misses free throw 2 of 2,,47,66
208,2,1:18.0,,Defensive rebound by K. Caldwell-Pope,47,66
209,2,1:05.0,,D. Howard makes 2-pt dunk from 1 ft (assist by L. James),47,68
210,2,0:54.0,B. Beal misses 3-pt jump shot from 26 ft,,47,68
211,2,0:51.0,,Defensive rebound by L. James,47,68
212,2,0:49.0,,D. Green makes 2-pt layup from 1 ft (assist by L. James),47,70
213,2,0:40.0,I. Thomas makes 2-pt jump shot from 17 ft (assist by T. Bryant),,49,70
214,2,0:29.0,,L. James misses 2-pt layup from 2 ft (block by T. Brown),49,70
215,2,0:26.0,Defensive rebound by T. Bryant,,49,70
216,2,0:17.0,Offensive foul by T. Brown (drawn by K. Caldwell-Pope),,49,70
217,2,0:17.0,Turnover by T. Brown (offensive foul),,49,70
218,2,0:04.0,,L. James misses 3-pt jump shot from 28 ft,49,70
219,2,0:02.0,Defensive rebound by R. Hachimura,,49,70
220,2,0:00.0,R. Hachimura misses 3-pt jump shot from 54 ft,,49,70
221,2,0:00.0,Offensive rebound by Team,,49,70
222,3,11:50.0,,J. McGee misses 2-pt dunk from 2 ft,49,70
223,3,11:48.0,,Offensive rebound by A. Davis,49,70
224,3,11:45.0,,J. McGee makes 2-pt dunk from 2 ft (assist by K. Caldwell-Pope),49,72
225,3,11:30.0,Shooting foul by L. James (drawn by B. Beal),,49,72
226,3,11:30.0,B. Beal makes free throw 1 of 2,,50,72
227,3,11:30.0,B. Beal makes free throw 2 of 2,,51,72
228,3,11:11.0,,J. McGee makes 2-pt layup from 1 ft (assist by L. James),51,74
229,3,10:58.0,Turnover by B. Beal (step out of bounds),,51,74
230,3,10:51.0,,A. Davis misses 3-pt jump shot from 27 ft,51,74
231,3,10:48.0,Defensive rebound by T. Brown,,51,74
232,3,10:43.0,T. Bryant misses 2-pt jump shot from 15 ft,,51,74
233,3,10:40.0,,Defensive rebound by A. Davis,51,74
234,3,10:36.0,,Shooting foul by R. Hachimura (drawn by A. Davis),51,74
235,3,10:36.0,,A. Davis makes free throw 1 of 2,51,75
236,3,10:36.0,,A. Davis misses free throw 2 of 2,51,75
237,3,10:33.0,Defensive rebound by T. Bryant,,51,75
238,3,10:27.0,R. Hachimura misses 3-pt jump shot from 22 ft,,51,75
239,3,10:24.0,,Defensive rebound by D. Green,51,75
240,3,10:14.0,,J. McGee misses 2-pt hook shot from 8 ft,51,75
241,3,10:09.0,Defensive rebound by R. Hachimura,,51,75
242,3,9:59.0,T. Brown misses 2-pt jump shot from 16 ft,,51,75
243,3,9:56.0,,Defensive rebound by J. McGee,51,75
244,3,9:52.0,,D. Green makes 3-pt jump shot from 25 ft (assist by L. James),51,78
245,3,9:51.0,Washington full timeout,,51,78
246,3,9:25.0,B. Beal misses 3-pt jump shot from 27 ft,,51,78
247,3,9:23.0,,Defensive rebound by J. McGee,51,78
248,3,9:21.0,,A. Davis makes 2-pt layup from 2 ft (assist by L. James),51,80
249,3,9:21.0,,Shooting foul by B. Beal (drawn by A. Davis),51,80
250,3,9:21.0,,A. Davis makes free throw 1 of 1,51,81
251,3,9:12.0,B. Beal misses 3-pt jump shot from 25 ft,,51,81
252,3,9:09.0,,Defensive rebound by A. Davis,51,81
253,3,8:59.0,,L. James makes 3-pt jump shot from 28 ft (assist by A. Davis),51,84
254,3,8:41.0,Personal foul by J. McGee (drawn by I. Thomas),,51,84
255,3,8:36.0,Personal foul by J. McGee (drawn by I. Thomas),,51,84
256,3,8:28.0,Turnover by I. Thomas (bad pass; steal by L. James),,51,84
257,3,8:24.0,,L. James makes 2-pt dunk from 3 ft,51,86
258,3,8:17.0,B. Beal misses 3-pt jump shot from 24 ft,,51,86
259,3,8:13.0,Offensive rebound by R. Hachimura,,51,86
260,3,8:11.0,Turnover by R. Hachimura (traveling),,51,86
261,3,7:50.0,,L. James makes 2-pt jump shot from 16 ft,51,88
262,3,7:36.0,T. Brown misses 2-pt layup from 2 ft (block by L. James),,51,88
263,3,7:32.0,Offensive rebound by T. Brown,,51,88
264,3,7:23.0,R. Hachimura misses 2-pt jump shot from 10 ft,,51,88
265,3,7:21.0,,Defensive rebound by A. Davis,51,88
266,3,7:17.0,,D. Green misses 3-pt jump shot from 26 ft,51,88
267,3,7:15.0,,Offensive rebound by J. McGee,51,88
268,3,7:15.0,,Shooting foul by T. Bryant (drawn by J. McGee),51,88
269,3,7:15.0,,J. McGee makes free throw 1 of 2,51,89
270,3,7:15.0,D. Bertāns enters the game for T. Brown,,51,89
271,3,7:15.0,M. Wagner enters the game for T. Bryant,,51,89
272,3,7:15.0,Washington full timeout,,51,89
273,3,7:15.0,,J. McGee makes free throw 2 of 2,51,90
274,3,7:02.0,R. Hachimura makes 2-pt jump shot from 15 ft (assist by B. Beal),,53,90
275,3,6:49.0,,K. Caldwell-Pope misses 3-pt jump shot from 28 ft,53,90
276,3,6:46.0,Defensive rebound by R. Hachimura,,53,90
277,3,6:32.0,R. Hachimura makes 2-pt jump shot from 16 ft (assist by B. Beal),,55,90
278,3,6:20.0,,Turnover by L. James (bad pass; steal by B. Beal),55,90
279,3,6:15.0,R. Hachimura makes 2-pt layup from 3 ft (assist by B. Beal),,57,90
280,3,6:02.0,,J. McGee makes 2-pt dunk from 3 ft (assist by A. Davis),57,92
281,3,5:43.0,R. Hachimura misses 2-pt jump shot from 12 ft,,57,92
282,3,5:41.0,,Defensive rebound by A. Davis,57,92
283,3,5:36.0,,Shooting foul by I. Thomas (drawn by J. McGee),57,92
284,3,5:36.0,,J. McGee makes free throw 1 of 2,57,93
285,3,5:36.0,,J. McGee misses free throw 2 of 2,57,93
286,3,5:34.0,Defensive rebound by D. Bertāns,,57,93
287,3,5:23.0,Personal foul by D. Green (drawn by B. Beal),,57,93
288,3,5:17.0,B. Beal makes 2-pt layup from 2 ft,,59,93
289,3,5:14.0,,Turnover by L. James (out of bounds lost ball),59,93
290,3,5:05.0,Shooting foul by D. Green (drawn by R. Hachimura),,59,93
291,3,5:05.0,R. Hachimura makes free throw 1 of 2,,60,93
292,3,5:05.0,R. Hachimura makes free throw 2 of 2,,61,93
293,3,4:52.0,,A. Davis misses 2-pt jump shot from 11 ft,61,93
294,3,4:50.0,Defensive rebound by B. Beal,,61,93
295,3,4:43.0,D. Bertāns makes 3-pt jump shot from 24 ft (assist by B. Beal),,64,93
296,3,4:20.0,,L. James misses 3-pt jump shot from 29 ft,64,93
297,3,4:20.0,,Offensive rebound by Team,64,93
298,3,4:20.0,Loose ball foul by M. Wagner (drawn by J. McGee),,64,93
299,3,4:20.0,,J. McGee makes free throw 1 of 2,64,94
300,3,4:20.0,,A. Caruso enters the game for D. Green,64,94
301,3,4:20.0,,Q. Cook enters the game for L. James,64,94
302,3,4:20.0,,J. McGee makes free throw 2 of 2,64,95
303,3,4:16.0,Shooting foul by K. Caldwell-Pope (drawn by B. Beal),,64,95
304,3,4:16.0,B. Beal makes free throw 1 of 2,,65,95
305,3,4:16.0,,K. Kuzma enters the game for J. McGee,65,95
306,3,4:16.0,B. Beal makes free throw 2 of 2,,66,95
307,3,4:06.0,,A. Davis misses 2-pt jump shot from 15 ft,66,95
308,3,4:03.0,Defensive rebound by B. Beal,,66,95
309,3,3:53.0,M. Wagner misses 3-pt jump shot from 24 ft,,66,95
310,3,3:51.0,Offensive rebound by Team,,66,95
311,3,3:47.0,I. Thomas makes 3-pt jump shot from 23 ft (assist by D. Bertāns),,69,95
312,3,3:32.0,,Q. Cook makes 3-pt jump shot from 26 ft (assist by A. Caruso),69,98
313,3,3:20.0,M. Wagner misses 2-pt layup from 1 ft,,69,98
314,3,3:17.0,,Defensive rebound by A. Davis,69,98
315,3,3:13.0,,Personal foul by I. Thomas (drawn by A. Davis),69,98
316,3,3:13.0,,A. Davis misses free throw 1 of 2,69,98
317,3,3:13.0,,Offensive rebound by Team,69,98
318,3,3:13.0,I. Smith enters the game for I. Thomas,,69,98
319,3,3:13.0,,A. Davis makes free throw 2 of 2,69,99
320,3,2:53.0,Shooting foul by A. Davis (drawn by M. Wagner),,69,99
321,3,2:53.0,M. Wagner makes free throw 1 of 2,,70,99
322,3,2:53.0,M. Wagner makes free throw 2 of 2,,71,99
323,3,2:42.0,,A. Davis makes 2-pt jump shot from 20 ft (assist by Q. Cook),71,101
324,3,2:23.0,Shooting foul by K. Caldwell-Pope (drawn by B. Beal),,71,101
325,3,2:23.0,B. Beal makes free throw 1 of 2,,72,101
326,3,2:23.0,,D. Howard enters the game for A. Davis,72,101
327,3,2:23.0,B. Beal makes free throw 2 of 2,,73,101
328,3,2:14.0,,Q. Cook makes 3-pt jump shot from 27 ft,73,104
329,3,2:01.0,B. Beal makes 3-pt jump shot from 27 ft (assist by I. Smith),,76,104
330,3,1:52.0,,Personal foul by I. Smith (drawn by A. Caruso),76,104
331,3,1:52.0,,A. Caruso misses free throw 1 of 2,76,104
332,3,1:52.0,,Offensive rebound by Team,76,104
333,3,1:52.0,J. McRae enters the game for R. Hachimura,,76,104
334,3,1:52.0,,J. Dudley enters the game for K. Caldwell-Pope,76,104
335,3,1:52.0,,A. Caruso makes free throw 2 of 2,76,105
336,3,1:29.0,B. Beal makes 3-pt jump shot from 27 ft (assist by J. McRae),,79,105
337,3,1:19.0,,K. Kuzma misses 2-pt jump shot from 22 ft,79,105
338,3,1:17.0,Defensive rebound by M. Wagner,,79,105
339,3,0:55.0,M. Wagner misses 3-pt jump shot from 27 ft,,79,105
340,3,0:55.0,Offensive rebound by Team,,79,105
341,3,0:55.0,Turnover by Team (shot clock),,79,105
342,3,0:42.0,,K. Kuzma misses 2-pt jump shot from 13 ft,79,105
343,3,0:38.0,Defensive rebound by I. Smith,,79,105
344,3,0:34.0,B. Beal misses 3-pt jump shot from 30 ft,,79,105
345,3,0:34.0,,Defensive rebound by D. Howard,79,105
346,3,0:19.0,,Turnover by A. Caruso (lost ball; steal by I. Smith),79,105
347,3,0:14.0,I. Smith misses 2-pt layup from 2 ft,,79,105
348,3,0:14.0,,Defensive rebound by K. Kuzma,79,105
349,3,0:12.0,,Turnover by K. Kuzma (lost ball; steal by M. Wagner),79,105
350,3,0:10.0,Turnover by M. Wagner (lost ball; steal by J. Dudley),,79,105
351,3,0:00.0,,Q. Cook misses 2-pt layup from 2 ft,79,105
352,3,0:00.0,Defensive rebound by J. McRae,,79,105
353,4,11:47.0,M. Wagner misses 2-pt layup from 1 ft,,79,105
354,4,11:44.0,,Defensive rebound by Q. Cook,79,105
355,4,11:33.0,,A. Caruso misses 3-pt jump shot from 27 ft,79,105
356,4,11:30.0,Defensive rebound by M. Wagner,,79,105
357,4,11:18.0,I. Smith misses 2-pt jump shot from 13 ft,,79,105
358,4,11:17.0,,Defensive rebound by A. Caruso,79,105
359,4,11:17.0,,Personal foul by M. Wagner (drawn by A. Caruso),79,105
360,4,11:04.0,,K. Kuzma misses 2-pt jump shot from 18 ft,79,105
361,4,11:00.0,Defensive rebound by J. McRae,,79,105
362,4,10:51.0,I. Smith makes 2-pt layup from 2 ft (assist by J. McRae),,81,105
363,4,10:26.0,,Turnover by Team (shot clock),81,105
364,4,10:26.0,,T. Daniels enters the game for K. Kuzma,81,105
365,4,10:14.0,Turnover by D. Bertāns (bad pass; steal by D. Howard),,81,105
366,4,10:14.0,,Personal take foul by D. Bertāns (drawn by D. Howard),81,105
367,4,10:03.0,,Q. Cook makes 2-pt jump shot from 20 ft (assist by J. Dudley),81,107
368,4,9:48.0,M. Wagner misses 3-pt jump shot from 26 ft,,81,107
369,4,9:45.0,,Defensive rebound by Team,81,107
370,4,9:34.0,,Q. Cook misses 2-pt jump shot from 5 ft,81,107
371,4,9:34.0,Defensive rebound by Team,,81,107
372,4,9:34.0,,Loose ball foul by D. Howard (drawn by I. Bonga),81,107
373,4,9:24.0,J. McRae makes 2-pt jump shot from 19 ft,,83,107
374,4,9:15.0,,Shooting foul by M. Wagner (drawn by A. Caruso),83,107
375,4,9:15.0,Washington full timeout,,83,107
376,4,9:15.0,Instant Replay (Challenge: Stands),,83,107
377,4,9:15.0,,A. Caruso misses free throw 1 of 2,83,107
378,4,9:15.0,,Offensive rebound by Team,83,107
379,4,9:15.0,,A. Caruso makes free throw 2 of 2,83,108
380,4,9:04.0,Personal foul by D. Howard (drawn by J. McRae),,83,108
381,4,8:52.0,I. Bonga misses 3-pt jump shot from 23 ft,,83,108
382,4,8:50.0,,Defensive rebound by A. Caruso,83,108
383,4,8:30.0,,J. Dudley misses 3-pt jump shot from 27 ft,83,108
384,4,8:28.0,,Offensive rebound by D. Howard,83,108
385,4,8:28.0,,Flagrant foul type 1 by D. Bertāns (drawn by D. Howard),83,108
