,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PORTLAND_ACTION,ORLANDO_SCORE,PORTLAND_SCORE
87,1,3:36.0,,G. Trent enters the game for C. McCollum,9,21
88,1,3:26.0,N. Vučević misses 2-pt jump shot from 13 ft,,9,21
89,1,3:24.0,,Defensive rebound by H. Whiteside,9,21
90,1,3:13.0,,Turnover by H. Whiteside (lost ball; steal by N. Vučević),9,21
91,1,3:05.0,N. Vučević misses 2-pt jump shot from 19 ft,,9,21
92,1,3:02.0,,Defensive rebound by A. Simons,9,21
93,1,2:50.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by A. Tolliver),9,24
94,1,2:39.0,Personal foul by A. Tolliver (drawn by J. Isaac),,9,24
95,1,2:39.0,M. Bamba enters the game for N. Vučević,,9,24
96,1,2:30.0,Turnover by J. Isaac (traveling),,9,24
97,1,2:13.0,,H. Whiteside misses 2-pt hook shot from 4 ft,9,24
98,1,2:11.0,Defensive rebound by M. Carter-Williams,,9,24
99,1,1:59.0,M. Carter-Williams misses 2-pt layup from 2 ft (block by H. Whiteside),,9,24
100,1,1:59.0,,Defensive rebound by H. Whiteside,9,24
101,1,1:52.0,,A. Simons misses 3-pt jump shot from 25 ft,9,24
102,1,1:49.0,Defensive rebound by J. Isaac,,9,24
103,1,1:39.0,D. Augustin makes 2-pt jump shot from 11 ft,,11,24
104,1,1:28.0,,D. Lillard makes 3-pt jump shot from 26 ft,11,27
105,1,1:17.0,D. Augustin misses 2-pt layup from 3 ft,,11,27
106,1,1:15.0,Offensive rebound by M. Bamba,,11,27
107,1,1:14.0,D. Augustin misses 3-pt jump shot from 22 ft,,11,27
108,1,1:10.0,,Defensive rebound by D. Lillard,11,27
109,1,1:06.0,,Turnover by D. Lillard (bad pass; steal by J. Isaac),11,27
110,1,1:02.0,Offensive foul by J. Isaac (drawn by A. Tolliver),,11,27
111,1,1:02.0,Turnover by J. Isaac (offensive foul),,11,27
112,1,1:02.0,,S. Labissière enters the game for H. Whiteside,11,27
113,1,1:02.0,Orlando full timeout,,11,27
114,1,1:02.0,,H. Whiteside enters the game for S. Labissière,11,27
115,1,1:02.0,Instant Replay (Challenge: Ruling Stands),,11,27
116,1,1:02.0,A. Gordon enters the game for J. Isaac,,11,27
117,1,1:02.0,,S. Labissière enters the game for H. Whiteside,11,27
118,1,0:50.0,,Shooting foul by T. Ross (drawn by S. Labissière),11,27
119,1,0:50.0,,S. Labissière makes free throw 1 of 2,11,28
120,1,0:50.0,,S. Labissière makes free throw 2 of 2,11,29
121,1,0:32.0,Turnover by M. Carter-Williams (bad pass; steal by A. Tolliver),,11,29
122,1,0:26.0,,S. Labissière makes 2-pt dunk from 1 ft (assist by D. Lillard),11,31
123,1,0:09.0,Personal foul by A. Simons (drawn by D. Augustin),,11,31
124,1,0:03.0,D. Augustin misses 2-pt jump shot from 8 ft,,11,31
125,1,0:02.0,Offensive rebound by M. Bamba,,11,31
126,1,0:02.0,M. Bamba makes 2-pt layup at rim,,13,31
127,1,0:00.0,,A. Simons misses 3-pt jump shot from 42 ft,13,31
128,1,0:00.0,,Offensive rebound by Team,13,31
129,2,11:47.0,T. Ross misses 3-pt jump shot from 25 ft,,13,31
130,2,11:45.0,Offensive rebound by Team,,13,31
131,2,11:45.0,,Loose ball foul by G. Trent (drawn by A. Gordon),13,31
132,2,11:34.0,T. Ross makes 3-pt jump shot from 25 ft (assist by A. Gordon),,16,31
133,2,11:18.0,,A. Tolliver misses 3-pt jump shot from 24 ft,16,31
134,2,11:15.0,Defensive rebound by M. Carter-Williams,,16,31
135,2,11:12.0,A. Gordon makes 2-pt dunk from 1 ft (assist by M. Carter-Williams),,18,31
136,2,11:02.0,,C. McCollum misses 3-pt jump shot from 26 ft,18,31
137,2,11:01.0,,Offensive rebound by S. Labissière,18,31
138,2,10:56.0,,S. Labissière makes 2-pt hook shot from 5 ft,18,33
139,2,10:44.0,Shooting foul by G. Trent (drawn by T. Ross),,18,33
140,2,10:44.0,T. Ross misses free throw 1 of 3,,18,33
141,2,10:44.0,Offensive rebound by Team,,18,33
142,2,10:44.0,T. Ross makes free throw 2 of 3,,19,33
143,2,10:44.0,T. Ross makes free throw 3 of 3,,20,33
144,2,10:30.0,,S. Labissière misses 2-pt jump shot from 8 ft,20,33
145,2,10:26.0,Defensive rebound by M. Bamba,,20,33
146,2,10:16.0,M. Carter-Williams misses 2-pt jump shot from 14 ft,,20,33
147,2,10:16.0,Offensive rebound by Team,,20,33
148,2,10:16.0,,Loose ball foul by A. Tolliver (drawn by A. Gordon),20,33
149,2,10:04.0,A. Gordon misses 2-pt layup from 4 ft,,20,33
150,2,10:04.0,Offensive rebound by A. Gordon,,20,33
151,2,10:04.0,A. Gordon misses 2-pt layup from 1 ft,,20,33
152,2,10:04.0,Offensive rebound by A. Gordon,,20,33
153,2,10:04.0,A. Gordon misses 2-pt layup from 1 ft,,20,33
154,2,10:04.0,Offensive rebound by A. Gordon,,20,33
155,2,10:03.0,A. Gordon makes 2-pt layup at rim,,22,33
156,2,10:03.0,Shooting foul by A. Tolliver (drawn by A. Gordon),,22,33
157,2,10:03.0,A. Gordon misses free throw 1 of 1,,22,33
158,2,10:01.0,,Defensive rebound by S. Labissière,22,33
159,2,9:52.0,,A. Simons misses 2-pt jump shot from 15 ft,22,33
160,2,9:50.0,Defensive rebound by M. Bamba,,22,33
161,2,9:31.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by M. Bamba),,25,33
162,2,9:15.0,,Turnover by A. Tolliver (traveling),25,33
163,2,9:00.0,T. Ross makes 2-pt jump shot from 16 ft,,27,33
164,2,8:59.0,,Portland full timeout,27,33
165,2,8:59.0,,C. Anthony enters the game for A. Tolliver,27,33
166,2,8:44.0,,C. McCollum misses 2-pt jump shot from 6 ft,27,33
167,2,8:38.0,,Offensive rebound by S. Labissière,27,33
168,2,8:38.0,,S. Labissière misses 2-pt layup from 1 ft,27,33
169,2,8:38.0,Defensive rebound by A. Gordon,,27,33
170,2,8:33.0,D. Augustin misses 3-pt jump shot from 27 ft,,27,33
171,2,8:31.0,,Defensive rebound by G. Trent,27,33
172,2,8:12.0,,C. Anthony misses 3-pt jump shot from 24 ft,27,33
173,2,8:09.0,,Offensive rebound by A. Simons,27,33
174,2,8:04.0,,A. Simons makes 2-pt jump shot from 20 ft,27,35
175,2,7:59.0,Orlando full timeout,,27,35
176,2,7:59.0,E. Fournier enters the game for D. Augustin,,27,35
177,2,7:59.0,,K. Bazemore enters the game for C. Anthony,27,35
178,2,7:59.0,,H. Whiteside enters the game for G. Trent,27,35
179,2,7:51.0,T. Ross misses 2-pt layup from 2 ft,,27,35
180,2,7:46.0,Offensive rebound by M. Bamba,,27,35
181,2,7:46.0,M. Bamba misses 2-pt layup at rim,,27,35
182,2,7:46.0,,Defensive rebound by H. Whiteside,27,35
183,2,7:33.0,,Shooting foul by A. Gordon (drawn by H. Whiteside),27,35
184,2,7:33.0,,H. Whiteside makes free throw 1 of 2,27,36
185,2,7:33.0,N. Vučević enters the game for M. Bamba,,27,36
186,2,7:33.0,,H. Whiteside makes free throw 2 of 2,27,37
187,2,7:13.0,N. Vučević misses 3-pt jump shot from 25 ft,,27,37
188,2,7:11.0,,Defensive rebound by K. Bazemore,27,37
189,2,7:06.0,,K. Bazemore makes 2-pt layup from 2 ft,27,39
190,2,7:06.0,,Shooting foul by T. Ross (drawn by K. Bazemore),27,39
191,2,7:06.0,D. Augustin enters the game for M. Carter-Williams,,27,39
192,2,7:06.0,J. Isaac enters the game for A. Gordon,,27,39
193,2,7:06.0,,K. Bazemore makes free throw 1 of 1,27,40
194,2,6:53.0,D. Augustin misses 2-pt jump shot from 8 ft,,27,40
195,2,6:47.0,,Defensive rebound by S. Labissière,27,40
196,2,6:45.0,,C. McCollum misses 3-pt jump shot from 26 ft,27,40
197,2,6:43.0,,Offensive rebound by A. Simons,27,40
198,2,6:35.0,,C. McCollum misses 2-pt layup from 2 ft (block by J. Isaac),27,40
199,2,6:31.0,Defensive rebound by E. Fournier,,27,40
200,2,6:28.0,E. Fournier makes 2-pt layup from 1 ft,,29,40
201,2,6:16.0,,A. Simons makes 2-pt jump shot from 20 ft,29,42
202,2,5:53.0,N. Vučević makes 2-pt hook shot from 4 ft (assist by E. Fournier),,31,42
203,2,5:53.0,,Violation by Team (def goaltending),31,42
204,2,5:36.0,,H. Whiteside makes 2-pt jump shot from 4 ft (assist by S. Labissière),31,44
205,2,5:16.0,E. Fournier misses 3-pt jump shot from 23 ft,,31,44
206,2,5:14.0,Offensive rebound by Team,,31,44
207,2,5:14.0,,Loose ball foul by S. Labissière (drawn by J. Isaac),31,44
208,2,5:14.0,J. Isaac misses free throw 1 of 2,,31,44
209,2,5:14.0,Offensive rebound by Team,,31,44
210,2,5:14.0,M. Fultz enters the game for T. Ross,,31,44
211,2,5:14.0,,D. Lillard enters the game for C. McCollum,31,44
212,2,5:14.0,J. Isaac makes free throw 2 of 2,,32,44
213,2,4:51.0,,Turnover by K. Bazemore (bad pass; steal by E. Fournier),32,44
214,2,4:49.0,E. Fournier misses 2-pt dunk from 1 ft (block by K. Bazemore),,32,44
215,2,4:45.0,,Defensive rebound by A. Simons,32,44
216,2,4:43.0,,Turnover by S. Labissière (bad pass),32,44
217,2,4:31.0,E. Fournier makes 2-pt jump shot from 19 ft,,34,44
218,2,4:17.0,,D. Lillard misses 3-pt jump shot from 29 ft,34,44
219,2,4:13.0,Defensive rebound by N. Vučević,,34,44
220,2,4:06.0,E. Fournier makes 2-pt jump shot from 18 ft,,36,44
221,2,3:44.0,,Turnover by D. Lillard (lost ball; steal by M. Fultz),36,44
222,2,3:39.0,E. Fournier misses 2-pt layup from 2 ft,,36,44
223,2,3:37.0,,Defensive rebound by A. Simons,36,44
224,2,3:33.0,,A. Simons makes 2-pt jump shot from 16 ft,36,46
225,2,3:20.0,E. Fournier misses 2-pt layup from 1 ft (block by H. Whiteside),,36,46
226,2,3:18.0,,Defensive rebound by A. Simons,36,46
227,2,3:13.0,,D. Lillard makes 3-pt jump shot from 28 ft (assist by A. Simons),36,49
228,2,3:03.0,Orlando full timeout,,36,49
229,2,3:03.0,A. Gordon enters the game for J. Isaac,,36,49
230,2,3:03.0,,M. Hezonja enters the game for S. Labissière,36,49
231,2,3:03.0,,C. McCollum enters the game for A. Simons,36,49
232,2,2:52.0,D. Augustin makes 2-pt layup at rim,,38,49
233,2,2:39.0,,Personal foul by M. Fultz (drawn by D. Lillard),38,49
234,2,2:26.0,,M. Hezonja misses 3-pt jump shot from 23 ft,38,49
235,2,2:24.0,Defensive rebound by M. Fultz,,38,49
236,2,2:10.0,N. Vučević misses 2-pt hook shot from 9 ft,,38,49
237,2,2:09.0,,Defensive rebound by H. Whiteside,38,49
238,2,2:01.0,,C. McCollum makes 2-pt jump shot from 9 ft,38,51
239,2,1:43.0,E. Fournier misses 2-pt layup from 2 ft,,38,51
240,2,1:40.0,,Defensive rebound by K. Bazemore,38,51
241,2,1:33.0,,K. Bazemore makes 2-pt layup from 1 ft,38,53
242,2,1:21.0,Personal foul by M. Hezonja (drawn by A. Gordon),,38,53
243,2,1:21.0,A. Gordon makes free throw 1 of 2,,39,53
244,2,1:21.0,W. Iwundu enters the game for M. Fultz,,39,53
245,2,1:21.0,A. Gordon makes free throw 2 of 2,,40,53
246,2,1:04.0,,D. Lillard makes 2-pt layup from 1 ft,40,55
247,2,0:52.0,D. Augustin makes 2-pt layup from 2 ft,,42,55
248,2,0:33.0,,D. Lillard makes 2-pt jump shot from 16 ft,42,57
249,2,0:12.0,N. Vučević makes 2-pt layup from 1 ft (assist by D. Augustin),,44,57
250,2,0:00.0,,Turnover by D. Lillard (bad pass; steal by N. Vučević),44,57
251,2,0:00.0,D. Augustin misses 3-pt jump shot from 48 ft,,44,57
252,2,0:00.0,Offensive rebound by Team,,44,57
253,3,11:46.0,E. Fournier makes 2-pt jump shot from 16 ft,,46,57
254,3,11:24.0,,D. Lillard makes 2-pt jump shot from 20 ft (assist by H. Whiteside),46,59
255,3,11:12.0,M. Fultz makes 2-pt jump shot from 9 ft (assist by A. Gordon),,48,59
256,3,10:58.0,,Offensive foul by H. Whiteside (drawn by E. Fournier),48,59
257,3,10:58.0,,Turnover by H. Whiteside (offensive foul),48,59
258,3,10:52.0,Personal foul by D. Lillard (drawn by M. Fultz),,48,59
259,3,10:44.0,M. Fultz misses 2-pt jump shot from 16 ft (block by H. Whiteside),,48,59
260,3,10:40.0,,Defensive rebound by C. McCollum,48,59
261,3,10:32.0,,H. Whiteside misses 2-pt jump shot from 8 ft (block by N. Vučević),48,59
262,3,10:29.0,Defensive rebound by A. Gordon,,48,59
263,3,10:22.0,N. Vučević makes 2-pt hook shot from 9 ft (assist by E. Fournier),,50,59
264,3,10:03.0,,D. Lillard makes 3-pt jump shot from 25 ft,50,62
265,3,9:51.0,N. Vučević misses 3-pt jump shot from 26 ft,,50,62
266,3,9:49.0,,Defensive rebound by H. Whiteside,50,62
267,3,9:40.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),50,65
268,3,9:22.0,N. Vučević makes 2-pt hook shot from 10 ft (assist by E. Fournier),,52,65
269,3,9:11.0,,D. Lillard makes 3-pt jump shot from 26 ft,52,68
270,3,8:56.0,Shooting foul by H. Whiteside (drawn by N. Vučević),,52,68
271,3,8:56.0,N. Vučević misses free throw 1 of 2,,52,68
272,3,8:56.0,Offensive rebound by Team,,52,68
273,3,8:56.0,Violation by Team (delay of game),,52,68
274,3,8:56.0,N. Vučević misses free throw 2 of 2,,52,68
275,3,8:56.0,Offensive rebound by J. Isaac,,52,68
276,3,8:56.0,J. Isaac misses 2-pt jump shot from 7 ft,,52,68
277,3,8:56.0,,Defensive rebound by H. Whiteside,52,68
278,3,8:44.0,,Turnover by D. Lillard (bad pass; steal by J. Isaac),52,68
279,3,8:32.0,Shooting foul by K. Bazemore (drawn by E. Fournier),,52,68
280,3,8:32.0,E. Fournier misses free throw 1 of 2,,52,68
281,3,8:32.0,Offensive rebound by Team,,52,68
282,3,8:32.0,E. Fournier makes free throw 2 of 2,,53,68
283,3,8:22.0,,D. Lillard misses 3-pt jump shot from 25 ft,53,68
284,3,8:20.0,Defensive rebound by A. Gordon,,53,68
285,3,8:16.0,Shooting foul by A. Tolliver (drawn by N. Vučević),,53,68
286,3,8:16.0,N. Vučević makes free throw 1 of 2,,54,68
287,3,8:16.0,,S. Labissière enters the game for A. Tolliver,54,68
288,3,8:16.0,N. Vučević makes free throw 2 of 2,,55,68
289,3,7:56.0,,D. Lillard makes 3-pt jump shot from 29 ft (assist by S. Labissière),55,71
290,3,7:54.0,Orlando full timeout,,55,71
291,3,7:43.0,Shooting foul by S. Labissière (drawn by J. Isaac),,55,71
292,3,7:43.0,J. Isaac makes free throw 1 of 2,,56,71
293,3,7:43.0,J. Isaac makes free throw 2 of 2,,57,71
294,3,7:28.0,,Offensive foul by H. Whiteside (drawn by N. Vučević),57,71
295,3,7:28.0,,Turnover by H. Whiteside (offensive foul),57,71
296,3,7:19.0,J. Isaac makes 2-pt dunk from 1 ft (assist by M. Fultz),,59,71
297,3,7:07.0,,D. Lillard makes 3-pt jump shot from 29 ft (assist by C. McCollum),59,74
298,3,6:52.0,J. Isaac makes 2-pt jump shot from 19 ft (assist by M. Fultz),,61,74
299,3,6:42.0,,Turnover by C. McCollum (bad pass; steal by N. Vučević),61,74
300,3,6:37.0,J. Isaac makes 3-pt jump shot from 26 ft (assist by A. Gordon),,64,74
301,3,6:21.0,,Shooting foul by A. Gordon (drawn by S. Labissière),64,74
302,3,6:21.0,,S. Labissière makes free throw 1 of 2,64,75
303,3,6:21.0,T. Ross enters the game for A. Gordon,,64,75
304,3,6:21.0,,S. Labissière makes free throw 2 of 2,64,76
305,3,6:10.0,T. Ross misses 3-pt jump shot from 23 ft,,64,76
306,3,6:07.0,,Defensive rebound by C. McCollum,64,76
307,3,6:03.0,,C. McCollum makes 2-pt layup from 2 ft,64,78
308,3,6:03.0,,Shooting foul by E. Fournier (drawn by C. McCollum),64,78
309,3,6:03.0,,C. McCollum makes free throw 1 of 1,64,79
310,3,5:49.0,E. Fournier makes 2-pt jump shot from 5 ft,,66,79
311,3,5:34.0,,Personal foul by M. Fultz (drawn by C. McCollum),66,79
312,3,5:34.0,,G. Trent enters the game for K. Bazemore,66,79
313,3,5:29.0,,C. McCollum makes 2-pt jump shot from 18 ft,66,81
314,3,5:13.0,E. Fournier misses 3-pt jump shot from 25 ft,,66,81
315,3,5:10.0,,Defensive rebound by S. Labissière,66,81
316,3,4:51.0,,Turnover by C. McCollum (bad pass; steal by J. Isaac),66,81
317,3,4:43.0,T. Ross misses 3-pt jump shot from 27 ft,,66,81
318,3,4:42.0,Offensive rebound by Team,,66,81
319,3,4:42.0,D. Augustin enters the game for E. Fournier,,66,81
320,3,4:42.0,W. Iwundu enters the game for M. Fultz,,66,81
321,3,4:42.0,,M. Hezonja enters the game for S. Labissière,66,81
322,3,4:42.0,Away from play foul by M. Hezonja (drawn by D. Augustin),,66,81
323,3,4:42.0,D. Augustin misses free throw 1 of 1,,66,81
324,3,4:42.0,Offensive rebound by Team,,66,81
325,3,4:33.0,D. Augustin misses 3-pt jump shot from 24 ft,,66,81
326,3,4:31.0,,Defensive rebound by C. McCollum,66,81
327,3,4:22.0,,C. McCollum makes 2-pt layup at rim,66,83
328,3,4:11.0,T. Ross misses 3-pt jump shot from 25 ft,,66,83
329,3,4:09.0,,Defensive rebound by C. McCollum,66,83
330,3,4:02.0,,H. Whiteside makes 2-pt jump shot from 17 ft (assist by C. McCollum),66,85
331,3,3:46.0,N. Vučević makes 2-pt hook shot from 2 ft (assist by W. Iwundu),,68,85
332,3,3:28.0,,C. McCollum misses 3-pt jump shot from 26 ft,68,85
333,3,3:26.0,Defensive rebound by J. Isaac,,68,85
334,3,3:17.0,J. Isaac misses 2-pt jump shot from 6 ft,,68,85
335,3,3:14.0,,Defensive rebound by H. Whiteside,68,85
336,3,3:11.0,,D. Lillard misses 3-pt jump shot from 32 ft,68,85
337,3,3:07.0,Defensive rebound by N. Vučević,,68,85
338,3,2:59.0,Personal foul by M. Hezonja (drawn by N. Vučević),,68,85
339,3,2:59.0,,Portland full timeout,68,85
340,3,2:59.0,A. Gordon enters the game for J. Isaac,,68,85
341,3,2:59.0,,S. Labissière enters the game for C. McCollum,68,85
342,3,2:59.0,,A. Simons enters the game for H. Whiteside,68,85
343,3,2:59.0,N. Vučević makes free throw 1 of 2,,69,85
344,3,2:59.0,N. Vučević makes free throw 2 of 2,,70,85
345,3,2:46.0,,G. Trent makes 3-pt jump shot from 24 ft (assist by D. Lillard),70,88
346,3,2:22.0,T. Ross makes 2-pt layup from 1 ft,,72,88
347,3,2:05.0,,G. Trent misses 2-pt jump shot from 8 ft,72,88
348,3,2:02.0,Defensive rebound by N. Vučević,,72,88
349,3,1:54.0,T. Ross misses 3-pt jump shot from 26 ft (block by S. Labissière),,72,88
350,3,1:51.0,Offensive rebound by T. Ross,,72,88
351,3,1:51.0,Turnover by T. Ross (bad pass),,72,88
352,3,1:51.0,M. Bamba enters the game for N. Vučević,,72,88
353,3,1:37.0,,Turnover by A. Simons (bad pass; steal by T. Ross),72,88
354,3,1:31.0,T. Ross misses 2-pt jump shot from 23 ft,,72,88
355,3,1:25.0,,Defensive rebound by S. Labissière,72,88
356,3,1:20.0,,D. Lillard misses 3-pt jump shot from 26 ft,72,88
357,3,1:18.0,Defensive rebound by A. Gordon,,72,88
358,3,1:08.0,A. Gordon misses 2-pt jump shot from 6 ft (block by S. Labissière),,72,88
359,3,1:04.0,Offensive rebound by W. Iwundu,,72,88
360,3,1:03.0,W. Iwundu misses 2-pt jump shot from 7 ft,,72,88
361,3,1:01.0,,Defensive rebound by D. Lillard,72,88
362,3,0:57.0,,G. Trent makes 3-pt jump shot from 25 ft (assist by D. Lillard),72,91
363,3,0:46.0,D. Augustin makes 3-pt jump shot from 27 ft,,75,91
364,3,0:33.0,,D. Lillard makes 2-pt layup from 1 ft,75,93
365,3,0:14.0,A. Gordon misses 2-pt jump shot from 15 ft,,75,93
366,3,0:11.0,,Defensive rebound by M. Hezonja,75,93
367,3,0:00.0,,D. Lillard misses 3-pt jump shot from 32 ft,75,93
368,3,0:00.0,,Offensive rebound by Team,75,93
369,4,11:42.0,,A. Simons makes 2-pt jump shot from 15 ft (assist by C. McCollum),75,95
370,4,11:21.0,D. Augustin misses 3-pt jump shot from 24 ft,,75,95
371,4,11:15.0,Offensive rebound by W. Iwundu,,75,95
372,4,11:15.0,W. Iwundu makes 2-pt layup from 1 ft,,77,95
373,4,11:02.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by S. Labissière),77,98
374,4,10:42.0,W. Iwundu misses 3-pt jump shot from 25 ft,,77,98
375,4,10:42.0,Offensive rebound by Team,,77,98
376,4,10:42.0,,Loose ball foul by M. Hezonja (drawn by A. Gordon),77,98
377,4,10:35.0,A. Gordon makes 2-pt dunk from 1 ft (assist by W. Iwundu),,79,98
378,4,10:35.0,Flagrant foul type 1 by S. Labissière (drawn by A. Gordon),,79,98
379,4,10:35.0,Instant Replay (Request: Ruling Stands),,79,98
380,4,10:35.0,A. Gordon makes flagrant free throw 1 of 1,,80,98
381,4,10:35.0,,A. Tolliver enters the game for M. Hezonja,80,98
