,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DETROIT_ACTION,BROOKLYN_SCORE,DETROIT_SCORE
40,1,6:55.0,,A. Drummond misses 2-pt layup from 2 ft (block by J. Allen),13,11
41,1,6:54.0,Defensive rebound by T. Prince,,13,11
42,1,6:51.0,G. Temple misses 2-pt layup from 2 ft,,13,11
43,1,6:49.0,Offensive rebound by Team,,13,11
44,1,6:49.0,,Detroit full timeout,13,11
45,1,6:49.0,S. Dinwiddie enters the game for G. Temple,,13,11
46,1,6:49.0,,L. Galloway enters the game for B. Brown,13,11
47,1,6:44.0,J. Harris misses 3-pt jump shot from 27 ft,,13,11
48,1,6:41.0,,Defensive rebound by A. Drummond,13,11
49,1,6:30.0,,D. Rose misses 2-pt jump shot from 4 ft,13,11
50,1,6:28.0,,Offensive rebound by A. Drummond,13,11
51,1,6:28.0,,A. Drummond makes 2-pt layup from 1 ft,13,13
52,1,6:15.0,K. Irving misses 3-pt jump shot from 24 ft,,13,13
53,1,6:12.0,,Defensive rebound by L. Galloway,13,13
54,1,6:05.0,,Turnover by S. Mykhailiuk (step out of bounds),13,13
55,1,5:50.0,J. Allen misses 2-pt jump shot from 10 ft,,13,13
56,1,5:48.0,,Defensive rebound by A. Drummond,13,13
57,1,5:44.0,,S. Doumbouya misses 2-pt layup from 3 ft (block by J. Allen),13,13
58,1,5:42.0,Defensive rebound by J. Harris,,13,13
59,1,5:35.0,T. Prince makes 3-pt jump shot from 24 ft (assist by J. Harris),,16,13
60,1,5:20.0,,D. Rose makes 2-pt layup from 2 ft,16,15
61,1,5:05.0,J. Harris misses 3-pt jump shot from 27 ft,,16,15
62,1,5:02.0,,Defensive rebound by A. Drummond,16,15
63,1,4:57.0,,Shooting foul by J. Allen (drawn by S. Mykhailiuk),16,15
64,1,4:57.0,,S. Mykhailiuk makes free throw 1 of 2,16,16
65,1,4:57.0,W. Chandler enters the game for J. Harris,,16,16
66,1,4:57.0,C. LeVert enters the game for T. Prince,,16,16
67,1,4:57.0,,M. Morris enters the game for S. Doumbouya,16,16
68,1,4:57.0,,S. Mykhailiuk makes free throw 2 of 2,16,17
69,1,4:33.0,C. LeVert misses 2-pt jump shot from 14 ft,,16,17
70,1,4:30.0,,Defensive rebound by A. Drummond,16,17
71,1,4:24.0,,Shooting foul by K. Irving (drawn by A. Drummond),16,17
72,1,4:24.0,,A. Drummond makes free throw 1 of 2,16,18
73,1,4:24.0,,A. Drummond misses free throw 2 of 2,16,18
74,1,4:22.0,Defensive rebound by J. Allen,,16,18
75,1,4:13.0,J. Allen makes 2-pt dunk from 4 ft (assist by S. Dinwiddie),,18,18
76,1,4:02.0,,D. Rose makes 2-pt hook shot from 9 ft,18,20
77,1,3:42.0,W. Chandler makes 2-pt jump shot from 18 ft (assist by J. Allen),,20,20
78,1,3:35.0,,S. Mykhailiuk misses 3-pt jump shot from 24 ft,20,20
79,1,3:31.0,,Offensive rebound by Team,20,20
80,1,3:31.0,N. Claxton enters the game for J. Allen,,20,20
81,1,3:31.0,G. Temple enters the game for K. Irving,,20,20
82,1,3:22.0,,L. Galloway misses 2-pt jump shot from 5 ft,20,20
83,1,3:20.0,Defensive rebound by N. Claxton,,20,20
84,1,3:14.0,C. LeVert misses 3-pt jump shot from 27 ft,,20,20
85,1,3:11.0,,Defensive rebound by L. Galloway,20,20
86,1,3:05.0,,M. Morris misses 2-pt jump shot from 5 ft,20,20
87,1,3:03.0,,Offensive rebound by A. Drummond,20,20
88,1,3:03.0,,A. Drummond makes 2-pt layup from 1 ft,20,22
89,1,2:54.0,Turnover by S. Dinwiddie (bad pass),,20,22
90,1,2:54.0,Brooklyn full timeout,,20,22
91,1,2:54.0,,J. Bone enters the game for D. Rose,20,22
92,1,2:32.0,,A. Drummond misses 2-pt layup from 5 ft (block by W. Chandler),20,22
93,1,2:31.0,,Offensive rebound by L. Galloway,20,22
94,1,2:30.0,,L. Galloway misses 3-pt jump shot from 24 ft,20,22
95,1,2:28.0,Defensive rebound by N. Claxton,,20,22
96,1,2:19.0,Turnover by N. Claxton (out of bounds lost ball),,20,22
97,1,2:04.0,,J. Bone misses 3-pt jump shot from 25 ft,20,22
98,1,2:01.0,Defensive rebound by C. LeVert,,20,22
99,1,1:54.0,C. LeVert makes 3-pt jump shot from 27 ft,,23,22
100,1,1:26.0,,J. Bone misses 2-pt jump shot from 15 ft,23,22
101,1,1:25.0,,Offensive rebound by Team,23,22
102,1,1:17.0,,S. Mykhailiuk makes 3-pt jump shot from 23 ft (assist by L. Galloway),23,25
103,1,1:02.0,C. LeVert makes 3-pt jump shot from 26 ft,,26,25
104,1,0:46.0,,A. Drummond misses 2-pt hook shot from 5 ft,26,25
105,1,0:44.0,Defensive rebound by N. Claxton,,26,25
106,1,0:30.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,26,25
107,1,0:27.0,,Defensive rebound by L. Galloway,26,25
108,1,0:10.0,,Turnover by A. Drummond (lost ball; steal by S. Dinwiddie),26,25
109,1,0:06.0,Personal foul by L. Galloway (drawn by W. Chandler),,26,25
110,1,0:01.0,N. Claxton misses 2-pt layup from 6 ft (block by A. Drummond),,26,25
111,1,0:00.0,Offensive rebound by W. Chandler,,26,25
112,2,11:48.0,C. LeVert misses 2-pt jump shot from 7 ft,,26,25
113,2,11:46.0,Offensive rebound by N. Claxton,,26,25
114,2,11:43.0,G. Temple misses 3-pt jump shot from 27 ft,,26,25
115,2,11:40.0,,Defensive rebound by L. Galloway,26,25
116,2,11:23.0,,C. Wood misses 2-pt jump shot from 18 ft,26,25
117,2,11:21.0,Defensive rebound by G. Temple,,26,25
118,2,11:10.0,Turnover by W. Chandler (traveling),,26,25
119,2,10:49.0,,M. Morris misses 2-pt jump shot from 14 ft,26,25
120,2,10:46.0,,Offensive rebound by C. Wood,26,25
121,2,10:35.0,,L. King misses 2-pt jump shot from 15 ft,26,25
122,2,10:32.0,Defensive rebound by G. Temple,,26,25
123,2,10:19.0,Shooting foul by C. Wood (drawn by C. LeVert),,26,25
124,2,10:19.0,C. LeVert makes free throw 1 of 2,,27,25
125,2,10:19.0,C. LeVert makes free throw 2 of 2,,28,25
126,2,9:58.0,,L. King makes 2-pt layup from 4 ft,28,27
127,2,9:58.0,,Shooting foul by N. Claxton (drawn by L. King),28,27
128,2,9:58.0,,L. King misses free throw 1 of 1,28,27
129,2,9:55.0,Defensive rebound by G. Temple,,28,27
130,2,9:39.0,C. LeVert misses 2-pt jump shot from 10 ft,,28,27
131,2,9:36.0,,Defensive rebound by B. Brown,28,27
132,2,9:30.0,,Personal foul by C. LeVert (drawn by C. Wood),28,27
133,2,9:14.0,,C. Wood makes 2-pt dunk from 2 ft (assist by B. Brown),28,29
134,2,8:58.0,S. Dinwiddie makes 2-pt layup from 2 ft,,30,29
135,2,8:50.0,,Personal foul by C. LeVert (drawn by L. Galloway),30,29
136,2,8:50.0,J. Harris enters the game for S. Dinwiddie,,30,29
137,2,8:50.0,K. Irving enters the game for G. Temple,,30,29
138,2,8:44.0,,L. Galloway misses 2-pt jump shot from 14 ft,30,29
139,2,8:41.0,Defensive rebound by J. Harris,,30,29
140,2,8:34.0,W. Chandler misses 3-pt jump shot from 25 ft,,30,29
141,2,8:31.0,,Defensive rebound by B. Brown,30,29
142,2,8:26.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by B. Brown),30,32
143,2,8:10.0,Personal foul by B. Brown (drawn by K. Irving),,30,32
144,2,8:04.0,N. Claxton misses 2-pt layup from 4 ft (block by C. Wood),,30,32
145,2,8:01.0,Offensive rebound by Team,,30,32
146,2,7:53.0,K. Irving misses 2-pt jump shot from 21 ft,,30,32
147,2,7:50.0,Offensive rebound by J. Harris,,30,32
148,2,7:48.0,Turnover by J. Harris (bad pass; steal by M. Morris),,30,32
149,2,7:41.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Brown),30,35
150,2,7:38.0,Brooklyn full timeout,,30,35
151,2,7:38.0,J. Allen enters the game for W. Chandler,,30,35
152,2,7:38.0,T. Prince enters the game for N. Claxton,,30,35
153,2,7:38.0,,S. Mykhailiuk enters the game for L. Galloway,30,35
154,2,7:21.0,K. Irving makes 2-pt jump shot from 23 ft,,32,35
155,2,7:03.0,,Offensive foul by M. Morris (drawn by T. Prince),32,35
156,2,7:03.0,,Turnover by M. Morris (offensive foul),32,35
157,2,6:48.0,K. Irving misses 3-pt jump shot from 26 ft,,32,35
158,2,6:46.0,,Defensive rebound by M. Morris,32,35
159,2,6:37.0,,C. Wood makes 2-pt dunk from 3 ft (assist by M. Morris),32,37
160,2,6:24.0,T. Prince makes 3-pt jump shot from 27 ft (assist by J. Harris),,35,37
161,2,6:02.0,,C. Wood misses 3-pt jump shot from 25 ft,35,37
162,2,5:59.0,Defensive rebound by K. Irving,,35,37
163,2,5:50.0,J. Harris misses 3-pt jump shot from 23 ft,,35,37
164,2,5:47.0,,Defensive rebound by C. Wood,35,37
165,2,5:39.0,,Personal foul by K. Irving (drawn by C. Wood),35,37
166,2,5:39.0,S. Dinwiddie enters the game for C. LeVert,,35,37
167,2,5:39.0,,A. Drummond enters the game for L. King,35,37
168,2,5:39.0,,D. Rose enters the game for C. Wood,35,37
169,2,5:29.0,,A. Drummond makes 2-pt layup from 3 ft,35,39
170,2,5:19.0,K. Irving makes 2-pt jump shot from 9 ft,,37,39
171,2,5:01.0,,Shooting foul by J. Allen (drawn by A. Drummond),37,39
172,2,5:01.0,,A. Drummond misses free throw 1 of 2,37,39
173,2,5:01.0,,Offensive rebound by Team,37,39
174,2,5:01.0,,A. Drummond makes free throw 2 of 2,37,40
175,2,4:46.0,J. Allen misses 2-pt dunk from 5 ft,,37,40
176,2,4:45.0,,Defensive rebound by S. Mykhailiuk,37,40
177,2,4:34.0,,B. Brown makes 3-pt jump shot from 24 ft (assist by D. Rose),37,43
178,2,4:17.0,J. Allen makes 2-pt dunk from 4 ft (assist by S. Dinwiddie),,39,43
179,2,4:01.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by D. Rose),39,46
180,2,3:53.0,K. Irving misses 3-pt jump shot from 26 ft,,39,46
181,2,3:51.0,,Defensive rebound by S. Mykhailiuk,39,46
182,2,3:42.0,,A. Drummond misses 2-pt hook shot from 7 ft,39,46
183,2,3:40.0,Defensive rebound by K. Irving,,39,46
184,2,3:36.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,39,46
185,2,3:34.0,,Defensive rebound by D. Rose,39,46
186,2,3:25.0,,D. Rose makes 2-pt jump shot from 9 ft,39,48
187,2,3:06.0,Personal foul by M. Morris (drawn by J. Allen),,39,48
188,2,3:06.0,,S. Doumbouya enters the game for M. Morris,39,48
189,2,3:02.0,Personal foul by B. Brown (drawn by K. Irving),,39,48
190,2,2:56.0,K. Irving makes 3-pt jump shot from 27 ft,,42,48
191,2,2:55.0,,Detroit full timeout,42,48
192,2,2:34.0,,D. Rose makes 2-pt jump shot from 4 ft,42,50
193,2,2:24.0,K. Irving misses 2-pt jump shot from 16 ft,,42,50
194,2,2:21.0,,Defensive rebound by A. Drummond,42,50
195,2,2:14.0,,S. Mykhailiuk makes 3-pt jump shot from 24 ft (assist by A. Drummond),42,53
196,2,2:01.0,J. Harris misses 3-pt jump shot from 26 ft,,42,53
197,2,1:57.0,,Defensive rebound by S. Mykhailiuk,42,53
198,2,1:51.0,,B. Brown misses 3-pt jump shot from 23 ft,42,53
199,2,1:49.0,Defensive rebound by J. Allen,,42,53
200,2,1:48.0,Turnover by J. Allen (bad pass; steal by S. Mykhailiuk),,42,53
201,2,1:45.0,,S. Mykhailiuk makes 2-pt layup from 2 ft,42,55
202,2,1:38.0,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,45,55
203,2,1:17.0,,D. Rose misses 2-pt hook shot from 7 ft,45,55
204,2,1:14.0,Defensive rebound by T. Prince,,45,55
205,2,1:09.0,Shooting foul by A. Drummond (drawn by S. Dinwiddie),,45,55
206,2,1:09.0,S. Dinwiddie makes free throw 1 of 2,,46,55
207,2,1:09.0,S. Dinwiddie makes free throw 2 of 2,,47,55
208,2,0:53.0,,D. Rose makes 3-pt jump shot from 26 ft (assist by B. Brown),47,58
209,2,0:42.0,K. Irving misses 2-pt layup from 3 ft,,47,58
210,2,0:40.0,Offensive rebound by J. Allen,,47,58
211,2,0:40.0,J. Allen misses 2-pt layup at rim,,47,58
212,2,0:39.0,,Defensive rebound by A. Drummond,47,58
213,2,0:21.0,,S. Mykhailiuk makes 2-pt layup from 4 ft,47,60
214,2,0:00.0,J. Harris makes 3-pt jump shot from 27 ft (assist by K. Irving),,50,60
215,3,11:46.0,K. Irving makes 2-pt layup from 2 ft,,52,60
216,3,11:23.0,,B. Brown makes 2-pt layup from 5 ft,52,62
217,3,11:14.0,Shooting foul by A. Drummond (drawn by K. Irving),,52,62
218,3,11:14.0,K. Irving makes free throw 1 of 2,,53,62
219,3,11:14.0,K. Irving makes free throw 2 of 2,,54,62
220,3,11:00.0,,D. Rose makes 2-pt layup from 4 ft,54,64
221,3,10:41.0,K. Irving makes 2-pt jump shot from 7 ft,,56,64
222,3,10:32.0,,Personal foul by T. Prince (drawn by S. Mykhailiuk),56,64
223,3,10:27.0,,D. Rose misses 2-pt jump shot from 9 ft,56,64
224,3,10:24.0,Defensive rebound by J. Allen,,56,64
225,3,10:18.0,Personal foul by D. Rose (drawn by K. Irving),,56,64
226,3,10:13.0,K. Irving makes 3-pt jump shot from 26 ft,,59,64
227,3,9:52.0,,S. Mykhailiuk misses 2-pt hook shot from 5 ft,59,64
228,3,9:50.0,Defensive rebound by J. Allen,,59,64
229,3,9:45.0,K. Irving makes 3-pt jump shot from 29 ft,,62,64
230,3,9:34.0,,Detroit full timeout,62,64
231,3,9:27.0,,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by A. Drummond),62,67
232,3,9:10.0,J. Allen makes 2-pt dunk from 4 ft (assist by T. Prince),,64,67
233,3,8:50.0,,A. Drummond makes 2-pt layup from 3 ft,64,69
234,3,8:36.0,K. Irving makes 3-pt jump shot from 25 ft,,67,69
235,3,8:20.0,,S. Doumbouya misses 3-pt jump shot from 27 ft,67,69
236,3,8:16.0,Defensive rebound by K. Irving,,67,69
237,3,7:59.0,J. Harris makes 2-pt layup from 3 ft (assist by T. Prince),,69,69
238,3,7:44.0,,S. Mykhailiuk misses 2-pt layup from 3 ft,69,69
239,3,7:41.0,Defensive rebound by J. Allen,,69,69
240,3,7:37.0,K. Irving misses 3-pt jump shot from 28 ft,,69,69
241,3,7:34.0,,Defensive rebound by S. Mykhailiuk,69,69
242,3,7:29.0,,D. Rose misses 3-pt jump shot from 26 ft,69,69
243,3,7:26.0,Defensive rebound by J. Allen,,69,69
244,3,7:13.0,G. Temple misses 3-pt jump shot from 23 ft,,69,69
245,3,7:10.0,,Defensive rebound by A. Drummond,69,69
246,3,7:05.0,,Offensive foul by S. Doumbouya (drawn by T. Prince),69,69
247,3,7:05.0,,Turnover by S. Doumbouya (offensive foul),69,69
248,3,7:05.0,Brooklyn full timeout,,69,69
249,3,7:05.0,S. Dinwiddie enters the game for K. Irving,,69,69
250,3,7:05.0,,L. Galloway enters the game for B. Brown,69,69
251,3,6:54.0,T. Prince misses 3-pt jump shot from 25 ft,,69,69
252,3,6:51.0,,Defensive rebound by S. Mykhailiuk,69,69
253,3,6:30.0,,L. Galloway misses 2-pt jump shot from 23 ft,69,69
254,3,6:27.0,Defensive rebound by G. Temple,,69,69
255,3,6:19.0,T. Prince misses 2-pt layup from 2 ft,,69,69
256,3,6:16.0,Offensive rebound by J. Harris,,69,69
257,3,6:10.0,T. Prince misses 3-pt jump shot from 23 ft,,69,69
258,3,6:07.0,,Defensive rebound by A. Drummond,69,69
259,3,6:00.0,,D. Rose misses 2-pt jump shot from 12 ft,69,69
260,3,5:58.0,Defensive rebound by J. Harris,,69,69
261,3,5:54.0,J. Harris makes 3-pt jump shot from 25 ft,,72,69
262,3,5:29.0,,Shooting foul by J. Allen (drawn by A. Drummond),72,69
263,3,5:29.0,,A. Drummond misses free throw 1 of 2,72,69
264,3,5:29.0,,Offensive rebound by Team,72,69
265,3,5:29.0,C. LeVert enters the game for J. Harris,,72,69
266,3,5:29.0,,L. King enters the game for S. Mykhailiuk,72,69
267,3,5:29.0,,A. Drummond misses free throw 2 of 2,72,69
268,3,5:26.0,Defensive rebound by T. Prince,,72,69
269,3,5:17.0,S. Dinwiddie misses 2-pt jump shot from 7 ft,,72,69
270,3,5:15.0,,Defensive rebound by A. Drummond,72,69
271,3,4:55.0,,D. Rose makes 2-pt hook shot from 8 ft,72,71
272,3,4:43.0,C. LeVert makes 2-pt layup from 2 ft,,74,71
273,3,4:43.0,Shooting foul by L. King (drawn by C. LeVert),,74,71
274,3,4:43.0,W. Chandler enters the game for T. Prince,,74,71
275,3,4:43.0,K. Irving enters the game for G. Temple,,74,71
276,3,4:43.0,,M. Morris enters the game for S. Doumbouya,74,71
277,3,4:43.0,C. LeVert makes free throw 1 of 1,,75,71
278,3,4:23.0,,L. King makes 2-pt jump shot from 9 ft,75,73
279,3,4:06.0,Turnover by J. Allen (3 sec),,75,73
280,3,3:50.0,,D. Rose misses 2-pt layup from 2 ft,75,73
281,3,3:49.0,,Offensive rebound by A. Drummond,75,73
282,3,3:49.0,,A. Drummond makes 2-pt layup at rim,75,75
283,3,3:24.0,Shooting foul by M. Morris (drawn by J. Allen),,75,75
284,3,3:24.0,J. Allen misses free throw 1 of 2,,75,75
285,3,3:24.0,Offensive rebound by Team,,75,75
286,3,3:24.0,,B. Brown enters the game for D. Rose,75,75
287,3,3:24.0,J. Allen makes free throw 2 of 2,,76,75
288,3,3:05.0,,L. King misses 3-pt jump shot from 27 ft,76,75
289,3,3:02.0,,Offensive rebound by L. Galloway,76,75
290,3,2:55.0,,A. Drummond misses 2-pt hook shot from 8 ft,76,75
291,3,2:54.0,Defensive rebound by W. Chandler,,76,75
292,3,2:50.0,J. Allen misses 2-pt layup from 3 ft,,76,75
293,3,2:48.0,,Defensive rebound by A. Drummond,76,75
294,3,2:41.0,,B. Brown makes 2-pt layup from 2 ft,76,77
295,3,2:17.0,S. Dinwiddie misses 2-pt layup from 4 ft (block by A. Drummond),,76,77
296,3,2:16.0,,Defensive rebound by B. Brown,76,77
297,3,2:16.0,,Personal take foul by K. Irving (drawn by B. Brown),76,77
298,3,2:16.0,N. Claxton enters the game for J. Allen,,76,77
299,3,2:04.0,,L. Galloway misses 2-pt jump shot from 15 ft,76,77
300,3,2:01.0,Defensive rebound by K. Irving,,76,77
301,3,1:56.0,K. Irving misses 2-pt jump shot from 13 ft,,76,77
302,3,1:53.0,,Defensive rebound by B. Brown,76,77
303,3,1:48.0,,A. Drummond misses 2-pt layup from 1 ft,76,77
304,3,1:45.0,,Offensive rebound by A. Drummond,76,77
305,3,1:45.0,,A. Drummond misses 2-pt layup at rim,76,77
306,3,1:44.0,Defensive rebound by W. Chandler,,76,77
307,3,1:32.0,N. Claxton makes 2-pt dunk from 2 ft (assist by K. Irving),,78,77
308,3,1:07.0,,A. Drummond misses 2-pt hook shot from 9 ft,78,77
309,3,1:04.0,Defensive rebound by N. Claxton,,78,77
310,3,0:54.0,Personal foul by L. King (drawn by K. Irving),,78,77
311,3,0:54.0,K. Irving makes free throw 1 of 2,,79,77
312,3,0:54.0,K. Irving makes free throw 2 of 2,,80,77
313,3,0:32.0,,B. Brown misses 2-pt jump shot from 6 ft,80,77
314,3,0:27.0,,Offensive rebound by A. Drummond,80,77
315,3,0:27.0,,A. Drummond misses 2-pt layup at rim,80,77
316,3,0:27.0,Defensive rebound by N. Claxton,,80,77
317,3,0:21.0,K. Irving misses 2-pt jump shot from 5 ft,,80,77
318,3,0:19.0,,Defensive rebound by A. Drummond,80,77
319,3,0:08.0,,Personal take foul by K. Irving (drawn by B. Brown),80,77
320,3,0:08.0,G. Temple enters the game for K. Irving,,80,77
321,3,0:01.0,,M. Morris misses 3-pt jump shot from 24 ft,80,77
322,3,0:01.0,,Offensive rebound by Team,80,77
323,4,11:42.0,,C. Wood misses 3-pt jump shot from 26 ft,80,77
324,4,11:39.0,Defensive rebound by C. LeVert,,80,77
325,4,11:27.0,W. Chandler misses 2-pt jump shot from 16 ft,,80,77
326,4,11:25.0,,Defensive rebound by M. Morris,80,77
327,4,11:10.0,,B. Brown makes 3-pt jump shot from 23 ft (assist by S. Mykhailiuk),80,80
328,4,10:47.0,Turnover by C. LeVert (bad pass; steal by D. Rose),,80,80
329,4,10:43.0,,S. Mykhailiuk makes 2-pt dunk from 3 ft (assist by D. Rose),80,82
330,4,10:30.0,C. LeVert misses 3-pt jump shot from 24 ft,,80,82
331,4,10:27.0,,Defensive rebound by M. Morris,80,82
332,4,10:12.0,,D. Rose makes 2-pt layup from 4 ft,80,84
333,4,10:12.0,,Shooting foul by W. Chandler (drawn by D. Rose),80,84
334,4,10:12.0,,D. Rose makes free throw 1 of 1,80,85
335,4,10:01.0,Personal foul by B. Brown (drawn by C. LeVert),,80,85
336,4,10:01.0,,L. Galloway enters the game for B. Brown,80,85
337,4,9:49.0,W. Chandler makes 3-pt jump shot from 23 ft (assist by C. LeVert),,83,85
338,4,9:26.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by D. Rose),83,88
339,4,9:15.0,Offensive foul by N. Claxton (drawn by C. Wood),,83,88
340,4,9:15.0,Turnover by N. Claxton (offensive foul),,83,88
341,4,9:07.0,,S. Mykhailiuk makes 2-pt jump shot from 11 ft (assist by D. Rose),83,90
342,4,9:05.0,Brooklyn full timeout,,83,90
343,4,9:05.0,J. Allen enters the game for N. Claxton,,83,90
344,4,9:05.0,J. Harris enters the game for G. Temple,,83,90
345,4,8:47.0,J. Harris makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,85,90
346,4,8:23.0,,D. Rose misses 2-pt layup from 6 ft,85,90
347,4,8:20.0,Defensive rebound by S. Dinwiddie,,85,90
348,4,8:17.0,J. Harris misses 3-pt jump shot from 26 ft,,85,90
349,4,8:13.0,Offensive rebound by Team,,85,90
350,4,8:13.0,K. Irving enters the game for S. Dinwiddie,,85,90
351,4,8:09.0,Personal foul by S. Mykhailiuk (drawn by J. Allen),,85,90
352,4,7:55.0,Turnover by K. Irving (bad pass; steal by M. Morris),,85,90
353,4,7:50.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,85,90
354,4,7:47.0,Defensive rebound by K. Irving,,85,90
355,4,7:40.0,K. Irving makes 2-pt layup from 3 ft,,87,90
356,4,7:32.0,,Detroit full timeout,87,90
357,4,7:32.0,,B. Brown enters the game for D. Rose,87,90
358,4,7:24.0,,S. Mykhailiuk misses 2-pt jump shot from 16 ft,87,90
359,4,7:21.0,Defensive rebound by W. Chandler,,87,90
360,4,7:16.0,K. Irving misses 3-pt jump shot from 26 ft,,87,90
361,4,7:13.0,,Defensive rebound by M. Morris,87,90
362,4,6:55.0,,Turnover by M. Morris (bad pass),87,90
363,4,6:44.0,K. Irving makes 2-pt jump shot from 12 ft,,89,90
364,4,6:22.0,,B. Brown makes 2-pt jump shot from 8 ft,89,92
365,4,6:05.0,C. LeVert misses 2-pt jump shot from 8 ft,,89,92
366,4,6:04.0,Offensive rebound by J. Allen,,89,92
367,4,6:04.0,J. Allen misses 2-pt layup from 1 ft,,89,92
368,4,6:01.0,,Defensive rebound by C. Wood,89,92
369,4,5:52.0,,Shooting foul by J. Allen (drawn by C. Wood),89,92
370,4,5:52.0,Brooklyn full timeout,,89,92
371,4,5:52.0,Instant Replay (Challenge: Stands),,89,92
372,4,5:52.0,S. Dinwiddie enters the game for C. LeVert,,89,92
373,4,5:52.0,,A. Drummond enters the game for M. Morris,89,92
374,4,5:52.0,,C. Wood misses free throw 1 of 2,89,92
375,4,5:52.0,,Offensive rebound by Team,89,92
376,4,5:52.0,,C. Wood makes free throw 2 of 2,89,93
377,4,5:38.0,K. Irving makes 2-pt layup from 2 ft,,91,93
378,4,5:20.0,,C. Wood makes 3-pt jump shot from 26 ft (assist by L. Galloway),91,96
379,4,5:10.0,Shooting foul by A. Drummond (drawn by K. Irving),,91,96
380,4,5:10.0,K. Irving makes free throw 1 of 2,,92,96
381,4,5:10.0,K. Irving makes free throw 2 of 2,,93,96
382,4,4:53.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,93,96
383,4,4:51.0,,Offensive rebound by L. Galloway,93,96
384,4,4:41.0,,B. Brown misses 3-pt jump shot from 27 ft,93,96
385,4,4:38.0,Defensive rebound by J. Allen,,93,96
386,4,4:27.0,W. Chandler misses 3-pt jump shot from 23 ft,,93,96
387,4,4:24.0,,Defensive rebound by C. Wood,93,96
388,4,4:20.0,,C. Wood misses 2-pt dunk from 4 ft,93,96
