,QUARTER,TIME_REMAINING,DENVER_ACTION,CLEVELAND_ACTION,DENVER_SCORE,CLEVELAND_SCORE
383,4,2:03.0,,K. Love makes free throw 2 of 2,96,102
384,4,1:50.0,J. Murray misses 2-pt jump shot from 9 ft,,96,102
385,4,1:48.0,Offensive rebound by J. Murray,,96,102
386,4,1:37.0,W. Barton makes 3-pt jump shot from 26 ft (assist by P. Millsap),,99,102
387,4,1:20.0,,K. Love makes 2-pt hook shot from 6 ft (assist by M. Dellavedova),99,104
388,4,1:08.0,P. Millsap misses 2-pt layup at rim,,99,104
389,4,1:06.0,,Defensive rebound by C. Osman,99,104
390,4,0:48.0,,K. Love misses 2-pt layup from 1 ft,99,104
391,4,0:46.0,Defensive rebound by W. Barton,,99,104
392,4,0:41.0,G. Harris makes 3-pt jump shot from 24 ft (assist by J. Murray),,102,104
393,4,0:20.0,,Shooting foul by N. Jokić (drawn by T. Thompson),102,104
394,4,0:20.0,,T. Thompson misses free throw 1 of 2,102,104
395,4,0:20.0,,Offensive rebound by Team,102,104
396,4,0:20.0,,L. Nance enters the game for K. Love,102,104
397,4,0:20.0,,T. Thompson misses free throw 2 of 2,102,104
398,4,0:18.0,Defensive rebound by W. Barton,,102,104
399,4,0:01.0,J. Murray misses 2-pt jump shot from 11 ft,,102,104
400,4,0:00.0,,Defensive rebound by T. Thompson,102,104
