,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHARLOTTE_ACTION,GOLDEN STATE_SCORE,CHARLOTTE_SCORE
0,1,11:44.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by D. Graham),0,3
1,1,11:25.0,G. Robinson misses 2-pt dunk from 4 ft (block by M. Bridges),,0,3
2,1,11:21.0,,Defensive rebound by T. Rozier,0,3
3,1,11:19.0,,T. Rozier makes 2-pt layup from 2 ft,0,5
4,1,11:07.0,E. Paschall misses 2-pt jump shot from 12 ft,,0,5
5,1,11:03.0,,Defensive rebound by T. Rozier,0,5
6,1,10:50.0,,Turnover by P. Washington (step out of bounds),0,5
7,1,10:35.0,G. Robinson misses 2-pt layup from 2 ft (block by B. Biyombo),,0,5
8,1,10:31.0,,Defensive rebound by D. Graham,0,5
9,1,10:22.0,,T. Rozier makes 2-pt jump shot from 12 ft,0,7
10,1,10:08.0,D. Russell makes 2-pt jump shot from 22 ft,,2,7
11,1,9:55.0,,Personal foul by D. Green (drawn by D. Graham),2,7
12,1,9:44.0,,B. Biyombo misses 2-pt jump shot from 8 ft,2,7
13,1,9:37.0,Defensive rebound by E. Paschall,,2,7
14,1,9:36.0,D. Russell misses 3-pt jump shot from 26 ft,,2,7
15,1,9:33.0,,Defensive rebound by D. Graham,2,7
16,1,9:30.0,,D. Graham misses 3-pt jump shot from 26 ft,2,7
17,1,9:26.0,Defensive rebound by W. Cauley-Stein,,2,7
18,1,9:14.0,W. Cauley-Stein makes 2-pt jump shot from 2 ft (assist by D. Green),,4,7
19,1,8:49.0,,D. Graham misses 3-pt jump shot from 25 ft,4,7
20,1,8:44.0,Defensive rebound by D. Russell,,4,7
21,1,8:37.0,E. Paschall misses 2-pt jump shot from 3 ft,,4,7
22,1,8:34.0,,Defensive rebound by B. Biyombo,4,7
23,1,8:25.0,,Personal foul by W. Cauley-Stein (drawn by T. Rozier),4,7
24,1,8:16.0,,P. Washington misses 3-pt jump shot from 27 ft,4,7
25,1,8:12.0,Defensive rebound by W. Cauley-Stein,,4,7
26,1,7:58.0,E. Paschall makes 3-pt jump shot from 23 ft (assist by D. Green),,7,7
27,1,7:37.0,,T. Rozier makes 2-pt jump shot from 13 ft (assist by B. Biyombo),7,9
28,1,7:18.0,Turnover by D. Russell (lost ball; steal by D. Graham),,7,9
29,1,7:11.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by D. Graham),7,12
30,1,7:04.0,Personal foul by B. Biyombo (drawn by W. Cauley-Stein),,7,12
31,1,7:04.0,K. Bowman enters the game for D. Green,,7,12
32,1,7:04.0,A. Burks enters the game for D. Russell,,7,12
33,1,7:04.0,,N. Batum enters the game for D. Graham,7,12
34,1,6:58.0,Def 3 sec tech foul by Team,,7,12
35,1,6:58.0,,Charlotte full timeout,7,12
36,1,6:58.0,A. Burks makes technical free throw,,8,12
37,1,6:45.0,Shooting foul by B. Biyombo (drawn by E. Paschall),,8,12
38,1,6:45.0,E. Paschall makes free throw 1 of 2,,9,12
39,1,6:45.0,,C. Zeller enters the game for B. Biyombo,9,12
40,1,6:45.0,E. Paschall makes free throw 2 of 2,,10,12
41,1,6:25.0,,C. Zeller makes 2-pt dunk from 2 ft (assist by N. Batum),10,14
42,1,6:04.0,G. Robinson misses 3-pt jump shot from 25 ft,,10,14
43,1,6:01.0,,Defensive rebound by P. Washington,10,14
44,1,5:52.0,,T. Rozier misses 3-pt jump shot from 26 ft,10,14
45,1,5:46.0,,Offensive rebound by C. Zeller,10,14
46,1,5:46.0,,C. Zeller misses 2-pt layup from 1 ft,10,14
47,1,5:46.0,,Offensive rebound by C. Zeller,10,14
48,1,5:39.0,,C. Zeller misses 2-pt layup from 6 ft (block by W. Cauley-Stein),10,14
49,1,5:39.0,,Offensive rebound by Team,10,14
50,1,5:36.0,,N. Batum misses 3-pt jump shot from 24 ft,10,14
51,1,5:33.0,Defensive rebound by K. Bowman,,10,14
52,1,5:21.0,G. Robinson misses 2-pt jump shot from 14 ft,,10,14
53,1,5:17.0,Offensive rebound by W. Cauley-Stein,,10,14
54,1,5:15.0,W. Cauley-Stein makes 2-pt layup from 2 ft,,12,14
55,1,4:59.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by T. Rozier),12,16
56,1,4:58.0,,Violation by Team (delay of game),12,16
57,1,4:38.0,G. Robinson misses 2-pt jump shot from 7 ft,,12,16
58,1,4:35.0,,Defensive rebound by C. Zeller,12,16
59,1,4:25.0,,M. Bridges misses 2-pt hook shot from 6 ft,12,16
60,1,4:19.0,,Offensive rebound by C. Zeller,12,16
61,1,4:19.0,,C. Zeller makes 2-pt layup from 1 ft,12,18
62,1,4:09.0,Turnover by E. Paschall (traveling),,12,18
63,1,4:09.0,M. Chriss enters the game for W. Cauley-Stein,,12,18
64,1,4:09.0,J. Poole enters the game for G. Robinson,,12,18
65,1,4:09.0,,M. Monk enters the game for M. Bridges,12,18
66,1,4:09.0,,M. Williams enters the game for P. Washington,12,18
67,1,3:46.0,,T. Rozier misses 3-pt jump shot from 26 ft,12,18
68,1,3:41.0,Defensive rebound by A. Burks,,12,18
69,1,3:35.0,E. Paschall makes 2-pt jump shot from 17 ft (assist by A. Burks),,14,18
70,1,3:12.0,,Turnover by M. Monk (bad pass; steal by K. Bowman),14,18
71,1,2:54.0,Turnover by E. Paschall (bad pass; steal by N. Batum),,14,18
72,1,2:38.0,,T. Rozier makes 3-pt jump shot from 24 ft,14,21
73,1,2:33.0,Golden State full timeout,,14,21
74,1,2:33.0,K. Looney enters the game for E. Paschall,,14,21
75,1,2:33.0,,D. Graham enters the game for T. Rozier,14,21
76,1,2:25.0,J. Poole misses 3-pt jump shot from 26 ft,,14,21
77,1,2:20.0,,Defensive rebound by M. Monk,14,21
78,1,2:11.0,,M. Monk misses 3-pt jump shot from 26 ft,14,21
79,1,2:08.0,Defensive rebound by A. Burks,,14,21
80,1,2:02.0,Shooting foul by M. Monk (drawn by K. Looney),,14,21
81,1,2:02.0,K. Looney misses free throw 1 of 2,,14,21
82,1,2:02.0,Offensive rebound by Team,,14,21
83,1,2:02.0,K. Looney makes free throw 2 of 2,,15,21
84,1,1:46.0,,D. Graham misses 2-pt jump shot from 10 ft,15,21
85,1,1:44.0,Defensive rebound by M. Chriss,,15,21
86,1,1:40.0,Personal foul by D. Graham (drawn by J. Poole),,15,21
87,1,1:27.0,Turnover by A. Burks (bad pass; steal by M. Williams),,15,21
88,1,1:17.0,,D. Graham makes 3-pt jump shot from 28 ft (assist by M. Williams),15,24
89,1,1:14.0,Golden State full timeout,,15,24
90,1,0:59.0,A. Burks makes 3-pt jump shot from 26 ft,,18,24
91,1,0:42.0,,M. Williams makes 2-pt jump shot from 9 ft (assist by D. Graham),18,26
92,1,0:21.0,K. Looney makes 2-pt layup from 3 ft (assist by J. Poole),,20,26
93,1,0:01.0,,Shooting foul by K. Bowman (drawn by D. Graham),20,26
94,1,0:01.0,,D. Graham makes free throw 1 of 2,20,27
95,1,0:01.0,,D. Graham makes free throw 2 of 2,20,28
96,1,0:00.0,J. Poole misses 3-pt jump shot from 35 ft,,20,28
97,1,0:00.0,Offensive rebound by Team,,20,28
98,2,11:46.0,E. Paschall makes 3-pt jump shot from 25 ft (assist by A. Burks),,23,28
99,2,11:26.0,,D. Graham makes 3-pt jump shot from 27 ft (assist by N. Batum),23,31
100,2,11:08.0,Turnover by O. Spellman (bad pass),,23,31
101,2,11:02.0,,P. Washington makes 3-pt jump shot from 26 ft (assist by D. Graham),23,34
102,2,10:41.0,Turnover by O. Spellman (bad pass),,23,34
103,2,10:41.0,,M. Bridges enters the game for N. Batum,23,34
104,2,10:30.0,,Offensive foul by P. Washington (drawn by K. Bowman),23,34
105,2,10:30.0,,Turnover by P. Washington (offensive foul),23,34
106,2,10:09.0,Turnover by E. Paschall (bad pass; steal by M. Williams),,23,34
107,2,10:01.0,,D. Graham misses 3-pt jump shot from 26 ft,23,34
108,2,9:57.0,Defensive rebound by K. Bowman,,23,34
109,2,9:55.0,K. Bowman makes 2-pt layup from 1 ft,,25,34
110,2,9:52.0,,P. Washington makes 2-pt layup from 2 ft (assist by M. Monk),25,36
111,2,9:34.0,O. Spellman makes 3-pt jump shot from 24 ft (assist by K. Bowman),,28,36
112,2,9:12.0,,M. Monk misses 3-pt jump shot from 27 ft,28,36
113,2,9:08.0,Defensive rebound by M. Chriss,,28,36
114,2,9:03.0,K. Bowman makes 3-pt jump shot from 25 ft,,31,36
115,2,9:02.0,,Charlotte full timeout,31,36
116,2,9:02.0,G. Robinson enters the game for A. Burks,,31,36
117,2,9:02.0,,D. Bacon enters the game for D. Graham,31,36
118,2,9:02.0,,B. Biyombo enters the game for M. Monk,31,36
119,2,9:02.0,,T. Rozier enters the game for M. Williams,31,36
120,2,8:44.0,,P. Washington misses 2-pt hook shot from 5 ft,31,36
121,2,8:40.0,Defensive rebound by O. Spellman,,31,36
