,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
0,1,11:42.0,,D. Mitchell misses 2-pt jump shot from 8 ft,0,0
1,1,11:38.0,Defensive rebound by R. Covington,,0,0
2,1,11:26.0,K. Towns misses 3-pt jump shot from 25 ft,,0,0
3,1,11:23.0,,Defensive rebound by R. O'Neale,0,0
4,1,11:10.0,,D. Mitchell misses 2-pt jump shot from 12 ft (block by K. Towns),0,0
5,1,11:07.0,Defensive rebound by J. Teague,,0,0
6,1,11:05.0,J. Layman makes 2-pt layup from 2 ft (assist by J. Teague),,2,0
7,1,10:53.0,,M. Conley makes 2-pt jump shot from 12 ft,2,2
8,1,10:38.0,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Teague),,5,2
9,1,10:22.0,,B. Bogdanović makes 2-pt layup from 2 ft,5,4
10,1,10:22.0,,Shooting foul by J. Layman (drawn by B. Bogdanović),5,4
11,1,10:22.0,,B. Bogdanović makes free throw 1 of 1,5,5
12,1,10:16.0,K. Towns misses 3-pt jump shot from 26 ft,,5,5
13,1,10:13.0,,Defensive rebound by Team,5,5
14,1,9:56.0,,R. O'Neale misses 2-pt layup from 3 ft,5,5
15,1,9:54.0,Defensive rebound by R. Covington,,5,5
16,1,9:49.0,R. Covington misses 2-pt jump shot from 4 ft,,5,5
17,1,9:46.0,,Defensive rebound by M. Conley,5,5
18,1,9:36.0,,Personal foul by R. Covington (drawn by D. Mitchell),5,5
19,1,9:23.0,,Shooting foul by T. Graham (drawn by D. Mitchell),5,5
20,1,9:23.0,,D. Mitchell makes free throw 1 of 3,5,6
21,1,9:23.0,,D. Mitchell makes free throw 2 of 3,5,7
22,1,9:23.0,,D. Mitchell makes free throw 3 of 3,5,8
23,1,9:12.0,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Teague),,8,8
24,1,8:54.0,,Turnover by R. Gobert (traveling),8,8
25,1,8:41.0,R. Covington misses 2-pt hook shot from 5 ft,,8,8
26,1,8:39.0,,Defensive rebound by M. Conley,8,8
27,1,8:34.0,,Shooting foul by R. Covington (drawn by R. Gobert),8,8
28,1,8:34.0,,R. Gobert makes free throw 1 of 2,8,9
29,1,8:34.0,J. Okogie enters the game for R. Covington,,8,9
30,1,8:34.0,,R. Gobert makes free throw 2 of 2,8,10
31,1,8:28.0,J. Teague makes 3-pt jump shot from 25 ft,,11,10
32,1,8:10.0,,R. O'Neale misses 3-pt jump shot from 25 ft,11,10
33,1,8:07.0,,Offensive rebound by R. Gobert,11,10
34,1,8:06.0,,R. Gobert makes 2-pt layup from 2 ft,11,12
35,1,7:54.0,J. Teague misses 2-pt jump shot from 9 ft,,11,12
36,1,7:51.0,,Defensive rebound by R. Gobert,11,12
37,1,7:47.0,,R. O'Neale makes 2-pt layup from 2 ft (assist by D. Mitchell),11,14
38,1,7:46.0,Minnesota full timeout,,11,14
39,1,7:26.0,J. Okogie makes 3-pt jump shot from 25 ft (assist by K. Towns),,14,14
