,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ORLANDO_ACTION,MINNESOTA_SCORE,ORLANDO_SCORE
379,4,9:12.0,J. McLaughlin misses 3-pt jump shot from 26 ft,,103,113
380,4,9:09.0,,Defensive rebound by M. Carter-Williams,103,113
381,4,9:04.0,,M. Carter-Williams misses 2-pt layup from 2 ft,103,113
382,4,9:01.0,,Offensive rebound by A. Gordon,103,113
383,4,9:01.0,,T. Ross misses 3-pt jump shot from 26 ft,103,113
384,4,9:01.0,Defensive rebound by Team,,103,113
385,4,9:01.0,Personal foul by M. Bamba (drawn by N. Reid),,103,113
386,4,8:48.0,J. Layman misses 2-pt layup from 2 ft,,103,113
387,4,8:45.0,,Defensive rebound by A. Gordon,103,113
388,4,8:41.0,,Turnover by A. Gordon (bad pass; steal by J. Layman),103,113
389,4,8:35.0,Offensive foul by J. Layman (drawn by A. Gordon),,103,113
390,4,8:35.0,Turnover by J. Layman (offensive foul),,103,113
391,4,8:35.0,J. Hernangómez enters the game for J. Culver,,103,113
392,4,8:35.0,J. Okogie enters the game for J. Layman,,103,113
393,4,8:24.0,,T. Ross makes 2-pt dunk from 2 ft (assist by A. Gordon),103,115
394,4,8:12.0,Turnover by J. McLaughlin (bad pass; steal by M. Carter-Williams),,103,115
395,4,8:08.0,,D. Augustin makes 2-pt layup from 1 ft,103,117
396,4,8:08.0,Minnesota full timeout,,103,117
397,4,8:08.0,D. Russell enters the game for J. McLaughlin,,103,117
398,4,7:52.0,M. Beasley misses 3-pt jump shot from 27 ft,,103,117
399,4,7:49.0,,Defensive rebound by M. Carter-Williams,103,117
400,4,7:47.0,,Offensive foul by M. Bamba (drawn by N. Reid),103,117
401,4,7:47.0,,Turnover by M. Bamba (offensive foul),103,117
402,4,7:34.0,M. Beasley makes 3-pt jump shot from 26 ft,,106,117
403,4,7:19.0,,T. Ross makes 2-pt layup from 1 ft (assist by A. Gordon),106,119
404,4,7:07.0,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by D. Russell),,109,119
405,4,7:07.0,Shooting foul by M. Bamba (drawn by J. Hernangómez),,109,119
406,4,7:07.0,,N. Vučević enters the game for M. Bamba,109,119
407,4,7:07.0,J. Hernangómez makes free throw 1 of 1,,110,119
408,4,6:53.0,,T. Ross misses 2-pt jump shot from 21 ft,110,119
409,4,6:49.0,Defensive rebound by M. Beasley,,110,119
410,4,6:45.0,Turnover by D. Russell (bad pass; steal by T. Ross),,110,119
411,4,6:30.0,,D. Augustin misses 3-pt jump shot from 26 ft,110,119
412,4,6:27.0,Defensive rebound by J. Hernangómez,,110,119
413,4,6:14.0,M. Beasley makes 3-pt jump shot from 27 ft,,113,119
414,4,5:52.0,,N. Vučević misses 3-pt jump shot from 27 ft,113,119
415,4,5:50.0,,Offensive rebound by M. Carter-Williams,113,119
416,4,5:41.0,,D. Augustin makes 3-pt jump shot from 28 ft (assist by A. Gordon),113,122
417,4,5:31.0,Personal foul by M. Carter-Williams (drawn by D. Russell),,113,122
418,4,5:31.0,J. Johnson enters the game for N. Reid,,113,122
419,4,5:31.0,,E. Fournier enters the game for D. Augustin,113,122
420,4,5:31.0,,M. Fultz enters the game for M. Carter-Williams,113,122
421,4,5:23.0,J. Hernangómez makes 3-pt jump shot from 28 ft (assist by J. Johnson),,116,122
422,4,5:03.0,,E. Fournier misses 3-pt jump shot from 27 ft,116,122
423,4,5:01.0,Defensive rebound by M. Beasley,,116,122
424,4,4:53.0,M. Beasley misses 2-pt layup from 2 ft (block by A. Gordon),,116,122
425,4,4:49.0,,Defensive rebound by T. Ross,116,122
426,4,4:46.0,,N. Vučević makes 2-pt layup from 1 ft (assist by T. Ross),116,124
427,4,4:28.0,D. Russell misses 2-pt jump shot from 16 ft,,116,124
428,4,4:24.0,,Defensive rebound by T. Ross,116,124
429,4,4:18.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Fultz),116,127
430,4,4:17.0,Minnesota full timeout,,116,127
431,4,4:00.0,Turnover by J. Hernangómez (bad pass; steal by T. Ross),,116,127
432,4,3:56.0,,Personal foul by J. Johnson (drawn by N. Vučević),116,127
433,4,3:52.0,,T. Ross makes 2-pt layup from 2 ft (assist by E. Fournier),116,129
434,4,3:42.0,J. Hernangómez makes 3-pt jump shot from 27 ft (assist by D. Russell),,119,129
435,4,3:17.0,,T. Ross misses 2-pt layup from 4 ft (block by J. Hernangómez),119,129
436,4,3:14.0,Defensive rebound by D. Russell,,119,129
437,4,3:08.0,M. Beasley misses 2-pt jump shot from 9 ft,,119,129
438,4,3:05.0,,Defensive rebound by T. Ross,119,129
439,4,2:56.0,,Turnover by M. Fultz (lost ball; steal by J. Okogie),119,129
440,4,2:55.0,Shooting foul by T. Ross (drawn by J. Okogie),,119,129
441,4,2:55.0,J. Okogie makes free throw 1 of 2,,120,129
442,4,2:55.0,J. Okogie makes free throw 2 of 2,,121,129
443,4,2:34.0,,N. Vučević makes 2-pt hook shot from 10 ft,121,131
444,4,2:25.0,D. Russell misses 3-pt jump shot from 25 ft,,121,131
445,4,2:25.0,,Defensive rebound by Team,121,131
446,4,2:25.0,J. McLaughlin enters the game for J. Okogie,,121,131
447,4,2:08.0,,Shooting foul by J. Johnson (drawn by N. Vučević),121,131
448,4,2:08.0,,N. Vučević misses free throw 1 of 2,121,131
449,4,2:08.0,,Offensive rebound by Team,121,131
450,4,2:08.0,,N. Vučević makes free throw 2 of 2,121,132
451,4,1:57.0,D. Russell misses 2-pt jump shot from 20 ft (block by E. Fournier),,121,132
452,4,1:55.0,,Defensive rebound by M. Fultz,121,132
453,4,1:54.0,,M. Fultz makes 2-pt layup at rim,121,134
454,4,1:54.0,Minnesota full timeout,,121,134
455,4,1:48.0,J. Hernangómez makes 2-pt layup from 2 ft (assist by J. Johnson),,123,134
456,4,1:48.0,Shooting foul by A. Gordon (drawn by J. Hernangómez),,123,134
457,4,1:48.0,J. Hernangómez makes free throw 1 of 1,,124,134
458,4,1:31.0,,Turnover by E. Fournier (bad pass; steal by J. McLaughlin),124,134
459,4,1:27.0,J. Hernangómez misses 3-pt jump shot from 27 ft,,124,134
460,4,1:24.0,,Defensive rebound by A. Gordon,124,134
461,4,1:13.0,,A. Gordon makes 2-pt layup from 2 ft,124,136
462,4,1:04.0,Personal foul by N. Vučević (drawn by J. McLaughlin),,124,136
463,4,1:04.0,J. McLaughlin makes free throw 1 of 2,,125,136
464,4,1:04.0,J. McLaughlin misses free throw 2 of 2,,125,136
465,4,0:59.0,,Defensive rebound by N. Vučević,125,136
466,4,0:53.0,,Personal take foul by M. Beasley (drawn by A. Gordon),125,136
467,4,0:41.0,,E. Fournier misses 3-pt jump shot from 27 ft,125,136
468,4,0:38.0,Defensive rebound by J. Johnson,,125,136
469,4,0:35.0,M. Beasley misses 3-pt jump shot from 28 ft,,125,136
470,4,0:32.0,Offensive rebound by J. Hernangómez,,125,136
471,4,0:29.0,D. Russell misses 3-pt jump shot from 23 ft,,125,136
472,4,0:26.0,,Defensive rebound by T. Ross,125,136
473,4,0:05.0,,Turnover by Team (shot clock),125,136
