,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SACRAMENTO_ACTION,NEW YORK_SCORE,SACRAMENTO_SCORE
106,2,11:41.0,Offensive rebound by M. Robinson,,20,32
107,2,11:41.0,M. Robinson misses 2-pt layup from 1 ft,,20,32
108,2,11:39.0,Offensive rebound by M. Robinson,,20,32
109,2,11:39.0,M. Robinson makes 2-pt layup from 1 ft,,22,32
110,2,11:23.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,22,32
111,2,11:21.0,Defensive rebound by E. Payton,,22,32
112,2,11:05.0,D. Dotson misses 3-pt jump shot from 27 ft,,22,32
113,2,11:01.0,Offensive rebound by B. Portis,,22,32
114,2,10:58.0,D. Dotson makes 2-pt jump shot from 18 ft (assist by B. Portis),,24,32
115,2,10:42.0,,Turnover by B. Bogdanović (lost ball; steal by E. Payton),24,32
116,2,10:38.0,E. Payton makes 2-pt layup from 3 ft (assist by D. Dotson),,26,32
117,2,10:38.0,,Violation by Team (def goaltending),26,32
118,2,10:19.0,,T. Ariza misses 2-pt layup from 2 ft,26,32
119,2,10:16.0,,Offensive rebound by M. Bagley,26,32
120,2,10:13.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by T. Ariza),26,35
121,2,9:50.0,K. Knox misses 2-pt jump shot from 5 ft,,26,35
122,2,9:50.0,Offensive rebound by Team,,26,35
123,2,9:50.0,,Loose ball foul by T. Ariza (drawn by K. Knox),26,35
124,2,9:50.0,F. Ntilikina enters the game for E. Payton,,26,35
125,2,9:48.0,Offensive foul by K. Knox (drawn by T. Ariza),,26,35
126,2,9:48.0,Turnover by K. Knox (offensive foul),,26,35
127,2,9:29.0,,M. Bagley misses 2-pt jump shot from 12 ft,26,35
128,2,9:26.0,Defensive rebound by B. Portis,,26,35
129,2,9:18.0,D. Dotson makes 3-pt jump shot from 24 ft (assist by B. Portis),,29,35
130,2,9:03.0,,Y. Ferrell makes 2-pt jump shot from 18 ft,29,37
131,2,8:53.0,D. Dotson misses 3-pt jump shot from 26 ft,,29,37
132,2,8:49.0,,Defensive rebound by M. Bagley,29,37
133,2,8:42.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,29,37
134,2,8:38.0,Defensive rebound by K. Knox,,29,37
135,2,8:29.0,B. Portis misses 2-pt hook shot from 9 ft,,29,37
136,2,8:29.0,,Defensive rebound by Team,29,37
137,2,8:29.0,Loose ball foul by M. Robinson (drawn by M. Bagley),,29,37
138,2,8:11.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,29,37
139,2,8:07.0,Defensive rebound by M. Robinson,,29,37
140,2,8:01.0,F. Ntilikina makes 2-pt layup from 2 ft,,31,37
141,2,7:54.0,,Sacramento full timeout,31,37
142,2,7:54.0,,N. Bjelica enters the game for H. Barnes,31,37
143,2,7:44.0,,M. Bagley makes 2-pt layup from 3 ft,31,39
144,2,7:32.0,Turnover by B. Portis (traveling),,31,39
145,2,7:32.0,R. Barrett enters the game for D. Dotson,,31,39
146,2,7:32.0,T. Gibson enters the game for M. Robinson,,31,39
147,2,7:32.0,,B. Hield enters the game for B. Bogdanović,31,39
148,2,7:32.0,,C. Joseph enters the game for Y. Ferrell,31,39
149,2,7:18.0,,Turnover by B. Hield (bad pass; steal by F. Ntilikina),31,39
150,2,7:08.0,K. Knox misses 3-pt jump shot from 26 ft,,31,39
151,2,7:06.0,Offensive rebound by Team,,31,39
152,2,7:06.0,,Loose ball foul by B. Hield (drawn by T. Gibson),31,39
153,2,7:06.0,J. Randle enters the game for B. Portis,,31,39
154,2,6:52.0,Turnover by Team (shot clock),,31,39
155,2,6:33.0,,C. Joseph makes 2-pt jump shot from 6 ft,31,41
156,2,6:17.0,J. Randle makes 3-pt jump shot from 26 ft (assist by T. Gibson),,34,41
157,2,6:07.0,,M. Bagley misses 2-pt layup from 1 ft,34,41
158,2,5:59.0,,Offensive rebound by B. Hield,34,41
159,2,5:59.0,,B. Hield makes 2-pt dunk at rim,34,43
160,2,5:53.0,Personal foul by M. Bagley (drawn by J. Randle),,34,43
161,2,5:53.0,M. Morris enters the game for K. Knox,,34,43
162,2,5:53.0,,R. Holmes enters the game for M. Bagley,34,43
163,2,5:41.0,M. Morris misses 2-pt jump shot from 16 ft,,34,43
164,2,5:37.0,,Defensive rebound by T. Ariza,34,43
165,2,5:26.0,,N. Bjelica makes 3-pt jump shot from 22 ft (assist by T. Ariza),34,46
166,2,5:08.0,J. Randle makes 3-pt jump shot from 25 ft (assist by M. Morris),,37,46
167,2,4:42.0,,T. Ariza misses 3-pt jump shot from 26 ft,37,46
168,2,4:38.0,Defensive rebound by T. Gibson,,37,46
169,2,4:31.0,R. Barrett misses 3-pt jump shot from 25 ft,,37,46
170,2,4:27.0,,Defensive rebound by T. Ariza,37,46
171,2,4:17.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by N. Bjelica),37,49
172,2,4:17.0,E. Payton enters the game for F. Ntilikina,,37,49
173,2,4:17.0,,H. Barnes enters the game for T. Ariza,37,49
174,2,3:48.0,M. Morris misses 3-pt jump shot from 26 ft,,37,49
175,2,3:48.0,,Defensive rebound by R. Holmes,37,49
176,2,3:48.0,,Personal foul by J. Randle (drawn by R. Holmes),37,49
177,2,3:32.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by N. Bjelica),37,52
178,2,3:21.0,New York full timeout,,37,52
179,2,3:09.0,R. Barrett makes 2-pt layup from 1 ft,,39,52
180,2,2:56.0,,Turnover by C. Joseph (bad pass),39,52
181,2,2:37.0,M. Morris misses 2-pt jump shot from 19 ft,,39,52
182,2,2:32.0,Offensive rebound by T. Gibson,,39,52
183,2,2:32.0,T. Gibson misses 2-pt layup from 1 ft,,39,52
184,2,2:31.0,,Defensive rebound by R. Holmes,39,52
185,2,2:21.0,,Personal foul by M. Morris (drawn by H. Barnes),39,52
186,2,2:14.0,,H. Barnes misses 2-pt layup from 6 ft,39,52
187,2,2:09.0,Defensive rebound by R. Barrett,,39,52
188,2,2:03.0,R. Barrett misses 3-pt jump shot from 24 ft,,39,52
189,2,2:00.0,Offensive rebound by T. Gibson,,39,52
190,2,1:54.0,T. Gibson makes 2-pt layup from 1 ft (assist by M. Morris),,41,52
191,2,1:28.0,,H. Barnes misses 2-pt jump shot from 5 ft,41,52
192,2,1:26.0,,Offensive rebound by N. Bjelica,41,52
193,2,1:24.0,,N. Bjelica misses 2-pt layup from 2 ft,41,52
194,2,1:23.0,Defensive rebound by J. Randle,,41,52
195,2,1:16.0,Turnover by J. Randle (bad pass),,41,52
196,2,1:00.0,,Turnover by H. Barnes (bad pass; steal by T. Gibson),41,52
197,2,0:58.0,R. Barrett makes 2-pt layup from 2 ft (assist by E. Payton),,43,52
198,2,0:38.0,,H. Barnes misses 3-pt jump shot from 22 ft,43,52
199,2,0:35.0,Defensive rebound by J. Randle,,43,52
200,2,0:29.0,J. Randle makes 2-pt jump shot from 2 ft,,45,52
201,2,0:17.0,,Sacramento full timeout,45,52
202,2,0:17.0,K. Knox enters the game for M. Morris,,45,52
203,2,0:17.0,,B. Bogdanović enters the game for C. Joseph,45,52
204,2,0:08.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by B. Hield),45,54
205,2,0:03.0,Personal take foul by B. Hield (drawn by E. Payton),,45,54
206,2,0:03.0,,C. Joseph enters the game for B. Hield,45,54
207,2,0:00.0,J. Randle misses 3-pt jump shot from 26 ft,,45,54
208,2,0:00.0,,Defensive rebound by C. Joseph,45,54
209,3,11:41.0,R. Barrett makes 2-pt layup from 2 ft (assist by M. Morris),,47,54
210,3,11:29.0,,Personal foul by F. Ntilikina (drawn by B. Hield),47,54
211,3,11:20.0,,N. Bjelica misses 3-pt jump shot from 26 ft,47,54
212,3,11:18.0,Defensive rebound by J. Randle,,47,54
213,3,11:06.0,J. Randle misses 3-pt jump shot from 25 ft,,47,54
214,3,11:01.0,,Defensive rebound by B. Hield,47,54
215,3,10:54.0,,H. Barnes makes 2-pt layup from 2 ft (assist by N. Bjelica),47,56
216,3,10:42.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Gibson),,50,56
217,3,10:28.0,,N. Bjelica makes 3-pt jump shot from 27 ft (assist by B. Hield),50,59
218,3,10:15.0,Offensive foul by M. Morris (drawn by H. Barnes),,50,59
219,3,10:15.0,Turnover by M. Morris (offensive foul),,50,59
220,3,10:12.0,,B. Hield makes 2-pt dunk from 3 ft (assist by N. Bjelica),50,61
221,3,9:57.0,R. Barrett misses 2-pt jump shot from 21 ft,,50,61
222,3,9:54.0,,Defensive rebound by C. Joseph,50,61
223,3,9:44.0,,H. Barnes makes 2-pt jump shot from 11 ft,50,63
224,3,9:24.0,J. Randle makes 2-pt layup from 3 ft,,52,63
225,3,9:24.0,Shooting foul by R. Holmes (drawn by J. Randle),,52,63
226,3,9:24.0,J. Randle misses free throw 1 of 1,,52,63
227,3,9:22.0,,Defensive rebound by N. Bjelica,52,63
228,3,9:07.0,,Shooting foul by M. Morris (drawn by R. Holmes),52,63
229,3,9:07.0,,R. Holmes makes free throw 1 of 2,52,64
230,3,9:07.0,K. Knox enters the game for M. Morris,,52,64
231,3,9:07.0,,R. Holmes makes free throw 2 of 2,52,65
232,3,8:51.0,K. Knox misses 3-pt jump shot from 23 ft,,52,65
233,3,8:48.0,,Defensive rebound by C. Joseph,52,65
234,3,8:39.0,,B. Hield misses 3-pt jump shot from 26 ft (block by K. Knox),52,65
235,3,8:39.0,Defensive rebound by T. Gibson,,52,65
236,3,8:31.0,R. Barrett misses 2-pt layup from 3 ft,,52,65
237,3,8:29.0,,Defensive rebound by R. Holmes,52,65
238,3,8:17.0,,H. Barnes makes 2-pt layup from 2 ft (assist by N. Bjelica),52,67
239,3,8:14.0,New York full timeout,,52,67
240,3,8:14.0,M. Robinson enters the game for T. Gibson,,52,67
241,3,8:01.0,Turnover by J. Randle (traveling),,52,67
242,3,7:50.0,,Offensive foul by R. Holmes (drawn by J. Randle),52,67
243,3,7:50.0,,Turnover by R. Holmes (offensive foul),52,67
244,3,7:50.0,E. Payton enters the game for F. Ntilikina,,52,67
245,3,7:31.0,R. Barrett misses 2-pt layup from 4 ft,,52,67
246,3,7:24.0,Offensive rebound by M. Robinson,,52,67
247,3,7:24.0,M. Robinson makes 2-pt layup at rim,,54,67
248,3,7:16.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by N. Bjelica),54,70
249,3,6:59.0,K. Knox makes 2-pt layup from 5 ft (assist by E. Payton),,56,70
250,3,6:45.0,,N. Bjelica misses 2-pt jump shot from 16 ft,56,70
251,3,6:42.0,Defensive rebound by R. Barrett,,56,70
252,3,6:21.0,R. Barrett makes 2-pt jump shot from 13 ft (assist by J. Randle),,58,70
253,3,6:20.0,,Sacramento full timeout,58,70
254,3,6:20.0,,B. Bogdanović enters the game for N. Bjelica,58,70
255,3,6:04.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by C. Joseph),58,73
256,3,5:47.0,J. Randle makes 3-pt jump shot from 23 ft (assist by R. Barrett),,61,73
257,3,5:35.0,,B. Hield misses 3-pt jump shot from 26 ft,61,73
258,3,5:32.0,Defensive rebound by J. Randle,,61,73
259,3,5:28.0,Turnover by K. Knox (step out of bounds),,61,73
260,3,5:28.0,,M. Bagley enters the game for R. Holmes,61,73
261,3,5:09.0,,B. Bogdanović makes 2-pt jump shot from 7 ft,61,75
262,3,4:55.0,E. Payton misses 2-pt jump shot from 3 ft (block by M. Bagley),,61,75
263,3,4:52.0,Offensive rebound by E. Payton,,61,75
264,3,4:50.0,R. Barrett misses 3-pt jump shot from 25 ft,,61,75
265,3,4:47.0,,Defensive rebound by H. Barnes,61,75
266,3,4:45.0,,C. Joseph makes 2-pt layup from 1 ft (assist by H. Barnes),61,77
267,3,4:28.0,J. Randle misses 3-pt jump shot from 23 ft,,61,77
268,3,4:24.0,,Defensive rebound by C. Joseph,61,77
269,3,4:18.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,61,77
270,3,4:17.0,,Offensive rebound by M. Bagley,61,77
271,3,4:15.0,,Turnover by M. Bagley (bad pass; steal by K. Knox),61,77
272,3,4:11.0,Shooting foul by C. Joseph (drawn by K. Knox),,61,77
273,3,4:11.0,K. Knox makes free throw 1 of 2,,62,77
274,3,4:11.0,D. Dotson enters the game for R. Barrett,,62,77
275,3,4:11.0,B. Portis enters the game for J. Randle,,62,77
276,3,4:11.0,,T. Ariza enters the game for H. Barnes,62,77
277,3,4:11.0,,N. Bjelica enters the game for C. Joseph,62,77
278,3,4:11.0,K. Knox misses free throw 2 of 2,,62,77
279,3,4:11.0,Offensive rebound by Team,,62,77
280,3,4:11.0,,Loose ball foul by N. Bjelica (drawn by M. Robinson),62,77
281,3,4:06.0,E. Payton makes 2-pt layup from 2 ft,,64,77
282,3,3:50.0,,M. Bagley misses 3-pt jump shot from 26 ft,64,77
283,3,3:46.0,Defensive rebound by K. Knox,,64,77
284,3,3:38.0,E. Payton makes 2-pt layup from 1 ft,,66,77
285,3,3:38.0,,Sacramento full timeout,66,77
286,3,3:26.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Hield),66,80
287,3,3:13.0,E. Payton misses 2-pt jump shot from 13 ft,,66,80
288,3,3:09.0,,Defensive rebound by M. Bagley,66,80
289,3,2:48.0,,N. Bjelica misses 3-pt jump shot from 23 ft,66,80
290,3,2:44.0,Defensive rebound by B. Portis,,66,80
291,3,2:36.0,B. Portis makes 2-pt hook shot from 4 ft,,68,80
292,3,2:12.0,,Turnover by T. Ariza (bad pass; steal by D. Dotson),68,80
293,3,2:06.0,E. Payton makes 2-pt layup from 1 ft (assist by K. Knox),,70,80
294,3,1:41.0,,B. Bogdanović misses 2-pt jump shot from 20 ft,70,80
295,3,1:40.0,Defensive rebound by Team,,70,80
296,3,1:40.0,,Y. Ferrell enters the game for B. Hield,70,80
297,3,1:23.0,B. Portis makes 2-pt jump shot from 15 ft (assist by E. Payton),,72,80
298,3,1:04.0,,Turnover by B. Bogdanović (bad pass),72,80
299,3,1:04.0,,H. Barnes enters the game for N. Bjelica,72,80
300,3,0:57.0,Personal foul by H. Barnes (drawn by B. Portis),,72,80
301,3,0:48.0,B. Portis misses 2-pt jump shot from 11 ft,,72,80
302,3,0:45.0,,Defensive rebound by T. Ariza,72,80
303,3,0:31.0,,Turnover by M. Bagley (lost ball; steal by M. Robinson),72,80
304,3,0:24.0,E. Payton misses 2-pt layup from 1 ft,,72,80
305,3,0:21.0,,Defensive rebound by M. Bagley,72,80
306,3,0:00.0,,T. Ariza misses 2-pt layup from 3 ft,72,80
307,3,0:00.0,,Offensive rebound by Team,72,80
308,3,0:00.0,,Turnover by Team (shot clock),72,80
309,4,11:45.0,,H. Barnes misses 2-pt layup from 3 ft,72,80
310,4,11:39.0,Defensive rebound by D. Dotson,,72,80
311,4,11:17.0,D. Dotson makes 3-pt jump shot from 32 ft (assist by B. Portis),,75,80
312,4,10:59.0,,T. Ariza misses 3-pt jump shot from 25 ft,75,80
313,4,10:57.0,Defensive rebound by B. Portis,,75,80
314,4,10:50.0,M. Morris misses 3-pt jump shot from 25 ft,,75,80
315,4,10:46.0,,Defensive rebound by Y. Ferrell,75,80
316,4,10:40.0,,Personal foul by M. Robinson (drawn by M. Bagley),75,80
317,4,10:40.0,F. Ntilikina enters the game for E. Payton,,75,80
318,4,10:33.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,75,80
319,4,10:30.0,Defensive rebound by D. Dotson,,75,80
320,4,10:23.0,B. Portis makes 2-pt jump shot from 21 ft (assist by D. Dotson),,77,80
321,4,10:06.0,,H. Barnes misses 3-pt jump shot from 25 ft,77,80
322,4,10:03.0,Defensive rebound by M. Robinson,,77,80
323,4,9:56.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,77,80
324,4,9:53.0,,Defensive rebound by Team,77,80
325,4,9:36.0,,M. Bagley makes 2-pt jump shot from 17 ft,77,82
326,4,9:20.0,B. Portis makes 3-pt jump shot from 25 ft (assist by D. Dotson),,80,82
327,4,9:07.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),80,85
328,4,8:50.0,D. Dotson makes 3-pt jump shot from 25 ft,,83,85
329,4,8:26.0,,M. Bagley makes 2-pt layup from 3 ft (assist by Y. Ferrell),83,87
330,4,8:18.0,B. Portis misses 3-pt jump shot from 25 ft,,83,87
331,4,8:14.0,,Defensive rebound by M. Bagley,83,87
332,4,8:06.0,,H. Barnes misses 3-pt jump shot from 25 ft,83,87
333,4,8:03.0,Defensive rebound by M. Morris,,83,87
334,4,7:47.0,M. Robinson makes 2-pt dunk from 1 ft (assist by M. Morris),,85,87
335,4,7:47.0,,Sacramento full timeout,85,87
336,4,7:47.0,R. Barrett enters the game for D. Dotson,,85,87
337,4,7:47.0,,N. Bjelica enters the game for M. Bagley,85,87
338,4,7:47.0,,B. Hield enters the game for H. Barnes,85,87
339,4,7:47.0,,R. Holmes enters the game for Y. Ferrell,85,87
340,4,7:27.0,,B. Bogdanović makes 3-pt jump shot from 28 ft,85,90
341,4,7:11.0,M. Robinson makes 2-pt dunk from 1 ft (assist by R. Barrett),,87,90
342,4,6:53.0,,B. Hield makes 3-pt jump shot from 25 ft,87,93
343,4,6:39.0,R. Barrett misses 2-pt layup from 6 ft,,87,93
344,4,6:37.0,,Defensive rebound by B. Hield,87,93
345,4,6:34.0,,B. Hield misses 3-pt jump shot from 25 ft,87,93
346,4,6:30.0,Defensive rebound by M. Robinson,,87,93
347,4,6:25.0,B. Portis misses 2-pt jump shot from 15 ft,,87,93
348,4,6:20.0,,Defensive rebound by R. Holmes,87,93
349,4,6:10.0,,Turnover by B. Hield (palming),87,93
350,4,6:10.0,E. Payton enters the game for F. Ntilikina,,87,93
351,4,6:10.0,New York full timeout,,87,93
352,4,6:10.0,T. Gibson enters the game for B. Portis,,87,93
353,4,6:10.0,J. Randle enters the game for M. Robinson,,87,93
354,4,6:10.0,,H. Barnes enters the game for T. Ariza,87,93
355,4,6:10.0,,C. Joseph enters the game for N. Bjelica,87,93
356,4,5:51.0,E. Payton makes 3-pt jump shot from 25 ft (assist by J. Randle),,90,93
357,4,5:41.0,,Offensive foul by B. Hield (drawn by E. Payton),90,93
358,4,5:41.0,,Turnover by B. Hield (offensive foul),90,93
359,4,5:22.0,M. Morris makes 2-pt jump shot from 15 ft,,92,93
360,4,5:22.0,Shooting foul by B. Bogdanović (drawn by M. Morris),,92,93
361,4,5:22.0,M. Morris makes free throw 1 of 1,,93,93
362,4,5:03.0,,B. Hield misses 2-pt jump shot from 18 ft,93,93
363,4,5:00.0,Defensive rebound by R. Barrett,,93,93
364,4,4:46.0,M. Morris misses 2-pt jump shot from 14 ft,,93,93
365,4,4:43.0,Offensive rebound by R. Barrett,,93,93
366,4,4:31.0,E. Payton makes 2-pt jump shot from 6 ft (assist by J. Randle),,95,93
367,4,4:13.0,,Personal foul by M. Morris (drawn by B. Bogdanović),95,93
368,4,4:13.0,K. Knox enters the game for M. Morris,,95,93
369,4,4:01.0,,C. Joseph misses 3-pt jump shot from 25 ft,95,93
370,4,3:56.0,Defensive rebound by E. Payton,,95,93
371,4,3:51.0,R. Barrett misses 3-pt jump shot from 23 ft,,95,93
372,4,3:48.0,,Defensive rebound by H. Barnes,95,93
373,4,3:37.0,,B. Hield makes 2-pt jump shot from 19 ft,95,95
374,4,3:18.0,E. Payton makes 2-pt jump shot from 20 ft,,97,95
375,4,3:05.0,,Personal foul by T. Gibson (drawn by B. Hield),97,95
376,4,2:50.0,,R. Holmes misses 2-pt hook shot from 11 ft,97,95
377,4,2:47.0,,Offensive rebound by B. Hield,97,95
378,4,2:40.0,,B. Hield misses 3-pt jump shot from 25 ft,97,95
379,4,2:39.0,,Offensive rebound by Team,97,95
380,4,2:39.0,Loose ball foul by K. Knox (drawn by C. Joseph),,97,95
381,4,2:39.0,Instant Replay (Challenge: Ruling Stands),,97,95
382,4,2:39.0,M. Morris enters the game for K. Knox,,97,95
383,4,2:28.0,,B. Hield misses 3-pt jump shot from 24 ft (block by T. Gibson),97,95
384,4,2:28.0,Defensive rebound by T. Gibson,,97,95
385,4,2:16.0,M. Morris misses 2-pt jump shot from 16 ft,,97,95
