,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHILADELPHIA_ACTION,WASHINGTON_SCORE,PHILADELPHIA_SCORE
149,2,9:00.0,,Philadelphia full timeout,30,36
150,2,9:00.0,,A. Horford enters the game for J. Embiid,30,36
151,2,8:54.0,,T. Burke makes 3-pt jump shot from 25 ft,30,39
152,2,8:37.0,D. Bertāns misses 3-pt jump shot from 27 ft,,30,39
153,2,8:33.0,,Defensive rebound by T. Harris,30,39
154,2,8:20.0,,J. Richardson makes 2-pt layup from 3 ft,30,41
155,2,8:08.0,Shooting foul by T. Burke (drawn by I. Smith),,30,41
156,2,8:08.0,I. Smith misses free throw 1 of 2,,30,41
157,2,8:08.0,Offensive rebound by Team,,30,41
158,2,8:08.0,B. Beal enters the game for G. Mathews,,30,41
159,2,8:08.0,,B. Simmons enters the game for T. Burke,30,41
160,2,8:08.0,I. Smith misses free throw 2 of 2,,30,41
161,2,8:06.0,,Defensive rebound by A. Horford,30,41
162,2,7:53.0,,J. Richardson misses 3-pt jump shot from 27 ft,30,41
163,2,7:47.0,,Offensive rebound by B. Simmons,30,41
164,2,7:47.0,,B. Simmons misses 2-pt layup at rim,30,41
165,2,7:46.0,,Offensive rebound by A. Horford,30,41
166,2,7:46.0,,A. Horford misses 2-pt layup at rim,30,41
167,2,7:46.0,,Offensive rebound by B. Simmons,30,41
168,2,7:46.0,,B. Simmons misses 2-pt layup from 1 ft,30,41
169,2,7:46.0,,Offensive rebound by A. Horford,30,41
170,2,7:41.0,,A. Horford makes 2-pt layup from 3 ft,30,43
171,2,7:37.0,Washington full timeout,,30,43
172,2,7:37.0,A. Pasečņiks enters the game for A. Schofield,,30,43
173,2,7:37.0,,F. Korkmaz enters the game for J. Richardson,30,43
174,2,7:24.0,D. Bertāns misses 2-pt jump shot from 12 ft,,30,43
175,2,7:21.0,,Defensive rebound by T. Harris,30,43
176,2,7:11.0,,A. Horford misses 3-pt jump shot from 22 ft,30,43
177,2,7:07.0,,Offensive rebound by B. Simmons,30,43
178,2,7:07.0,,B. Simmons makes 2-pt jump shot from 5 ft,30,45
179,2,7:07.0,,Shooting foul by A. Pasečņiks (drawn by B. Simmons),30,45
180,2,7:07.0,A. Schofield enters the game for A. Pasečņiks,,30,45
181,2,7:07.0,,B. Simmons misses free throw 1 of 1,30,45
182,2,7:03.0,Defensive rebound by T. Brown,,30,45
183,2,6:48.0,T. Brown misses 3-pt jump shot from 27 ft,,30,45
184,2,6:48.0,,Defensive rebound by B. Simmons,30,45
185,2,6:41.0,,B. Simmons misses 2-pt layup from 5 ft (block by A. Schofield),30,45
186,2,6:41.0,,Offensive rebound by Team,30,45
187,2,6:41.0,I. Thomas enters the game for I. Smith,,30,45
188,2,6:41.0,Violation by Team (delay of game),,30,45
189,2,6:35.0,,T. Harris misses 2-pt jump shot from 10 ft,30,45
190,2,6:33.0,,Offensive rebound by A. Horford,30,45
191,2,6:31.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,30,45
192,2,6:28.0,,Offensive rebound by T. Harris,30,45
193,2,6:27.0,,T. Harris makes 2-pt layup from 1 ft,30,47
194,2,6:19.0,Turnover by I. Thomas (lost ball; steal by T. Harris),,30,47
195,2,6:09.0,,A. Horford misses 2-pt jump shot from 10 ft,30,47
196,2,6:05.0,Defensive rebound by A. Schofield,,30,47
197,2,5:58.0,Turnover by A. Schofield (lost ball; steal by B. Simmons),,30,47
198,2,5:55.0,,A. Horford makes 2-pt layup from 2 ft (assist by B. Simmons),30,49
199,2,5:48.0,Personal foul by F. Korkmaz (drawn by D. Bertāns),,30,49
200,2,5:48.0,,J. Ennis enters the game for M. Thybulle,30,49
201,2,5:37.0,T. Brown misses 2-pt jump shot from 17 ft,,30,49
202,2,5:33.0,,Defensive rebound by J. Ennis,30,49
203,2,5:26.0,,Turnover by B. Simmons (bad pass),30,49
204,2,5:19.0,Personal foul by B. Simmons (drawn by A. Schofield),,30,49
205,2,5:19.0,I. Mahinmi enters the game for T. Brown,,30,49
206,2,5:07.0,B. Beal misses 2-pt layup from 2 ft,,30,49
207,2,5:05.0,,Defensive rebound by B. Simmons,30,49
208,2,5:00.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by B. Simmons),30,52
209,2,4:58.0,Washington full timeout,,30,52
210,2,4:35.0,D. Bertāns misses 3-pt jump shot from 27 ft,,30,52
211,2,4:33.0,,Defensive rebound by Team,30,52
212,2,4:19.0,,Shooting foul by I. Mahinmi (drawn by T. Harris),30,52
213,2,4:19.0,,T. Harris makes free throw 1 of 2,30,53
214,2,4:19.0,,T. Harris misses free throw 2 of 2,30,53
215,2,4:17.0,Defensive rebound by I. Mahinmi,,30,53
216,2,4:11.0,Personal foul by F. Korkmaz (drawn by I. Thomas),,30,53
217,2,4:11.0,I. Thomas makes free throw 1 of 2,,31,53
218,2,4:11.0,,J. Richardson enters the game for F. Korkmaz,31,53
219,2,4:11.0,I. Thomas makes free throw 2 of 2,,32,53
220,2,3:49.0,,B. Simmons misses 2-pt jump shot from 13 ft,32,53
221,2,3:46.0,Defensive rebound by B. Beal,,32,53
222,2,3:42.0,B. Beal misses 3-pt jump shot from 27 ft,,32,53
223,2,3:39.0,,Defensive rebound by A. Horford,32,53
224,2,3:34.0,,Shooting foul by I. Mahinmi (drawn by B. Simmons),32,53
225,2,3:34.0,,B. Simmons misses free throw 1 of 2,32,53
226,2,3:34.0,,Offensive rebound by Team,32,53
227,2,3:34.0,,J. Embiid enters the game for T. Harris,32,53
228,2,3:34.0,,M. Scott enters the game for A. Horford,32,53
229,2,3:34.0,,B. Simmons makes free throw 2 of 2,32,54
230,2,3:25.0,I. Thomas makes 2-pt jump shot from 10 ft,,34,54
231,2,3:06.0,,J. Embiid misses 2-pt jump shot from 18 ft,34,54
232,2,3:03.0,,Offensive rebound by J. Richardson,34,54
233,2,3:02.0,,J. Richardson makes 2-pt layup from 2 ft,34,56
234,2,2:50.0,B. Beal makes 2-pt jump shot from 16 ft,,36,56
235,2,2:34.0,,J. Richardson makes 2-pt jump shot from 14 ft,36,58
236,2,2:29.0,Shooting foul by J. Richardson (drawn by B. Beal),,36,58
237,2,2:29.0,B. Beal makes free throw 1 of 2,,37,58
238,2,2:29.0,B. Beal makes free throw 2 of 2,,38,58
239,2,2:17.0,,Turnover by J. Embiid (bad pass),38,58
240,2,2:10.0,I. Thomas misses 2-pt jump shot from 12 ft,,38,58
241,2,2:03.0,,Defensive rebound by J. Embiid,38,58
242,2,2:03.0,,Turnover by J. Embiid (bad pass; steal by B. Beal),38,58
243,2,1:56.0,B. Beal makes 2-pt jump shot from 6 ft,,40,58
244,2,1:52.0,,M. Scott misses 3-pt jump shot from 28 ft,40,58
245,2,1:49.0,Defensive rebound by D. Bertāns,,40,58
246,2,1:46.0,B. Beal makes 3-pt jump shot from 26 ft (assist by I. Thomas),,43,58
247,2,1:29.0,,B. Simmons misses 2-pt layup from 2 ft (block by I. Mahinmi),43,58
248,2,1:28.0,,Offensive rebound by J. Embiid,43,58
249,2,1:27.0,,Shooting foul by D. Bertāns (drawn by J. Embiid),43,58
250,2,1:27.0,,J. Embiid makes free throw 1 of 2,43,59
251,2,1:27.0,,J. Embiid makes free throw 2 of 2,43,60
252,2,1:17.0,I. Mahinmi makes 3-pt jump shot from 28 ft (assist by I. Thomas),,46,60
253,2,1:05.0,,B. Simmons makes 2-pt layup from 3 ft,46,62
254,2,0:51.0,I. Mahinmi misses 3-pt jump shot from 27 ft,,46,62
255,2,0:49.0,,Defensive rebound by M. Scott,46,62
256,2,0:44.0,,Turnover by J. Richardson (lost ball; steal by B. Beal),46,62
257,2,0:43.0,Personal foul by J. Richardson (drawn by A. Schofield),,46,62
258,2,0:43.0,A. Schofield makes free throw 1 of 2,,47,62
259,2,0:43.0,,M. Thybulle enters the game for J. Richardson,47,62
260,2,0:43.0,A. Schofield makes free throw 2 of 2,,48,62
261,2,0:39.0,,M. Scott makes 3-pt jump shot from 27 ft (assist by B. Simmons),48,65
262,2,0:36.0,Personal foul by J. Ennis (drawn by I. Thomas),,48,65
263,2,0:36.0,I. Thomas makes free throw 1 of 2,,49,65
264,2,0:36.0,I. Thomas makes free throw 2 of 2,,50,65
265,2,0:28.0,,M. Scott misses 2-pt jump shot from 16 ft,50,65
266,2,0:25.0,,Offensive rebound by B. Simmons,50,65
267,2,0:20.0,,J. Ennis misses 2-pt layup from 8 ft,50,65
268,2,0:18.0,Defensive rebound by I. Mahinmi,,50,65
269,2,0:01.0,B. Beal makes 2-pt layup from 3 ft,,52,65
270,2,0:01.0,Away from play foul by B. Simmons (drawn by I. Thomas),,52,65
271,2,0:01.0,I. Thomas makes free throw 1 of 1,,53,65
272,3,11:33.0,I. Thomas misses 3-pt jump shot from 26 ft,,53,65
273,3,11:28.0,,Defensive rebound by A. Horford,53,65
274,3,11:20.0,,A. Horford misses 2-pt layup from 1 ft,53,65
275,3,11:18.0,Defensive rebound by B. Beal,,53,65
276,3,11:08.0,I. Thomas makes 2-pt jump shot from 14 ft,,55,65
277,3,10:49.0,,J. Embiid misses 2-pt jump shot from 11 ft,55,65
278,3,10:47.0,Defensive rebound by I. Mahinmi,,55,65
279,3,10:43.0,D. Bertāns misses 3-pt jump shot from 27 ft,,55,65
280,3,10:39.0,,Defensive rebound by J. Embiid,55,65
281,3,10:25.0,,J. Richardson misses 3-pt jump shot from 27 ft,55,65
282,3,10:21.0,Defensive rebound by I. Mahinmi,,55,65
283,3,10:18.0,Personal foul by B. Simmons (drawn by D. Bertāns),,55,65
284,3,10:04.0,Turnover by I. Bonga (bad pass; steal by B. Simmons),,55,65
285,3,10:01.0,,B. Simmons makes 2-pt layup from 2 ft,55,67
286,3,10:01.0,,Shooting foul by D. Bertāns (drawn by B. Simmons),55,67
287,3,10:01.0,,B. Simmons makes free throw 1 of 1,55,68
288,3,9:52.0,Turnover by I. Mahinmi (lost ball; steal by B. Simmons),,55,68
289,3,9:38.0,,J. Embiid misses 3-pt jump shot from 27 ft,55,68
290,3,9:34.0,Defensive rebound by D. Bertāns,,55,68
291,3,9:23.0,B. Beal misses 2-pt jump shot from 7 ft,,55,68
292,3,9:21.0,,Defensive rebound by J. Embiid,55,68
293,3,9:18.0,,Shooting foul by I. Bonga (drawn by B. Simmons),55,68
294,3,9:18.0,,B. Simmons makes free throw 1 of 2,55,69
295,3,9:18.0,,B. Simmons misses free throw 2 of 2,55,69
296,3,9:15.0,Defensive rebound by I. Mahinmi,,55,69
297,3,8:59.0,Shooting foul by T. Harris (drawn by D. Bertāns),,55,69
298,3,8:59.0,D. Bertāns makes free throw 1 of 3,,56,69
299,3,8:59.0,D. Bertāns makes free throw 2 of 3,,57,69
300,3,8:59.0,D. Bertāns makes free throw 3 of 3,,58,69
301,3,8:41.0,,Turnover by J. Embiid (lost ball; steal by I. Mahinmi),58,69
302,3,8:36.0,D. Bertāns misses 3-pt jump shot from 26 ft,,58,69
303,3,8:32.0,,Defensive rebound by J. Richardson,58,69
304,3,8:27.0,,Turnover by B. Simmons (lost ball; steal by I. Bonga),58,69
305,3,8:22.0,B. Beal misses 2-pt layup from 4 ft,,58,69
306,3,8:21.0,,Defensive rebound by Team,58,69
307,3,8:21.0,Loose ball foul by D. Bertāns (drawn by J. Embiid),,58,69
308,3,8:11.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by A. Horford),58,72
309,3,7:52.0,I. Mahinmi makes 2-pt dunk from 1 ft (assist by B. Beal),,60,72
310,3,7:26.0,,T. Harris misses 2-pt jump shot from 7 ft,60,72
311,3,7:25.0,Defensive rebound by Team,,60,72
312,3,7:15.0,B. Beal misses 3-pt jump shot from 24 ft,,60,72
313,3,7:11.0,Offensive rebound by I. Mahinmi,,60,72
314,3,7:05.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),,63,72
315,3,6:52.0,,J. Richardson makes 2-pt dunk from 2 ft (assist by B. Simmons),63,74
316,3,6:30.0,I. Mahinmi misses 3-pt jump shot from 23 ft,,63,74
317,3,6:30.0,Offensive rebound by I. Bonga,,63,74
318,3,6:24.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by B. Beal),,66,74
319,3,5:58.0,,J. Embiid makes 2-pt jump shot from 18 ft (assist by T. Harris),66,76
320,3,5:55.0,,Philadelphia full timeout,66,76
321,3,5:55.0,,J. Ennis enters the game for J. Embiid,66,76
322,3,5:55.0,,F. Korkmaz enters the game for J. Richardson,66,76
323,3,5:42.0,I. Thomas misses 3-pt jump shot from 27 ft,,66,76
324,3,5:38.0,,Defensive rebound by J. Ennis,66,76
325,3,5:26.0,,Personal foul by I. Bonga (drawn by B. Simmons),66,76
326,3,5:26.0,T. Brown enters the game for I. Bonga,,66,76
327,3,5:16.0,,Turnover by B. Simmons (bad pass),66,76
328,3,5:04.0,I. Mahinmi misses 2-pt layup from 3 ft,,66,76
329,3,5:02.0,,Defensive rebound by A. Horford,66,76
330,3,4:58.0,,A. Horford makes 2-pt layup from 2 ft (assist by B. Simmons),66,78
331,3,4:42.0,T. Brown makes 2-pt layup from 2 ft (assist by B. Beal),,68,78
332,3,4:42.0,Shooting foul by T. Harris (drawn by T. Brown),,68,78
333,3,4:42.0,A. Pasečņiks enters the game for I. Mahinmi,,68,78
334,3,4:42.0,T. Brown makes free throw 1 of 1,,69,78
335,3,4:29.0,,A. Horford makes 2-pt jump shot from 20 ft,69,80
336,3,4:12.0,B. Beal makes 2-pt layup from 2 ft (assist by I. Thomas),,71,80
337,3,4:02.0,,T. Harris misses 3-pt jump shot from 25 ft,71,80
338,3,4:01.0,Defensive rebound by D. Bertāns,,71,80
339,3,3:58.0,Personal foul by F. Korkmaz (drawn by D. Bertāns),,71,80
340,3,3:58.0,,M. Scott enters the game for T. Harris,71,80
341,3,3:47.0,Shooting foul by J. Ennis (drawn by B. Beal),,71,80
342,3,3:47.0,B. Beal makes free throw 1 of 2,,72,80
343,3,3:47.0,,J. Richardson enters the game for F. Korkmaz,72,80
344,3,3:47.0,B. Beal makes free throw 2 of 2,,73,80
345,3,3:29.0,,Turnover by A. Horford (bad pass),73,80
346,3,3:29.0,I. Smith enters the game for I. Thomas,,73,80
347,3,3:05.0,B. Beal makes 2-pt layup from 3 ft,,75,80
348,3,2:47.0,,J. Richardson makes 2-pt layup from 3 ft (assist by J. Ennis),75,82
349,3,2:37.0,Personal foul by M. Scott (drawn by B. Beal),,75,82
350,3,2:37.0,Washington full timeout,,75,82
351,3,2:37.0,A. Schofield enters the game for D. Bertāns,,75,82
352,3,2:37.0,,T. Burke enters the game for A. Horford,75,82
353,3,2:37.0,,J. Embiid enters the game for B. Simmons,75,82
354,3,2:37.0,B. Beal makes free throw 1 of 2,,76,82
355,3,2:37.0,B. Beal makes free throw 2 of 2,,77,82
356,3,2:22.0,,J. Embiid misses 2-pt jump shot from 5 ft,77,82
357,3,2:20.0,Defensive rebound by B. Beal,,77,82
358,3,2:12.0,A. Schofield misses 3-pt jump shot from 26 ft,,77,82
359,3,2:09.0,,Defensive rebound by J. Ennis,77,82
360,3,1:52.0,,J. Embiid makes 2-pt jump shot from 21 ft (assist by J. Richardson),77,84
361,3,1:40.0,B. Beal makes 3-pt jump shot from 22 ft,,80,84
362,3,1:23.0,,J. Richardson makes 2-pt layup from 1 ft (assist by T. Burke),80,86
363,3,0:58.0,I. Smith misses 2-pt jump shot from 18 ft,,80,86
364,3,0:54.0,,Defensive rebound by Team,80,86
365,3,0:38.0,,J. Embiid makes 2-pt jump shot from 12 ft,80,88
366,3,0:22.0,T. Brown misses 2-pt jump shot from 19 ft,,80,88
367,3,0:19.0,,Defensive rebound by J. Embiid,80,88
368,3,0:02.0,,J. Embiid misses 2-pt jump shot from 21 ft,80,88
369,3,0:02.0,,Offensive rebound by Team,80,88
370,4,11:37.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by J. Embiid),80,91
371,4,11:23.0,T. Brown makes 2-pt layup from 1 ft,,82,91
372,4,11:08.0,,J. Richardson misses 2-pt jump shot from 16 ft,82,91
373,4,11:06.0,,Offensive rebound by J. Embiid,82,91
374,4,11:04.0,,J. Embiid misses 2-pt jump shot from 13 ft,82,91
375,4,11:02.0,,Offensive rebound by M. Scott,82,91
376,4,10:59.0,,M. Thybulle misses 3-pt jump shot from 28 ft,82,91
377,4,10:56.0,Defensive rebound by A. Pasečņiks,,82,91
378,4,10:47.0,A. Schofield misses 3-pt jump shot from 24 ft,,82,91
379,4,10:44.0,,Defensive rebound by T. Burke,82,91
380,4,10:37.0,,Personal foul by A. Schofield (drawn by J. Embiid),82,91
381,4,10:27.0,,Shooting foul by I. Smith (drawn by J. Richardson),82,91
382,4,10:27.0,,J. Richardson makes free throw 1 of 2,82,92
383,4,10:27.0,,J. Richardson makes free throw 2 of 2,82,93
