,QUARTER,TIME_REMAINING,TORONTO_ACTION,INDIANA_ACTION,TORONTO_SCORE,INDIANA_SCORE
0,1,11:41.0,,Turnover by M. Turner (3 sec),0,0
1,1,11:30.0,S. Ibaka misses 3-pt jump shot from 27 ft,,0,0
2,1,11:26.0,Offensive rebound by O. Anunoby,,0,0
3,1,11:15.0,F. VanVleet misses 2-pt jump shot from 15 ft,,0,0
4,1,11:11.0,Offensive rebound by S. Ibaka,,0,0
5,1,11:11.0,S. Ibaka misses 2-pt layup at rim,,0,0
6,1,11:10.0,,Defensive rebound by M. Brogdon,0,0
7,1,10:48.0,,M. Brogdon misses 3-pt jump shot from 27 ft,0,0
8,1,10:45.0,Defensive rebound by P. Siakam,,0,0
9,1,10:40.0,Offensive foul by P. Siakam (drawn by V. Oladipo),,0,0
10,1,10:40.0,Turnover by P. Siakam (offensive foul),,0,0
11,1,10:16.0,,V. Oladipo makes 3-pt jump shot from 28 ft,0,3
12,1,9:54.0,K. Lowry makes 3-pt jump shot from 25 ft,,3,3
13,1,9:38.0,,V. Oladipo makes 2-pt layup from 8 ft (assist by M. Brogdon),3,5
14,1,9:31.0,O. Anunoby misses 2-pt layup from 2 ft (block by M. Brogdon),,3,5
15,1,9:31.0,Offensive rebound by Team,,3,5
16,1,9:29.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by K. Lowry),,6,5
17,1,9:10.0,,J. Lamb misses 2-pt jump shot from 17 ft,6,5
18,1,9:07.0,Defensive rebound by S. Ibaka,,6,5
19,1,9:03.0,K. Lowry makes 3-pt jump shot from 29 ft,,9,5
20,1,8:50.0,,D. Sabonis makes 2-pt layup from 1 ft,9,7
21,1,8:40.0,S. Ibaka misses 3-pt jump shot from 28 ft,,9,7
22,1,8:36.0,,Defensive rebound by M. Turner,9,7
23,1,8:29.0,,V. Oladipo makes 2-pt layup from 1 ft,9,9
24,1,8:18.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,11,9
25,1,8:04.0,,Turnover by V. Oladipo (out of bounds lost ball),11,9
26,1,7:58.0,P. Siakam makes 3-pt jump shot from 28 ft,,14,9
27,1,7:48.0,,Shooting foul by O. Anunoby (drawn by M. Turner),14,9
28,1,7:48.0,,M. Turner makes free throw 1 of 2,14,10
29,1,7:48.0,,M. Turner makes free throw 2 of 2,14,11
30,1,7:40.0,K. Lowry misses 3-pt jump shot from 30 ft,,14,11
31,1,7:38.0,,Defensive rebound by M. Turner,14,11
32,1,7:27.0,,D. Sabonis makes 2-pt jump shot from 20 ft (assist by M. Brogdon),14,13
33,1,7:14.0,Turnover by S. Ibaka (lost ball; steal by V. Oladipo),,14,13
34,1,7:08.0,,Turnover by M. Brogdon (bad pass; steal by O. Anunoby),14,13
35,1,6:57.0,Turnover by P. Siakam (traveling),,14,13
36,1,6:57.0,,Indiana full timeout,14,13
37,1,6:31.0,,D. Sabonis misses 2-pt jump shot from 18 ft,14,13
38,1,6:29.0,Defensive rebound by S. Ibaka,,14,13
39,1,6:26.0,K. Lowry makes 2-pt jump shot from 3 ft (assist by S. Ibaka),,16,13
40,1,6:09.0,,M. Brogdon misses 2-pt layup from 1 ft,16,13
41,1,6:09.0,Defensive rebound by S. Ibaka,,16,13
42,1,6:01.0,P. Siakam misses 3-pt jump shot from 24 ft,,16,13
43,1,5:59.0,Offensive rebound by Team,,16,13
44,1,5:59.0,,Loose ball foul by D. Sabonis (drawn by S. Ibaka),16,13
45,1,5:54.0,F. VanVleet misses 3-pt jump shot from 27 ft,,16,13
46,1,5:51.0,Offensive rebound by S. Ibaka,,16,13
47,1,5:43.0,S. Ibaka misses 2-pt layup from 1 ft,,16,13
48,1,5:41.0,,Defensive rebound by D. Sabonis,16,13
49,1,5:38.0,,M. Turner misses 3-pt jump shot from 27 ft,16,13
50,1,5:34.0,,Offensive rebound by D. Sabonis,16,13
51,1,5:32.0,,D. Sabonis misses 2-pt layup from 2 ft,16,13
52,1,5:32.0,,Offensive rebound by Team,16,13
53,1,5:18.0,,J. Lamb misses 3-pt jump shot from 27 ft,16,13
54,1,5:14.0,,Offensive rebound by M. Brogdon,16,13
55,1,5:14.0,,M. Brogdon makes 2-pt layup from 1 ft,16,15
56,1,5:02.0,Personal foul by J. Lamb (drawn by K. Lowry),,16,15
57,1,5:02.0,P. McCaw enters the game for O. Anunoby,,16,15
58,1,4:53.0,Turnover by F. VanVleet (out of bounds lost ball),,16,15
59,1,4:40.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),16,17
60,1,4:23.0,P. Siakam makes 2-pt jump shot from 13 ft,,18,17
61,1,4:04.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by D. Sabonis),18,20
62,1,3:56.0,K. Lowry misses 3-pt jump shot from 28 ft,,18,20
63,1,3:54.0,,Defensive rebound by D. Sabonis,18,20
64,1,3:42.0,,M. Turner misses 2-pt jump shot from 11 ft,18,20
65,1,3:39.0,Defensive rebound by F. VanVleet,,18,20
66,1,3:30.0,S. Ibaka misses 2-pt hook shot from 8 ft,,18,20
67,1,3:28.0,Offensive rebound by K. Lowry,,18,20
68,1,3:25.0,Shooting foul by J. Lamb (drawn by S. Ibaka),,18,20
69,1,3:25.0,S. Ibaka makes free throw 1 of 2,,19,20
70,1,3:25.0,T. Davis enters the game for F. VanVleet,,19,20
71,1,3:25.0,,A. Holiday enters the game for J. Lamb,19,20
72,1,3:25.0,,J. Holiday enters the game for V. Oladipo,19,20
73,1,3:25.0,,D. McDermott enters the game for D. Sabonis,19,20
74,1,3:25.0,S. Ibaka misses free throw 2 of 2,,19,20
75,1,3:23.0,,Defensive rebound by M. Turner,19,20
76,1,3:13.0,,M. Turner misses 2-pt jump shot from 19 ft,19,20
77,1,3:10.0,Defensive rebound by P. Siakam,,19,20
78,1,3:03.0,Shooting foul by J. Holiday (drawn by P. Siakam),,19,20
79,1,3:03.0,P. Siakam makes free throw 1 of 2,,20,20
80,1,3:03.0,C. Boucher enters the game for S. Ibaka,,20,20
81,1,3:03.0,P. Siakam makes free throw 2 of 2,,21,20
82,1,2:53.0,,D. McDermott makes 3-pt jump shot from 27 ft (assist by M. Brogdon),21,23
83,1,2:36.0,P. Siakam makes 2-pt layup from 3 ft,,23,23
84,1,2:18.0,,Shooting foul by C. Boucher (drawn by M. Brogdon),23,23
85,1,2:18.0,Toronto full timeout,,23,23
86,1,2:18.0,,G. Bitadze enters the game for M. Turner,23,23
87,1,2:18.0,,M. Brogdon makes free throw 1 of 2,23,24
88,1,2:18.0,,M. Brogdon makes free throw 2 of 2,23,25
89,1,1:56.0,T. Davis makes 3-pt jump shot from 25 ft (assist by P. McCaw),,26,25
90,1,1:44.0,,M. Brogdon makes 2-pt layup from 2 ft,26,27
91,1,1:36.0,K. Lowry makes 2-pt layup at rim,,28,27
92,1,1:24.0,,M. Brogdon misses 2-pt layup from 1 ft,28,27
93,1,1:23.0,Defensive rebound by C. Boucher,,28,27
94,1,1:17.0,C. Boucher makes 3-pt jump shot from 26 ft (assist by K. Lowry),,31,27
95,1,0:59.0,,Turnover by A. Holiday (bad pass; steal by C. Boucher),31,27
96,1,0:54.0,P. Siakam makes 2-pt jump shot from 1 ft (assist by C. Boucher),,33,27
97,1,0:35.0,,A. Holiday misses 3-pt jump shot from 24 ft,33,27
98,1,0:35.0,,Offensive rebound by G. Bitadze,33,27
99,1,0:30.0,,G. Bitadze makes 2-pt hook shot from 4 ft,33,29
100,1,0:25.0,T. Davis makes 3-pt jump shot from 23 ft (assist by K. Lowry),,36,29
101,1,0:03.0,,M. Brogdon makes 2-pt layup from 2 ft,36,31
102,1,0:00.0,Turnover by K. Lowry (lost ball; steal by G. Bitadze),,36,31
103,1,0:00.0,,G. Bitadze misses 3-pt jump shot from 52 ft,36,31
104,1,0:00.0,,Offensive rebound by Team,36,31
105,2,11:35.0,F. VanVleet misses 3-pt jump shot from 28 ft,,36,31
106,2,11:33.0,,Defensive rebound by T. McConnell,36,31
107,2,11:28.0,,J. Holiday makes 2-pt layup from 1 ft (assist by T. McConnell),36,33
108,2,11:16.0,C. Boucher misses 3-pt jump shot from 29 ft,,36,33
