,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SACRAMENTO_ACTION,OKLAHOMA CITY_SCORE,SACRAMENTO_SCORE
52,1,5:36.0,,Shooting foul by L. Dort (drawn by D. Fox),12,6
53,1,5:36.0,,D. Fox misses free throw 1 of 2,12,6
54,1,5:36.0,,Offensive rebound by Team,12,6
55,1,5:36.0,D. Schröder enters the game for C. Paul,,12,6
56,1,5:36.0,,D. Fox makes free throw 2 of 2,12,7
57,1,5:22.0,D. Gallinari misses 3-pt jump shot from 26 ft,,12,7
58,1,5:19.0,,Defensive rebound by H. Barnes,12,7
59,1,5:14.0,,H. Barnes makes 2-pt layup from 1 ft,12,9
60,1,4:55.0,N. Noel misses 2-pt jump shot from 9 ft,,12,9
61,1,4:52.0,,Defensive rebound by D. Dedmon,12,9
62,1,4:46.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by D. Fox),12,12
63,1,4:30.0,Personal foul by D. Fox (drawn by N. Noel),,12,12
64,1,4:30.0,H. Diallo enters the game for L. Dort,,12,12
65,1,4:30.0,,B. Hield enters the game for B. Bogdanović,12,12
66,1,4:20.0,N. Noel makes 2-pt dunk from 2 ft (assist by D. Schröder),,14,12
67,1,3:58.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by H. Barnes),14,14
68,1,3:34.0,N. Noel makes 2-pt jump shot from 16 ft (assist by D. Gallinari),,16,14
69,1,3:26.0,,D. Dedmon misses 2-pt layup from 4 ft (block by N. Noel),16,14
70,1,3:25.0,,Offensive rebound by Team,16,14
71,1,3:25.0,,Sacramento full timeout,16,14
72,1,3:25.0,D. Bazley enters the game for D. Gallinari,,16,14
73,1,3:25.0,,K. Bazemore enters the game for H. Barnes,16,14
74,1,3:25.0,,C. Joseph enters the game for D. Fox,16,14
75,1,3:19.0,,Turnover by B. Hield (lost ball; steal by N. Noel),16,14
76,1,3:12.0,Oklahoma City full timeout,,16,14
77,1,3:04.0,D. Schröder makes 2-pt jump shot from 15 ft,,18,14
78,1,2:51.0,,D. Dedmon misses 2-pt dunk from 9 ft (block by S. Gilgeous-Alexander),18,14
79,1,2:50.0,,Offensive rebound by Team,18,14
80,1,2:46.0,,B. Hield makes 2-pt jump shot from 19 ft (assist by C. Joseph),18,16
81,1,2:30.0,Turnover by N. Noel (dbl dribble),,18,16
82,1,2:30.0,,H. Giles enters the game for D. Dedmon,18,16
83,1,2:16.0,,H. Giles misses 2-pt jump shot from 19 ft,18,16
84,1,2:14.0,Defensive rebound by D. Bazley,,18,16
85,1,1:59.0,H. Diallo makes 2-pt jump shot from 15 ft,,20,16
86,1,1:50.0,,B. Hield misses 3-pt jump shot from 25 ft,20,16
87,1,1:47.0,Defensive rebound by S. Gilgeous-Alexander,,20,16
88,1,1:39.0,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,,20,16
89,1,1:37.0,Offensive rebound by N. Noel,,20,16
90,1,1:35.0,Turnover by N. Noel (lost ball; steal by K. Bazemore),,20,16
91,1,1:30.0,,Offensive foul by A. Tolliver (drawn by N. Noel),20,16
92,1,1:30.0,,Turnover by A. Tolliver (offensive foul),20,16
93,1,1:30.0,S. Adams enters the game for S. Gilgeous-Alexander,,20,16
94,1,1:30.0,C. Paul enters the game for N. Noel,,20,16
95,1,1:24.0,Personal foul by K. Bazemore (drawn by C. Paul),,20,16
96,1,1:24.0,C. Paul misses free throw 1 of 2,,20,16
97,1,1:24.0,Offensive rebound by Team,,20,16
98,1,1:24.0,C. Paul makes free throw 2 of 2,,21,16
99,1,1:11.0,,B. Hield misses 3-pt jump shot from 25 ft,21,16
100,1,1:06.0,Defensive rebound by D. Schröder,,21,16
101,1,1:00.0,D. Schröder makes 2-pt layup from 2 ft (assist by C. Paul),,23,16
102,1,0:42.0,,C. Joseph misses 3-pt jump shot from 25 ft,23,16
103,1,0:38.0,Defensive rebound by D. Schröder,,23,16
104,1,0:28.0,C. Paul misses 3-pt jump shot from 25 ft,,23,16
105,1,0:24.0,,Defensive rebound by C. Joseph,23,16
106,1,0:02.0,,K. Bazemore misses 3-pt jump shot from 23 ft,23,16
107,1,0:02.0,Defensive rebound by Team,,23,16
108,1,0:00.0,D. Schröder misses 2-pt layup from 2 ft,,23,16
109,1,0:00.0,Offensive rebound by Team,,23,16
110,2,11:44.0,,K. Bazemore makes 2-pt layup at rim (assist by H. Giles),23,18
111,2,11:23.0,H. Diallo misses 2-pt jump shot from 6 ft,,23,18
112,2,11:19.0,,Defensive rebound by H. Giles,23,18
113,2,11:10.0,,Turnover by C. Joseph (bad pass; steal by D. Schröder),23,18
114,2,11:03.0,C. Paul misses 3-pt jump shot from 25 ft,,23,18
115,2,11:01.0,,Defensive rebound by B. Hield,23,18
116,2,10:40.0,,Sacramento full timeout,23,18
117,2,10:40.0,,N. Bjelica enters the game for A. Tolliver,23,18
118,2,10:37.0,,Turnover by Team (shot clock),23,18
119,2,10:25.0,S. Adams misses 2-pt layup from 6 ft (block by H. Giles),,23,18
120,2,10:25.0,Offensive rebound by Team,,23,18
121,2,10:25.0,,B. Bogdanović enters the game for B. Hield,23,18
122,2,10:16.0,D. Bazley misses 3-pt jump shot from 23 ft,,23,18
123,2,10:15.0,Offensive rebound by Team,,23,18
124,2,10:15.0,,Loose ball foul by H. Giles (drawn by S. Adams),23,18
125,2,10:07.0,D. Bazley makes 2-pt jump shot from 8 ft,,25,18
126,2,9:55.0,,N. Bjelica misses 3-pt jump shot from 25 ft,25,18
127,2,9:53.0,,Offensive rebound by C. Joseph,25,18
128,2,9:48.0,,K. Bazemore misses 2-pt jump shot from 14 ft,25,18
129,2,9:48.0,,Offensive rebound by Team,25,18
130,2,9:48.0,Loose ball foul by C. Paul (drawn by N. Bjelica),,25,18
131,2,9:41.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,25,18
132,2,9:39.0,Defensive rebound by H. Diallo,,25,18
133,2,9:30.0,Turnover by D. Schröder (bad pass),,25,18
134,2,9:23.0,,C. Joseph misses 3-pt jump shot from 25 ft,25,18
135,2,9:20.0,,Offensive rebound by H. Giles,25,18
136,2,9:20.0,,H. Giles makes 2-pt layup from 1 ft,25,20
137,2,9:10.0,D. Bazley misses 3-pt jump shot from 25 ft,,25,20
138,2,9:07.0,,Defensive rebound by K. Bazemore,25,20
139,2,9:02.0,,K. Bazemore misses 2-pt layup from 2 ft,25,20
140,2,9:00.0,Defensive rebound by D. Bazley,,25,20
141,2,8:55.0,D. Bazley makes 2-pt dunk from 1 ft (assist by C. Paul),,27,20
142,2,8:39.0,,B. Bogdanović makes 2-pt layup from 2 ft,27,22
143,2,8:22.0,D. Bazley misses 3-pt jump shot from 23 ft,,27,22
144,2,8:20.0,,Defensive rebound by H. Giles,27,22
145,2,8:14.0,,C. Joseph makes 2-pt layup from 2 ft,27,24
146,2,8:06.0,Shooting foul by C. Joseph (drawn by D. Schröder),,27,24
147,2,8:06.0,D. Schröder makes free throw 1 of 3,,28,24
148,2,8:06.0,D. Schröder makes free throw 2 of 3,,29,24
149,2,8:06.0,S. Gilgeous-Alexander enters the game for S. Adams,,29,24
150,2,8:06.0,N. Noel enters the game for C. Paul,,29,24
151,2,8:06.0,,H. Barnes enters the game for K. Bazemore,29,24
152,2,8:06.0,,D. Fox enters the game for C. Joseph,29,24
153,2,8:06.0,D. Schröder makes free throw 3 of 3,,30,24
154,2,7:58.0,,Personal foul by S. Gilgeous-Alexander (drawn by B. Bogdanović),30,24
155,2,7:58.0,L. Dort enters the game for H. Diallo,,30,24
156,2,7:44.0,,H. Giles makes 2-pt jump shot from 14 ft (assist by N. Bjelica),30,26
157,2,7:29.0,D. Schröder misses 3-pt jump shot from 26 ft,,30,26
158,2,7:27.0,Offensive rebound by N. Noel,,30,26
159,2,7:20.0,D. Schröder makes 2-pt jump shot from 18 ft,,32,26
160,2,7:10.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by N. Bjelica),32,29
161,2,6:54.0,Personal foul by B. Bogdanović (drawn by L. Dort),,32,29
162,2,6:54.0,Oklahoma City full timeout,,32,29
163,2,6:54.0,D. Gallinari enters the game for D. Bazley,,32,29
164,2,6:54.0,,D. Dedmon enters the game for H. Giles,32,29
165,2,6:45.0,L. Dort makes 3-pt jump shot from 23 ft (assist by D. Schröder),,35,29
166,2,6:27.0,,D. Fox makes 2-pt layup from 1 ft,35,31
167,2,6:11.0,L. Dort makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),,38,31
168,2,5:56.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),38,34
169,2,5:39.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by D. Schröder),,41,34
170,2,5:21.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by D. Fox),41,36
171,2,5:02.0,S. Gilgeous-Alexander misses 2-pt layup from 4 ft,,41,36
172,2,5:01.0,,Defensive rebound by D. Dedmon,41,36
173,2,4:46.0,,D. Fox misses 3-pt jump shot from 25 ft,41,36
174,2,4:43.0,Defensive rebound by D. Gallinari,,41,36
175,2,4:29.0,Personal foul by B. Bogdanović (drawn by L. Dort),,41,36
176,2,4:22.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by D. Schröder),,44,36
177,2,4:10.0,,Personal foul by L. Dort (drawn by D. Fox),44,36
178,2,4:04.0,,Personal foul by D. Schröder (drawn by B. Bogdanović),44,36
179,2,3:53.0,,H. Barnes makes 2-pt layup from 3 ft,44,38
180,2,3:53.0,,Shooting foul by N. Noel (drawn by H. Barnes),44,38
181,2,3:53.0,,B. Hield enters the game for N. Bjelica,44,38
182,2,3:53.0,,H. Barnes misses free throw 1 of 1,44,38
183,2,3:49.0,Defensive rebound by S. Gilgeous-Alexander,,44,38
184,2,3:37.0,Personal foul by B. Hield (drawn by S. Gilgeous-Alexander),,44,38
185,2,3:37.0,S. Gilgeous-Alexander makes free throw 1 of 2,,45,38
186,2,3:37.0,S. Gilgeous-Alexander misses free throw 2 of 2,,45,38
187,2,3:33.0,,Defensive rebound by D. Dedmon,45,38
188,2,3:21.0,,D. Fox makes 2-pt jump shot from 8 ft,45,40
189,2,3:11.0,Shooting foul by D. Dedmon (drawn by D. Schröder),,45,40
190,2,3:11.0,D. Schröder makes free throw 1 of 2,,46,40
191,2,3:11.0,C. Paul enters the game for L. Dort,,46,40
192,2,3:11.0,D. Schröder makes free throw 2 of 2,,47,40
193,2,2:56.0,,Turnover by D. Fox (bad pass; steal by S. Gilgeous-Alexander),47,40
194,2,2:41.0,Personal foul by D. Dedmon (drawn by C. Paul),,47,40
195,2,2:41.0,C. Paul makes free throw 1 of 2,,48,40
196,2,2:41.0,C. Paul makes free throw 2 of 2,,49,40
197,2,2:34.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),49,43
198,2,2:20.0,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),,51,43
199,2,2:07.0,,Turnover by B. Hield (lost ball; steal by N. Noel),51,43
200,2,2:02.0,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),,53,43
201,2,2:00.0,,Sacramento full timeout,53,43
202,2,2:00.0,,N. Bjelica enters the game for D. Dedmon,53,43
203,2,1:44.0,,H. Barnes misses 2-pt layup from 3 ft,53,43
204,2,1:41.0,,Offensive rebound by H. Barnes,53,43
205,2,1:38.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,53,43
206,2,1:35.0,Defensive rebound by D. Schröder,,53,43
207,2,1:16.0,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft (assist by D. Schröder),,56,43
208,2,0:56.0,,N. Bjelica misses 3-pt jump shot from 26 ft,56,43
209,2,0:53.0,Defensive rebound by C. Paul,,56,43
210,2,0:46.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by C. Paul),,59,43
211,2,0:31.0,,B. Bogdanović misses 2-pt layup from 3 ft,59,43
212,2,0:29.0,,Offensive rebound by B. Bogdanović,59,43
213,2,0:29.0,,B. Bogdanović makes 2-pt layup from 2 ft,59,45
214,2,0:14.0,Turnover by C. Paul (bad pass),,59,45
215,2,0:14.0,L. Dort enters the game for S. Gilgeous-Alexander,,59,45
216,2,0:01.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Fox),59,47
217,2,0:00.0,C. Paul misses 3-pt jump shot from 67 ft,,59,47
218,2,0:00.0,Offensive rebound by Team,,59,47
219,3,11:41.0,,D. Fox misses 3-pt jump shot from 25 ft,59,47
220,3,11:40.0,Defensive rebound by C. Paul,,59,47
221,3,11:33.0,Turnover by C. Paul (bad pass; steal by D. Fox),,59,47
222,3,11:24.0,,D. Fox makes 2-pt layup from 2 ft (assist by B. Bogdanović),59,49
223,3,11:10.0,C. Paul misses 2-pt jump shot from 6 ft,,59,49
224,3,11:08.0,,Defensive rebound by B. Bogdanović,59,49
225,3,11:00.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by N. Bjelica),59,52
226,3,10:36.0,L. Dort makes 2-pt jump shot from 5 ft,,61,52
227,3,10:19.0,,H. Barnes makes 2-pt layup from 2 ft (assist by N. Bjelica),61,54
228,3,10:05.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by C. Paul),,64,54
229,3,9:55.0,,Personal foul by C. Paul (drawn by H. Barnes),64,54
230,3,9:48.0,,B. Bogdanović makes 2-pt layup from 3 ft (assist by N. Bjelica),64,56
231,3,9:48.0,,Shooting foul by S. Adams (drawn by B. Bogdanović),64,56
232,3,9:48.0,,B. Bogdanović misses free throw 1 of 1,64,56
233,3,9:46.0,Defensive rebound by S. Gilgeous-Alexander,,64,56
234,3,9:37.0,S. Adams makes 2-pt dunk from 2 ft (assist by S. Gilgeous-Alexander),,66,56
235,3,9:17.0,,D. Fox makes 2-pt jump shot from 10 ft,66,58
236,3,9:09.0,C. Paul makes 2-pt layup from 2 ft,,68,58
237,3,9:03.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,68,58
238,3,9:00.0,Defensive rebound by C. Paul,,68,58
239,3,8:51.0,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,,68,58
240,3,8:48.0,,Defensive rebound by H. Barnes,68,58
241,3,8:41.0,,D. Fox makes 2-pt dunk from 2 ft,68,60
242,3,8:40.0,Oklahoma City full timeout,,68,60
243,3,8:27.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by C. Paul),,71,60
244,3,8:10.0,,Turnover by H. Barnes (lost ball; steal by C. Paul),71,60
245,3,7:59.0,D. Gallinari makes 2-pt layup from 2 ft (assist by C. Paul),,73,60
246,3,7:43.0,,D. Fox makes 2-pt jump shot from 4 ft (assist by B. Bogdanović),73,62
247,3,7:30.0,D. Gallinari misses 3-pt jump shot from 25 ft,,73,62
248,3,7:27.0,,Defensive rebound by B. Bogdanović,73,62
249,3,7:17.0,,D. Fox makes 2-pt jump shot from 3 ft,73,64
250,3,6:59.0,Personal foul by D. Dedmon (drawn by S. Adams),,73,64
251,3,6:59.0,N. Noel enters the game for S. Adams,,73,64
252,3,6:59.0,,K. Bazemore enters the game for N. Bjelica,73,64
253,3,6:51.0,L. Dort makes 3-pt jump shot from 24 ft (assist by C. Paul),,76,64
254,3,6:33.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,76,64
255,3,6:32.0,Defensive rebound by Team,,76,64
256,3,6:32.0,,Loose ball foul by D. Dedmon (drawn by N. Noel),76,64
257,3,6:32.0,D. Schröder enters the game for S. Gilgeous-Alexander,,76,64
258,3,6:24.0,N. Noel makes 2-pt dunk from 1 ft (assist by C. Paul),,78,64
259,3,6:22.0,,Sacramento full timeout,78,64
260,3,6:22.0,,N. Bjelica enters the game for D. Dedmon,78,64
261,3,6:18.0,,Personal foul by D. Schröder (drawn by B. Bogdanović),78,64
262,3,6:10.0,,N. Bjelica misses 2-pt layup from 4 ft (block by L. Dort),78,64
263,3,6:10.0,,Offensive rebound by Team,78,64
264,3,6:10.0,Violation by Team (delay of game),,78,64
265,3,6:05.0,,Turnover by H. Barnes (lost ball; steal by N. Noel),78,64
266,3,6:02.0,Flagrant foul type 1 by N. Bjelica (drawn by L. Dort),,78,64
267,3,6:02.0,Instant Replay (Request: Ruling Stands),,78,64
268,3,6:02.0,L. Dort makes flagrant free throw 1 of 2,,79,64
269,3,6:02.0,L. Dort makes flagrant free throw 2 of 2,,80,64
270,3,5:55.0,C. Paul makes 2-pt layup from 2 ft (assist by D. Schröder),,82,64
271,3,5:31.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,82,64
272,3,5:30.0,Defensive rebound by C. Paul,,82,64
273,3,5:22.0,L. Dort misses 3-pt jump shot from 24 ft,,82,64
274,3,5:18.0,,Defensive rebound by D. Fox,82,64
275,3,5:15.0,,D. Fox makes 2-pt layup from 8 ft,82,66
276,3,5:15.0,,Shooting foul by D. Schröder (drawn by D. Fox),82,66
277,3,5:15.0,,B. Hield enters the game for B. Bogdanović,82,66
278,3,5:15.0,,D. Fox misses free throw 1 of 1,82,66
279,3,5:13.0,Defensive rebound by N. Noel,,82,66
280,3,4:53.0,L. Dort makes 2-pt layup from 2 ft,,84,66
281,3,4:45.0,,D. Fox makes 2-pt layup from 3 ft,84,68
282,3,4:30.0,C. Paul misses 2-pt jump shot from 18 ft,,84,68
283,3,4:27.0,,Defensive rebound by K. Bazemore,84,68
284,3,4:21.0,,B. Hield makes 3-pt jump shot from 23 ft,84,71
285,3,4:06.0,Turnover by L. Dort (traveling),,84,71
286,3,4:06.0,S. Gilgeous-Alexander enters the game for C. Paul,,84,71
287,3,4:06.0,,H. Giles enters the game for N. Bjelica,84,71
288,3,4:06.0,,C. Joseph enters the game for D. Fox,84,71
289,3,3:56.0,,Turnover by H. Giles (lost ball; steal by N. Noel),84,71
290,3,3:53.0,Turnover by D. Gallinari (bad pass),,84,71
291,3,3:53.0,S. Adams enters the game for N. Noel,,84,71
292,3,3:41.0,,B. Hield misses 3-pt jump shot from 25 ft,84,71
293,3,3:38.0,Defensive rebound by D. Gallinari,,84,71
294,3,3:14.0,D. Schröder misses 3-pt jump shot from 25 ft,,84,71
295,3,3:12.0,Offensive rebound by S. Adams,,84,71
296,3,3:12.0,S. Adams misses 2-pt layup at rim,,84,71
297,3,3:11.0,Offensive rebound by S. Adams,,84,71
298,3,3:11.0,S. Adams misses 2-pt layup from 2 ft,,84,71
299,3,3:09.0,Offensive rebound by S. Adams,,84,71
300,3,3:00.0,D. Gallinari makes 2-pt jump shot from 20 ft (assist by S. Gilgeous-Alexander),,86,71
301,3,2:47.0,,B. Hield misses 3-pt jump shot from 24 ft,86,71
302,3,2:44.0,Defensive rebound by S. Gilgeous-Alexander,,86,71
303,3,2:38.0,L. Dort makes 3-pt jump shot from 23 ft (assist by D. Gallinari),,89,71
304,3,2:38.0,D. Bazley enters the game for D. Gallinari,,89,71
305,3,2:38.0,,A. Tolliver enters the game for H. Barnes,89,71
306,3,2:10.0,,Turnover by C. Joseph (lost ball; steal by L. Dort),89,71
307,3,2:04.0,D. Schröder makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),,91,71
308,3,2:01.0,,Turnover by K. Bazemore (step out of bounds),91,71
309,3,1:43.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by D. Bazley),,94,71
310,3,1:30.0,,H. Giles makes 2-pt dunk from 1 ft (assist by B. Hield),94,73
311,3,1:23.0,Turnover by D. Schröder (traveling),,94,73
312,3,1:09.0,,Offensive foul by K. Bazemore (drawn by L. Dort),94,73
313,3,1:09.0,,Turnover by K. Bazemore (offensive foul),94,73
314,3,1:09.0,H. Diallo enters the game for L. Dort,,94,73
315,3,0:46.0,D. Schröder misses 2-pt jump shot from 18 ft,,94,73
316,3,0:45.0,Offensive rebound by S. Adams,,94,73
317,3,0:41.0,D. Bazley makes 2-pt jump shot from 13 ft (assist by S. Adams),,96,73
318,3,0:31.0,,B. Hield makes 3-pt jump shot from 27 ft (assist by C. Joseph),96,76
319,3,0:26.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by C. Joseph),,96,76
320,3,0:20.0,,B. Hield misses 3-pt jump shot from 27 ft,96,76
321,3,0:17.0,Defensive rebound by S. Gilgeous-Alexander,,96,76
322,3,0:00.0,D. Schröder misses 2-pt jump shot from 8 ft,,96,76
323,3,0:00.0,,Defensive rebound by A. Tolliver,96,76
324,4,11:45.0,S. Gilgeous-Alexander makes 3-pt jump shot from 27 ft (assist by C. Paul),,99,76
325,4,11:22.0,,Turnover by C. Joseph (bad pass; steal by S. Adams),99,76
326,4,11:06.0,C. Paul misses 2-pt jump shot from 17 ft,,99,76
327,4,11:03.0,,Defensive rebound by K. Bazemore,99,76
328,4,10:52.0,,B. Hield misses 3-pt jump shot from 26 ft,99,76
329,4,10:48.0,Defensive rebound by S. Adams,,99,76
330,4,10:28.0,C. Paul misses 3-pt jump shot from 25 ft,,99,76
331,4,10:24.0,,Defensive rebound by A. Tolliver,99,76
332,4,10:12.0,,Shooting foul by C. Paul (drawn by K. Bazemore),99,76
333,4,10:12.0,,K. Bazemore makes free throw 1 of 2,99,77
334,4,10:12.0,,K. Bazemore makes free throw 2 of 2,99,78
335,4,10:03.0,S. Gilgeous-Alexander makes 2-pt layup from 3 ft,,101,78
336,4,10:03.0,Shooting foul by K. Bazemore (drawn by S. Gilgeous-Alexander),,101,78
337,4,10:03.0,S. Gilgeous-Alexander makes free throw 1 of 1,,102,78
338,4,9:44.0,,C. Joseph misses 2-pt layup from 5 ft (block by S. Gilgeous-Alexander),102,78
339,4,9:41.0,,Offensive rebound by C. Joseph,102,78
340,4,9:39.0,,K. Bazemore misses 3-pt jump shot from 23 ft (block by S. Adams),102,78
341,4,9:39.0,Defensive rebound by C. Paul,,102,78
342,4,9:29.0,C. Paul misses 2-pt jump shot from 8 ft,,102,78
343,4,9:26.0,,Defensive rebound by A. Tolliver,102,78
344,4,9:16.0,,D. Dedmon misses 2-pt layup from 2 ft,102,78
345,4,9:12.0,,Offensive rebound by D. Dedmon,102,78
346,4,9:11.0,,D. Dedmon makes 2-pt layup from 2 ft,102,80
347,4,9:01.0,S. Gilgeous-Alexander makes 2-pt jump shot from 9 ft,,104,80
348,4,8:44.0,,D. Dedmon misses 3-pt jump shot from 27 ft,104,80
349,4,8:42.0,Defensive rebound by D. Bazley,,104,80
350,4,8:34.0,Personal foul by A. Tolliver (drawn by S. Gilgeous-Alexander),,104,80
351,4,8:34.0,D. Schröder enters the game for C. Paul,,104,80
352,4,8:34.0,,N. Bjelica enters the game for D. Dedmon,104,80
353,4,8:34.0,,D. Fox enters the game for C. Joseph,104,80
354,4,8:25.0,D. Bazley misses 3-pt jump shot from 26 ft,,104,80
355,4,8:22.0,Offensive rebound by S. Adams,,104,80
356,4,8:21.0,Shooting foul by N. Bjelica (drawn by S. Adams),,104,80
357,4,8:21.0,S. Adams makes free throw 1 of 2,,105,80
358,4,8:21.0,S. Adams makes free throw 2 of 2,,106,80
359,4,8:14.0,,Personal foul by H. Diallo (drawn by D. Fox),106,80
360,4,8:14.0,,B. Bogdanović enters the game for K. Bazemore,106,80
361,4,8:06.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,106,80
362,4,8:02.0,,Offensive rebound by B. Hield,106,80
363,4,7:51.0,,B. Hield misses 3-pt jump shot from 26 ft,106,80
364,4,7:48.0,Defensive rebound by D. Bazley,,106,80
365,4,7:43.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,,106,80
366,4,7:41.0,,Defensive rebound by Team,106,80
367,4,7:41.0,Loose ball foul by S. Adams (drawn by A. Tolliver),,106,80
368,4,7:41.0,D. Gallinari enters the game for D. Bazley,,106,80
369,4,7:27.0,,A. Tolliver misses 3-pt jump shot from 24 ft,106,80
370,4,7:24.0,Defensive rebound by D. Schröder,,106,80
371,4,7:12.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by S. Gilgeous-Alexander),,109,80
