,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA CLIPPERS_ACTION,NEW YORK_SCORE,LA CLIPPERS_SCORE
232,2,0:27.0,,I. Zubac enters the game for L. Williams,66,76
233,2,0:07.0,J. Randle misses 2-pt jump shot from 8 ft,,66,76
234,2,0:04.0,Offensive rebound by M. Morris,,66,76
235,2,0:02.0,M. Morris makes 3-pt jump shot from 25 ft,,69,76
236,2,0:00.0,,Turnover by J. Green (bad pass; steal by R. Barrett),69,76
237,2,0:00.0,,Instant Replay (Request: Stands),69,76
238,3,11:43.0,,P. Patterson misses 3-pt jump shot from 24 ft,69,76
239,3,11:40.0,Defensive rebound by M. Morris,,69,76
240,3,11:32.0,M. Morris makes 2-pt jump shot from 16 ft (assist by F. Ntilikina),,71,76
241,3,11:17.0,,P. George makes 3-pt jump shot from 25 ft,71,79
242,3,10:58.0,F. Ntilikina makes 2-pt jump shot from 18 ft (assist by T. Gibson),,73,79
243,3,10:38.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by P. George),73,82
244,3,10:23.0,R. Barrett makes 2-pt jump shot from 16 ft,,75,82
245,3,10:14.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by P. Beverley),75,84
246,3,10:01.0,T. Gibson makes 2-pt jump shot from 19 ft (assist by J. Randle),,77,84
247,3,9:50.0,,P. Beverley misses 2-pt jump shot from 6 ft,77,84
248,3,9:48.0,Defensive rebound by T. Gibson,,77,84
249,3,9:48.0,Personal foul by P. Patterson (drawn by F. Ntilikina),,77,84
250,3,9:38.0,M. Morris makes 3-pt jump shot from 27 ft,,80,84
251,3,9:28.0,,P. George makes 2-pt jump shot from 6 ft,80,86
252,3,9:28.0,,Shooting foul by R. Barrett (drawn by P. George),80,86
253,3,9:28.0,,P. George misses free throw 1 of 1,80,86
254,3,9:25.0,Defensive rebound by J. Randle,,80,86
255,3,9:14.0,Shooting foul by I. Zubac (drawn by J. Randle),,80,86
256,3,9:14.0,J. Randle makes free throw 1 of 2,,81,86
257,3,9:14.0,J. Randle misses free throw 2 of 2,,81,86
258,3,9:12.0,,Defensive rebound by I. Zubac,81,86
259,3,8:59.0,,Shooting foul by M. Morris (drawn by P. George),81,86
260,3,8:59.0,,P. George misses free throw 1 of 2,81,86
261,3,8:59.0,,Offensive rebound by Team,81,86
262,3,8:59.0,,P. George makes free throw 2 of 2,81,87
263,3,8:54.0,Personal foul by P. Beverley (drawn by F. Ntilikina),,81,87
264,3,8:40.0,M. Morris misses 2-pt jump shot from 22 ft,,81,87
265,3,8:37.0,,Defensive rebound by P. Beverley,81,87
266,3,8:29.0,,P. George misses 2-pt jump shot from 14 ft,81,87
267,3,8:25.0,,Offensive rebound by I. Zubac,81,87
268,3,8:25.0,,I. Zubac makes 2-pt layup at rim,81,89
269,3,8:07.0,F. Ntilikina misses 2-pt jump shot from 19 ft,,81,89
270,3,8:03.0,,Defensive rebound by P. George,81,89
271,3,7:54.0,,I. Zubac misses 2-pt hook shot from 1 ft,81,89
272,3,7:51.0,Defensive rebound by F. Ntilikina,,81,89
273,3,7:46.0,T. Gibson makes 2-pt layup from 1 ft (assist by M. Morris),,83,89
274,3,7:30.0,,P. George makes 3-pt jump shot from 25 ft (assist by P. Beverley),83,92
275,3,7:21.0,New York full timeout,,83,92
276,3,7:21.0,R. Bullock enters the game for M. Morris,,83,92
277,3,7:08.0,Turnover by F. Ntilikina (lost ball; steal by P. George),,83,92
278,3,7:07.0,,Personal take foul by J. Randle (drawn by P. George),83,92
279,3,7:03.0,Violation by Team (kicked ball),,83,92
280,3,6:52.0,,M. Harkless misses 2-pt layup from 2 ft,83,92
281,3,6:50.0,Defensive rebound by T. Gibson,,83,92
282,3,6:48.0,Shooting foul by P. George (drawn by R. Barrett),,83,92
283,3,6:48.0,R. Barrett misses free throw 1 of 2,,83,92
284,3,6:48.0,Offensive rebound by Team,,83,92
285,3,6:48.0,R. Barrett makes free throw 2 of 2,,84,92
286,3,6:24.0,,P. Beverley misses 2-pt layup from 1 ft,84,92
287,3,6:22.0,Defensive rebound by F. Ntilikina,,84,92
288,3,6:07.0,F. Ntilikina misses 3-pt jump shot from 24 ft,,84,92
289,3,6:04.0,Offensive rebound by T. Gibson,,84,92
290,3,6:03.0,R. Barrett misses 3-pt jump shot from 23 ft,,84,92
291,3,6:00.0,,Defensive rebound by P. Patterson,84,92
292,3,5:53.0,,Turnover by P. George (bad pass; steal by J. Randle),84,92
293,3,5:53.0,Personal take foul by P. Patterson (drawn by J. Randle),,84,92
294,3,5:53.0,J. Randle misses free throw 1 of 2,,84,92
295,3,5:53.0,Offensive rebound by Team,,84,92
296,3,5:53.0,K. Allen enters the game for F. Ntilikina,,84,92
297,3,5:53.0,,L. Williams enters the game for P. Beverley,84,92
298,3,5:53.0,J. Randle makes free throw 2 of 2,,85,92
299,3,5:42.0,,Offensive foul by P. George (drawn by R. Bullock),85,92
300,3,5:42.0,,Turnover by P. George (offensive foul),85,92
301,3,5:32.0,Offensive foul by J. Randle (drawn by P. George),,85,92
302,3,5:32.0,Turnover by J. Randle (offensive foul),,85,92
303,3,5:32.0,,LA Clippers full timeout,85,92
304,3,5:32.0,,M. Harrell enters the game for P. George,85,92
305,3,5:32.0,,L. Shamet enters the game for I. Zubac,85,92
306,3,5:15.0,,L. Shamet misses 3-pt jump shot from 27 ft,85,92
307,3,5:12.0,Defensive rebound by R. Barrett,,85,92
308,3,4:59.0,K. Allen misses 2-pt jump shot from 18 ft,,85,92
309,3,4:57.0,,Defensive rebound by M. Harkless,85,92
310,3,4:46.0,,P. Patterson misses 3-pt jump shot from 25 ft,85,92
311,3,4:43.0,Defensive rebound by T. Gibson,,85,92
312,3,4:30.0,T. Gibson misses 2-pt jump shot from 11 ft,,85,92
313,3,4:28.0,,Defensive rebound by M. Harkless,85,92
314,3,4:19.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by M. Harrell),85,95
315,3,3:56.0,R. Barrett misses 2-pt jump shot from 16 ft (block by M. Harkless),,85,95
316,3,3:53.0,Offensive rebound by K. Allen,,85,95
317,3,3:51.0,K. Allen misses 2-pt jump shot from 15 ft,,85,95
318,3,3:49.0,,Defensive rebound by P. Patterson,85,95
319,3,3:41.0,,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),85,97
320,3,3:26.0,Offensive foul by J. Randle (drawn by P. Patterson),,85,97
321,3,3:26.0,Turnover by J. Randle (offensive foul),,85,97
322,3,3:26.0,M. Morris enters the game for T. Gibson,,85,97
323,3,3:26.0,M. Robinson enters the game for J. Randle,,85,97
324,3,3:26.0,,J. Green enters the game for M. Harkless,85,97
325,3,3:26.0,,R. McGruder enters the game for P. Patterson,85,97
326,3,3:20.0,,Shooting foul by M. Morris (drawn by L. Williams),85,97
327,3,3:20.0,,L. Williams makes free throw 1 of 2,85,98
328,3,3:20.0,,L. Williams makes free throw 2 of 2,85,99
329,3,3:09.0,R. Bullock makes 2-pt jump shot from 16 ft (assist by K. Allen),,87,99
330,3,2:56.0,,Turnover by M. Harrell (lost ball; steal by M. Morris),87,99
331,3,2:47.0,M. Robinson misses 2-pt dunk from 2 ft (block by R. McGruder),,87,99
332,3,2:45.0,,Defensive rebound by L. Shamet,87,99
333,3,2:45.0,,Personal foul by R. Bullock (drawn by L. Shamet),87,99
334,3,2:45.0,,L. Shamet makes free throw 1 of 2,87,100
335,3,2:45.0,,L. Shamet makes free throw 2 of 2,87,101
336,3,2:28.0,M. Morris makes 2-pt jump shot from 14 ft,,89,101
337,3,2:14.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by M. Harrell),89,104
338,3,2:03.0,Personal foul by J. Green (drawn by M. Morris),,89,104
339,3,2:03.0,M. Morris makes free throw 1 of 2,,90,104
340,3,2:03.0,B. Portis enters the game for R. Barrett,,90,104
341,3,2:03.0,M. Morris makes free throw 2 of 2,,91,104
342,3,1:55.0,Violation by Team (kicked ball),,91,104
343,3,1:46.0,,M. Harrell makes 2-pt layup from 3 ft,91,106
344,3,1:40.0,Turnover by K. Allen (out of bounds lost ball),,91,106
345,3,1:31.0,,L. Williams misses 2-pt layup from 2 ft,91,106
346,3,1:29.0,Defensive rebound by K. Allen,,91,106
347,3,1:26.0,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Allen),,94,106
348,3,1:10.0,,R. McGruder makes 3-pt jump shot from 24 ft (assist by J. Green),94,109
349,3,0:57.0,M. Robinson makes 2-pt dunk from 2 ft (assist by B. Portis),,96,109
350,3,0:51.0,Violation by Team (kicked ball),,96,109
351,3,0:48.0,,Turnover by L. Williams (bad pass; steal by M. Robinson),96,109
352,3,0:35.0,M. Robinson makes 2-pt layup from 1 ft (assist by B. Portis),,98,109
353,3,0:30.0,,L. Williams makes 2-pt dunk from 1 ft,98,111
354,3,0:13.0,K. Allen makes 2-pt layup from 2 ft,,100,111
355,3,0:00.0,,L. Williams makes 3-pt jump shot from 30 ft,100,114
356,4,11:40.0,M. Morris misses 2-pt jump shot from 14 ft,,100,114
357,4,11:37.0,,Defensive rebound by J. Green,100,114
358,4,11:16.0,,L. Williams misses 3-pt jump shot from 30 ft,100,114
359,4,11:13.0,Defensive rebound by M. Robinson,,100,114
360,4,11:05.0,K. Allen makes 2-pt jump shot from 11 ft,,102,114
361,4,10:47.0,,M. Harrell misses 2-pt layup from 1 ft,102,114
362,4,10:44.0,Defensive rebound by M. Robinson,,102,114
363,4,10:33.0,Shooting foul by L. Shamet (drawn by M. Morris),,102,114
364,4,10:33.0,M. Morris misses free throw 1 of 2,,102,114
365,4,10:33.0,Offensive rebound by Team,,102,114
366,4,10:33.0,M. Morris makes free throw 2 of 2,,103,114
367,4,10:18.0,,L. Williams misses 2-pt jump shot from 4 ft,103,114
368,4,10:16.0,Defensive rebound by M. Morris,,103,114
369,4,10:10.0,Turnover by K. Allen (discontinued dribble),,103,114
370,4,10:10.0,,P. George enters the game for R. McGruder,103,114
371,4,9:58.0,,Turnover by L. Williams (bad pass; steal by R. Bullock),103,114
372,4,9:51.0,M. Morris makes 2-pt jump shot from 13 ft,,105,114
373,4,9:51.0,Shooting foul by M. Harrell (drawn by M. Morris),,105,114
374,4,9:51.0,M. Morris makes free throw 1 of 1,,106,114
375,4,9:42.0,,Personal foul by M. Robinson (drawn by M. Harrell),106,114
376,4,9:33.0,,Shooting foul by M. Robinson (drawn by M. Harrell),106,114
377,4,9:33.0,,M. Harrell misses free throw 1 of 2,106,114
378,4,9:33.0,,Offensive rebound by Team,106,114
379,4,9:33.0,,M. Harrell makes free throw 2 of 2,106,115
380,4,9:15.0,Turnover by M. Morris (bad pass; steal by L. Shamet),,106,115
381,4,9:10.0,,Turnover by L. Williams (bad pass; steal by R. Bullock),106,115
382,4,9:07.0,Personal foul by J. Green (drawn by B. Portis),,106,115
383,4,9:02.0,Shooting foul by J. Green (drawn by B. Portis),,106,115
384,4,9:02.0,B. Portis makes free throw 1 of 3,,107,115
385,4,9:02.0,B. Portis makes free throw 2 of 3,,108,115
386,4,9:02.0,B. Portis misses free throw 3 of 3,,108,115
387,4,9:00.0,,Defensive rebound by M. Harrell,108,115
388,4,8:46.0,,Shooting foul by M. Morris (drawn by P. George),108,115
389,4,8:46.0,,P. George makes free throw 1 of 2,108,116
390,4,8:46.0,R. Barrett enters the game for M. Morris,,108,116
391,4,8:46.0,,P. Beverley enters the game for L. Shamet,108,116
392,4,8:46.0,,P. George makes free throw 2 of 2,108,117
