,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA CLIPPERS_ACTION,NEW YORK_SCORE,LA CLIPPERS_SCORE
0,1,11:40.0,M. Morris makes 2-pt jump shot from 18 ft,,2,0
1,1,11:20.0,,P. George makes 3-pt jump shot from 25 ft,2,3
2,1,11:02.0,T. Gibson misses 2-pt jump shot from 9 ft,,2,3
3,1,10:59.0,,Defensive rebound by P. George,2,3
4,1,10:50.0,,Turnover by P. George (lost ball; steal by T. Gibson),2,3
5,1,10:45.0,R. Barrett makes 2-pt layup from 2 ft,,4,3
6,1,10:31.0,,I. Zubac makes 2-pt jump shot from 6 ft (assist by P. Beverley),4,5
7,1,10:12.0,J. Randle misses 3-pt jump shot from 26 ft,,4,5
8,1,10:10.0,Offensive rebound by M. Morris,,4,5
9,1,10:08.0,Offensive foul by T. Gibson (drawn by P. George),,4,5
10,1,10:08.0,Turnover by T. Gibson (offensive foul),,4,5
11,1,9:56.0,,P. George misses 2-pt layup from 2 ft (block by M. Morris),4,5
12,1,9:53.0,Defensive rebound by M. Morris,,4,5
13,1,9:46.0,J. Randle misses 2-pt hook shot from 5 ft,,4,5
14,1,9:43.0,,Defensive rebound by M. Harkless,4,5
15,1,9:32.0,,Personal foul by F. Ntilikina (drawn by P. Beverley),4,5
16,1,9:25.0,,P. George makes 2-pt jump shot from 14 ft,4,7
17,1,9:05.0,M. Morris makes 2-pt jump shot from 12 ft,,6,7
18,1,8:52.0,,P. George misses 2-pt jump shot from 20 ft,6,7
19,1,8:50.0,Defensive rebound by T. Gibson,,6,7
20,1,8:46.0,R. Barrett makes 2-pt layup from 2 ft,,8,7
21,1,8:46.0,Shooting foul by P. George (drawn by R. Barrett),,8,7
22,1,8:46.0,R. Barrett makes free throw 1 of 1,,9,7
23,1,8:33.0,,P. Beverley makes 2-pt jump shot from 5 ft (assist by P. Patterson),9,9
24,1,8:23.0,M. Morris misses 3-pt jump shot from 26 ft,,9,9
25,1,8:22.0,Offensive rebound by Team,,9,9
26,1,8:11.0,Turnover by J. Randle (bad pass; steal by P. George),,9,9
27,1,7:54.0,,P. George makes 2-pt jump shot from 15 ft,9,11
28,1,7:44.0,F. Ntilikina makes 3-pt jump shot from 25 ft,,12,11
29,1,7:31.0,,P. Beverley misses 3-pt jump shot from 25 ft,12,11
30,1,7:29.0,Defensive rebound by J. Randle,,12,11
31,1,7:23.0,Def 3 sec tech foul by Team,,12,11
32,1,7:23.0,J. Randle misses technical free throw,,12,11
33,1,7:23.0,Offensive rebound by Team,,12,11
34,1,7:18.0,T. Gibson makes 2-pt layup from 1 ft (assist by F. Ntilikina),,14,11
35,1,7:06.0,,P. Patterson misses 3-pt jump shot from 25 ft,14,11
36,1,7:04.0,Defensive rebound by F. Ntilikina,,14,11
37,1,6:56.0,R. Barrett makes 2-pt layup from 2 ft,,16,11
38,1,6:51.0,,LA Clippers full timeout,16,11
39,1,6:51.0,,M. Harrell enters the game for P. Patterson,16,11
40,1,6:51.0,,L. Williams enters the game for I. Zubac,16,11
41,1,6:32.0,,P. Beverley makes 2-pt layup from 1 ft (assist by M. Harrell),16,13
42,1,6:18.0,J. Randle makes 2-pt jump shot from 7 ft,,18,13
43,1,6:18.0,Shooting foul by M. Harkless (drawn by J. Randle),,18,13
44,1,6:18.0,M. Robinson enters the game for T. Gibson,,18,13
45,1,6:18.0,J. Randle makes free throw 1 of 1,,19,13
46,1,6:05.0,,Turnover by M. Harrell (traveling),19,13
47,1,5:51.0,J. Randle misses 2-pt jump shot from 18 ft,,19,13
48,1,5:48.0,,Defensive rebound by P. Beverley,19,13
49,1,5:40.0,,M. Harkless misses 3-pt jump shot from 22 ft,19,13
50,1,5:37.0,Defensive rebound by R. Barrett,,19,13
51,1,5:30.0,Offensive foul by M. Morris (drawn by M. Harrell),,19,13
52,1,5:30.0,Turnover by M. Morris (offensive foul),,19,13
53,1,5:19.0,,M. Harrell makes 2-pt jump shot from 6 ft (assist by L. Williams),19,15
54,1,5:07.0,J. Randle makes 2-pt hook shot from 3 ft,,21,15
55,1,4:56.0,,Turnover by P. George (bad pass),21,15
56,1,4:42.0,M. Robinson makes 2-pt layup from 2 ft (assist by F. Ntilikina),,23,15
57,1,4:27.0,,Shooting foul by F. Ntilikina (drawn by P. George),23,15
58,1,4:27.0,,P. George makes free throw 1 of 2,23,16
59,1,4:27.0,K. Allen enters the game for F. Ntilikina,,23,16
60,1,4:27.0,,J. Green enters the game for M. Harkless,23,16
61,1,4:27.0,,P. George makes free throw 2 of 2,23,17
62,1,4:11.0,Def 3 sec tech foul by Team,,23,17
63,1,4:11.0,M. Morris misses technical free throw,,23,17
64,1,4:11.0,Offensive rebound by Team,,23,17
65,1,4:11.0,,L. Shamet enters the game for P. Beverley,23,17
66,1,4:05.0,K. Allen makes 2-pt jump shot from 9 ft,,25,17
67,1,3:55.0,,L. Williams misses 2-pt jump shot from 9 ft,25,17
68,1,3:52.0,Defensive rebound by J. Randle,,25,17
69,1,3:46.0,J. Randle makes 2-pt jump shot from 9 ft,,27,17
70,1,3:33.0,,P. George misses 2-pt jump shot from 19 ft,27,17
71,1,3:30.0,Defensive rebound by J. Randle,,27,17
72,1,3:22.0,R. Barrett makes 3-pt jump shot from 23 ft (assist by K. Allen),,30,17
73,1,3:11.0,,Personal foul by K. Allen (drawn by L. Williams),30,17
74,1,3:00.0,,M. Harrell misses 2-pt layup from 3 ft,30,17
75,1,2:55.0,,Offensive rebound by J. Green,30,17
76,1,2:55.0,,J. Green makes 2-pt layup from 1 ft,30,19
77,1,2:36.0,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Randle),,33,19
78,1,2:22.0,,P. George makes 3-pt jump shot from 23 ft (assist by J. Green),33,22
79,1,2:11.0,Personal foul by L. Shamet (drawn by J. Randle),,33,22
80,1,2:11.0,New York full timeout,,33,22
81,1,2:11.0,R. Bullock enters the game for M. Morris,,33,22
82,1,2:11.0,B. Portis enters the game for J. Randle,,33,22
83,1,2:11.0,,R. McGruder enters the game for P. George,33,22
84,1,1:55.0,M. Robinson makes 2-pt hook shot from 5 ft (assist by R. Bullock),,35,22
85,1,1:38.0,,R. McGruder misses 2-pt jump shot from 7 ft,35,22
86,1,1:33.0,,Offensive rebound by M. Harrell,35,22
87,1,1:33.0,,M. Harrell makes 2-pt layup from 1 ft,35,24
88,1,1:24.0,K. Allen makes 2-pt jump shot from 9 ft,,37,24
89,1,1:16.0,,Shooting foul by B. Portis (drawn by M. Harrell),37,24
90,1,1:16.0,,M. Harrell makes free throw 1 of 2,37,25
91,1,1:16.0,K. Knox enters the game for R. Barrett,,37,25
92,1,1:16.0,,M. Harrell makes free throw 2 of 2,37,26
93,1,1:01.0,B. Portis makes 3-pt jump shot from 23 ft (assist by K. Knox),,40,26
94,1,0:51.0,,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),40,28
95,1,0:34.0,R. Bullock misses 2-pt jump shot from 17 ft,,40,28
96,1,0:33.0,Offensive rebound by Team,,40,28
97,1,0:31.0,B. Portis makes 3-pt jump shot from 24 ft (assist by K. Allen),,43,28
98,1,0:24.0,,Technical foul by B. Portis,43,28
99,1,0:24.0,,L. Williams makes technical free throw,43,29
100,1,0:21.0,,Turnover by L. Williams (bad pass; steal by K. Allen),43,29
101,1,0:20.0,R. Bullock makes 2-pt layup from 1 ft (assist by K. Allen),,45,29
102,1,0:04.0,,L. Williams misses 3-pt jump shot from 34 ft,45,29
103,1,0:02.0,,Offensive rebound by M. Harrell,45,29
104,1,0:01.0,,M. Harrell misses 2-pt jump shot from 18 ft,45,29
105,1,0:01.0,,Offensive rebound by Team,45,29
106,2,11:48.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),45,31
107,2,11:41.0,Personal foul by L. Shamet (drawn by R. Bullock),,45,31
108,2,11:37.0,Shooting foul by L. Shamet (drawn by K. Allen),,45,31
109,2,11:37.0,K. Allen misses free throw 1 of 3,,45,31
110,2,11:37.0,Offensive rebound by Team,,45,31
111,2,11:37.0,K. Allen misses free throw 2 of 3,,45,31
112,2,11:37.0,Offensive rebound by Team,,45,31
113,2,11:37.0,,J. Robinson enters the game for L. Shamet,45,31
114,2,11:37.0,K. Allen makes free throw 3 of 3,,46,31
115,2,11:29.0,,J. Green makes 3-pt jump shot from 26 ft (assist by L. Williams),46,34
116,2,11:12.0,Turnover by B. Portis (traveling),,46,34
117,2,10:58.0,,M. Harrell makes 2-pt layup from 1 ft,46,36
118,2,10:58.0,Violation by Team (def goaltending),,46,36
119,2,10:55.0,New York full timeout,,46,36
120,2,10:45.0,K. Allen misses 2-pt layup from 1 ft,,46,36
121,2,10:41.0,Offensive rebound by B. Portis,,46,36
122,2,10:41.0,B. Portis misses 2-pt layup at rim,,46,36
123,2,10:40.0,,Defensive rebound by J. Green,46,36
124,2,10:31.0,,M. Harrell makes 2-pt layup from 2 ft (assist by J. Green),46,38
125,2,10:31.0,,Shooting foul by M. Robinson (drawn by M. Harrell),46,38
126,2,10:31.0,,M. Harrell makes free throw 1 of 1,46,39
127,2,10:14.0,K. Allen misses 2-pt jump shot from 8 ft,,46,39
128,2,10:12.0,,Defensive rebound by M. Harrell,46,39
129,2,10:08.0,,Turnover by L. Williams (lost ball; steal by R. Bullock),46,39
130,2,10:07.0,Personal take foul by M. Harrell (drawn by R. Bullock),,46,39
131,2,10:07.0,T. Gibson enters the game for K. Allen,,46,39
132,2,10:07.0,F. Ntilikina enters the game for M. Robinson,,46,39
133,2,9:55.0,Offensive foul by T. Gibson (drawn by J. Robinson),,46,39
134,2,9:55.0,Turnover by T. Gibson (offensive foul),,46,39
135,2,9:47.0,,J. Green misses 3-pt jump shot from 26 ft,46,39
136,2,9:43.0,Defensive rebound by F. Ntilikina,,46,39
137,2,9:34.0,B. Portis misses 2-pt jump shot from 7 ft,,46,39
138,2,9:33.0,,Defensive rebound by J. Robinson,46,39
139,2,9:21.0,,Turnover by L. Williams (traveling),46,39
140,2,9:21.0,J. Randle enters the game for B. Portis,,46,39
141,2,9:05.0,F. Ntilikina misses 3-pt jump shot from 27 ft,,46,39
142,2,9:01.0,,Defensive rebound by J. Green,46,39
143,2,8:58.0,,Turnover by J. Green (bad pass; steal by J. Randle),46,39
144,2,8:55.0,K. Knox makes 2-pt dunk from 2 ft (assist by J. Randle),,48,39
145,2,8:39.0,,L. Williams misses 3-pt jump shot from 23 ft (block by K. Knox),48,39
146,2,8:38.0,,Offensive rebound by L. Williams,48,39
147,2,8:38.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),48,41
148,2,8:38.0,,Shooting foul by R. Bullock (drawn by M. Harrell),48,41
149,2,8:38.0,M. Morris enters the game for R. Bullock,,48,41
150,2,8:38.0,,M. Harrell makes free throw 1 of 1,48,42
151,2,8:18.0,J. Randle misses 2-pt jump shot from 12 ft,,48,42
152,2,8:15.0,,Defensive rebound by R. McGruder,48,42
153,2,8:08.0,,L. Williams makes 3-pt jump shot from 24 ft,48,45
154,2,7:54.0,K. Knox misses 3-pt jump shot from 26 ft,,48,45
155,2,7:52.0,Offensive rebound by F. Ntilikina,,48,45
156,2,7:48.0,T. Gibson makes 2-pt hook shot from 4 ft (assist by F. Ntilikina),,50,45
157,2,7:48.0,Shooting foul by J. Robinson (drawn by T. Gibson),,50,45
158,2,7:48.0,T. Gibson makes free throw 1 of 1,,51,45
159,2,7:37.0,,L. Williams makes 3-pt jump shot from 26 ft,51,48
160,2,7:26.0,F. Ntilikina misses 3-pt jump shot from 26 ft,,51,48
161,2,7:22.0,,Defensive rebound by R. McGruder,51,48
162,2,7:16.0,,L. Williams makes 3-pt jump shot from 25 ft,51,51
163,2,7:09.0,New York full timeout,,51,51
164,2,7:09.0,R. Barrett enters the game for K. Knox,,51,51
165,2,7:09.0,,P. Beverley enters the game for R. McGruder,51,51
166,2,7:09.0,,P. George enters the game for J. Robinson,51,51
167,2,6:55.0,J. Randle misses 2-pt hook shot from 5 ft,,51,51
168,2,6:53.0,,Defensive rebound by M. Harrell,51,51
169,2,6:48.0,,P. George makes 3-pt jump shot from 26 ft (assist by P. Beverley),51,54
170,2,6:26.0,M. Morris misses 2-pt jump shot from 18 ft,,51,54
171,2,6:23.0,,Defensive rebound by P. Beverley,51,54
172,2,6:15.0,,Personal foul by T. Gibson (drawn by L. Williams),51,54
173,2,6:02.0,,M. Harrell misses 2-pt jump shot from 16 ft,51,54
174,2,5:57.0,Defensive rebound by J. Randle,,51,54
175,2,5:54.0,Shooting foul by J. Green (drawn by T. Gibson),,51,54
176,2,5:54.0,T. Gibson makes free throw 1 of 2,,52,54
177,2,5:54.0,T. Gibson makes free throw 2 of 2,,53,54
178,2,5:41.0,,Shooting foul by T. Gibson (drawn by P. George),53,54
179,2,5:41.0,,Technical foul by T. Gibson,53,54
180,2,5:41.0,,P. George makes technical free throw,53,55
181,2,5:41.0,,P. George makes free throw 1 of 2,53,56
182,2,5:41.0,M. Robinson enters the game for T. Gibson,,53,56
183,2,5:41.0,,Technical foul by M. Morris,53,56
184,2,5:41.0,,P. George makes technical free throw,53,57
185,2,5:41.0,,P. George makes free throw 2 of 2,53,58
186,2,5:27.0,J. Randle makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),,56,58
187,2,5:20.0,,Shooting foul by R. Barrett (drawn by L. Williams),56,58
188,2,5:20.0,,L. Williams makes free throw 1 of 2,56,59
189,2,5:20.0,,Technical foul by J. Randle,56,59
190,2,5:20.0,,L. Williams makes technical free throw,56,60
191,2,5:20.0,,L. Williams makes free throw 2 of 2,56,61
192,2,5:16.0,New York full timeout,,56,61
193,2,5:08.0,J. Randle misses 3-pt jump shot from 25 ft,,56,61
194,2,5:06.0,,Defensive rebound by P. George,56,61
195,2,5:02.0,,L. Williams makes 3-pt jump shot from 22 ft (assist by P. George),56,64
196,2,4:47.0,R. Barrett makes 2-pt jump shot from 18 ft (assist by M. Robinson),,58,64
197,2,4:31.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by P. Beverley),58,66
198,2,4:15.0,Turnover by R. Barrett (lost ball; steal by P. Beverley),,58,66
199,2,4:04.0,,P. George misses 3-pt jump shot from 27 ft,58,66
200,2,4:00.0,,Offensive rebound by J. Green,58,66
201,2,3:58.0,,Shooting foul by J. Randle (drawn by M. Harrell),58,66
202,2,3:58.0,,M. Harrell makes free throw 1 of 2,58,67
203,2,3:58.0,,M. Harrell makes free throw 2 of 2,58,68
204,2,3:41.0,Shooting foul by P. George (drawn by M. Morris),,58,68
205,2,3:41.0,M. Morris makes free throw 1 of 2,,59,68
206,2,3:41.0,M. Morris misses free throw 2 of 2,,59,68
207,2,3:38.0,,Defensive rebound by P. George,59,68
208,2,3:26.0,,P. George makes 2-pt layup from 2 ft,59,70
209,2,3:06.0,M. Morris makes 2-pt jump shot from 12 ft,,61,70
210,2,2:54.0,,Turnover by P. George (bad pass; steal by M. Morris),61,70
211,2,2:50.0,Turnover by F. Ntilikina (bad pass),,61,70
212,2,2:50.0,,LA Clippers full timeout,61,70
213,2,2:50.0,K. Allen enters the game for F. Ntilikina,,61,70
214,2,2:38.0,,Turnover by P. George (bad pass),61,70
215,2,2:27.0,Shooting foul by M. Harrell (drawn by R. Barrett),,61,70
216,2,2:27.0,R. Barrett makes free throw 1 of 2,,62,70
217,2,2:27.0,R. Barrett makes free throw 2 of 2,,63,70
218,2,2:12.0,,M. Harrell misses 2-pt hook shot from 5 ft,63,70
219,2,2:10.0,Defensive rebound by J. Randle,,63,70
220,2,2:01.0,Turnover by K. Allen (step out of bounds),,63,70
221,2,1:47.0,,J. Green makes 3-pt jump shot from 25 ft (assist by P. Beverley),63,73
222,2,1:18.0,R. Barrett misses 2-pt jump shot from 11 ft,,63,73
223,2,1:16.0,,Defensive rebound by M. Harrell,63,73
224,2,1:08.0,,L. Williams misses 2-pt jump shot from 18 ft,63,73
225,2,1:05.0,Defensive rebound by K. Allen,,63,73
226,2,1:00.0,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Allen),,66,73
227,2,0:47.0,,L. Williams makes 3-pt jump shot from 25 ft,66,76
228,2,0:32.0,Turnover by M. Morris (step out of bounds),,66,76
229,2,0:27.0,,Turnover by M. Harrell (traveling),66,76
230,2,0:27.0,,R. McGruder enters the game for P. George,66,76
231,2,0:27.0,,J. Robinson enters the game for M. Harrell,66,76
