,QUARTER,TIME_REMAINING,ATLANTA_ACTION,HOUSTON_ACTION,ATLANTA_SCORE,HOUSTON_SCORE
390,4,9:26.0,,B. McLemore makes 3-pt jump shot from 26 ft (assist by A. Rivers),81,135
391,4,9:26.0,Atlanta full timeout,,81,135
392,4,9:26.0,,G. Clark enters the game for B. McLemore,81,135
393,4,9:14.0,Turnover by B. Fernando (bad pass; steal by T. Sefolosha),,81,135
394,4,8:58.0,,A. Rivers misses 2-pt layup from 2 ft,81,135
395,4,8:56.0,,Offensive rebound by T. Sefolosha,81,135
396,4,8:55.0,,T. Sefolosha makes 2-pt layup at rim,81,137
397,4,8:38.0,D. Hunter makes 3-pt jump shot from 26 ft (assist by T. Young),,84,137
398,4,8:27.0,,C. Clemons misses 3-pt jump shot from 28 ft,84,137
399,4,8:24.0,Defensive rebound by T. Young,,84,137
400,4,8:19.0,D. Hunter makes 3-pt jump shot from 24 ft (assist by T. Young),,87,137
401,4,8:02.0,,G. Clark misses 3-pt jump shot from 27 ft,87,137
402,4,8:00.0,Defensive rebound by D. Hunter,,87,137
403,4,7:55.0,T. Young makes 3-pt jump shot from 33 ft,,90,137
404,4,7:31.0,,P. Tucker misses 3-pt jump shot from 27 ft,90,137
405,4,7:30.0,Defensive rebound by T. Young,,90,137
406,4,7:27.0,Personal take foul by A. Rivers (drawn by T. Young),,90,137
407,4,7:27.0,A. Len enters the game for V. Carter,,90,137
408,4,7:27.0,C. Parsons enters the game for B. Fernando,,90,137
409,4,7:27.0,,I. Hartenstein enters the game for T. Sefolosha,90,137
410,4,7:27.0,,B. McLemore enters the game for P. Tucker,90,137
411,4,7:14.0,A. Crabbe misses 3-pt jump shot from 26 ft,,90,137
412,4,7:11.0,,Defensive rebound by A. Rivers,90,137
413,4,7:08.0,,Personal foul by C. Parsons (drawn by A. Rivers),90,137
414,4,7:03.0,Violation by Team (kicked ball),,90,137
415,4,7:02.0,,Turnover by B. McLemore (traveling),90,137
416,4,6:49.0,D. Hunter makes 2-pt layup at rim,,92,137
417,4,6:49.0,Shooting foul by I. Hartenstein (drawn by D. Hunter),,92,137
418,4,6:49.0,D. Hunter makes free throw 1 of 1,,93,137
419,4,6:40.0,,Turnover by I. Hartenstein (dbl dribble),93,137
420,4,6:36.0,Shooting foul by C. Clemons (drawn by T. Young),,93,137
421,4,6:36.0,T. Young makes free throw 1 of 2,,94,137
422,4,6:36.0,V. Carter enters the game for A. Crabbe,,94,137
423,4,6:36.0,T. Young makes free throw 2 of 2,,95,137
424,4,6:24.0,,C. Clemons makes 3-pt jump shot from 27 ft (assist by I. Hartenstein),95,140
425,4,6:13.0,V. Carter misses 3-pt jump shot from 26 ft,,95,140
426,4,6:12.0,,Defensive rebound by B. McLemore,95,140
427,4,5:58.0,,B. McLemore makes 2-pt layup from 5 ft,95,142
428,4,5:46.0,T. Young makes 2-pt jump shot from 6 ft,,97,142
429,4,5:38.0,,Personal foul by C. Parsons (drawn by G. Clark),97,142
430,4,5:31.0,,A. Rivers makes 2-pt layup from 1 ft (assist by I. Hartenstein),97,144
431,4,5:23.0,T. Young misses 3-pt jump shot from 30 ft,,97,144
432,4,5:21.0,,Defensive rebound by B. McLemore,97,144
433,4,5:21.0,D. Bembry enters the game for C. Parsons,,97,144
434,4,5:21.0,T. Wallace enters the game for T. Young,,97,144
435,4,5:05.0,,A. Rivers misses 3-pt jump shot from 28 ft,97,144
436,4,5:03.0,,Offensive rebound by I. Hartenstein,97,144
437,4,4:55.0,,C. Clemons makes 3-pt jump shot from 27 ft (assist by A. Rivers),97,147
438,4,4:32.0,D. Hunter makes 3-pt jump shot from 27 ft (assist by D. Bembry),,100,147
439,4,4:23.0,,C. Clemons makes 2-pt layup from 1 ft,100,149
440,4,4:05.0,D. Hunter misses 3-pt jump shot from 27 ft,,100,149
441,4,4:05.0,,Defensive rebound by B. McLemore,100,149
442,4,4:05.0,,Houston full timeout,100,149
443,4,3:53.0,,C. Clemons misses 3-pt jump shot from 26 ft,100,149
444,4,3:52.0,Defensive rebound by T. Wallace,,100,149
445,4,3:37.0,V. Carter makes 3-pt jump shot from 26 ft,,103,149
446,4,3:18.0,,A. Rivers misses 3-pt jump shot from 26 ft,103,149
447,4,3:15.0,,Offensive rebound by G. Clark,103,149
448,4,3:12.0,,B. McLemore makes 3-pt jump shot from 26 ft (assist by G. Clark),103,152
449,4,2:56.0,V. Carter misses 3-pt jump shot from 27 ft,,103,152
450,4,2:54.0,,Defensive rebound by I. Hartenstein,103,152
451,4,2:46.0,,B. McLemore misses 3-pt jump shot from 26 ft,103,152
452,4,2:44.0,Defensive rebound by D. Bembry,,103,152
453,4,2:32.0,D. Bembry misses 3-pt jump shot from 23 ft,,103,152
454,4,2:28.0,,Defensive rebound by B. McLemore,103,152
455,4,2:13.0,,A. Rivers misses 2-pt jump shot from 7 ft (block by T. Wallace),103,152
456,4,2:12.0,Defensive rebound by T. Wallace,,103,152
457,4,2:05.0,A. Len makes 2-pt layup from 1 ft (assist by V. Carter),,105,152
458,4,1:52.0,,I. Hartenstein misses 3-pt jump shot from 27 ft,105,152
459,4,1:50.0,Defensive rebound by D. Bembry,,105,152
460,4,1:43.0,Personal foul by A. Rivers (drawn by D. Bembry),,105,152
461,4,1:43.0,D. Bembry makes free throw 1 of 2,,106,152
462,4,1:43.0,B. Fernando enters the game for V. Carter,,106,152
463,4,1:43.0,C. Parsons enters the game for D. Hunter,,106,152
464,4,1:43.0,E. Turner enters the game for A. Len,,106,152
465,4,1:43.0,D. Bembry makes free throw 2 of 2,,107,152
466,4,1:35.0,,C. Clemons makes 3-pt jump shot from 25 ft,107,155
467,4,1:24.0,C. Parsons misses 3-pt jump shot from 26 ft,,107,155
468,4,1:23.0,Offensive rebound by E. Turner,,107,155
469,4,1:20.0,T. Wallace misses 2-pt layup from 6 ft (block by I. Hartenstein),,107,155
470,4,1:17.0,,Defensive rebound by A. Rivers,107,155
471,4,1:14.0,,B. McLemore misses 3-pt jump shot from 26 ft,107,155
472,4,1:12.0,Defensive rebound by C. Parsons,,107,155
473,4,1:06.0,Shooting foul by B. McLemore (drawn by D. Bembry),,107,155
474,4,1:06.0,D. Bembry makes free throw 1 of 2,,108,155
475,4,1:06.0,D. Bembry misses free throw 2 of 2,,108,155
476,4,1:06.0,,Defensive rebound by I. Hartenstein,108,155
477,4,0:58.0,,Turnover by C. Clemons (bad pass),108,155
478,4,0:50.0,T. Wallace makes 3-pt jump shot from 27 ft,,111,155
479,4,0:39.0,,C. Clemons makes 3-pt jump shot from 27 ft (assist by A. Rivers),111,158
480,4,0:25.0,,Violation by Team (kicked ball),111,158
481,4,0:14.0,T. Wallace misses 3-pt jump shot from 25 ft,,111,158
482,4,0:13.0,,Defensive rebound by B. McLemore,111,158
