,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW YORK_ACTION,SAN ANTONIO_SCORE,NEW YORK_SCORE
75,1,3:56.0,Defensive rebound by D. Carroll,,23,9
76,1,3:39.0,P. Mills makes 3-pt jump shot from 25 ft (assist by J. Poeltl),,26,9
77,1,3:24.0,,B. Portis makes 2-pt layup from 2 ft,26,11
78,1,3:22.0,San Antonio full timeout,,26,11
79,1,3:09.0,R. Gay misses 2-pt jump shot from 8 ft,,26,11
80,1,3:07.0,,Defensive rebound by K. Knox,26,11
81,1,2:54.0,,B. Portis misses 2-pt jump shot from 12 ft,26,11
82,1,2:52.0,Defensive rebound by J. Poeltl,,26,11
83,1,2:33.0,J. Poeltl makes 2-pt layup from 1 ft (assist by R. Gay),,28,11
84,1,2:19.0,,B. Portis makes 3-pt jump shot from 22 ft (assist by K. Knox),28,14
85,1,2:00.0,M. Belinelli misses 2-pt jump shot from 18 ft,,28,14
86,1,1:58.0,,Defensive rebound by K. Knox,28,14
87,1,1:43.0,,Turnover by K. Knox (bad pass; steal by P. Mills),28,14
88,1,1:38.0,D. Carroll makes 2-pt jump shot from 1 ft (assist by P. Mills),,30,14
89,1,1:24.0,,D. Dotson misses 3-pt jump shot from 26 ft,30,14
90,1,1:22.0,Defensive rebound by M. Belinelli,,30,14
91,1,1:16.0,M. Belinelli misses 3-pt jump shot from 27 ft,,30,14
92,1,1:14.0,,Defensive rebound by M. Robinson,30,14
93,1,1:05.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by D. Smith),30,16
94,1,0:48.0,Turnover by R. Gay (bad pass; steal by M. Robinson),,30,16
95,1,0:48.0,,Personal foul by D. Carroll (drawn by B. Portis),30,16
96,1,0:48.0,,Instant Replay (Request: Stands),30,16
97,1,0:37.0,,K. Knox misses 2-pt layup from 3 ft,30,16
98,1,0:35.0,Defensive rebound by R. Gay,,30,16
99,1,0:25.0,J. Poeltl makes 2-pt dunk at rim (assist by R. Gay),,32,16
100,1,0:02.0,,D. Smith misses 3-pt jump shot from 25 ft,32,16
101,1,0:00.0,Defensive rebound by J. Poeltl,,32,16
102,2,11:42.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by D. Dotson),32,19
103,2,11:25.0,D. DeRozan makes 2-pt jump shot from 17 ft,,34,19
104,2,11:13.0,,D. Dotson makes 2-pt layup from 1 ft (assist by M. Robinson),34,21
105,2,10:58.0,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,37,21
106,2,10:43.0,,B. Portis misses 2-pt jump shot from 21 ft,37,21
107,2,10:41.0,Defensive rebound by D. DeRozan,,37,21
108,2,10:29.0,D. DeRozan misses 2-pt jump shot from 11 ft,,37,21
109,2,10:27.0,Offensive rebound by J. Poeltl,,37,21
110,2,10:22.0,Turnover by D. DeRozan (lost ball; steal by M. Robinson),,37,21
111,2,10:17.0,,B. Portis makes 2-pt dunk from 1 ft (assist by D. Smith),37,23
112,2,9:51.0,P. Mills misses 2-pt jump shot from 16 ft,,37,23
113,2,9:49.0,,Defensive rebound by B. Portis,37,23
114,2,9:43.0,,B. Portis misses 3-pt jump shot from 25 ft,37,23
115,2,9:41.0,Defensive rebound by P. Mills,,37,23
116,2,9:36.0,M. Belinelli misses 3-pt jump shot from 27 ft,,37,23
117,2,9:34.0,,Defensive rebound by K. Knox,37,23
118,2,9:19.0,,D. Smith misses 2-pt jump shot from 18 ft,37,23
119,2,9:17.0,Defensive rebound by D. DeRozan,,37,23
120,2,9:15.0,San Antonio full timeout,,37,23
121,2,9:15.0,B. Forbes enters the game for M. Belinelli,,37,23
122,2,9:15.0,D. White enters the game for P. Mills,,37,23
123,2,9:15.0,,F. Ntilikina enters the game for D. Smith,37,23
124,2,9:07.0,D. DeRozan makes 2-pt jump shot from 11 ft,,39,23
125,2,8:40.0,,Shooting foul by J. Poeltl (drawn by M. Robinson),39,23
126,2,8:40.0,,W. Ellington enters the game for B. Portis,39,23
127,2,8:40.0,,M. Robinson makes free throw 1 of 2,39,24
128,2,8:40.0,,M. Robinson makes free throw 2 of 2,39,25
129,2,8:29.0,D. DeRozan makes 2-pt dunk from 1 ft (assist by D. White),,41,25
130,2,8:17.0,,K. Knox makes 2-pt jump shot from 20 ft (assist by F. Ntilikina),41,27
131,2,8:17.0,San Antonio full timeout,,41,27
132,2,8:17.0,L. Aldridge enters the game for J. Poeltl,,41,27
133,2,8:03.0,L. Aldridge misses 2-pt layup from 3 ft,,41,27
134,2,8:01.0,,Defensive rebound by F. Ntilikina,41,27
135,2,7:49.0,,K. Knox misses 3-pt jump shot from 25 ft,41,27
136,2,7:48.0,Defensive rebound by Team,,41,27
137,2,7:48.0,,J. Randle enters the game for D. Dotson,41,27
138,2,7:35.0,B. Forbes misses 3-pt jump shot from 24 ft (block by M. Robinson),,41,27
139,2,7:33.0,Offensive rebound by B. Forbes,,41,27
140,2,7:29.0,Shooting foul by K. Knox (drawn by D. White),,41,27
141,2,7:29.0,D. Carroll enters the game for D. DeRozan,,41,27
142,2,7:29.0,,M. Morris enters the game for K. Knox,41,27
143,2,7:29.0,D. White misses free throw 1 of 2,,41,27
144,2,7:29.0,Offensive rebound by Team,,41,27
145,2,7:29.0,D. White makes free throw 2 of 2,,42,27
146,2,7:17.0,,W. Ellington misses 3-pt jump shot from 25 ft,42,27
147,2,7:15.0,Defensive rebound by D. Carroll,,42,27
148,2,7:07.0,B. Forbes misses 2-pt jump shot from 6 ft (block by M. Robinson),,42,27
149,2,7:05.0,Offensive rebound by D. Carroll,,42,27
150,2,7:01.0,T. Lyles makes 3-pt jump shot from 26 ft (assist by D. White),,45,27
151,2,6:41.0,,Turnover by M. Morris (bad pass; steal by L. Aldridge),45,27
152,2,6:37.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by B. Forbes),,48,27
153,2,6:35.0,,New York full timeout,48,27
154,2,6:09.0,,W. Ellington misses 2-pt layup from 4 ft,48,27
155,2,6:07.0,,Offensive rebound by M. Robinson,48,27
156,2,6:07.0,,M. Robinson misses 2-pt layup at rim,48,27
157,2,6:05.0,Defensive rebound by D. Carroll,,48,27
158,2,6:05.0,Offensive foul by D. Carroll (drawn by F. Ntilikina),,48,27
159,2,6:05.0,Turnover by D. Carroll (offensive foul),,48,27
160,2,5:50.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by M. Robinson),48,29
161,2,5:31.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,51,29
162,2,5:21.0,,Personal foul by D. White (drawn by F. Ntilikina),51,29
163,2,5:13.0,,J. Randle misses 3-pt jump shot from 25 ft,51,29
164,2,5:11.0,Defensive rebound by D. White,,51,29
165,2,5:09.0,Shooting foul by M. Robinson (drawn by T. Lyles),,51,29
166,2,5:09.0,,R. Barrett enters the game for W. Ellington,51,29
167,2,5:09.0,,B. Portis enters the game for M. Robinson,51,29
168,2,5:09.0,T. Lyles makes free throw 1 of 2,,52,29
169,2,5:09.0,T. Lyles misses free throw 2 of 2,,52,29
170,2,5:07.0,,Defensive rebound by J. Randle,52,29
171,2,4:54.0,,Personal foul by D. Carroll (drawn by B. Portis),52,29
172,2,4:47.0,,Turnover by J. Randle (bad pass; steal by D. White),52,29
173,2,4:43.0,Turnover by D. White (bad pass; steal by F. Ntilikina),,52,29
174,2,4:33.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by R. Barrett),52,32
175,2,4:16.0,D. Carroll misses 3-pt jump shot from 25 ft,,52,32
176,2,4:15.0,,Defensive rebound by Team,52,32
177,2,4:03.0,,B. Portis misses 3-pt jump shot from 25 ft,52,32
178,2,4:01.0,Defensive rebound by D. Carroll,,52,32
179,2,3:53.0,D. White misses 2-pt layup from 2 ft,,52,32
180,2,3:52.0,,Defensive rebound by Team,52,32
181,2,3:52.0,P. Mills enters the game for D. White,,52,32
182,2,3:32.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by R. Barrett),52,35
183,2,3:14.0,B. Forbes misses 3-pt jump shot from 26 ft,,52,35
184,2,3:12.0,Offensive rebound by L. Aldridge,,52,35
185,2,3:09.0,L. Aldridge makes 2-pt layup from 1 ft,,54,35
186,2,2:58.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,54,35
187,2,2:56.0,Defensive rebound by B. Forbes,,54,35
188,2,2:48.0,P. Mills makes 3-pt jump shot from 23 ft (assist by D. Carroll),,57,35
189,2,2:32.0,,R. Barrett makes 2-pt layup from 1 ft (assist by J. Randle),57,37
190,2,2:08.0,L. Aldridge makes 2-pt jump shot from 19 ft,,59,37
191,2,2:08.0,Shooting foul by B. Portis (drawn by L. Aldridge),,59,37
192,2,2:08.0,D. DeRozan enters the game for D. Carroll,,59,37
193,2,2:08.0,R. Gay enters the game for T. Lyles,,59,37
194,2,2:08.0,L. Aldridge makes free throw 1 of 1,,60,37
195,2,1:45.0,,M. Morris misses 2-pt jump shot from 6 ft,60,37
196,2,1:44.0,,Offensive rebound by J. Randle,60,37
197,2,1:43.0,,J. Randle makes 2-pt dunk from 1 ft,60,39
198,2,1:35.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by B. Forbes),,62,39
199,2,1:23.0,,R. Barrett makes 2-pt dunk at rim (assist by B. Portis),62,41
200,2,1:05.0,L. Aldridge makes 2-pt jump shot from 18 ft,,64,41
201,2,0:48.0,,J. Randle makes 2-pt dunk from 2 ft (assist by F. Ntilikina),64,43
202,2,0:30.0,P. Mills makes 2-pt jump shot from 21 ft (assist by D. DeRozan),,66,43
203,2,0:08.0,,Offensive foul by J. Randle (drawn by P. Mills),66,43
204,2,0:08.0,,Turnover by J. Randle (offensive foul),66,43
205,2,0:00.0,D. DeRozan misses 2-pt layup from 2 ft,,66,43
206,2,0:00.0,Offensive rebound by D. DeRozan,,66,43
207,2,0:00.0,D. DeRozan makes 2-pt layup from 1 ft,,68,43
208,3,11:35.0,,M. Morris misses 2-pt jump shot from 22 ft,68,43
209,3,11:33.0,Defensive rebound by B. Forbes,,68,43
210,3,11:28.0,D. White makes 2-pt layup from 2 ft (assist by B. Forbes),,70,43
211,3,11:17.0,,J. Randle makes 2-pt jump shot from 9 ft (assist by F. Ntilikina),70,45
212,3,10:58.0,D. White misses 2-pt layup from 15 ft,,70,45
213,3,10:57.0,Offensive rebound by D. White,,70,45
214,3,10:51.0,Personal foul by T. Gibson (drawn by L. Aldridge),,70,45
215,3,10:44.0,Turnover by D. White (bad pass; steal by M. Morris),,70,45
216,3,10:38.0,,R. Barrett misses 3-pt jump shot from 23 ft,70,45
217,3,10:36.0,Defensive rebound by Team,,70,45
218,3,10:25.0,Personal foul by M. Morris (drawn by D. DeRozan),,70,45
219,3,10:18.0,Turnover by D. White (lost ball; steal by F. Ntilikina),,70,45
220,3,10:13.0,,J. Randle misses 2-pt layup from 1 ft,70,45
221,3,10:12.0,,Offensive rebound by T. Gibson,70,45
222,3,9:59.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,70,45
223,3,9:58.0,,Offensive rebound by Team,70,45
224,3,9:58.0,Loose ball foul by B. Forbes (drawn by M. Morris),,70,45
225,3,9:58.0,P. Mills enters the game for D. White,,70,45
226,3,9:50.0,,Shooting foul by B. Forbes (drawn by R. Barrett),70,45
227,3,9:50.0,M. Belinelli enters the game for B. Forbes,,70,45
228,3,9:50.0,,R. Barrett misses free throw 1 of 2,70,45
229,3,9:50.0,,Offensive rebound by Team,70,45
230,3,9:50.0,,R. Barrett misses free throw 2 of 2,70,45
231,3,9:48.0,,Offensive rebound by F. Ntilikina,70,45
232,3,9:36.0,,J. Randle misses 2-pt jump shot from 3 ft,70,45
233,3,9:34.0,Defensive rebound by J. Poeltl,,70,45
234,3,9:22.0,Turnover by J. Poeltl (bad pass; steal by F. Ntilikina),,70,45
235,3,9:17.0,,F. Ntilikina misses 3-pt jump shot from 27 ft,70,45
236,3,9:15.0,Defensive rebound by D. DeRozan,,70,45
237,3,9:06.0,L. Aldridge makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,73,45
238,3,8:50.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by F. Ntilikina),73,48
239,3,8:35.0,P. Mills misses 2-pt layup at rim,,73,48
240,3,8:33.0,,Defensive rebound by M. Morris,73,48
241,3,8:25.0,,J. Randle misses 3-pt jump shot from 26 ft,73,48
242,3,8:23.0,,Offensive rebound by T. Gibson,73,48
243,3,8:12.0,,M. Morris misses 3-pt jump shot from 25 ft,73,48
244,3,8:10.0,Defensive rebound by D. DeRozan,,73,48
245,3,8:10.0,,M. Robinson enters the game for T. Gibson,73,48
246,3,8:10.0,,D. Smith enters the game for M. Morris,73,48
247,3,8:01.0,San Antonio full timeout,,73,48
248,3,7:50.0,L. Aldridge misses 2-pt jump shot from 11 ft,,73,48
249,3,7:48.0,,Defensive rebound by J. Randle,73,48
250,3,7:40.0,,R. Barrett makes 2-pt dunk at rim (assist by D. Smith),73,50
251,3,7:28.0,Shooting foul by F. Ntilikina (drawn by D. DeRozan),,73,50
252,3,7:28.0,R. Gay enters the game for J. Poeltl,,73,50
253,3,7:28.0,D. DeRozan makes free throw 1 of 2,,74,50
254,3,7:28.0,D. DeRozan makes free throw 2 of 2,,75,50
255,3,7:16.0,,R. Barrett makes 2-pt jump shot from 14 ft,75,52
256,3,6:52.0,L. Aldridge misses 2-pt hook shot from 10 ft,,75,52
257,3,6:50.0,,Defensive rebound by J. Randle,75,52
258,3,6:42.0,,Turnover by J. Randle (lost ball; steal by M. Belinelli),75,52
259,3,6:35.0,P. Mills makes 3-pt jump shot from 22 ft (assist by M. Belinelli),,78,52
260,3,6:17.0,,D. Smith makes 3-pt jump shot from 25 ft (assist by J. Randle),78,55
261,3,6:05.0,R. Gay misses 3-pt jump shot from 27 ft,,78,55
262,3,6:03.0,,Defensive rebound by M. Robinson,78,55
263,3,5:59.0,,J. Randle misses 2-pt layup from 5 ft (block by D. DeRozan),78,55
264,3,5:58.0,,Offensive rebound by D. Smith,78,55
265,3,5:57.0,,D. Smith makes 2-pt layup from 1 ft,78,57
266,3,5:57.0,,Shooting foul by D. DeRozan (drawn by D. Smith),78,57
267,3,5:57.0,D. Carroll enters the game for L. Aldridge,,78,57
268,3,5:57.0,J. Poeltl enters the game for D. DeRozan,,78,57
269,3,5:57.0,D. White enters the game for P. Mills,,78,57
270,3,5:57.0,,W. Ellington enters the game for F. Ntilikina,78,57
271,3,5:57.0,,D. Smith misses free throw 1 of 1,78,57
272,3,5:55.0,Defensive rebound by J. Poeltl,,78,57
273,3,5:39.0,Turnover by R. Gay (bad pass),,78,57
274,3,5:25.0,,D. Smith makes 2-pt layup from 1 ft,78,59
275,3,4:58.0,R. Gay misses 2-pt jump shot from 13 ft,,78,59
276,3,4:56.0,,Defensive rebound by R. Barrett,78,59
277,3,4:47.0,,Turnover by R. Barrett (bad pass; steal by R. Gay),78,59
278,3,4:46.0,R. Gay misses 2-pt layup from 2 ft (block by R. Barrett),,78,59
279,3,4:45.0,Offensive rebound by Team,,78,59
280,3,4:40.0,J. Poeltl makes 2-pt layup from 1 ft (assist by D. Carroll),,80,59
281,3,4:40.0,Shooting foul by D. Smith (drawn by J. Poeltl),,80,59
282,3,4:40.0,,B. Portis enters the game for J. Randle,80,59
283,3,4:40.0,J. Poeltl makes free throw 1 of 1,,81,59
284,3,4:23.0,,D. Smith misses 2-pt layup from 1 ft (block by J. Poeltl),81,59
285,3,4:18.0,Defensive rebound by Team,,81,59
286,3,4:11.0,Turnover by M. Belinelli (bad pass),,81,59
287,3,4:11.0,L. Aldridge enters the game for J. Poeltl,,81,59
288,3,4:04.0,,Personal foul by D. Carroll (drawn by R. Barrett),81,59
289,3,3:59.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by M. Robinson),81,62
290,3,3:43.0,Personal foul by M. Robinson (drawn by L. Aldridge),,81,62
291,3,3:43.0,L. Aldridge makes free throw 1 of 2,,82,62
292,3,3:43.0,T. Lyles enters the game for D. Carroll,,82,62
293,3,3:43.0,L. Aldridge misses free throw 2 of 2,,82,62
294,3,3:41.0,,Defensive rebound by R. Barrett,82,62
295,3,3:29.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by R. Barrett),82,65
296,3,3:29.0,,Instant Replay (Request: Ruling Stands),82,65
297,3,3:19.0,Turnover by D. White (step out of bounds),,82,65
298,3,3:09.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by B. Portis),82,67
299,3,2:52.0,Turnover by L. Aldridge (out of bounds lost ball),,82,67
300,3,2:52.0,,New York full timeout,82,67
301,3,2:52.0,D. DeRozan enters the game for M. Belinelli,,82,67
302,3,2:52.0,B. Forbes enters the game for T. Lyles,,82,67
303,3,2:52.0,P. Mills enters the game for D. White,,82,67
304,3,2:39.0,,W. Ellington misses 3-pt jump shot from 25 ft,82,67
305,3,2:37.0,Defensive rebound by R. Gay,,82,67
306,3,2:26.0,Shooting foul by D. Smith (drawn by R. Gay),,82,67
307,3,2:26.0,R. Gay misses free throw 1 of 2,,82,67
308,3,2:26.0,Offensive rebound by Team,,82,67
309,3,2:26.0,R. Gay makes free throw 2 of 2,,83,67
310,3,2:16.0,,Personal foul by B. Forbes (drawn by W. Ellington),83,67
311,3,2:16.0,L. Walker enters the game for B. Forbes,,83,67
312,3,2:16.0,,W. Ellington misses free throw 1 of 2,83,67
313,3,2:16.0,,Offensive rebound by Team,83,67
314,3,2:16.0,,W. Ellington makes free throw 2 of 2,83,68
315,3,2:05.0,Offensive foul by R. Gay (drawn by B. Portis),,83,68
316,3,2:05.0,Turnover by R. Gay (offensive foul),,83,68
317,3,2:00.0,,Turnover by D. Smith (lost ball; steal by L. Aldridge),83,68
318,3,1:56.0,L. Walker misses 2-pt jump shot from 1 ft,,83,68
319,3,1:49.0,,Defensive rebound by W. Ellington,83,68
320,3,1:44.0,,Turnover by W. Ellington (lost ball; steal by L. Aldridge),83,68
321,3,1:41.0,L. Aldridge makes 2-pt jump shot from 7 ft,,85,68
322,3,1:33.0,,B. Portis makes 3-pt jump shot from 22 ft (assist by D. Smith),85,71
323,3,1:19.0,Shooting foul by W. Ellington (drawn by L. Aldridge),,85,71
324,3,1:19.0,L. Aldridge makes free throw 1 of 2,,86,71
325,3,1:19.0,,D. Dotson enters the game for R. Barrett,86,71
326,3,1:19.0,L. Aldridge makes free throw 2 of 2,,87,71
327,3,0:59.0,,B. Portis misses 2-pt jump shot from 17 ft,87,71
328,3,0:56.0,,Offensive rebound by M. Robinson,87,71
329,3,0:49.0,,D. Smith misses 2-pt layup from 1 ft,87,71
330,3,0:46.0,Defensive rebound by L. Aldridge,,87,71
331,3,0:44.0,Turnover by L. Aldridge (out of bounds lost ball),,87,71
332,3,0:44.0,J. Poeltl enters the game for L. Aldridge,,87,71
333,3,0:33.0,,D. Dotson misses 2-pt jump shot from 18 ft,87,71
334,3,0:32.0,Defensive rebound by D. DeRozan,,87,71
335,3,0:15.0,D. DeRozan misses 2-pt jump shot from 10 ft,,87,71
336,3,0:12.0,Offensive rebound by J. Poeltl,,87,71
337,3,0:02.0,R. Gay makes 2-pt jump shot from 15 ft,,89,71
338,4,11:46.0,Turnover by D. DeRozan (bad pass; steal by F. Ntilikina),,89,71
339,4,11:41.0,,F. Ntilikina makes 2-pt dunk from 1 ft,89,73
340,4,11:28.0,Turnover by D. DeRozan (traveling),,89,73
341,4,11:17.0,,W. Ellington misses 3-pt jump shot from 25 ft (block by P. Mills),89,73
342,4,11:16.0,Defensive rebound by Team,,89,73
343,4,11:02.0,L. Walker makes 2-pt dunk from 2 ft (assist by P. Mills),,91,73
344,4,10:45.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by M. Robinson),91,76
345,4,10:27.0,P. Mills makes 3-pt jump shot from 23 ft (assist by L. Walker),,94,76
346,4,10:09.0,,Personal foul by D. DeRozan (drawn by M. Robinson),94,76
347,4,10:09.0,T. Lyles enters the game for R. Gay,,94,76
348,4,10:03.0,,F. Ntilikina misses 2-pt layup from 1 ft,94,76
349,4,10:02.0,Defensive rebound by J. Poeltl,,94,76
350,4,9:56.0,Turnover by P. Mills (bad pass; steal by F. Ntilikina),,94,76
351,4,9:51.0,,W. Ellington misses 3-pt jump shot from 25 ft,94,76
352,4,9:49.0,Defensive rebound by T. Lyles,,94,76
353,4,9:36.0,D. DeRozan misses 2-pt jump shot from 17 ft,,94,76
354,4,9:34.0,Offensive rebound by T. Lyles,,94,76
355,4,9:34.0,T. Lyles makes 2-pt layup at rim,,96,76
356,4,9:26.0,,New York full timeout,96,76
357,4,9:26.0,D. White enters the game for D. DeRozan,,96,76
358,4,9:26.0,,M. Morris enters the game for B. Portis,96,76
359,4,9:17.0,,Def 3 sec tech foul by Team,96,76
360,4,9:17.0,,M. Morris makes technical free throw,96,77
361,4,9:10.0,,D. Dotson misses 3-pt jump shot from 26 ft,96,77
362,4,9:08.0,,Offensive rebound by M. Morris,96,77
363,4,9:06.0,,W. Ellington misses 3-pt jump shot from 25 ft,96,77
364,4,9:04.0,Defensive rebound by D. White,,96,77
365,4,8:50.0,Shooting foul by W. Ellington (drawn by L. Walker),,96,77
366,4,8:50.0,L. Walker misses free throw 1 of 2,,96,77
367,4,8:50.0,Offensive rebound by Team,,96,77
368,4,8:50.0,L. Walker misses free throw 2 of 2,,96,77
369,4,8:48.0,,Defensive rebound by M. Morris,96,77
370,4,8:31.0,,Shooting foul by T. Lyles (drawn by F. Ntilikina),96,77
371,4,8:31.0,,F. Ntilikina makes free throw 1 of 2,96,78
372,4,8:31.0,L. Aldridge enters the game for J. Poeltl,,96,78
373,4,8:31.0,,J. Randle enters the game for M. Robinson,96,78
374,4,8:31.0,,F. Ntilikina makes free throw 2 of 2,96,79
375,4,8:13.0,L. Aldridge makes 2-pt jump shot from 14 ft (assist by D. White),,98,79
376,4,8:03.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),98,82
377,4,7:41.0,L. Aldridge makes 3-pt jump shot from 27 ft (assist by D. White),,101,82
378,4,7:22.0,,M. Morris makes 2-pt layup from 1 ft (assist by W. Ellington),101,84
379,4,7:06.0,Turnover by L. Aldridge (bad pass; steal by D. Dotson),,101,84
380,4,6:57.0,,D. Dotson makes 2-pt layup from 1 ft,101,86
381,4,6:55.0,San Antonio full timeout,,101,86
382,4,6:55.0,D. DeRozan enters the game for P. Mills,,101,86
