,QUARTER,TIME_REMAINING,ATLANTA_ACTION,LA CLIPPERS_ACTION,ATLANTA_SCORE,LA CLIPPERS_SCORE
0,1,11:35.0,,Turnover by P. George (bad pass; steal by D. Hunter),0,0
1,1,11:27.0,J. Parker misses 2-pt jump shot from 17 ft,,0,0
2,1,11:23.0,,Defensive rebound by I. Zubac,0,0
3,1,11:15.0,,P. George misses 2-pt jump shot from 17 ft,0,0
4,1,11:14.0,,Offensive rebound by I. Zubac,0,0
5,1,11:14.0,,I. Zubac makes 2-pt layup from 1 ft,0,2
6,1,11:14.0,,Shooting foul by J. Parker (drawn by I. Zubac),0,2
7,1,11:14.0,,I. Zubac makes free throw 1 of 1,0,3
8,1,11:01.0,T. Young misses 2-pt jump shot from 7 ft,,0,3
9,1,10:58.0,,Defensive rebound by I. Zubac,0,3
10,1,10:46.0,,P. George makes 2-pt jump shot from 7 ft (assist by I. Zubac),0,5
11,1,10:30.0,J. Parker makes 3-pt jump shot from 26 ft (assist by C. Reddish),,3,5
12,1,10:20.0,,Shooting foul by D. Hunter (drawn by P. George),3,5
13,1,10:20.0,,P. George makes free throw 1 of 3,3,6
14,1,10:20.0,,P. George makes free throw 2 of 3,3,7
15,1,10:20.0,,P. George makes free throw 3 of 3,3,8
16,1,10:01.0,C. Reddish misses 2-pt jump shot from 7 ft,,3,8
17,1,9:58.0,,Defensive rebound by M. Harkless,3,8
18,1,9:53.0,,T. Mann misses 2-pt layup from 2 ft,3,8
19,1,9:48.0,,Offensive rebound by M. Harkless,3,8
20,1,9:48.0,,M. Harkless makes 2-pt layup from 1 ft,3,10
21,1,9:40.0,T. Young misses 3-pt jump shot from 32 ft,,3,10
22,1,9:36.0,,Defensive rebound by M. Harkless,3,10
23,1,9:31.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by T. Mann),3,12
24,1,9:31.0,Atlanta full timeout,,3,12
25,1,9:17.0,D. Hunter misses 3-pt jump shot from 23 ft,,3,12
26,1,9:13.0,,Defensive rebound by I. Zubac,3,12
27,1,9:05.0,,P. George makes 3-pt jump shot from 25 ft,3,15
28,1,8:49.0,J. Parker misses 3-pt jump shot from 26 ft,,3,15
29,1,8:45.0,,Defensive rebound by I. Zubac,3,15
30,1,8:42.0,,Shooting foul by C. Reddish (drawn by P. George),3,15
31,1,8:42.0,,P. George makes free throw 1 of 2,3,16
32,1,8:42.0,,P. George makes free throw 2 of 2,3,17
33,1,8:32.0,Personal foul by T. Mann (drawn by J. Parker),,3,17
34,1,8:24.0,Turnover by T. Young (bad pass; steal by P. George),,3,17
35,1,8:20.0,,P. George makes 3-pt jump shot from 26 ft,3,20
36,1,8:03.0,Shooting foul by R. McGruder (drawn by T. Young),,3,20
37,1,8:03.0,T. Young makes free throw 1 of 2,,4,20
38,1,8:03.0,T. Young makes free throw 2 of 2,,5,20
39,1,7:48.0,,P. George misses 3-pt jump shot from 25 ft,5,20
40,1,7:44.0,,Offensive rebound by P. George,5,20
41,1,7:43.0,,P. George misses 3-pt jump shot from 25 ft,5,20
42,1,7:43.0,Defensive rebound by T. Young,,5,20
43,1,7:35.0,T. Young misses 2-pt layup from 2 ft,,5,20
44,1,7:32.0,,Defensive rebound by M. Harkless,5,20
45,1,7:27.0,,Turnover by T. Mann (bad pass; steal by D. Jones),5,20
46,1,7:23.0,C. Reddish misses 3-pt jump shot from 25 ft,,5,20
47,1,7:18.0,Offensive rebound by C. Reddish,,5,20
48,1,7:13.0,T. Young makes 2-pt layup from 1 ft,,7,20
49,1,7:13.0,Shooting foul by R. McGruder (drawn by T. Young),,7,20
50,1,7:13.0,D. Bembry enters the game for C. Reddish,,7,20
51,1,7:13.0,T. Young makes free throw 1 of 1,,8,20
52,1,6:53.0,,P. George makes 2-pt jump shot from 13 ft,8,22
53,1,6:40.0,D. Jones misses 2-pt dunk from 2 ft,,8,22
54,1,6:37.0,,Defensive rebound by T. Mann,8,22
55,1,6:34.0,,R. McGruder makes 3-pt jump shot from 24 ft (assist by P. George),8,25
56,1,6:20.0,D. Jones makes 2-pt dunk from 2 ft (assist by T. Young),,10,25
57,1,6:17.0,,LA Clippers full timeout,10,25
58,1,6:17.0,A. Len enters the game for D. Jones,,10,25
59,1,6:17.0,,J. Robinson enters the game for P. George,10,25
60,1,6:17.0,,L. Williams enters the game for R. McGruder,10,25
61,1,6:03.0,,M. Harkless misses 2-pt jump shot from 3 ft,10,25
62,1,6:01.0,Defensive rebound by J. Parker,,10,25
63,1,5:54.0,J. Parker makes 2-pt dunk from 2 ft (assist by D. Bembry),,12,25
64,1,5:38.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by L. Williams),12,27
65,1,5:26.0,A. Len makes 2-pt hook shot from 4 ft (assist by T. Young),,14,27
66,1,5:11.0,,L. Williams makes 2-pt jump shot from 10 ft,14,29
67,1,4:59.0,D. Hunter makes 2-pt layup from 1 ft (assist by T. Young),,16,29
68,1,4:47.0,,L. Williams misses 2-pt jump shot from 4 ft,16,29
69,1,4:44.0,Defensive rebound by T. Young,,16,29
70,1,4:34.0,D. Bembry makes 2-pt layup from 1 ft (assist by T. Young),,18,29
