,QUARTER,TIME_REMAINING,MIAMI_ACTION,ORLANDO_ACTION,MIAMI_SCORE,ORLANDO_SCORE
0,1,11:43.0,,Turnover by N. Vučević (bad pass),0,0
1,1,11:24.0,B. Adebayo makes 2-pt jump shot from 12 ft (assist by J. Butler),,2,0
2,1,11:08.0,,Shooting foul by B. Adebayo (drawn by K. Birch),2,0
3,1,11:08.0,,K. Birch makes free throw 1 of 2,2,1
4,1,11:08.0,,K. Birch makes free throw 2 of 2,2,2
5,1,10:54.0,M. Leonard misses 3-pt jump shot from 27 ft,,2,2
6,1,10:50.0,,Defensive rebound by N. Vučević,2,2
7,1,10:30.0,,Turnover by E. Fournier (lost ball; steal by J. Butler),2,2
8,1,10:26.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Butler),,4,2
9,1,10:09.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by N. Vučević),4,4
10,1,9:59.0,D. Robinson misses 3-pt jump shot from 28 ft,,4,4
11,1,9:55.0,,Defensive rebound by A. Gordon,4,4
12,1,9:47.0,,N. Vučević misses 3-pt jump shot from 25 ft,4,4
13,1,9:45.0,Defensive rebound by D. Robinson,,4,4
14,1,9:37.0,D. Robinson makes 3-pt jump shot from 26 ft,,7,4
15,1,9:14.0,,N. Vučević makes 2-pt layup from 4 ft (assist by A. Gordon),7,6
16,1,8:52.0,K. Nunn misses 2-pt jump shot from 17 ft,,7,6
17,1,8:49.0,,Defensive rebound by A. Gordon,7,6
18,1,8:42.0,,Personal foul by D. Robinson (drawn by A. Gordon),7,6
19,1,8:34.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by K. Birch),7,9
20,1,8:17.0,K. Nunn misses 2-pt jump shot from 10 ft,,7,9
21,1,8:15.0,,Defensive rebound by N. Vučević,7,9
22,1,8:07.0,,M. Fultz misses 2-pt jump shot from 13 ft,7,9
23,1,8:02.0,Defensive rebound by M. Leonard,,7,9
24,1,7:51.0,D. Robinson misses 3-pt jump shot from 23 ft,,7,9
25,1,7:49.0,,Defensive rebound by N. Vučević,7,9
26,1,7:43.0,,A. Gordon misses 3-pt jump shot from 26 ft,7,9
27,1,7:39.0,Defensive rebound by D. Robinson,,7,9
28,1,7:28.0,Turnover by D. Robinson (out of bounds lost ball),,7,9
29,1,7:15.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Fournier),7,11
30,1,7:00.0,J. Butler makes 2-pt jump shot from 3 ft,,9,11
31,1,7:00.0,Shooting foul by A. Gordon (drawn by J. Butler),,9,11
32,1,7:00.0,J. Butler makes free throw 1 of 1,,10,11
33,1,6:49.0,,N. Vučević misses 3-pt jump shot from 24 ft,10,11
34,1,6:41.0,Defensive rebound by J. Butler,,10,11
35,1,6:40.0,J. Butler makes 2-pt layup from 3 ft,,12,11
36,1,6:40.0,Shooting foul by K. Birch (drawn by J. Butler),,12,11
37,1,6:40.0,,Orlando full timeout,12,11
38,1,6:40.0,J. Butler makes free throw 1 of 1,,13,11
39,1,6:17.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by A. Gordon),13,13
40,1,5:56.0,M. Leonard misses 3-pt jump shot from 23 ft,,13,13
41,1,5:54.0,Offensive rebound by J. Butler,,13,13
42,1,5:53.0,J. Butler misses 2-pt layup from 4 ft,,13,13
43,1,5:53.0,,Defensive rebound by Team,13,13
44,1,5:53.0,,T. Ross enters the game for A. Gordon,13,13
45,1,5:43.0,,Personal foul by K. Nunn (drawn by E. Fournier),13,13
46,1,5:43.0,G. Dragić enters the game for D. Robinson,,13,13
47,1,5:35.0,,E. Fournier misses 3-pt jump shot from 24 ft,13,13
48,1,5:32.0,Defensive rebound by M. Leonard,,13,13
49,1,5:18.0,M. Leonard makes 2-pt layup from 2 ft (assist by G. Dragić),,15,13
50,1,4:57.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by E. Fournier),15,16
51,1,4:41.0,J. Butler makes 2-pt layup from 2 ft (assist by G. Dragić),,17,16
52,1,4:30.0,,M. Fultz misses 2-pt jump shot from 5 ft,17,16
53,1,4:28.0,Defensive rebound by K. Nunn,,17,16
54,1,4:16.0,K. Nunn makes 2-pt jump shot from 18 ft,,19,16
55,1,4:00.0,,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),19,18
56,1,4:00.0,,Shooting foul by M. Leonard (drawn by E. Fournier),19,18
57,1,4:00.0,T. Herro enters the game for B. Adebayo,,19,18
58,1,4:00.0,D. Jones enters the game for K. Nunn,,19,18
59,1,4:00.0,,D. Augustin enters the game for M. Fultz,19,18
60,1,4:00.0,,E. Fournier makes free throw 1 of 1,19,19
61,1,3:48.0,M. Leonard misses 2-pt jump shot from 11 ft,,19,19
62,1,3:45.0,,Defensive rebound by E. Fournier,19,19
63,1,3:38.0,,E. Fournier misses 2-pt jump shot from 8 ft,19,19
64,1,3:38.0,,Offensive rebound by Team,19,19
65,1,3:38.0,,W. Iwundu enters the game for K. Birch,19,19
66,1,3:31.0,,N. Vučević misses 2-pt jump shot from 11 ft,19,19
67,1,3:26.0,Defensive rebound by G. Dragić,,19,19
68,1,3:09.0,G. Dragić misses 3-pt jump shot from 26 ft,,19,19
69,1,3:05.0,,Defensive rebound by T. Ross,19,19
70,1,2:45.0,,Turnover by N. Vučević (lost ball; steal by J. Butler),19,19
71,1,2:41.0,D. Jones makes 2-pt layup from 3 ft (assist by J. Butler),,21,19
72,1,2:41.0,Shooting foul by E. Fournier (drawn by D. Jones),,21,19
73,1,2:41.0,Miami full timeout,,21,19
74,1,2:41.0,K. Nunn enters the game for J. Butler,,21,19
75,1,2:41.0,,M. Bamba enters the game for E. Fournier,21,19
76,1,2:41.0,,A. Gordon enters the game for N. Vučević,21,19
77,1,2:41.0,D. Jones makes free throw 1 of 1,,22,19
78,1,2:28.0,,T. Ross misses 2-pt jump shot from 20 ft,22,19
79,1,2:25.0,Defensive rebound by M. Leonard,,22,19
80,1,2:19.0,T. Herro misses 3-pt jump shot from 26 ft,,22,19
81,1,2:15.0,,Defensive rebound by D. Augustin,22,19
82,1,2:06.0,,T. Ross makes 3-pt jump shot from 26 ft,22,22
83,1,1:37.0,D. Jones misses 3-pt jump shot from 24 ft,,22,22
84,1,1:35.0,,Defensive rebound by M. Bamba,22,22
85,1,1:26.0,,D. Augustin misses 2-pt layup from 4 ft,22,22
