,QUARTER,TIME_REMAINING,MIAMI_ACTION,PORTLAND_ACTION,MIAMI_SCORE,PORTLAND_SCORE
88,1,2:19.0,A. Iguodala enters the game for D. Jones,,25,34
89,1,2:19.0,G. Dragić misses free throw 1 of 2,,25,34
90,1,2:19.0,Offensive rebound by Team,,25,34
91,1,2:19.0,G. Dragić makes free throw 2 of 2,,26,34
92,1,2:02.0,,Turnover by D. Lillard (bad pass),26,34
93,1,1:55.0,Personal foul by G. Trent (drawn by G. Dragić),,26,34
94,1,1:55.0,G. Dragić makes free throw 1 of 2,,27,34
95,1,1:55.0,G. Dragić makes free throw 2 of 2,,28,34
96,1,1:42.0,,Turnover by D. Lillard (bad pass),28,34
97,1,1:42.0,,Loose ball foul by G. Trent (drawn by G. Dragić),28,34
98,1,1:42.0,G. Dragić makes free throw 1 of 2,,29,34
99,1,1:42.0,,T. Ariza enters the game for G. Trent,29,34
100,1,1:42.0,G. Dragić makes free throw 2 of 2,,30,34
101,1,1:25.0,,M. Hezonja misses 2-pt hook shot from 5 ft (block by A. Iguodala),30,34
102,1,1:23.0,Defensive rebound by A. Iguodala,,30,34
103,1,1:23.0,Offensive foul by A. Iguodala (drawn by M. Hezonja),,30,34
104,1,1:23.0,Turnover by A. Iguodala (offensive foul),,30,34
105,1,1:23.0,C. Silva enters the game for B. Adebayo,,30,34
106,1,1:12.0,,Shooting foul by G. Dragić (drawn by H. Whiteside),30,34
107,1,1:12.0,,H. Whiteside misses free throw 1 of 2,30,34
108,1,1:12.0,,Offensive rebound by Team,30,34
109,1,1:12.0,,H. Whiteside makes free throw 2 of 2,30,35
110,1,1:00.0,K. Nunn misses 3-pt jump shot from 23 ft,,30,35
111,1,0:58.0,Offensive rebound by C. Silva,,30,35
112,1,0:57.0,C. Silva misses 2-pt hook shot from 2 ft,,30,35
113,1,0:57.0,Offensive rebound by C. Silva,,30,35
114,1,0:53.0,G. Dragić makes 3-pt jump shot from 26 ft (assist by C. Silva),,33,35
115,1,0:41.0,,T. Ariza makes 3-pt jump shot from 24 ft,33,38
116,1,0:31.0,G. Dragić misses 3-pt jump shot from 30 ft,,33,38
117,1,0:29.0,,Defensive rebound by W. Gabriel,33,38
118,1,0:13.0,,D. Lillard misses 2-pt layup from 2 ft,33,38
119,1,0:10.0,Defensive rebound by J. Crowder,,33,38
120,1,0:03.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,36,38
121,1,0:00.0,,D. Lillard misses 3-pt jump shot from 35 ft,36,38
122,1,0:00.0,,Offensive rebound by Team,36,38
123,2,11:37.0,G. Dragić misses 3-pt jump shot from 26 ft,,36,38
124,2,11:35.0,,Defensive rebound by C. Anthony,36,38
125,2,11:27.0,,C. McCollum misses 3-pt jump shot from 25 ft,36,38
126,2,11:25.0,Defensive rebound by J. Crowder,,36,38
127,2,11:14.0,K. Nunn misses 2-pt jump shot from 20 ft,,36,38
128,2,11:14.0,Offensive rebound by Team,,36,38
129,2,11:14.0,,Loose ball foul by C. Swanigan (drawn by C. Silva),36,38
130,2,11:14.0,D. Robinson enters the game for K. Nunn,,36,38
131,2,11:14.0,,G. Trent enters the game for M. Hezonja,36,38
132,2,11:00.0,Turnover by G. Dragić (bad pass; steal by G. Trent),,36,38
133,2,10:45.0,,Def 3 sec tech foul by Team,36,38
134,2,10:45.0,,C. McCollum misses technical free throw,36,38
135,2,10:45.0,,Offensive rebound by Team,36,38
136,2,10:41.0,,C. McCollum misses 2-pt jump shot from 16 ft,36,38
137,2,10:38.0,Defensive rebound by C. Silva,,36,38
138,2,10:21.0,C. Silva misses 2-pt layup from 2 ft (block by T. Ariza),,36,38
139,2,10:19.0,,Defensive rebound by G. Trent,36,38
140,2,10:03.0,,C. Anthony misses 2-pt jump shot from 11 ft,36,38
141,2,10:02.0,Defensive rebound by J. Crowder,,36,38
142,2,9:46.0,J. Crowder misses 2-pt layup from 1 ft,,36,38
143,2,9:44.0,,Defensive rebound by C. Anthony,36,38
144,2,9:39.0,,Turnover by C. Anthony (bad pass; steal by G. Dragić),36,38
145,2,9:35.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by G. Dragić),,39,38
146,2,9:15.0,,G. Trent makes 2-pt jump shot from 13 ft,39,40
147,2,9:03.0,Offensive foul by C. Silva (drawn by T. Ariza),,39,40
148,2,9:03.0,Turnover by C. Silva (offensive foul),,39,40
149,2,8:54.0,,T. Ariza makes 2-pt layup from 1 ft (assist by C. Swanigan),39,42
150,2,8:38.0,C. Silva misses 2-pt layup from 1 ft,,39,42
151,2,8:35.0,,Defensive rebound by T. Ariza,39,42
152,2,8:30.0,,C. McCollum misses 2-pt jump shot from 15 ft,39,42
153,2,8:27.0,Defensive rebound by D. Robinson,,39,42
154,2,8:14.0,G. Dragić makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,42,42
155,2,8:06.0,,Portland full timeout,42,42
156,2,7:58.0,,C. McCollum makes 2-pt jump shot from 8 ft,42,44
157,2,7:34.0,G. Dragić misses 2-pt jump shot from 10 ft,,42,44
158,2,7:32.0,Offensive rebound by G. Dragić,,42,44
159,2,7:25.0,C. Silva makes 2-pt dunk from 2 ft (assist by G. Dragić),,44,44
160,2,6:59.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by C. Anthony),44,47
161,2,6:44.0,J. Crowder misses 3-pt jump shot from 25 ft,,44,47
162,2,6:43.0,,Defensive rebound by Team,44,47
163,2,6:43.0,B. Adebayo enters the game for A. Iguodala,,44,47
164,2,6:43.0,D. Jones enters the game for C. Silva,,44,47
165,2,6:31.0,,C. McCollum misses 3-pt jump shot from 25 ft,44,47
166,2,6:27.0,Defensive rebound by G. Dragić,,44,47
167,2,6:13.0,D. Robinson makes 3-pt jump shot from 28 ft (assist by J. Crowder),,47,47
168,2,6:02.0,,G. Trent misses 3-pt jump shot from 25 ft,47,47
169,2,5:59.0,Defensive rebound by D. Robinson,,47,47
170,2,5:49.0,D. Jones makes 3-pt jump shot from 22 ft (assist by B. Adebayo),,50,47
171,2,5:34.0,,G. Trent makes 2-pt jump shot from 15 ft,50,49
172,2,5:15.0,D. Robinson misses 3-pt jump shot from 22 ft,,50,49
173,2,5:13.0,,Defensive rebound by C. Swanigan,50,49
174,2,5:08.0,,Offensive foul by C. Swanigan (drawn by D. Jones),50,49
175,2,5:08.0,,Turnover by C. Swanigan (offensive foul),50,49
176,2,5:08.0,K. Nunn enters the game for G. Dragić,,50,49
177,2,5:08.0,,D. Lillard enters the game for C. McCollum,50,49
178,2,5:08.0,,H. Whiteside enters the game for C. Swanigan,50,49
179,2,4:56.0,D. Robinson misses 3-pt jump shot from 26 ft,,50,49
180,2,4:54.0,Offensive rebound by Team,,50,49
181,2,4:51.0,K. Nunn misses 3-pt jump shot from 25 ft,,50,49
182,2,4:48.0,Offensive rebound by B. Adebayo,,50,49
183,2,4:48.0,B. Adebayo misses 2-pt layup at rim,,50,49
184,2,4:47.0,,Defensive rebound by T. Ariza,50,49
185,2,4:36.0,,C. Anthony makes 3-pt jump shot from 28 ft (assist by T. Ariza),50,52
186,2,4:15.0,D. Jones misses 2-pt layup from 2 ft,,50,52
187,2,4:13.0,Offensive rebound by B. Adebayo,,50,52
188,2,4:13.0,B. Adebayo makes 2-pt dunk at rim,,52,52
189,2,3:56.0,,C. Anthony misses 3-pt jump shot from 25 ft,52,52
190,2,3:54.0,Defensive rebound by D. Robinson,,52,52
191,2,3:45.0,Turnover by J. Crowder (bad pass; steal by T. Ariza),,52,52
192,2,3:40.0,,G. Trent makes 2-pt layup from 1 ft (assist by T. Ariza),52,54
193,2,3:35.0,Miami full timeout,,52,54
194,2,3:35.0,,C. McCollum enters the game for C. Anthony,52,54
195,2,3:25.0,K. Nunn makes 2-pt layup from 1 ft (assist by B. Adebayo),,54,54
196,2,3:05.0,,D. Lillard misses 3-pt jump shot from 32 ft,54,54
197,2,3:03.0,Defensive rebound by B. Adebayo,,54,54
198,2,2:59.0,Shooting foul by H. Whiteside (drawn by B. Adebayo),,54,54
199,2,2:59.0,B. Adebayo makes free throw 1 of 2,,55,54
200,2,2:59.0,B. Adebayo misses free throw 2 of 2,,55,54
201,2,2:56.0,,Defensive rebound by T. Ariza,55,54
202,2,2:45.0,,Turnover by H. Whiteside (lost ball; steal by J. Crowder),55,54
203,2,2:35.0,J. Crowder misses 2-pt layup from 1 ft (block by H. Whiteside),,55,54
204,2,2:33.0,,Defensive rebound by C. McCollum,55,54
205,2,2:32.0,,T. Ariza makes 2-pt dunk from 1 ft (assist by C. McCollum),55,56
206,2,2:17.0,D. Robinson misses 3-pt jump shot from 27 ft,,55,56
207,2,2:13.0,,Defensive rebound by H. Whiteside,55,56
208,2,2:07.0,,Personal foul by B. Adebayo (drawn by D. Lillard),55,56
209,2,2:07.0,G. Dragić enters the game for D. Robinson,,55,56
210,2,1:54.0,,G. Trent makes 3-pt jump shot from 23 ft (assist by C. McCollum),55,59
211,2,1:54.0,,Shooting foul by J. Crowder (drawn by G. Trent),55,59
212,2,1:54.0,C. Silva enters the game for B. Adebayo,,55,59
213,2,1:54.0,,G. Trent makes free throw 1 of 1,55,60
214,2,1:32.0,C. Silva misses 2-pt hook shot from 4 ft (block by H. Whiteside),,55,60
215,2,1:32.0,Offensive rebound by Team,,55,60
216,2,1:32.0,,C. Anthony enters the game for T. Ariza,55,60
217,2,1:29.0,G. Dragić misses 2-pt jump shot from 16 ft,,55,60
218,2,1:25.0,,Defensive rebound by H. Whiteside,55,60
219,2,1:17.0,,Turnover by C. Anthony (bad pass; steal by J. Crowder),55,60
220,2,1:11.0,D. Jones misses 3-pt jump shot from 24 ft,,55,60
221,2,1:08.0,Offensive rebound by J. Crowder,,55,60
222,2,1:08.0,J. Crowder makes 2-pt layup at rim,,57,60
223,2,0:53.0,,G. Trent makes 3-pt jump shot from 24 ft (assist by D. Lillard),57,63
224,2,0:36.0,K. Nunn makes 3-pt jump shot from 24 ft (assist by C. Silva),,60,63
225,2,0:28.0,,D. Lillard misses 3-pt jump shot from 28 ft,60,63
226,2,0:25.0,,Offensive rebound by H. Whiteside,60,63
227,2,0:23.0,,H. Whiteside misses 2-pt hook shot from 4 ft,60,63
228,2,0:18.0,Defensive rebound by J. Crowder,,60,63
229,2,0:02.0,Personal foul by C. McCollum (drawn by G. Dragić),,60,63
230,3,11:43.0,B. Adebayo misses 2-pt jump shot from 15 ft,,60,63
231,3,11:40.0,,Defensive rebound by H. Whiteside,60,63
232,3,11:32.0,,C. McCollum misses 3-pt jump shot from 26 ft,60,63
233,3,11:29.0,Defensive rebound by D. Robinson,,60,63
234,3,11:13.0,B. Adebayo misses 2-pt hook shot from 4 ft,,60,63
235,3,11:13.0,Offensive rebound by D. Jones,,60,63
236,3,11:10.0,D. Jones misses 2-pt layup from 1 ft,,60,63
237,3,11:09.0,,Defensive rebound by C. McCollum,60,63
238,3,11:04.0,,D. Lillard makes 2-pt jump shot from 15 ft,60,65
239,3,10:51.0,K. Nunn makes 2-pt layup from 2 ft,,62,65
240,3,10:28.0,,C. Anthony misses 2-pt jump shot from 18 ft,62,65
241,3,10:26.0,Defensive rebound by D. Robinson,,62,65
242,3,10:20.0,K. Nunn misses 2-pt jump shot from 19 ft,,62,65
243,3,10:18.0,,Defensive rebound by H. Whiteside,62,65
244,3,10:01.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by D. Lillard),62,68
245,3,9:48.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by K. Nunn),,65,68
246,3,9:37.0,,Offensive foul by C. Anthony (drawn by D. Jones),65,68
247,3,9:37.0,,Turnover by C. Anthony (offensive foul),65,68
248,3,9:21.0,Offensive foul by K. Olynyk (drawn by H. Whiteside),,65,68
249,3,9:21.0,Turnover by K. Olynyk (offensive foul),,65,68
250,3,9:13.0,,D. Lillard makes 3-pt jump shot from 31 ft,65,71
251,3,9:01.0,K. Nunn misses 2-pt jump shot from 11 ft,,65,71
252,3,8:59.0,,Defensive rebound by H. Whiteside,65,71
253,3,8:43.0,,Personal foul by K. Olynyk (drawn by H. Whiteside),65,71
254,3,8:32.0,,T. Ariza misses 2-pt jump shot from 2 ft,65,71
255,3,8:32.0,,Offensive rebound by Team,65,71
256,3,8:29.0,,C. McCollum misses 2-pt jump shot from 18 ft (block by B. Adebayo),65,71
257,3,8:27.0,Defensive rebound by K. Olynyk,,65,71
258,3,8:23.0,D. Jones makes 2-pt dunk at rim (assist by K. Nunn),,67,71
259,3,8:14.0,,T. Ariza misses 3-pt jump shot from 26 ft,67,71
260,3,8:12.0,Defensive rebound by D. Robinson,,67,71
261,3,7:54.0,D. Jones misses 2-pt layup from 5 ft,,67,71
262,3,7:53.0,,Defensive rebound by T. Ariza,67,71
263,3,7:42.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by T. Ariza),67,74
264,3,7:27.0,D. Robinson misses 3-pt jump shot from 25 ft,,67,74
265,3,7:24.0,,Defensive rebound by H. Whiteside,67,74
266,3,7:16.0,,D. Lillard makes 2-pt jump shot from 14 ft,67,76
267,3,7:16.0,Miami full timeout,,67,76
268,3,7:16.0,,G. Trent enters the game for T. Ariza,67,76
269,3,6:53.0,K. Nunn misses 2-pt layup from 3 ft (block by H. Whiteside),,67,76
270,3,6:53.0,,Defensive rebound by Team,67,76
271,3,6:53.0,J. Crowder enters the game for K. Olynyk,,67,76
272,3,6:31.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by D. Lillard),67,79
273,3,6:21.0,K. Nunn makes 2-pt jump shot from 17 ft,,69,79
274,3,5:53.0,,C. Anthony misses 3-pt jump shot from 25 ft,69,79
275,3,5:49.0,Defensive rebound by J. Crowder,,69,79
276,3,5:45.0,K. Nunn misses 2-pt layup from 2 ft (block by H. Whiteside),,69,79
277,3,5:38.0,Offensive rebound by B. Adebayo,,69,79
278,3,5:38.0,B. Adebayo makes 2-pt dunk from 1 ft,,71,79
279,3,5:31.0,,H. Whiteside makes 2-pt jump shot from 18 ft (assist by D. Lillard),71,81
280,3,5:21.0,K. Nunn misses 2-pt jump shot from 18 ft,,71,81
281,3,5:19.0,,Defensive rebound by D. Lillard,71,81
282,3,5:09.0,,H. Whiteside misses 2-pt hook shot from 6 ft,71,81
283,3,5:07.0,Defensive rebound by D. Jones,,71,81
284,3,4:55.0,Turnover by B. Adebayo (bad pass; steal by D. Lillard),,71,81
285,3,4:52.0,,D. Lillard makes 2-pt layup from 1 ft,71,83
286,3,4:31.0,B. Adebayo makes 2-pt jump shot from 6 ft (assist by K. Nunn),,73,83
287,3,4:13.0,,D. Lillard makes 3-pt jump shot from 35 ft (assist by C. Anthony),73,86
288,3,4:12.0,Miami full timeout,,73,86
289,3,4:12.0,G. Dragić enters the game for D. Robinson,,73,86
290,3,4:12.0,,T. Ariza enters the game for C. Anthony,73,86
291,3,4:00.0,Turnover by B. Adebayo (lost ball; steal by G. Trent),,73,86
292,3,3:56.0,,G. Trent misses 2-pt jump shot from 11 ft,73,86
293,3,3:52.0,Defensive rebound by B. Adebayo,,73,86
294,3,3:41.0,B. Adebayo makes 2-pt hook shot from 7 ft (assist by G. Dragić),,75,86
295,3,3:23.0,,H. Whiteside misses 2-pt hook shot from 11 ft,75,86
296,3,3:21.0,Defensive rebound by G. Dragić,,75,86
297,3,3:09.0,Personal foul by T. Ariza (drawn by B. Adebayo),,75,86
298,3,3:09.0,A. Iguodala enters the game for D. Jones,,75,86
299,3,3:09.0,,W. Gabriel enters the game for C. McCollum,75,86
300,3,3:00.0,J. Crowder misses 3-pt jump shot from 26 ft,,75,86
301,3,2:58.0,,Defensive rebound by Team,75,86
302,3,2:42.0,,G. Trent makes 3-pt jump shot from 24 ft (assist by T. Ariza),75,89
303,3,2:31.0,G. Dragić makes 2-pt hook shot from 6 ft,,77,89
304,3,2:31.0,Shooting foul by D. Lillard (drawn by G. Dragić),,77,89
305,3,2:31.0,D. Robinson enters the game for K. Nunn,,77,89
306,3,2:31.0,G. Dragić makes free throw 1 of 1,,78,89
307,3,2:17.0,,Turnover by W. Gabriel (out of bounds lost ball),78,89
308,3,2:04.0,G. Dragić misses 2-pt hook shot from 5 ft,,78,89
309,3,2:02.0,,Defensive rebound by H. Whiteside,78,89
310,3,1:50.0,,H. Whiteside misses 2-pt jump shot from 15 ft,78,89
311,3,1:50.0,Defensive rebound by Team,,78,89
312,3,1:34.0,B. Adebayo misses 2-pt layup from 1 ft,,78,89
313,3,1:33.0,,Defensive rebound by H. Whiteside,78,89
314,3,1:23.0,,D. Lillard misses 2-pt layup from 1 ft (block by B. Adebayo),78,89
315,3,1:22.0,Defensive rebound by B. Adebayo,,78,89
316,3,1:16.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by D. Robinson),,81,89
317,3,0:57.0,,W. Gabriel misses 3-pt jump shot from 25 ft,81,89
318,3,0:55.0,Defensive rebound by J. Crowder,,81,89
319,3,0:38.0,G. Dragić makes 2-pt jump shot from 2 ft (assist by B. Adebayo),,83,89
320,3,0:34.0,,D. Lillard misses 3-pt jump shot from 30 ft,83,89
321,3,0:32.0,,Offensive rebound by Team,83,89
322,3,0:32.0,Loose ball foul by D. Robinson (drawn by W. Gabriel),,83,89
323,3,0:32.0,C. Silva enters the game for B. Adebayo,,83,89
324,3,0:18.0,,W. Gabriel misses 2-pt layup from 2 ft,83,89
325,3,0:17.0,,Offensive rebound by H. Whiteside,83,89
326,3,0:17.0,,H. Whiteside makes 2-pt layup at rim,83,91
327,3,0:04.0,G. Dragić misses 3-pt jump shot from 25 ft,,83,91
328,3,0:01.0,Offensive rebound by A. Iguodala,,83,91
329,3,0:00.0,G. Dragić misses 3-pt jump shot from 26 ft (block by D. Lillard),,83,91
330,3,0:00.0,,Defensive rebound by Team,83,91
331,3,0:00.0,Loose ball foul by G. Dragić (drawn by D. Lillard),,83,91
332,3,0:00.0,,D. Lillard makes free throw 1 of 2,83,92
333,3,0:00.0,,D. Lillard makes free throw 2 of 2,83,93
334,4,11:50.0,,Turnover by C. McCollum (bad pass; steal by A. Iguodala),83,93
335,4,11:47.0,C. Silva makes 2-pt dunk at rim (assist by A. Iguodala),,85,93
336,4,11:37.0,,Personal foul by C. Silva (drawn by C. Swanigan),85,93
337,4,11:28.0,,Turnover by C. McCollum (lost ball; steal by D. Robinson),85,93
338,4,11:13.0,Personal foul by C. Swanigan (drawn by G. Dragić),,85,93
339,4,11:07.0,G. Dragić misses 3-pt jump shot from 25 ft,,85,93
340,4,11:05.0,Offensive rebound by A. Iguodala,,85,93
341,4,11:01.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Crowder),,88,93
342,4,11:01.0,,Portland full timeout,88,93
343,4,10:43.0,,C. Anthony misses 2-pt jump shot from 11 ft,88,93
344,4,10:40.0,Defensive rebound by A. Iguodala,,88,93
345,4,10:35.0,Personal foul by C. Swanigan (drawn by C. Silva),,88,93
346,4,10:21.0,A. Iguodala misses 3-pt jump shot from 25 ft,,88,93
347,4,10:21.0,,Defensive rebound by Team,88,93
348,4,10:21.0,Loose ball foul by C. Silva (drawn by C. Swanigan),,88,93
349,4,10:01.0,,Offensive foul by C. Anthony (drawn by J. Crowder),88,93
350,4,10:01.0,,Turnover by C. Anthony (offensive foul),88,93
351,4,9:47.0,Turnover by G. Dragić (lost ball; steal by G. Trent),,88,93
352,4,9:34.0,,Personal foul by A. Iguodala (drawn by C. Swanigan),88,93
353,4,9:30.0,,C. McCollum makes 3-pt jump shot from 26 ft,88,96
354,4,9:14.0,G. Dragić misses 3-pt jump shot from 25 ft,,88,96
355,4,9:11.0,,Defensive rebound by G. Trent,88,96
356,4,8:59.0,,C. McCollum misses 3-pt jump shot from 26 ft,88,96
357,4,8:58.0,Defensive rebound by C. Silva,,88,96
358,4,8:39.0,G. Dragić misses 2-pt jump shot from 13 ft,,88,96
359,4,8:37.0,,Defensive rebound by C. Swanigan,88,96
360,4,8:24.0,Violation by Team (kicked ball),,88,96
361,4,8:24.0,B. Adebayo enters the game for C. Silva,,88,96
362,4,8:24.0,,D. Lillard enters the game for C. Swanigan,88,96
363,4,8:10.0,,D. Lillard misses 3-pt jump shot from 35 ft,88,96
364,4,8:07.0,Defensive rebound by B. Adebayo,,88,96
365,4,7:54.0,B. Adebayo misses 2-pt dunk from 1 ft,,88,96
366,4,7:53.0,,Defensive rebound by G. Trent,88,96
367,4,7:49.0,,C. McCollum misses 3-pt jump shot from 25 ft,88,96
368,4,7:45.0,Defensive rebound by B. Adebayo,,88,96
369,4,7:36.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by G. Dragić),,91,96
370,4,7:16.0,,D. Lillard makes 3-pt jump shot from 28 ft,91,99
371,4,7:03.0,J. Crowder misses 3-pt jump shot from 25 ft,,91,99
372,4,6:56.0,,Defensive rebound by C. Anthony,91,99
373,4,6:49.0,,D. Lillard misses 3-pt jump shot from 32 ft,91,99
374,4,6:46.0,Defensive rebound by G. Dragić,,91,99
375,4,6:40.0,A. Iguodala makes 2-pt layup from 2 ft (assist by G. Dragić),,93,99
376,4,6:27.0,,C. Anthony misses 3-pt jump shot from 25 ft,93,99
