,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHICAGO_ACTION,NEW YORK_SCORE,CHICAGO_SCORE
0,1,11:41.0,,Turnover by T. Satoranský (traveling),0,0
1,1,11:24.0,J. Randle misses 2-pt jump shot from 2 ft,,0,0
2,1,11:18.0,Offensive rebound by J. Randle,,0,0
3,1,11:18.0,J. Randle makes 2-pt layup from 1 ft,,2,0
4,1,11:15.0,,Personal foul by R. Barrett (drawn by T. Satoranský),2,0
5,1,11:08.0,,Turnover by C. Hutchison (bad pass; steal by J. Randle),2,0
6,1,10:56.0,T. Gibson misses 2-pt layup from 2 ft,,2,0
7,1,10:54.0,,Defensive rebound by L. Markkanen,2,0
8,1,10:48.0,,L. Markkanen misses 3-pt jump shot from 25 ft,2,0
9,1,10:46.0,Defensive rebound by M. Morris,,2,0
10,1,10:42.0,T. Gibson makes 2-pt layup from 1 ft (assist by M. Morris),,4,0
11,1,10:28.0,,Z. LaVine misses 2-pt layup from 2 ft,4,0
12,1,10:26.0,Defensive rebound by M. Morris,,4,0
13,1,10:21.0,Turnover by M. Morris (bad pass; steal by Z. LaVine),,4,0
14,1,10:17.0,,W. Carter makes 2-pt layup from 2 ft (assist by Z. LaVine),4,2
15,1,10:07.0,R. Barrett makes 2-pt layup from 2 ft,,6,2
16,1,9:51.0,,T. Satoranský makes 2-pt jump shot from 5 ft,6,4
17,1,9:37.0,J. Randle misses 2-pt jump shot from 12 ft,,6,4
18,1,9:35.0,,Defensive rebound by C. Hutchison,6,4
19,1,9:22.0,,Z. LaVine makes 3-pt jump shot from 26 ft,6,7
20,1,9:09.0,M. Morris misses 2-pt layup from 1 ft,,6,7
21,1,9:09.0,Offensive rebound by Team,,6,7
22,1,9:00.0,M. Morris misses 3-pt jump shot from 25 ft,,6,7
23,1,8:57.0,Offensive rebound by R. Barrett,,6,7
24,1,8:56.0,R. Barrett misses 2-pt layup from 1 ft,,6,7
25,1,8:53.0,Offensive rebound by M. Morris,,6,7
26,1,8:53.0,M. Morris misses 2-pt layup from 1 ft (block by L. Markkanen),,6,7
27,1,8:52.0,,Defensive rebound by C. Hutchison,6,7
28,1,8:47.0,,Offensive foul by C. Hutchison (drawn by F. Ntilikina),6,7
29,1,8:47.0,,Turnover by C. Hutchison (offensive foul),6,7
30,1,8:33.0,R. Barrett makes 3-pt jump shot from 26 ft (assist by T. Gibson),,9,7
31,1,8:19.0,,L. Markkanen misses 3-pt jump shot from 24 ft,9,7
32,1,8:17.0,Defensive rebound by M. Morris,,9,7
33,1,8:07.0,T. Gibson makes 2-pt layup from 1 ft (assist by R. Barrett),,11,7
34,1,8:07.0,Shooting foul by L. Markkanen (drawn by T. Gibson),,11,7
35,1,8:07.0,T. Gibson makes free throw 1 of 1,,12,7
36,1,7:53.0,,Shooting foul by T. Gibson (drawn by L. Markkanen),12,7
37,1,7:53.0,,L. Markkanen makes free throw 1 of 2,12,8
38,1,7:53.0,,L. Markkanen makes free throw 2 of 2,12,9
39,1,7:41.0,M. Morris misses 2-pt jump shot from 13 ft,,12,9
40,1,7:37.0,Offensive rebound by T. Gibson,,12,9
41,1,7:27.0,J. Randle misses 2-pt layup from 2 ft,,12,9
42,1,7:26.0,,Defensive rebound by L. Markkanen,12,9
