,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
209,2,1:42.0,,Offensive rebound by Team,48,55
210,2,1:42.0,O. Spellman enters the game for W. Cauley-Stein,,48,55
211,2,1:42.0,,R. Westbrook misses free throw 2 of 2,48,55
212,2,1:40.0,Defensive rebound by E. Paschall,,48,55
213,2,1:20.0,D. Lee misses 2-pt jump shot from 18 ft,,48,55
214,2,1:19.0,Offensive rebound by G. Robinson,,48,55
215,2,1:17.0,Turnover by G. Robinson (bad pass; steal by P. Tucker),,48,55
216,2,1:04.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by J. Harden),48,58
217,2,0:56.0,A. Burks misses 2-pt layup from 2 ft,,48,58
218,2,0:55.0,Offensive rebound by O. Spellman,,48,58
219,2,0:54.0,O. Spellman makes 2-pt layup at rim,,50,58
220,2,0:51.0,,C. Capela misses 2-pt layup from 3 ft,50,58
221,2,0:51.0,Defensive rebound by D. Lee,,50,58
222,2,0:45.0,E. Paschall misses 2-pt layup from 4 ft,,50,58
223,2,0:44.0,,Defensive rebound by D. House,50,58
224,2,0:27.0,,J. Harden makes 3-pt jump shot from 27 ft,50,61
225,2,0:09.0,A. Burks makes 2-pt layup from 1 ft,,52,61
226,2,0:03.0,,J. Harden makes 2-pt layup from 1 ft,52,63
227,2,0:00.0,A. Burks misses 3-pt jump shot from 43 ft,,52,63
228,2,0:00.0,Offensive rebound by Team,,52,63
229,3,11:45.0,G. Robinson makes 2-pt jump shot from 19 ft,,54,63
230,3,11:32.0,,Turnover by J. Harden (bad pass),54,63
231,3,11:17.0,G. Robinson misses 3-pt jump shot from 25 ft,,54,63
232,3,11:16.0,,Defensive rebound by C. Capela,54,63
233,3,11:04.0,,J. Harden misses 3-pt jump shot from 28 ft,54,63
234,3,11:03.0,Defensive rebound by E. Paschall,,54,63
235,3,10:53.0,J. Poole misses 2-pt jump shot from 21 ft,,54,63
236,3,10:51.0,,Defensive rebound by D. House,54,63
237,3,10:40.0,,R. Westbrook misses 2-pt jump shot from 14 ft,54,63
238,3,10:39.0,,Offensive rebound by C. Capela,54,63
239,3,10:35.0,,P. Tucker makes 2-pt hook shot from 6 ft (assist by C. Capela),54,65
240,3,10:19.0,Shooting foul by D. House (drawn by E. Paschall),,54,65
241,3,10:19.0,E. Paschall makes free throw 1 of 2,,55,65
242,3,10:19.0,E. Paschall makes free throw 2 of 2,,56,65
243,3,10:15.0,,C. Capela misses 2-pt layup from 3 ft,56,65
244,3,10:14.0,,Offensive rebound by C. Capela,56,65
245,3,10:14.0,,Personal foul by K. Bowman (drawn by C. Capela),56,65
246,3,10:07.0,,D. House makes 3-pt jump shot from 23 ft (assist by R. Westbrook),56,68
247,3,9:56.0,Turnover by K. Bowman (traveling),,56,68
248,3,9:52.0,,Shooting foul by J. Poole (drawn by R. Westbrook),56,68
249,3,9:52.0,,R. Westbrook makes free throw 1 of 2,56,69
250,3,9:52.0,,R. Westbrook misses free throw 2 of 2,56,69
251,3,9:52.0,Defensive rebound by E. Paschall,,56,69
252,3,9:38.0,Turnover by G. Robinson (lost ball; steal by J. Harden),,56,69
253,3,9:34.0,,D. House misses 2-pt dunk from 1 ft,56,69
254,3,9:32.0,,Offensive rebound by P. Tucker,56,69
255,3,9:29.0,,J. Harden makes 3-pt jump shot from 23 ft (assist by P. Tucker),56,72
256,3,9:28.0,Golden State full timeout,,56,72
257,3,9:28.0,A. Burks enters the game for W. Cauley-Stein,,56,72
258,3,9:28.0,M. Chriss enters the game for J. Poole,,56,72
259,3,9:28.0,D. Lee enters the game for G. Robinson,,56,72
260,3,9:22.0,Personal foul by R. Westbrook (drawn by D. Lee),,56,72
261,3,9:15.0,Turnover by A. Burks (bad pass; steal by J. Harden),,56,72
262,3,9:01.0,,C. Capela makes 2-pt hook shot from 7 ft (assist by P. Tucker),56,74
263,3,8:43.0,A. Burks misses 2-pt jump shot from 11 ft,,56,74
264,3,8:42.0,,Defensive rebound by D. House,56,74
265,3,8:32.0,,R. Westbrook makes 2-pt jump shot from 12 ft (assist by J. Harden),56,76
266,3,8:15.0,E. Paschall makes 2-pt jump shot from 9 ft,,58,76
267,3,8:01.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by C. Capela),58,79
268,3,7:46.0,Shooting foul by P. Tucker (drawn by E. Paschall),,58,79
269,3,7:46.0,E. Paschall makes free throw 1 of 2,,59,79
270,3,7:46.0,E. Paschall makes free throw 2 of 2,,60,79
271,3,7:40.0,,Turnover by R. Westbrook (bad pass; steal by A. Burks),60,79
272,3,7:36.0,A. Burks misses 3-pt jump shot from 24 ft,,60,79
273,3,7:34.0,,Defensive rebound by Team,60,79
274,3,7:27.0,,R. Westbrook makes 2-pt layup from 1 ft,60,81
275,3,7:20.0,K. Bowman misses 2-pt layup from 2 ft (block by C. Capela),,60,81
276,3,7:20.0,,Defensive rebound by J. Harden,60,81
277,3,7:12.0,,Turnover by J. Harden (lost ball; steal by M. Chriss),60,81
278,3,7:11.0,Clear path foul by C. Capela,,60,81
279,3,7:11.0,D. Lee misses clear path free throw 1 of 2,,60,81
280,3,7:11.0,Offensive rebound by Team,,60,81
281,3,7:11.0,D. Lee misses clear path free throw 2 of 2,,60,81
282,3,7:11.0,Offensive rebound by Team,,60,81
283,3,6:59.0,D. Lee misses 3-pt jump shot from 28 ft,,60,81
284,3,6:57.0,,Defensive rebound by R. Westbrook,60,81
285,3,6:51.0,,R. Westbrook misses 2-pt layup from 2 ft,60,81
286,3,6:49.0,Defensive rebound by D. Lee,,60,81
287,3,6:46.0,Turnover by K. Bowman (bad pass; steal by J. Harden),,60,81
288,3,6:43.0,,R. Westbrook makes 2-pt dunk from 1 ft (assist by J. Harden),60,83
289,3,6:43.0,Golden State full timeout,,60,83
290,3,6:43.0,,B. McLemore enters the game for P. Tucker,60,83
291,3,6:43.0,,A. Rivers enters the game for R. Westbrook,60,83
292,3,6:28.0,A. Burks makes 3-pt jump shot from 22 ft (assist by D. Lee),,63,83
293,3,6:14.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),63,85
294,3,6:03.0,Personal foul by B. McLemore (drawn by D. Lee),,63,85
295,3,6:03.0,D. Lee makes free throw 1 of 2,,64,85
296,3,6:03.0,D. Lee makes free throw 2 of 2,,65,85
297,3,5:56.0,,Shooting foul by E. Paschall (drawn by J. Harden),65,85
298,3,5:56.0,,J. Harden makes free throw 1 of 2,65,86
299,3,5:56.0,,T. Sefolosha enters the game for D. House,65,86
300,3,5:56.0,,J. Harden makes free throw 2 of 2,65,87
301,3,5:38.0,Turnover by E. Paschall (lost ball; steal by C. Capela),,65,87
302,3,5:34.0,,B. McLemore misses 3-pt jump shot from 25 ft,65,87
303,3,5:33.0,Defensive rebound by M. Chriss,,65,87
304,3,5:24.0,Shooting foul by T. Sefolosha (drawn by A. Burks),,65,87
305,3,5:24.0,A. Burks makes free throw 1 of 2,,66,87
306,3,5:24.0,Instant Replay (Request: Ruling Stands),,66,87
307,3,5:24.0,A. Burks makes free throw 2 of 2,,67,87
308,3,5:17.0,,B. McLemore misses 3-pt jump shot from 24 ft,67,87
309,3,5:16.0,Defensive rebound by M. Chriss,,67,87
310,3,5:12.0,D. Lee misses 2-pt layup from 3 ft,,67,87
311,3,5:11.0,,Defensive rebound by B. McLemore,67,87
312,3,5:04.0,,A. Rivers misses 2-pt layup from 1 ft,67,87
313,3,5:02.0,Defensive rebound by M. Chriss,,67,87
314,3,4:58.0,D. Lee makes 2-pt layup from 1 ft,,69,87
315,3,4:43.0,,J. Harden misses 3-pt jump shot from 27 ft,69,87
316,3,4:42.0,Defensive rebound by A. Burks,,69,87
317,3,4:39.0,K. Bowman makes 2-pt layup from 1 ft (assist by A. Burks),,71,87
318,3,4:39.0,Shooting foul by B. McLemore (drawn by K. Bowman),,71,87
319,3,4:39.0,K. Bowman misses free throw 1 of 1,,71,87
320,3,4:39.0,,Defensive rebound by T. Sefolosha,71,87
321,3,4:39.0,,P. Tucker enters the game for C. Capela,71,87
322,3,4:22.0,,T. Sefolosha misses 2-pt hook shot from 5 ft,71,87
323,3,4:21.0,Defensive rebound by M. Chriss,,71,87
324,3,4:12.0,D. Lee misses 2-pt layup from 1 ft,,71,87
325,3,4:12.0,Offensive rebound by M. Chriss,,71,87
326,3,4:12.0,M. Chriss misses 2-pt layup from 1 ft,,71,87
327,3,4:11.0,Offensive rebound by M. Chriss,,71,87
328,3,4:09.0,A. Burks makes 3-pt jump shot from 25 ft (assist by M. Chriss),,74,87
329,3,4:08.0,,Houston full timeout,74,87
330,3,3:44.0,,Turnover by P. Tucker (bad pass; steal by K. Bowman),74,87
331,3,3:39.0,D. Lee makes 3-pt jump shot from 23 ft (assist by K. Bowman),,77,87
332,3,3:17.0,,J. Harden misses 3-pt jump shot from 26 ft,77,87
333,3,3:15.0,Defensive rebound by M. Chriss,,77,87
334,3,3:05.0,M. Chriss misses 2-pt hook shot from 6 ft,,77,87
335,3,3:04.0,,Defensive rebound by P. Tucker,77,87
336,3,2:53.0,,Def 3 sec tech foul by Team,77,87
337,3,2:53.0,,J. Harden makes technical free throw,77,88
338,3,2:53.0,G. Robinson enters the game for E. Paschall,,77,88
339,3,2:53.0,,D. House enters the game for J. Harden,77,88
340,3,2:53.0,,R. Westbrook enters the game for T. Sefolosha,77,88
341,3,2:39.0,,P. Tucker makes 2-pt jump shot from 21 ft (assist by R. Westbrook),77,90
342,3,2:22.0,K. Bowman misses 2-pt jump shot from 22 ft,,77,90
343,3,2:18.0,,Defensive rebound by R. Westbrook,77,90
344,3,2:12.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by R. Westbrook),77,93
345,3,1:52.0,M. Chriss misses 2-pt jump shot from 7 ft,,77,93
346,3,1:51.0,,Defensive rebound by P. Tucker,77,93
347,3,1:43.0,,R. Westbrook misses 2-pt jump shot from 15 ft,77,93
348,3,1:42.0,Defensive rebound by A. Burks,,77,93
349,3,1:30.0,A. Burks misses 3-pt jump shot from 26 ft,,77,93
350,3,1:29.0,,Defensive rebound by R. Westbrook,77,93
351,3,1:23.0,,B. McLemore misses 3-pt jump shot from 23 ft,77,93
352,3,1:22.0,Defensive rebound by G. Robinson,,77,93
353,3,1:18.0,Shooting foul by D. House (drawn by A. Burks),,77,93
354,3,1:18.0,A. Burks makes free throw 1 of 2,,78,93
355,3,1:18.0,J. Poole enters the game for K. Bowman,,78,93
356,3,1:18.0,O. Spellman enters the game for M. Chriss,,78,93
357,3,1:18.0,A. Burks makes free throw 2 of 2,,79,93
358,3,1:07.0,,D. House makes 2-pt layup at rim (assist by P. Tucker),79,95
359,3,0:44.0,J. Poole misses 3-pt jump shot from 27 ft,,79,95
360,3,0:42.0,Offensive rebound by G. Robinson,,79,95
361,3,0:39.0,D. Lee misses 2-pt layup from 1 ft,,79,95
362,3,0:39.0,Offensive rebound by O. Spellman,,79,95
363,3,0:38.0,O. Spellman makes 2-pt layup from 1 ft,,81,95
364,3,0:30.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by A. Rivers),81,98
365,3,0:11.0,O. Spellman makes 2-pt jump shot from 10 ft (assist by A. Burks),,83,98
366,3,0:00.0,,P. Tucker misses 3-pt jump shot from 26 ft,83,98
367,3,0:00.0,,Offensive rebound by Team,83,98
368,4,11:38.0,,R. Westbrook misses 2-pt jump shot from 16 ft,83,98
369,4,11:36.0,Defensive rebound by G. Robinson,,83,98
370,4,11:17.0,Shooting foul by D. House (drawn by J. Poole),,83,98
371,4,11:17.0,J. Poole makes free throw 1 of 2,,84,98
372,4,11:17.0,J. Poole makes free throw 2 of 2,,85,98
373,4,11:10.0,,P. Tucker misses 3-pt jump shot from 26 ft,85,98
374,4,11:09.0,Defensive rebound by A. Burks,,85,98
375,4,10:58.0,Shooting foul by D. House (drawn by O. Spellman),,85,98
376,4,10:58.0,O. Spellman misses free throw 1 of 2,,85,98
377,4,10:58.0,Offensive rebound by Team,,85,98
378,4,10:58.0,O. Spellman makes free throw 2 of 2,,86,98
379,4,10:40.0,Violation by Team (kicked ball),,86,98
380,4,10:40.0,,C. Capela enters the game for B. McLemore,86,98
381,4,10:40.0,,J. Harden enters the game for A. Rivers,86,98
382,4,10:35.0,,R. Westbrook makes 2-pt layup from 2 ft,86,100
383,4,10:15.0,A. Burks misses 3-pt jump shot from 26 ft,,86,100
384,4,10:14.0,,Defensive rebound by D. House,86,100
385,4,10:07.0,,D. House makes 3-pt jump shot from 26 ft (assist by R. Westbrook),86,103
386,4,9:39.0,D. Lee misses 2-pt jump shot from 13 ft,,86,103
387,4,9:38.0,,Defensive rebound by R. Westbrook,86,103
388,4,9:32.0,,Shooting foul by A. Burks (drawn by J. Harden),86,103
389,4,9:32.0,,J. Harden makes free throw 1 of 2,86,104
