,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHOENIX_ACTION,ATLANTA_SCORE,PHOENIX_SCORE
389,3,0:27.0,,Offensive rebound by K. Oubre,90,101
390,3,0:27.0,,Shooting foul by J. Parker (drawn by K. Oubre),90,101
391,3,0:27.0,,K. Oubre misses free throw 1 of 2,90,101
392,3,0:27.0,,Offensive rebound by Team,90,101
393,3,0:27.0,,K. Oubre misses free throw 2 of 2,90,101
394,3,0:25.0,Defensive rebound by Team,,90,101
395,3,0:04.0,Turnover by T. Young (bad pass; steal by K. Oubre),,90,101
396,3,0:00.0,,K. Oubre makes 3-pt jump shot from 27 ft (assist by C. Johnson),90,104
397,3,0:00.0,,Instant Replay (Request: Ruling Stands),90,104
398,4,11:45.0,C. Reddish misses 3-pt jump shot from 27 ft,,90,104
399,4,11:41.0,,Defensive rebound by M. Bridges,90,104
400,4,11:19.0,,Instant Replay (Request: Ruling Stands),90,104
401,4,11:19.0,,Shooting foul by T. Wallace (drawn by C. Johnson),90,104
402,4,11:19.0,,C. Johnson makes free throw 1 of 2,90,105
403,4,11:19.0,,C. Johnson makes free throw 2 of 2,90,106
404,4,11:04.0,A. Crabbe misses 2-pt jump shot from 3 ft,,90,106
405,4,11:00.0,Offensive rebound by D. Jones,,90,106
406,4,10:59.0,D. Jones makes 2-pt layup at rim,,92,106
407,4,10:51.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Oubre),92,109
408,4,10:35.0,Personal foul by F. Kaminsky (drawn by T. Wallace),,92,109
409,4,10:32.0,Offensive foul by T. Wallace (drawn by T. Johnson),,92,109
410,4,10:32.0,Turnover by T. Wallace (offensive foul),,92,109
411,4,10:19.0,,K. Oubre misses 3-pt jump shot from 25 ft,92,109
412,4,10:16.0,Defensive rebound by A. Crabbe,,92,109
413,4,10:10.0,C. Reddish misses 3-pt jump shot from 26 ft,,92,109
414,4,10:05.0,,Defensive rebound by C. Johnson,92,109
415,4,10:01.0,,Shooting foul by D. Jones (drawn by F. Kaminsky),92,109
416,4,10:01.0,,F. Kaminsky makes free throw 1 of 2,92,110
417,4,10:01.0,A. Len enters the game for D. Jones,,92,110
418,4,10:01.0,,F. Kaminsky makes free throw 2 of 2,92,111
419,4,9:52.0,Offensive foul by A. Len (drawn by C. Johnson),,92,111
420,4,9:52.0,Turnover by A. Len (offensive foul),,92,111
421,4,9:37.0,,K. Oubre misses 3-pt jump shot from 22 ft,92,111
422,4,9:35.0,Defensive rebound by A. Len,,92,111
423,4,9:33.0,Shooting foul by K. Oubre (drawn by C. Reddish),,92,111
424,4,9:33.0,C. Reddish makes free throw 1 of 2,,93,111
425,4,9:33.0,T. Young enters the game for T. Wallace,,93,111
426,4,9:33.0,C. Reddish makes free throw 2 of 2,,94,111
427,4,9:18.0,,K. Oubre makes 2-pt jump shot from 8 ft (assist by F. Kaminsky),94,113
428,4,9:09.0,D. Hunter misses 3-pt jump shot from 25 ft,,94,113
429,4,9:07.0,,Defensive rebound by T. Johnson,94,113
430,4,8:58.0,,Turnover by T. Johnson (bad pass; steal by D. Hunter),94,113
431,4,8:54.0,Personal foul by M. Bridges (drawn by T. Young),,94,113
432,4,8:51.0,T. Young misses 3-pt jump shot from 27 ft,,94,113
433,4,8:48.0,,Defensive rebound by M. Bridges,94,113
434,4,8:30.0,,T. Johnson misses 2-pt jump shot from 10 ft,94,113
435,4,8:27.0,,Offensive rebound by M. Bridges,94,113
436,4,8:27.0,,M. Bridges misses 2-pt layup at rim,94,113
437,4,8:25.0,Defensive rebound by A. Len,,94,113
438,4,8:23.0,Personal foul by T. Johnson (drawn by T. Young),,94,113
439,4,8:14.0,A. Len misses 3-pt jump shot from 23 ft,,94,113
440,4,8:11.0,,Defensive rebound by F. Kaminsky,94,113
441,4,7:58.0,,Turnover by T. Johnson (discontinued dribble),94,113
442,4,7:58.0,,R. Rubio enters the game for T. Johnson,94,113
443,4,7:47.0,Turnover by T. Young (lost ball; steal by M. Bridges),,94,113
444,4,7:43.0,,Turnover by K. Oubre (lost ball; steal by D. Hunter),94,113
445,4,7:43.0,Personal foul by M. Bridges (drawn by D. Hunter),,94,113
446,4,7:43.0,D. Hunter makes free throw 1 of 2,,95,113
447,4,7:43.0,B. Fernando enters the game for A. Len,,95,113
448,4,7:43.0,J. Parker enters the game for C. Reddish,,95,113
449,4,7:43.0,,A. Baynes enters the game for M. Bridges,95,113
450,4,7:43.0,,D. Booker enters the game for F. Kaminsky,95,113
451,4,7:43.0,D. Hunter makes free throw 2 of 2,,96,113
452,4,7:30.0,,C. Johnson misses 3-pt jump shot from 25 ft,96,113
453,4,7:28.0,Defensive rebound by D. Hunter,,96,113
454,4,7:22.0,D. Hunter misses 2-pt layup from 1 ft,,96,113
455,4,7:20.0,Offensive rebound by J. Parker,,96,113
456,4,7:20.0,J. Parker makes 2-pt dunk from 1 ft,,98,113
457,4,7:07.0,,K. Oubre misses 3-pt jump shot from 24 ft,98,113
458,4,7:05.0,Defensive rebound by B. Fernando,,98,113
459,4,6:53.0,J. Parker misses 3-pt jump shot from 26 ft,,98,113
460,4,6:51.0,,Defensive rebound by D. Booker,98,113
461,4,6:35.0,,A. Baynes misses 3-pt jump shot from 26 ft,98,113
462,4,6:31.0,Defensive rebound by A. Crabbe,,98,113
463,4,6:26.0,T. Young makes 2-pt jump shot from 8 ft,,100,113
464,4,6:25.0,,Phoenix full timeout,100,113
465,4,6:25.0,D. Jones enters the game for A. Crabbe,,100,113
466,4,6:25.0,C. Reddish enters the game for B. Fernando,,100,113
467,4,6:25.0,,D. Šarić enters the game for C. Johnson,100,113
468,4,6:11.0,,D. Šarić makes 2-pt layup from 1 ft (assist by A. Baynes),100,115
469,4,5:56.0,D. Hunter makes 3-pt jump shot from 26 ft (assist by T. Young),,103,115
470,4,5:38.0,,A. Baynes misses 3-pt jump shot from 25 ft,103,115
471,4,5:34.0,Defensive rebound by C. Reddish,,103,115
472,4,5:27.0,T. Young misses 2-pt jump shot from 9 ft,,103,115
473,4,5:25.0,,Defensive rebound by R. Rubio,103,115
474,4,5:07.0,,K. Oubre misses 3-pt jump shot from 24 ft,103,115
475,4,5:04.0,Defensive rebound by T. Young,,103,115
476,4,4:52.0,D. Hunter makes 2-pt layup from 1 ft (assist by T. Young),,105,115
477,4,4:30.0,,D. Šarić makes 2-pt layup from 1 ft (assist by D. Booker),105,117
478,4,4:15.0,,Flagrant foul type 1 by C. Reddish (drawn by A. Baynes),105,117
479,4,4:15.0,Turnover by C. Reddish (turnover),,105,117
480,4,4:15.0,Instant Replay (Request: Ruling Stands),,105,117
481,4,4:15.0,C. Reddish ejected from game,,105,117
482,4,4:15.0,,A. Baynes misses flagrant free throw 1 of 2,105,117
483,4,4:15.0,,Offensive rebound by Team,105,117
484,4,4:15.0,,A. Baynes makes flagrant free throw 2 of 2,105,118
485,4,4:15.0,A. Crabbe enters the game for C. Reddish,,105,118
486,4,4:06.0,,K. Oubre makes 2-pt layup from 1 ft (assist by D. Booker),105,120
487,4,4:06.0,,Shooting foul by A. Crabbe (drawn by K. Oubre),105,120
488,4,4:06.0,,K. Oubre makes free throw 1 of 1,105,121
489,4,3:50.0,T. Young misses 2-pt layup from 4 ft (block by D. Šarić),,105,121
490,4,3:48.0,,Defensive rebound by A. Baynes,105,121
491,4,3:35.0,,D. Booker misses 3-pt jump shot from 31 ft,105,121
492,4,3:31.0,,Offensive rebound by R. Rubio,105,121
493,4,3:20.0,,K. Oubre misses 2-pt layup from 2 ft,105,121
494,4,3:20.0,,Offensive rebound by Team,105,121
495,4,3:20.0,,Shooting foul by J. Parker (drawn by K. Oubre),105,121
496,4,3:20.0,,K. Oubre makes free throw 1 of 2,105,122
497,4,3:20.0,C. Brown enters the game for A. Crabbe,,105,122
498,4,3:20.0,B. Fernando enters the game for J. Parker,,105,122
499,4,3:20.0,T. Wallace enters the game for T. Young,,105,122
500,4,3:20.0,,K. Oubre makes free throw 2 of 2,105,123
501,4,3:07.0,D. Hunter makes 2-pt jump shot from 10 ft (assist by T. Wallace),,107,123
502,4,2:49.0,,Turnover by A. Baynes (3 sec),107,123
503,4,2:49.0,Atlanta full timeout,,107,123
504,4,2:49.0,A. Len enters the game for D. Jones,,107,123
505,4,2:49.0,,M. Bridges enters the game for A. Baynes,107,123
506,4,2:49.0,,J. Carter enters the game for D. Booker,107,123
507,4,2:49.0,,C. Diallo enters the game for K. Oubre,107,123
508,4,2:49.0,,C. Johnson enters the game for R. Rubio,107,123
509,4,2:49.0,,E. Okobo enters the game for D. Šarić,107,123
510,4,2:29.0,A. Len makes 2-pt layup from 1 ft,,109,123
511,4,2:06.0,,C. Johnson makes 3-pt jump shot from 25 ft (assist by E. Okobo),109,126
512,4,1:53.0,T. Wallace misses 2-pt layup from 1 ft,,109,126
513,4,1:53.0,Offensive rebound by Team,,109,126
514,4,1:50.0,T. Wallace misses 2-pt layup at rim,,109,126
515,4,1:48.0,,Defensive rebound by Team,109,126
516,4,1:36.0,,C. Diallo makes 2-pt layup from 1 ft (assist by E. Okobo),109,128
517,4,1:15.0,D. Hunter misses 2-pt jump shot from 17 ft,,109,128
518,4,1:11.0,Offensive rebound by C. Brown,,109,128
519,4,1:10.0,C. Brown misses 2-pt layup from 1 ft,,109,128
520,4,1:10.0,,Defensive rebound by M. Bridges,109,128
521,4,1:05.0,,Turnover by C. Johnson (out of bounds lost ball),109,128
522,4,0:50.0,T. Wallace misses 3-pt jump shot from 26 ft,,109,128
523,4,0:48.0,Offensive rebound by Team,,109,128
524,4,0:43.0,Turnover by T. Wallace (bad pass; steal by J. Carter),,109,128
525,4,0:35.0,,J. Carter misses 2-pt jump shot from 20 ft,109,128
526,4,0:32.0,Defensive rebound by T. Wallace,,109,128
527,4,0:24.0,C. Brown makes 3-pt jump shot from 25 ft (assist by T. Wallace),,112,128
