,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,UTAH_ACTION,CHARLOTTE_SCORE,UTAH_SCORE
66,1,2:27.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),11,25
67,1,2:02.0,M. Monk misses 3-pt jump shot from 26 ft,,11,25
68,1,1:59.0,,Defensive rebound by R. Gobert,11,25
69,1,1:43.0,,B. Bogdanović makes 2-pt jump shot from 9 ft,11,27
70,1,1:23.0,M. Monk misses 2-pt layup from 2 ft,,11,27
71,1,1:21.0,,Defensive rebound by R. Gobert,11,27
72,1,1:15.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by E. Mudiay),11,29
73,1,0:58.0,C. Zeller misses 2-pt layup from 3 ft (block by R. Gobert),,11,29
74,1,0:56.0,,Defensive rebound by R. Gobert,11,29
75,1,0:50.0,,G. Niang misses 3-pt jump shot from 26 ft,11,29
76,1,0:47.0,Defensive rebound by M. Williams,,11,29
77,1,0:43.0,Personal foul by G. Niang (drawn by C. Zeller),,11,29
78,1,0:43.0,T. Rozier enters the game for D. Graham,,11,29
79,1,0:38.0,M. Monk misses 3-pt jump shot from 25 ft,,11,29
80,1,0:35.0,Offensive rebound by C. Zeller,,11,29
81,1,0:29.0,T. Rozier misses 3-pt jump shot from 25 ft,,11,29
82,1,0:26.0,,Defensive rebound by R. Gobert,11,29
83,1,0:05.0,,J. Clarkson misses 3-pt jump shot from 24 ft,11,29
84,1,0:03.0,Defensive rebound by M. Williams,,11,29
85,1,0:00.0,M. Monk makes 2-pt jump shot from 12 ft,,13,29
86,1,0:00.0,Instant Replay (Request: Ruling Stands),,13,29
87,2,11:40.0,P. Washington makes 3-pt jump shot from 25 ft (assist by T. Rozier),,16,29
88,2,11:16.0,,D. Mitchell misses 2-pt jump shot from 14 ft,16,29
89,2,11:12.0,Defensive rebound by T. Rozier,,16,29
90,2,11:03.0,C. Zeller makes 2-pt layup from 3 ft (assist by P. Washington),,18,29
91,2,10:44.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by J. Clarkson),18,32
92,2,10:29.0,Personal foul by D. Mitchell (drawn by M. Monk),,18,32
93,2,10:20.0,T. Rozier misses 2-pt jump shot from 6 ft,,18,32
94,2,10:18.0,,Defensive rebound by G. Niang,18,32
95,2,10:04.0,,J. Clarkson makes 2-pt jump shot from 4 ft,18,34
96,2,9:53.0,C. Zeller misses 3-pt jump shot from 25 ft,,18,34
97,2,9:50.0,,Defensive rebound by D. Mitchell,18,34
98,2,9:45.0,,D. Mitchell misses 2-pt layup from 3 ft,18,34
99,2,9:42.0,,Offensive rebound by T. Bradley,18,34
100,2,9:42.0,,T. Bradley makes 2-pt layup from 1 ft,18,36
101,2,9:26.0,P. Washington makes 2-pt hook shot from 7 ft,,20,36
102,2,9:14.0,,J. Clarkson misses 3-pt jump shot from 25 ft,20,36
103,2,9:10.0,Defensive rebound by M. Monk,,20,36
104,2,9:04.0,T. Rozier makes 2-pt jump shot from 12 ft (assist by M. Monk),,22,36
105,2,8:48.0,,Personal foul by P. Washington (drawn by T. Bradley),22,36
106,2,8:48.0,M. Williams enters the game for C. Zeller,,22,36
107,2,8:40.0,,G. Niang misses 3-pt jump shot from 23 ft,22,36
108,2,8:36.0,,Offensive rebound by T. Bradley,22,36
109,2,8:34.0,,J. Clarkson misses 3-pt jump shot from 26 ft,22,36
110,2,8:30.0,,Offensive rebound by Team,22,36
111,2,8:30.0,,R. O'Neale enters the game for G. Niang,22,36
112,2,8:23.0,,D. Mitchell makes 2-pt layup from 3 ft,22,38
113,2,8:22.0,Charlotte full timeout,,22,38
114,2,8:22.0,C. Martin enters the game for M. Monk,,22,38
115,2,8:02.0,M. Williams makes 2-pt jump shot from 6 ft (assist by M. Bridges),,24,38
116,2,7:39.0,,R. Tucker makes 2-pt dunk from 3 ft (assist by J. Clarkson),24,40
117,2,7:22.0,Turnover by P. Washington (lost ball; steal by R. Tucker),,24,40
118,2,7:13.0,,Personal foul by M. Williams (drawn by D. Mitchell),24,40
119,2,7:13.0,,R. Gobert enters the game for T. Bradley,24,40
120,2,7:13.0,,J. Ingles enters the game for D. Mitchell,24,40
121,2,7:13.0,,E. Mudiay enters the game for R. Tucker,24,40
122,2,7:06.0,,J. Clarkson misses 3-pt jump shot from 25 ft,24,40
123,2,7:04.0,Defensive rebound by M. Bridges,,24,40
124,2,6:51.0,T. Rozier makes 2-pt jump shot from 18 ft,,26,40
125,2,6:25.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by R. O'Neale),26,43
126,2,5:56.0,M. Williams misses 3-pt jump shot from 25 ft (block by R. Gobert),,26,43
127,2,5:55.0,Offensive rebound by Team,,26,43
128,2,5:55.0,Turnover by Team (shot clock),,26,43
129,2,5:55.0,D. Graham enters the game for M. Bridges,,26,43
130,2,5:44.0,,Turnover by J. Ingles (bad pass; steal by T. Rozier),26,43
131,2,5:41.0,Shooting foul by E. Mudiay (drawn by M. Williams),,26,43
132,2,5:41.0,M. Williams makes free throw 1 of 2,,27,43
133,2,5:41.0,M. Williams misses free throw 2 of 2,,27,43
134,2,5:40.0,,Defensive rebound by R. O'Neale,27,43
135,2,5:29.0,,J. Clarkson makes 3-pt jump shot from 23 ft (assist by E. Mudiay),27,46
136,2,5:13.0,D. Graham misses 3-pt jump shot from 24 ft,,27,46
137,2,5:11.0,,Defensive rebound by R. Gobert,27,46
138,2,4:50.0,,E. Mudiay misses 2-pt jump shot from 12 ft,27,46
139,2,4:48.0,,Offensive rebound by J. Clarkson,27,46
140,2,4:47.0,,J. Clarkson makes 2-pt layup from 2 ft,27,48
141,2,4:30.0,C. Martin misses 2-pt jump shot from 11 ft,,27,48
142,2,4:26.0,Offensive rebound by T. Rozier,,27,48
143,2,4:24.0,P. Washington misses 3-pt jump shot from 24 ft,,27,48
144,2,4:21.0,Offensive rebound by T. Rozier,,27,48
145,2,4:17.0,P. Washington misses 2-pt dunk from 2 ft (block by R. Gobert),,27,48
146,2,4:14.0,Offensive rebound by T. Rozier,,27,48
147,2,4:14.0,T. Rozier makes 2-pt layup from 3 ft,,29,48
148,2,3:59.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by E. Mudiay),29,51
149,2,3:43.0,Turnover by D. Graham (bad pass; steal by J. Clarkson),,29,51
150,2,3:39.0,,E. Mudiay misses 3-pt jump shot from 27 ft,29,51
151,2,3:36.0,,Offensive rebound by R. O'Neale,29,51
152,2,3:36.0,,Personal foul by P. Washington (drawn by R. Gobert),29,51
153,2,3:36.0,N. Batum enters the game for C. Martin,,29,51
154,2,3:36.0,B. Biyombo enters the game for P. Washington,,29,51
155,2,3:36.0,,B. Bogdanović enters the game for J. Clarkson,29,51
156,2,3:36.0,,D. Mitchell enters the game for E. Mudiay,29,51
157,2,3:27.0,,Turnover by D. Mitchell (bad pass),29,51
158,2,3:13.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by B. Biyombo),,32,51
159,2,3:01.0,,D. Mitchell makes 2-pt jump shot from 13 ft (assist by J. Ingles),32,53
160,2,2:49.0,T. Rozier misses 2-pt jump shot from 7 ft,,32,53
161,2,2:47.0,Offensive rebound by B. Biyombo,,32,53
162,2,2:47.0,B. Biyombo misses 2-pt layup at rim,,32,53
163,2,2:46.0,,Defensive rebound by R. O'Neale,32,53
164,2,2:41.0,,Shooting foul by B. Biyombo (drawn by R. Gobert),32,53
165,2,2:41.0,,Utah full timeout,32,53
166,2,2:41.0,,R. Gobert makes free throw 1 of 2,32,54
167,2,2:41.0,,R. Gobert makes free throw 2 of 2,32,55
168,2,2:28.0,Personal foul by R. O'Neale (drawn by D. Graham),,32,55
169,2,2:20.0,T. Rozier misses 2-pt jump shot from 19 ft,,32,55
170,2,2:17.0,,Defensive rebound by Team,32,55
171,2,1:57.0,,R. O'Neale makes 2-pt layup from 3 ft (assist by J. Ingles),32,57
172,2,1:33.0,B. Biyombo makes 2-pt dunk from 2 ft (assist by D. Graham),,34,57
173,2,1:21.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,34,57
174,2,1:18.0,Defensive rebound by D. Graham,,34,57
175,2,1:13.0,Turnover by D. Graham (lost ball; steal by R. O'Neale),,34,57
176,2,1:12.0,,Personal take foul by B. Biyombo (drawn by R. O'Neale),34,57
177,2,1:12.0,,R. O'Neale makes free throw 1 of 2,34,58
178,2,1:12.0,P. Washington enters the game for M. Williams,,34,58
179,2,1:12.0,,R. O'Neale makes free throw 2 of 2,34,59
180,2,0:59.0,Shooting foul by B. Bogdanović (drawn by B. Biyombo),,34,59
181,2,0:59.0,B. Biyombo makes free throw 1 of 2,,35,59
182,2,0:59.0,B. Biyombo makes free throw 2 of 2,,36,59
183,2,0:47.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),36,61
184,2,0:35.0,T. Rozier misses 2-pt jump shot from 22 ft,,36,61
185,2,0:35.0,Offensive rebound by Team,,36,61
186,2,0:35.0,,Loose ball foul by R. O'Neale (drawn by B. Biyombo),36,61
187,2,0:35.0,B. Biyombo makes free throw 1 of 2,,37,61
188,2,0:35.0,B. Biyombo makes free throw 2 of 2,,38,61
189,2,0:18.0,,D. Mitchell misses 2-pt jump shot from 11 ft,38,61
190,2,0:15.0,Defensive rebound by B. Biyombo,,38,61
191,2,0:02.0,D. Graham misses 2-pt jump shot from 7 ft,,38,61
192,2,0:02.0,,Defensive rebound by R. O'Neale,38,61
193,3,11:53.0,Personal foul by R. O'Neale (drawn by D. Graham),,38,61
194,3,11:39.0,Turnover by M. Bridges (bad pass; steal by R. Gobert),,38,61
195,3,11:28.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by R. O'Neale),38,64
196,3,11:09.0,Turnover by M. Bridges (bad pass),,38,64
197,3,10:51.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,38,64
198,3,10:47.0,,Offensive rebound by R. Gobert,38,64
199,3,10:47.0,,R. Gobert misses 2-pt layup at rim,38,64
200,3,10:47.0,Defensive rebound by B. Biyombo,,38,64
201,3,10:39.0,D. Graham makes 2-pt jump shot from 16 ft,,40,64
202,3,10:23.0,,R. Gobert misses 2-pt layup from 2 ft (block by M. Bridges),40,64
203,3,10:20.0,Defensive rebound by B. Biyombo,,40,64
204,3,10:18.0,D. Graham misses 3-pt jump shot from 26 ft,,40,64
205,3,10:16.0,,Defensive rebound by R. Gobert,40,64
206,3,10:08.0,,Personal foul by B. Biyombo (drawn by R. Gobert),40,64
207,3,9:49.0,,Shooting foul by T. Rozier (drawn by B. Bogdanović),40,64
208,3,9:49.0,,Instant Replay (Request: Stands),40,64
209,3,9:49.0,,B. Bogdanović makes free throw 1 of 2,40,65
210,3,9:49.0,,B. Bogdanović makes free throw 2 of 2,40,66
211,3,9:26.0,B. Biyombo makes 2-pt dunk from 2 ft (assist by D. Graham),,42,66
212,3,9:08.0,,Personal foul by P. Washington (drawn by J. Ingles),42,66
213,3,9:02.0,,R. Gobert makes 2-pt layup from 2 ft,42,68
214,3,8:42.0,D. Graham misses 2-pt layup from 4 ft (block by R. O'Neale),,42,68
215,3,8:41.0,Offensive rebound by Team,,42,68
216,3,8:41.0,Away from play foul by D. Mitchell (drawn by T. Rozier),,42,68
217,3,8:41.0,T. Rozier makes free throw 1 of 1,,43,68
218,3,8:36.0,D. Graham misses 3-pt jump shot from 26 ft,,43,68
219,3,8:35.0,,Defensive rebound by R. Gobert,43,68
220,3,8:21.0,,Turnover by D. Mitchell (bad pass; steal by B. Biyombo),43,68
221,3,8:12.0,Turnover by T. Rozier (bad pass),,43,68
222,3,8:12.0,Loose ball foul by B. Biyombo (drawn by D. Mitchell),,43,68
223,3,7:59.0,,D. Mitchell misses 3-pt jump shot from 23 ft,43,68
224,3,7:56.0,Defensive rebound by B. Biyombo,,43,68
225,3,7:53.0,Offensive foul by M. Bridges (drawn by D. Mitchell),,43,68
226,3,7:53.0,Turnover by M. Bridges (offensive foul),,43,68
227,3,7:53.0,,Utah full timeout,43,68
228,3,7:53.0,D. Bacon enters the game for D. Graham,,43,68
229,3,7:46.0,,Personal foul by P. Washington (drawn by J. Ingles),43,68
230,3,7:46.0,,J. Ingles makes free throw 1 of 2,43,69
231,3,7:46.0,,J. Ingles makes free throw 2 of 2,43,70
232,3,7:23.0,M. Bridges misses 3-pt jump shot from 23 ft,,43,70
233,3,7:21.0,,Defensive rebound by R. Gobert,43,70
234,3,7:10.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. O'Neale),43,73
235,3,6:51.0,B. Biyombo misses 2-pt hook shot from 9 ft,,43,73
236,3,6:49.0,,Defensive rebound by R. Gobert,43,73
237,3,6:35.0,,J. Ingles makes 3-pt jump shot from 25 ft,43,76
238,3,6:09.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by B. Biyombo),,46,76
239,3,5:47.0,,J. Ingles misses 3-pt jump shot from 27 ft,46,76
240,3,5:44.0,Defensive rebound by B. Biyombo,,46,76
241,3,5:41.0,Turnover by T. Rozier (bad pass; steal by R. O'Neale),,46,76
242,3,5:35.0,,Turnover by J. Ingles (bad pass),46,76
243,3,5:35.0,C. Zeller enters the game for B. Biyombo,,46,76
244,3,5:35.0,,E. Mudiay enters the game for D. Mitchell,46,76
245,3,5:15.0,C. Zeller misses 2-pt layup from 3 ft (block by R. Gobert),,46,76
246,3,5:15.0,Offensive rebound by M. Bridges,,46,76
247,3,5:15.0,Shooting foul by B. Bogdanović (drawn by M. Bridges),,46,76
248,3,5:15.0,M. Bridges makes free throw 1 of 2,,47,76
249,3,5:15.0,,J. Clarkson enters the game for J. Ingles,47,76
250,3,5:15.0,M. Bridges makes free throw 2 of 2,,48,76
251,3,5:01.0,,Turnover by B. Bogdanović (out of bounds lost ball),48,76
252,3,4:50.0,T. Rozier makes 2-pt jump shot from 12 ft,,50,76
253,3,4:35.0,,E. Mudiay misses 2-pt jump shot from 13 ft,50,76
254,3,4:32.0,Defensive rebound by T. Rozier,,50,76
255,3,4:19.0,Turnover by D. Bacon (back court),,50,76
256,3,4:19.0,,G. Niang enters the game for R. O'Neale,50,76
257,3,4:11.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,50,76
258,3,4:07.0,,Offensive rebound by G. Niang,50,76
259,3,4:01.0,,Turnover by R. Gobert (step out of bounds),50,76
260,3,3:48.0,T. Rozier makes 3-pt jump shot from 26 ft,,53,76
261,3,3:48.0,Instant Replay (Request: Ruling Stands),,53,76
262,3,3:32.0,,Personal foul by D. Bacon (drawn by J. Clarkson),53,76
263,3,3:32.0,,J. Clarkson misses free throw 1 of 2,53,76
264,3,3:32.0,,Offensive rebound by Team,53,76
265,3,3:32.0,,J. Clarkson makes free throw 2 of 2,53,77
266,3,3:18.0,M. Bridges makes 2-pt jump shot from 8 ft (assist by T. Rozier),,55,77
267,3,2:57.0,,J. Clarkson makes 2-pt layup from 3 ft (assist by R. Gobert),55,79
268,3,2:40.0,M. Bridges misses 3-pt jump shot from 25 ft,,55,79
269,3,2:36.0,,Defensive rebound by B. Bogdanović,55,79
270,3,2:35.0,,Turnover by B. Bogdanović (lost ball; steal by M. Bridges),55,79
271,3,2:31.0,C. Zeller misses 2-pt layup from 2 ft,,55,79
272,3,2:27.0,,Defensive rebound by E. Mudiay,55,79
273,3,2:24.0,,E. Mudiay makes 2-pt layup from 2 ft,55,81
274,3,2:20.0,Charlotte full timeout,,55,81
275,3,2:20.0,D. Graham enters the game for M. Bridges,,55,81
276,3,2:20.0,M. Monk enters the game for T. Rozier,,55,81
277,3,2:20.0,M. Williams enters the game for P. Washington,,55,81
278,3,2:20.0,,D. Mitchell enters the game for B. Bogdanović,55,81
279,3,2:06.0,Shooting foul by J. Clarkson (drawn by D. Bacon),,55,81
280,3,2:06.0,D. Bacon makes free throw 1 of 2,,56,81
281,3,2:06.0,,T. Bradley enters the game for R. Gobert,56,81
282,3,2:06.0,D. Bacon misses free throw 2 of 2,,56,81
283,3,2:04.0,,Defensive rebound by G. Niang,56,81
284,3,1:45.0,,J. Clarkson misses 2-pt layup from 3 ft,56,81
285,3,1:42.0,,Offensive rebound by T. Bradley,56,81
286,3,1:42.0,,G. Niang makes 3-pt jump shot from 23 ft (assist by T. Bradley),56,84
287,3,1:29.0,D. Bacon makes 2-pt jump shot from 5 ft,,58,84
288,3,1:12.0,,G. Niang misses 3-pt jump shot from 27 ft (block by M. Williams),58,84
289,3,1:08.0,Defensive rebound by D. Graham,,58,84
290,3,1:02.0,C. Zeller makes 2-pt layup from 5 ft (assist by D. Graham),,60,84
291,3,1:02.0,Shooting foul by T. Bradley (drawn by C. Zeller),,60,84
292,3,1:02.0,C. Zeller misses free throw 1 of 1,,60,84
293,3,1:01.0,,Defensive rebound by J. Clarkson,60,84
294,3,0:33.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by D. Mitchell),60,87
295,3,0:19.0,C. Zeller makes 2-pt dunk from 1 ft (assist by D. Graham),,62,87
296,3,0:04.0,,D. Mitchell misses 3-pt jump shot from 25 ft,62,87
297,3,0:03.0,Defensive rebound by Team,,62,87
298,3,0:00.0,D. Graham misses 3-pt jump shot from 38 ft,,62,87
299,3,0:00.0,Offensive rebound by Team,,62,87
300,4,11:48.0,,Turnover by T. Bradley (traveling),62,87
301,4,11:37.0,T. Rozier makes 2-pt layup from 3 ft,,64,87
302,4,11:37.0,Shooting foul by J. Clarkson (drawn by T. Rozier),,64,87
303,4,11:37.0,T. Rozier makes free throw 1 of 1,,65,87
304,4,11:18.0,,Turnover by J. Clarkson (bad pass; steal by M. Williams),65,87
305,4,11:14.0,M. Williams misses 3-pt jump shot from 24 ft,,65,87
306,4,11:10.0,,Defensive rebound by T. Bradley,65,87
307,4,11:01.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by E. Mudiay),65,90
308,4,10:39.0,C. Zeller misses 2-pt hook shot from 6 ft,,65,90
309,4,10:36.0,,Defensive rebound by E. Mudiay,65,90
310,4,10:32.0,,T. Bradley makes 2-pt layup from 2 ft (assist by E. Mudiay),65,92
311,4,10:22.0,Offensive foul by M. Williams (drawn by R. Tucker),,65,92
312,4,10:22.0,Turnover by M. Williams (offensive foul),,65,92
313,4,10:11.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by G. Niang),65,94
314,4,10:11.0,Charlotte full timeout,,65,94
315,4,10:11.0,N. Batum enters the game for D. Graham,,65,94
316,4,10:11.0,M. Bridges enters the game for M. Monk,,65,94
317,4,10:11.0,W. Hernangómez enters the game for M. Williams,,65,94
318,4,10:11.0,C. Martin enters the game for C. Zeller,,65,94
319,4,10:11.0,,E. Davis enters the game for T. Bradley,65,94
320,4,10:01.0,Offensive foul by M. Bridges (drawn by R. Tucker),,65,94
321,4,10:01.0,Turnover by M. Bridges (offensive foul),,65,94
322,4,9:47.0,,R. Tucker misses 2-pt jump shot from 13 ft,65,94
323,4,9:43.0,Defensive rebound by W. Hernangómez,,65,94
324,4,9:38.0,W. Hernangómez makes 2-pt jump shot from 23 ft (assist by T. Rozier),,67,94
325,4,9:21.0,,G. Niang makes 3-pt jump shot from 26 ft (assist by E. Mudiay),67,97
326,4,8:57.0,M. Bridges makes 2-pt jump shot from 6 ft,,69,97
327,4,8:41.0,,J. Clarkson makes 3-pt jump shot from 22 ft (assist by G. Niang),69,100
328,4,8:22.0,W. Hernangómez makes 2-pt jump shot from 8 ft,,71,100
329,4,8:21.0,,Utah full timeout,71,100
330,4,8:21.0,M. Kidd-Gilchrist enters the game for T. Rozier,,71,100
331,4,8:21.0,,J. Morgan enters the game for G. Niang,71,100
332,4,8:03.0,,J. Morgan misses 3-pt jump shot from 23 ft,71,100
333,4,8:00.0,Defensive rebound by W. Hernangómez,,71,100
334,4,7:55.0,N. Batum makes 3-pt jump shot from 27 ft (assist by C. Martin),,74,100
335,4,7:31.0,,E. Mudiay misses 3-pt jump shot from 25 ft,74,100
336,4,7:24.0,Defensive rebound by N. Batum,,74,100
337,4,7:13.0,M. Bridges misses 3-pt jump shot from 26 ft,,74,100
338,4,7:10.0,,Defensive rebound by J. Clarkson,74,100
339,4,6:58.0,,E. Davis misses 2-pt jump shot from 2 ft,74,100
340,4,6:58.0,Defensive rebound by W. Hernangómez,,74,100
341,4,6:58.0,Personal foul by E. Davis (drawn by W. Hernangómez),,74,100
342,4,6:44.0,W. Hernangómez makes 2-pt layup from 3 ft (assist by M. Kidd-Gilchrist),,76,100
343,4,6:29.0,,Turnover by E. Davis (3 sec),76,100
344,4,6:21.0,N. Batum misses 2-pt jump shot from 18 ft,,76,100
345,4,6:18.0,,Defensive rebound by E. Mudiay,76,100
346,4,6:15.0,,E. Mudiay misses 2-pt layup from 3 ft (block by M. Bridges),76,100
347,4,6:12.0,Defensive rebound by N. Batum,,76,100
348,4,6:08.0,C. Martin misses 3-pt jump shot from 26 ft,,76,100
349,4,6:04.0,,Defensive rebound by J. Clarkson,76,100
350,4,5:55.0,,J. Clarkson makes 2-pt jump shot from 9 ft,76,102
351,4,5:39.0,C. Martin misses 2-pt layup from 3 ft,,76,102
352,4,5:37.0,,Defensive rebound by E. Davis,76,102
353,4,5:21.0,,J. Clarkson makes 2-pt dunk from 1 ft,76,104
354,4,5:03.0,M. Kidd-Gilchrist makes 2-pt jump shot from 11 ft,,78,104
355,4,4:47.0,,J. Clarkson misses 3-pt jump shot from 23 ft,78,104
356,4,4:45.0,Defensive rebound by N. Batum,,78,104
357,4,4:35.0,Shooting foul by E. Davis (drawn by M. Bridges),,78,104
358,4,4:35.0,M. Bridges misses free throw 1 of 2,,78,104
359,4,4:35.0,Offensive rebound by Team,,78,104
360,4,4:35.0,,T. Bradley enters the game for J. Clarkson,78,104
361,4,4:35.0,,G. Niang enters the game for E. Davis,78,104
362,4,4:35.0,M. Bridges misses free throw 2 of 2,,78,104
363,4,4:34.0,,Defensive rebound by J. Morgan,78,104
364,4,4:17.0,,E. Mudiay misses 3-pt jump shot from 24 ft,78,104
365,4,4:13.0,Defensive rebound by W. Hernangómez,,78,104
366,4,4:01.0,W. Hernangómez makes 2-pt dunk from 3 ft (assist by M. Bridges),,80,104
367,4,3:46.0,,G. Niang misses 3-pt jump shot from 24 ft,80,104
368,4,3:43.0,Defensive rebound by M. Kidd-Gilchrist,,80,104
369,4,3:30.0,Turnover by W. Hernangómez (bad pass),,80,104
370,4,3:30.0,D. Bacon enters the game for M. Bridges,,80,104
371,4,3:19.0,,Shooting foul by N. Batum (drawn by T. Bradley),80,104
372,4,3:19.0,,T. Bradley makes free throw 1 of 2,80,105
373,4,3:19.0,,T. Bradley misses free throw 2 of 2,80,105
374,4,3:17.0,Defensive rebound by W. Hernangómez,,80,105
375,4,3:07.0,Turnover by C. Martin (bad pass),,80,105
376,4,2:54.0,,Offensive foul by R. Tucker (drawn by C. Martin),80,105
