,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PORTLAND_ACTION,BROOKLYN_SCORE,PORTLAND_SCORE
389,4,10:33.0,Offensive rebound by N. Claxton,,91,88
390,4,10:31.0,C. LeVert makes 3-pt jump shot from 26 ft (assist by N. Claxton),,94,88
391,4,10:18.0,,Personal foul by T. Prince (drawn by N. Little),94,88
392,4,10:10.0,,A. Simons makes 3-pt jump shot from 26 ft,94,91
393,4,10:01.0,S. Dinwiddie makes 2-pt layup from 2 ft,,96,91
394,4,10:00.0,,Portland full timeout,96,91
395,4,9:47.0,,A. Simons misses 2-pt jump shot from 13 ft,96,91
396,4,9:44.0,,Offensive rebound by N. Little,96,91
397,4,9:42.0,,C. McCollum misses 3-pt jump shot from 24 ft,96,91
398,4,9:42.0,,Offensive rebound by H. Whiteside,96,91
399,4,9:36.0,,H. Whiteside misses 2-pt layup from 1 ft,96,91
400,4,9:35.0,Defensive rebound by C. LeVert,,96,91
401,4,9:16.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,96,91
402,4,9:14.0,Offensive rebound by N. Claxton,,96,91
403,4,9:12.0,N. Claxton misses 2-pt layup from 3 ft,,96,91
404,4,9:12.0,Offensive rebound by N. Claxton,,96,91
405,4,9:10.0,N. Claxton misses 2-pt layup from 1 ft,,96,91
406,4,9:10.0,Offensive rebound by Team,,96,91
407,4,9:10.0,,Loose ball foul by C. McCollum (drawn by N. Claxton),96,91
408,4,9:10.0,K. Irving enters the game for S. Dinwiddie,,96,91
409,4,9:10.0,,D. Lillard enters the game for G. Trent,96,91
410,4,9:05.0,G. Temple misses 3-pt jump shot from 25 ft,,96,91
411,4,9:01.0,,Defensive rebound by C. McCollum,96,91
412,4,8:57.0,,Personal foul by N. Claxton (drawn by H. Whiteside),96,91
413,4,8:48.0,,D. Lillard makes 2-pt jump shot from 13 ft,96,93
414,4,8:31.0,K. Irving misses 2-pt jump shot from 19 ft,,96,93
415,4,8:28.0,,Defensive rebound by C. McCollum,96,93
416,4,8:23.0,,C. McCollum makes 2-pt layup at rim,96,95
417,4,8:08.0,N. Claxton makes 2-pt layup from 2 ft (assist by C. LeVert),,98,95
418,4,7:54.0,,D. Lillard makes 2-pt layup from 1 ft,98,97
419,4,7:42.0,T. Prince misses 3-pt jump shot from 30 ft,,98,97
420,4,7:40.0,,Defensive rebound by H. Whiteside,98,97
421,4,7:31.0,,D. Lillard makes 2-pt layup from 1 ft,98,99
422,4,7:31.0,Brooklyn full timeout,,98,99
423,4,7:31.0,J. Allen enters the game for N. Claxton,,98,99
424,4,7:31.0,J. Harris enters the game for G. Temple,,98,99
425,4,7:17.0,J. Harris misses 2-pt layup from 2 ft,,98,99
426,4,7:16.0,,Defensive rebound by A. Simons,98,99
427,4,7:08.0,,D. Lillard misses 3-pt jump shot from 26 ft,98,99
428,4,7:06.0,Defensive rebound by T. Prince,,98,99
429,4,6:49.0,C. LeVert misses 3-pt jump shot from 27 ft,,98,99
430,4,6:44.0,,Defensive rebound by C. McCollum,98,99
431,4,6:39.0,,C. McCollum makes 2-pt jump shot from 11 ft,98,101
432,4,6:25.0,K. Irving misses 2-pt layup from 2 ft,,98,101
433,4,6:24.0,Offensive rebound by J. Allen,,98,101
434,4,6:23.0,J. Allen misses 2-pt hook shot at rim (block by H. Whiteside),,98,101
435,4,6:23.0,Offensive rebound by Team,,98,101
436,4,6:23.0,S. Dinwiddie enters the game for T. Prince,,98,101
437,4,6:16.0,K. Irving misses 2-pt jump shot from 12 ft,,98,101
438,4,6:13.0,,Defensive rebound by H. Whiteside,98,101
439,4,6:04.0,,Turnover by D. Lillard (bad pass; steal by S. Dinwiddie),98,101
440,4,6:00.0,Turnover by C. LeVert (bad pass),,98,101
441,4,5:45.0,,N. Little makes 2-pt dunk from 1 ft (assist by H. Whiteside),98,103
442,4,5:19.0,S. Dinwiddie makes 2-pt layup from 2 ft,,100,103
443,4,5:01.0,,Personal foul by C. LeVert (drawn by H. Whiteside),100,103
444,4,4:56.0,,D. Lillard misses 2-pt layup from 2 ft (block by J. Allen),100,103
445,4,4:56.0,,Offensive rebound by Team,100,103
446,4,4:49.0,,D. Lillard misses 2-pt jump shot from 14 ft,100,103
447,4,4:47.0,Defensive rebound by J. Allen,,100,103
448,4,4:41.0,J. Harris makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,103,103
449,4,4:19.0,,A. Simons misses 2-pt jump shot from 12 ft,103,103
450,4,4:16.0,Defensive rebound by J. Allen,,103,103
451,4,4:10.0,J. Harris misses 2-pt layup from 1 ft (block by H. Whiteside),,103,103
452,4,4:10.0,Offensive rebound by Team,,103,103
453,4,4:10.0,Brooklyn full timeout,,103,103
454,4,4:04.0,J. Harris makes 3-pt jump shot from 26 ft (assist by K. Irving),,106,103
455,4,3:46.0,,A. Simons makes 2-pt layup from 1 ft (assist by D. Lillard),106,105
456,4,3:29.0,K. Irving makes 2-pt layup from 1 ft,,108,105
457,4,3:29.0,Shooting foul by N. Little (drawn by K. Irving),,108,105
458,4,3:29.0,,Portland full timeout,108,105
459,4,3:29.0,,Instant Replay (Challenge: Stands),108,105
460,4,3:29.0,K. Irving makes free throw 1 of 1,,109,105
461,4,3:05.0,,H. Whiteside misses 2-pt hook shot from 5 ft,109,105
462,4,3:00.0,Defensive rebound by C. LeVert,,109,105
463,4,2:44.0,Shooting foul by N. Little (drawn by S. Dinwiddie),,109,105
464,4,2:44.0,S. Dinwiddie misses free throw 1 of 2,,109,105
465,4,2:44.0,Offensive rebound by Team,,109,105
466,4,2:44.0,,K. Bazemore enters the game for N. Little,109,105
467,4,2:44.0,S. Dinwiddie makes free throw 2 of 2,,110,105
468,4,2:30.0,,A. Simons misses 3-pt jump shot from 26 ft (block by K. Irving),110,105
469,4,2:26.0,Defensive rebound by C. LeVert,,110,105
470,4,2:15.0,J. Allen makes 2-pt dunk from 2 ft (assist by C. LeVert),,112,105
471,4,2:03.0,,D. Lillard misses 3-pt jump shot from 25 ft,112,105
472,4,2:00.0,Defensive rebound by S. Dinwiddie,,112,105
473,4,1:41.0,K. Irving makes 3-pt jump shot from 26 ft (assist by C. LeVert),,115,105
474,4,1:41.0,,Portland full timeout,115,105
475,4,1:40.0,,D. Lillard makes 2-pt jump shot from 10 ft (assist by K. Bazemore),115,107
476,4,1:40.0,,Shooting foul by K. Irving (drawn by D. Lillard),115,107
477,4,1:40.0,,D. Lillard makes free throw 1 of 1,115,108
478,4,1:17.0,C. LeVert misses 2-pt jump shot from 15 ft,,115,108
479,4,1:13.0,,Defensive rebound by D. Lillard,115,108
480,4,1:07.0,,Shooting foul by J. Allen (drawn by D. Lillard),115,108
481,4,1:07.0,,D. Lillard makes free throw 1 of 2,115,109
482,4,1:07.0,,D. Lillard makes free throw 2 of 2,115,110
483,4,0:46.0,J. Harris misses 2-pt jump shot from 7 ft (block by A. Simons),,115,110
484,4,0:44.0,,Defensive rebound by H. Whiteside,115,110
485,4,0:40.0,,Shooting foul by C. LeVert (drawn by D. Lillard),115,110
486,4,0:40.0,,D. Lillard makes free throw 1 of 2,115,111
487,4,0:40.0,,D. Lillard makes free throw 2 of 2,115,112
488,4,0:40.0,Brooklyn full timeout,,115,112
489,4,0:17.0,K. Irving makes 2-pt jump shot from 9 ft,,117,112
490,4,0:11.0,,D. Lillard misses 3-pt jump shot from 27 ft,117,112
491,4,0:10.0,Defensive rebound by Team,,117,112
492,4,0:10.0,G. Temple enters the game for J. Allen,,117,112
493,4,0:10.0,,M. Hezonja enters the game for H. Whiteside,117,112
494,4,0:10.0,Brooklyn full timeout,,117,112
495,4,0:05.0,Personal take foul by M. Hezonja (drawn by J. Harris),,117,112
496,4,0:05.0,J. Harris makes free throw 1 of 2,,118,112
497,4,0:05.0,J. Harris makes free throw 2 of 2,,119,112
498,4,0:00.0,,D. Lillard makes 3-pt jump shot from 33 ft,119,115
499,4,0:00.0,,Instant Replay (Request: Ruling Stands),119,115
