,QUARTER,TIME_REMAINING,DALLAS_ACTION,INDIANA_ACTION,DALLAS_SCORE,INDIANA_SCORE
106,2,9:29.0,,T. McConnell misses 2-pt jump shot from 12 ft,30,28
107,2,9:27.0,Defensive rebound by W. Cauley-Stein,,30,28
108,2,9:21.0,D. Wright misses 2-pt layup from 3 ft,,30,28
109,2,9:21.0,Offensive rebound by Team,,30,28
110,2,9:21.0,,Loose ball foul by D. McDermott (drawn by W. Cauley-Stein),30,28
111,2,9:08.0,J. Barea misses 3-pt jump shot from 28 ft,,30,28
112,2,9:05.0,,Defensive rebound by D. Sabonis,30,28
113,2,8:58.0,,J. Holiday makes 3-pt jump shot from 27 ft (assist by D. Sabonis),30,31
114,2,8:45.0,R. Broekhoff misses 3-pt jump shot from 27 ft,,30,31
115,2,8:42.0,,Defensive rebound by T. McConnell,30,31
116,2,8:39.0,,D. McDermott makes 2-pt layup from 4 ft (assist by T. McConnell),30,33
117,2,8:38.0,Dallas full timeout,,30,33
118,2,8:16.0,J. Jackson misses 2-pt jump shot from 11 ft,,30,33
119,2,8:14.0,,Defensive rebound by D. Sabonis,30,33
120,2,8:00.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by T. McConnell),30,35
121,2,7:46.0,J. Jackson makes 2-pt jump shot from 14 ft,,32,35
122,2,7:27.0,,A. Holiday makes 2-pt jump shot from 7 ft (assist by D. Sabonis),32,37
123,2,7:10.0,D. Wright misses 2-pt jump shot from 12 ft,,32,37
124,2,7:08.0,,Defensive rebound by T. McConnell,32,37
125,2,7:06.0,,Personal take foul by J. Barea (drawn by T. McConnell),32,37
126,2,7:06.0,J. Brunson enters the game for J. Barea,,32,37
127,2,7:06.0,D. Finney-Smith enters the game for R. Broekhoff,,32,37
128,2,7:06.0,K. Porziņģis enters the game for W. Cauley-Stein,,32,37
129,2,6:50.0,,D. Sabonis makes 2-pt dunk from 1 ft,32,39
130,2,6:29.0,J. Brunson misses 2-pt jump shot from 7 ft,,32,39
131,2,6:27.0,,Defensive rebound by D. Sabonis,32,39
132,2,6:24.0,,Turnover by D. Sabonis (bad pass; steal by K. Porziņģis),32,39
133,2,6:22.0,J. Brunson makes 2-pt jump shot from 6 ft,,34,39
134,2,6:14.0,,D. Sabonis misses 3-pt jump shot from 25 ft,34,39
135,2,6:09.0,,Offensive rebound by J. Holiday,34,39
136,2,6:02.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by D. McDermott),34,41
137,2,6:02.0,,Shooting foul by K. Porziņģis (drawn by D. Sabonis),34,41
138,2,6:02.0,T. Hardaway enters the game for J. Jackson,,34,41
139,2,6:02.0,M. Kleber enters the game for D. Wright,,34,41
140,2,6:02.0,,D. Sabonis makes free throw 1 of 1,34,42
141,2,5:48.0,K. Porziņģis makes 3-pt jump shot from 28 ft (assist by J. Brunson),,37,42
142,2,5:26.0,,D. McDermott makes 2-pt jump shot from 19 ft (assist by D. Sabonis),37,44
143,2,5:11.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by J. Brunson),,40,44
144,2,4:59.0,,Indiana full timeout,40,44
145,2,4:59.0,,M. Brogdon enters the game for A. Holiday,40,44
146,2,4:59.0,,J. Lamb enters the game for T. McConnell,40,44
147,2,4:44.0,,D. McDermott makes 2-pt jump shot from 9 ft (assist by J. Holiday),40,46
148,2,4:30.0,T. Hardaway misses 2-pt jump shot from 14 ft,,40,46
149,2,4:27.0,Offensive rebound by K. Porziņģis,,40,46
150,2,4:26.0,Shooting foul by D. Sabonis (drawn by K. Porziņģis),,40,46
151,2,4:26.0,K. Porziņģis makes free throw 1 of 2,,41,46
152,2,4:26.0,,V. Oladipo enters the game for J. Holiday,41,46
153,2,4:26.0,,M. Turner enters the game for D. McDermott,41,46
154,2,4:26.0,K. Porziņģis makes free throw 2 of 2,,42,46
155,2,4:02.0,,J. Lamb makes 2-pt jump shot from 18 ft (assist by D. Sabonis),42,48
156,2,3:41.0,Shooting foul by J. Lamb (drawn by D. Finney-Smith),,42,48
157,2,3:41.0,D. Finney-Smith makes free throw 1 of 2,,43,48
158,2,3:41.0,D. Finney-Smith makes free throw 2 of 2,,44,48
159,2,3:24.0,,V. Oladipo makes 2-pt jump shot from 17 ft (assist by D. Sabonis),44,50
160,2,3:12.0,J. Brunson misses 2-pt jump shot from 15 ft,,44,50
161,2,3:09.0,Offensive rebound by M. Kleber,,44,50
162,2,3:08.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by M. Kleber),,47,50
163,2,2:57.0,,M. Turner misses 3-pt jump shot from 27 ft,47,50
164,2,2:55.0,Defensive rebound by J. Brunson,,47,50
165,2,2:49.0,Shooting foul by M. Brogdon (drawn by J. Brunson),,47,50
166,2,2:49.0,J. Brunson makes free throw 1 of 2,,48,50
167,2,2:49.0,,J. Holiday enters the game for D. Sabonis,48,50
168,2,2:49.0,J. Brunson misses free throw 2 of 2,,48,50
169,2,2:47.0,,Defensive rebound by J. Lamb,48,50
170,2,2:33.0,,M. Brogdon misses 3-pt jump shot from 26 ft,48,50
171,2,2:29.0,,Offensive rebound by M. Brogdon,48,50
172,2,2:19.0,,M. Brogdon makes 3-pt jump shot from 27 ft,48,53
173,2,1:56.0,T. Hardaway makes 2-pt jump shot from 9 ft,,50,53
174,2,1:34.0,,V. Oladipo misses 3-pt jump shot from 28 ft,50,53
175,2,1:30.0,Defensive rebound by D. Finney-Smith,,50,53
176,2,1:23.0,M. Kleber misses 3-pt jump shot from 25 ft,,50,53
177,2,1:20.0,,Defensive rebound by M. Brogdon,50,53
178,2,1:13.0,,M. Brogdon makes 2-pt layup from 1 ft,50,55
179,2,0:54.0,T. Hardaway misses 2-pt jump shot from 18 ft (block by J. Lamb),,50,55
180,2,0:51.0,Offensive rebound by T. Hardaway,,50,55
181,2,0:50.0,Shooting foul by J. Lamb (drawn by T. Hardaway),,50,55
182,2,0:50.0,T. Hardaway makes free throw 1 of 3,,51,55
183,2,0:50.0,T. Hardaway makes free throw 2 of 3,,52,55
184,2,0:50.0,T. Hardaway makes free throw 3 of 3,,53,55
185,2,0:26.0,,J. Holiday misses 3-pt jump shot from 37 ft,53,55
186,2,0:24.0,Defensive rebound by D. Finney-Smith,,53,55
187,2,0:02.0,K. Porziņģis misses 2-pt layup from 4 ft,,53,55
188,2,0:00.0,,Defensive rebound by J. Lamb,53,55
189,2,0:00.0,,V. Oladipo misses 3-pt jump shot from 39 ft,53,55
190,2,0:00.0,,Offensive rebound by Team,53,55
191,3,11:48.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by M. Brogdon),53,57
192,3,11:28.0,K. Porziņģis makes 2-pt jump shot from 18 ft (assist by T. Hardaway),,55,57
193,3,11:16.0,,M. Brogdon misses 2-pt layup from 1 ft,55,57
194,3,11:14.0,Defensive rebound by M. Kleber,,55,57
195,3,11:12.0,Turnover by J. Brunson (lost ball; steal by A. Holiday),,55,57
196,3,11:10.0,,A. Holiday misses 2-pt layup from 2 ft,55,57
197,3,11:10.0,,Offensive rebound by Team,55,57
198,3,11:01.0,,Shooting foul by T. Hardaway (drawn by J. Lamb),55,57
199,3,11:01.0,,J. Lamb misses free throw 1 of 2,55,57
200,3,11:01.0,,Offensive rebound by Team,55,57
201,3,11:01.0,,J. Lamb misses free throw 2 of 2,55,57
202,3,11:00.0,Defensive rebound by K. Porziņģis,,55,57
203,3,10:45.0,K. Porziņģis misses 2-pt jump shot from 9 ft (block by M. Turner),,55,57
204,3,10:45.0,Offensive rebound by Team,,55,57
205,3,10:43.0,T. Hardaway misses 3-pt jump shot from 28 ft,,55,57
206,3,10:40.0,,Defensive rebound by D. Sabonis,55,57
207,3,10:21.0,,A. Holiday misses 2-pt jump shot from 6 ft,55,57
208,3,10:19.0,Defensive rebound by M. Kleber,,55,57
209,3,10:08.0,Turnover by J. Brunson (lost ball; steal by D. Sabonis),,55,57
210,3,10:02.0,,A. Holiday misses 3-pt jump shot from 27 ft,55,57
211,3,9:59.0,Defensive rebound by M. Kleber,,55,57
212,3,9:46.0,Shooting foul by M. Turner (drawn by K. Porziņģis),,55,57
213,3,9:46.0,K. Porziņģis makes free throw 1 of 2,,56,57
214,3,9:46.0,K. Porziņģis makes free throw 2 of 2,,57,57
215,3,9:37.0,,Personal foul by D. Finney-Smith (drawn by D. Sabonis),57,57
216,3,9:30.0,,M. Brogdon misses 2-pt jump shot from 19 ft,57,57
217,3,9:28.0,Defensive rebound by D. Finney-Smith,,57,57
218,3,9:20.0,T. Hardaway makes 3-pt jump shot from 28 ft (assist by D. Finney-Smith),,60,57
219,3,9:10.0,,Offensive foul by J. Lamb (drawn by T. Hardaway),60,57
220,3,9:10.0,,Turnover by J. Lamb (offensive foul),60,57
221,3,8:57.0,Turnover by T. Hardaway (bad pass; steal by J. Lamb),,60,57
222,3,8:52.0,,J. Lamb makes 2-pt layup from 1 ft,60,59
223,3,8:41.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,60,59
224,3,8:38.0,,Defensive rebound by M. Turner,60,59
225,3,8:27.0,,M. Turner misses 3-pt jump shot from 28 ft,60,59
226,3,8:24.0,Defensive rebound by K. Porziņģis,,60,59
227,3,8:18.0,J. Brunson makes 2-pt layup from 2 ft,,62,59
228,3,7:57.0,,M. Brogdon misses 2-pt layup from 1 ft,62,59
229,3,7:56.0,Defensive rebound by K. Porziņģis,,62,59
230,3,7:45.0,T. Hardaway misses 3-pt jump shot from 27 ft,,62,59
231,3,7:42.0,,Defensive rebound by A. Holiday,62,59
232,3,7:33.0,,Indiana full timeout,62,59
233,3,7:33.0,R. Broekhoff enters the game for D. Finney-Smith,,62,59
234,3,7:24.0,,J. Lamb makes 2-pt jump shot from 13 ft (assist by A. Holiday),62,61
235,3,7:02.0,Shooting foul by M. Turner (drawn by K. Porziņģis),,62,61
236,3,7:02.0,Technical foul by M. Turner,,62,61
237,3,7:02.0,K. Porziņģis makes technical free throw,,63,61
238,3,7:02.0,K. Porziņģis makes free throw 1 of 2,,64,61
239,3,7:02.0,K. Porziņģis makes free throw 2 of 2,,65,61
240,3,6:45.0,,Turnover by D. Sabonis (bad pass; steal by R. Broekhoff),65,61
241,3,6:35.0,T. Hardaway misses 2-pt jump shot from 15 ft,,65,61
242,3,6:31.0,Offensive rebound by K. Porziņģis,,65,61
243,3,6:31.0,K. Porziņģis makes 2-pt layup from 1 ft,,67,61
244,3,6:17.0,,M. Turner makes 3-pt jump shot from 24 ft (assist by J. Lamb),67,64
245,3,6:00.0,T. Hardaway misses 2-pt layup from 3 ft,,67,64
246,3,5:59.0,,Defensive rebound by D. Sabonis,67,64
247,3,5:55.0,,Personal take foul by M. Kleber (drawn by M. Brogdon),67,64
248,3,5:55.0,D. Finney-Smith enters the game for J. Brunson,,67,64
249,3,5:55.0,D. Wright enters the game for T. Hardaway,,67,64
250,3,5:55.0,,V. Oladipo enters the game for A. Holiday,67,64
251,3,5:51.0,,Turnover by M. Turner (bad pass; steal by R. Broekhoff),67,64
252,3,5:40.0,Turnover by M. Kleber (bad pass),,67,64
253,3,5:26.0,,Personal foul by R. Broekhoff (drawn by D. Sabonis),67,64
254,3,5:15.0,,D. Sabonis makes 2-pt layup from 3 ft (assist by V. Oladipo),67,66
255,3,5:03.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by D. Wright),,70,66
256,3,4:48.0,,M. Brogdon makes 2-pt jump shot from 18 ft,70,68
257,3,4:26.0,D. Wright makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),,73,68
258,3,4:09.0,,V. Oladipo misses 3-pt jump shot from 28 ft,73,68
259,3,4:07.0,Defensive rebound by Team,,73,68
260,3,4:07.0,,J. Holiday enters the game for D. Sabonis,73,68
261,3,3:55.0,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by D. Wright),,76,68
262,3,3:40.0,,V. Oladipo misses 2-pt jump shot from 16 ft,76,68
263,3,3:38.0,Defensive rebound by M. Kleber,,76,68
264,3,3:38.0,Dallas full timeout,,76,68
265,3,3:38.0,J. Jackson enters the game for K. Porziņģis,,76,68
266,3,3:25.0,M. Kleber misses 3-pt jump shot from 27 ft,,76,68
267,3,3:22.0,,Defensive rebound by J. Holiday,76,68
268,3,3:04.0,,V. Oladipo misses 2-pt jump shot from 12 ft,76,68
269,3,3:01.0,Defensive rebound by D. Wright,,76,68
270,3,2:49.0,Turnover by D. Finney-Smith (bad pass; steal by J. Holiday),,76,68
271,3,2:46.0,,J. Holiday makes 2-pt dunk at rim,76,70
272,3,2:35.0,D. Wright misses 2-pt layup from 2 ft (block by M. Turner),,76,70
273,3,2:31.0,Offensive rebound by M. Kleber,,76,70
274,3,2:31.0,M. Kleber misses 2-pt layup from 1 ft (block by M. Brogdon),,76,70
275,3,2:29.0,,Defensive rebound by M. Brogdon,76,70
276,3,2:28.0,,M. Brogdon misses 2-pt layup from 3 ft (block by D. Finney-Smith),76,70
277,3,2:26.0,,Offensive rebound by J. Lamb,76,70
278,3,2:26.0,,J. Lamb misses 2-pt layup at rim,76,70
279,3,2:24.0,Defensive rebound by R. Broekhoff,,76,70
280,3,2:09.0,M. Kleber misses 3-pt jump shot from 29 ft,,76,70
281,3,2:06.0,,Defensive rebound by M. Turner,76,70
282,3,1:45.0,,J. Lamb misses 3-pt jump shot from 29 ft,76,70
283,3,1:41.0,,Offensive rebound by M. Turner,76,70
284,3,1:40.0,,Shooting foul by D. Finney-Smith (drawn by M. Turner),76,70
285,3,1:40.0,,Instant Replay (Request: Ruling Stands),76,70
286,3,1:40.0,,M. Turner makes free throw 1 of 2,76,71
287,3,1:40.0,T. Hardaway enters the game for D. Finney-Smith,,76,71
288,3,1:40.0,K. Porziņģis enters the game for M. Kleber,,76,71
289,3,1:40.0,,T. McConnell enters the game for M. Brogdon,76,71
290,3,1:40.0,,D. McDermott enters the game for J. Lamb,76,71
291,3,1:40.0,,M. Turner makes free throw 2 of 2,76,72
292,3,1:24.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,76,72
293,3,1:22.0,,Defensive rebound by T. McConnell,76,72
294,3,1:12.0,,T. McConnell misses 3-pt jump shot from 22 ft,76,72
295,3,1:09.0,Defensive rebound by K. Porziņģis,,76,72
296,3,0:56.0,K. Porziņģis makes 2-pt layup from 2 ft (assist by T. Hardaway),,78,72
297,3,0:56.0,Shooting foul by V. Oladipo (drawn by K. Porziņģis),,78,72
298,3,0:56.0,K. Porziņģis makes free throw 1 of 1,,79,72
299,3,0:38.0,,V. Oladipo misses 3-pt jump shot from 30 ft,79,72
300,3,0:35.0,,Offensive rebound by T. McConnell,79,72
301,3,0:28.0,,V. Oladipo makes 2-pt layup from 1 ft,79,74
302,3,0:08.0,T. Hardaway makes 3-pt jump shot from 27 ft,,82,74
303,3,0:05.0,,V. Oladipo makes 3-pt jump shot from 34 ft,82,77
304,3,0:00.0,R. Broekhoff misses 3-pt jump shot from 26 ft,,82,77
305,3,0:00.0,Offensive rebound by Team,,82,77
306,4,11:45.0,J. Jackson makes 2-pt jump shot from 3 ft,,84,77
307,4,11:20.0,,T. McConnell makes 2-pt layup from 1 ft (assist by A. Holiday),84,79
308,4,11:05.0,R. Broekhoff misses 3-pt jump shot from 24 ft,,84,79
309,4,11:02.0,,Defensive rebound by T. McConnell,84,79
310,4,10:57.0,,T. McConnell makes 2-pt layup from 1 ft,84,81
311,4,10:46.0,D. Wright makes 3-pt jump shot from 26 ft,,87,81
312,4,10:24.0,,Shooting foul by K. Porziņģis (drawn by D. Sabonis),87,81
313,4,10:24.0,,D. Sabonis makes free throw 1 of 2,87,82
314,4,10:24.0,,D. Sabonis makes free throw 2 of 2,87,83
315,4,10:11.0,K. Porziņģis misses 3-pt jump shot from 29 ft,,87,83
316,4,10:08.0,Offensive rebound by D. Wright,,87,83
317,4,10:06.0,R. Broekhoff misses 3-pt jump shot from 27 ft,,87,83
318,4,10:03.0,Offensive rebound by D. Wright,,87,83
319,4,10:00.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Wright),,90,83
320,4,9:45.0,,Personal foul by R. Broekhoff (drawn by J. Holiday),90,83
321,4,9:45.0,M. Kleber enters the game for K. Porziņģis,,90,83
322,4,9:36.0,,D. Sabonis misses 2-pt layup from 2 ft,90,83
323,4,9:34.0,Defensive rebound by T. Hardaway,,90,83
324,4,9:29.0,J. Jackson makes 2-pt layup from 1 ft (assist by R. Broekhoff),,92,83
325,4,9:28.0,,Indiana full timeout,92,83
326,4,9:28.0,J. Brunson enters the game for T. Hardaway,,92,83
327,4,9:17.0,,A. Holiday misses 3-pt jump shot from 23 ft,92,83
328,4,9:14.0,Defensive rebound by R. Broekhoff,,92,83
329,4,9:07.0,J. Jackson misses 3-pt jump shot from 27 ft,,92,83
330,4,9:04.0,,Defensive rebound by D. Sabonis,92,83
331,4,8:54.0,,D. McDermott makes 2-pt layup from 1 ft (assist by D. Sabonis),92,85
332,4,8:35.0,J. Jackson misses 2-pt jump shot from 13 ft,,92,85
333,4,8:33.0,,Defensive rebound by D. Sabonis,92,85
334,4,8:25.0,,D. Sabonis misses 2-pt layup from 3 ft,92,85
335,4,8:24.0,,Offensive rebound by D. Sabonis,92,85
336,4,8:22.0,,D. Sabonis misses 2-pt hook shot from 3 ft,92,85
337,4,8:21.0,,Offensive rebound by Team,92,85
338,4,8:21.0,D. Finney-Smith enters the game for J. Jackson,,92,85
339,4,8:12.0,,D. McDermott makes 2-pt layup from 3 ft (assist by D. Sabonis),92,87
340,4,8:12.0,Violation by Team (def goaltending),,92,87
341,4,7:59.0,J. Brunson misses 2-pt jump shot from 19 ft,,92,87
342,4,7:55.0,Offensive rebound by M. Kleber,,92,87
343,4,7:51.0,D. Finney-Smith misses 2-pt jump shot from 18 ft,,92,87
344,4,7:48.0,,Defensive rebound by D. Sabonis,92,87
345,4,7:38.0,,D. McDermott misses 2-pt jump shot from 6 ft,92,87
346,4,7:35.0,Defensive rebound by D. Wright,,92,87
347,4,7:22.0,M. Kleber makes 3-pt jump shot from 28 ft (assist by D. Wright),,95,87
348,4,6:57.0,,A. Holiday makes 2-pt layup from 2 ft,95,89
349,4,6:37.0,D. Finney-Smith makes 2-pt layup from 2 ft,,97,89
350,4,6:36.0,,Technical foul by D. Finney-Smith,97,89
351,4,6:36.0,,D. McDermott makes technical free throw,97,90
352,4,6:36.0,T. Hardaway enters the game for R. Broekhoff,,97,90
353,4,6:36.0,K. Porziņģis enters the game for M. Kleber,,97,90
354,4,6:36.0,,M. Brogdon enters the game for A. Holiday,97,90
355,4,6:36.0,,V. Oladipo enters the game for T. McConnell,97,90
356,4,6:21.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by D. McDermott),97,92
357,4,6:06.0,D. Finney-Smith misses 2-pt layup from 3 ft,,97,92
358,4,6:04.0,Offensive rebound by D. Finney-Smith,,97,92
359,4,6:03.0,D. Finney-Smith misses 2-pt layup from 1 ft (block by V. Oladipo),,97,92
360,4,6:01.0,Offensive rebound by D. Finney-Smith,,97,92
361,4,6:00.0,Turnover by D. Finney-Smith (bad pass; steal by J. Holiday),,97,92
362,4,5:59.0,,Shooting foul by D. Wright (drawn by J. Holiday),97,92
363,4,5:59.0,,J. Holiday makes free throw 1 of 2,97,93
364,4,5:59.0,Dallas full timeout,,97,93
365,4,5:59.0,,J. Holiday misses free throw 2 of 2,97,93
366,4,5:58.0,Defensive rebound by K. Porziņģis,,97,93
367,4,5:45.0,Shooting foul by M. Brogdon (drawn by K. Porziņģis),,97,93
368,4,5:45.0,K. Porziņģis makes free throw 1 of 2,,98,93
369,4,5:45.0,K. Porziņģis makes free throw 2 of 2,,99,93
370,4,5:33.0,,M. Brogdon misses 3-pt jump shot from 28 ft,99,93
