,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MIAMI_ACTION,MILWAUKEE_SCORE,MIAMI_SCORE
88,1,1:29.0,G. Hill misses 2-pt jump shot from 2 ft,,24,28
89,1,1:26.0,,Defensive rebound by A. Iguodala,24,28
90,1,1:25.0,,K. Nunn misses 2-pt layup from 2 ft (block by D. DiVincenzo),24,28
91,1,1:25.0,Defensive rebound by Team,,24,28
92,1,1:14.0,Turnover by K. Middleton (bad pass),,24,28
93,1,1:04.0,,G. Dragić misses 2-pt layup from 2 ft,24,28
94,1,1:02.0,Defensive rebound by K. Middleton,,24,28
95,1,0:59.0,G. Hill misses 3-pt jump shot from 25 ft,,24,28
96,1,0:59.0,,Defensive rebound by K. Nunn,24,28
97,1,0:43.0,,G. Dragić misses 2-pt jump shot from 7 ft,24,28
98,1,0:40.0,Defensive rebound by K. Middleton,,24,28
99,1,0:33.0,K. Middleton misses 3-pt jump shot from 26 ft,,24,28
100,1,0:31.0,,Defensive rebound by J. Crowder,24,28
101,1,0:14.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by K. Olynyk),24,31
102,1,0:03.0,G. Hill makes 2-pt layup from 3 ft,,26,31
103,1,0:00.0,,G. Dragić misses 3-pt jump shot from 31 ft,26,31
104,1,0:00.0,,Offensive rebound by Team,26,31
105,2,11:49.0,,Personal foul by B. Lopez (drawn by G. Dragić),26,31
106,2,11:35.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by K. Olynyk),26,34
107,2,11:19.0,Turnover by G. Antetokounmpo (bad pass; steal by K. Olynyk),,26,34
108,2,11:09.0,,J. Crowder misses 3-pt jump shot from 26 ft,26,34
109,2,11:06.0,Defensive rebound by P. Connaughton,,26,34
110,2,10:48.0,B. Lopez misses 3-pt jump shot from 25 ft,,26,34
111,2,10:46.0,,Defensive rebound by A. Iguodala,26,34
112,2,10:40.0,,Turnover by K. Olynyk (bad pass; steal by G. Antetokounmpo),26,34
113,2,10:40.0,Personal foul by K. Olynyk (drawn by G. Antetokounmpo),,26,34
114,2,10:40.0,E. Bledsoe enters the game for G. Hill,,26,34
115,2,10:40.0,D. DiVincenzo enters the game for K. Middleton,,26,34
116,2,10:26.0,B. Lopez misses 2-pt jump shot from 11 ft,,26,34
117,2,10:23.0,,Defensive rebound by A. Iguodala,26,34
118,2,10:18.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by A. Iguodala),26,37
119,2,10:18.0,Milwaukee full timeout,,26,37
120,2,10:06.0,B. Lopez makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,28,37
121,2,10:06.0,Shooting foul by J. Crowder (drawn by B. Lopez),,28,37
122,2,10:06.0,B. Lopez misses free throw 1 of 1,,28,37
123,2,10:03.0,,Defensive rebound by G. Dragić,28,37
124,2,9:50.0,,Offensive foul by J. Crowder (drawn by G. Antetokounmpo),28,37
125,2,9:50.0,,Turnover by J. Crowder (offensive foul),28,37
126,2,9:46.0,Offensive foul by B. Lopez (drawn by G. Dragić),,28,37
127,2,9:46.0,Turnover by B. Lopez (offensive foul),,28,37
128,2,9:33.0,,D. Robinson misses 3-pt jump shot from 25 ft (block by P. Connaughton),28,37
129,2,9:30.0,Defensive rebound by G. Antetokounmpo,,28,37
130,2,9:27.0,Offensive foul by E. Bledsoe (drawn by G. Dragić),,28,37
131,2,9:27.0,Turnover by E. Bledsoe (offensive foul),,28,37
132,2,9:27.0,E. İlyasova enters the game for B. Lopez,,28,37
133,2,9:16.0,,A. Iguodala makes 3-pt jump shot from 25 ft (assist by G. Dragić),28,40
134,2,9:03.0,P. Connaughton makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,30,40
135,2,8:45.0,,Turnover by A. Iguodala (traveling),30,40
136,2,8:33.0,P. Connaughton misses 3-pt jump shot from 26 ft,,30,40
137,2,8:33.0,Offensive rebound by E. İlyasova,,30,40
138,2,8:33.0,Shooting foul by D. Robinson (drawn by E. İlyasova),,30,40
139,2,8:33.0,E. İlyasova misses free throw 1 of 2,,30,40
140,2,8:33.0,Offensive rebound by Team,,30,40
141,2,8:33.0,,B. Adebayo enters the game for K. Olynyk,30,40
142,2,8:33.0,E. İlyasova makes free throw 2 of 2,,31,40
143,2,8:13.0,,A. Iguodala misses 3-pt jump shot from 23 ft,31,40
144,2,8:10.0,Defensive rebound by D. DiVincenzo,,31,40
145,2,8:03.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by D. DiVincenzo),,33,40
146,2,7:46.0,,B. Adebayo misses 2-pt layup from 2 ft,33,40
147,2,7:44.0,Defensive rebound by E. İlyasova,,33,40
148,2,7:29.0,D. DiVincenzo makes 2-pt jump shot from 4 ft (assist by E. Bledsoe),,35,40
149,2,7:29.0,,Miami full timeout,35,40
150,2,7:29.0,G. Hill enters the game for E. Bledsoe,,35,40
151,2,7:29.0,,J. Butler enters the game for A. Iguodala,35,40
152,2,7:15.0,,G. Dragić misses 2-pt jump shot from 4 ft,35,40
153,2,7:11.0,Defensive rebound by G. Hill,,35,40
154,2,7:09.0,D. DiVincenzo misses 3-pt jump shot from 24 ft,,35,40
155,2,7:06.0,Offensive rebound by P. Connaughton,,35,40
156,2,7:03.0,G. Hill makes 2-pt layup from 2 ft (assist by P. Connaughton),,37,40
157,2,6:42.0,,J. Butler misses 2-pt jump shot from 7 ft,37,40
158,2,6:40.0,Defensive rebound by E. İlyasova,,37,40
159,2,6:24.0,P. Connaughton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,40,40
160,2,6:02.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Butler),40,43
161,2,6:02.0,,Shooting foul by E. İlyasova (drawn by J. Crowder),40,43
162,2,6:02.0,B. Lopez enters the game for G. Antetokounmpo,,40,43
163,2,6:02.0,K. Middleton enters the game for D. DiVincenzo,,40,43
164,2,6:02.0,,K. Nunn enters the game for G. Dragić,40,43
165,2,6:02.0,,J. Crowder makes free throw 1 of 1,40,44
166,2,5:51.0,Shooting foul by K. Nunn (drawn by G. Hill),,40,44
167,2,5:51.0,G. Hill misses free throw 1 of 3,,40,44
168,2,5:51.0,Offensive rebound by Team,,40,44
169,2,5:51.0,G. Hill makes free throw 2 of 3,,41,44
170,2,5:51.0,G. Hill makes free throw 3 of 3,,42,44
171,2,5:39.0,,B. Adebayo misses 2-pt jump shot from 16 ft,42,44
172,2,5:34.0,Defensive rebound by G. Hill,,42,44
173,2,5:28.0,Turnover by P. Connaughton (bad pass),,42,44
174,2,5:12.0,,Shooting foul by B. Lopez (drawn by J. Butler),42,44
175,2,5:12.0,,J. Butler misses free throw 1 of 2,42,44
176,2,5:12.0,,Offensive rebound by Team,42,44
177,2,5:12.0,W. Matthews enters the game for P. Connaughton,,42,44
178,2,5:12.0,,J. Butler makes free throw 2 of 2,42,45
179,2,4:46.0,B. Lopez makes 2-pt hook shot from 11 ft (assist by G. Hill),,44,45
180,2,4:38.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by B. Adebayo),44,48
181,2,4:23.0,B. Lopez makes 3-pt jump shot from 24 ft (assist by G. Hill),,47,48
182,2,4:15.0,,J. Crowder misses 3-pt jump shot from 25 ft,47,48
183,2,4:13.0,Defensive rebound by B. Lopez,,47,48
184,2,4:01.0,K. Middleton misses 3-pt jump shot from 24 ft,,47,48
185,2,3:59.0,,Defensive rebound by J. Crowder,47,48
186,2,3:54.0,,Personal foul by E. İlyasova (drawn by J. Butler),47,48
187,2,3:49.0,,K. Nunn misses 3-pt jump shot from 26 ft,47,48
188,2,3:47.0,Defensive rebound by E. İlyasova,,47,48
189,2,3:35.0,E. İlyasova misses 3-pt jump shot from 23 ft,,47,48
190,2,3:31.0,,Defensive rebound by Team,47,48
191,2,3:13.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Crowder),47,50
192,2,2:51.0,E. İlyasova misses 3-pt jump shot from 24 ft,,47,50
193,2,2:51.0,,Defensive rebound by J. Crowder,47,50
194,2,2:51.0,,Personal foul by K. Middleton (drawn by J. Crowder),47,50
195,2,2:51.0,,J. Crowder misses free throw 1 of 2,47,50
196,2,2:51.0,,Offensive rebound by Team,47,50
197,2,2:51.0,G. Antetokounmpo enters the game for E. İlyasova,,47,50
198,2,2:51.0,D. DiVincenzo enters the game for K. Middleton,,47,50
199,2,2:51.0,,J. Crowder misses free throw 2 of 2,47,50
200,2,2:48.0,Defensive rebound by G. Antetokounmpo,,47,50
201,2,2:33.0,B. Lopez misses 2-pt hook shot from 9 ft,,47,50
202,2,2:30.0,,Defensive rebound by B. Adebayo,47,50
203,2,2:21.0,,B. Adebayo misses 2-pt layup from 2 ft (block by B. Lopez),47,50
204,2,2:17.0,Defensive rebound by D. DiVincenzo,,47,50
205,2,2:10.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,47,50
206,2,2:07.0,,Defensive rebound by J. Butler,47,50
207,2,1:53.0,,K. Nunn misses 2-pt layup from 2 ft,47,50
208,2,1:50.0,Defensive rebound by G. Antetokounmpo,,47,50
209,2,1:46.0,D. DiVincenzo makes 3-pt jump shot from 23 ft (assist by G. Hill),,50,50
210,2,1:27.0,,J. Butler misses 2-pt jump shot from 8 ft (block by B. Lopez),50,50
211,2,1:23.0,Defensive rebound by D. DiVincenzo,,50,50
212,2,1:20.0,W. Matthews misses 3-pt jump shot from 26 ft,,50,50
213,2,1:17.0,,Defensive rebound by K. Nunn,50,50
214,2,1:05.0,,K. Nunn misses 3-pt jump shot from 23 ft,50,50
215,2,1:02.0,Defensive rebound by G. Antetokounmpo,,50,50
216,2,0:47.0,G. Hill misses 2-pt jump shot from 18 ft,,50,50
217,2,0:45.0,,Defensive rebound by B. Adebayo,50,50
218,2,0:28.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by J. Butler),50,53
219,2,0:05.0,B. Lopez misses 3-pt jump shot from 24 ft,,50,53
220,2,0:04.0,Offensive rebound by Team,,50,53
221,2,0:04.0,,Loose ball foul by J. Butler (drawn by D. DiVincenzo),50,53
222,2,0:04.0,D. DiVincenzo makes free throw 1 of 2,,51,53
223,2,0:04.0,P. Connaughton enters the game for G. Hill,,51,53
224,2,0:04.0,M. Williams enters the game for B. Lopez,,51,53
225,2,0:04.0,,G. Dragić enters the game for J. Crowder,51,53
226,2,0:04.0,,K. Olynyk enters the game for D. Robinson,51,53
227,2,0:04.0,D. DiVincenzo makes free throw 2 of 2,,52,53
228,2,0:00.0,,J. Butler misses 2-pt jump shot from 19 ft,52,53
229,2,0:00.0,,Offensive rebound by Team,52,53
230,3,11:34.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by B. Adebayo),52,56
231,3,11:21.0,W. Matthews misses 3-pt jump shot from 26 ft,,52,56
232,3,11:18.0,,Defensive rebound by B. Adebayo,52,56
233,3,10:59.0,,D. Robinson misses 3-pt jump shot from 25 ft,52,56
234,3,10:56.0,Defensive rebound by G. Antetokounmpo,,52,56
235,3,10:36.0,B. Lopez misses 2-pt layup from 2 ft (block by B. Adebayo),,52,56
236,3,10:36.0,Offensive rebound by Team,,52,56
237,3,10:33.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),,54,56
238,3,10:22.0,,Personal foul by W. Matthews (drawn by J. Butler),54,56
239,3,10:09.0,,D. Robinson makes 3-pt jump shot from 24 ft (assist by J. Butler),54,59
240,3,9:57.0,W. Matthews misses 3-pt jump shot from 23 ft,,54,59
241,3,9:54.0,,Defensive rebound by B. Adebayo,54,59
242,3,9:41.0,,K. Nunn makes 2-pt jump shot from 15 ft,54,61
243,3,9:22.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by B. Adebayo),,54,61
244,3,9:18.0,,Defensive rebound by D. Jones,54,61
245,3,9:14.0,,B. Adebayo misses 2-pt layup from 1 ft,54,61
246,3,9:12.0,Defensive rebound by K. Middleton,,54,61
247,3,9:11.0,Turnover by G. Antetokounmpo (traveling),,54,61
248,3,8:45.0,,B. Adebayo misses 2-pt jump shot from 12 ft,54,61
249,3,8:42.0,Defensive rebound by G. Antetokounmpo,,54,61
250,3,8:39.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,56,61
251,3,8:39.0,Shooting foul by K. Nunn (drawn by E. Bledsoe),,56,61
252,3,8:39.0,E. Bledsoe makes free throw 1 of 1,,57,61
253,3,8:21.0,,D. Robinson misses 3-pt jump shot from 23 ft,57,61
254,3,8:19.0,,Offensive rebound by D. Jones,57,61
255,3,8:06.0,,D. Jones misses 3-pt jump shot from 23 ft,57,61
256,3,8:02.0,Defensive rebound by B. Lopez,,57,61
257,3,7:52.0,K. Middleton misses 3-pt jump shot from 25 ft,,57,61
258,3,7:49.0,,Defensive rebound by K. Nunn,57,61
259,3,7:38.0,,B. Adebayo misses 2-pt jump shot from 11 ft,57,61
260,3,7:35.0,Defensive rebound by G. Antetokounmpo,,57,61
261,3,7:29.0,E. Bledsoe makes 2-pt jump shot from 11 ft,,59,61
262,3,7:15.0,,K. Nunn makes 2-pt jump shot from 4 ft (assist by J. Butler),59,63
263,3,6:55.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by W. Matthews),,61,63
264,3,6:44.0,,Shooting foul by B. Lopez (drawn by B. Adebayo),61,63
265,3,6:44.0,,Miami full timeout,61,63
266,3,6:44.0,D. DiVincenzo enters the game for B. Lopez,,61,63
267,3,6:44.0,M. Williams enters the game for K. Middleton,,61,63
268,3,6:44.0,,B. Adebayo makes free throw 1 of 2,61,64
269,3,6:44.0,,B. Adebayo makes free throw 2 of 2,61,65
270,3,6:25.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by M. Williams),,63,65
271,3,6:06.0,,D. Jones misses 3-pt jump shot from 23 ft,63,65
272,3,6:04.0,,Offensive rebound by B. Adebayo,63,65
273,3,6:02.0,,Turnover by B. Adebayo (bad pass; steal by E. Bledsoe),63,65
274,3,5:49.0,E. Bledsoe misses 2-pt jump shot from 5 ft,,63,65
275,3,5:46.0,,Defensive rebound by B. Adebayo,63,65
276,3,5:30.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by B. Adebayo),63,68
277,3,5:10.0,Shooting foul by D. Jones (drawn by G. Antetokounmpo),,63,68
278,3,5:10.0,G. Antetokounmpo makes free throw 1 of 2,,64,68
279,3,5:10.0,G. Hill enters the game for E. Bledsoe,,64,68
280,3,5:10.0,,G. Dragić enters the game for D. Robinson,64,68
281,3,5:10.0,G. Antetokounmpo misses free throw 2 of 2,,64,68
282,3,5:07.0,,Defensive rebound by B. Adebayo,64,68
283,3,4:51.0,,D. Jones makes 2-pt dunk from 1 ft (assist by J. Butler),64,70
284,3,4:32.0,G. Antetokounmpo misses 2-pt jump shot from 10 ft,,64,70
285,3,4:29.0,,Defensive rebound by K. Nunn,64,70
286,3,4:26.0,,J. Butler makes 2-pt layup from 2 ft,64,72
287,3,4:26.0,Milwaukee full timeout,,64,72
288,3,4:26.0,K. Middleton enters the game for W. Matthews,,64,72
289,3,4:11.0,Shooting foul by G. Dragić (drawn by D. DiVincenzo),,64,72
290,3,4:11.0,D. DiVincenzo misses free throw 1 of 2,,64,72
291,3,4:11.0,Offensive rebound by Team,,64,72
292,3,4:11.0,D. DiVincenzo misses free throw 2 of 2,,64,72
293,3,4:06.0,,Defensive rebound by B. Adebayo,64,72
294,3,3:51.0,,J. Butler misses 2-pt jump shot from 6 ft,64,72
295,3,3:47.0,Defensive rebound by G. Antetokounmpo,,64,72
296,3,3:34.0,Turnover by G. Antetokounmpo (step out of bounds),,64,72
297,3,3:14.0,,G. Dragić misses 3-pt jump shot from 26 ft,64,72
298,3,3:12.0,Defensive rebound by G. Antetokounmpo,,64,72
299,3,3:02.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,64,72
300,3,3:00.0,,Defensive rebound by G. Dragić,64,72
301,3,2:40.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by B. Adebayo),64,75
302,3,2:20.0,K. Middleton misses 2-pt jump shot from 22 ft,,64,75
303,3,2:18.0,,Defensive rebound by K. Nunn,64,75
304,3,2:07.0,,Personal foul by K. Middleton (drawn by B. Adebayo),64,75
305,3,2:07.0,B. Lopez enters the game for G. Antetokounmpo,,64,75
306,3,2:07.0,,J. Crowder enters the game for B. Adebayo,64,75
307,3,2:07.0,,K. Olynyk enters the game for D. Jones,64,75
308,3,1:52.0,,J. Crowder misses 3-pt jump shot from 25 ft,64,75
309,3,1:49.0,,Offensive rebound by J. Butler,64,75
310,3,1:47.0,,J. Crowder misses 3-pt jump shot from 25 ft,64,75
311,3,1:47.0,Defensive rebound by Team,,64,75
312,3,1:47.0,,A. Iguodala enters the game for J. Butler,64,75
313,3,1:36.0,K. Middleton makes 2-pt jump shot from 17 ft,,66,75
314,3,1:22.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by K. Nunn),66,78
315,3,1:13.0,Personal foul by K. Olynyk (drawn by K. Middleton),,66,78
316,3,1:07.0,K. Middleton misses 2-pt jump shot from 12 ft,,66,78
317,3,1:06.0,Offensive rebound by K. Middleton,,66,78
318,3,1:00.0,B. Lopez makes 2-pt jump shot from 6 ft,,68,78
319,3,0:38.0,,K. Nunn misses 2-pt jump shot from 16 ft,68,78
320,3,0:36.0,Defensive rebound by K. Middleton,,68,78
321,3,0:30.0,K. Middleton misses 3-pt jump shot from 26 ft,,68,78
322,3,0:28.0,Offensive rebound by B. Lopez,,68,78
323,3,0:15.0,B. Lopez misses 2-pt layup from 2 ft,,68,78
324,3,0:14.0,Offensive rebound by B. Lopez,,68,78
325,3,0:14.0,B. Lopez makes 2-pt layup from 1 ft,,70,78
326,3,0:00.0,,G. Dragić makes 3-pt jump shot from 25 ft,70,81
327,3,0:00.0,,Instant Replay (Request: Ruling Stands),70,81
328,4,11:46.0,Personal foul by K. Olynyk (drawn by B. Lopez),,70,81
329,4,11:37.0,B. Lopez makes 2-pt hook shot from 10 ft,,72,81
330,4,11:17.0,,K. Olynyk misses 2-pt jump shot from 9 ft,72,81
331,4,11:14.0,Defensive rebound by K. Middleton,,72,81
332,4,10:59.0,E. Bledsoe misses 2-pt layup from 2 ft,,72,81
333,4,10:59.0,Offensive rebound by B. Lopez,,72,81
334,4,10:59.0,Shooting foul by K. Olynyk (drawn by B. Lopez),,72,81
335,4,10:59.0,B. Lopez makes free throw 1 of 2,,73,81
336,4,10:59.0,,B. Adebayo enters the game for K. Olynyk,73,81
337,4,10:59.0,B. Lopez misses free throw 2 of 2,,73,81
338,4,10:55.0,,Defensive rebound by B. Adebayo,73,81
339,4,10:39.0,,G. Dragić makes 2-pt layup from 3 ft (assist by A. Iguodala),73,83
340,4,10:28.0,B. Lopez misses 2-pt layup from 2 ft (block by B. Adebayo),,73,83
341,4,10:24.0,,Defensive rebound by K. Nunn,73,83
342,4,10:24.0,,Shooting foul by P. Connaughton (drawn by B. Adebayo),73,83
343,4,10:24.0,,Technical foul by M. Budenholzer,73,83
344,4,10:24.0,,K. Nunn makes technical free throw,73,84
345,4,10:24.0,,B. Adebayo misses free throw 1 of 2,73,84
346,4,10:24.0,,Offensive rebound by Team,73,84
347,4,10:24.0,,B. Adebayo misses free throw 2 of 2,73,84
348,4,10:22.0,Defensive rebound by B. Lopez,,73,84
349,4,10:10.0,Turnover by E. Bledsoe (bad pass),,73,84
350,4,10:02.0,,G. Dragić misses 3-pt jump shot from 25 ft,73,84
351,4,10:00.0,Defensive rebound by P. Connaughton,,73,84
352,4,9:48.0,B. Lopez makes 2-pt layup from 1 ft (assist by D. DiVincenzo),,75,84
353,4,9:30.0,,K. Nunn misses 3-pt jump shot from 25 ft,75,84
354,4,9:26.0,Defensive rebound by P. Connaughton,,75,84
355,4,9:17.0,K. Middleton misses 3-pt jump shot from 23 ft,,75,84
356,4,9:14.0,,Defensive rebound by K. Nunn,75,84
357,4,9:06.0,,Shooting foul by B. Lopez (drawn by B. Adebayo),75,84
358,4,9:06.0,,B. Adebayo makes free throw 1 of 2,75,85
359,4,9:06.0,G. Antetokounmpo enters the game for D. DiVincenzo,,75,85
360,4,9:06.0,W. Matthews enters the game for B. Lopez,,75,85
361,4,9:06.0,,D. Robinson enters the game for K. Nunn,75,85
362,4,9:06.0,,B. Adebayo makes free throw 2 of 2,75,86
363,4,8:51.0,K. Middleton misses 3-pt jump shot from 26 ft,,75,86
364,4,8:50.0,Offensive rebound by Team,,75,86
365,4,8:50.0,,Loose ball foul by D. Robinson (drawn by W. Matthews),75,86
366,4,8:50.0,G. Hill enters the game for K. Middleton,,75,86
367,4,8:37.0,W. Matthews misses 2-pt jump shot from 6 ft (block by A. Iguodala),,75,86
368,4,8:36.0,Offensive rebound by Team,,75,86
369,4,8:35.0,Turnover by Team (shot clock),,75,86
370,4,8:27.0,,G. Dragić misses 2-pt jump shot from 9 ft,75,86
371,4,8:21.0,,Offensive rebound by G. Dragić,75,86
372,4,8:17.0,,B. Adebayo misses 2-pt jump shot from 9 ft,75,86
373,4,8:14.0,Defensive rebound by G. Antetokounmpo,,75,86
374,4,8:11.0,Personal foul by J. Crowder (drawn by G. Hill),,75,86
375,4,8:05.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,75,86
