,QUARTER,TIME_REMAINING,MIAMI_ACTION,WASHINGTON_ACTION,MIAMI_SCORE,WASHINGTON_SCORE
0,1,11:49.0,,T. Brown misses 2-pt jump shot from 8 ft,0,0
1,1,11:47.0,,Offensive rebound by J. Williams,0,0
2,1,11:46.0,,Turnover by J. Williams (bad pass; steal by D. Robinson),0,0
3,1,11:40.0,K. Nunn misses 3-pt jump shot from 26 ft,,0,0
4,1,11:35.0,,Defensive rebound by J. Williams,0,0
5,1,11:33.0,,Offensive foul by J. Williams (drawn by K. Nunn),0,0
6,1,11:33.0,,Turnover by J. Williams (offensive foul),0,0
7,1,11:21.0,J. Butler misses 2-pt jump shot from 13 ft,,0,0
8,1,11:17.0,,Defensive rebound by I. Mahinmi,0,0
9,1,11:10.0,,Turnover by I. Thomas (bad pass),0,0
10,1,11:01.0,K. Nunn makes 2-pt layup from 2 ft (assist by D. Robinson),,2,0
11,1,10:42.0,,I. Thomas misses 3-pt jump shot from 26 ft,2,0
12,1,10:39.0,Defensive rebound by D. Robinson,,2,0
13,1,10:31.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,5,0
14,1,10:15.0,,T. Brown misses 2-pt jump shot from 15 ft,5,0
15,1,10:12.0,Defensive rebound by M. Leonard,,5,0
16,1,10:04.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,8,0
17,1,10:02.0,,Washington full timeout,8,0
18,1,9:44.0,,T. Brown makes 2-pt jump shot from 10 ft,8,2
19,1,9:26.0,D. Robinson misses 3-pt jump shot from 26 ft,,8,2
20,1,9:24.0,,Defensive rebound by I. Mahinmi,8,2
21,1,9:14.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by I. Thomas),8,4
22,1,8:56.0,B. Adebayo makes 2-pt hook shot from 6 ft,,10,4
23,1,8:46.0,,I. Mahinmi makes 3-pt jump shot from 26 ft (assist by I. Thomas),10,7
24,1,8:35.0,Turnover by B. Adebayo (bad pass),,10,7
25,1,8:15.0,,I. Thomas misses 2-pt jump shot from 17 ft,10,7
26,1,8:11.0,Defensive rebound by K. Nunn,,10,7
27,1,8:06.0,B. Adebayo makes 2-pt layup from 1 ft (assist by J. Butler),,12,7
28,1,8:06.0,Shooting foul by I. Mahinmi (drawn by B. Adebayo),,12,7
29,1,8:06.0,B. Adebayo makes free throw 1 of 1,,13,7
30,1,7:45.0,,Turnover by I. Thomas (bad pass),13,7
31,1,7:30.0,K. Nunn misses 3-pt jump shot from 26 ft,,13,7
32,1,7:27.0,,Defensive rebound by I. Mahinmi,13,7
33,1,7:22.0,,G. Payton makes 2-pt layup from 1 ft (assist by I. Mahinmi),13,9
34,1,7:10.0,K. Nunn makes 3-pt jump shot from 27 ft,,16,9
35,1,6:59.0,,G. Payton misses 3-pt jump shot from 24 ft,16,9
