,QUARTER,TIME_REMAINING,DALLAS_ACTION,BOSTON_ACTION,DALLAS_SCORE,BOSTON_SCORE
385,4,7:51.0,D. Powell makes 2-pt dunk at rim (assist by J. Brunson),,86,86
386,4,7:50.0,,Boston full timeout,86,86
387,4,7:37.0,,J. Brown misses 3-pt jump shot from 27 ft,86,86
388,4,7:35.0,Defensive rebound by Team,,86,86
389,4,7:23.0,T. Hardaway makes 2-pt jump shot from 12 ft,,88,86
390,4,7:07.0,,J. Green misses 2-pt layup from 4 ft,88,86
391,4,7:04.0,,Offensive rebound by J. Brown,88,86
392,4,7:00.0,,J. Brown makes 2-pt layup from 5 ft,88,88
393,4,6:36.0,J. Brunson makes 2-pt jump shot from 13 ft,,90,88
394,4,6:21.0,,Shooting foul by D. Powell (drawn by G. Williams),90,88
395,4,6:21.0,,G. Williams makes free throw 1 of 2,90,89
396,4,6:21.0,,M. Smart enters the game for J. Green,90,89
397,4,6:21.0,,K. Walker enters the game for J. Tatum,90,89
398,4,6:21.0,,G. Williams makes free throw 2 of 2,90,90
399,4,6:12.0,D. Wright makes 2-pt layup from 2 ft,,92,90
400,4,5:52.0,,Personal foul by D. Powell (drawn by G. Williams),92,90
401,4,5:52.0,L. Dončić enters the game for T. Hardaway,,92,90
402,4,5:52.0,,D. Theis enters the game for G. Williams,92,90
403,4,5:44.0,,Personal foul by D. Powell (drawn by K. Walker),92,90
404,4,5:44.0,,K. Walker misses free throw 1 of 2,92,90
405,4,5:44.0,,Offensive rebound by Team,92,90
406,4,5:44.0,,K. Walker makes free throw 2 of 2,92,91
407,4,5:44.0,,J. Tatum enters the game for B. Wanamaker,92,91
408,4,5:35.0,D. Wright misses 2-pt layup from 3 ft (block by D. Theis),,92,91
409,4,5:34.0,,Defensive rebound by Team,92,91
410,4,5:22.0,,K. Walker makes 3-pt jump shot from 26 ft,92,94
411,4,5:09.0,Personal foul by J. Tatum (drawn by L. Dončić),,92,94
412,4,5:09.0,L. Dončić makes free throw 1 of 2,,93,94
413,4,5:09.0,D. Finney-Smith enters the game for D. Powell,,93,94
414,4,5:09.0,L. Dončić misses free throw 2 of 2,,93,94
415,4,5:09.0,,Defensive rebound by J. Tatum,93,94
416,4,4:52.0,,Flagrant foul type 1 by L. Dončić (drawn by D. Theis),93,94
417,4,4:52.0,,Instant Replay (Request: Ruling Stands),93,94
418,4,4:52.0,,D. Theis misses flagrant free throw 1 of 2,93,94
419,4,4:52.0,,Offensive rebound by Team,93,94
420,4,4:52.0,,D. Theis makes flagrant free throw 2 of 2,93,95
421,4,4:36.0,,K. Walker makes 3-pt jump shot from 24 ft,93,98
422,4,4:25.0,Personal foul by D. Theis (drawn by J. Brunson),,93,98
423,4,4:25.0,J. Brunson misses free throw 1 of 2,,93,98
424,4,4:25.0,Offensive rebound by Team,,93,98
425,4,4:25.0,J. Brunson makes free throw 2 of 2,,94,98
426,4,4:12.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Smart),94,101
427,4,4:11.0,Dallas full timeout,,94,101
428,4,4:11.0,S. Curry enters the game for D. Finney-Smith,,94,101
429,4,4:11.0,T. Hardaway enters the game for D. Wright,,94,101
430,4,3:58.0,L. Dončić misses 2-pt jump shot from 10 ft,,94,101
431,4,3:56.0,,Defensive rebound by K. Walker,94,101
432,4,3:48.0,,K. Walker misses 2-pt layup from 3 ft,94,101
433,4,3:47.0,Defensive rebound by M. Kleber,,94,101
434,4,3:35.0,T. Hardaway misses 3-pt jump shot from 26 ft,,94,101
435,4,3:33.0,,Defensive rebound by J. Brown,94,101
436,4,3:14.0,,M. Smart makes 2-pt layup from 3 ft,94,103
437,4,3:14.0,,Shooting foul by T. Hardaway (drawn by M. Smart),94,103
438,4,3:14.0,,M. Smart makes free throw 1 of 1,94,104
439,4,3:07.0,M. Kleber misses 3-pt jump shot from 27 ft,,94,104
440,4,3:05.0,Offensive rebound by J. Brunson,,94,104
441,4,3:02.0,S. Curry misses 3-pt jump shot from 24 ft,,94,104
442,4,3:01.0,Offensive rebound by Team,,94,104
443,4,3:01.0,,Loose ball foul by J. Brown (drawn by M. Kleber),94,104
444,4,3:01.0,M. Kleber misses free throw 1 of 2,,94,104
445,4,3:01.0,Offensive rebound by Team,,94,104
446,4,3:01.0,M. Kleber makes free throw 2 of 2,,95,104
447,4,2:44.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by K. Walker),95,107
448,4,2:42.0,Dallas full timeout,,95,107
449,4,2:42.0,,B. Wanamaker enters the game for K. Walker,95,107
450,4,2:31.0,L. Dončić makes 2-pt jump shot from 10 ft,,97,107
451,4,2:13.0,,B. Wanamaker makes 2-pt layup from 5 ft,97,109
452,4,2:01.0,L. Dončić misses 3-pt jump shot from 26 ft,,97,109
453,4,2:00.0,,Defensive rebound by D. Theis,97,109
454,4,1:59.0,,Personal foul by J. Brunson (drawn by D. Theis),97,109
455,4,1:59.0,,D. Theis makes free throw 1 of 2,97,110
456,4,1:59.0,,D. Theis makes free throw 2 of 2,97,111
457,4,1:47.0,Shooting foul by D. Theis (drawn by M. Kleber),,97,111
458,4,1:47.0,M. Kleber makes free throw 1 of 2,,98,111
459,4,1:47.0,M. Kleber makes free throw 2 of 2,,99,111
460,4,1:33.0,,J. Tatum misses 2-pt jump shot from 11 ft,99,111
461,4,1:30.0,Defensive rebound by L. Dončić,,99,111
462,4,1:24.0,L. Dončić makes 2-pt layup from 1 ft,,101,111
463,4,1:24.0,Shooting foul by J. Tatum (drawn by L. Dončić),,101,111
464,4,1:24.0,L. Dončić makes free throw 1 of 1,,102,111
465,4,1:14.0,,J. Brown makes 2-pt dunk from 1 ft (assist by B. Wanamaker),102,113
466,4,1:14.0,Dallas full timeout,,102,113
467,4,1:14.0,D. Finney-Smith enters the game for T. Hardaway,,102,113
468,4,1:14.0,D. Powell enters the game for M. Kleber,,102,113
469,4,1:05.0,D. Powell makes 2-pt dunk at rim (assist by L. Dončić),,104,113
470,4,0:48.0,,M. Smart makes 3-pt jump shot from 28 ft,104,116
471,4,0:40.0,L. Dončić makes 2-pt layup from 2 ft (assist by D. Powell),,106,116
472,4,0:21.0,,J. Brown misses 3-pt jump shot from 27 ft,106,116
473,4,0:20.0,Defensive rebound by J. Brunson,,106,116
