,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW YORK_ACTION,CLEVELAND_SCORE,NEW YORK_SCORE
0,1,11:47.0,,F. Ntilikina makes 2-pt layup from 1 ft (assist by J. Randle),0,2
1,1,11:32.0,Turnover by C. Sexton (bad pass; steal by J. Randle),,0,2
2,1,11:22.0,,M. Morris misses 3-pt jump shot from 24 ft,0,2
3,1,11:20.0,,Offensive rebound by T. Gibson,0,2
4,1,11:20.0,,T. Gibson misses 2-pt layup at rim,0,2
5,1,11:18.0,,Offensive rebound by T. Gibson,0,2
6,1,11:18.0,,T. Gibson misses 2-pt layup at rim,0,2
7,1,11:16.0,,Offensive rebound by T. Gibson,0,2
8,1,11:16.0,,T. Gibson makes 2-pt layup at rim,0,4
9,1,11:06.0,C. Sexton makes 2-pt layup from 1 ft,,2,4
10,1,10:56.0,,J. Randle misses 2-pt jump shot from 16 ft,2,4
11,1,10:55.0,Defensive rebound by Team,,2,4
12,1,10:55.0,,Loose ball foul by T. Gibson (drawn by C. Osman),2,4
13,1,10:29.0,D. Garland misses 2-pt layup from 3 ft,,2,4
14,1,10:27.0,,Defensive rebound by T. Gibson,2,4
15,1,10:21.0,,F. Ntilikina misses 2-pt layup from 1 ft,2,4
16,1,10:20.0,,Offensive rebound by M. Morris,2,4
17,1,10:09.0,,M. Morris misses 2-pt jump shot from 9 ft,2,4
18,1,10:07.0,Defensive rebound by C. Osman,,2,4
19,1,9:57.0,D. Garland misses 3-pt jump shot from 27 ft,,2,4
20,1,9:55.0,,Defensive rebound by J. Randle,2,4
21,1,9:43.0,,R. Barrett misses 2-pt jump shot from 14 ft,2,4
22,1,9:41.0,Defensive rebound by K. Porter,,2,4
23,1,9:36.0,Shooting foul by F. Ntilikina (drawn by K. Porter),,2,4
24,1,9:36.0,K. Porter misses free throw 1 of 2,,2,4
25,1,9:36.0,Offensive rebound by Team,,2,4
26,1,9:36.0,K. Porter makes free throw 2 of 2,,3,4
27,1,9:23.0,,M. Morris misses 3-pt jump shot from 24 ft,3,4
28,1,9:21.0,Defensive rebound by C. Osman,,3,4
29,1,9:13.0,Turnover by C. Osman (lost ball; steal by F. Ntilikina),,3,4
30,1,8:58.0,,R. Barrett misses 2-pt jump shot from 8 ft (block by T. Thompson),3,4
31,1,8:57.0,,Offensive rebound by R. Barrett,3,4
32,1,8:56.0,,Personal foul by D. Garland (drawn by R. Barrett),3,4
33,1,8:48.0,,Shooting foul by C. Sexton (drawn by R. Barrett),3,4
34,1,8:48.0,,R. Barrett makes free throw 1 of 2,3,5
35,1,8:48.0,,R. Barrett makes free throw 2 of 2,3,6
36,1,8:32.0,C. Sexton misses 2-pt layup from 3 ft,,3,6
37,1,8:30.0,Offensive rebound by T. Thompson,,3,6
38,1,8:29.0,T. Thompson makes 2-pt layup from 1 ft,,5,6
39,1,8:20.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by T. Gibson),5,8
40,1,8:04.0,Turnover by D. Garland (bad pass; steal by R. Barrett),,5,8
41,1,8:00.0,,R. Barrett misses 2-pt jump shot from 1 ft,5,8
42,1,7:58.0,,Offensive rebound by J. Randle,5,8
43,1,7:58.0,,J. Randle makes 2-pt layup at rim,5,10
44,1,7:37.0,T. Thompson makes 2-pt hook shot from 3 ft (assist by C. Sexton),,7,10
45,1,7:27.0,,J. Randle misses 2-pt layup from 1 ft,7,10
46,1,7:25.0,,Offensive rebound by J. Randle,7,10
47,1,7:25.0,,J. Randle makes 2-pt layup at rim,7,12
48,1,7:00.0,Turnover by T. Thompson (out of bounds lost ball),,7,12
49,1,6:45.0,,T. Gibson misses 2-pt jump shot from 19 ft,7,12
50,1,6:44.0,Defensive rebound by T. Thompson,,7,12
51,1,6:37.0,C. Sexton misses 2-pt layup from 3 ft,,7,12
52,1,6:35.0,Offensive rebound by C. Osman,,7,12
53,1,6:34.0,C. Osman misses 2-pt layup from 1 ft (block by M. Morris),,7,12
54,1,6:32.0,,Defensive rebound by M. Morris,7,12
55,1,6:29.0,,R. Barrett misses 2-pt layup from 2 ft,7,12
56,1,6:28.0,,Offensive rebound by Team,7,12
57,1,6:26.0,,New York full timeout,7,12
58,1,6:23.0,,M. Morris misses 2-pt jump shot from 9 ft,7,12
59,1,6:21.0,,Offensive rebound by F. Ntilikina,7,12
60,1,6:17.0,,J. Randle makes 2-pt jump shot from 13 ft,7,14
61,1,6:03.0,Turnover by C. Osman (bad pass; steal by M. Morris),,7,14
62,1,6:01.0,,Shooting foul by C. Osman (drawn by M. Morris),7,14
63,1,6:01.0,J. Clarkson enters the game for D. Garland,,7,14
64,1,6:01.0,,M. Morris makes free throw 1 of 2,7,15
65,1,6:01.0,,M. Morris makes free throw 2 of 2,7,16
66,1,5:37.0,T. Thompson misses 2-pt dunk from 2 ft (block by R. Barrett),,7,16
67,1,5:35.0,,Defensive rebound by M. Morris,7,16
68,1,5:23.0,,F. Ntilikina makes 2-pt jump shot from 16 ft,7,18
69,1,5:08.0,C. Sexton makes 2-pt layup from 1 ft,,9,18
70,1,4:59.0,,J. Randle makes 2-pt jump shot from 6 ft,9,20
71,1,4:50.0,K. Porter misses 3-pt jump shot from 23 ft,,9,20
72,1,4:48.0,Offensive rebound by T. Thompson,,9,20
73,1,4:46.0,Shooting foul by T. Gibson (drawn by T. Thompson),,9,20
74,1,4:46.0,A. McKinnie enters the game for K. Porter,,9,20
75,1,4:46.0,,M. Robinson enters the game for T. Gibson,9,20
76,1,4:46.0,,D. Smith enters the game for F. Ntilikina,9,20
77,1,4:46.0,T. Thompson makes free throw 1 of 2,,10,20
78,1,4:46.0,T. Thompson misses free throw 2 of 2,,10,20
79,1,4:46.0,,Defensive rebound by Team,10,20
80,1,4:32.0,,J. Randle makes 3-pt jump shot from 23 ft (assist by D. Smith),10,23
81,1,4:16.0,Turnover by T. Thompson (traveling),,10,23
82,1,4:16.0,Cleveland full timeout,,10,23
83,1,4:07.0,,Shooting foul by T. Thompson (drawn by R. Barrett),10,23
84,1,4:07.0,,R. Barrett makes free throw 1 of 2,10,24
85,1,4:07.0,,R. Barrett misses free throw 2 of 2,10,24
86,1,4:05.0,Defensive rebound by C. Osman,,10,24
87,1,3:51.0,Turnover by T. Thompson (off goaltending),,10,24
88,1,3:41.0,,J. Randle makes 2-pt jump shot from 20 ft,10,26
89,1,3:35.0,Personal foul by D. Smith (drawn by C. Sexton),,10,26
90,1,3:35.0,A. Žižić enters the game for T. Thompson,,10,26
91,1,3:35.0,,D. Dotson enters the game for R. Barrett,10,26
92,1,3:35.0,,K. Knox enters the game for M. Morris,10,26
93,1,3:22.0,C. Sexton makes 2-pt jump shot from 10 ft,,12,26
94,1,3:09.0,,D. Smith misses 2-pt jump shot from 20 ft,12,26
95,1,3:08.0,,Offensive rebound by Team,12,26
96,1,3:02.0,,J. Randle makes 2-pt layup from 1 ft,12,28
97,1,2:51.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by C. Osman),,15,28
98,1,2:35.0,,K. Knox misses 2-pt jump shot from 20 ft,15,28
99,1,2:33.0,Defensive rebound by J. Clarkson,,15,28
100,1,2:27.0,J. Clarkson misses 3-pt jump shot from 25 ft,,15,28
101,1,2:25.0,,Defensive rebound by K. Knox,15,28
102,1,2:20.0,,Shooting foul by A. Žižić (drawn by K. Knox),15,28
103,1,2:20.0,M. Dellavedova enters the game for C. Osman,,15,28
104,1,2:20.0,K. Porter enters the game for C. Sexton,,15,28
105,1,2:20.0,,K. Knox makes free throw 1 of 2,15,29
106,1,2:20.0,,K. Knox misses free throw 2 of 2,15,29
107,1,2:18.0,Defensive rebound by A. McKinnie,,15,29
108,1,2:10.0,Personal foul by M. Robinson (drawn by M. Dellavedova),,15,29
109,1,2:10.0,,B. Portis enters the game for J. Randle,15,29
110,1,2:10.0,M. Dellavedova makes free throw 1 of 2,,16,29
111,1,2:10.0,M. Dellavedova makes free throw 2 of 2,,17,29
112,1,1:53.0,,M. Robinson misses 2-pt dunk from 1 ft,17,29
113,1,1:51.0,,Offensive rebound by K. Knox,17,29
114,1,1:46.0,,D. Dotson makes 2-pt jump shot from 23 ft (assist by K. Knox),17,31
115,1,1:36.0,Turnover by M. Dellavedova (bad pass; steal by B. Portis),,17,31
116,1,1:27.0,,K. Knox misses 3-pt jump shot from 22 ft,17,31
117,1,1:25.0,Defensive rebound by A. Žižić,,17,31
118,1,1:12.0,A. McKinnie misses 2-pt layup from 1 ft (block by M. Robinson),,17,31
119,1,1:11.0,Offensive rebound by Team,,17,31
120,1,1:08.0,A. Žižić misses 2-pt dunk from 1 ft (block by B. Portis),,17,31
121,1,1:06.0,,Defensive rebound by M. Robinson,17,31
122,1,1:01.0,,D. Dotson misses 3-pt jump shot from 26 ft,17,31
123,1,0:59.0,,Offensive rebound by M. Robinson,17,31
124,1,0:57.0,,Shooting foul by A. Žižić (drawn by M. Robinson),17,31
125,1,0:57.0,,M. Robinson makes free throw 1 of 2,17,32
126,1,0:57.0,,M. Robinson misses free throw 2 of 2,17,32
127,1,0:56.0,Defensive rebound by A. Žižić,,17,32
128,1,0:49.0,Turnover by J. Clarkson (traveling),,17,32
129,1,0:34.0,,D. Smith misses 2-pt jump shot from 18 ft,17,32
130,1,0:32.0,Defensive rebound by K. Porter,,17,32
131,1,0:23.0,A. McKinnie makes 3-pt jump shot from 25 ft (assist by K. Porter),,20,32
132,1,0:03.0,,D. Smith misses 2-pt jump shot from 15 ft,20,32
133,1,0:02.0,,Offensive rebound by M. Robinson,20,32
134,1,0:00.0,,M. Robinson misses 2-pt layup from 2 ft,20,32
135,1,0:00.0,Defensive rebound by K. Porter,,20,32
136,2,11:40.0,J. Clarkson makes 2-pt jump shot from 11 ft (assist by M. Dellavedova),,22,32
137,2,11:17.0,,D. Dotson makes 2-pt layup at rim,22,34
138,2,11:06.0,K. Porter misses 2-pt jump shot from 2 ft (block by M. Robinson),,22,34
139,2,11:04.0,,Defensive rebound by D. Dotson,22,34
140,2,10:53.0,,D. Smith makes 2-pt layup from 1 ft,22,36
141,2,10:36.0,K. Porter makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,25,36
142,2,10:24.0,,K. Knox misses 2-pt jump shot from 8 ft,25,36
143,2,10:23.0,Defensive rebound by A. Žižić,,25,36
144,2,10:08.0,A. McKinnie makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,28,36
145,2,10:06.0,,New York full timeout,28,36
146,2,10:06.0,,W. Ellington enters the game for K. Knox,28,36
147,2,9:52.0,,D. Dotson misses 3-pt jump shot from 23 ft,28,36
148,2,9:50.0,Defensive rebound by A. McKinnie,,28,36
149,2,9:32.0,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,31,36
150,2,9:04.0,,D. Dotson makes 2-pt layup from 2 ft,31,38
151,2,8:56.0,Shooting foul by M. Robinson (drawn by K. Porter),,31,38
152,2,8:56.0,C. Osman enters the game for A. McKinnie,,31,38
153,2,8:56.0,T. Thompson enters the game for A. Žižić,,31,38
154,2,8:56.0,,M. Morris enters the game for D. Dotson,31,38
155,2,8:56.0,,J. Randle enters the game for M. Robinson,31,38
156,2,8:56.0,K. Porter misses free throw 1 of 2,,31,38
157,2,8:56.0,Offensive rebound by Team,,31,38
158,2,8:56.0,K. Porter misses free throw 2 of 2,,31,38
159,2,8:54.0,,Defensive rebound by M. Morris,31,38
160,2,8:32.0,,M. Morris misses 2-pt jump shot from 21 ft,31,38
161,2,8:30.0,Defensive rebound by C. Osman,,31,38
162,2,8:07.0,C. Osman misses 3-pt jump shot from 24 ft,,31,38
163,2,8:05.0,,Defensive rebound by B. Portis,31,38
164,2,7:58.0,,Turnover by D. Smith (bad pass),31,38
165,2,7:58.0,D. Garland enters the game for M. Dellavedova,,31,38
166,2,7:58.0,,F. Ntilikina enters the game for D. Smith,31,38
167,2,7:37.0,Shooting foul by W. Ellington (drawn by K. Porter),,31,38
168,2,7:37.0,K. Porter misses free throw 1 of 2,,31,38
169,2,7:37.0,Offensive rebound by Team,,31,38
170,2,7:37.0,K. Porter misses free throw 2 of 2,,31,38
171,2,7:35.0,,Defensive rebound by J. Randle,31,38
172,2,7:25.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),31,41
173,2,7:05.0,J. Clarkson makes 3-pt jump shot from 27 ft (assist by D. Garland),,34,41
174,2,6:51.0,,M. Morris makes 2-pt layup from 2 ft,34,43
175,2,6:29.0,Turnover by T. Thompson (bad pass),,34,43
176,2,6:29.0,C. Sexton enters the game for J. Clarkson,,34,43
177,2,6:17.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Randle),34,46
178,2,5:59.0,C. Osman misses 3-pt jump shot from 26 ft,,34,46
179,2,5:57.0,,Defensive rebound by B. Portis,34,46
180,2,5:51.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),34,49
181,2,5:25.0,K. Porter misses 2-pt jump shot from 11 ft,,34,49
182,2,5:24.0,Offensive rebound by T. Thompson,,34,49
183,2,5:23.0,T. Thompson misses 2-pt layup from 1 ft (block by J. Randle),,34,49
184,2,5:21.0,,Defensive rebound by W. Ellington,34,49
185,2,5:17.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),34,52
186,2,5:15.0,Cleveland full timeout,,34,52
