,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DENVER_ACTION,ORLANDO_SCORE,DENVER_SCORE
385,4,7:14.0,Defensive rebound by T. Ross,,88,96
386,4,7:09.0,Personal foul by M. Plumlee (drawn by T. Ross),,88,96
387,4,7:09.0,,G. Harris enters the game for M. Beasley,88,96
388,4,7:09.0,,J. Murray enters the game for M. Morris,88,96
389,4,6:59.0,D. Augustin makes 2-pt layup from 2 ft,,90,96
390,4,6:36.0,,Turnover by P. Millsap (lost ball; steal by M. Carter-Williams),90,96
391,4,6:31.0,D. Augustin misses 3-pt jump shot from 25 ft,,90,96
392,4,6:29.0,,Defensive rebound by M. Plumlee,90,96
393,4,6:11.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by G. Harris),90,98
394,4,5:58.0,D. Augustin misses 2-pt jump shot from 9 ft,,90,98
395,4,5:55.0,,Defensive rebound by W. Barton,90,98
396,4,5:48.0,,Turnover by W. Barton (discontinued dribble),90,98
397,4,5:48.0,,Denver full timeout,90,98
398,4,5:48.0,M. Fultz enters the game for W. Iwundu,,90,98
399,4,5:48.0,A. Gordon enters the game for T. Ross,,90,98
400,4,5:48.0,,N. Jokić enters the game for M. Plumlee,90,98
401,4,5:28.0,M. Fultz makes 2-pt jump shot from 5 ft (assist by N. Vučević),,92,98
402,4,5:12.0,,J. Murray misses 3-pt jump shot from 25 ft,92,98
403,4,5:06.0,Defensive rebound by M. Fultz,,92,98
404,4,5:03.0,M. Fultz makes 2-pt layup from 2 ft,,94,98
405,4,4:45.0,,P. Millsap misses 2-pt layup from 1 ft (block by A. Gordon),94,98
406,4,4:42.0,Defensive rebound by A. Gordon,,94,98
407,4,4:30.0,N. Vučević makes 2-pt hook shot from 4 ft (assist by A. Gordon),,96,98
408,4,4:29.0,,Denver full timeout,96,98
409,4,4:29.0,E. Fournier enters the game for M. Carter-Williams,,96,98
410,4,4:20.0,,Turnover by N. Jokić (out of bounds lost ball),96,98
411,4,4:00.0,M. Fultz misses 2-pt jump shot from 5 ft,,96,98
412,4,3:58.0,,Defensive rebound by P. Millsap,96,98
413,4,3:51.0,,J. Murray makes 2-pt jump shot from 12 ft (assist by N. Jokić),96,100
414,4,3:33.0,N. Vučević misses 3-pt jump shot from 25 ft,,96,100
415,4,3:30.0,,Defensive rebound by J. Murray,96,100
416,4,3:10.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),96,103
417,4,3:09.0,Orlando full timeout,,96,103
418,4,2:54.0,N. Vučević misses 2-pt jump shot from 14 ft,,96,103
419,4,2:51.0,,Defensive rebound by W. Barton,96,103
420,4,2:28.0,,N. Jokić makes 3-pt jump shot from 26 ft,96,106
421,4,2:09.0,E. Fournier makes 3-pt jump shot from 25 ft,,99,106
422,4,1:59.0,,Personal foul by E. Fournier (drawn by J. Murray),99,106
423,4,1:52.0,,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),99,108
424,4,1:52.0,,Shooting foul by A. Gordon (drawn by J. Murray),99,108
425,4,1:52.0,,Technical foul by A. Gordon,99,108
426,4,1:52.0,,J. Murray misses technical free throw,99,108
427,4,1:52.0,,Offensive rebound by Team,99,108
428,4,1:52.0,,J. Murray makes free throw 1 of 1,99,109
429,4,1:42.0,A. Gordon makes 3-pt jump shot from 22 ft (assist by D. Augustin),,102,109
430,4,1:19.0,,N. Jokić misses 2-pt jump shot from 17 ft,102,109
431,4,1:17.0,,Offensive rebound by P. Millsap,102,109
432,4,1:02.0,,P. Millsap misses 2-pt jump shot from 4 ft,102,109
433,4,1:02.0,,Offensive rebound by N. Jokić,102,109
434,4,1:02.0,,N. Jokić makes 2-pt layup at rim,102,111
435,4,1:02.0,Orlando full timeout,,102,111
436,4,0:56.0,E. Fournier makes 2-pt jump shot from 7 ft (assist by N. Vučević),,104,111
437,4,0:55.0,,G. Harris makes 2-pt dunk from 2 ft (assist by N. Jokić),104,113
438,4,0:50.0,E. Fournier misses 3-pt jump shot from 25 ft,,104,113
439,4,0:46.0,,Defensive rebound by N. Jokić,104,113
440,4,0:24.0,,Turnover by Team (shot clock),104,113
441,4,0:00.0,Turnover by Team (shot clock),,104,113
