,QUARTER,TIME_REMAINING,UTAH_ACTION,DETROIT_ACTION,UTAH_SCORE,DETROIT_SCORE
46,1,4:13.0,D. Mitchell makes 3-pt jump shot from 28 ft (assist by R. Gobert),,18,10
47,1,3:56.0,,Offensive foul by S. Doumbouya (drawn by B. Bogdanović),18,10
48,1,3:56.0,,Turnover by S. Doumbouya (offensive foul),18,10
49,1,3:56.0,,B. Brown enters the game for B. Knight,18,10
50,1,3:42.0,J. Ingles makes 2-pt layup from 2 ft (assist by B. Bogdanović),,20,10
51,1,3:31.0,,S. Mykhailiuk misses 3-pt jump shot from 25 ft (block by J. Ingles),20,10
52,1,3:27.0,,Offensive rebound by S. Mykhailiuk,20,10
53,1,3:24.0,,C. Wood misses 2-pt layup from 3 ft,20,10
54,1,3:22.0,Defensive rebound by R. Gobert,,20,10
55,1,3:03.0,J. Clarkson makes 2-pt jump shot from 12 ft,,22,10
56,1,2:47.0,,C. Wood misses 3-pt jump shot from 25 ft,22,10
57,1,2:44.0,,Offensive rebound by B. Brown,22,10
58,1,2:44.0,,Turnover by B. Brown (bad pass; steal by J. Ingles),22,10
59,1,2:43.0,B. Bogdanović makes 2-pt dunk from 3 ft (assist by J. Clarkson),,24,10
60,1,2:43.0,,Detroit full timeout,24,10
61,1,2:43.0,T. Bradley enters the game for B. Bogdanović,,24,10
62,1,2:43.0,M. Conley enters the game for R. Gobert,,24,10
63,1,2:43.0,G. Niang enters the game for D. Mitchell,,24,10
64,1,2:43.0,,L. Galloway enters the game for S. Mykhailiuk,24,10
65,1,2:43.0,,T. Maker enters the game for T. Snell,24,10
66,1,2:43.0,,J. McRae enters the game for C. Wood,24,10
67,1,2:25.0,,J. McRae misses 3-pt jump shot from 26 ft,24,10
68,1,2:23.0,Defensive rebound by J. Ingles,,24,10
69,1,2:17.0,Turnover by J. Ingles (bad pass; steal by L. Galloway),,24,10
70,1,2:13.0,,L. Galloway makes 2-pt layup from 2 ft,24,12
71,1,1:55.0,J. Ingles misses 3-pt jump shot from 26 ft,,24,12
72,1,1:53.0,,Defensive rebound by L. Galloway,24,12
73,1,1:46.0,,S. Doumbouya makes 2-pt layup from 3 ft (assist by B. Brown),24,14
74,1,1:23.0,J. Clarkson misses 3-pt jump shot from 27 ft,,24,14
75,1,1:20.0,,Defensive rebound by J. McRae,24,14
76,1,1:00.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by T. Maker),24,17
77,1,0:33.0,G. Niang misses 2-pt jump shot from 8 ft,,24,17
78,1,0:30.0,Offensive rebound by T. Bradley,,24,17
79,1,0:30.0,T. Bradley makes 2-pt layup at rim,,26,17
80,1,0:25.0,,Turnover by J. McRae (lost ball; steal by J. Clarkson),26,17
81,1,0:23.0,M. Conley makes 2-pt layup from 3 ft,,28,17
82,1,0:04.0,,J. McRae misses 2-pt layup from 2 ft,28,17
83,1,0:03.0,Defensive rebound by J. Clarkson,,28,17
84,1,0:01.0,Personal foul by T. Maker (drawn by J. Clarkson),,28,17
85,1,0:00.0,M. Conley misses 3-pt jump shot from 34 ft,,28,17
86,1,0:00.0,Offensive rebound by Team,,28,17
87,2,11:43.0,G. Niang misses 3-pt jump shot from 27 ft,,28,17
88,2,11:41.0,Offensive rebound by T. Bradley,,28,17
89,2,11:34.0,G. Niang misses 3-pt jump shot from 23 ft,,28,17
90,2,11:31.0,,Defensive rebound by L. Galloway,28,17
91,2,11:14.0,,B. Brown misses 2-pt layup from 3 ft,28,17
92,2,11:10.0,Defensive rebound by T. Bradley,,28,17
93,2,10:57.0,J. Clarkson makes 2-pt jump shot from 5 ft,,30,17
94,2,10:33.0,,L. Galloway makes 2-pt jump shot from 18 ft,30,19
95,2,10:21.0,Turnover by T. Bradley (bad pass),,30,19
96,2,10:08.0,,Shooting foul by T. Bradley (drawn by J. McRae),30,19
97,2,10:08.0,,J. McRae makes free throw 1 of 2,30,20
98,2,10:08.0,,J. McRae makes free throw 2 of 2,30,21
99,2,9:47.0,G. Niang makes 3-pt jump shot from 26 ft (assist by M. Conley),,33,21
100,2,9:27.0,,S. Doumbouya misses 3-pt jump shot from 25 ft,33,21
101,2,9:24.0,Defensive rebound by T. Bradley,,33,21
102,2,9:12.0,J. Clarkson misses 3-pt jump shot from 26 ft,,33,21
103,2,9:08.0,Offensive rebound by T. Bradley,,33,21
104,2,9:08.0,T. Bradley makes 2-pt layup at rim,,35,21
105,2,8:50.0,,S. Doumbouya makes 2-pt jump shot from 7 ft,35,23
106,2,8:31.0,T. Bradley makes 2-pt dunk from 1 ft (assist by M. Conley),,37,23
107,2,8:17.0,,Personal foul by J. Ingles (drawn by J. McRae),37,23
108,2,8:17.0,R. Gobert enters the game for T. Bradley,,37,23
109,2,8:17.0,D. Mitchell enters the game for M. Conley,,37,23
110,2,8:08.0,,T. Maker misses 2-pt layup from 3 ft (block by R. Gobert),37,23
111,2,8:04.0,,Offensive rebound by S. Doumbouya,37,23
112,2,8:03.0,,S. Doumbouya makes 2-pt dunk from 1 ft,37,25
113,2,7:51.0,Personal foul by B. Brown (drawn by J. Ingles),,37,25
114,2,7:51.0,B. Bogdanović enters the game for J. Ingles,,37,25
115,2,7:51.0,,C. Wood enters the game for T. Maker,37,25
116,2,7:51.0,Utah full timeout,,37,25
117,2,7:51.0,R. O'Neale enters the game for G. Niang,,37,25
118,2,7:42.0,J. Clarkson misses 3-pt jump shot from 27 ft,,37,25
119,2,7:39.0,,Defensive rebound by S. Doumbouya,37,25
120,2,7:25.0,,S. Doumbouya misses 2-pt layup from 3 ft,37,25
121,2,7:22.0,Defensive rebound by R. Gobert,,37,25
122,2,7:19.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),,40,25
123,2,6:54.0,,J. McRae misses 2-pt jump shot from 12 ft,40,25
124,2,6:52.0,Defensive rebound by R. O'Neale,,40,25
125,2,6:34.0,J. Clarkson makes 2-pt layup from 2 ft,,42,25
126,2,6:16.0,,Turnover by J. McRae (bad pass; steal by J. Clarkson),42,25
127,2,6:13.0,Shooting foul by B. Brown (drawn by R. Gobert),,42,25
128,2,6:13.0,R. Gobert makes free throw 1 of 2,,43,25
129,2,6:13.0,,S. Mykhailiuk enters the game for S. Doumbouya,43,25
130,2,6:13.0,,T. Snell enters the game for J. McRae,43,25
131,2,6:13.0,R. Gobert makes free throw 2 of 2,,44,25
132,2,5:59.0,Violation by Team (kicked ball),,44,25
133,2,5:58.0,,Shooting foul by R. Gobert (drawn by S. Mykhailiuk),44,25
134,2,5:58.0,,S. Mykhailiuk misses free throw 1 of 2,44,25
135,2,5:58.0,,Offensive rebound by Team,44,25
136,2,5:58.0,,S. Mykhailiuk misses free throw 2 of 2,44,25
137,2,5:55.0,Defensive rebound by B. Bogdanović,,44,25
138,2,5:33.0,B. Bogdanović makes 3-pt jump shot from 27 ft,,47,25
139,2,5:18.0,,C. Wood makes 2-pt dunk from 2 ft (assist by B. Brown),47,27
140,2,5:04.0,D. Mitchell misses 2-pt jump shot from 6 ft,,47,27
141,2,4:58.0,,Defensive rebound by S. Mykhailiuk,47,27
142,2,4:56.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by B. Brown),47,30
143,2,4:42.0,Shooting foul by L. Galloway (drawn by J. Clarkson),,47,30
144,2,4:42.0,J. Clarkson misses free throw 1 of 2,,47,30
145,2,4:42.0,Offensive rebound by Team,,47,30
146,2,4:42.0,,B. Knight enters the game for B. Brown,47,30
147,2,4:42.0,J. Clarkson makes free throw 2 of 2,,48,30
148,2,4:22.0,,L. Galloway makes 2-pt layup from 2 ft (assist by S. Mykhailiuk),48,32
149,2,4:09.0,Turnover by J. Clarkson (traveling),,48,32
150,2,4:09.0,J. Ingles enters the game for J. Clarkson,,48,32
151,2,3:57.0,,Turnover by C. Wood (lost ball; steal by J. Ingles),48,32
152,2,3:51.0,D. Mitchell misses 3-pt jump shot from 27 ft,,48,32
153,2,3:49.0,,Defensive rebound by S. Mykhailiuk,48,32
154,2,3:42.0,,B. Knight misses 3-pt jump shot from 26 ft,48,32
155,2,3:37.0,Defensive rebound by R. Gobert,,48,32
156,2,3:33.0,Shooting foul by C. Wood (drawn by R. Gobert),,48,32
157,2,3:33.0,R. Gobert misses free throw 1 of 2,,48,32
158,2,3:33.0,Offensive rebound by Team,,48,32
159,2,3:33.0,R. Gobert makes free throw 2 of 2,,49,32
160,2,3:23.0,,Turnover by B. Knight (bad pass; steal by R. Gobert),49,32
161,2,3:16.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,49,32
162,2,3:12.0,,Defensive rebound by C. Wood,49,32
163,2,2:50.0,,B. Knight makes 3-pt jump shot from 25 ft,49,35
164,2,2:34.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by J. Ingles),,51,35
165,2,2:15.0,,B. Knight misses 2-pt layup from 2 ft,51,35
166,2,2:11.0,,Offensive rebound by C. Wood,51,35
167,2,2:11.0,,C. Wood makes 2-pt layup from 1 ft,51,37
168,2,1:54.0,B. Bogdanović makes 2-pt jump shot from 11 ft,,53,37
169,2,1:39.0,,L. Galloway misses 3-pt jump shot from 26 ft,53,37
170,2,1:36.0,Defensive rebound by D. Mitchell,,53,37
171,2,1:20.0,R. Gobert misses 2-pt layup from 5 ft,,53,37
172,2,1:17.0,,Defensive rebound by S. Mykhailiuk,53,37
173,2,1:11.0,,C. Wood misses 3-pt jump shot from 23 ft,53,37
174,2,1:08.0,Defensive rebound by D. Mitchell,,53,37
175,2,1:00.0,B. Bogdanović makes 2-pt jump shot from 11 ft,,55,37
176,2,1:00.0,,Detroit full timeout,55,37
177,2,1:00.0,,B. Brown enters the game for L. Galloway,55,37
178,2,0:48.0,,C. Wood makes 2-pt dunk from 4 ft (assist by S. Mykhailiuk),55,39
179,2,0:24.0,D. Mitchell misses 3-pt jump shot from 26 ft (block by B. Knight),,55,39
180,2,0:21.0,,Defensive rebound by Team,55,39
181,2,0:02.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,55,39
182,2,0:00.0,Defensive rebound by B. Bogdanović,,55,39
183,3,11:49.0,Personal foul by B. Knight (drawn by B. Bogdanović),,55,39
184,3,11:38.0,Turnover by D. Mitchell (bad pass; steal by S. Mykhailiuk),,55,39
185,3,11:32.0,,C. Wood makes 2-pt dunk from 5 ft (assist by J. Henson),55,41
186,3,11:16.0,M. Conley misses 3-pt jump shot from 25 ft,,55,41
187,3,11:14.0,,Defensive rebound by B. Knight,55,41
188,3,11:05.0,,S. Mykhailiuk misses 3-pt jump shot from 23 ft,55,41
189,3,11:02.0,Defensive rebound by D. Mitchell,,55,41
190,3,10:56.0,D. Mitchell makes 2-pt jump shot from 6 ft,,57,41
191,3,10:36.0,,T. Snell makes 2-pt layup from 2 ft (assist by S. Mykhailiuk),57,43
192,3,10:21.0,M. Conley misses 2-pt jump shot from 5 ft,,57,43
193,3,10:19.0,,Defensive rebound by J. Henson,57,43
194,3,10:06.0,,C. Wood misses 2-pt layup from 6 ft (block by R. O'Neale),57,43
195,3,10:06.0,Defensive rebound by R. Gobert,,57,43
196,3,10:06.0,Personal foul by J. Henson (drawn by R. Gobert),,57,43
197,3,9:52.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by R. Gobert),,59,43
198,3,9:26.0,,J. Henson misses 2-pt hook shot from 7 ft,59,43
199,3,9:24.0,Defensive rebound by M. Conley,,59,43
200,3,9:21.0,Personal foul by T. Snell (drawn by D. Mitchell),,59,43
201,3,9:14.0,Turnover by B. Bogdanović (bad pass),,59,43
202,3,9:06.0,,Turnover by J. Henson (bad pass; steal by M. Conley),59,43
203,3,9:04.0,Personal take foul by S. Mykhailiuk (drawn by M. Conley),,59,43
204,3,8:51.0,D. Mitchell misses 3-pt jump shot from 25 ft,,59,43
205,3,8:49.0,,Defensive rebound by C. Wood,59,43
206,3,8:37.0,,S. Mykhailiuk misses 3-pt jump shot from 24 ft,59,43
207,3,8:37.0,,Offensive rebound by Team,59,43
208,3,8:37.0,,Personal foul by R. Gobert (drawn by C. Wood),59,43
209,3,8:31.0,,Personal foul by D. Mitchell (drawn by J. Henson),59,43
210,3,8:22.0,,B. Knight makes 3-pt jump shot from 26 ft,59,46
211,3,8:09.0,M. Conley makes 3-pt jump shot from 26 ft (assist by R. O'Neale),,62,46
212,3,7:51.0,,Turnover by T. Snell (bad pass; steal by R. Gobert),62,46
213,3,7:45.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,62,46
214,3,7:42.0,,Defensive rebound by J. Henson,62,46
215,3,7:30.0,,S. Mykhailiuk misses 2-pt layup from 5 ft,62,46
216,3,7:30.0,,Offensive rebound by Team,62,46
217,3,7:30.0,Loose ball foul by D. Mitchell (drawn by J. Henson),,62,46
218,3,7:22.0,,T. Snell misses 3-pt jump shot from 26 ft,62,46
219,3,7:19.0,Defensive rebound by R. Gobert,,62,46
220,3,7:00.0,D. Mitchell misses 2-pt jump shot from 19 ft,,62,46
221,3,6:57.0,,Defensive rebound by C. Wood,62,46
222,3,6:50.0,,J. Henson makes 3-pt jump shot from 27 ft (assist by B. Knight),62,49
223,3,6:50.0,Utah full timeout,,62,49
224,3,6:50.0,J. Ingles enters the game for M. Conley,,62,49
225,3,6:50.0,,L. Galloway enters the game for S. Mykhailiuk,62,49
226,3,6:24.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by R. O'Neale),,65,49
227,3,5:55.0,,L. Galloway misses 2-pt jump shot from 8 ft,65,49
228,3,5:54.0,,Offensive rebound by C. Wood,65,49
229,3,5:54.0,,C. Wood makes 2-pt layup from 2 ft,65,51
230,3,5:54.0,,Shooting foul by R. Gobert (drawn by C. Wood),65,51
231,3,5:54.0,,C. Wood misses free throw 1 of 1,65,51
232,3,5:50.0,Defensive rebound by B. Bogdanović,,65,51
233,3,5:31.0,R. O'Neale misses 3-pt jump shot from 25 ft,,65,51
234,3,5:28.0,,Defensive rebound by T. Snell,65,51
235,3,5:12.0,,T. Snell misses 2-pt jump shot from 8 ft,65,51
236,3,5:10.0,,Offensive rebound by C. Wood,65,51
237,3,5:09.0,,Shooting foul by R. O'Neale (drawn by C. Wood),65,51
238,3,5:09.0,,C. Wood makes free throw 1 of 2,65,52
239,3,5:09.0,,S. Doumbouya enters the game for J. Henson,65,52
240,3,5:09.0,,C. Wood makes free throw 2 of 2,65,53
241,3,4:49.0,Shooting foul by C. Wood (drawn by R. Gobert),,65,53
242,3,4:49.0,R. Gobert misses free throw 1 of 2,,65,53
243,3,4:49.0,Offensive rebound by Team,,65,53
244,3,4:49.0,,J. McRae enters the game for T. Snell,65,53
245,3,4:49.0,R. Gobert makes free throw 2 of 2,,66,53
246,3,4:32.0,,Turnover by C. Wood (bad pass; steal by R. Gobert),66,53
247,3,4:20.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,66,53
248,3,4:18.0,,Defensive rebound by S. Doumbouya,66,53
249,3,4:18.0,,C. Wood makes 2-pt dunk from 3 ft (assist by S. Doumbouya),66,55
250,3,4:18.0,,Shooting foul by D. Mitchell (drawn by C. Wood),66,55
251,3,4:18.0,J. Clarkson enters the game for D. Mitchell,,66,55
252,3,4:18.0,M. Conley enters the game for R. O'Neale,,66,55
253,3,4:18.0,,C. Wood makes free throw 1 of 1,66,56
254,3,4:02.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,66,56
255,3,4:00.0,Offensive rebound by R. Gobert,,66,56
256,3,3:49.0,B. Bogdanović makes 2-pt layup from 3 ft,,68,56
257,3,3:43.0,,Personal foul by M. Conley (drawn by B. Knight),68,56
258,3,3:43.0,,B. Knight makes free throw 1 of 2,68,57
259,3,3:43.0,,B. Knight makes free throw 2 of 2,68,58
260,3,3:28.0,Turnover by J. Ingles (bad pass; steal by L. Galloway),,68,58
261,3,3:25.0,,S. Doumbouya makes 2-pt layup from 4 ft (assist by C. Wood),68,60
262,3,3:25.0,Utah full timeout,,68,60
263,3,3:25.0,T. Bradley enters the game for B. Bogdanović,,68,60
264,3,3:25.0,G. Niang enters the game for R. Gobert,,68,60
265,3,3:25.0,,B. Brown enters the game for B. Knight,68,60
266,3,3:02.0,J. Clarkson makes 2-pt layup from 2 ft,,70,60
267,3,2:53.0,,Shooting foul by T. Bradley (drawn by S. Doumbouya),70,60
268,3,2:53.0,,S. Doumbouya misses free throw 1 of 2,70,60
269,3,2:53.0,,Offensive rebound by Team,70,60
270,3,2:53.0,,S. Doumbouya makes free throw 2 of 2,70,61
271,3,2:33.0,J. Clarkson makes 2-pt layup from 2 ft,,72,61
272,3,2:22.0,,C. Wood makes 2-pt jump shot from 8 ft (assist by B. Brown),72,63
273,3,2:11.0,Personal foul by J. McRae (drawn by M. Conley),,72,63
274,3,2:11.0,M. Conley makes free throw 1 of 2,,73,63
275,3,2:11.0,M. Conley makes free throw 2 of 2,,74,63
276,3,1:59.0,,B. Brown misses 2-pt layup from 6 ft,74,63
277,3,1:58.0,Defensive rebound by T. Bradley,,74,63
278,3,1:49.0,G. Niang misses 3-pt jump shot from 27 ft,,74,63
279,3,1:46.0,,Defensive rebound by L. Galloway,74,63
280,3,1:44.0,,L. Galloway makes 2-pt layup from 2 ft,74,65
281,3,1:32.0,G. Niang makes 3-pt jump shot from 26 ft (assist by M. Conley),,77,65
282,3,1:31.0,,Detroit full timeout,77,65
283,3,1:11.0,,L. Galloway makes 3-pt jump shot from 26 ft,77,68
284,3,0:58.0,J. Clarkson misses 3-pt jump shot from 28 ft,,77,68
285,3,0:54.0,,Defensive rebound by C. Wood,77,68
286,3,0:48.0,,C. Wood makes 2-pt dunk from 3 ft (assist by B. Brown),77,70
287,3,0:32.0,J. Clarkson misses 2-pt layup from 3 ft (block by L. Galloway),,77,70
288,3,0:30.0,Offensive rebound by T. Bradley,,77,70
289,3,0:30.0,T. Bradley makes 2-pt hook shot from 2 ft,,79,70
290,3,0:25.0,,B. Brown makes 2-pt layup from 3 ft,79,72
291,3,0:25.0,,Shooting foul by T. Bradley (drawn by B. Brown),79,72
292,3,0:25.0,,B. Brown makes free throw 1 of 1,79,73
293,3,0:06.0,M. Conley misses 3-pt jump shot from 25 ft,,79,73
294,3,0:04.0,Offensive rebound by T. Bradley,,79,73
295,3,0:03.0,T. Bradley misses 2-pt jump shot from 5 ft,,79,73
296,3,0:02.0,,Defensive rebound by B. Brown,79,73
297,3,0:00.0,,J. McRae misses 3-pt jump shot from 49 ft,79,73
298,3,0:00.0,,Offensive rebound by Team,79,73
299,4,11:44.0,,C. Wood makes 2-pt layup from 2 ft (assist by B. Brown),79,75
300,4,11:24.0,M. Conley misses 3-pt jump shot from 25 ft,,79,75
301,4,11:24.0,,Defensive rebound by C. Wood,79,75
302,4,11:14.0,,C. Wood makes 2-pt dunk at rim (assist by B. Brown),79,77
303,4,10:54.0,M. Conley misses 2-pt jump shot from 8 ft,,79,77
304,4,10:51.0,,Defensive rebound by B. Brown,79,77
305,4,10:38.0,,B. Brown makes 2-pt layup from 3 ft,79,79
306,4,10:38.0,Utah full timeout,,79,79
307,4,10:17.0,Personal foul by J. McRae (drawn by J. Ingles),,79,79
308,4,10:17.0,R. O'Neale enters the game for G. Niang,,79,79
309,4,10:03.0,J. Clarkson misses 2-pt layup from 2 ft,,79,79
310,4,10:02.0,,Defensive rebound by J. McRae,79,79
311,4,9:53.0,,C. Wood misses 3-pt jump shot from 27 ft,79,79
312,4,9:45.0,,Offensive rebound by C. Wood,79,79
313,4,9:44.0,,Turnover by C. Wood (lost ball; steal by M. Conley),79,79
314,4,9:40.0,M. Conley makes 2-pt layup from 2 ft,,81,79
315,4,9:21.0,,B. Brown misses 2-pt jump shot from 3 ft,81,79
316,4,9:17.0,Defensive rebound by J. Ingles,,81,79
317,4,9:15.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Ingles),,84,79
318,4,8:51.0,,L. Galloway misses 2-pt jump shot from 7 ft,84,79
319,4,8:48.0,Defensive rebound by R. O'Neale,,84,79
320,4,8:44.0,J. Ingles makes 2-pt jump shot from 5 ft,,86,79
321,4,8:44.0,Shooting foul by B. Brown (drawn by J. Ingles),,86,79
322,4,8:44.0,R. Gobert enters the game for T. Bradley,,86,79
323,4,8:44.0,,T. Maker enters the game for S. Doumbouya,86,79
324,4,8:44.0,,T. Snell enters the game for C. Wood,86,79
325,4,8:44.0,J. Ingles misses free throw 1 of 1,,86,79
326,4,8:44.0,Offensive rebound by R. Gobert,,86,79
327,4,8:42.0,Shooting foul by T. Maker (drawn by R. Gobert),,86,79
328,4,8:42.0,R. Gobert misses free throw 1 of 2,,86,79
329,4,8:42.0,Offensive rebound by Team,,86,79
330,4,8:42.0,D. Mitchell enters the game for J. Ingles,,86,79
331,4,8:42.0,R. Gobert misses free throw 2 of 2,,86,79
332,4,8:39.0,,Defensive rebound by B. Brown,86,79
333,4,8:28.0,,Shooting foul by J. Clarkson (drawn by J. McRae),86,79
334,4,8:28.0,,J. McRae makes free throw 1 of 2,86,80
335,4,8:28.0,B. Bogdanović enters the game for M. Conley,,86,80
336,4,8:28.0,,J. McRae makes free throw 2 of 2,86,81
337,4,8:10.0,D. Mitchell makes 2-pt jump shot from 5 ft,,88,81
338,4,7:50.0,,T. Maker misses 2-pt hook shot from 6 ft,88,81
339,4,7:48.0,Defensive rebound by R. Gobert,,88,81
340,4,7:32.0,B. Bogdanović makes 2-pt jump shot from 6 ft (assist by R. O'Neale),,90,81
341,4,7:27.0,,Detroit full timeout,90,81
342,4,7:27.0,,B. Knight enters the game for L. Galloway,90,81
343,4,7:20.0,,B. Knight misses 3-pt jump shot from 26 ft,90,81
344,4,7:17.0,Defensive rebound by D. Mitchell,,90,81
345,4,7:05.0,B. Bogdanović makes 2-pt jump shot from 7 ft,,92,81
346,4,7:05.0,Shooting foul by J. McRae (drawn by B. Bogdanović),,92,81
347,4,7:05.0,B. Bogdanović makes free throw 1 of 1,,93,81
348,4,6:47.0,,B. Brown misses 2-pt jump shot from 8 ft,93,81
349,4,6:45.0,,Offensive rebound by B. Brown,93,81
350,4,6:40.0,,Personal foul by B. Bogdanović (drawn by T. Maker),93,81
351,4,6:30.0,,T. Snell misses 3-pt jump shot from 24 ft,93,81
352,4,6:27.0,Defensive rebound by R. O'Neale,,93,81
353,4,6:18.0,D. Mitchell makes 2-pt jump shot from 12 ft,,95,81
354,4,6:01.0,,T. Maker misses 2-pt layup from 6 ft,95,81
355,4,5:58.0,Defensive rebound by B. Bogdanović,,95,81
356,4,5:51.0,Personal foul by T. Maker (drawn by D. Mitchell),,95,81
357,4,5:51.0,D. Mitchell makes free throw 1 of 2,,96,81
358,4,5:51.0,,C. Wood enters the game for T. Maker,96,81
359,4,5:51.0,D. Mitchell makes free throw 2 of 2,,97,81
360,4,5:51.0,,Technical foul by R. Gobert,97,81
361,4,5:51.0,Technical foul by B. Brown,,97,81
362,4,5:32.0,,Shooting foul by R. Gobert (drawn by C. Wood),97,81
363,4,5:32.0,,C. Wood misses free throw 1 of 2,97,81
364,4,5:32.0,,Offensive rebound by Team,97,81
365,4,5:32.0,,C. Wood makes free throw 2 of 2,97,82
366,4,5:27.0,Personal foul by B. Brown (drawn by D. Mitchell),,97,82
367,4,5:27.0,D. Mitchell misses free throw 1 of 2,,97,82
368,4,5:27.0,Offensive rebound by Team,,97,82
369,4,5:27.0,D. Mitchell makes free throw 2 of 2,,98,82
370,4,5:11.0,,C. Wood misses 2-pt layup from 4 ft (block by R. Gobert),98,82
371,4,5:06.0,,Offensive rebound by C. Wood,98,82
372,4,5:01.0,,J. McRae makes 2-pt jump shot from 15 ft (assist by C. Wood),98,84
373,4,4:52.0,Personal foul by B. Knight (drawn by B. Bogdanović),,98,84
374,4,4:52.0,B. Bogdanović makes free throw 1 of 2,,99,84
375,4,4:52.0,M. Conley enters the game for J. Clarkson,,99,84
376,4,4:52.0,B. Bogdanović makes free throw 2 of 2,,100,84
377,4,4:37.0,,J. McRae makes 2-pt layup from 2 ft,100,86
378,4,4:37.0,,Shooting foul by R. O'Neale (drawn by J. McRae),100,86
379,4,4:37.0,,J. McRae makes free throw 1 of 1,100,87
380,4,4:21.0,R. O'Neale misses 3-pt jump shot from 26 ft,,100,87
381,4,4:18.0,,Defensive rebound by B. Knight,100,87
382,4,4:10.0,,J. McRae makes 2-pt jump shot from 7 ft (assist by B. Knight),100,89
