,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CLEVELAND_ACTION,GOLDEN STATE_SCORE,CLEVELAND_SCORE
46,1,6:48.0,,T. Thompson misses 2-pt jump shot from 3 ft,13,14
47,1,6:45.0,Defensive rebound by D. Green,,13,14
48,1,6:42.0,G. Robinson makes 2-pt layup from 1 ft (assist by D. Russell),,15,14
49,1,6:18.0,,K. Porter makes 3-pt jump shot from 24 ft (assist by K. Love),15,17
50,1,6:05.0,D. Green misses 3-pt jump shot from 26 ft,,15,17
51,1,6:02.0,,Defensive rebound by K. Love,15,17
52,1,5:56.0,,C. Sexton makes 2-pt layup from 1 ft (assist by K. Love),15,19
53,1,5:40.0,G. Robinson makes 2-pt dunk from 1 ft (assist by D. Green),,17,19
54,1,5:20.0,,D. Garland misses 2-pt jump shot from 5 ft,17,19
55,1,5:17.0,Defensive rebound by D. Green,,17,19
56,1,5:13.0,G. Robinson misses 3-pt jump shot from 23 ft,,17,19
57,1,5:11.0,,Defensive rebound by K. Love,17,19
58,1,5:07.0,,Offensive foul by T. Thompson (drawn by D. Lee),17,19
59,1,5:07.0,,Turnover by T. Thompson (offensive foul),17,19
60,1,5:07.0,,Cleveland full timeout,17,19
61,1,5:07.0,A. Burks enters the game for M. Chriss,,17,19
62,1,5:07.0,J. Poole enters the game for D. Lee,,17,19
63,1,5:07.0,O. Spellman enters the game for D. Russell,,17,19
64,1,5:07.0,,A. McKinnie enters the game for D. Garland,17,19
65,1,4:50.0,A. Burks misses 2-pt jump shot from 11 ft,,17,19
66,1,4:48.0,Offensive rebound by A. Burks,,17,19
67,1,4:46.0,D. Green makes 3-pt jump shot from 25 ft (assist by A. Burks),,20,19
68,1,4:33.0,,K. Love misses 3-pt jump shot from 26 ft,20,19
69,1,4:33.0,Defensive rebound by O. Spellman,,20,19
70,1,4:18.0,Turnover by O. Spellman (lost ball; steal by C. Sexton),,20,19
71,1,4:18.0,,Personal foul by O. Spellman (drawn by K. Porter),20,19
72,1,4:00.0,,C. Sexton misses 2-pt jump shot from 19 ft,20,19
73,1,3:59.0,,Offensive rebound by Team,20,19
74,1,3:59.0,Loose ball foul by O. Spellman (drawn by T. Thompson),,20,19
75,1,3:59.0,,L. Nance enters the game for K. Love,20,19
76,1,3:51.0,,C. Sexton makes 2-pt layup from 1 ft,20,21
77,1,3:32.0,J. Poole misses 2-pt jump shot from 22 ft,,20,21
78,1,3:29.0,,Defensive rebound by L. Nance,20,21
79,1,3:22.0,,Shooting foul by D. Green (drawn by K. Porter),20,21
80,1,3:22.0,,K. Porter makes free throw 1 of 2,20,22
81,1,3:22.0,K. Looney enters the game for D. Green,,20,22
82,1,3:22.0,E. Paschall enters the game for G. Robinson,,20,22
83,1,3:22.0,,K. Porter makes free throw 2 of 2,20,23
84,1,3:14.0,J. Poole makes 3-pt jump shot from 28 ft (assist by A. Burks),,23,23
85,1,3:02.0,,K. Porter makes 3-pt jump shot from 29 ft (assist by T. Thompson),23,26
86,1,2:50.0,J. Poole misses 2-pt jump shot from 20 ft,,23,26
87,1,2:46.0,,Defensive rebound by C. Sexton,23,26
88,1,2:43.0,,C. Sexton makes 3-pt jump shot from 26 ft,23,29
89,1,2:42.0,Golden State full timeout,,23,29
90,1,2:42.0,,J. Henson enters the game for T. Thompson,23,29
91,1,2:29.0,Shooting foul by J. Henson (drawn by A. Burks),,23,29
92,1,2:29.0,A. Burks makes free throw 1 of 2,,24,29
93,1,2:29.0,A. Burks makes free throw 2 of 2,,25,29
94,1,2:09.0,,K. Porter makes 3-pt jump shot from 24 ft (assist by L. Nance),25,32
95,1,1:45.0,Shooting foul by A. McKinnie (drawn by E. Paschall),,25,32
96,1,1:45.0,E. Paschall makes free throw 1 of 2,,26,32
97,1,1:45.0,,D. Garland enters the game for C. Sexton,26,32
98,1,1:45.0,E. Paschall makes free throw 2 of 2,,27,32
99,1,1:29.0,,K. Porter misses 3-pt jump shot from 25 ft,27,32
100,1,1:27.0,Defensive rebound by J. Poole,,27,32
101,1,1:21.0,J. Poole misses 2-pt jump shot from 13 ft,,27,32
102,1,1:18.0,Offensive rebound by K. Looney,,27,32
103,1,1:13.0,O. Spellman misses 3-pt jump shot from 24 ft,,27,32
104,1,1:10.0,,Defensive rebound by L. Nance,27,32
105,1,1:05.0,,L. Nance misses 2-pt layup from 1 ft,27,32
106,1,1:02.0,Defensive rebound by J. Poole,,27,32
107,1,0:57.0,E. Paschall makes 2-pt jump shot from 4 ft,,29,32
108,1,0:41.0,,D. Garland misses 2-pt layup from 2 ft (block by K. Looney),29,32
109,1,0:38.0,Defensive rebound by A. Burks,,29,32
110,1,0:33.0,A. Burks misses 2-pt layup from 2 ft,,29,32
111,1,0:29.0,,Defensive rebound by K. Porter,29,32
112,1,0:25.0,,L. Nance misses 2-pt dunk at rim,29,32
113,1,0:21.0,Defensive rebound by K. Looney,,29,32
114,1,0:03.0,E. Paschall makes 2-pt jump shot from 7 ft,,31,32
115,1,0:00.0,,K. Porter misses 3-pt jump shot from 52 ft,31,32
116,1,0:00.0,,Offensive rebound by Team,31,32
117,2,11:47.0,D. Russell makes 3-pt jump shot from 26 ft,,34,32
118,2,11:30.0,,K. Porter misses 3-pt jump shot from 25 ft,34,32
119,2,11:27.0,Defensive rebound by D. Russell,,34,32
120,2,11:19.0,D. Russell makes 3-pt jump shot from 27 ft,,37,32
121,2,11:01.0,,D. Garland misses 2-pt layup from 1 ft,37,32
122,2,10:57.0,,Offensive rebound by J. Henson,37,32
123,2,10:57.0,,J. Henson makes 2-pt layup from 1 ft,37,34
124,2,10:54.0,D. Russell misses 3-pt jump shot from 25 ft,,37,34
125,2,10:51.0,,Defensive rebound by J. Henson,37,34
126,2,10:43.0,,D. Garland makes 2-pt layup from 2 ft,37,36
127,2,10:24.0,A. Burks misses 3-pt jump shot from 26 ft,,37,36
128,2,10:21.0,,Defensive rebound by A. McKinnie,37,36
129,2,10:07.0,,D. Garland misses 2-pt layup from 1 ft,37,36
130,2,10:05.0,Defensive rebound by D. Russell,,37,36
131,2,9:56.0,K. Looney misses 2-pt layup from 2 ft (block by J. Henson),,37,36
132,2,9:52.0,Offensive rebound by K. Looney,,37,36
133,2,9:52.0,O. Spellman makes 2-pt dunk from 1 ft (assist by E. Paschall),,39,36
134,2,9:52.0,Shooting foul by K. Porter (drawn by O. Spellman),,39,36
135,2,9:52.0,D. Lee enters the game for K. Looney,,39,36
136,2,9:52.0,,D. Exum enters the game for K. Porter,39,36
137,2,9:52.0,O. Spellman makes free throw 1 of 1,,40,36
138,2,9:38.0,,A. McKinnie makes 3-pt jump shot from 26 ft (assist by D. Exum),40,39
139,2,9:23.0,O. Spellman misses 2-pt layup from 2 ft,,40,39
140,2,9:20.0,,Defensive rebound by D. Exum,40,39
141,2,9:14.0,,L. Nance makes 3-pt jump shot from 24 ft (assist by J. Henson),40,42
142,2,8:59.0,E. Paschall makes 2-pt layup from 1 ft (assist by D. Russell),,42,42
143,2,8:45.0,,A. McKinnie misses 2-pt jump shot from 18 ft,42,42
144,2,8:41.0,Defensive rebound by D. Lee,,42,42
145,2,8:33.0,O. Spellman makes 2-pt jump shot from 19 ft (assist by D. Lee),,44,42
146,2,8:32.0,,Cleveland full timeout,44,42
147,2,8:32.0,M. Chriss enters the game for A. Burks,,44,42
148,2,8:32.0,J. Evans enters the game for O. Spellman,,44,42
149,2,8:32.0,,K. Love enters the game for J. Henson,44,42
150,2,8:08.0,,D. Exum misses 3-pt jump shot from 26 ft,44,42
151,2,8:06.0,,Offensive rebound by K. Love,44,42
152,2,8:04.0,,D. Exum makes 2-pt layup at rim,44,44
153,2,7:46.0,D. Lee makes 2-pt layup from 2 ft (assist by E. Paschall),,46,44
154,2,7:30.0,,Personal foul by D. Lee (drawn by A. McKinnie),46,44
155,2,7:30.0,,C. Osman enters the game for A. McKinnie,46,44
156,2,7:24.0,,K. Love misses 2-pt jump shot from 15 ft,46,44
157,2,7:22.0,Defensive rebound by J. Evans,,46,44
158,2,7:17.0,,Violation by Team (kicked ball),46,44
159,2,7:17.0,,C. Sexton enters the game for D. Garland,46,44
160,2,7:05.0,E. Paschall makes 2-pt dunk from 1 ft (assist by D. Russell),,48,44
161,2,6:52.0,,L. Nance makes 2-pt layup from 1 ft (assist by C. Sexton),48,46
162,2,6:41.0,D. Russell misses 2-pt jump shot from 13 ft,,48,46
163,2,6:39.0,,Defensive rebound by K. Love,48,46
164,2,6:27.0,,Turnover by L. Nance (out of bounds lost ball),48,46
165,2,6:27.0,,T. Thompson enters the game for L. Nance,48,46
166,2,6:09.0,Turnover by M. Chriss (bad pass; steal by T. Thompson),,48,46
167,2,6:05.0,,Turnover by T. Thompson (bad pass; steal by M. Chriss),48,46
168,2,5:58.0,D. Lee misses 3-pt jump shot from 27 ft,,48,46
169,2,5:56.0,,Defensive rebound by T. Thompson,48,46
170,2,5:47.0,,K. Love makes 2-pt jump shot from 8 ft (assist by C. Sexton),48,48
171,2,5:26.0,Turnover by D. Russell (bad pass; steal by C. Osman),,48,48
172,2,5:13.0,,T. Thompson makes 2-pt layup from 1 ft (assist by K. Love),48,50
173,2,5:12.0,Golden State full timeout,,48,50
174,2,5:12.0,A. Burks enters the game for D. Lee,,48,50
175,2,5:12.0,D. Green enters the game for E. Paschall,,48,50
176,2,5:12.0,G. Robinson enters the game for D. Russell,,48,50
177,2,4:59.0,M. Chriss misses 2-pt dunk from 2 ft,,48,50
178,2,4:57.0,,Defensive rebound by D. Exum,48,50
179,2,4:46.0,,Turnover by C. Osman (bad pass; steal by D. Green),48,50
180,2,4:42.0,J. Evans makes 2-pt layup from 1 ft (assist by D. Green),,50,50
181,2,4:19.0,,K. Love misses 3-pt jump shot from 26 ft,50,50
182,2,4:17.0,Defensive rebound by D. Green,,50,50
183,2,4:14.0,J. Evans makes 2-pt layup from 1 ft (assist by D. Green),,52,50
184,2,3:51.0,,C. Sexton makes 2-pt jump shot from 8 ft,52,52
185,2,3:34.0,A. Burks misses 3-pt jump shot from 25 ft,,52,52
186,2,3:32.0,,Defensive rebound by T. Thompson,52,52
187,2,3:25.0,,C. Sexton makes 2-pt jump shot from 14 ft (assist by T. Thompson),52,54
188,2,3:14.0,Personal foul by C. Sexton (drawn by A. Burks),,52,54
189,2,3:14.0,,D. Garland enters the game for D. Exum,52,54
190,2,3:04.0,A. Burks misses 2-pt layup from 1 ft,,52,54
191,2,3:00.0,Offensive rebound by M. Chriss,,52,54
192,2,3:00.0,M. Chriss misses 2-pt layup at rim,,52,54
193,2,3:00.0,,Defensive rebound by K. Love,52,54
194,2,2:55.0,,C. Osman makes 3-pt jump shot from 22 ft (assist by C. Sexton),52,57
195,2,2:37.0,Turnover by A. Burks (lost ball; steal by C. Sexton),,52,57
196,2,2:35.0,,Shooting foul by D. Green (drawn by C. Sexton),52,57
197,2,2:35.0,,Instant Replay (Request: Ruling Stands),52,57
198,2,2:35.0,D. Lee enters the game for A. Burks,,52,57
199,2,2:35.0,D. Russell enters the game for J. Evans,,52,57
200,2,2:35.0,,K. Porter enters the game for C. Osman,52,57
201,2,2:35.0,,C. Sexton makes free throw 1 of 2,52,58
202,2,2:35.0,,C. Sexton makes free throw 2 of 2,52,59
203,2,2:12.0,D. Lee misses 3-pt jump shot from 23 ft,,52,59
204,2,2:09.0,,Defensive rebound by T. Thompson,52,59
205,2,1:51.0,,Turnover by D. Garland (bad pass; steal by G. Robinson),52,59
206,2,1:46.0,D. Lee misses 2-pt layup from 3 ft,,52,59
207,2,1:43.0,Offensive rebound by D. Russell,,52,59
208,2,1:42.0,D. Russell misses 2-pt jump shot from 9 ft,,52,59
209,2,1:42.0,Offensive rebound by M. Chriss,,52,59
210,2,1:38.0,M. Chriss misses 2-pt layup at rim,,52,59
211,2,1:36.0,,Defensive rebound by T. Thompson,52,59
212,2,1:25.0,,Turnover by D. Garland (bad pass; steal by D. Green),52,59
213,2,1:20.0,G. Robinson makes 2-pt jump shot from 5 ft (assist by D. Green),,54,59
214,2,1:04.0,,D. Garland misses 3-pt jump shot from 25 ft,54,59
215,2,1:02.0,Defensive rebound by D. Green,,54,59
216,2,0:59.0,G. Robinson makes 2-pt layup from 1 ft (assist by D. Green),,56,59
217,2,0:35.0,,T. Thompson misses 2-pt hook shot from 4 ft,56,59
218,2,0:32.0,Defensive rebound by M. Chriss,,56,59
219,2,0:30.0,D. Lee makes 2-pt layup from 2 ft (assist by D. Green),,58,59
220,2,0:11.0,,Turnover by D. Garland (lost ball; steal by G. Robinson),58,59
221,2,0:04.0,D. Lee makes 3-pt jump shot from 25 ft (assist by G. Robinson),,61,59
222,2,0:00.0,,C. Sexton misses 2-pt jump shot from 14 ft (block by G. Robinson),61,59
223,2,0:00.0,,Offensive rebound by Team,61,59
224,3,11:46.0,G. Robinson makes 2-pt dunk at rim (assist by D. Green),,63,59
225,3,11:29.0,,C. Osman misses 2-pt layup from 1 ft (block by M. Chriss),63,59
226,3,11:25.0,Defensive rebound by D. Lee,,63,59
227,3,11:22.0,M. Chriss makes 2-pt layup from 1 ft (assist by D. Russell),,65,59
228,3,10:56.0,,C. Osman misses 2-pt jump shot from 3 ft,65,59
229,3,10:53.0,Defensive rebound by D. Green,,65,59
230,3,10:48.0,G. Robinson misses 2-pt jump shot from 1 ft,,65,59
231,3,10:48.0,Offensive rebound by D. Green,,65,59
232,3,10:48.0,D. Green makes 2-pt layup from 1 ft,,67,59
233,3,10:48.0,,Cleveland full timeout,67,59
234,3,10:38.0,,K. Love misses 3-pt jump shot from 26 ft,67,59
235,3,10:34.0,Defensive rebound by G. Robinson,,67,59
236,3,10:23.0,G. Robinson makes 2-pt layup from 1 ft (assist by D. Green),,69,59
237,3,10:09.0,,C. Sexton misses 2-pt jump shot from 10 ft,69,59
238,3,10:07.0,,Offensive rebound by T. Thompson,69,59
239,3,10:06.0,,T. Thompson makes 2-pt layup from 2 ft,69,61
240,3,9:58.0,G. Robinson misses 3-pt jump shot from 24 ft,,69,61
241,3,9:55.0,,Defensive rebound by K. Love,69,61
242,3,9:49.0,,Shooting foul by D. Russell (drawn by K. Love),69,61
243,3,9:49.0,,K. Love makes free throw 1 of 2,69,62
244,3,9:49.0,,K. Love makes free throw 2 of 2,69,63
245,3,9:40.0,D. Russell makes 3-pt jump shot from 28 ft,,72,63
246,3,9:21.0,,K. Love misses 3-pt jump shot from 24 ft,72,63
247,3,9:20.0,,Offensive rebound by T. Thompson,72,63
248,3,9:19.0,,Personal foul by D. Lee (drawn by T. Thompson),72,63
249,3,9:06.0,,T. Thompson misses 2-pt hook shot from 5 ft,72,63
250,3,9:03.0,Defensive rebound by D. Green,,72,63
251,3,8:58.0,M. Chriss makes 2-pt dunk at rim (assist by D. Green),,74,63
252,3,8:42.0,,D. Garland misses 3-pt jump shot from 25 ft,74,63
253,3,8:40.0,Defensive rebound by M. Chriss,,74,63
254,3,8:33.0,D. Lee makes 3-pt jump shot from 23 ft (assist by D. Green),,77,63
255,3,8:32.0,,Cleveland full timeout,77,63
256,3,8:32.0,,D. Exum enters the game for D. Garland,77,63
257,3,8:32.0,,J. Henson enters the game for K. Love,77,63
258,3,8:32.0,,A. McKinnie enters the game for C. Osman,77,63
259,3,8:32.0,,L. Nance enters the game for C. Sexton,77,63
260,3,8:32.0,,K. Porter enters the game for T. Thompson,77,63
261,3,8:06.0,,J. Henson misses 2-pt layup from 4 ft,77,63
262,3,8:04.0,Defensive rebound by D. Russell,,77,63
263,3,8:00.0,D. Russell makes 3-pt jump shot from 25 ft,,80,63
264,3,7:45.0,,L. Nance makes 3-pt jump shot from 23 ft (assist by J. Henson),80,66
265,3,7:32.0,D. Russell misses 3-pt jump shot from 33 ft,,80,66
266,3,7:29.0,,Defensive rebound by A. McKinnie,80,66
267,3,7:23.0,,J. Henson misses 3-pt jump shot from 25 ft,80,66
268,3,7:20.0,Defensive rebound by M. Chriss,,80,66
269,3,7:14.0,M. Chriss makes 2-pt layup from 1 ft (assist by D. Green),,82,66
270,3,7:04.0,,Shooting foul by D. Lee (drawn by D. Exum),82,66
271,3,7:04.0,,D. Exum makes free throw 1 of 2,82,67
272,3,7:04.0,,D. Exum makes free throw 2 of 2,82,68
273,3,6:54.0,D. Russell makes 3-pt jump shot from 26 ft (assist by D. Green),,85,68
274,3,6:40.0,,D. Exum makes 2-pt layup from 2 ft,85,70
275,3,6:20.0,D. Green makes 3-pt jump shot from 27 ft (assist by D. Russell),,88,70
276,3,6:02.0,,K. Porter misses 2-pt layup from 3 ft (block by D. Green),88,70
277,3,6:02.0,,Offensive rebound by Team,88,70
278,3,5:56.0,,Turnover by K. Porter (bad pass; steal by D. Lee),88,70
279,3,5:51.0,D. Russell misses 3-pt jump shot from 25 ft,,88,70
280,3,5:47.0,Offensive rebound by D. Lee,,88,70
281,3,5:42.0,,Violation by Team (kicked ball),88,70
282,3,5:33.0,M. Chriss misses 2-pt layup from 2 ft,,88,70
283,3,5:28.0,,Defensive rebound by K. Porter,88,70
284,3,5:27.0,,Personal foul by D. Green (drawn by J. Henson),88,70
285,3,5:15.0,,A. McKinnie makes 2-pt layup from 1 ft,88,72
286,3,4:54.0,M. Chriss makes 2-pt dunk at rim (assist by D. Green),,90,72
287,3,4:35.0,,Turnover by K. Porter (bad pass; steal by G. Robinson),90,72
288,3,4:35.0,Personal foul by D. Exum (drawn by G. Robinson),,90,72
289,3,4:35.0,A. Burks enters the game for M. Chriss,,90,72
290,3,4:35.0,J. Poole enters the game for D. Lee,,90,72
291,3,4:35.0,O. Spellman enters the game for D. Russell,,90,72
292,3,4:29.0,G. Robinson makes 3-pt jump shot from 28 ft (assist by D. Green),,93,72
293,3,4:14.0,,L. Nance makes 2-pt dunk from 1 ft (assist by K. Porter),93,74
294,3,4:03.0,G. Robinson misses 2-pt jump shot from 6 ft,,93,74
295,3,4:00.0,,Defensive rebound by J. Henson,93,74
296,3,3:38.0,,D. Exum misses 3-pt jump shot from 27 ft,93,74
297,3,3:38.0,,Offensive rebound by Team,93,74
298,3,3:38.0,,Turnover by Team (shot clock),93,74
299,3,3:38.0,Golden State full timeout,,93,74
300,3,3:21.0,Turnover by J. Poole (out of bounds lost ball),,93,74
301,3,3:01.0,,L. Nance misses 3-pt jump shot from 27 ft,93,74
302,3,2:58.0,,Offensive rebound by J. Henson,93,74
303,3,2:55.0,,A. McKinnie misses 3-pt jump shot from 27 ft,93,74
304,3,2:54.0,,Offensive rebound by D. Exum,93,74
305,3,2:42.0,,L. Nance makes 2-pt hook shot from 5 ft (assist by K. Porter),93,76
306,3,2:24.0,A. Burks misses 2-pt jump shot from 22 ft,,93,76
307,3,2:22.0,,Defensive rebound by L. Nance,93,76
308,3,2:02.0,,L. Nance misses 2-pt jump shot from 8 ft (block by A. Burks),93,76
309,3,1:56.0,,Offensive rebound by L. Nance,93,76
310,3,1:55.0,,D. Exum misses 3-pt jump shot from 28 ft,93,76
311,3,1:53.0,Defensive rebound by O. Spellman,,93,76
312,3,1:45.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by J. Poole),,96,76
313,3,1:25.0,,K. Porter misses 3-pt jump shot from 25 ft (block by D. Green),96,76
314,3,1:21.0,Defensive rebound by A. Burks,,96,76
315,3,1:18.0,O. Spellman makes 3-pt jump shot from 26 ft (assist by A. Burks),,99,76
316,3,1:00.0,,K. Porter makes 2-pt jump shot from 20 ft,99,78
317,3,0:52.0,A. Burks makes 3-pt jump shot from 23 ft (assist by J. Poole),,102,78
318,3,0:43.0,,D. Exum misses 3-pt jump shot from 26 ft,102,78
319,3,0:40.0,Defensive rebound by O. Spellman,,102,78
320,3,0:33.0,A. Burks makes 3-pt jump shot from 25 ft (assist by J. Poole),,105,78
321,3,0:15.0,,K. Porter misses 3-pt jump shot from 26 ft,105,78
322,3,0:10.0,Defensive rebound by J. Poole,,105,78
323,3,0:00.0,D. Green misses 3-pt jump shot from 27 ft (block by J. Henson),,105,78
324,3,0:00.0,,Defensive rebound by L. Nance,105,78
325,4,11:45.0,,K. Love misses 3-pt jump shot from 23 ft,105,78
326,4,11:42.0,Defensive rebound by O. Spellman,,105,78
327,4,11:35.0,Shooting foul by D. Garland (drawn by D. Russell),,105,78
328,4,11:35.0,D. Russell misses free throw 1 of 2,,105,78
329,4,11:35.0,Offensive rebound by Team,,105,78
330,4,11:35.0,D. Russell makes free throw 2 of 2,,106,78
331,4,11:26.0,,C. Sexton misses 2-pt layup from 1 ft (block by A. Burks),106,78
332,4,11:23.0,Defensive rebound by E. Paschall,,106,78
333,4,11:16.0,Shooting foul by D. Garland (drawn by A. Burks),,106,78
334,4,11:16.0,,Violation by Team (delay of game),106,78
335,4,11:16.0,A. Burks makes free throw 1 of 2,,107,78
336,4,11:16.0,A. Burks makes free throw 2 of 2,,108,78
337,4,10:59.0,,Turnover by D. Garland (bad pass; steal by O. Spellman),108,78
338,4,10:53.0,Offensive foul by O. Spellman (drawn by K. Love),,108,78
339,4,10:53.0,Turnover by O. Spellman (offensive foul),,108,78
340,4,10:43.0,,C. Osman misses 3-pt jump shot from 26 ft,108,78
341,4,10:37.0,Defensive rebound by D. Russell,,108,78
342,4,10:30.0,A. Burks makes 2-pt layup from 1 ft (assist by D. Russell),,110,78
343,4,10:25.0,,D. Garland makes 3-pt jump shot from 25 ft (assist by C. Sexton),110,81
344,4,10:04.0,O. Spellman makes 2-pt jump shot from 15 ft (assist by D. Russell),,112,81
345,4,9:45.0,,Personal foul by E. Paschall (drawn by D. Garland),112,81
346,4,9:38.0,,K. Love makes 3-pt jump shot from 24 ft (assist by C. Osman),112,84
347,4,9:18.0,D. Russell misses 3-pt jump shot from 27 ft,,112,84
348,4,9:15.0,,Defensive rebound by K. Love,112,84
349,4,9:08.0,,D. Garland makes 2-pt jump shot from 18 ft,112,86
350,4,8:50.0,Shooting foul by C. Osman (drawn by E. Paschall),,112,86
351,4,8:50.0,E. Paschall makes free throw 1 of 2,,113,86
352,4,8:50.0,E. Paschall makes free throw 2 of 2,,114,86
353,4,8:30.0,,D. Garland makes 3-pt jump shot from 23 ft (assist by C. Osman),114,89
354,4,8:13.0,D. Russell misses 2-pt jump shot from 7 ft,,114,89
355,4,8:11.0,,Defensive rebound by K. Love,114,89
356,4,8:02.0,,Turnover by D. Garland (bad pass; steal by K. Looney),114,89
357,4,7:57.0,Turnover by A. Burks (out of bounds lost ball),,114,89
358,4,7:57.0,D. Lee enters the game for A. Burks,,114,89
359,4,7:49.0,,C. Sexton makes 2-pt layup from 2 ft (assist by K. Love),114,91
360,4,7:49.0,Golden State full timeout,,114,91
361,4,7:49.0,J. Evans enters the game for K. Looney,,114,91
362,4,7:33.0,O. Spellman misses 2-pt jump shot from 18 ft,,114,91
363,4,7:31.0,,Defensive rebound by T. Thompson,114,91
364,4,7:14.0,,C. Osman makes 2-pt layup from 2 ft,114,93
365,4,7:01.0,Turnover by D. Russell (bad pass; steal by C. Sexton),,114,93
366,4,6:56.0,,Turnover by C. Sexton (lost ball; steal by J. Evans),114,93
367,4,6:46.0,Shooting foul by C. Sexton (drawn by O. Spellman),,114,93
368,4,6:46.0,O. Spellman makes free throw 1 of 2,,115,93
369,4,6:46.0,O. Spellman makes free throw 2 of 2,,116,93
370,4,6:46.0,A. Burks enters the game for D. Russell,,116,93
371,4,6:27.0,,C. Sexton misses 3-pt jump shot from 26 ft,116,93
372,4,6:25.0,,Offensive rebound by K. Love,116,93
373,4,6:24.0,,Turnover by K. Love (bad pass),116,93
374,4,6:05.0,E. Paschall makes 2-pt jump shot from 3 ft (assist by D. Lee),,118,93
375,4,5:45.0,,C. Sexton misses 3-pt jump shot from 26 ft,118,93
376,4,5:42.0,Defensive rebound by O. Spellman,,118,93
377,4,5:27.0,E. Paschall misses 3-pt jump shot from 27 ft,,118,93
378,4,5:23.0,,Defensive rebound by K. Love,118,93
379,4,5:17.0,,K. Love makes 3-pt jump shot from 29 ft (assist by C. Osman),118,96
380,4,4:56.0,J. Evans makes 2-pt jump shot from 17 ft (assist by O. Spellman),,120,96
381,4,4:54.0,,Cleveland full timeout,120,96
382,4,4:54.0,M. Chriss enters the game for O. Spellman,,120,96
383,4,4:54.0,,L. Nance enters the game for T. Thompson,120,96
