,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DETROIT_ACTION,MEMPHIS_SCORE,DETROIT_SCORE
384,4,7:33.0,Personal foul by L. Galloway (drawn by J. Morant),,101,98
385,4,7:33.0,D. Melton enters the game for J. Morant,,101,98
386,4,7:26.0,D. Brooks misses 2-pt jump shot from 18 ft,,101,98
387,4,7:22.0,,Defensive rebound by C. Wood,101,98
388,4,7:13.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by D. Rose),101,101
389,4,6:52.0,Shooting foul by L. Galloway (drawn by D. Brooks),,101,101
390,4,6:52.0,D. Brooks makes free throw 1 of 2,,102,101
391,4,6:52.0,,Detroit full timeout,102,101
392,4,6:52.0,,R. Jackson enters the game for S. Mykhailiuk,102,101
393,4,6:52.0,D. Brooks makes free throw 2 of 2,,103,101
394,4,6:30.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by D. Rose),103,104
395,4,6:14.0,D. Melton misses 2-pt layup from 3 ft,,103,104
396,4,6:12.0,Offensive rebound by B. Clarke,,103,104
397,4,6:06.0,D. Brooks misses 2-pt jump shot from 7 ft,,103,104
398,4,6:03.0,Offensive rebound by J. Valančiūnas,,103,104
399,4,6:03.0,Turnover by J. Valančiūnas (bad pass),,103,104
400,4,5:45.0,,D. Rose misses 2-pt jump shot from 8 ft,103,104
401,4,5:44.0,,Offensive rebound by D. Rose,103,104
402,4,5:37.0,,R. Jackson misses 2-pt jump shot from 13 ft,103,104
403,4,5:35.0,,Offensive rebound by R. Jackson,103,104
404,4,5:34.0,,R. Jackson misses 2-pt jump shot from 17 ft,103,104
405,4,5:30.0,Defensive rebound by B. Clarke,,103,104
406,4,5:19.0,Personal foul by R. Jackson (drawn by D. Melton),,103,104
407,4,5:19.0,J. Morant enters the game for J. Crowder,,103,104
408,4,5:05.0,B. Clarke makes 2-pt layup from 1 ft (assist by J. Morant),,105,104
409,4,4:43.0,,Shooting foul by D. Brooks (drawn by R. Jackson),105,104
410,4,4:43.0,,R. Jackson makes free throw 1 of 2,105,105
411,4,4:43.0,J. Jackson enters the game for J. Valančiūnas,,105,105
412,4,4:43.0,,S. Doumbouya enters the game for M. Morris,105,105
413,4,4:43.0,,R. Jackson misses free throw 2 of 2,105,105
414,4,4:39.0,Defensive rebound by B. Clarke,,105,105
415,4,4:27.0,J. Morant makes 2-pt jump shot from 11 ft,,107,105
416,4,4:05.0,,D. Rose misses 2-pt layup from 4 ft,107,105
417,4,4:03.0,Defensive rebound by B. Clarke,,107,105
418,4,3:57.0,Shooting foul by C. Wood (drawn by J. Morant),,107,105
419,4,3:57.0,J. Morant makes free throw 1 of 2,,108,105
420,4,3:57.0,J. Morant makes free throw 2 of 2,,109,105
421,4,3:51.0,,Detroit full timeout,109,105
422,4,3:51.0,,M. Morris enters the game for S. Doumbouya,109,105
423,4,3:45.0,,Shooting foul by B. Clarke (drawn by C. Wood),109,105
424,4,3:45.0,,C. Wood makes free throw 1 of 2,109,106
425,4,3:45.0,,C. Wood misses free throw 2 of 2,109,106
426,4,3:43.0,Defensive rebound by B. Clarke,,109,106
427,4,3:32.0,D. Brooks misses 2-pt jump shot from 18 ft,,109,106
428,4,3:31.0,Offensive rebound by Team,,109,106
429,4,3:31.0,,Loose ball foul by M. Morris (drawn by B. Clarke),109,106
430,4,3:31.0,B. Clarke makes free throw 1 of 2,,110,106
431,4,3:31.0,B. Clarke makes free throw 2 of 2,,111,106
432,4,3:25.0,,D. Rose makes 2-pt layup from 4 ft,111,108
433,4,3:06.0,J. Jackson makes 3-pt jump shot from 28 ft (assist by D. Melton),,114,108
434,4,2:50.0,,D. Rose misses 2-pt jump shot from 15 ft,114,108
435,4,2:45.0,Defensive rebound by J. Jackson,,114,108
436,4,2:28.0,J. Morant makes 2-pt layup from 1 ft (assist by D. Melton),,116,108
437,4,2:24.0,,Detroit full timeout,116,108
438,4,2:20.0,,Personal foul by D. Brooks (drawn by R. Jackson),116,108
439,4,2:20.0,,R. Jackson misses free throw 1 of 2,116,108
440,4,2:20.0,,Offensive rebound by Team,116,108
441,4,2:20.0,,R. Jackson makes free throw 2 of 2,116,109
442,4,2:04.0,J. Jackson makes 2-pt dunk from 1 ft (assist by J. Morant),,118,109
443,4,1:48.0,,C. Wood makes 3-pt jump shot from 25 ft (assist by D. Rose),118,112
444,4,1:27.0,Shooting foul by C. Wood (drawn by J. Morant),,118,112
445,4,1:27.0,J. Morant makes free throw 1 of 2,,119,112
446,4,1:27.0,J. Morant makes free throw 2 of 2,,120,112
447,4,1:18.0,,R. Jackson misses 2-pt layup from 3 ft,120,112
448,4,1:16.0,Defensive rebound by D. Melton,,120,112
449,4,1:00.0,J. Morant makes 2-pt layup from 1 ft,,122,112
450,4,0:50.0,,L. Galloway misses 2-pt jump shot from 3 ft,122,112
451,4,0:48.0,Defensive rebound by J. Jackson,,122,112
452,4,0:32.0,D. Brooks makes 3-pt jump shot from 24 ft (assist by B. Clarke),,125,112
453,4,0:18.0,,M. Morris misses 3-pt jump shot from 30 ft,125,112
454,4,0:13.0,Defensive rebound by B. Clarke,,125,112
