,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DENVER_ACTION,MINNESOTA_SCORE,DENVER_SCORE
0,1,11:48.0,,J. Murray makes 2-pt layup from 4 ft,0,2
1,1,11:30.0,J. Okogie misses 3-pt jump shot from 25 ft,,0,2
2,1,11:23.0,Offensive rebound by N. Reid,,0,2
3,1,11:23.0,N. Reid makes 2-pt dunk at rim,,2,2
4,1,11:12.0,,P. Millsap makes 3-pt jump shot from 26 ft (assist by J. Murray),2,5
5,1,11:01.0,Offensive foul by J. Hernangómez (drawn by G. Harris),,2,5
6,1,11:01.0,Turnover by J. Hernangómez (offensive foul),,2,5
7,1,10:46.0,,P. Millsap makes 3-pt jump shot from 26 ft (assist by G. Harris),2,8
8,1,10:24.0,N. Reid misses 2-pt layup from 4 ft,,2,8
9,1,10:21.0,,Defensive rebound by W. Barton,2,8
10,1,10:11.0,,N. Jokić makes 2-pt dunk from 1 ft (assist by W. Barton),2,10
11,1,9:45.0,J. Okogie misses 2-pt layup from 3 ft (block by P. Millsap),,2,10
12,1,9:43.0,Offensive rebound by J. Okogie,,2,10
13,1,9:40.0,J. Okogie makes 2-pt dunk from 1 ft,,4,10
14,1,9:31.0,,Turnover by W. Barton (lost ball; steal by J. Okogie),4,10
15,1,9:27.0,N. Reid makes 2-pt dunk from 1 ft (assist by J. Okogie),,6,10
16,1,9:27.0,Shooting foul by P. Millsap (drawn by N. Reid),,6,10
17,1,9:27.0,N. Reid makes free throw 1 of 1,,7,10
18,1,9:16.0,,Personal foul by J. Hernangómez (drawn by P. Millsap),7,10
19,1,9:16.0,J. Johnson enters the game for J. Hernangómez,,7,10
20,1,9:05.0,,N. Jokić makes 2-pt layup from 2 ft,7,12
21,1,9:05.0,,Shooting foul by N. Reid (drawn by N. Jokić),7,12
22,1,9:05.0,,N. Jokić makes free throw 1 of 1,7,13
23,1,8:45.0,N. Reid makes 3-pt jump shot from 23 ft (assist by J. McLaughlin),,10,13
24,1,8:30.0,,Shooting foul by N. Reid (drawn by W. Barton),10,13
25,1,8:30.0,,W. Barton makes free throw 1 of 2,10,14
26,1,8:30.0,K. Martin enters the game for N. Reid,,10,14
27,1,8:30.0,,W. Barton makes free throw 2 of 2,10,15
28,1,8:21.0,J. Johnson makes 2-pt layup from 1 ft,,12,15
29,1,8:06.0,,J. Murray makes 2-pt jump shot from 12 ft,12,17
30,1,7:56.0,Turnover by K. Martin (bad pass; steal by G. Harris),,12,17
31,1,7:52.0,,G. Harris makes 2-pt dunk from 2 ft,12,19
32,1,7:41.0,Turnover by J. Johnson (bad pass; steal by J. Murray),,12,19
33,1,7:40.0,,Personal foul by J. Okogie (drawn by J. Murray),12,19
34,1,7:33.0,,P. Millsap makes 2-pt layup from 3 ft,12,21
35,1,7:32.0,Minnesota full timeout,,12,21
36,1,7:23.0,Personal foul by W. Barton (drawn by J. Okogie),,12,21
37,1,7:20.0,K. Martin makes 3-pt jump shot from 27 ft (assist by J. Johnson),,15,21
38,1,7:05.0,,Turnover by P. Millsap (out of bounds lost ball),15,21
39,1,6:54.0,K. Martin makes 2-pt jump shot from 9 ft (assist by J. McLaughlin),,17,21
40,1,6:35.0,,Turnover by N. Jokić (lost ball; steal by J. Johnson),17,21
41,1,6:32.0,J. McLaughlin misses 2-pt layup from 5 ft (block by W. Barton),,17,21
42,1,6:32.0,Offensive rebound by Team,,17,21
43,1,6:32.0,,Denver full timeout,17,21
44,1,6:28.0,J. Johnson misses 2-pt jump shot from 15 ft,,17,21
45,1,6:26.0,,Defensive rebound by N. Jokić,17,21
46,1,6:13.0,,J. Murray makes 2-pt jump shot from 17 ft,17,23
47,1,6:00.0,K. Martin makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),,20,23
48,1,5:45.0,,Shooting foul by J. Johnson (drawn by N. Jokić),20,23
49,1,5:45.0,,N. Jokić misses free throw 1 of 2,20,23
50,1,5:45.0,,Offensive rebound by Team,20,23
51,1,5:45.0,J. Culver enters the game for J. Okogie,,20,23
52,1,5:45.0,,M. Morris enters the game for W. Barton,20,23
53,1,5:45.0,,N. Jokić makes free throw 2 of 2,20,24
54,1,5:36.0,K. Martin misses 3-pt jump shot from 26 ft,,20,24
55,1,5:33.0,,Defensive rebound by N. Jokić,20,24
56,1,5:22.0,,P. Millsap makes 2-pt jump shot from 11 ft (assist by N. Jokić),20,26
57,1,5:11.0,J. Culver misses 3-pt jump shot from 25 ft,,20,26
58,1,5:08.0,,Defensive rebound by G. Harris,20,26
59,1,4:59.0,,J. Murray makes 2-pt jump shot from 14 ft,20,28
60,1,4:41.0,K. Martin makes 2-pt layup from 3 ft,,22,28
61,1,4:32.0,,Shooting foul by K. Martin (drawn by P. Millsap),22,28
62,1,4:32.0,,P. Millsap makes free throw 1 of 2,22,29
63,1,4:32.0,J. Nowell enters the game for J. McLaughlin,,22,29
64,1,4:32.0,,M. Porter enters the game for G. Harris,22,29
65,1,4:32.0,,P. Millsap makes free throw 2 of 2,22,30
66,1,4:17.0,K. Martin misses 3-pt jump shot from 23 ft,,22,30
67,1,4:12.0,Offensive rebound by J. Nowell,,22,30
68,1,4:07.0,J. Johnson misses 2-pt layup from 2 ft,,22,30
69,1,4:04.0,Offensive rebound by J. Culver,,22,30
70,1,4:01.0,J. Johnson makes 3-pt jump shot from 22 ft (assist by J. Nowell),,25,30
71,1,3:41.0,,M. Porter misses 2-pt jump shot from 18 ft,25,30
72,1,3:37.0,Defensive rebound by K. Martin,,25,30
73,1,3:34.0,Shooting foul by P. Millsap (drawn by K. Martin),,25,30
74,1,3:34.0,K. Martin makes free throw 1 of 2,,26,30
75,1,3:34.0,,J. Grant enters the game for P. Millsap,26,30
76,1,3:34.0,K. Martin makes free throw 2 of 2,,27,30
77,1,3:21.0,,M. Morris misses 3-pt jump shot from 26 ft,27,30
78,1,3:18.0,Defensive rebound by K. Martin,,27,30
79,1,3:07.0,K. Martin misses 3-pt jump shot from 28 ft,,27,30
80,1,3:04.0,,Defensive rebound by M. Morris,27,30
81,1,2:47.0,,N. Jokić makes 2-pt layup from 2 ft,27,32
82,1,2:34.0,M. Beasley makes 2-pt dunk from 2 ft (assist by J. Culver),,29,32
83,1,2:19.0,,Turnover by J. Murray (bad pass; steal by J. Culver),29,32
84,1,2:19.0,Personal foul by J. Murray (drawn by J. Culver),,29,32
85,1,2:19.0,J. Hernangómez enters the game for J. Johnson,,29,32
86,1,2:19.0,,W. Barton enters the game for N. Jokić,29,32
87,1,2:19.0,,M. Plumlee enters the game for J. Murray,29,32
88,1,2:08.0,M. Beasley misses 2-pt jump shot from 9 ft,,29,32
89,1,2:06.0,Offensive rebound by M. Beasley,,29,32
90,1,2:03.0,M. Beasley makes 2-pt jump shot from 6 ft,,31,32
91,1,1:44.0,,J. Grant makes 2-pt layup from 2 ft,31,34
92,1,1:36.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by J. Culver),,34,34
93,1,1:22.0,,M. Plumlee makes 2-pt layup from 2 ft,34,36
94,1,1:14.0,Personal foul by W. Barton (drawn by J. Hernangómez),,34,36
95,1,1:14.0,J. Hernangómez makes free throw 1 of 2,,35,36
96,1,1:14.0,J. Hernangómez makes free throw 2 of 2,,36,36
97,1,1:04.0,,Turnover by W. Barton (out of bounds lost ball),36,36
98,1,0:55.0,J. Culver makes 2-pt jump shot from 7 ft,,38,36
99,1,0:49.0,,W. Barton makes 3-pt jump shot from 25 ft,38,39
100,1,0:41.0,J. Nowell misses 3-pt jump shot from 23 ft,,38,39
101,1,0:39.0,,Defensive rebound by Team,38,39
102,1,0:30.0,,J. Grant misses 2-pt layup from 8 ft,38,39
103,1,0:27.0,Defensive rebound by J. Hernangómez,,38,39
104,1,0:24.0,Offensive foul by J. Hernangómez (drawn by M. Morris),,38,39
105,1,0:24.0,Turnover by J. Hernangómez (offensive foul),,38,39
106,1,0:24.0,J. Johnson enters the game for M. Beasley,,38,39
107,1,0:24.0,J. Okogie enters the game for J. Hernangómez,,38,39
108,1,0:03.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by M. Morris),38,41
109,1,0:00.0,Turnover by J. Culver (lost ball; steal by M. Morris),,38,41
110,1,0:00.0,,M. Morris makes 2-pt jump shot from 7 ft,38,43
111,1,0:00.0,,Instant Replay (Request: Ruling Stands),38,43
112,2,11:45.0,N. Reid misses 2-pt hook shot from 8 ft,,38,43
113,2,11:42.0,,Defensive rebound by M. Porter,38,43
114,2,11:33.0,,J. Grant misses 3-pt jump shot from 25 ft,38,43
115,2,11:30.0,Defensive rebound by J. McLaughlin,,38,43
116,2,11:28.0,J. Nowell makes 2-pt dunk from 1 ft (assist by J. McLaughlin),,40,43
117,2,11:07.0,,J. Murray misses 3-pt jump shot from 24 ft,40,43
118,2,11:04.0,Defensive rebound by J. Okogie,,40,43
119,2,10:59.0,J. Okogie misses 3-pt jump shot from 26 ft,,40,43
120,2,10:55.0,,Defensive rebound by M. Porter,40,43
121,2,10:38.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Murray),40,45
122,2,10:28.0,Shooting foul by M. Porter (drawn by J. Nowell),,40,45
123,2,10:28.0,J. Nowell makes free throw 1 of 2,,41,45
124,2,10:28.0,J. Nowell makes free throw 2 of 2,,42,45
125,2,10:10.0,,M. Porter makes 2-pt jump shot from 4 ft (assist by J. Grant),42,47
126,2,9:47.0,Turnover by J. Culver (traveling),,42,47
127,2,9:36.0,,M. Morris makes 2-pt jump shot from 15 ft,42,49
128,2,9:34.0,Minnesota full timeout,,42,49
129,2,9:34.0,M. Beasley enters the game for J. Culver,,42,49
130,2,9:34.0,K. Martin enters the game for J. Nowell,,42,49
131,2,9:19.0,Personal foul by M. Porter (drawn by J. Okogie),,42,49
132,2,9:13.0,Shooting foul by M. Porter (drawn by N. Reid),,42,49
133,2,9:13.0,N. Reid misses free throw 1 of 2,,42,49
134,2,9:13.0,Offensive rebound by Team,,42,49
135,2,9:13.0,N. Reid makes free throw 2 of 2,,43,49
136,2,9:13.0,,T. Craig enters the game for M. Porter,43,49
137,2,8:52.0,,J. Grant misses 3-pt jump shot from 26 ft,43,49
138,2,8:48.0,Defensive rebound by M. Beasley,,43,49
139,2,8:43.0,M. Beasley makes 3-pt jump shot from 26 ft,,46,49
140,2,8:25.0,,M. Morris misses 2-pt jump shot from 5 ft,46,49
141,2,8:22.0,Defensive rebound by J. McLaughlin,,46,49
142,2,8:20.0,M. Beasley misses 3-pt jump shot from 26 ft,,46,49
143,2,8:17.0,,Defensive rebound by T. Craig,46,49
144,2,8:13.0,,Offensive foul by T. Craig (drawn by M. Beasley),46,49
145,2,8:13.0,,Turnover by T. Craig (offensive foul),46,49
146,2,8:13.0,,G. Harris enters the game for J. Murray,46,49
147,2,8:01.0,N. Reid misses 2-pt layup from 6 ft (block by T. Craig),,46,49
148,2,8:01.0,Offensive rebound by Team,,46,49
149,2,7:56.0,J. McLaughlin makes 3-pt jump shot from 25 ft (assist by M. Beasley),,49,49
150,2,7:32.0,,J. Grant makes 2-pt layup from 3 ft,49,51
151,2,7:17.0,N. Reid misses 3-pt jump shot from 25 ft,,49,51
152,2,7:08.0,Offensive rebound by J. Okogie,,49,51
153,2,7:08.0,J. Okogie makes 2-pt dunk at rim,,51,51
154,2,6:54.0,,Shooting foul by N. Reid (drawn by G. Harris),51,51
155,2,6:54.0,Minnesota full timeout,,51,51
156,2,6:54.0,Instant Replay (Challenge: Ruling Stands),,51,51
157,2,6:54.0,J. Johnson enters the game for N. Reid,,51,51
158,2,6:54.0,,N. Jokić enters the game for J. Grant,51,51
159,2,6:54.0,,P. Millsap enters the game for M. Plumlee,51,51
160,2,6:54.0,,G. Harris misses free throw 1 of 2,51,51
161,2,6:54.0,,Offensive rebound by Team,51,51
162,2,6:54.0,,G. Harris makes free throw 2 of 2,51,52
163,2,6:46.0,Shooting foul by M. Morris (drawn by J. McLaughlin),,51,52
164,2,6:46.0,J. McLaughlin makes free throw 1 of 2,,52,52
165,2,6:46.0,J. McLaughlin makes free throw 2 of 2,,53,52
166,2,6:29.0,,G. Harris misses 2-pt jump shot from 19 ft,53,52
167,2,6:24.0,Defensive rebound by J. Johnson,,53,52
168,2,6:18.0,J. Okogie misses 2-pt layup from 6 ft,,53,52
169,2,6:15.0,,Defensive rebound by N. Jokić,53,52
170,2,6:13.0,,M. Morris makes 2-pt layup from 4 ft (assist by N. Jokić),53,54
171,2,6:01.0,K. Martin makes 3-pt jump shot from 23 ft (assist by J. Okogie),,56,54
172,2,5:58.0,,Denver full timeout,56,54
173,2,5:58.0,,W. Barton enters the game for T. Craig,56,54
174,2,5:58.0,,J. Murray enters the game for M. Morris,56,54
175,2,5:39.0,,G. Harris misses 2-pt layup from 3 ft,56,54
176,2,5:34.0,Defensive rebound by K. Martin,,56,54
177,2,5:31.0,K. Martin makes 2-pt layup from 3 ft,,58,54
178,2,5:13.0,,N. Jokić makes 2-pt layup from 3 ft (assist by J. Murray),58,56
179,2,4:55.0,K. Martin makes 2-pt dunk from 1 ft (assist by J. McLaughlin),,60,56
180,2,4:54.0,Violation by Team (delay of game),,60,56
181,2,4:43.0,,J. Murray misses 3-pt jump shot from 25 ft,60,56
182,2,4:37.0,,Offensive rebound by N. Jokić,60,56
183,2,4:37.0,,N. Jokić makes 2-pt layup from 1 ft,60,58
184,2,4:32.0,J. Johnson misses 3-pt jump shot from 25 ft,,60,58
185,2,4:28.0,,Defensive rebound by J. Murray,60,58
186,2,4:25.0,,P. Millsap makes 3-pt jump shot from 26 ft (assist by J. Murray),60,61
187,2,4:06.0,M. Beasley misses 3-pt jump shot from 23 ft,,60,61
188,2,4:03.0,,Defensive rebound by W. Barton,60,61
189,2,3:45.0,,W. Barton misses 3-pt jump shot from 25 ft,60,61
190,2,3:42.0,Defensive rebound by M. Beasley,,60,61
191,2,3:39.0,M. Beasley misses 2-pt layup from 5 ft (block by W. Barton),,60,61
192,2,3:39.0,Offensive rebound by Team,,60,61
193,2,3:36.0,Shooting foul by W. Barton (drawn by J. Okogie),,60,61
194,2,3:36.0,J. Okogie makes free throw 1 of 3,,61,61
195,2,3:36.0,J. Okogie misses free throw 2 of 3,,61,61
196,2,3:36.0,Offensive rebound by Team,,61,61
197,2,3:36.0,,M. Morris enters the game for W. Barton,61,61
198,2,3:36.0,J. Okogie misses free throw 3 of 3,,61,61
199,2,3:36.0,,Defensive rebound by P. Millsap,61,61
200,2,3:22.0,,Personal foul by J. Johnson (drawn by N. Jokić),61,61
201,2,3:22.0,J. Culver enters the game for J. Okogie,,61,61
202,2,3:17.0,,G. Harris misses 2-pt layup from 5 ft,61,61
203,2,3:15.0,,Offensive rebound by P. Millsap,61,61
204,2,3:12.0,,J. Murray misses 3-pt jump shot from 26 ft,61,61
205,2,3:09.0,,Offensive rebound by P. Millsap,61,61
206,2,3:08.0,,P. Millsap makes 2-pt layup from 2 ft,61,63
207,2,2:52.0,J. Johnson misses 3-pt jump shot from 23 ft,,61,63
