,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA LAKERS_ACTION,PHOENIX_SCORE,LA LAKERS_SCORE
0,1,11:44.0,K. Oubre misses 2-pt layup from 2 ft (block by J. McGee),,0,0
1,1,11:41.0,,Defensive rebound by A. Bradley,0,0
2,1,11:39.0,,Personal foul by K. Oubre (drawn by L. James),0,0
3,1,11:33.0,,D. Green makes 2-pt layup from 2 ft (assist by J. McGee),0,2
4,1,11:25.0,Turnover by D. Booker (bad pass; steal by L. James),,0,2
5,1,11:10.0,,L. James makes 2-pt jump shot from 12 ft,0,4
6,1,10:54.0,K. Oubre misses 3-pt jump shot from 26 ft,,0,4
7,1,10:48.0,Offensive rebound by R. Rubio,,0,4
8,1,10:46.0,R. Rubio misses 2-pt layup from 2 ft,,0,4
9,1,10:38.0,Offensive rebound by K. Oubre,,0,4
10,1,10:38.0,K. Oubre misses 2-pt dunk from 1 ft,,0,4
11,1,10:37.0,,Defensive rebound by D. Green,0,4
12,1,10:35.0,,Turnover by A. Bradley (traveling),0,4
13,1,10:24.0,D. Šarić misses 2-pt layup from 2 ft,,0,4
14,1,10:19.0,,Defensive rebound by A. Davis,0,4
15,1,10:15.0,,A. Davis makes 2-pt jump shot from 18 ft,0,6
16,1,9:59.0,D. Booker makes 2-pt jump shot from 6 ft (assist by A. Baynes),,2,6
17,1,9:43.0,,D. Green makes 3-pt jump shot from 24 ft (assist by A. Davis),2,9
18,1,9:29.0,D. Šarić makes 2-pt jump shot from 10 ft (assist by R. Rubio),,4,9
19,1,9:25.0,,Personal foul by D. Šarić (drawn by A. Davis),4,9
20,1,9:25.0,,Instant Replay (Request: Ruling Stands),4,9
21,1,9:13.0,,J. McGee makes 2-pt layup from 2 ft (assist by L. James),4,11
22,1,9:00.0,D. Booker misses 2-pt layup from 2 ft (block by J. McGee),,4,11
23,1,8:57.0,Offensive rebound by A. Baynes,,4,11
24,1,8:56.0,D. Booker makes 2-pt jump shot from 8 ft (assist by A. Baynes),,6,11
25,1,8:51.0,,A. Davis makes 2-pt layup from 2 ft (assist by L. James),6,13
26,1,8:40.0,D. Booker makes 2-pt jump shot from 16 ft (assist by R. Rubio),,8,13
27,1,8:31.0,,A. Bradley makes 2-pt jump shot from 19 ft,8,15
28,1,8:21.0,Personal foul by D. Green (drawn by D. Booker),,8,15
29,1,8:06.0,Turnover by D. Booker (bad pass; steal by A. Bradley),,8,15
30,1,7:59.0,,A. Bradley makes 2-pt jump shot from 18 ft (assist by D. Green),8,17
31,1,7:40.0,R. Rubio misses 3-pt jump shot from 25 ft,,8,17
32,1,7:38.0,,Defensive rebound by A. Davis,8,17
33,1,7:22.0,,A. Davis makes 2-pt dunk from 1 ft (assist by D. Green),8,19
34,1,7:16.0,Shooting foul by J. McGee (drawn by D. Booker),,8,19
35,1,7:16.0,D. Booker makes free throw 1 of 2,,9,19
36,1,7:16.0,D. Booker makes free throw 2 of 2,,10,19
37,1,7:10.0,,L. James makes 2-pt layup from 1 ft,10,21
38,1,7:10.0,,Shooting foul by D. Šarić (drawn by L. James),10,21
39,1,7:10.0,D. Ayton enters the game for D. Šarić,,10,21
40,1,7:10.0,,L. James makes free throw 1 of 1,10,22
