,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHICAGO_ACTION,HOUSTON_SCORE,CHICAGO_SCORE
0,1,11:35.0,,T. Satoranský misses 2-pt layup from 2 ft,0,0
1,1,11:33.0,Defensive rebound by P. Tucker,,0,0
2,1,11:28.0,R. Westbrook misses 2-pt layup from 2 ft,,0,0
3,1,11:26.0,,Defensive rebound by W. Carter,0,0
4,1,11:23.0,,Personal foul by R. Westbrook (drawn by T. Satoranský),0,0
5,1,11:06.0,,Z. LaVine misses 3-pt jump shot from 25 ft,0,0
6,1,11:04.0,Defensive rebound by C. Capela,,0,0
7,1,10:43.0,Shooting foul by T. Satoranský (drawn by J. Harden),,0,0
8,1,10:43.0,Instant Replay (Request: Ruling Stands),,0,0
9,1,10:43.0,J. Harden misses free throw 1 of 3,,0,0
10,1,10:43.0,Offensive rebound by Team,,0,0
11,1,10:43.0,J. Harden makes free throw 2 of 3,,1,0
12,1,10:43.0,J. Harden makes free throw 3 of 3,,2,0
13,1,10:32.0,,Turnover by T. Satoranský (bad pass; steal by P. Tucker),2,0
14,1,10:29.0,Shooting foul by T. Satoranský (drawn by P. Tucker),,2,0
15,1,10:29.0,P. Tucker misses free throw 1 of 2,,2,0
16,1,10:29.0,Offensive rebound by Team,,2,0
17,1,10:29.0,P. Tucker makes free throw 2 of 2,,3,0
18,1,10:19.0,,Z. LaVine misses 2-pt jump shot from 7 ft,3,0
19,1,10:17.0,Defensive rebound by J. Harden,,3,0
20,1,10:04.0,J. Harden misses 3-pt jump shot from 25 ft,,3,0
21,1,10:02.0,,Defensive rebound by Team,3,0
22,1,10:02.0,Loose ball foul by C. Capela (drawn by C. Hutchison),,3,0
23,1,9:50.0,,Shooting foul by P. Tucker (drawn by L. Markkanen),3,0
24,1,9:50.0,,L. Markkanen makes free throw 1 of 2,3,1
25,1,9:50.0,,L. Markkanen makes free throw 2 of 2,3,2
26,1,9:36.0,Turnover by J. Harden (bad pass; steal by L. Markkanen),,3,2
27,1,9:31.0,,C. Hutchison makes 2-pt dunk from 1 ft (assist by Z. LaVine),3,4
28,1,9:14.0,D. House makes 3-pt jump shot from 25 ft (assist by J. Harden),,6,4
29,1,8:54.0,,T. Satoranský makes 2-pt jump shot from 6 ft,6,6
30,1,8:43.0,Turnover by R. Westbrook (bad pass; steal by C. Hutchison),,6,6
31,1,8:39.0,,Turnover by C. Hutchison (bad pass; steal by J. Harden),6,6
32,1,8:34.0,D. House makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,9,6
33,1,8:18.0,,W. Carter misses 2-pt layup from 2 ft (block by C. Capela),9,6
34,1,8:16.0,Defensive rebound by R. Westbrook,,9,6
35,1,8:11.0,R. Westbrook misses 3-pt jump shot from 26 ft,,9,6
36,1,8:07.0,,Defensive rebound by T. Satoranský,9,6
