,QUARTER,TIME_REMAINING,TORONTO_ACTION,DETROIT_ACTION,TORONTO_SCORE,DETROIT_SCORE
0,1,11:34.0,,A. Drummond makes 2-pt hook shot from 4 ft,0,2
1,1,11:22.0,O. Anunoby makes 2-pt dunk from 2 ft (assist by N. Powell),,2,2
2,1,10:57.0,,T. Snell makes 2-pt jump shot from 22 ft (assist by B. Griffin),2,4
3,1,10:37.0,O. Anunoby misses 3-pt jump shot from 26 ft,,2,4
4,1,10:34.0,,Defensive rebound by B. Griffin,2,4
5,1,10:22.0,,Turnover by A. Drummond (lost ball; steal by M. Gasol),2,4
6,1,10:17.0,N. Powell misses 3-pt jump shot from 27 ft,,2,4
7,1,10:13.0,Offensive rebound by N. Powell,,2,4
8,1,10:10.0,P. Siakam makes 3-pt jump shot from 26 ft (assist by N. Powell),,5,4
9,1,9:56.0,,Turnover by B. Griffin (bad pass; steal by M. Gasol),5,4
10,1,9:43.0,M. Gasol misses 3-pt jump shot from 26 ft,,5,4
11,1,9:38.0,,Defensive rebound by B. Brown,5,4
12,1,9:33.0,,A. Drummond makes 2-pt layup from 2 ft (assist by B. Brown),5,6
13,1,9:17.0,N. Powell misses 2-pt jump shot from 8 ft,,5,6
14,1,9:15.0,,Defensive rebound by A. Drummond,5,6
15,1,9:08.0,,B. Griffin makes 2-pt layup from 2 ft,5,8
16,1,8:56.0,P. Siakam misses 2-pt jump shot from 5 ft,,5,8
17,1,8:53.0,,Defensive rebound by A. Drummond,5,8
18,1,8:44.0,,T. Snell misses 3-pt jump shot from 23 ft,5,8
19,1,8:42.0,Defensive rebound by P. Siakam,,5,8
20,1,8:37.0,O. Anunoby makes 2-pt dunk from 2 ft (assist by P. Siakam),,7,8
21,1,8:29.0,,Detroit full timeout,7,8
22,1,8:16.0,,B. Brown makes 2-pt jump shot from 7 ft (assist by L. Kennard),7,10
23,1,8:00.0,K. Lowry makes 3-pt jump shot from 28 ft (assist by P. Siakam),,10,10
24,1,7:54.0,,Turnover by B. Brown (lost ball; steal by K. Lowry),10,10
25,1,7:46.0,P. Siakam makes 2-pt jump shot from 10 ft (assist by K. Lowry),,12,10
26,1,7:26.0,,L. Kennard makes 3-pt jump shot from 23 ft (assist by B. Griffin),12,13
27,1,7:10.0,O. Anunoby makes 2-pt layup from 1 ft (assist by K. Lowry),,14,13
28,1,6:48.0,,B. Brown misses 2-pt layup from 3 ft (block by P. Siakam),14,13
29,1,6:48.0,,Offensive rebound by B. Brown,14,13
30,1,6:44.0,,L. Kennard misses 3-pt jump shot from 27 ft,14,13
31,1,6:44.0,Defensive rebound by M. Gasol,,14,13
32,1,6:32.0,O. Anunoby makes 2-pt dunk from 2 ft,,16,13
33,1,6:12.0,,Turnover by A. Drummond (out of bounds lost ball),16,13
34,1,6:06.0,P. Siakam makes 3-pt jump shot from 26 ft,,19,13
35,1,5:51.0,,T. Snell misses 3-pt jump shot from 24 ft,19,13
36,1,5:48.0,Defensive rebound by O. Anunoby,,19,13
37,1,5:33.0,N. Powell misses 2-pt jump shot from 9 ft,,19,13
38,1,5:31.0,,Defensive rebound by T. Snell,19,13
39,1,5:16.0,,B. Griffin misses 2-pt hook shot from 2 ft,19,13
40,1,5:14.0,,Offensive rebound by A. Drummond,19,13
41,1,5:13.0,,A. Drummond misses 2-pt layup at rim,19,13
42,1,5:13.0,,Offensive rebound by A. Drummond,19,13
43,1,5:13.0,,Shooting foul by N. Powell (drawn by A. Drummond),19,13
44,1,5:13.0,,A. Drummond makes free throw 1 of 2,19,14
45,1,5:13.0,,D. Rose enters the game for B. Brown,19,14
46,1,5:13.0,,A. Drummond makes free throw 2 of 2,19,15
47,1,4:55.0,P. Siakam makes 2-pt layup from 2 ft,,21,15
48,1,4:42.0,,Personal foul by O. Anunoby (drawn by B. Griffin),21,15
49,1,4:42.0,P. McCaw enters the game for K. Lowry,,21,15
50,1,4:42.0,,L. Galloway enters the game for T. Snell,21,15
51,1,4:28.0,,B. Griffin misses 3-pt jump shot from 23 ft (block by P. Siakam),21,15
52,1,4:28.0,Defensive rebound by O. Anunoby,,21,15
53,1,4:21.0,Turnover by O. Anunoby (bad pass; steal by L. Galloway),,21,15
54,1,4:17.0,,B. Griffin makes 2-pt layup from 3 ft (assist by D. Rose),21,17
55,1,4:15.0,Toronto full timeout,,21,17
56,1,4:15.0,S. Ibaka enters the game for M. Gasol,,21,17
57,1,3:54.0,Turnover by N. Powell (lost ball; steal by L. Galloway),,21,17
58,1,3:41.0,,B. Griffin makes 2-pt layup from 3 ft,21,19
59,1,3:24.0,S. Ibaka makes 2-pt dunk from 2 ft (assist by P. McCaw),,23,19
60,1,3:02.0,,L. Galloway makes 2-pt jump shot from 7 ft,23,21
61,1,2:53.0,P. Siakam misses 3-pt jump shot from 26 ft,,23,21
62,1,2:50.0,,Defensive rebound by A. Drummond,23,21
63,1,2:47.0,,Turnover by B. Griffin (out of bounds lost ball),23,21
64,1,2:47.0,T. Davis enters the game for O. Anunoby,,23,21
65,1,2:47.0,,M. Morris enters the game for B. Griffin,23,21
66,1,2:30.0,S. Ibaka makes 2-pt jump shot from 16 ft (assist by N. Powell),,25,21
67,1,2:19.0,,D. Rose makes 2-pt jump shot from 3 ft,25,23
68,1,2:11.0,Turnover by T. Davis (lost ball; steal by A. Drummond),,25,23
69,1,2:05.0,,A. Drummond makes 2-pt layup from 2 ft (assist by L. Kennard),25,25
70,1,2:05.0,,Shooting foul by S. Ibaka (drawn by A. Drummond),25,25
71,1,2:05.0,,S. Mykhailiuk enters the game for L. Kennard,25,25
72,1,2:05.0,,A. Drummond misses free throw 1 of 1,25,25
73,1,2:03.0,Defensive rebound by P. McCaw,,25,25
74,1,1:57.0,Turnover by P. Siakam (out of bounds lost ball),,25,25
75,1,1:36.0,,L. Galloway misses 3-pt jump shot from 28 ft,25,25
76,1,1:34.0,Defensive rebound by P. Siakam,,25,25
77,1,1:34.0,Turnover by P. Siakam (bad pass; steal by L. Galloway),,25,25
78,1,1:14.0,,A. Drummond misses 2-pt jump shot from 9 ft,25,25
79,1,1:11.0,,Offensive rebound by A. Drummond,25,25
80,1,1:10.0,,A. Drummond makes 2-pt dunk from 3 ft,25,27
81,1,0:57.0,T. Davis makes 2-pt layup from 2 ft,,27,27
82,1,0:43.0,,D. Rose misses 2-pt jump shot from 15 ft,27,27
83,1,0:40.0,Defensive rebound by P. McCaw,,27,27
84,1,0:29.0,T. Davis misses 3-pt jump shot from 25 ft,,27,27
85,1,0:27.0,,Defensive rebound by S. Mykhailiuk,27,27
86,1,0:26.0,,M. Morris makes 2-pt dunk from 2 ft (assist by S. Mykhailiuk),27,29
87,1,0:04.0,Personal foul by S. Mykhailiuk (drawn by N. Powell),,27,29
88,1,0:04.0,,B. Brown enters the game for A. Drummond,27,29
89,1,0:04.0,,C. Wood enters the game for S. Mykhailiuk,27,29
90,1,0:01.0,P. Siakam makes 3-pt jump shot from 26 ft (assist by T. Davis),,30,29
91,2,11:48.0,K. Lowry misses 3-pt jump shot from 25 ft,,30,29
92,2,11:45.0,,Defensive rebound by D. Rose,30,29
93,2,11:25.0,,M. Morris misses 3-pt jump shot from 24 ft,30,29
94,2,11:22.0,Defensive rebound by O. Anunoby,,30,29
95,2,11:17.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by K. Lowry),,32,29
96,2,11:00.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by D. Rose),32,32
97,2,10:53.0,Personal foul by S. Mykhailiuk (drawn by K. Lowry),,32,32
98,2,10:34.0,S. Ibaka misses 2-pt hook shot from 5 ft,,32,32
99,2,10:34.0,Offensive rebound by S. Ibaka,,32,32
100,2,10:34.0,Shooting foul by M. Morris (drawn by S. Ibaka),,32,32
101,2,10:34.0,S. Ibaka makes free throw 1 of 2,,33,32
102,2,10:34.0,S. Ibaka makes free throw 2 of 2,,34,32
103,2,10:19.0,,L. Galloway misses 3-pt jump shot from 26 ft,34,32
104,2,10:16.0,Defensive rebound by O. Anunoby,,34,32
