,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,LA LAKERS_ACTION,LA CLIPPERS_SCORE,LA LAKERS_SCORE
98,1,0:06.0,,K. Kuzma makes 3-pt jump shot from 29 ft (assist by R. Rondo),31,33
99,2,11:40.0,,K. Caldwell-Pope misses 2-pt jump shot from 22 ft,31,33
100,2,11:39.0,,Offensive rebound by Team,31,33
101,2,11:39.0,Loose ball foul by L. Shamet (drawn by D. Howard),,31,33
102,2,11:30.0,,K. Caldwell-Pope makes 2-pt layup from 4 ft (assist by R. Rondo),31,35
103,2,11:18.0,Offensive foul by M. Harrell (drawn by K. Caldwell-Pope),,31,35
104,2,11:18.0,Turnover by M. Harrell (offensive foul),,31,35
105,2,11:07.0,,K. Kuzma misses 3-pt jump shot from 24 ft,31,35
106,2,11:06.0,Defensive rebound by Team,,31,35
107,2,10:56.0,P. George misses 3-pt jump shot from 27 ft,,31,35
108,2,10:52.0,,Defensive rebound by D. Howard,31,35
109,2,10:46.0,,R. Rondo makes 3-pt jump shot from 28 ft (assist by D. Howard),31,38
110,2,10:28.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,33,38
111,2,10:19.0,,R. Rondo misses 3-pt jump shot from 25 ft,33,38
112,2,10:16.0,Defensive rebound by M. Harkless,,33,38
113,2,10:09.0,Turnover by L. Williams (bad pass; steal by R. Rondo),,33,38
114,2,9:57.0,,L. James misses 3-pt jump shot from 25 ft,33,38
115,2,9:52.0,Defensive rebound by P. George,,33,38
116,2,9:47.0,L. Shamet makes 2-pt jump shot from 12 ft (assist by P. George),,35,38
117,2,9:24.0,,R. Rondo misses 3-pt jump shot from 31 ft,35,38
118,2,9:21.0,,Offensive rebound by L. James,35,38
119,2,9:19.0,,L. James misses 2-pt layup from 2 ft (block by P. George),35,38
120,2,9:18.0,,Offensive rebound by Team,35,38
121,2,9:16.0,,Turnover by R. Rondo (bad pass; steal by M. Harkless),35,38
122,2,9:11.0,L. Shamet misses 2-pt dunk from 2 ft (block by K. Caldwell-Pope),,35,38
123,2,9:09.0,,Defensive rebound by K. Kuzma,35,38
124,2,9:09.0,,A. Caruso enters the game for K. Caldwell-Pope,35,38
125,2,9:01.0,,L. James misses 3-pt jump shot from 25 ft,35,38
126,2,8:57.0,Defensive rebound by M. Harkless,,35,38
127,2,8:57.0,Turnover by M. Harkless (bad pass),,35,38
128,2,8:50.0,,Turnover by R. Rondo (bad pass),35,38
129,2,8:50.0,,A. Bradley enters the game for R. Rondo,35,38
130,2,8:38.0,Personal foul by L. James (drawn by P. George),,35,38
131,2,8:38.0,,R. Rondo enters the game for L. James,35,38
132,2,8:30.0,P. George misses 2-pt hook shot from 8 ft (block by D. Howard),,35,38
133,2,8:30.0,Offensive rebound by Team,,35,38
134,2,8:25.0,P. George misses 2-pt jump shot from 15 ft,,35,38
135,2,8:21.0,Offensive rebound by M. Harkless,,35,38
136,2,8:20.0,L. Shamet misses 3-pt jump shot from 26 ft,,35,38
137,2,8:17.0,,Defensive rebound by D. Howard,35,38
138,2,8:05.0,,A. Caruso misses 2-pt layup from 4 ft,35,38
139,2,8:03.0,,Offensive rebound by D. Howard,35,38
140,2,8:02.0,,A. Caruso makes 2-pt layup from 2 ft (assist by D. Howard),35,40
141,2,7:55.0,Shooting foul by D. Howard (drawn by L. Williams),,35,40
142,2,7:55.0,L. Williams misses free throw 1 of 2,,35,40
143,2,7:55.0,Offensive rebound by Team,,35,40
144,2,7:55.0,K. Leonard enters the game for P. George,,35,40
145,2,7:55.0,,A. Davis enters the game for K. Kuzma,35,40
146,2,7:55.0,L. Williams misses free throw 2 of 2,,35,40
147,2,7:53.0,,Defensive rebound by R. Rondo,35,40
148,2,7:43.0,,R. Rondo makes 2-pt layup from 3 ft (assist by A. Davis),35,42
149,2,7:34.0,L. Williams misses 2-pt layup from 3 ft,,35,42
150,2,7:32.0,,Defensive rebound by R. Rondo,35,42
151,2,7:27.0,,A. Caruso misses 3-pt jump shot from 25 ft,35,42
152,2,7:23.0,Defensive rebound by K. Leonard,,35,42
153,2,7:21.0,Personal foul by D. Howard (drawn by K. Leonard),,35,42
154,2,7:21.0,P. Beverley enters the game for M. Harkless,,35,42
155,2,7:19.0,L. Shamet makes 2-pt layup from 3 ft (assist by K. Leonard),,37,42
156,2,7:05.0,,A. Davis misses 2-pt jump shot from 18 ft,37,42
157,2,7:03.0,,Offensive rebound by D. Howard,37,42
158,2,7:03.0,,Turnover by D. Howard (bad pass),37,42
159,2,6:52.0,M. Harrell makes 2-pt hook shot from 8 ft (assist by L. Williams),,39,42
160,2,6:50.0,,LA Lakers full timeout,39,42
161,2,6:50.0,,D. Green enters the game for A. Caruso,39,42
162,2,6:28.0,,A. Bradley misses 2-pt jump shot from 20 ft,39,42
163,2,6:25.0,Defensive rebound by L. Shamet,,39,42
164,2,6:21.0,Shooting foul by D. Howard (drawn by K. Leonard),,39,42
165,2,6:21.0,K. Leonard makes free throw 1 of 2,,40,42
166,2,6:21.0,,J. McGee enters the game for D. Howard,40,42
167,2,6:21.0,K. Leonard makes free throw 2 of 2,,41,42
168,2,6:03.0,,R. Rondo misses 3-pt jump shot from 23 ft,41,42
169,2,6:01.0,Defensive rebound by K. Leonard,,41,42
170,2,5:43.0,P. Beverley makes 2-pt layup from 2 ft,,43,42
171,2,5:41.0,,Technical foul by P. Beverley,43,42
172,2,5:41.0,,A. Davis misses technical free throw,43,42
173,2,5:41.0,,Offensive rebound by Team,43,42
174,2,5:41.0,P. Patterson enters the game for L. Shamet,,43,42
175,2,5:41.0,,L. James enters the game for R. Rondo,43,42
176,2,5:28.0,,L. James makes 2-pt layup from 1 ft,43,44
177,2,5:16.0,M. Harrell misses 2-pt layup from 3 ft (block by J. McGee),,43,44
178,2,5:13.0,Offensive rebound by M. Harrell,,43,44
179,2,5:12.0,M. Harrell misses 2-pt layup from 4 ft (block by J. McGee),,43,44
180,2,5:10.0,,Defensive rebound by L. James,43,44
181,2,5:04.0,,Turnover by L. James (bad pass; steal by P. Beverley),43,44
182,2,4:59.0,P. Beverley makes 2-pt jump shot from 5 ft,,45,44
183,2,4:34.0,,A. Davis misses 3-pt jump shot from 25 ft,45,44
184,2,4:29.0,Defensive rebound by P. Beverley,,45,44
185,2,4:23.0,K. Leonard misses 3-pt jump shot from 26 ft,,45,44
186,2,4:20.0,,Defensive rebound by A. Bradley,45,44
187,2,4:16.0,,Shooting foul by P. Patterson (drawn by A. Davis),45,44
188,2,4:16.0,,A. Davis makes free throw 1 of 2,45,45
189,2,4:16.0,P. George enters the game for M. Harrell,,45,45
190,2,4:16.0,I. Zubac enters the game for L. Williams,,45,45
191,2,4:16.0,,K. Caldwell-Pope enters the game for A. Bradley,45,45
192,2,4:16.0,,K. Kuzma enters the game for J. McGee,45,45
193,2,4:16.0,,A. Davis makes free throw 2 of 2,45,46
194,2,4:03.0,P. George makes 2-pt jump shot from 19 ft (assist by P. Beverley),,47,46
195,2,3:43.0,,D. Green misses 3-pt jump shot from 23 ft,47,46
196,2,3:40.0,Defensive rebound by I. Zubac,,47,46
197,2,3:28.0,P. Patterson misses 3-pt jump shot from 26 ft,,47,46
198,2,3:24.0,Offensive rebound by K. Leonard,,47,46
199,2,3:22.0,Turnover by K. Leonard (lost ball; steal by D. Green),,47,46
200,2,3:17.0,,K. Kuzma misses 2-pt layup from 4 ft (block by P. George),47,46
201,2,3:14.0,Defensive rebound by K. Leonard,,47,46
202,2,3:13.0,P. Patterson makes 2-pt dunk from 1 ft (assist by K. Leonard),,49,46
203,2,2:52.0,,A. Davis makes 2-pt layup at rim (assist by L. James),49,48
204,2,2:52.0,,Shooting foul by I. Zubac (drawn by A. Davis),49,48
205,2,2:52.0,LA Clippers full timeout,,49,48
206,2,2:52.0,,A. Davis makes free throw 1 of 1,49,49
207,2,2:33.0,P. Beverley misses 2-pt hook shot from 5 ft,,49,49
208,2,2:30.0,Offensive rebound by I. Zubac,,49,49
209,2,2:30.0,I. Zubac misses 2-pt layup at rim,,49,49
210,2,2:29.0,,Defensive rebound by A. Davis,49,49
211,2,2:21.0,,L. James makes 2-pt jump shot from 15 ft,49,51
212,2,2:05.0,K. Leonard misses 2-pt jump shot from 19 ft,,49,51
213,2,2:02.0,,Defensive rebound by L. James,49,51
214,2,1:48.0,,Shooting foul by K. Leonard (drawn by K. Kuzma),49,51
215,2,1:48.0,,K. Kuzma makes free throw 1 of 2,49,52
216,2,1:48.0,,K. Kuzma misses free throw 2 of 2,49,52
217,2,1:46.0,Defensive rebound by I. Zubac,,49,52
218,2,1:30.0,K. Leonard misses 2-pt jump shot from 14 ft,,49,52
219,2,1:26.0,Offensive rebound by I. Zubac,,49,52
220,2,1:26.0,I. Zubac misses 2-pt layup at rim,,49,52
221,2,1:26.0,,Defensive rebound by L. James,49,52
222,2,1:15.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by L. James),49,55
223,2,1:03.0,P. George misses 2-pt layup from 3 ft,,49,55
224,2,1:02.0,Offensive rebound by Team,,49,55
225,2,1:02.0,M. Harrell enters the game for P. Beverley,,49,55
226,2,1:02.0,L. Shamet enters the game for P. Patterson,,49,55
227,2,1:02.0,L. Williams enters the game for I. Zubac,,49,55
228,2,0:55.0,K. Leonard makes 2-pt jump shot from 10 ft,,51,55
229,2,0:40.0,,L. James misses 2-pt layup from 2 ft,51,55
230,2,0:40.0,,Offensive rebound by L. James,51,55
231,2,0:40.0,,L. James makes 2-pt layup from 1 ft,51,57
232,2,0:29.0,P. George misses 2-pt layup from 3 ft (block by A. Davis),,51,57
233,2,0:26.0,,Defensive rebound by D. Green,51,57
234,2,0:23.0,,K. Kuzma makes 3-pt jump shot from 23 ft (assist by L. James),51,60
235,2,0:07.0,L. Shamet misses 3-pt jump shot from 26 ft,,51,60
236,2,0:03.0,,Defensive rebound by A. Davis,51,60
237,2,0:01.0,,Shooting foul by P. George (drawn by A. Davis),51,60
238,2,0:01.0,,A. Davis makes free throw 1 of 3,51,61
239,2,0:01.0,,A. Davis makes free throw 2 of 3,51,62
240,2,0:01.0,,A. Davis makes free throw 3 of 3,51,63
241,2,0:01.0,,A. Caruso enters the game for L. James,51,63
242,2,0:01.0,Turnover by M. Harrell (bad pass; steal by A. Davis),,51,63
243,2,0:00.0,,A. Davis misses 3-pt jump shot from 26 ft,51,63
244,2,0:00.0,,Offensive rebound by Team,51,63
245,3,11:39.0,,J. McGee makes 2-pt hook shot from 8 ft (assist by L. James),51,65
246,3,11:20.0,Personal foul by L. James (drawn by K. Leonard),,51,65
247,3,11:08.0,Shooting foul by J. McGee (drawn by I. Zubac),,51,65
248,3,11:08.0,I. Zubac misses free throw 1 of 2,,51,65
249,3,11:08.0,Offensive rebound by Team,,51,65
250,3,11:08.0,I. Zubac misses free throw 2 of 2,,51,65
251,3,11:06.0,,Defensive rebound by J. McGee,51,65
252,3,10:54.0,,L. James misses 3-pt jump shot from 27 ft,51,65
253,3,10:50.0,Defensive rebound by I. Zubac,,51,65
254,3,10:36.0,P. George misses 2-pt layup from 2 ft (block by J. McGee),,51,65
255,3,10:34.0,Offensive rebound by P. George,,51,65
256,3,10:27.0,P. Beverley misses 2-pt jump shot from 10 ft,,51,65
257,3,10:26.0,Offensive rebound by Team,,51,65
258,3,10:19.0,I. Zubac makes 2-pt dunk from 1 ft (assist by K. Leonard),,53,65
259,3,10:05.0,,Technical foul by D. Rivers,53,65
260,3,10:05.0,,A. Davis makes technical free throw,53,66
261,3,10:01.0,,L. James misses 3-pt jump shot from 28 ft,53,66
262,3,9:59.0,Defensive rebound by P. Patterson,,53,66
263,3,9:53.0,Turnover by P. George (lost ball; steal by D. Green),,53,66
264,3,9:53.0,,Personal foul by P. George (drawn by A. Davis),53,66
265,3,9:42.0,,A. Davis misses 3-pt jump shot from 26 ft,53,66
266,3,9:40.0,,Offensive rebound by J. McGee,53,66
267,3,9:38.0,,D. Green misses 3-pt jump shot from 25 ft,53,66
268,3,9:33.0,Defensive rebound by K. Leonard,,53,66
269,3,9:31.0,Personal foul by A. Bradley (drawn by K. Leonard),,53,66
270,3,9:31.0,M. Harkless enters the game for P. Patterson,,53,66
271,3,9:28.0,Turnover by K. Leonard (bad pass; steal by A. Davis),,53,66
272,3,9:26.0,,A. Bradley makes 2-pt layup from 1 ft (assist by A. Davis),53,68
273,3,9:16.0,Shooting foul by J. McGee (drawn by P. George),,53,68
274,3,9:16.0,P. George makes free throw 1 of 2,,54,68
275,3,9:16.0,P. George makes free throw 2 of 2,,55,68
276,3,9:09.0,,A. Davis misses 2-pt jump shot from 8 ft (block by P. George),55,68
277,3,9:05.0,Defensive rebound by M. Harkless,,55,68
278,3,9:02.0,Shooting foul by A. Davis (drawn by P. George),,55,68
279,3,9:02.0,P. George makes free throw 1 of 2,,56,68
280,3,9:02.0,P. George makes free throw 2 of 2,,57,68
281,3,8:51.0,,Turnover by A. Bradley (bad pass; steal by M. Harkless),57,68
282,3,8:46.0,M. Harkless makes 2-pt layup from 2 ft,,59,68
283,3,8:24.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by L. James),59,71
284,3,8:10.0,K. Leonard makes 3-pt jump shot from 27 ft (assist by I. Zubac),,62,71
285,3,7:49.0,,Turnover by A. Davis (lost ball; steal by K. Leonard),62,71
286,3,7:45.0,I. Zubac makes 2-pt layup from 1 ft (assist by K. Leonard),,64,71
287,3,7:45.0,Shooting foul by D. Green (drawn by I. Zubac),,64,71
288,3,7:45.0,,LA Lakers full timeout,64,71
289,3,7:45.0,I. Zubac misses free throw 1 of 1,,64,71
290,3,7:42.0,Offensive rebound by K. Leonard,,64,71
291,3,7:29.0,P. George makes 2-pt layup from 3 ft,,66,71
292,3,7:06.0,,A. Bradley misses 3-pt jump shot from 24 ft,66,71
293,3,7:03.0,Defensive rebound by P. George,,66,71
294,3,6:44.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by M. Harkless),,69,71
295,3,6:24.0,,A. Davis misses 3-pt jump shot from 25 ft,69,71
296,3,6:19.0,Defensive rebound by P. George,,69,71
297,3,6:15.0,P. Beverley misses 3-pt jump shot from 26 ft,,69,71
298,3,6:11.0,,Defensive rebound by A. Davis,69,71
299,3,5:59.0,,J. McGee misses 2-pt layup from 3 ft (block by M. Harkless),69,71
300,3,5:53.0,,Offensive rebound by L. James,69,71
301,3,5:53.0,,L. James makes 2-pt dunk at rim,69,73
302,3,5:44.0,P. George misses 3-pt jump shot from 25 ft,,69,73
303,3,5:41.0,,Defensive rebound by J. McGee,69,73
304,3,5:34.0,,A. Davis makes 2-pt layup from 4 ft (assist by D. Green),69,75
305,3,5:33.0,LA Clippers full timeout,,69,75
306,3,5:33.0,,K. Caldwell-Pope enters the game for A. Bradley,69,75
307,3,5:33.0,,K. Kuzma enters the game for J. McGee,69,75
308,3,5:19.0,Personal foul by D. Green (drawn by I. Zubac),,69,75
309,3,5:19.0,I. Zubac makes free throw 1 of 2,,70,75
310,3,5:19.0,L. Williams enters the game for P. Beverley,,70,75
311,3,5:19.0,I. Zubac makes free throw 2 of 2,,71,75
312,3,5:03.0,,Shooting foul by M. Harkless (drawn by K. Kuzma),71,75
313,3,5:03.0,,K. Kuzma makes free throw 1 of 2,71,76
314,3,5:03.0,M. Harrell enters the game for I. Zubac,,71,76
315,3,5:03.0,,K. Kuzma makes free throw 2 of 2,71,77
316,3,4:43.0,M. Harrell makes 2-pt layup from 1 ft (assist by P. George),,73,77
317,3,4:19.0,,K. Kuzma misses 3-pt jump shot from 28 ft,73,77
318,3,4:19.0,Defensive rebound by Team,,73,77
319,3,4:08.0,K. Leonard misses 3-pt jump shot from 26 ft,,73,77
320,3,4:07.0,,Defensive rebound by K. Kuzma,73,77
321,3,4:01.0,,L. James makes 2-pt jump shot from 5 ft,73,79
322,3,3:49.0,K. Leonard misses 2-pt hook shot from 5 ft,,73,79
323,3,3:46.0,,Defensive rebound by A. Davis,73,79
324,3,3:40.0,,D. Green misses 3-pt jump shot from 23 ft,73,79
325,3,3:38.0,Defensive rebound by M. Harrell,,73,79
326,3,3:26.0,L. Williams misses 2-pt jump shot from 5 ft,,73,79
327,3,3:23.0,,Defensive rebound by A. Davis,73,79
328,3,3:22.0,,Shooting foul by P. George (drawn by K. Caldwell-Pope),73,79
329,3,3:22.0,,K. Caldwell-Pope makes free throw 1 of 2,73,80
330,3,3:22.0,J. Green enters the game for P. George,,73,80
331,3,3:22.0,L. Shamet enters the game for M. Harkless,,73,80
332,3,3:22.0,,A. Caruso enters the game for D. Green,73,80
333,3,3:22.0,,R. Rondo enters the game for L. James,73,80
334,3,3:22.0,,K. Caldwell-Pope misses free throw 2 of 2,73,80
335,3,3:19.0,Defensive rebound by K. Leonard,,73,80
336,3,3:07.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by J. Green),,76,80
337,3,2:47.0,,R. Rondo misses 2-pt jump shot from 11 ft,76,80
338,3,2:46.0,,Offensive rebound by Team,76,80
339,3,2:46.0,,Turnover by R. Rondo (traveling),76,80
340,3,2:38.0,L. Williams misses 2-pt jump shot from 14 ft,,76,80
341,3,2:35.0,,Defensive rebound by R. Rondo,76,80
342,3,2:30.0,,K. Kuzma misses 2-pt hook shot from 8 ft,76,80
343,3,2:27.0,Defensive rebound by M. Harrell,,76,80
344,3,2:15.0,Turnover by K. Leonard (bad pass),,76,80
345,3,2:05.0,,R. Rondo makes 2-pt layup from 2 ft,76,82
346,3,1:44.0,Turnover by M. Harrell (lost ball; steal by A. Caruso),,76,82
347,3,1:38.0,,K. Kuzma makes 2-pt jump shot from 12 ft (assist by A. Caruso),76,84
348,3,1:28.0,Shooting foul by K. Kuzma (drawn by L. Williams),,76,84
349,3,1:28.0,L. Williams makes free throw 1 of 2,,77,84
350,3,1:28.0,P. Beverley enters the game for K. Leonard,,77,84
351,3,1:28.0,L. Williams makes free throw 2 of 2,,78,84
352,3,1:08.0,,A. Davis misses 2-pt layup from 5 ft,78,84
353,3,1:06.0,Defensive rebound by J. Green,,78,84
354,3,1:02.0,J. Green makes 3-pt jump shot from 26 ft (assist by L. Williams),,81,84
355,3,0:49.0,,Turnover by A. Davis (bad pass; steal by L. Williams),81,84
356,3,0:37.0,Shooting foul by K. Caldwell-Pope (drawn by M. Harrell),,81,84
357,3,0:37.0,M. Harrell makes free throw 1 of 2,,82,84
358,3,0:37.0,M. Harrell makes free throw 2 of 2,,83,84
359,3,0:19.0,,K. Kuzma makes 2-pt layup from 1 ft (assist by R. Rondo),83,86
360,3,0:02.0,L. Shamet makes 3-pt jump shot from 23 ft (assist by J. Green),,86,86
361,3,0:00.0,,K. Kuzma misses 3-pt jump shot from 55 ft,86,86
362,3,0:00.0,,Offensive rebound by Team,86,86
363,4,11:47.0,L. Williams misses 2-pt jump shot from 21 ft,,86,86
364,4,11:43.0,,Defensive rebound by D. Howard,86,86
365,4,11:32.0,,Personal foul by L. Shamet (drawn by R. Rondo),86,86
366,4,11:22.0,,L. James makes 2-pt jump shot from 17 ft,86,88
367,4,11:09.0,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),,88,88
368,4,10:52.0,,R. Rondo misses 3-pt jump shot from 26 ft,88,88
369,4,10:49.0,Defensive rebound by J. Green,,88,88
370,4,10:40.0,P. Beverley misses 3-pt jump shot from 23 ft,,88,88
371,4,10:36.0,,Defensive rebound by D. Howard,88,88
372,4,10:27.0,,L. James misses 3-pt jump shot from 26 ft,88,88
373,4,10:25.0,Defensive rebound by Team,,88,88
374,4,10:25.0,,Loose ball foul by D. Howard (drawn by P. Beverley),88,88
375,4,10:16.0,J. Green misses 3-pt jump shot from 27 ft,,88,88
376,4,10:13.0,,Defensive rebound by Team,88,88
377,4,10:13.0,P. George enters the game for P. Beverley,,88,88
378,4,10:03.0,,K. Kuzma misses 2-pt layup from 3 ft (block by M. Harrell),88,88
379,4,10:03.0,,Offensive rebound by D. Howard,88,88
380,4,10:03.0,,D. Howard makes 2-pt dunk at rim,88,90
381,4,10:03.0,,Shooting foul by M. Harrell (drawn by D. Howard),88,90
382,4,10:03.0,,D. Howard misses free throw 1 of 1,88,90
383,4,10:02.0,Defensive rebound by Team,,88,90
384,4,9:51.0,J. Green misses 3-pt jump shot from 28 ft,,88,90
385,4,9:48.0,,Defensive rebound by K. Kuzma,88,90
386,4,9:35.0,,L. James misses 2-pt hook shot from 7 ft,88,90
387,4,9:35.0,,Offensive rebound by Team,88,90
388,4,9:35.0,Loose ball foul by M. Harrell (drawn by D. Howard),,88,90
389,4,9:29.0,,Turnover by R. Rondo (bad pass),88,90
390,4,9:16.0,M. Harrell makes 2-pt jump shot from 8 ft (assist by J. Green),,90,90
