,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ATLANTA_ACTION,MILWAUKEE_SCORE,ATLANTA_SCORE
0,1,11:50.0,B. Lopez makes 2-pt hook shot from 6 ft (assist by K. Middleton),,2,0
1,1,11:50.0,Shooting foul by B. Fernando (drawn by B. Lopez),,2,0
2,1,11:50.0,B. Lopez makes free throw 1 of 1,,3,0
3,1,11:37.0,,Turnover by T. Young (bad pass),3,0
4,1,11:31.0,Turnover by B. Lopez (traveling),,3,0
5,1,11:22.0,,B. Fernando misses 3-pt jump shot from 23 ft,3,0
6,1,11:19.0,Defensive rebound by K. Middleton,,3,0
7,1,11:14.0,K. Middleton misses 2-pt jump shot from 11 ft,,3,0
8,1,11:10.0,,Defensive rebound by K. Huerter,3,0
9,1,11:05.0,,J. Collins misses 2-pt layup from 2 ft,3,0
10,1,11:01.0,Defensive rebound by K. Middleton,,3,0
11,1,10:57.0,W. Matthews misses 3-pt jump shot from 26 ft,,3,0
12,1,10:53.0,,Defensive rebound by J. Collins,3,0
13,1,10:45.0,,D. Hunter misses 2-pt layup from 1 ft,3,0
14,1,10:42.0,Defensive rebound by E. İlyasova,,3,0
15,1,10:36.0,B. Lopez misses 3-pt jump shot from 25 ft,,3,0
16,1,10:33.0,,Defensive rebound by B. Fernando,3,0
17,1,10:22.0,,J. Collins misses 3-pt jump shot from 23 ft,3,0
18,1,10:19.0,Defensive rebound by E. İlyasova,,3,0
19,1,10:06.0,K. Middleton misses 3-pt jump shot from 23 ft,,3,0
20,1,10:02.0,Offensive rebound by E. İlyasova,,3,0
21,1,10:01.0,E. İlyasova makes 2-pt jump shot from 4 ft,,5,0
22,1,9:50.0,,T. Young misses 3-pt jump shot from 27 ft,5,0
23,1,9:47.0,Defensive rebound by W. Matthews,,5,0
24,1,9:39.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by K. Middleton),,8,0
25,1,9:38.0,,Atlanta full timeout,8,0
26,1,9:25.0,,J. Collins makes 2-pt layup from 6 ft (assist by T. Young),8,2
27,1,9:07.0,K. Middleton makes 2-pt jump shot from 20 ft,,10,2
28,1,8:52.0,,T. Young makes 2-pt jump shot from 18 ft,10,4
29,1,8:40.0,B. Lopez misses 2-pt jump shot from 14 ft,,10,4
30,1,8:37.0,,Defensive rebound by J. Collins,10,4
31,1,8:28.0,,J. Collins misses 3-pt jump shot from 26 ft,10,4
32,1,8:25.0,Defensive rebound by B. Lopez,,10,4
33,1,8:19.0,D. DiVincenzo misses 2-pt layup from 5 ft,,10,4
34,1,8:17.0,,Defensive rebound by B. Fernando,10,4
35,1,8:13.0,,T. Young makes 3-pt jump shot from 27 ft,10,7
36,1,8:01.0,Turnover by K. Middleton (bad pass),,10,7
37,1,8:01.0,,D. Jones enters the game for B. Fernando,10,7
38,1,8:01.0,,C. Reddish enters the game for K. Huerter,10,7
39,1,7:52.0,,Personal foul by W. Matthews (drawn by J. Collins),10,7
40,1,7:45.0,,Turnover by T. Young (bad pass),10,7
41,1,7:34.0,Personal foul by D. Jones (drawn by B. Lopez),,10,7
42,1,7:26.0,K. Middleton makes 2-pt jump shot from 12 ft,,12,7
43,1,7:15.0,,Offensive foul by D. Hunter (drawn by K. Middleton),12,7
44,1,7:15.0,,Turnover by D. Hunter (offensive foul),12,7
45,1,7:06.0,D. DiVincenzo misses 2-pt layup from 4 ft,,12,7
46,1,7:04.0,,Defensive rebound by J. Collins,12,7
47,1,6:59.0,,C. Reddish makes 2-pt layup from 2 ft,12,9
48,1,6:44.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by B. Lopez),,15,9
49,1,6:27.0,,D. Jones misses 2-pt layup from 2 ft,15,9
50,1,6:24.0,,Offensive rebound by D. Jones,15,9
51,1,6:24.0,,D. Jones misses 2-pt layup from 4 ft (block by E. İlyasova),15,9
52,1,6:24.0,Defensive rebound by E. İlyasova,,15,9
53,1,6:12.0,K. Middleton makes 2-pt jump shot from 13 ft (assist by D. DiVincenzo),,17,9
54,1,5:52.0,,C. Reddish makes 2-pt jump shot from 11 ft (assist by D. Hunter),17,11
55,1,5:38.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by K. Middleton),,20,11
56,1,5:20.0,,Turnover by D. Hunter (bad pass; steal by D. DiVincenzo),20,11
57,1,5:16.0,K. Middleton makes 2-pt dunk from 1 ft (assist by D. DiVincenzo),,22,11
58,1,5:16.0,,Atlanta full timeout,22,11
59,1,5:16.0,S. Brown enters the game for D. DiVincenzo,,22,11
60,1,5:16.0,G. Hill enters the game for E. İlyasova,,22,11
61,1,5:16.0,,D. Bembry enters the game for D. Jones,22,11
62,1,5:02.0,,Shooting foul by K. Middleton (drawn by T. Young),22,11
63,1,5:02.0,,T. Young makes free throw 1 of 2,22,12
64,1,5:02.0,,V. Carter enters the game for D. Hunter,22,12
65,1,5:02.0,,T. Young misses free throw 2 of 2,22,12
66,1,4:59.0,Defensive rebound by W. Matthews,,22,12
67,1,4:46.0,B. Lopez makes 2-pt hook shot from 11 ft,,24,12
68,1,4:46.0,Shooting foul by J. Collins (drawn by B. Lopez),,24,12
69,1,4:46.0,P. Connaughton enters the game for W. Matthews,,24,12
70,1,4:46.0,B. Lopez misses free throw 1 of 1,,24,12
71,1,4:44.0,,Defensive rebound by J. Collins,24,12
72,1,4:36.0,,C. Reddish misses 2-pt dunk from 1 ft (block by B. Lopez),24,12
73,1,4:34.0,Defensive rebound by S. Brown,,24,12
74,1,4:19.0,Offensive foul by S. Brown (drawn by C. Reddish),,24,12
75,1,4:19.0,Turnover by S. Brown (offensive foul),,24,12
76,1,4:19.0,R. Lopez enters the game for B. Lopez,,24,12
77,1,4:19.0,,K. Huerter enters the game for T. Young,24,12
78,1,4:05.0,,D. Bembry misses 2-pt jump shot from 9 ft,24,12
79,1,4:00.0,Defensive rebound by P. Connaughton,,24,12
80,1,3:42.0,P. Connaughton misses 3-pt jump shot from 26 ft,,24,12
81,1,3:39.0,,Defensive rebound by C. Reddish,24,12
82,1,3:26.0,,K. Huerter misses 2-pt jump shot from 10 ft,24,12
83,1,3:23.0,,Offensive rebound by K. Huerter,24,12
84,1,3:23.0,K. Korver enters the game for K. Middleton,,24,12
85,1,3:23.0,,B. Fernando enters the game for J. Collins,24,12
86,1,3:19.0,Violation by Team (kicked ball),,24,12
87,1,3:13.0,,K. Huerter makes 3-pt jump shot from 26 ft (assist by V. Carter),24,15
88,1,2:48.0,G. Hill makes 2-pt jump shot from 20 ft,,26,15
89,1,2:32.0,,Turnover by D. Bembry (bad pass),26,15
90,1,2:21.0,G. Hill makes 2-pt jump shot from 20 ft,,28,15
91,1,1:58.0,,K. Huerter misses 2-pt jump shot from 13 ft,28,15
92,1,1:55.0,Defensive rebound by S. Brown,,28,15
93,1,1:47.0,P. Connaughton makes 2-pt layup from 1 ft (assist by K. Korver),,30,15
94,1,1:30.0,,D. Bembry makes 2-pt jump shot from 12 ft (assist by B. Fernando),30,17
95,1,1:07.0,R. Lopez misses 2-pt dunk from 1 ft,,30,17
96,1,1:05.0,,Defensive rebound by B. Fernando,30,17
97,1,0:48.0,,Turnover by K. Huerter (lost ball; steal by G. Hill),30,17
98,1,0:32.0,G. Hill misses 2-pt jump shot from 17 ft,,30,17
99,1,0:30.0,Offensive rebound by P. Connaughton,,30,17
100,1,0:26.0,G. Hill makes 2-pt layup from 1 ft (assist by K. Korver),,32,17
101,1,0:05.0,,B. Fernando makes 2-pt dunk from 1 ft (assist by D. Bembry),32,19
102,1,0:00.0,S. Brown misses 3-pt jump shot from 27 ft,,32,19
103,1,0:00.0,Offensive rebound by Team,,32,19
104,2,11:49.0,,C. Reddish misses 3-pt jump shot from 26 ft,32,19
105,2,11:45.0,,Offensive rebound by D. Jones,32,19
106,2,11:44.0,,K. Huerter makes 3-pt jump shot from 26 ft (assist by D. Jones),32,22
107,2,11:24.0,G. Hill misses 2-pt jump shot from 11 ft,,32,22
108,2,11:21.0,,Defensive rebound by C. Reddish,32,22
109,2,11:06.0,,V. Carter misses 3-pt jump shot from 28 ft,32,22
110,2,11:03.0,Defensive rebound by E. İlyasova,,32,22
111,2,10:58.0,Turnover by G. Hill (bad pass; steal by A. Crabbe),,32,22
112,2,10:55.0,,Shooting foul by E. İlyasova (drawn by K. Huerter),32,22
113,2,10:55.0,,K. Huerter makes free throw 1 of 2,32,23
114,2,10:55.0,B. Lopez enters the game for R. Lopez,,32,23
115,2,10:55.0,,K. Huerter makes free throw 2 of 2,32,24
116,2,10:43.0,Personal foul by V. Carter (drawn by G. Hill),,32,24
117,2,10:37.0,Turnover by G. Hill (bad pass; steal by A. Crabbe),,32,24
118,2,10:31.0,,C. Reddish misses 3-pt jump shot from 26 ft,32,24
119,2,10:28.0,Defensive rebound by P. Connaughton,,32,24
120,2,10:14.0,P. Connaughton misses 2-pt layup from 1 ft,,32,24
121,2,10:10.0,,Defensive rebound by A. Crabbe,32,24
122,2,10:00.0,,Turnover by K. Huerter (lost ball; steal by P. Connaughton),32,24
123,2,9:46.0,B. Lopez makes 2-pt hook shot from 8 ft (assist by P. Connaughton),,34,24
124,2,9:21.0,,C. Reddish makes 3-pt jump shot from 22 ft (assist by K. Huerter),34,27
125,2,9:21.0,D. DiVincenzo enters the game for G. Hill,,34,27
126,2,9:21.0,,J. Collins enters the game for V. Carter,34,27
127,2,9:21.0,,D. Hunter enters the game for D. Jones,34,27
128,2,9:21.0,,T. Young enters the game for C. Reddish,34,27
129,2,8:57.0,E. İlyasova makes 2-pt layup from 1 ft (assist by B. Lopez),,36,27
130,2,8:42.0,,Shooting foul by D. DiVincenzo (drawn by T. Young),36,27
131,2,8:42.0,,T. Young misses free throw 1 of 2,36,27
132,2,8:42.0,,Offensive rebound by Team,36,27
133,2,8:42.0,K. Middleton enters the game for P. Connaughton,,36,27
134,2,8:42.0,,T. Young makes free throw 2 of 2,36,28
135,2,8:32.0,B. Lopez makes 2-pt dunk from 1 ft (assist by K. Middleton),,38,28
136,2,8:09.0,,J. Collins makes 2-pt layup from 3 ft (assist by T. Young),38,30
137,2,7:57.0,K. Korver makes 3-pt jump shot from 33 ft (assist by B. Lopez),,41,30
138,2,7:42.0,,J. Collins makes 3-pt jump shot from 25 ft,41,33
139,2,7:28.0,E. İlyasova makes 2-pt layup from 1 ft (assist by K. Middleton),,43,33
140,2,7:11.0,,D. Hunter misses 3-pt jump shot from 24 ft,43,33
141,2,7:08.0,Defensive rebound by K. Korver,,43,33
142,2,7:02.0,E. İlyasova makes 2-pt jump shot from 18 ft (assist by K. Middleton),,45,33
143,2,7:01.0,,Atlanta full timeout,45,33
144,2,7:01.0,W. Matthews enters the game for K. Korver,,45,33
145,2,6:47.0,,D. Hunter misses 2-pt jump shot from 14 ft,45,33
146,2,6:43.0,Defensive rebound by E. İlyasova,,45,33
147,2,6:38.0,B. Lopez misses 3-pt jump shot from 27 ft,,45,33
148,2,6:35.0,,Defensive rebound by K. Huerter,45,33
149,2,6:24.0,,A. Crabbe misses 3-pt jump shot from 25 ft,45,33
150,2,6:21.0,Defensive rebound by W. Matthews,,45,33
151,2,6:11.0,K. Middleton makes 2-pt jump shot from 10 ft,,47,33
152,2,5:57.0,,D. Hunter misses 2-pt jump shot from 14 ft,47,33
153,2,5:54.0,,Offensive rebound by J. Collins,47,33
154,2,5:52.0,,J. Collins misses 2-pt layup from 5 ft,47,33
155,2,5:52.0,Defensive rebound by K. Middleton,,47,33
156,2,5:37.0,B. Lopez makes 2-pt dunk from 1 ft (assist by W. Matthews),,49,33
157,2,5:23.0,,T. Young makes 3-pt jump shot from 26 ft,49,36
158,2,5:06.0,D. DiVincenzo misses 3-pt jump shot from 26 ft,,49,36
159,2,5:04.0,,Defensive rebound by J. Collins,49,36
160,2,4:57.0,,Turnover by T. Young (bad pass; steal by D. DiVincenzo),49,36
161,2,4:55.0,Shooting foul by D. Hunter (drawn by E. İlyasova),,49,36
162,2,4:55.0,E. İlyasova makes free throw 1 of 2,,50,36
163,2,4:55.0,S. Brown enters the game for B. Lopez,,50,36
164,2,4:55.0,,D. Bembry enters the game for J. Collins,50,36
165,2,4:55.0,,B. Fernando enters the game for A. Crabbe,50,36
166,2,4:55.0,,C. Reddish enters the game for K. Huerter,50,36
167,2,4:55.0,E. İlyasova makes free throw 2 of 2,,51,36
168,2,4:44.0,,Turnover by B. Fernando (lost ball; steal by D. DiVincenzo),51,36
169,2,4:42.0,Shooting foul by B. Fernando (drawn by D. DiVincenzo),,51,36
