,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DALLAS_ACTION,NEW ORLEANS_SCORE,DALLAS_SCORE
39,1,6:54.0,Z. Williamson makes 2-pt layup from 3 ft (assist by L. Ball),,12,7
40,1,6:54.0,,Dallas full timeout,12,7
41,1,6:39.0,,T. Hardaway misses 2-pt dunk from 2 ft (block by D. Favors),12,7
42,1,6:39.0,Defensive rebound by Team,,12,7
43,1,6:29.0,Shooting foul by D. Finney-Smith (drawn by B. Ingram),,12,7
44,1,6:29.0,B. Ingram makes free throw 1 of 2,,13,7
45,1,6:29.0,,S. Curry enters the game for T. Hardaway,13,7
46,1,6:29.0,B. Ingram makes free throw 2 of 2,,14,7
47,1,6:20.0,,Shooting foul by D. Favors (drawn by L. Dončić),14,7
48,1,6:20.0,,L. Dončić misses free throw 1 of 2,14,7
49,1,6:20.0,,Offensive rebound by Team,14,7
50,1,6:20.0,N. Melli enters the game for D. Favors,,14,7
51,1,6:20.0,,L. Dončić makes free throw 2 of 2,14,8
52,1,6:11.0,L. Ball misses 2-pt jump shot from 19 ft,,14,8
53,1,6:09.0,,Defensive rebound by L. Dončić,14,8
54,1,6:00.0,,L. Dončić makes 3-pt jump shot from 26 ft,14,11
55,1,5:51.0,Turnover by L. Ball (bad pass; steal by L. Dončić),,14,11
56,1,5:32.0,,S. Curry makes 2-pt jump shot from 20 ft (assist by L. Dončić),14,13
57,1,5:18.0,Z. Williamson makes 2-pt layup from 1 ft (assist by B. Ingram),,16,13
58,1,4:57.0,,Offensive foul by L. Dončić (drawn by J. Holiday),16,13
59,1,4:57.0,,Turnover by L. Dončić (offensive foul),16,13
60,1,4:49.0,Z. Williamson misses 2-pt jump shot from 6 ft,,16,13
61,1,4:49.0,Offensive rebound by Team,,16,13
62,1,4:49.0,,W. Cauley-Stein enters the game for K. Porziņģis,16,13
63,1,4:47.0,B. Ingram misses 2-pt jump shot from 16 ft,,16,13
64,1,4:43.0,Offensive rebound by J. Holiday,,16,13
65,1,4:40.0,B. Ingram misses 3-pt jump shot from 24 ft,,16,13
66,1,4:37.0,,Defensive rebound by L. Dončić,16,13
67,1,4:28.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by L. Dončić),16,15
68,1,4:14.0,J. Holiday makes 3-pt jump shot from 25 ft,,19,15
69,1,3:59.0,,Turnover by L. Dončić (bad pass),19,15
70,1,3:59.0,J. Hart enters the game for L. Ball,,19,15
71,1,3:59.0,J. Hayes enters the game for Z. Williamson,,19,15
72,1,3:51.0,J. Holiday misses 3-pt jump shot from 27 ft,,19,15
73,1,3:47.0,,Defensive rebound by W. Cauley-Stein,19,15
74,1,3:32.0,,L. Dončić misses 3-pt jump shot from 26 ft,19,15
75,1,3:29.0,Defensive rebound by J. Hart,,19,15
76,1,3:23.0,Turnover by N. Melli (back court),,19,15
77,1,3:23.0,,M. Kidd-Gilchrist enters the game for M. Kleber,19,15
78,1,3:09.0,,S. Curry misses 2-pt jump shot from 14 ft,19,15
79,1,3:07.0,Defensive rebound by B. Ingram,,19,15
80,1,2:56.0,J. Holiday misses 2-pt layup from 2 ft,,19,15
81,1,2:53.0,,Defensive rebound by W. Cauley-Stein,19,15
82,1,2:48.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by L. Dončić),19,18
83,1,2:37.0,Personal foul by D. Finney-Smith (drawn by J. Hayes),,19,18
84,1,2:37.0,New Orleans full timeout,,19,18
85,1,2:37.0,,T. Hardaway enters the game for D. Finney-Smith,19,18
86,1,2:25.0,J. Hayes misses 2-pt layup from 5 ft (block by W. Cauley-Stein),,19,18
87,1,2:22.0,,Defensive rebound by W. Cauley-Stein,19,18
88,1,2:09.0,,Turnover by L. Dončić (bad pass; steal by N. Melli),19,18
89,1,2:03.0,Turnover by B. Ingram (bad pass; steal by M. Kidd-Gilchrist),,19,18
90,1,1:42.0,,Offensive foul by M. Kidd-Gilchrist (drawn by N. Melli),19,18
91,1,1:42.0,,Turnover by M. Kidd-Gilchrist (offensive foul),19,18
92,1,1:42.0,E. Moore enters the game for B. Ingram,,19,18
93,1,1:42.0,,C. Lee enters the game for W. Cauley-Stein,19,18
94,1,1:42.0,,K. Porziņģis enters the game for L. Dončić,19,18
95,1,1:42.0,,D. Wright enters the game for M. Kidd-Gilchrist,19,18
96,1,1:34.0,Turnover by E. Moore (traveling),,19,18
97,1,1:18.0,,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by T. Hardaway),19,21
98,1,0:55.0,N. Melli misses 2-pt hook shot from 8 ft (block by K. Porziņģis),,19,21
99,1,0:53.0,,Defensive rebound by S. Curry,19,21
100,1,0:41.0,,K. Porziņģis misses 3-pt jump shot from 31 ft,19,21
101,1,0:38.0,Defensive rebound by N. Melli,,19,21
102,1,0:22.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by N. Melli),,22,21
103,1,0:15.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Wright),22,24
104,1,0:00.0,J. Holiday misses 3-pt jump shot from 29 ft,,22,24
105,1,0:00.0,Offensive rebound by Team,,22,24
106,2,11:44.0,,M. Kleber makes 3-pt jump shot from 23 ft (assist by D. Wright),22,27
107,2,11:29.0,N. Melli misses 3-pt jump shot from 23 ft,,22,27
108,2,11:26.0,,Defensive rebound by K. Porziņģis,22,27
109,2,11:23.0,,Shooting foul by N. Melli (drawn by D. Wright),22,27
110,2,11:23.0,,D. Wright misses free throw 1 of 2,22,27
111,2,11:23.0,,Offensive rebound by Team,22,27
112,2,11:23.0,,D. Wright makes free throw 2 of 2,22,28
113,2,11:07.0,L. Ball makes 3-pt jump shot from 27 ft (assist by Z. Williamson),,25,28
114,2,10:54.0,,T. Hardaway makes 3-pt jump shot from 25 ft,25,31
115,2,10:43.0,L. Ball makes 3-pt jump shot from 25 ft,,28,31
116,2,10:30.0,,T. Hardaway misses 3-pt jump shot from 26 ft,28,31
117,2,10:27.0,Defensive rebound by L. Ball,,28,31
118,2,10:16.0,N. Melli misses 3-pt jump shot from 26 ft,,28,31
119,2,10:15.0,,Defensive rebound by Team,28,31
120,2,10:00.0,,K. Porziņģis misses 3-pt jump shot from 27 ft,28,31
121,2,9:58.0,Defensive rebound by Z. Williamson,,28,31
122,2,9:56.0,Personal take foul by S. Curry (drawn by Z. Williamson),,28,31
123,2,9:46.0,Z. Williamson misses 2-pt jump shot from 6 ft,,28,31
124,2,9:44.0,,Defensive rebound by K. Porziņģis,28,31
125,2,9:40.0,,Personal foul by E. Moore (drawn by T. Hardaway),28,31
126,2,9:35.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by M. Kleber),28,34
127,2,9:29.0,New Orleans full timeout,,28,34
128,2,9:29.0,B. Ingram enters the game for N. Melli,,28,34
129,2,9:12.0,E. Moore makes 2-pt jump shot from 13 ft (assist by J. Hart),,30,34
130,2,8:54.0,,S. Curry makes 3-pt jump shot from 26 ft,30,37
131,2,8:42.0,Z. Williamson misses 2-pt hook shot from 4 ft (block by M. Kleber),,30,37
132,2,8:38.0,,Defensive rebound by M. Kleber,30,37
133,2,8:33.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,30,37
134,2,8:29.0,Defensive rebound by J. Hart,,30,37
135,2,8:22.0,B. Ingram makes 2-pt jump shot from 16 ft,,32,37
136,2,8:03.0,,D. Wright misses 2-pt jump shot from 4 ft,32,37
137,2,8:00.0,Defensive rebound by J. Hart,,32,37
138,2,7:56.0,J. Hart misses 2-pt layup from 3 ft (block by K. Porziņģis),,32,37
139,2,7:56.0,Offensive rebound by Team,,32,37
140,2,7:47.0,Z. Williamson makes 2-pt layup from 2 ft,,34,37
141,2,7:33.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by S. Curry),34,40
142,2,7:20.0,Personal foul by M. Kleber (drawn by Z. Williamson),,34,40
143,2,7:18.0,Offensive foul by B. Ingram (drawn by T. Hardaway),,34,40
144,2,7:18.0,Turnover by B. Ingram (offensive foul),,34,40
145,2,7:18.0,D. Favors enters the game for J. Hart,,34,40
146,2,7:07.0,,K. Porziņģis makes 2-pt hook shot from 9 ft (assist by M. Kleber),34,42
147,2,6:53.0,E. Moore misses 3-pt jump shot from 26 ft,,34,42
148,2,6:51.0,,Defensive rebound by M. Kleber,34,42
149,2,6:34.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by K. Porziņģis),34,45
150,2,6:17.0,Z. Williamson makes 2-pt jump shot from 4 ft (assist by B. Ingram),,36,45
151,2,6:17.0,Shooting foul by K. Porziņģis (drawn by Z. Williamson),,36,45
152,2,6:17.0,J. Holiday enters the game for E. Moore,,36,45
153,2,6:17.0,,W. Cauley-Stein enters the game for S. Curry,36,45
154,2,6:17.0,,L. Dončić enters the game for K. Porziņģis,36,45
155,2,6:17.0,Z. Williamson makes free throw 1 of 1,,37,45
156,2,6:06.0,,Turnover by T. Hardaway (out of bounds lost ball),37,45
157,2,5:59.0,Z. Williamson misses 2-pt jump shot from 15 ft,,37,45
158,2,5:57.0,Offensive rebound by Z. Williamson,,37,45
159,2,5:55.0,Z. Williamson misses 2-pt layup from 1 ft (block by M. Kleber),,37,45
160,2,5:55.0,,Defensive rebound by M. Kleber,37,45
161,2,5:50.0,,Turnover by L. Dončić (bad pass; steal by J. Holiday),37,45
162,2,5:46.0,L. Ball misses 3-pt jump shot from 25 ft,,37,45
163,2,5:44.0,Offensive rebound by Team,,37,45
164,2,5:41.0,B. Ingram makes 3-pt jump shot from 26 ft (assist by L. Ball),,40,45
165,2,5:25.0,,T. Hardaway misses 2-pt layup from 5 ft (block by L. Ball),40,45
166,2,5:23.0,,Offensive rebound by Team,40,45
167,2,5:23.0,,Dallas full timeout,40,45
168,2,5:17.0,,T. Hardaway misses 3-pt jump shot from 23 ft,40,45
169,2,5:13.0,Defensive rebound by B. Ingram,,40,45
170,2,5:06.0,B. Ingram makes 2-pt jump shot from 18 ft,,42,45
171,2,4:52.0,,M. Kleber misses 3-pt jump shot from 29 ft,42,45
172,2,4:49.0,Defensive rebound by D. Favors,,42,45
173,2,4:44.0,Z. Williamson misses 2-pt layup from 3 ft (block by M. Kleber),,42,45
174,2,4:40.0,,Defensive rebound by L. Dončić,42,45
175,2,4:36.0,,L. Dončić makes 2-pt layup from 1 ft,42,47
176,2,4:19.0,J. Holiday misses 2-pt layup from 3 ft (block by L. Dončić),,42,47
177,2,4:16.0,,Defensive rebound by D. Wright,42,47
178,2,4:05.0,,L. Dončić makes 3-pt jump shot from 29 ft,42,50
179,2,3:54.0,J. Holiday makes 2-pt layup from 5 ft (assist by L. Ball),,44,50
180,2,3:39.0,,Personal foul by J. Holiday (drawn by L. Dončić),44,50
181,2,3:39.0,F. Jackson enters the game for L. Ball,,44,50
182,2,3:39.0,N. Melli enters the game for Z. Williamson,,44,50
183,2,3:39.0,,S. Curry enters the game for T. Hardaway,44,50
184,2,3:39.0,,K. Porziņģis enters the game for M. Kleber,44,50
185,2,3:30.0,,Turnover by L. Dončić (lost ball; steal by J. Holiday),44,50
186,2,3:27.0,Turnover by J. Holiday (bad pass; steal by D. Wright),,44,50
187,2,3:23.0,,Turnover by D. Wright (bad pass; steal by D. Favors),44,50
188,2,3:12.0,F. Jackson makes 3-pt jump shot from 26 ft (assist by N. Melli),,47,50
189,2,2:55.0,,L. Dončić makes 2-pt jump shot from 1 ft,47,52
190,2,2:43.0,J. Holiday makes 2-pt layup from 2 ft,,49,52
191,2,2:23.0,,K. Porziņģis misses 2-pt layup from 1 ft,49,52
192,2,2:21.0,,Offensive rebound by K. Porziņģis,49,52
193,2,2:20.0,,K. Porziņģis misses 2-pt dunk from 1 ft,49,52
194,2,2:18.0,Defensive rebound by J. Holiday,,49,52
195,2,2:15.0,Turnover by J. Holiday (bad pass; steal by S. Curry),,49,52
196,2,1:59.0,,K. Porziņģis makes 2-pt jump shot from 12 ft (assist by D. Wright),49,54
197,2,1:59.0,,Shooting foul by N. Melli (drawn by K. Porziņģis),49,54
198,2,1:59.0,,K. Porziņģis makes free throw 1 of 1,49,55
199,2,1:55.0,Personal foul by S. Curry (drawn by F. Jackson),,49,55
200,2,1:49.0,J. Holiday makes 2-pt jump shot from 7 ft,,51,55
201,2,1:36.0,,Shooting foul by J. Holiday (drawn by L. Dončić),51,55
202,2,1:36.0,,L. Dončić makes free throw 1 of 2,51,56
203,2,1:36.0,,T. Hardaway enters the game for D. Wright,51,56
204,2,1:36.0,,L. Dončić makes free throw 2 of 2,51,57
205,2,1:24.0,N. Melli misses 3-pt jump shot from 26 ft,,51,57
206,2,1:22.0,Offensive rebound by J. Holiday,,51,57
207,2,1:19.0,J. Holiday misses 2-pt layup from 7 ft,,51,57
208,2,1:19.0,Offensive rebound by D. Favors,,51,57
209,2,1:15.0,D. Favors misses 2-pt layup at rim (block by W. Cauley-Stein),,51,57
210,2,1:13.0,Offensive rebound by D. Favors,,51,57
211,2,1:12.0,D. Favors makes 2-pt layup from 1 ft (assist by J. Holiday),,53,57
212,2,0:57.0,,L. Dončić misses 3-pt jump shot from 27 ft,53,57
213,2,0:55.0,Defensive rebound by Team,,53,57
214,2,0:42.0,B. Ingram misses 2-pt jump shot from 12 ft,,53,57
215,2,0:39.0,Offensive rebound by B. Ingram,,53,57
216,2,0:30.0,J. Holiday misses 2-pt layup from 3 ft (block by K. Porziņģis),,53,57
217,2,0:29.0,Offensive rebound by D. Favors,,53,57
218,2,0:29.0,D. Favors makes 2-pt dunk from 1 ft,,55,57
219,2,0:06.0,,L. Dončić misses 3-pt jump shot from 29 ft,55,57
220,2,0:05.0,,Offensive rebound by Team,55,57
221,2,0:05.0,,Turnover by Team (shot clock),55,57
222,2,0:05.0,,M. Kleber enters the game for W. Cauley-Stein,55,57
223,2,0:00.0,N. Melli misses 3-pt jump shot from 27 ft,,55,57
224,2,0:00.0,,Defensive rebound by T. Hardaway,55,57
225,3,11:48.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by M. Kleber),55,60
226,3,11:22.0,L. Ball makes 2-pt jump shot from 14 ft,,57,60
227,3,11:08.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by L. Dončić),57,63
228,3,10:58.0,Z. Williamson misses 2-pt layup from 2 ft (block by M. Kleber),,57,63
229,3,10:58.0,Offensive rebound by Team,,57,63
230,3,10:50.0,Shooting foul by M. Kleber (drawn by Z. Williamson),,57,63
231,3,10:50.0,Z. Williamson misses free throw 1 of 2,,57,63
232,3,10:50.0,Offensive rebound by Team,,57,63
233,3,10:50.0,Z. Williamson makes free throw 2 of 2,,58,63
234,3,10:38.0,,K. Porziņģis makes 2-pt dunk from 1 ft (assist by L. Dončić),58,65
235,3,10:28.0,B. Ingram misses 2-pt jump shot from 16 ft,,58,65
236,3,10:25.0,,Defensive rebound by L. Dončić,58,65
237,3,10:15.0,,L. Dončić misses 3-pt jump shot from 26 ft,58,65
238,3,10:12.0,Defensive rebound by L. Ball,,58,65
239,3,10:05.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by B. Ingram),,61,65
240,3,9:46.0,,K. Porziņģis misses 3-pt jump shot from 28 ft,61,65
241,3,9:43.0,Defensive rebound by J. Holiday,,61,65
242,3,9:38.0,J. Holiday misses 3-pt jump shot from 26 ft,,61,65
243,3,9:35.0,,Defensive rebound by K. Porziņģis,61,65
244,3,9:18.0,,Shooting foul by J. Holiday (drawn by L. Dončić),61,65
245,3,9:18.0,,L. Dončić makes free throw 1 of 2,61,66
246,3,9:18.0,,L. Dončić misses free throw 2 of 2,61,66
247,3,9:15.0,Defensive rebound by J. Holiday,,61,66
248,3,9:11.0,J. Holiday makes 2-pt layup from 4 ft,,63,66
249,3,8:51.0,,M. Kleber misses 2-pt layup from 7 ft,63,66
250,3,8:49.0,Defensive rebound by D. Favors,,63,66
251,3,8:37.0,L. Ball makes 3-pt jump shot from 23 ft (assist by J. Holiday),,66,66
252,3,8:13.0,,T. Hardaway makes 2-pt jump shot from 14 ft (assist by L. Dončić),66,68
253,3,8:01.0,Offensive foul by B. Ingram (drawn by T. Hardaway),,66,68
254,3,8:01.0,Turnover by B. Ingram (offensive foul),,66,68
255,3,8:01.0,Instant Replay (Request: Stands),,66,68
256,3,7:50.0,,Shooting foul by J. Holiday (drawn by L. Dončić),66,68
257,3,7:50.0,,L. Dončić misses free throw 1 of 3,66,68
258,3,7:50.0,,Offensive rebound by Team,66,68
259,3,7:50.0,,L. Dončić misses free throw 2 of 3,66,68
260,3,7:50.0,,Offensive rebound by Team,66,68
261,3,7:50.0,F. Jackson enters the game for J. Holiday,,66,68
262,3,7:50.0,,L. Dončić makes free throw 3 of 3,66,69
263,3,7:35.0,L. Ball makes 3-pt jump shot from 25 ft (assist by Z. Williamson),,69,69
264,3,7:18.0,,L. Dončić makes 2-pt hook shot from 3 ft,69,71
265,3,7:01.0,B. Ingram makes 2-pt jump shot from 16 ft (assist by Z. Williamson),,71,71
266,3,6:40.0,,M. Kleber misses 3-pt jump shot from 25 ft,71,71
267,3,6:37.0,Defensive rebound by L. Ball,,71,71
268,3,6:31.0,Z. Williamson misses 2-pt jump shot from 14 ft,,71,71
269,3,6:29.0,,Defensive rebound by L. Dončić,71,71
270,3,6:27.0,,Personal foul by B. Ingram (drawn by L. Dončić),71,71
271,3,6:27.0,,Dallas full timeout,71,71
272,3,6:27.0,,C. Lee enters the game for T. Hardaway,71,71
273,3,6:12.0,,K. Porziņģis makes 2-pt jump shot from 20 ft (assist by S. Curry),71,73
274,3,5:57.0,F. Jackson misses 2-pt jump shot from 20 ft,,71,73
275,3,5:55.0,,Defensive rebound by K. Porziņģis,71,73
276,3,5:37.0,,S. Curry misses 3-pt jump shot from 26 ft,71,73
277,3,5:34.0,Defensive rebound by D. Favors,,71,73
278,3,5:27.0,Personal foul by S. Curry (drawn by L. Ball),,71,73
279,3,5:18.0,L. Ball misses 2-pt layup from 3 ft,,71,73
280,3,5:14.0,Offensive rebound by L. Ball,,71,73
281,3,5:14.0,L. Ball makes 2-pt layup from 1 ft,,73,73
282,3,5:03.0,,L. Dončić misses 2-pt layup from 2 ft,73,73
283,3,5:00.0,,Offensive rebound by K. Porziņģis,73,73
284,3,5:00.0,,K. Porziņģis misses 2-pt layup at rim,73,73
285,3,4:59.0,Defensive rebound by L. Ball,,73,73
286,3,4:57.0,Z. Williamson makes 2-pt dunk at rim (assist by L. Ball),,75,73
287,3,4:32.0,,Turnover by L. Dončić (bad pass; steal by B. Ingram),75,73
288,3,4:31.0,Personal take foul by S. Curry (drawn by Z. Williamson),,75,73
289,3,4:31.0,J. Hart enters the game for D. Favors,,75,73
290,3,4:31.0,N. Melli enters the game for Z. Williamson,,75,73
291,3,4:31.0,,W. Cauley-Stein enters the game for S. Curry,75,73
292,3,4:31.0,,D. Wright enters the game for M. Kleber,75,73
293,3,4:11.0,J. Hart misses 3-pt jump shot from 24 ft,,75,73
294,3,4:10.0,Offensive rebound by Team,,75,73
295,3,4:02.0,J. Hart makes 2-pt layup from 2 ft (assist by N. Melli),,77,73
296,3,3:51.0,,Shooting foul by N. Melli (drawn by L. Dončić),77,73
297,3,3:51.0,,L. Dončić makes free throw 1 of 2,77,74
298,3,3:51.0,,L. Dončić misses free throw 2 of 2,77,74
299,3,3:49.0,,Offensive rebound by Team,77,74
300,3,3:36.0,,K. Porziņģis makes 3-pt jump shot from 31 ft (assist by D. Wright),77,77
301,3,3:18.0,B. Ingram makes 3-pt jump shot from 26 ft (assist by J. Hart),,80,77
302,3,3:18.0,Shooting foul by C. Lee (drawn by B. Ingram),,80,77
303,3,3:18.0,B. Ingram misses free throw 1 of 1,,80,77
304,3,3:15.0,,Defensive rebound by K. Porziņģis,80,77
305,3,2:57.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),80,80
306,3,2:47.0,J. Hart misses 3-pt jump shot from 26 ft,,80,80
307,3,2:44.0,,Defensive rebound by D. Wright,80,80
308,3,2:36.0,,L. Dončić makes 3-pt jump shot from 25 ft,80,83
309,3,2:17.0,B. Ingram makes 2-pt jump shot from 15 ft,,82,83
310,3,1:59.0,,K. Porziņģis makes 2-pt jump shot from 13 ft,82,85
311,3,1:39.0,F. Jackson makes 3-pt jump shot from 23 ft (assist by B. Ingram),,85,85
312,3,1:22.0,,C. Lee misses 3-pt jump shot from 22 ft,85,85
313,3,1:18.0,Defensive rebound by J. Hart,,85,85
314,3,1:09.0,N. Melli misses 3-pt jump shot from 27 ft,,85,85
315,3,1:06.0,,Defensive rebound by W. Cauley-Stein,85,85
316,3,0:50.0,,L. Dončić misses 3-pt jump shot from 26 ft,85,85
317,3,0:47.0,Defensive rebound by F. Jackson,,85,85
318,3,0:38.0,B. Ingram misses 2-pt layup from 4 ft,,85,85
319,3,0:36.0,,Defensive rebound by L. Dončić,85,85
320,3,0:34.0,,C. Lee makes 2-pt dunk from 1 ft (assist by L. Dončić),85,87
321,3,0:30.0,J. Hart misses 3-pt jump shot from 26 ft,,85,87
322,3,0:29.0,,Defensive rebound by Team,85,87
323,3,0:29.0,New Orleans full timeout,,85,87
324,3,0:29.0,,T. Hardaway enters the game for K. Porziņģis,85,87
325,3,0:10.0,,T. Hardaway misses 3-pt jump shot from 29 ft,85,87
326,3,0:04.0,,Offensive rebound by C. Lee,85,87
327,3,0:03.0,,Turnover by C. Lee (bad pass; steal by L. Ball),85,87
328,3,0:01.0,J. Hart misses 2-pt layup from 2 ft,,85,87
329,3,0:01.0,,Defensive rebound by D. Wright,85,87
330,3,0:00.0,,D. Wright misses 3-pt jump shot from 63 ft,85,87
331,3,0:00.0,,Offensive rebound by Team,85,87
332,4,11:48.0,E. Moore makes 2-pt jump shot from 14 ft (assist by J. Holiday),,87,87
333,4,11:33.0,,T. Hardaway misses 2-pt layup from 5 ft,87,87
334,4,11:30.0,Defensive rebound by Z. Williamson,,87,87
335,4,11:27.0,F. Jackson makes 2-pt layup from 3 ft (assist by J. Holiday),,89,87
336,4,11:27.0,Shooting foul by L. Dončić (drawn by F. Jackson),,89,87
337,4,11:27.0,F. Jackson makes free throw 1 of 1,,90,87
338,4,11:11.0,,L. Dončić misses 2-pt jump shot from 6 ft,90,87
339,4,11:09.0,Defensive rebound by Z. Williamson,,90,87
340,4,11:06.0,Turnover by J. Holiday (bad pass; steal by D. Wright),,90,87
341,4,10:53.0,,D. Wright makes 3-pt jump shot from 28 ft,90,90
342,4,10:39.0,Turnover by Z. Williamson (lost ball; steal by M. Kleber),,90,90
343,4,10:33.0,,L. Dončić misses 3-pt jump shot from 24 ft,90,90
344,4,10:31.0,,Offensive rebound by Team,90,90
345,4,10:31.0,,K. Porziņģis enters the game for L. Dončić,90,90
346,4,10:21.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,90,90
347,4,10:18.0,Defensive rebound by N. Melli,,90,90
348,4,10:13.0,N. Melli misses 3-pt jump shot from 29 ft,,90,90
349,4,10:10.0,,Defensive rebound by W. Cauley-Stein,90,90
350,4,10:05.0,,T. Hardaway misses 2-pt layup from 5 ft (block by E. Moore),90,90
351,4,10:05.0,,Offensive rebound by Team,90,90
352,4,10:05.0,,S. Curry enters the game for W. Cauley-Stein,90,90
353,4,9:52.0,,D. Wright makes 3-pt jump shot from 22 ft (assist by K. Porziņģis),90,93
354,4,9:41.0,F. Jackson makes 3-pt jump shot from 26 ft,,93,93
355,4,9:22.0,,T. Hardaway misses 2-pt jump shot from 6 ft,93,93
356,4,9:17.0,,Offensive rebound by K. Porziņģis,93,93
357,4,9:17.0,,K. Porziņģis makes 2-pt layup at rim,93,95
358,4,9:11.0,Z. Williamson misses 2-pt layup from 3 ft (block by M. Kleber),,93,95
359,4,9:09.0,Offensive rebound by Z. Williamson,,93,95
360,4,9:07.0,Z. Williamson makes 2-pt layup from 1 ft,,95,95
361,4,8:52.0,,Turnover by D. Wright (lost ball; steal by E. Moore),95,95
362,4,8:44.0,E. Moore misses 3-pt jump shot from 23 ft,,95,95
363,4,8:41.0,,Defensive rebound by K. Porziņģis,95,95
364,4,8:28.0,,Turnover by S. Curry (bad pass),95,95
365,4,8:22.0,Turnover by N. Melli (bad pass),,95,95
366,4,8:14.0,,Personal foul by N. Melli (drawn by K. Porziņģis),95,95
367,4,8:09.0,,Turnover by S. Curry (traveling),95,95
368,4,8:02.0,Offensive foul by Z. Williamson (drawn by T. Hardaway),,95,95
369,4,8:02.0,Turnover by Z. Williamson (offensive foul),,95,95
370,4,7:47.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by S. Curry),95,98
371,4,7:37.0,New Orleans full timeout,,95,98
372,4,7:37.0,,C. Lee enters the game for T. Hardaway,95,98
373,4,7:30.0,Z. Williamson makes 2-pt jump shot from 7 ft,,97,98
374,4,7:29.0,Violation by Team (delay of game),,97,98
