,QUARTER,TIME_REMAINING,TORONTO_ACTION,BROOKLYN_ACTION,TORONTO_SCORE,BROOKLYN_SCORE
0,1,11:45.0,,T. Prince misses 3-pt jump shot from 24 ft,0,0
1,1,11:42.0,Defensive rebound by P. McCaw,,0,0
2,1,11:34.0,F. VanVleet makes 2-pt jump shot from 18 ft,,2,0
3,1,11:20.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by J. Harris),2,3
4,1,11:06.0,K. Lowry misses 3-pt jump shot from 25 ft,,2,3
5,1,11:02.0,,Defensive rebound by T. Prince,2,3
6,1,10:51.0,,Turnover by T. Prince (traveling),2,3
7,1,10:35.0,S. Ibaka misses 2-pt jump shot from 11 ft,,2,3
8,1,10:31.0,,Defensive rebound by J. Harris,2,3
9,1,10:25.0,,J. Allen misses 2-pt dunk from 3 ft (block by S. Ibaka),2,3
10,1,10:25.0,Defensive rebound by P. McCaw,,2,3
11,1,10:20.0,K. Lowry misses 3-pt jump shot from 25 ft,,2,3
12,1,10:18.0,,Defensive rebound by G. Temple,2,3
13,1,10:09.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,2,3
14,1,10:05.0,Defensive rebound by S. Ibaka,,2,3
15,1,9:58.0,Shooting foul by J. Allen (drawn by S. Ibaka),,2,3
16,1,9:58.0,S. Ibaka makes free throw 1 of 2,,3,3
17,1,9:58.0,S. Ibaka makes free throw 2 of 2,,4,3
18,1,9:48.0,,S. Dinwiddie makes 2-pt layup from 2 ft,4,5
19,1,9:24.0,P. McCaw makes 2-pt jump shot from 11 ft,,6,5
20,1,9:11.0,,T. Prince misses 3-pt jump shot from 26 ft,6,5
21,1,9:06.0,Defensive rebound by F. VanVleet,,6,5
22,1,8:56.0,S. Ibaka misses 2-pt jump shot from 13 ft,,6,5
23,1,8:53.0,,Defensive rebound by G. Temple,6,5
24,1,8:45.0,,Shooting foul by O. Anunoby (drawn by J. Harris),6,5
25,1,8:45.0,,J. Harris makes free throw 1 of 2,6,6
26,1,8:45.0,,J. Harris makes free throw 2 of 2,6,7
27,1,8:27.0,O. Anunoby misses 2-pt hook shot from 6 ft (block by J. Allen),,6,7
28,1,8:24.0,,Defensive rebound by J. Allen,6,7
29,1,8:18.0,,J. Allen makes 2-pt layup from 1 ft (assist by S. Dinwiddie),6,9
30,1,8:18.0,,Shooting foul by S. Ibaka (drawn by J. Allen),6,9
31,1,8:18.0,,J. Allen misses free throw 1 of 1,6,9
32,1,8:15.0,,Offensive rebound by T. Prince,6,9
33,1,8:05.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),6,12
34,1,8:03.0,Toronto full timeout,,6,12
35,1,7:49.0,Shooting foul by J. Allen (drawn by K. Lowry),,6,12
36,1,7:49.0,K. Lowry makes free throw 1 of 2,,7,12
37,1,7:49.0,K. Lowry makes free throw 2 of 2,,8,12
38,1,7:36.0,,T. Prince misses 2-pt jump shot from 8 ft,8,12
39,1,7:33.0,,Offensive rebound by T. Prince,8,12
40,1,7:30.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by T. Prince),8,15
41,1,7:14.0,S. Ibaka misses 2-pt hook shot from 9 ft,,8,15
42,1,7:13.0,Offensive rebound by S. Ibaka,,8,15
43,1,7:11.0,S. Ibaka misses 2-pt dunk from 1 ft,,8,15
44,1,7:11.0,Offensive rebound by S. Ibaka,,8,15
45,1,7:06.0,S. Ibaka makes 2-pt layup from 6 ft,,10,15
46,1,6:56.0,,G. Temple makes 2-pt layup from 2 ft (assist by S. Dinwiddie),10,17
47,1,6:49.0,Shooting foul by J. Harris (drawn by K. Lowry),,10,17
48,1,6:49.0,K. Lowry misses free throw 1 of 2,,10,17
49,1,6:49.0,Offensive rebound by Team,,10,17
50,1,6:49.0,K. Lowry makes free throw 2 of 2,,11,17
51,1,6:38.0,,Def 3 sec tech foul by Team,11,17
52,1,6:38.0,,S. Dinwiddie makes technical free throw,11,18
53,1,6:31.0,,Turnover by J. Harris (bad pass),11,18
54,1,6:14.0,P. McCaw makes 2-pt layup from 2 ft (assist by F. VanVleet),,13,18
55,1,6:04.0,,Shooting foul by O. Anunoby (drawn by S. Dinwiddie),13,18
56,1,6:04.0,,S. Dinwiddie makes free throw 1 of 2,13,19
57,1,6:04.0,,S. Dinwiddie makes free throw 2 of 2,13,20
58,1,5:47.0,P. McCaw makes 2-pt jump shot from 21 ft (assist by F. VanVleet),,15,20
59,1,5:41.0,,Personal foul by P. McCaw (drawn by J. Allen),15,20
60,1,5:41.0,R. Hollis-Jefferson enters the game for O. Anunoby,,15,20
61,1,5:32.0,,J. Harris makes 3-pt jump shot from 27 ft (assist by G. Temple),15,23
62,1,5:11.0,S. Ibaka makes 2-pt layup from 4 ft (assist by R. Hollis-Jefferson),,17,23
63,1,4:58.0,,J. Allen makes 2-pt hook shot from 2 ft (assist by S. Dinwiddie),17,25
64,1,4:53.0,Personal foul by J. Harris (drawn by K. Lowry),,17,25
65,1,4:53.0,C. Boucher enters the game for S. Ibaka,,17,25
66,1,4:53.0,,W. Chandler enters the game for J. Allen,17,25
67,1,4:53.0,,D. Jordan enters the game for T. Prince,17,25
68,1,4:53.0,,C. LeVert enters the game for G. Temple,17,25
69,1,4:39.0,C. Boucher misses 2-pt hook shot from 9 ft,,17,25
70,1,4:36.0,,Defensive rebound by D. Jordan,17,25
71,1,4:26.0,,Turnover by S. Dinwiddie (bad pass; steal by K. Lowry),17,25
72,1,4:21.0,R. Hollis-Jefferson misses 2-pt layup from 4 ft,,17,25
73,1,4:18.0,,Defensive rebound by D. Jordan,17,25
74,1,4:14.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by J. Harris),17,28
75,1,3:55.0,P. McCaw misses 3-pt jump shot from 23 ft,,17,28
76,1,3:51.0,Offensive rebound by C. Boucher,,17,28
77,1,3:45.0,F. VanVleet misses 2-pt layup from 1 ft,,17,28
78,1,3:43.0,,Defensive rebound by W. Chandler,17,28
79,1,3:37.0,,Turnover by J. Harris (back court),17,28
80,1,3:37.0,T. Davis enters the game for K. Lowry,,17,28
81,1,3:37.0,,T. Luwawu-Cabarrot enters the game for J. Harris,17,28
82,1,3:26.0,F. VanVleet makes 3-pt jump shot from 27 ft (assist by T. Davis),,20,28
83,1,3:25.0,,Brooklyn full timeout,20,28
84,1,3:25.0,,R. Kurucs enters the game for S. Dinwiddie,20,28
85,1,3:07.0,,Turnover by D. Jordan (out of bounds lost ball),20,28
86,1,2:54.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by P. McCaw),,22,28
87,1,2:54.0,Violation by Team (delay of game),,22,28
88,1,2:36.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,22,28
89,1,2:28.0,Defensive rebound by C. Boucher,,22,28
90,1,2:26.0,Shooting foul by R. Kurucs (drawn by F. VanVleet),,22,28
91,1,2:26.0,F. VanVleet misses free throw 1 of 2,,22,28
92,1,2:26.0,Offensive rebound by Team,,22,28
93,1,2:26.0,F. VanVleet misses free throw 2 of 2,,22,28
94,1,2:23.0,,Defensive rebound by D. Jordan,22,28
95,1,2:11.0,,C. LeVert makes 2-pt jump shot from 11 ft (assist by D. Jordan),22,30
96,1,1:55.0,R. Hollis-Jefferson misses 2-pt layup from 4 ft (block by D. Jordan),,22,30
97,1,1:54.0,,Defensive rebound by Team,22,30
98,1,1:54.0,Violation by Team (jump ball),,22,30
99,1,1:42.0,,R. Kurucs makes 3-pt jump shot from 26 ft (assist by W. Chandler),22,33
100,1,1:30.0,C. Boucher misses 3-pt jump shot from 25 ft,,22,33
101,1,1:27.0,,Defensive rebound by D. Jordan,22,33
102,1,1:22.0,,R. Kurucs misses 2-pt layup from 2 ft,22,33
103,1,1:20.0,,Offensive rebound by W. Chandler,22,33
104,1,1:16.0,,Turnover by D. Jordan (dbl dribble),22,33
105,1,1:16.0,S. Johnson enters the game for P. McCaw,,22,33
106,1,1:16.0,K. Lowry enters the game for F. VanVleet,,22,33
107,1,1:05.0,K. Lowry misses 3-pt jump shot from 24 ft,,22,33
108,1,1:01.0,Offensive rebound by C. Boucher,,22,33
109,1,1:00.0,C. Boucher makes 2-pt dunk from 2 ft,,24,33
110,1,0:48.0,,Turnover by T. Luwawu-Cabarrot (bad pass),24,33
111,1,0:29.0,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,,24,33
112,1,0:27.0,,Defensive rebound by Team,24,33
113,1,0:05.0,,Turnover by C. LeVert (bad pass; steal by R. Hollis-Jefferson),24,33
114,1,0:00.0,S. Johnson misses 3-pt jump shot from 29 ft (block by D. Jordan),,24,33
115,1,0:00.0,Offensive rebound by Team,,24,33
116,2,11:52.0,Personal foul by T. Luwawu-Cabarrot (drawn by K. Lowry),,24,33
117,2,11:40.0,S. Johnson misses 2-pt layup from 10 ft (block by W. Chandler),,24,33
118,2,11:40.0,Offensive rebound by Team,,24,33
119,2,11:39.0,Shooting foul by W. Chandler (drawn by C. Boucher),,24,33
120,2,11:39.0,C. Boucher misses free throw 1 of 2,,24,33
121,2,11:39.0,Offensive rebound by Team,,24,33
122,2,11:39.0,C. Boucher makes free throw 2 of 2,,25,33
123,2,11:20.0,,Shooting foul by K. Lowry (drawn by C. LeVert),25,33
124,2,11:20.0,,C. LeVert misses free throw 1 of 2,25,33
125,2,11:20.0,,Offensive rebound by Team,25,33
126,2,11:20.0,,C. LeVert makes free throw 2 of 2,25,34
127,2,11:10.0,C. Boucher makes 2-pt dunk from 1 ft (assist by K. Lowry),,27,34
128,2,10:57.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,27,34
129,2,10:55.0,Defensive rebound by Team,,27,34
130,2,10:48.0,K. Lowry misses 3-pt jump shot from 25 ft,,27,34
131,2,10:44.0,,Defensive rebound by D. Jordan,27,34
132,2,10:34.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by C. LeVert),27,36
133,2,10:15.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft,,27,36
134,2,10:11.0,Offensive rebound by R. Hollis-Jefferson,,27,36
135,2,10:11.0,R. Hollis-Jefferson makes 2-pt layup at rim,,29,36
136,2,10:04.0,,Turnover by C. LeVert (bad pass),29,36
137,2,9:46.0,R. Hollis-Jefferson misses 2-pt dunk from 2 ft (block by R. Kurucs),,29,36
138,2,9:46.0,Offensive rebound by C. Boucher,,29,36
139,2,9:46.0,Personal foul by R. Kurucs (drawn by C. Boucher),,29,36
140,2,9:30.0,S. Johnson misses 3-pt jump shot from 23 ft,,29,36
141,2,9:27.0,Offensive rebound by C. Boucher,,29,36
142,2,9:27.0,C. Boucher makes 2-pt layup at rim,,31,36
143,2,9:23.0,,Turnover by T. Luwawu-Cabarrot (lost ball; steal by R. Hollis-Jefferson),31,36
144,2,9:20.0,K. Lowry misses 2-pt layup from 3 ft (block by D. Jordan),,31,36
145,2,9:20.0,,Defensive rebound by Team,31,36
146,2,9:20.0,,Brooklyn full timeout,31,36
147,2,9:10.0,,D. Jordan misses 2-pt layup from 3 ft (block by K. Lowry),31,36
148,2,9:10.0,Defensive rebound by Team,,31,36
149,2,9:10.0,,J. Harris enters the game for C. LeVert,31,36
150,2,9:10.0,,G. Temple enters the game for T. Luwawu-Cabarrot,31,36
151,2,8:57.0,C. Boucher misses 2-pt layup from 2 ft,,31,36
152,2,8:56.0,,Defensive rebound by D. Jordan,31,36
153,2,8:56.0,,Offensive foul by D. Jordan (drawn by C. Boucher),31,36
154,2,8:56.0,,Turnover by D. Jordan (offensive foul),31,36
155,2,8:56.0,,Instant Replay (Request: Ruling Stands),31,36
156,2,8:51.0,Offensive foul by T. Davis (drawn by G. Temple),,31,36
157,2,8:51.0,Turnover by T. Davis (offensive foul),,31,36
158,2,8:34.0,,R. Kurucs misses 3-pt jump shot from 25 ft,31,36
159,2,8:27.0,Defensive rebound by S. Johnson,,31,36
160,2,8:19.0,Turnover by C. Boucher (lost ball; steal by D. Jordan),,31,36
161,2,8:17.0,,Turnover by G. Temple (out of bounds lost ball),31,36
162,2,8:17.0,O. Anunoby enters the game for R. Hollis-Jefferson,,31,36
163,2,8:04.0,Turnover by T. Davis (traveling),,31,36
164,2,7:46.0,,J. Harris misses 3-pt jump shot from 25 ft,31,36
165,2,7:41.0,,Offensive rebound by D. Jordan,31,36
166,2,7:41.0,,D. Jordan makes 2-pt dunk from 1 ft,31,38
167,2,7:28.0,T. Davis misses 2-pt layup from 5 ft,,31,38
168,2,7:26.0,,Defensive rebound by D. Jordan,31,38
169,2,7:18.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Jordan),31,41
170,2,7:16.0,Toronto full timeout,,31,41
171,2,7:16.0,S. Ibaka enters the game for C. Boucher,,31,41
172,2,7:16.0,F. VanVleet enters the game for T. Davis,,31,41
173,2,7:16.0,,S. Dinwiddie enters the game for W. Chandler,31,41
174,2,7:16.0,,T. Prince enters the game for R. Kurucs,31,41
175,2,6:56.0,S. Johnson misses 3-pt jump shot from 24 ft,,31,41
176,2,6:53.0,,Defensive rebound by S. Dinwiddie,31,41
177,2,6:49.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),31,43
178,2,6:40.0,,Violation by Team (kicked ball),31,43
179,2,6:40.0,,J. Allen enters the game for D. Jordan,31,43
180,2,6:22.0,F. VanVleet misses 2-pt jump shot from 22 ft,,31,43
181,2,6:19.0,,Defensive rebound by G. Temple,31,43
182,2,6:08.0,,G. Temple misses 3-pt jump shot from 25 ft,31,43
183,2,6:05.0,Defensive rebound by S. Johnson,,31,43
184,2,5:59.0,Personal foul by S. Dinwiddie (drawn by S. Ibaka),,31,43
185,2,5:59.0,P. McCaw enters the game for S. Johnson,,31,43
186,2,5:49.0,F. VanVleet misses 2-pt layup from 4 ft,,31,43
187,2,5:47.0,,Defensive rebound by J. Allen,31,43
188,2,5:46.0,,Turnover by S. Dinwiddie (palming),31,43
189,2,5:29.0,P. McCaw misses 2-pt jump shot from 12 ft,,31,43
190,2,5:27.0,Offensive rebound by S. Ibaka,,31,43
191,2,5:27.0,S. Ibaka makes 2-pt layup from 3 ft,,33,43
192,2,5:27.0,Shooting foul by S. Dinwiddie (drawn by S. Ibaka),,33,43
193,2,5:27.0,S. Ibaka makes free throw 1 of 1,,34,43
194,2,5:21.0,,Personal foul by P. McCaw (drawn by J. Allen),34,43
195,2,5:08.0,,S. Dinwiddie makes 2-pt layup from 1 ft,34,45
196,2,4:54.0,Turnover by K. Lowry (bad pass; steal by J. Allen),,34,45
197,2,4:47.0,,S. Dinwiddie makes 2-pt layup from 2 ft,34,47
198,2,4:43.0,Toronto full timeout,,34,47
199,2,4:22.0,F. VanVleet misses 2-pt layup from 3 ft (block by J. Allen),,34,47
200,2,4:22.0,Offensive rebound by Team,,34,47
201,2,4:22.0,Turnover by Team (shot clock),,34,47
202,2,4:07.0,,J. Allen makes 2-pt dunk at rim (assist by G. Temple),34,49
203,2,3:55.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by F. VanVleet),,36,49
204,2,3:38.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by J. Harris),36,52
205,2,3:17.0,S. Ibaka makes 2-pt dunk from 5 ft (assist by O. Anunoby),,38,52
206,2,3:02.0,,T. Prince misses 3-pt jump shot from 25 ft,38,52
207,2,3:00.0,Defensive rebound by S. Ibaka,,38,52
208,2,2:55.0,P. McCaw makes 2-pt layup from 1 ft (assist by F. VanVleet),,40,52
209,2,2:40.0,,Turnover by J. Allen (bad pass; steal by K. Lowry),40,52
210,2,2:35.0,K. Lowry makes 3-pt jump shot from 26 ft,,43,52
211,2,2:15.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,43,52
212,2,2:12.0,Defensive rebound by S. Ibaka,,43,52
213,2,2:02.0,F. VanVleet makes 2-pt jump shot from 13 ft,,45,52
214,2,1:38.0,,Turnover by T. Prince (bad pass),45,52
215,2,1:31.0,O. Anunoby makes 3-pt jump shot from 24 ft (assist by F. VanVleet),,48,52
216,2,1:13.0,,Personal foul by P. McCaw (drawn by S. Dinwiddie),48,52
217,2,1:13.0,O. Brissett enters the game for P. McCaw,,48,52
218,2,1:07.0,,Turnover by J. Harris (traveling),48,52
219,2,0:47.0,F. VanVleet misses 2-pt layup from 1 ft,,48,52
220,2,0:45.0,Offensive rebound by S. Ibaka,,48,52
221,2,0:45.0,S. Ibaka misses 2-pt layup from 1 ft (block by S. Dinwiddie),,48,52
222,2,0:45.0,,Defensive rebound by J. Harris,48,52
223,2,0:45.0,Violation by Team (kicked ball),,48,52
224,2,0:32.0,,G. Temple misses 3-pt jump shot from 24 ft,48,52
225,2,0:24.0,Defensive rebound by F. VanVleet,,48,52
226,2,0:03.0,S. Ibaka misses 2-pt hook shot from 6 ft,,48,52
227,2,0:00.0,,Defensive rebound by T. Prince,48,52
228,3,11:42.0,F. VanVleet misses 3-pt jump shot from 25 ft,,48,52
229,3,11:38.0,,Defensive rebound by S. Dinwiddie,48,52
230,3,11:27.0,,Personal foul by O. Anunoby (drawn by J. Allen),48,52
231,3,11:22.0,,Personal foul by P. McCaw (drawn by J. Harris),48,52
232,3,11:16.0,,S. Dinwiddie misses 2-pt jump shot from 16 ft,48,52
233,3,11:13.0,Defensive rebound by K. Lowry,,48,52
234,3,11:03.0,S. Ibaka makes 2-pt layup from 3 ft,,50,52
235,3,11:03.0,Shooting foul by T. Prince (drawn by S. Ibaka),,50,52
236,3,11:03.0,S. Ibaka makes free throw 1 of 1,,51,52
237,3,10:50.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by J. Harris),51,55
238,3,10:33.0,F. VanVleet makes 2-pt jump shot from 20 ft,,53,55
239,3,10:14.0,,G. Temple misses 3-pt jump shot from 23 ft,53,55
240,3,10:11.0,Defensive rebound by P. McCaw,,53,55
241,3,9:56.0,K. Lowry misses 2-pt layup from 4 ft,,53,55
242,3,9:53.0,,Defensive rebound by T. Prince,53,55
243,3,9:39.0,,T. Prince misses 3-pt jump shot from 23 ft,53,55
244,3,9:35.0,Defensive rebound by O. Anunoby,,53,55
245,3,9:28.0,O. Anunoby misses 2-pt layup from 2 ft,,53,55
246,3,9:26.0,,Defensive rebound by J. Allen,53,55
247,3,9:20.0,,S. Dinwiddie makes 2-pt layup from 1 ft,53,57
248,3,8:54.0,K. Lowry misses 2-pt layup from 1 ft,,53,57
249,3,8:54.0,,Defensive rebound by J. Allen,53,57
250,3,8:54.0,,Flagrant foul type 1 by K. Lowry (drawn by J. Allen),53,57
251,3,8:54.0,,Technical foul by K. Lowry,53,57
252,3,8:54.0,,Instant Replay (Request: Ruling Stands),53,57
253,3,8:54.0,,S. Dinwiddie makes technical free throw,53,58
254,3,8:54.0,,J. Allen makes flagrant free throw 1 of 2,53,59
255,3,8:54.0,,J. Allen misses flagrant free throw 2 of 2,53,59
256,3,8:54.0,,Offensive rebound by Team,53,59
257,3,8:54.0,,Away from play foul by K. Lowry (drawn by J. Allen),53,59
258,3,8:54.0,,Instant Replay (Challenge: Ruling Stands),53,59
259,3,8:54.0,,Brooklyn full timeout,53,59
260,3,8:54.0,Technical foul by J. Allen,,53,59
261,3,8:54.0,K. Lowry makes technical free throw,,54,59
262,3,8:54.0,,S. Dinwiddie makes free throw 1 of 1,54,60
263,3,8:40.0,,T. Prince misses 3-pt jump shot from 23 ft,54,60
264,3,8:36.0,Defensive rebound by K. Lowry,,54,60
265,3,8:32.0,Personal foul by T. Prince (drawn by S. Ibaka),,54,60
266,3,8:23.0,F. VanVleet misses 3-pt jump shot from 26 ft,,54,60
267,3,8:21.0,,Defensive rebound by J. Allen,54,60
268,3,8:12.0,,Turnover by S. Dinwiddie (bad pass; steal by P. McCaw),54,60
269,3,8:08.0,O. Anunoby makes 2-pt dunk from 1 ft (assist by F. VanVleet),,56,60
270,3,7:42.0,,J. Harris makes 2-pt jump shot from 14 ft (assist by G. Temple),56,62
271,3,7:20.0,K. Lowry makes 3-pt jump shot from 26 ft,,59,62
272,3,6:57.0,,G. Temple misses 3-pt jump shot from 23 ft,59,62
273,3,6:53.0,Defensive rebound by S. Ibaka,,59,62
274,3,6:36.0,O. Anunoby misses 3-pt jump shot from 25 ft,,59,62
275,3,6:33.0,,Defensive rebound by G. Temple,59,62
276,3,6:27.0,,Personal foul by F. VanVleet (drawn by J. Harris),59,62
277,3,6:27.0,,J. Harris makes free throw 1 of 2,59,63
278,3,6:27.0,,J. Harris makes free throw 2 of 2,59,64
279,3,6:13.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,62,64
280,3,5:49.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,62,64
281,3,5:45.0,,Offensive rebound by G. Temple,62,64
282,3,5:45.0,,G. Temple misses 2-pt layup at rim,62,64
283,3,5:45.0,Defensive rebound by O. Anunoby,,62,64
284,3,5:35.0,F. VanVleet makes 2-pt layup from 1 ft,,64,64
285,3,5:14.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by T. Prince),64,67
286,3,4:55.0,S. Ibaka misses 2-pt jump shot from 17 ft,,64,67
287,3,4:52.0,,Defensive rebound by T. Prince,64,67
288,3,4:45.0,,Personal foul by P. McCaw (drawn by S. Dinwiddie),64,67
289,3,4:45.0,,S. Dinwiddie misses free throw 1 of 2,64,67
290,3,4:45.0,,Offensive rebound by Team,64,67
291,3,4:45.0,R. Hollis-Jefferson enters the game for P. McCaw,,64,67
292,3,4:45.0,,W. Chandler enters the game for J. Allen,64,67
293,3,4:45.0,,D. Jordan enters the game for J. Harris,64,67
294,3,4:45.0,,C. LeVert enters the game for T. Prince,64,67
295,3,4:45.0,,T. Luwawu-Cabarrot enters the game for G. Temple,64,67
296,3,4:45.0,,S. Dinwiddie makes free throw 2 of 2,64,68
297,3,4:31.0,K. Lowry misses 3-pt jump shot from 24 ft,,64,68
298,3,4:27.0,Offensive rebound by S. Ibaka,,64,68
299,3,4:24.0,F. VanVleet makes 3-pt jump shot from 25 ft,,67,68
300,3,4:00.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 22 ft,67,68
301,3,3:56.0,Defensive rebound by R. Hollis-Jefferson,,67,68
302,3,3:54.0,F. VanVleet makes 2-pt layup from 1 ft,,69,68
303,3,3:54.0,Shooting foul by T. Luwawu-Cabarrot (drawn by F. VanVleet),,69,68
304,3,3:54.0,,R. Kurucs enters the game for S. Dinwiddie,69,68
305,3,3:54.0,F. VanVleet makes free throw 1 of 1,,70,68
306,3,3:40.0,,Personal foul by R. Hollis-Jefferson (drawn by R. Kurucs),70,68
307,3,3:40.0,,R. Kurucs makes free throw 1 of 2,70,69
308,3,3:40.0,T. Davis enters the game for K. Lowry,,70,69
309,3,3:40.0,,R. Kurucs makes free throw 2 of 2,70,70
310,3,3:19.0,O. Anunoby makes 2-pt dunk from 1 ft (assist by F. VanVleet),,72,70
311,3,3:01.0,,Turnover by R. Kurucs (lost ball; steal by R. Hollis-Jefferson),72,70
312,3,2:58.0,R. Hollis-Jefferson misses 2-pt dunk from 3 ft,,72,70
313,3,2:54.0,Offensive rebound by T. Davis,,72,70
314,3,2:54.0,T. Davis makes 2-pt layup from 1 ft,,74,70
315,3,2:42.0,,C. LeVert makes 2-pt jump shot from 17 ft,74,72
316,3,2:32.0,Toronto full timeout,,74,72
317,3,2:32.0,C. Boucher enters the game for S. Ibaka,,74,72
318,3,2:32.0,Turnover by T. Davis (inbound),,74,72
319,3,2:21.0,,C. LeVert misses 2-pt layup at rim (block by F. VanVleet),74,72
320,3,2:19.0,Defensive rebound by F. VanVleet,,74,72
321,3,2:07.0,C. Boucher misses 3-pt jump shot from 25 ft,,74,72
322,3,2:03.0,Offensive rebound by R. Hollis-Jefferson,,74,72
323,3,2:01.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft (block by D. Jordan),,74,72
324,3,2:01.0,Offensive rebound by C. Boucher,,74,72
325,3,2:00.0,Shooting foul by D. Jordan (drawn by C. Boucher),,74,72
326,3,2:00.0,C. Boucher misses free throw 1 of 2,,74,72
327,3,2:00.0,Offensive rebound by Team,,74,72
328,3,2:00.0,C. Boucher misses free throw 2 of 2,,74,72
329,3,1:56.0,,Defensive rebound by W. Chandler,74,72
330,3,1:47.0,,C. LeVert makes 3-pt jump shot from 25 ft,74,75
331,3,1:32.0,F. VanVleet makes 3-pt jump shot from 25 ft,,77,75
332,3,1:19.0,,C. LeVert makes 3-pt jump shot from 27 ft,77,78
333,3,1:11.0,Personal foul by T. Luwawu-Cabarrot (drawn by F. VanVleet),,77,78
334,3,1:11.0,F. VanVleet makes free throw 1 of 2,,78,78
335,3,1:11.0,K. Lowry enters the game for O. Anunoby,,78,78
336,3,1:11.0,F. VanVleet misses free throw 2 of 2,,78,78
337,3,1:08.0,,Defensive rebound by R. Kurucs,78,78
338,3,1:02.0,,Personal foul by F. VanVleet (drawn by T. Luwawu-Cabarrot),78,78
339,3,1:02.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,78,79
340,3,1:02.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,78,80
341,3,0:48.0,T. Davis makes 3-pt jump shot from 23 ft (assist by K. Lowry),,81,80
342,3,0:38.0,,Turnover by C. LeVert (bad pass; steal by T. Davis),81,80
343,3,0:35.0,T. Davis makes 2-pt layup from 2 ft (assist by K. Lowry),,83,80
344,3,0:35.0,,Violation by Team (def goaltending),83,80
345,3,0:24.0,,D. Jordan misses 2-pt layup from 3 ft (block by C. Boucher),83,80
346,3,0:21.0,Defensive rebound by F. VanVleet,,83,80
347,3,0:02.0,K. Lowry misses 2-pt jump shot from 13 ft,,83,80
348,3,0:02.0,Offensive rebound by C. Boucher,,83,80
349,3,0:00.0,C. Boucher misses 2-pt layup from 1 ft,,83,80
350,3,0:00.0,Offensive rebound by Team,,83,80
351,4,11:45.0,,C. LeVert misses 2-pt jump shot from 18 ft,83,80
352,4,11:40.0,Defensive rebound by K. Lowry,,83,80
353,4,11:34.0,K. Lowry misses 2-pt layup from 7 ft,,83,80
354,4,11:31.0,,Defensive rebound by W. Chandler,83,80
355,4,11:20.0,,Turnover by D. Jordan (bad pass; steal by R. Hollis-Jefferson),83,80
356,4,11:16.0,Turnover by T. Davis (bad pass; steal by T. Luwawu-Cabarrot),,83,80
357,4,11:11.0,,C. LeVert makes 2-pt layup from 2 ft (assist by W. Chandler),83,82
358,4,10:47.0,T. Davis misses 3-pt jump shot from 26 ft,,83,82
359,4,10:44.0,,Defensive rebound by R. Kurucs,83,82
360,4,10:37.0,,Turnover by D. Jordan (bad pass),83,82
361,4,10:22.0,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Lowry),,83,82
362,4,10:22.0,K. Lowry makes free throw 1 of 2,,84,82
363,4,10:22.0,K. Lowry makes free throw 2 of 2,,85,82
364,4,10:22.0,Violation by Team (delay of game),,85,82
365,4,10:22.0,Violation by Team (delay of game),,85,82
366,4,10:22.0,,T. Luwawu-Cabarrot makes technical free throw,85,83
367,4,10:12.0,,Personal foul by K. Lowry (drawn by W. Chandler),85,83
368,4,10:04.0,,Offensive foul by R. Kurucs (drawn by K. Lowry),85,83
369,4,10:04.0,,Turnover by R. Kurucs (offensive foul),85,83
370,4,9:46.0,K. Lowry misses 3-pt jump shot from 25 ft,,85,83
371,4,9:42.0,,Defensive rebound by R. Kurucs,85,83
372,4,9:27.0,,R. Kurucs misses 3-pt jump shot from 28 ft,85,83
373,4,9:26.0,Defensive rebound by Team,,85,83
374,4,9:26.0,,Loose ball foul by W. Chandler (drawn by K. Lowry),85,83
