,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHICAGO_ACTION,TORONTO_SCORE,CHICAGO_SCORE
168,2,6:21.0,Defensive rebound by K. Lowry,,38,36
169,2,6:19.0,Turnover by R. Hollis-Jefferson (out of bounds lost ball),,38,36
170,2,6:19.0,N. Powell enters the game for R. Hollis-Jefferson,,38,36
171,2,6:19.0,,Z. LaVine enters the game for C. White,38,36
172,2,5:57.0,,K. Dunn misses 3-pt jump shot from 24 ft,38,36
173,2,5:54.0,Defensive rebound by M. Gasol,,38,36
174,2,5:36.0,O. Anunoby misses 3-pt jump shot from 23 ft,,38,36
175,2,5:33.0,,Defensive rebound by K. Dunn,38,36
176,2,5:24.0,,K. Dunn misses 2-pt layup from 2 ft,38,36
177,2,5:21.0,,Offensive rebound by K. Dunn,38,36
178,2,5:20.0,,T. Satoranský misses 3-pt jump shot from 25 ft,38,36
179,2,5:20.0,Defensive rebound by Team,,38,36
180,2,5:20.0,P. Siakam enters the game for K. Lowry,,38,36
181,2,5:05.0,C. Boucher makes 3-pt jump shot from 25 ft (assist by M. Gasol),,41,36
182,2,4:47.0,,L. Markkanen misses 3-pt jump shot from 26 ft,41,36
183,2,4:44.0,Defensive rebound by P. Siakam,,41,36
184,2,4:38.0,Turnover by N. Powell (bad pass; steal by T. Satoranský),,41,36
185,2,4:33.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by T. Satoranský),41,38
186,2,4:20.0,Personal foul by K. Dunn (drawn by N. Powell),,41,38
187,2,4:20.0,,C. White enters the game for K. Dunn,41,38
188,2,4:17.0,Turnover by P. Siakam (traveling),,41,38
189,2,4:12.0,,C. White misses 3-pt jump shot from 27 ft,41,38
190,2,4:09.0,Defensive rebound by C. Boucher,,41,38
191,2,3:51.0,M. Gasol misses 2-pt jump shot from 13 ft,,41,38
192,2,3:48.0,,Defensive rebound by L. Markkanen,41,38
193,2,3:32.0,,Turnover by T. Satoranský (traveling),41,38
194,2,3:14.0,N. Powell makes 2-pt jump shot from 8 ft,,43,38
195,2,3:00.0,,W. Carter makes 2-pt layup from 1 ft (assist by T. Satoranský),43,40
196,2,3:00.0,,Shooting foul by M. Gasol (drawn by W. Carter),43,40
197,2,3:00.0,,W. Carter makes free throw 1 of 1,43,41
198,2,2:56.0,Toronto full timeout,,43,41
199,2,2:56.0,K. Lowry enters the game for C. Boucher,,43,41
200,2,2:43.0,O. Anunoby makes 2-pt layup from 2 ft (assist by M. Gasol),,45,41
201,2,2:43.0,Shooting foul by W. Carter (drawn by O. Anunoby),,45,41
202,2,2:43.0,O. Anunoby misses free throw 1 of 1,,45,41
203,2,2:40.0,,Defensive rebound by Z. LaVine,45,41
204,2,2:32.0,,L. Markkanen makes 2-pt dunk at rim (assist by Z. LaVine),45,43
205,2,2:20.0,M. Gasol makes 2-pt dunk at rim (assist by N. Powell),,47,43
206,2,2:15.0,,Offensive foul by W. Carter (drawn by K. Lowry),47,43
207,2,2:15.0,,Turnover by W. Carter (offensive foul),47,43
208,2,2:15.0,,D. Gafford enters the game for W. Carter,47,43
209,2,2:04.0,K. Lowry misses 3-pt jump shot from 25 ft,,47,43
210,2,2:01.0,,Defensive rebound by D. Gafford,47,43
211,2,1:54.0,,T. Satoranský makes 3-pt jump shot from 23 ft (assist by Z. LaVine),47,46
212,2,1:33.0,N. Powell misses 3-pt jump shot from 26 ft,,47,46
213,2,1:31.0,,Defensive rebound by Z. LaVine,47,46
214,2,1:25.0,,Z. LaVine misses 3-pt jump shot from 27 ft,47,46
215,2,1:20.0,Defensive rebound by K. Lowry,,47,46
216,2,1:19.0,N. Powell makes 2-pt dunk at rim (assist by K. Lowry),,49,46
217,2,1:09.0,,Z. LaVine makes 3-pt jump shot from 27 ft,49,49
218,2,0:51.0,Turnover by K. Lowry (traveling),,49,49
219,2,0:34.0,,D. Gafford makes 2-pt layup from 1 ft (assist by Z. LaVine),49,51
220,2,0:28.0,K. Lowry misses 3-pt jump shot from 28 ft,,49,51
221,2,0:26.0,,Defensive rebound by L. Markkanen,49,51
222,2,0:04.0,,Z. LaVine misses 2-pt jump shot from 10 ft,49,51
223,2,0:02.0,Defensive rebound by N. Powell,,49,51
224,2,0:00.0,N. Powell misses 3-pt jump shot from 26 ft,,49,51
225,2,0:00.0,Offensive rebound by Team,,49,51
226,3,11:41.0,M. Gasol misses 2-pt hook shot from 5 ft,,49,51
227,3,11:39.0,,Defensive rebound by W. Carter,49,51
228,3,11:28.0,,Turnover by Z. LaVine (lost ball; steal by N. Powell),49,51
229,3,11:26.0,Shooting foul by K. Dunn (drawn by N. Powell),,49,51
230,3,11:26.0,N. Powell makes free throw 1 of 2,,50,51
231,3,11:26.0,N. Powell misses free throw 2 of 2,,50,51
232,3,11:22.0,,Defensive rebound by K. Dunn,50,51
233,3,11:02.0,,K. Dunn misses 3-pt jump shot from 25 ft,50,51
234,3,11:00.0,Defensive rebound by K. Lowry,,50,51
235,3,10:48.0,N. Powell misses 2-pt jump shot from 14 ft,,50,51
236,3,10:46.0,,Defensive rebound by L. Markkanen,50,51
237,3,10:31.0,,L. Markkanen makes 2-pt layup at rim (assist by T. Satoranský),50,53
238,3,10:23.0,M. Gasol misses 3-pt jump shot from 25 ft,,50,53
239,3,10:21.0,,Defensive rebound by Z. LaVine,50,53
240,3,10:10.0,,W. Carter misses 2-pt layup from 1 ft,50,53
241,3,10:07.0,,Offensive rebound by W. Carter,50,53
242,3,10:07.0,,W. Carter misses 2-pt layup from 1 ft (block by K. Lowry),50,53
243,3,10:05.0,Defensive rebound by M. Gasol,,50,53
244,3,10:03.0,N. Powell misses 2-pt layup from 2 ft,,50,53
245,3,10:01.0,,Defensive rebound by L. Markkanen,50,53
246,3,9:46.0,,T. Satoranský makes 2-pt jump shot from 11 ft (assist by K. Dunn),50,55
247,3,9:44.0,Toronto full timeout,,50,55
248,3,9:30.0,P. Siakam misses 2-pt jump shot from 19 ft,,50,55
249,3,9:28.0,,Defensive rebound by Z. LaVine,50,55
250,3,9:07.0,,T. Satoranský misses 3-pt jump shot from 26 ft (block by O. Anunoby),50,55
251,3,9:03.0,Defensive rebound by N. Powell,,50,55
252,3,9:01.0,P. Siakam misses 2-pt layup from 3 ft,,50,55
253,3,8:59.0,,Defensive rebound by L. Markkanen,50,55
254,3,8:52.0,,L. Markkanen misses 2-pt layup from 1 ft (block by M. Gasol),50,55
255,3,8:48.0,Defensive rebound by P. Siakam,,50,55
256,3,8:45.0,Turnover by P. Siakam (traveling),,50,55
257,3,8:33.0,,K. Dunn misses 3-pt jump shot from 23 ft,50,55
258,3,8:30.0,Defensive rebound by O. Anunoby,,50,55
259,3,8:23.0,Shooting foul by L. Markkanen (drawn by N. Powell),,50,55
260,3,8:23.0,N. Powell misses free throw 1 of 2,,50,55
261,3,8:23.0,Offensive rebound by Team,,50,55
262,3,8:23.0,,C. White enters the game for K. Dunn,50,55
263,3,8:23.0,N. Powell makes free throw 2 of 2,,51,55
264,3,8:01.0,,Personal foul by N. Powell (drawn by Z. LaVine),51,55
265,3,7:56.0,,C. White misses 3-pt jump shot from 25 ft,51,55
266,3,7:51.0,,Offensive rebound by Z. LaVine,51,55
267,3,7:49.0,,C. White misses 3-pt jump shot from 23 ft,51,55
268,3,7:44.0,Defensive rebound by K. Lowry,,51,55
269,3,7:42.0,O. Anunoby misses 2-pt layup from 1 ft,,51,55
270,3,7:42.0,,Defensive rebound by C. White,51,55
271,3,7:41.0,,Personal foul by K. Lowry (drawn by C. White),51,55
272,3,7:29.0,,Shooting foul by M. Gasol (drawn by W. Carter),51,55
273,3,7:29.0,,W. Carter makes free throw 1 of 2,51,56
274,3,7:29.0,,W. Carter makes free throw 2 of 2,51,57
275,3,7:10.0,O. Anunoby makes 2-pt layup from 1 ft (assist by M. Gasol),,53,57
276,3,7:00.0,,L. Markkanen misses 3-pt jump shot from 24 ft,53,57
277,3,6:55.0,Defensive rebound by K. Lowry,,53,57
278,3,6:52.0,K. Lowry misses 2-pt jump shot from 8 ft,,53,57
279,3,6:49.0,,Defensive rebound by W. Carter,53,57
280,3,6:43.0,,Z. LaVine misses 2-pt layup from 5 ft,53,57
281,3,6:43.0,Defensive rebound by Team,,53,57
282,3,6:43.0,,Loose ball foul by W. Carter (drawn by K. Lowry),53,57
283,3,6:29.0,Shooting foul by L. Markkanen (drawn by P. Siakam),,53,57
284,3,6:29.0,P. Siakam makes free throw 1 of 2,,54,57
285,3,6:29.0,P. Siakam makes free throw 2 of 2,,55,57
286,3,6:14.0,,Shooting foul by M. Gasol (drawn by W. Carter),55,57
287,3,6:14.0,,W. Carter misses free throw 1 of 2,55,57
288,3,6:14.0,,Offensive rebound by Team,55,57
289,3,6:14.0,,W. Carter makes free throw 2 of 2,55,58
290,3,5:55.0,M. Gasol makes 2-pt layup from 2 ft (assist by K. Lowry),,57,58
291,3,5:46.0,,Z. LaVine misses 2-pt layup from 2 ft,57,58
292,3,5:42.0,Defensive rebound by M. Gasol,,57,58
293,3,5:34.0,N. Powell misses 2-pt jump shot from 13 ft,,57,58
294,3,5:31.0,,Defensive rebound by Z. LaVine,57,58
295,3,5:26.0,,L. Markkanen misses 2-pt layup from 1 ft,57,58
296,3,5:24.0,Defensive rebound by O. Anunoby,,57,58
297,3,5:22.0,Turnover by O. Anunoby (bad pass; steal by Z. LaVine),,57,58
298,3,5:14.0,,Turnover by L. Markkanen (bad pass; steal by M. Gasol),57,58
299,3,5:09.0,Shooting foul by W. Carter (drawn by O. Anunoby),,57,58
300,3,5:09.0,O. Anunoby makes free throw 1 of 2,,58,58
301,3,5:09.0,R. Hollis-Jefferson enters the game for M. Gasol,,58,58
302,3,5:09.0,S. Ibaka enters the game for N. Powell,,58,58
303,3,5:09.0,,D. Gafford enters the game for W. Carter,58,58
304,3,5:09.0,O. Anunoby makes free throw 2 of 2,,59,58
305,3,4:53.0,,C. White misses 2-pt jump shot from 4 ft (block by P. Siakam),59,58
306,3,4:51.0,Defensive rebound by S. Ibaka,,59,58
307,3,4:45.0,K. Lowry misses 3-pt jump shot from 25 ft,,59,58
308,3,4:45.0,Offensive rebound by O. Anunoby,,59,58
309,3,4:45.0,O. Anunoby makes 2-pt dunk at rim,,61,58
310,3,4:45.0,,Chicago full timeout,61,58
311,3,4:45.0,,D. Valentine enters the game for L. Markkanen,61,58
312,3,4:45.0,,T. Young enters the game for T. Satoranský,61,58
313,3,4:30.0,,D. Gafford makes 2-pt jump shot from 3 ft (assist by Z. LaVine),61,60
314,3,4:15.0,S. Ibaka makes 3-pt jump shot from 27 ft (assist by K. Lowry),,64,60
315,3,3:58.0,,Turnover by T. Young (bad pass; steal by O. Anunoby),64,60
316,3,3:55.0,O. Anunoby makes 2-pt dunk from 1 ft,,66,60
317,3,3:36.0,,T. Young makes 3-pt jump shot from 23 ft (assist by C. White),66,63
318,3,3:21.0,Turnover by R. Hollis-Jefferson (bad pass),,66,63
319,3,3:02.0,,Z. LaVine misses 3-pt jump shot from 28 ft,66,63
320,3,2:57.0,Defensive rebound by O. Anunoby,,66,63
321,3,2:48.0,P. Siakam misses 3-pt jump shot from 24 ft,,66,63
322,3,2:45.0,,Defensive rebound by C. White,66,63
323,3,2:41.0,,D. Gafford makes 2-pt layup from 1 ft (assist by C. White),66,65
324,3,2:33.0,Personal foul by C. White (drawn by K. Lowry),,66,65
325,3,2:33.0,K. Lowry misses free throw 1 of 2,,66,65
326,3,2:33.0,Offensive rebound by Team,,66,65
327,3,2:33.0,C. Boucher enters the game for P. Siakam,,66,65
328,3,2:33.0,,K. Dunn enters the game for Z. LaVine,66,65
329,3,2:33.0,K. Lowry makes free throw 2 of 2,,67,65
330,3,2:19.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by C. White),67,68
331,3,1:49.0,S. Ibaka misses 2-pt jump shot from 7 ft,,67,68
332,3,1:49.0,Offensive rebound by Team,,67,68
333,3,1:49.0,Turnover by Team (shot clock),,67,68
334,3,1:36.0,,K. Dunn makes 3-pt jump shot from 23 ft (assist by C. White),67,71
335,3,1:19.0,Turnover by O. Anunoby (out of bounds lost ball),,67,71
336,3,1:03.0,,D. Valentine misses 3-pt jump shot from 23 ft,67,71
337,3,0:58.0,Defensive rebound by K. Lowry,,67,71
338,3,0:53.0,Shooting foul by K. Dunn (drawn by S. Ibaka),,67,71
339,3,0:53.0,S. Ibaka makes free throw 1 of 2,,68,71
340,3,0:53.0,T. Davis enters the game for K. Lowry,,68,71
341,3,0:53.0,,T. Satoranský enters the game for K. Dunn,68,71
342,3,0:53.0,S. Ibaka makes free throw 2 of 2,,69,71
343,3,0:32.0,,Turnover by C. White (bad pass; steal by O. Anunoby),69,71
344,3,0:30.0,C. Boucher makes 2-pt layup from 1 ft (assist by O. Anunoby),,71,71
345,3,0:06.0,,Turnover by Team (shot clock),71,71
346,3,0:06.0,K. Lowry enters the game for O. Anunoby,,71,71
347,3,0:06.0,,S. Harrison enters the game for D. Gafford,71,71
348,3,0:00.0,K. Lowry misses 2-pt layup from 2 ft,,71,71
349,3,0:00.0,Offensive rebound by Team,,71,71
350,4,11:44.0,,D. Valentine makes 2-pt jump shot from 10 ft (assist by T. Satoranský),71,73
351,4,11:30.0,Turnover by T. Davis (lost ball; steal by T. Satoranský),,71,73
352,4,11:25.0,,T. Young makes 2-pt layup from 1 ft (assist by C. White),71,75
353,4,11:08.0,S. Ibaka misses 2-pt layup from 2 ft (block by D. Gafford),,71,75
354,4,11:05.0,,Defensive rebound by D. Valentine,71,75
355,4,10:56.0,,D. Valentine makes 3-pt jump shot from 28 ft (assist by D. Gafford),71,78
356,4,10:41.0,Toronto full timeout,,71,78
357,4,10:34.0,P. Siakam makes 2-pt layup from 3 ft (assist by S. Ibaka),,73,78
358,4,10:23.0,,D. Gafford makes 2-pt dunk at rim (assist by D. Valentine),73,80
359,4,10:11.0,P. Siakam misses 2-pt layup from 3 ft,,73,80
360,4,10:10.0,Offensive rebound by C. Boucher,,73,80
361,4,10:10.0,Personal foul by D. Valentine (drawn by C. Boucher),,73,80
362,4,9:59.0,T. Davis makes 2-pt layup from 2 ft,,75,80
363,4,9:42.0,,D. Gafford misses 2-pt jump shot from 3 ft,75,80
364,4,9:39.0,Defensive rebound by C. Boucher,,75,80
365,4,9:25.0,Turnover by C. Boucher (traveling),,75,80
366,4,9:01.0,,Turnover by Team (shot clock),75,80
367,4,8:42.0,C. Boucher misses 3-pt jump shot from 25 ft,,75,80
368,4,8:40.0,Offensive rebound by T. Davis,,75,80
369,4,8:40.0,Turnover by T. Davis (bad pass),,75,80
370,4,8:29.0,,D. Valentine makes 3-pt jump shot from 26 ft,75,83
371,4,8:13.0,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft (block by D. Gafford),,75,83
372,4,8:13.0,Offensive rebound by S. Ibaka,,75,83
373,4,8:13.0,Shooting foul by D. Valentine (drawn by S. Ibaka),,75,83
374,4,8:13.0,S. Ibaka makes free throw 1 of 2,,76,83
375,4,8:13.0,O. Anunoby enters the game for T. Davis,,76,83
376,4,8:13.0,K. Lowry enters the game for R. Hollis-Jefferson,,76,83
377,4,8:13.0,S. Ibaka makes free throw 2 of 2,,77,83
378,4,8:00.0,,D. Gafford makes 2-pt dunk at rim (assist by D. Valentine),77,85
379,4,7:34.0,P. Siakam misses 2-pt jump shot from 9 ft,,77,85
380,4,7:33.0,Offensive rebound by S. Ibaka,,77,85
381,4,7:33.0,S. Ibaka misses 2-pt layup at rim,,77,85
382,4,7:32.0,,Defensive rebound by T. Satoranský,77,85
