,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CLEVELAND_ACTION,CHICAGO_SCORE,CLEVELAND_SCORE
38,1,7:30.0,,K. Love makes 2-pt jump shot from 13 ft,11,9
39,1,7:17.0,K. Dunn makes 2-pt layup at rim (assist by T. Satoranský),,13,9
40,1,7:04.0,,K. Love misses 2-pt jump shot from 21 ft,13,9
41,1,7:01.0,Defensive rebound by K. Dunn,,13,9
42,1,6:54.0,Turnover by T. Young (lost ball; steal by K. Love),,13,9
43,1,6:48.0,,C. Osman misses 3-pt jump shot from 26 ft,13,9
44,1,6:46.0,Defensive rebound by Z. LaVine,,13,9
45,1,6:32.0,Z. LaVine misses 3-pt jump shot from 26 ft,,13,9
46,1,6:31.0,Offensive rebound by T. Satoranský,,13,9
47,1,6:31.0,Shooting foul by K. Love (drawn by T. Satoranský),,13,9
48,1,6:31.0,T. Satoranský makes free throw 1 of 2,,14,9
49,1,6:31.0,,D. Exum enters the game for D. Garland,14,9
50,1,6:31.0,T. Satoranský makes free throw 2 of 2,,15,9
51,1,6:22.0,,C. Osman makes 3-pt jump shot from 28 ft (assist by T. Thompson),15,12
52,1,6:00.0,K. Dunn misses 3-pt jump shot from 26 ft,,15,12
53,1,5:59.0,,Defensive rebound by K. Love,15,12
54,1,5:50.0,,Shooting foul by L. Kornet (drawn by T. Thompson),15,12
55,1,5:50.0,,T. Thompson makes free throw 1 of 2,15,13
56,1,5:50.0,C. Felício enters the game for L. Kornet,,15,13
57,1,5:50.0,C. White enters the game for T. Satoranský,,15,13
58,1,5:50.0,,T. Thompson misses free throw 2 of 2,15,13
59,1,5:47.0,Defensive rebound by C. Felício,,15,13
60,1,5:41.0,Offensive foul by Z. LaVine (drawn by D. Exum),,15,13
61,1,5:41.0,Turnover by Z. LaVine (offensive foul),,15,13
62,1,5:32.0,,C. Osman makes 2-pt layup at rim,15,15
63,1,5:32.0,,Shooting foul by C. Felício (drawn by C. Osman),15,15
64,1,5:32.0,,C. Osman makes free throw 1 of 1,15,16
65,1,5:28.0,Personal foul by C. Osman (drawn by K. Dunn),,15,16
66,1,5:17.0,Z. LaVine makes 3-pt jump shot from 24 ft,,18,16
67,1,4:48.0,,C. Sexton misses 3-pt jump shot from 35 ft,18,16
68,1,4:45.0,,Offensive rebound by T. Thompson,18,16
69,1,4:41.0,,C. Sexton makes 2-pt dunk at rim (assist by T. Thompson),18,18
70,1,4:27.0,K. Dunn makes 2-pt dunk from 1 ft (assist by T. Young),,20,18
71,1,4:08.0,,Personal foul by T. Young (drawn by K. Love),20,18
72,1,3:55.0,,D. Exum misses 2-pt jump shot from 3 ft,20,18
73,1,3:55.0,,Offensive rebound by Team,20,18
74,1,3:55.0,Loose ball foul by K. Dunn (drawn by T. Thompson),,20,18
75,1,3:51.0,,C. Osman makes 2-pt layup at rim (assist by K. Love),20,20
76,1,3:24.0,Z. LaVine misses 3-pt jump shot from 25 ft,,20,20
77,1,3:20.0,,Defensive rebound by K. Love,20,20
78,1,3:02.0,,T. Thompson misses 2-pt hook shot from 5 ft,20,20
79,1,3:00.0,,Offensive rebound by D. Exum,20,20
80,1,2:59.0,,D. Exum makes 2-pt layup from 1 ft,20,22
81,1,2:36.0,C. White misses 2-pt jump shot from 15 ft,,20,22
82,1,2:36.0,,Defensive rebound by K. Love,20,22
83,1,2:24.0,Chicago full timeout,,20,22
84,1,2:24.0,R. Arcidiacono enters the game for K. Dunn,,20,22
85,1,2:24.0,C. Hutchison enters the game for T. Young,,20,22
86,1,2:24.0,,A. McKinnie enters the game for C. Osman,20,22
87,1,2:24.0,,L. Nance enters the game for T. Thompson,20,22
88,1,2:11.0,,K. Love makes 2-pt jump shot from 18 ft (assist by D. Exum),20,24
89,1,1:52.0,C. Hutchison misses 2-pt jump shot from 8 ft,,20,24
90,1,1:50.0,,Defensive rebound by K. Love,20,24
91,1,1:41.0,,L. Nance misses 2-pt layup at rim,20,24
92,1,1:40.0,Defensive rebound by C. Hutchison,,20,24
93,1,1:22.0,Z. LaVine makes 3-pt jump shot from 25 ft,,23,24
94,1,1:00.0,,K. Love makes 2-pt layup from 1 ft,23,26
95,1,0:47.0,Z. LaVine misses 2-pt layup from 3 ft,,23,26
96,1,0:46.0,,Defensive rebound by K. Love,23,26
97,1,0:36.0,,A. McKinnie makes 2-pt layup at rim (assist by L. Nance),23,28
98,1,0:36.0,,Violation by Team (delay of game),23,28
99,1,0:28.0,Z. LaVine makes 2-pt layup from 1 ft,,25,28
100,1,0:07.0,,C. Sexton makes 3-pt jump shot from 31 ft,25,31
101,1,0:04.0,Personal foul by D. Exum (drawn by Z. LaVine),,25,31
102,1,0:04.0,,T. Thompson enters the game for K. Love,25,31
103,1,0:00.0,Z. LaVine misses 2-pt jump shot from 18 ft,,25,31
104,1,0:00.0,Offensive rebound by Team,,25,31
105,2,12:00.0,,Violation by Team (delay of game),25,31
106,2,12:00.0,R. Arcidiacono misses technical free throw,,25,31
107,2,12:00.0,,Defensive rebound by Team,25,31
108,2,11:49.0,,L. Nance makes 2-pt jump shot from 9 ft (assist by D. Exum),25,33
109,2,11:33.0,D. Valentine misses 3-pt jump shot from 26 ft,,25,33
110,2,11:31.0,,Defensive rebound by L. Nance,25,33
111,2,11:26.0,,D. Garland misses 2-pt layup at rim,25,33
112,2,11:24.0,Defensive rebound by D. Valentine,,25,33
113,2,11:16.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by D. Valentine),,28,33
114,2,11:00.0,,Shooting foul by R. Arcidiacono (drawn by D. Exum),28,33
115,2,11:00.0,,D. Exum makes free throw 1 of 2,28,34
116,2,11:00.0,,D. Exum makes free throw 2 of 2,28,35
117,2,10:42.0,C. Hutchison makes 2-pt layup from 1 ft,,30,35
118,2,10:31.0,,Turnover by J. Henson (step out of bounds),30,35
119,2,10:31.0,L. Kornet enters the game for C. Felício,,30,35
120,2,10:18.0,D. Valentine misses 2-pt jump shot from 6 ft,,30,35
121,2,10:14.0,,Defensive rebound by A. McKinnie,30,35
122,2,10:07.0,,D. Garland misses 3-pt jump shot from 23 ft,30,35
123,2,10:04.0,Defensive rebound by C. White,,30,35
124,2,10:04.0,Personal take foul by D. Exum (drawn by C. White),,30,35
125,2,10:04.0,,M. Dellavedova enters the game for D. Exum,30,35
126,2,9:53.0,C. White misses 3-pt jump shot from 28 ft,,30,35
127,2,9:49.0,Offensive rebound by C. Hutchison,,30,35
128,2,9:47.0,L. Kornet misses 3-pt jump shot from 27 ft,,30,35
129,2,9:44.0,,Defensive rebound by A. McKinnie,30,35
130,2,9:36.0,,L. Nance makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),30,38
131,2,9:25.0,C. Hutchison misses 2-pt layup from 1 ft,,30,38
132,2,9:22.0,,Defensive rebound by L. Nance,30,38
133,2,9:14.0,,Turnover by M. Dellavedova (bad pass; steal by C. Hutchison),30,38
134,2,9:11.0,R. Arcidiacono misses 3-pt jump shot from 25 ft,,30,38
135,2,9:08.0,,Defensive rebound by J. Henson,30,38
136,2,8:56.0,,L. Nance makes 2-pt dunk at rim (assist by A. McKinnie),30,40
137,2,8:56.0,Chicago full timeout,,30,40
138,2,8:32.0,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by D. Valentine),,33,40
139,2,8:11.0,,Shooting foul by C. Hutchison (drawn by J. Henson),33,40
140,2,8:11.0,,J. Henson makes free throw 1 of 2,33,41
141,2,8:11.0,K. Dunn enters the game for R. Arcidiacono,,33,41
142,2,8:11.0,Z. LaVine enters the game for C. White,,33,41
143,2,8:11.0,,J. Henson makes free throw 2 of 2,33,42
144,2,8:04.0,Z. LaVine makes 2-pt layup from 1 ft (assist by K. Dunn),,35,42
145,2,8:04.0,Shooting foul by J. Henson (drawn by Z. LaVine),,35,42
146,2,8:04.0,Z. LaVine makes free throw 1 of 1,,36,42
147,2,7:54.0,,D. Garland makes 2-pt jump shot from 9 ft (assist by M. Dellavedova),36,44
148,2,7:35.0,Z. LaVine misses 2-pt layup from 1 ft,,36,44
149,2,7:33.0,,Defensive rebound by L. Nance,36,44
150,2,7:25.0,,J. Henson makes 3-pt jump shot from 28 ft (assist by M. Dellavedova),36,47
151,2,7:04.0,C. Hutchison makes 3-pt jump shot from 24 ft (assist by L. Kornet),,39,47
152,2,6:36.0,,D. Garland makes 3-pt jump shot from 27 ft,39,50
153,2,6:20.0,L. Kornet misses 2-pt hook shot from 1 ft (block by J. Henson),,39,50
154,2,6:19.0,,Defensive rebound by J. Henson,39,50
155,2,5:56.0,,D. Garland misses 2-pt jump shot from 23 ft,39,50
156,2,5:55.0,Defensive rebound by Team,,39,50
157,2,5:55.0,T. Satoranský enters the game for C. Hutchison,,39,50
158,2,5:55.0,T. Young enters the game for D. Valentine,,39,50
159,2,5:55.0,,C. Sexton enters the game for D. Garland,39,50
160,2,5:55.0,,T. Thompson enters the game for J. Henson,39,50
161,2,5:47.0,Z. LaVine makes 2-pt layup from 2 ft (assist by T. Satoranský),,41,50
162,2,5:47.0,Shooting foul by A. McKinnie (drawn by Z. LaVine),,41,50
163,2,5:47.0,C. Felício enters the game for L. Kornet,,41,50
164,2,5:47.0,,K. Love enters the game for A. McKinnie,41,50
165,2,5:47.0,,C. Osman enters the game for L. Nance,41,50
166,2,5:47.0,Z. LaVine makes free throw 1 of 1,,42,50
167,2,5:38.0,,Turnover by M. Dellavedova (bad pass; steal by T. Satoranský),42,50
168,2,5:34.0,T. Satoranský makes 2-pt layup from 1 ft (assist by Z. LaVine),,44,50
169,2,5:22.0,,M. Dellavedova misses 2-pt jump shot from 12 ft,44,50
170,2,5:17.0,,Offensive rebound by C. Osman,44,50
171,2,5:16.0,,K. Love makes 3-pt jump shot from 23 ft (assist by C. Osman),44,53
172,2,4:50.0,Turnover by Team (shot clock),,44,53
173,2,4:50.0,,D. Garland enters the game for M. Dellavedova,44,53
174,2,4:43.0,,K. Love misses 3-pt jump shot from 27 ft,44,53
175,2,4:40.0,Defensive rebound by Z. LaVine,,44,53
176,2,4:35.0,Z. LaVine makes 2-pt layup from 1 ft,,46,53
177,2,4:23.0,,Personal foul by C. Felício (drawn by C. Sexton),46,53
178,2,4:06.0,,Turnover by D. Garland (bad pass; steal by K. Dunn),46,53
179,2,3:58.0,Z. LaVine makes 3-pt jump shot from 29 ft,,49,53
180,2,3:43.0,,C. Osman makes 2-pt layup at rim (assist by T. Thompson),49,55
181,2,3:27.0,T. Satoranský misses 2-pt jump shot from 6 ft,,49,55
182,2,3:24.0,Offensive rebound by C. Felício,,49,55
183,2,3:23.0,C. Felício misses 2-pt layup from 3 ft,,49,55
184,2,3:21.0,,Defensive rebound by K. Love,49,55
185,2,3:19.0,,Offensive foul by D. Garland (drawn by T. Young),49,55
186,2,3:19.0,,Turnover by D. Garland (offensive foul),49,55
187,2,3:08.0,Shooting foul by D. Garland (drawn by Z. LaVine),,49,55
188,2,3:08.0,Z. LaVine makes free throw 1 of 2,,50,55
189,2,3:08.0,Z. LaVine makes free throw 2 of 2,,51,55
190,2,2:58.0,,Turnover by D. Garland (bad pass; steal by C. Felício),51,55
191,2,2:55.0,Z. LaVine makes 2-pt layup from 2 ft,,53,55
192,2,2:54.0,,Cleveland full timeout,53,55
193,2,2:29.0,,C. Sexton misses 3-pt jump shot from 25 ft,53,55
194,2,2:28.0,Defensive rebound by K. Dunn,,53,55
195,2,2:20.0,Z. LaVine misses 3-pt jump shot from 26 ft,,53,55
196,2,2:18.0,,Defensive rebound by Team,53,55
197,2,1:59.0,,Turnover by T. Thompson (lost ball; steal by K. Dunn),53,55
198,2,1:59.0,Personal foul by T. Thompson (drawn by K. Dunn),,53,55
199,2,1:59.0,K. Dunn makes free throw 1 of 2,,54,55
200,2,1:59.0,K. Dunn makes free throw 2 of 2,,55,55
201,2,1:43.0,,C. Sexton misses 2-pt jump shot from 7 ft,55,55
202,2,1:40.0,,Offensive rebound by T. Thompson,55,55
203,2,1:29.0,,D. Garland misses 3-pt jump shot from 30 ft,55,55
204,2,1:27.0,Defensive rebound by Z. LaVine,,55,55
205,2,1:22.0,T. Young makes 2-pt layup from 2 ft (assist by Z. LaVine),,57,55
206,2,1:10.0,,Turnover by T. Thompson (bad pass),57,55
207,2,0:55.0,Turnover by Z. LaVine (bad pass; steal by C. Osman),,57,55
208,2,0:51.0,,C. Sexton makes 2-pt jump shot from 17 ft (assist by C. Osman),57,57
209,2,0:35.0,T. Satoranský makes 2-pt jump shot from 3 ft,,59,57
210,2,0:17.0,,Personal foul by T. Satoranský (drawn by D. Garland),59,57
211,2,0:12.0,,K. Love misses 2-pt hook shot from 4 ft,59,57
212,2,0:09.0,Defensive rebound by K. Dunn,,59,57
213,2,0:00.0,Z. LaVine misses 2-pt jump shot from 7 ft,,59,57
214,2,0:00.0,Offensive rebound by Team,,59,57
215,3,11:44.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by C. Osman),59,59
216,3,11:18.0,Turnover by Team (shot clock),,59,59
217,3,11:06.0,,K. Love makes 3-pt jump shot from 26 ft (assist by C. Osman),59,62
218,3,10:49.0,Z. LaVine misses 3-pt jump shot from 31 ft,,59,62
219,3,10:47.0,,Defensive rebound by Team,59,62
220,3,10:35.0,,C. Osman makes 2-pt jump shot from 9 ft (assist by T. Thompson),59,64
221,3,10:25.0,Personal foul by C. Osman (drawn by Z. LaVine),,59,64
222,3,10:15.0,T. Young makes 2-pt layup from 1 ft (assist by Z. LaVine),,61,64
223,3,9:57.0,,Turnover by K. Love (bad pass; steal by T. Young),61,64
224,3,9:47.0,T. Young misses 2-pt jump shot from 2 ft,,61,64
225,3,9:44.0,Offensive rebound by T. Satoranský,,61,64
226,3,9:43.0,Shooting foul by C. Sexton (drawn by Z. LaVine),,61,64
227,3,9:43.0,Z. LaVine makes free throw 1 of 2,,62,64
228,3,9:43.0,Z. LaVine makes free throw 2 of 2,,63,64
229,3,9:26.0,,Personal foul by T. Young (drawn by K. Love),63,64
230,3,9:17.0,,K. Love misses 3-pt jump shot from 25 ft,63,64
231,3,9:14.0,Defensive rebound by Z. LaVine,,63,64
232,3,8:53.0,Z. LaVine misses 2-pt jump shot from 23 ft,,63,64
233,3,8:50.0,,Defensive rebound by K. Love,63,64
234,3,8:42.0,,Turnover by C. Sexton (bad pass; steal by T. Satoranský),63,64
235,3,8:39.0,Offensive foul by T. Young (drawn by K. Love),,63,64
236,3,8:39.0,Turnover by T. Young (offensive foul),,63,64
237,3,8:18.0,,D. Garland makes 3-pt jump shot from 26 ft,63,67
238,3,7:59.0,Z. LaVine makes 2-pt layup from 1 ft,,65,67
239,3,7:47.0,,C. Osman misses 2-pt jump shot from 5 ft,65,67
240,3,7:45.0,Defensive rebound by T. Young,,65,67
241,3,7:38.0,T. Satoranský makes 2-pt layup from 2 ft (assist by Z. LaVine),,67,67
242,3,7:32.0,,Turnover by K. Love (traveling),67,67
243,3,7:22.0,K. Dunn makes 2-pt layup from 1 ft,,69,67
244,3,7:22.0,,Cleveland full timeout,69,67
245,3,7:04.0,,T. Thompson makes 2-pt jump shot from 3 ft (assist by C. Osman),69,69
246,3,6:45.0,T. Satoranský misses 3-pt jump shot from 24 ft,,69,69
247,3,6:43.0,,Defensive rebound by K. Love,69,69
248,3,6:33.0,,Turnover by C. Sexton (bad pass; steal by T. Young),69,69
249,3,6:27.0,T. Satoranský makes 2-pt layup from 2 ft (assist by Z. LaVine),,71,69
250,3,6:27.0,,D. Exum enters the game for D. Garland,71,69
251,3,6:06.0,,C. Sexton misses 2-pt layup from 1 ft,71,69
252,3,6:05.0,Defensive rebound by K. Dunn,,71,69
253,3,5:56.0,T. Young makes 2-pt layup from 4 ft (assist by K. Dunn),,73,69
254,3,5:38.0,,T. Thompson makes 2-pt hook shot from 6 ft,73,71
255,3,5:27.0,T. Satoranský makes 2-pt dunk from 1 ft,,75,71
256,3,5:14.0,,Turnover by T. Thompson (bad pass; steal by Z. LaVine),75,71
257,3,5:04.0,Z. LaVine makes 2-pt layup from 1 ft,,77,71
258,3,4:50.0,,C. Sexton makes 3-pt jump shot from 28 ft (assist by T. Thompson),77,74
259,3,4:31.0,L. Kornet makes 2-pt dunk at rim (assist by T. Satoranský),,79,74
260,3,4:15.0,,C. Sexton misses 3-pt jump shot from 26 ft,79,74
261,3,4:14.0,Defensive rebound by L. Kornet,,79,74
262,3,4:05.0,L. Kornet makes 2-pt dunk from 1 ft (assist by Z. LaVine),,81,74
263,3,3:45.0,,K. Love misses 2-pt jump shot from 17 ft,81,74
264,3,3:42.0,,Offensive rebound by T. Thompson,81,74
265,3,3:34.0,,T. Thompson misses 2-pt layup from 3 ft,81,74
266,3,3:31.0,Defensive rebound by T. Satoranský,,81,74
267,3,3:27.0,L. Kornet makes 2-pt dunk from 1 ft (assist by T. Satoranský),,83,74
268,3,3:27.0,,Cleveland full timeout,83,74
269,3,3:27.0,C. White enters the game for K. Dunn,,83,74
270,3,3:27.0,,A. McKinnie enters the game for K. Love,83,74
271,3,3:27.0,,L. Nance enters the game for C. Osman,83,74
272,3,3:14.0,,Turnover by C. Sexton (bad pass; steal by C. White),83,74
273,3,2:53.0,C. White makes 2-pt layup from 1 ft,,85,74
274,3,2:37.0,,Turnover by D. Exum (bad pass; steal by T. Satoranský),85,74
275,3,2:34.0,Shooting foul by A. McKinnie (drawn by C. White),,85,74
276,3,2:34.0,C. White makes free throw 1 of 3,,86,74
277,3,2:34.0,C. White makes free throw 2 of 3,,87,74
278,3,2:34.0,,D. Garland enters the game for C. Sexton,87,74
279,3,2:34.0,C. White makes free throw 3 of 3,,88,74
280,3,2:17.0,,A. McKinnie makes 2-pt jump shot from 8 ft (assist by T. Thompson),88,76
281,3,1:59.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,91,76
282,3,1:44.0,,A. McKinnie misses 2-pt jump shot from 4 ft (block by L. Kornet),91,76
283,3,1:42.0,Defensive rebound by Z. LaVine,,91,76
284,3,1:31.0,T. Satoranský makes 2-pt layup from 1 ft (assist by T. Young),,93,76
285,3,1:11.0,,Offensive foul by A. McKinnie (drawn by T. Satoranský),93,76
286,3,1:11.0,,Turnover by A. McKinnie (offensive foul),93,76
287,3,1:11.0,R. Arcidiacono enters the game for T. Satoranský,,93,76
288,3,0:56.0,Z. LaVine misses 2-pt jump shot from 23 ft,,93,76
289,3,0:53.0,,Defensive rebound by A. McKinnie,93,76
290,3,0:48.0,,D. Exum misses 2-pt jump shot from 5 ft,93,76
291,3,0:47.0,Defensive rebound by C. White,,93,76
292,3,0:40.0,R. Arcidiacono makes 3-pt jump shot from 27 ft (assist by Z. LaVine),,96,76
293,3,0:29.0,,L. Nance misses 3-pt jump shot from 27 ft,96,76
294,3,0:28.0,,Offensive rebound by A. McKinnie,96,76
295,3,0:28.0,,Personal foul by R. Arcidiacono (drawn by A. McKinnie),96,76
296,3,0:14.0,,L. Nance misses 2-pt dunk from 1 ft,96,76
297,3,0:12.0,Defensive rebound by T. Young,,96,76
298,3,0:03.0,Z. LaVine makes 3-pt jump shot from 28 ft,,99,76
299,4,11:50.0,C. White misses 2-pt jump shot from 7 ft,,99,76
300,4,11:49.0,,Defensive rebound by L. Nance,99,76
301,4,11:42.0,,D. Garland misses 3-pt jump shot from 34 ft,99,76
302,4,11:39.0,,Offensive rebound by D. Exum,99,76
303,4,11:32.0,,A. McKinnie misses 3-pt jump shot from 24 ft,99,76
304,4,11:31.0,,Offensive rebound by L. Nance,99,76
305,4,11:31.0,,L. Nance makes 2-pt layup at rim,99,78
306,4,11:10.0,C. Hutchison misses 3-pt jump shot from 24 ft,,99,78
307,4,11:08.0,,Defensive rebound by A. McKinnie,99,78
308,4,11:03.0,,A. McKinnie misses 2-pt jump shot from 3 ft,99,78
309,4,11:01.0,Defensive rebound by C. Felício,,99,78
310,4,10:50.0,D. Valentine makes 3-pt jump shot from 27 ft (assist by C. White),,102,78
311,4,10:32.0,,L. Nance makes 2-pt jump shot from 19 ft (assist by D. Exum),102,80
312,4,10:20.0,C. Hutchison misses 2-pt layup from 1 ft,,102,80
313,4,10:18.0,,Defensive rebound by L. Nance,102,80
314,4,10:08.0,,J. Henson makes 2-pt dunk from 1 ft (assist by L. Nance),102,82
315,4,10:08.0,Chicago full timeout,,102,82
316,4,9:58.0,Turnover by D. Valentine (out of bounds lost ball),,102,82
317,4,9:45.0,,Turnover by L. Nance (bad pass; steal by D. Valentine),102,82
318,4,9:45.0,Personal foul by J. Henson (drawn by D. Valentine),,102,82
319,4,9:45.0,,Technical foul by D. Valentine,102,82
320,4,9:45.0,,D. Garland makes technical free throw,102,83
321,4,9:23.0,C. White makes 3-pt jump shot from 29 ft,,105,83
322,4,9:00.0,,J. Henson misses 3-pt jump shot from 24 ft,105,83
323,4,8:57.0,Defensive rebound by D. Valentine,,105,83
324,4,8:50.0,D. Valentine misses 3-pt jump shot from 31 ft,,105,83
325,4,8:46.0,Offensive rebound by C. Felício,,105,83
326,4,8:44.0,C. White misses 2-pt layup from 2 ft,,105,83
327,4,8:43.0,,Defensive rebound by D. Exum,105,83
328,4,8:35.0,,D. Garland makes 2-pt jump shot from 11 ft (assist by L. Nance),105,85
329,4,8:13.0,R. Arcidiacono misses 3-pt jump shot from 28 ft,,105,85
330,4,8:07.0,,Defensive rebound by L. Nance,105,85
331,4,8:04.0,,Personal foul by C. White (drawn by J. Henson),105,85
332,4,7:56.0,,D. Garland makes 2-pt jump shot from 7 ft (assist by L. Nance),105,87
333,4,7:40.0,C. Hutchison misses 3-pt jump shot from 26 ft,,105,87
334,4,7:37.0,,Defensive rebound by A. McKinnie,105,87
335,4,7:32.0,,Offensive foul by A. McKinnie (drawn by C. White),105,87
336,4,7:32.0,,Turnover by A. McKinnie (offensive foul),105,87
337,4,7:32.0,T. Satoranský enters the game for C. Hutchison,,105,87
338,4,7:21.0,D. Valentine misses 3-pt jump shot from 26 ft,,105,87
339,4,7:19.0,,Defensive rebound by L. Nance,105,87
340,4,7:13.0,,Personal foul by T. Satoranský (drawn by J. Henson),105,87
341,4,7:13.0,Z. LaVine enters the game for R. Arcidiacono,,105,87
342,4,7:13.0,T. Young enters the game for D. Valentine,,105,87
343,4,7:04.0,,L. Nance misses 3-pt jump shot from 25 ft,105,87
344,4,7:02.0,Defensive rebound by T. Satoranský,,105,87
345,4,6:44.0,Z. LaVine misses 3-pt jump shot from 29 ft,,105,87
346,4,6:41.0,,Defensive rebound by L. Nance,105,87
347,4,6:28.0,,L. Nance makes 2-pt layup at rim (assist by D. Exum),105,89
348,4,6:22.0,Chicago full timeout,,105,89
349,4,6:22.0,K. Dunn enters the game for C. White,,105,89
350,4,6:22.0,,K. Love enters the game for D. Exum,105,89
351,4,6:22.0,,C. Osman enters the game for J. Henson,105,89
352,4,6:22.0,,C. Sexton enters the game for A. McKinnie,105,89
353,4,6:14.0,Shooting foul by C. Sexton (drawn by Z. LaVine),,105,89
354,4,6:14.0,Z. LaVine misses free throw 1 of 2,,105,89
355,4,6:14.0,Offensive rebound by Team,,105,89
356,4,6:14.0,Z. LaVine makes free throw 2 of 2,,106,89
357,4,5:54.0,,C. Osman makes 3-pt jump shot from 29 ft (assist by C. Sexton),106,92
358,4,5:30.0,T. Young misses 2-pt jump shot from 3 ft,,106,92
359,4,5:28.0,,Defensive rebound by L. Nance,106,92
360,4,5:14.0,,Turnover by L. Nance (lost ball; steal by C. Felício),106,92
361,4,5:10.0,Turnover by C. Felício (bad pass; steal by C. Osman),,106,92
362,4,5:09.0,,Personal foul by K. Dunn (drawn by C. Osman),106,92
363,4,5:09.0,,Technical foul by K. Dunn,106,92
364,4,5:09.0,,C. Sexton makes technical free throw,106,93
365,4,5:09.0,L. Kornet enters the game for C. Felício,,106,93
366,4,5:09.0,,D. Exum enters the game for D. Garland,106,93
367,4,5:04.0,,K. Love misses 3-pt jump shot from 28 ft,106,93
368,4,5:01.0,Defensive rebound by Team,,106,93
369,4,4:37.0,T. Satoranský makes 2-pt jump shot from 7 ft,,108,93
370,4,4:17.0,,K. Love makes 3-pt jump shot from 22 ft (assist by D. Exum),108,96
371,4,3:53.0,Z. LaVine makes 2-pt layup from 1 ft,,110,96
372,4,3:31.0,,L. Nance makes 2-pt dunk from 1 ft (assist by C. Sexton),110,98
373,4,3:10.0,Shooting foul by K. Love (drawn by L. Kornet),,110,98
374,4,3:10.0,L. Kornet misses free throw 1 of 2,,110,98
375,4,3:10.0,Offensive rebound by Team,,110,98
376,4,3:10.0,,D. Garland enters the game for D. Exum,110,98
377,4,3:10.0,L. Kornet misses free throw 2 of 2,,110,98
378,4,3:08.0,Offensive rebound by Z. LaVine,,110,98
379,4,3:08.0,Z. LaVine makes 2-pt layup from 1 ft,,112,98
380,4,2:50.0,,C. Sexton misses 3-pt jump shot from 26 ft,112,98
381,4,2:48.0,Defensive rebound by T. Satoranský,,112,98
382,4,2:26.0,Turnover by Z. LaVine (dbl dribble),,112,98
383,4,2:26.0,C. Hutchison enters the game for L. Kornet,,112,98
