,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MEMPHIS_ACTION,HOUSTON_SCORE,MEMPHIS_SCORE
61,1,4:51.0,Offensive foul by C. Capela (drawn by B. Clarke),,22,20
62,1,4:51.0,Turnover by C. Capela (offensive foul),,22,20
63,1,4:29.0,,J. Valančiūnas makes 2-pt jump shot from 11 ft (assist by D. Melton),22,22
64,1,4:12.0,J. Harden makes 2-pt layup at rim,,24,22
65,1,3:55.0,,G. Allen misses 3-pt jump shot from 26 ft,24,22
66,1,3:51.0,,Offensive rebound by J. Valančiūnas,24,22
67,1,3:50.0,,J. Valančiūnas misses 2-pt layup from 6 ft,24,22
68,1,3:47.0,Defensive rebound by D. House,,24,22
69,1,3:39.0,E. Gordon makes 3-pt jump shot from 27 ft,,27,22
70,1,3:26.0,,J. Valančiūnas makes 2-pt layup from 5 ft,27,24
71,1,3:03.0,J. Harden makes 2-pt jump shot from 5 ft,,29,24
72,1,2:46.0,,J. Valančiūnas misses 3-pt jump shot from 26 ft,29,24
73,1,2:43.0,Defensive rebound by P. Tucker,,29,24
74,1,2:33.0,C. Capela makes 2-pt dunk from 1 ft (assist by P. Tucker),,31,24
75,1,2:11.0,,T. Jones makes 2-pt jump shot from 9 ft (assist by J. Valančiūnas),31,26
76,1,2:05.0,Shooting foul by G. Allen (drawn by D. House),,31,26
77,1,2:05.0,Houston full timeout,,31,26
78,1,2:05.0,I. Hartenstein enters the game for C. Capela,,31,26
79,1,2:05.0,B. McLemore enters the game for J. Harden,,31,26
80,1,2:05.0,A. Rivers enters the game for P. Tucker,,31,26
81,1,2:05.0,,J. Jackson enters the game for J. Valančiūnas,31,26
82,1,2:05.0,D. House makes free throw 1 of 2,,32,26
83,1,2:05.0,D. House makes free throw 2 of 2,,33,26
84,1,1:46.0,,B. Clarke makes 2-pt jump shot from 6 ft (assist by J. Jackson),33,28
85,1,1:28.0,E. Gordon makes 2-pt layup from 1 ft (assist by I. Hartenstein),,35,28
86,1,1:17.0,,T. Jones misses 2-pt jump shot from 12 ft,35,28
87,1,1:15.0,Defensive rebound by D. House,,35,28
88,1,1:11.0,Turnover by D. House (lost ball; steal by J. Jackson),,35,28
89,1,1:07.0,,B. Clarke makes 2-pt layup from 1 ft (assist by D. Melton),35,30
90,1,0:44.0,E. Gordon misses 3-pt jump shot from 27 ft,,35,30
91,1,0:43.0,Offensive rebound by Team,,35,30
92,1,0:43.0,,Loose ball foul by J. Jackson (drawn by I. Hartenstein),35,30
93,1,0:43.0,I. Hartenstein makes free throw 1 of 2,,36,30
94,1,0:43.0,,J. Morant enters the game for T. Jones,36,30
95,1,0:43.0,I. Hartenstein makes free throw 2 of 2,,37,30
96,1,0:30.0,,B. Clarke makes 2-pt jump shot from 11 ft (assist by G. Allen),37,32
97,1,0:06.0,B. McLemore misses 3-pt jump shot from 24 ft,,37,32
98,1,0:03.0,,Defensive rebound by D. Melton,37,32
99,1,0:00.0,,D. Melton misses 3-pt jump shot from 25 ft,37,32
100,1,0:00.0,,Offensive rebound by Team,37,32
101,2,11:36.0,A. Rivers misses 3-pt jump shot from 27 ft,,37,32
102,2,11:32.0,Offensive rebound by E. Gordon,,37,32
103,2,11:27.0,Shooting foul by J. Jackson (drawn by A. Rivers),,37,32
104,2,11:27.0,A. Rivers makes free throw 1 of 2,,38,32
105,2,11:27.0,A. Rivers makes free throw 2 of 2,,39,32
106,2,11:10.0,,D. Brooks makes 2-pt layup from 1 ft (assist by J. Morant),39,34
107,2,10:59.0,A. Rivers misses 2-pt layup from 2 ft,,39,34
108,2,10:56.0,,Defensive rebound by S. Hill,39,34
109,2,10:54.0,,D. Brooks makes 3-pt jump shot from 26 ft (assist by S. Hill),39,37
110,2,10:41.0,E. Gordon misses 3-pt jump shot from 27 ft,,39,37
111,2,10:38.0,,Defensive rebound by S. Hill,39,37
112,2,10:33.0,,J. Jackson makes 2-pt layup from 1 ft (assist by S. Hill),39,39
113,2,10:18.0,E. Gordon makes 2-pt layup from 2 ft (assist by A. Rivers),,41,39
114,2,10:06.0,,J. Jackson makes 2-pt layup from 1 ft (assist by J. Morant),41,41
115,2,10:06.0,,Shooting foul by A. Rivers (drawn by J. Jackson),41,41
116,2,10:06.0,P. Tucker enters the game for I. Hartenstein,,41,41
117,2,10:06.0,,J. Jackson makes free throw 1 of 1,41,42
118,2,9:55.0,B. McLemore misses 3-pt jump shot from 26 ft,,41,42
119,2,9:53.0,,Defensive rebound by J. Jackson,41,42
120,2,9:37.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Brooks),41,45
121,2,9:22.0,E. Gordon misses 3-pt jump shot from 26 ft,,41,45
122,2,9:17.0,,Defensive rebound by S. Hill,41,45
123,2,9:11.0,,G. Allen makes 2-pt jump shot from 2 ft (assist by S. Hill),41,47
124,2,9:10.0,Houston full timeout,,41,47
125,2,9:10.0,C. Capela enters the game for E. Gordon,,41,47
126,2,9:10.0,J. Harden enters the game for B. McLemore,,41,47
127,2,8:50.0,J. Harden misses 3-pt jump shot from 27 ft,,41,47
128,2,8:48.0,Offensive rebound by J. Harden,,41,47
129,2,8:44.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,43,47
130,2,8:32.0,,S. Hill misses 3-pt jump shot from 24 ft,43,47
131,2,8:29.0,Defensive rebound by A. Rivers,,43,47
132,2,8:14.0,J. Harden misses 3-pt jump shot from 26 ft,,43,47
133,2,8:11.0,,Defensive rebound by G. Allen,43,47
134,2,8:06.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by G. Allen),43,50
135,2,7:42.0,C. Capela makes 2-pt layup from 1 ft (assist by A. Rivers),,45,50
136,2,7:25.0,,D. Brooks makes 3-pt jump shot from 27 ft (assist by G. Allen),45,53
137,2,7:07.0,Turnover by J. Harden (bad pass; steal by D. Brooks),,45,53
138,2,7:04.0,,Shooting foul by J. Harden (drawn by G. Allen),45,53
139,2,7:04.0,,G. Allen makes free throw 1 of 2,45,54
140,2,7:04.0,,G. Allen makes free throw 2 of 2,45,55
141,2,6:49.0,D. House makes 2-pt layup from 1 ft (assist by P. Tucker),,47,55
142,2,6:41.0,,J. Morant makes 2-pt layup from 1 ft,47,57
143,2,6:27.0,J. Harden misses 2-pt layup from 5 ft (block by D. Brooks),,47,57
144,2,6:22.0,Offensive rebound by P. Tucker,,47,57
145,2,6:20.0,Turnover by A. Rivers (lost ball; steal by J. Morant),,47,57
146,2,6:17.0,,J. Jackson makes 2-pt dunk from 3 ft (assist by J. Morant),47,59
147,2,6:17.0,Houston full timeout,,47,59
148,2,6:17.0,E. Gordon enters the game for A. Rivers,,47,59
149,2,6:17.0,,K. Anderson enters the game for G. Allen,47,59
150,2,6:04.0,Turnover by C. Capela (bad pass; steal by J. Jackson),,47,59
151,2,6:03.0,,Turnover by J. Jackson (step out of bounds),47,59
152,2,6:00.0,Turnover by E. Gordon (bad pass; steal by J. Jackson),,47,59
153,2,5:56.0,,J. Jackson misses 2-pt jump shot from 12 ft,47,59
154,2,5:53.0,Defensive rebound by C. Capela,,47,59
155,2,5:35.0,J. Harden misses 3-pt jump shot from 25 ft,,47,59
156,2,5:31.0,Offensive rebound by D. House,,47,59
157,2,5:31.0,D. House misses 2-pt layup from 1 ft,,47,59
158,2,5:30.0,,Defensive rebound by D. Brooks,47,59
159,2,5:14.0,,Personal foul by J. Harden (drawn by J. Morant),47,59
160,2,5:14.0,B. McLemore enters the game for D. House,,47,59
161,2,5:14.0,,B. Clarke enters the game for S. Hill,47,59
162,2,5:14.0,,T. Jones enters the game for J. Morant,47,59
163,2,5:07.0,,D. Brooks misses 2-pt jump shot from 11 ft,47,59
164,2,5:04.0,Defensive rebound by B. McLemore,,47,59
165,2,4:56.0,Shooting foul by K. Anderson (drawn by J. Harden),,47,59
166,2,4:56.0,J. Harden makes free throw 1 of 2,,48,59
167,2,4:56.0,,J. Valančiūnas enters the game for J. Jackson,48,59
168,2,4:56.0,J. Harden makes free throw 2 of 2,,49,59
169,2,4:46.0,,Turnover by B. Clarke (lost ball; steal by E. Gordon),49,59
170,2,4:39.0,B. McLemore makes 2-pt layup from 1 ft (assist by E. Gordon),,51,59
171,2,4:31.0,,D. Brooks misses 3-pt jump shot from 25 ft,51,59
172,2,4:29.0,Defensive rebound by C. Capela,,51,59
173,2,4:14.0,Turnover by B. McLemore (bad pass; steal by B. Clarke),,51,59
174,2,4:12.0,,B. Clarke misses 2-pt layup from 3 ft (block by E. Gordon),51,59
175,2,4:11.0,,Offensive rebound by Team,51,59
176,2,4:11.0,,D. Melton enters the game for D. Brooks,51,59
177,2,4:04.0,,Shooting foul by C. Capela (drawn by J. Valančiūnas),51,59
178,2,4:04.0,,J. Valančiūnas makes free throw 1 of 2,51,60
179,2,4:04.0,,J. Valančiūnas makes free throw 2 of 2,51,61
180,2,3:47.0,P. Tucker misses 2-pt jump shot from 6 ft,,51,61
181,2,3:44.0,Offensive rebound by C. Capela,,51,61
182,2,3:36.0,J. Harden misses 3-pt jump shot from 27 ft,,51,61
183,2,3:33.0,Offensive rebound by J. Harden,,51,61
184,2,3:31.0,E. Gordon misses 3-pt jump shot from 27 ft,,51,61
185,2,3:27.0,,Defensive rebound by K. Anderson,51,61
186,2,3:23.0,,D. Melton misses 3-pt jump shot from 23 ft,51,61
187,2,3:21.0,Defensive rebound by E. Gordon,,51,61
188,2,3:05.0,J. Harden misses 3-pt jump shot from 25 ft,,51,61
189,2,3:03.0,,Defensive rebound by B. Clarke,51,61
190,2,2:47.0,,J. Valančiūnas misses 2-pt jump shot from 11 ft,51,61
191,2,2:41.0,Defensive rebound by C. Capela,,51,61
192,2,2:33.0,Shooting foul by D. Melton (drawn by J. Harden),,51,61
193,2,2:33.0,J. Harden makes free throw 1 of 2,,52,61
194,2,2:33.0,,G. Allen enters the game for K. Anderson,52,61
195,2,2:33.0,,J. Morant enters the game for T. Jones,52,61
196,2,2:33.0,J. Harden makes free throw 2 of 2,,53,61
197,2,2:23.0,,B. Clarke misses 3-pt jump shot from 22 ft,53,61
198,2,2:22.0,,Offensive rebound by Team,53,61
199,2,2:22.0,Loose ball foul by C. Capela (drawn by J. Valančiūnas),,53,61
200,2,2:22.0,,J. Valančiūnas misses free throw 1 of 2,53,61
201,2,2:22.0,,Offensive rebound by Team,53,61
202,2,2:22.0,,J. Valančiūnas makes free throw 2 of 2,53,62
203,2,2:06.0,J. Harden makes 3-pt jump shot from 26 ft,,56,62
204,2,1:49.0,,J. Valančiūnas makes 2-pt jump shot from 9 ft (assist by J. Morant),56,64
205,2,1:43.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),,59,64
206,2,1:26.0,,D. Melton misses 2-pt jump shot from 17 ft,59,64
207,2,1:25.0,Defensive rebound by Team,,59,64
208,2,1:25.0,,Loose ball foul by B. Clarke (drawn by P. Tucker),59,64
209,2,1:14.0,B. McLemore misses 3-pt jump shot from 28 ft,,59,64
210,2,1:10.0,,Defensive rebound by D. Melton,59,64
211,2,0:58.0,,D. Melton misses 3-pt jump shot from 25 ft,59,64
212,2,0:56.0,Defensive rebound by C. Capela,,59,64
213,2,0:51.0,J. Harden misses 2-pt layup from 1 ft (block by D. Melton),,59,64
214,2,0:51.0,Offensive rebound by Team,,59,64
215,2,0:39.0,J. Harden misses 3-pt jump shot from 25 ft,,59,64
216,2,0:35.0,,Defensive rebound by J. Morant,59,64
217,2,0:30.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by J. Morant),59,66
218,2,0:09.0,J. Harden makes 2-pt jump shot from 7 ft,,61,66
219,2,0:06.0,,Personal foul by J. Harden (drawn by D. Melton),61,66
220,2,0:06.0,,D. Melton misses free throw 1 of 2,61,66
221,2,0:06.0,,Offensive rebound by Team,61,66
222,2,0:06.0,,D. Melton makes free throw 2 of 2,61,67
223,2,0:02.0,Offensive foul by P. Tucker (drawn by D. Melton),,61,67
224,2,0:02.0,Turnover by P. Tucker (offensive foul),,61,67
225,2,0:02.0,,J. Jackson enters the game for J. Valančiūnas,61,67
226,2,0:00.0,,Turnover by J. Morant (lost ball; steal by B. McLemore),61,67
227,2,0:00.0,B. McLemore misses 3-pt jump shot from 84 ft (block by J. Morant),,61,67
228,2,0:00.0,Offensive rebound by Team,,61,67
229,3,11:36.0,J. Harden misses 3-pt jump shot from 25 ft,,61,67
230,3,11:32.0,,Defensive rebound by J. Morant,61,67
231,3,11:22.0,,Turnover by J. Morant (bad pass; steal by P. Tucker),61,67
232,3,11:16.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by A. Rivers),,64,67
233,3,11:02.0,,D. Brooks makes 3-pt jump shot from 27 ft,64,70
234,3,10:39.0,J. Harden makes 2-pt jump shot from 3 ft,,66,70
235,3,10:15.0,,J. Valančiūnas misses 3-pt jump shot from 26 ft,66,70
236,3,10:14.0,Defensive rebound by Team,,66,70
237,3,10:14.0,,Loose ball foul by J. Jackson (drawn by J. Harden),66,70
238,3,10:01.0,A. Rivers misses 3-pt jump shot from 25 ft,,66,70
239,3,9:57.0,,Defensive rebound by K. Anderson,66,70
240,3,9:52.0,,K. Anderson misses 3-pt jump shot from 26 ft,66,70
241,3,9:49.0,Defensive rebound by C. Capela,,66,70
242,3,9:28.0,J. Harden makes 3-pt jump shot from 26 ft,,69,70
243,3,9:10.0,,D. Brooks makes 3-pt jump shot from 27 ft,69,73
244,3,8:54.0,Personal foul by D. Brooks (drawn by C. Capela),,69,73
245,3,8:51.0,Turnover by A. Rivers (out of bounds lost ball),,69,73
246,3,8:38.0,,Personal foul by P. Tucker (drawn by J. Valančiūnas),69,73
247,3,8:32.0,,K. Anderson misses 3-pt jump shot from 24 ft,69,73
248,3,8:29.0,Defensive rebound by J. Harden,,69,73
249,3,8:23.0,J. Harden misses 2-pt jump shot from 2 ft,,69,73
250,3,8:22.0,Offensive rebound by J. Harden,,69,73
251,3,8:22.0,J. Harden misses 2-pt layup from 1 ft (block by K. Anderson),,69,73
252,3,8:22.0,Offensive rebound by Team,,69,73
253,3,8:14.0,J. Harden misses 3-pt jump shot from 26 ft,,69,73
254,3,8:12.0,,Defensive rebound by J. Jackson,69,73
255,3,8:04.0,,J. Jackson misses 3-pt jump shot from 24 ft,69,73
256,3,8:00.0,Defensive rebound by P. Tucker,,69,73
257,3,8:00.0,Turnover by P. Tucker (bad pass),,69,73
258,3,7:45.0,,J. Jackson misses 3-pt jump shot from 23 ft,69,73
259,3,7:42.0,Defensive rebound by B. McLemore,,69,73
260,3,7:32.0,A. Rivers makes 2-pt layup from 6 ft,,71,73
261,3,7:23.0,,Personal foul by A. Rivers (drawn by J. Morant),71,73
262,3,7:12.0,,D. Brooks misses 2-pt jump shot from 18 ft,71,73
263,3,7:11.0,,Offensive rebound by Team,71,73
264,3,7:11.0,Loose ball foul by C. Capela (drawn by J. Valančiūnas),,71,73
265,3,7:04.0,,J. Jackson misses 2-pt layup from 2 ft,71,73
266,3,7:00.0,,Offensive rebound by K. Anderson,71,73
267,3,6:59.0,,J. Jackson misses 3-pt jump shot from 23 ft,71,73
268,3,6:54.0,,Offensive rebound by J. Valančiūnas,71,73
269,3,6:54.0,,J. Valančiūnas makes 2-pt dunk from 1 ft,71,75
270,3,6:43.0,J. Harden misses 2-pt layup from 5 ft (block by D. Brooks),,71,75
271,3,6:40.0,,Defensive rebound by J. Valančiūnas,71,75
272,3,6:40.0,,Memphis full timeout,71,75
273,3,6:40.0,E. Gordon enters the game for A. Rivers,,71,75
274,3,6:40.0,D. House enters the game for P. Tucker,,71,75
275,3,6:40.0,,B. Clarke enters the game for J. Jackson,71,75
276,3,6:19.0,,D. Brooks misses 3-pt jump shot from 24 ft,71,75
277,3,6:17.0,,Offensive rebound by Team,71,75
278,3,6:17.0,,Turnover by Team (shot clock),71,75
279,3,6:04.0,B. McLemore makes 3-pt jump shot from 26 ft (assist by J. Harden),,74,75
280,3,5:50.0,,J. Morant misses 3-pt jump shot from 26 ft,74,75
281,3,5:47.0,Defensive rebound by B. McLemore,,74,75
282,3,5:28.0,J. Harden makes 2-pt jump shot from 2 ft,,76,75
283,3,5:09.0,,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by B. Clarke),76,77
284,3,4:56.0,E. Gordon misses 3-pt jump shot from 26 ft,,76,77
285,3,4:53.0,,Defensive rebound by J. Valančiūnas,76,77
286,3,4:46.0,,D. Brooks makes 2-pt jump shot from 7 ft,76,79
287,3,4:28.0,E. Gordon misses 2-pt layup from 2 ft,,76,79
288,3,4:28.0,Offensive rebound by Team,,76,79
289,3,4:28.0,,G. Allen enters the game for K. Anderson,76,79
290,3,4:28.0,,D. Melton enters the game for D. Brooks,76,79
291,3,4:19.0,Turnover by Team (shot clock),,76,79
292,3,4:19.0,,T. Jones enters the game for J. Morant,76,79
293,3,4:08.0,,G. Allen misses 3-pt jump shot from 26 ft,76,79
294,3,4:05.0,Defensive rebound by C. Capela,,76,79
295,3,3:59.0,B. McLemore misses 3-pt jump shot from 26 ft,,76,79
296,3,3:55.0,,Defensive rebound by B. Clarke,76,79
297,3,3:43.0,,J. Valančiūnas misses 2-pt jump shot from 7 ft,76,79
298,3,3:41.0,Defensive rebound by C. Capela,,76,79
299,3,3:27.0,Offensive foul by C. Capela (drawn by J. Valančiūnas),,76,79
300,3,3:27.0,Turnover by C. Capela (offensive foul),,76,79
301,3,3:27.0,T. Chandler enters the game for C. Capela,,76,79
302,3,3:08.0,,T. Jones misses 2-pt jump shot from 13 ft,76,79
303,3,3:04.0,,Offensive rebound by B. Clarke,76,79
304,3,2:55.0,,Offensive foul by J. Valančiūnas (drawn by T. Chandler),76,79
305,3,2:55.0,,Turnover by J. Valančiūnas (offensive foul),76,79
306,3,2:55.0,Houston full timeout,,76,79
307,3,2:37.0,J. Harden misses 3-pt jump shot from 25 ft,,76,79
308,3,2:35.0,,Defensive rebound by J. Valančiūnas,76,79
309,3,2:31.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by T. Jones),76,81
310,3,2:08.0,E. Gordon makes 2-pt layup from 2 ft (assist by J. Harden),,78,81
311,3,1:49.0,,Turnover by B. Clarke (bad pass; steal by B. McLemore),78,81
312,3,1:40.0,B. McLemore misses 2-pt layup from 1 ft,,78,81
313,3,1:38.0,,Defensive rebound by B. Clarke,78,81
314,3,1:29.0,,J. Valančiūnas makes 2-pt dunk from 1 ft,78,83
315,3,1:01.0,J. Harden makes 2-pt jump shot from 2 ft,,80,83
316,3,1:00.0,,Memphis full timeout,80,83
317,3,1:00.0,P. Tucker enters the game for T. Chandler,,80,83
318,3,1:00.0,,J. Jackson enters the game for T. Jones,80,83
319,3,1:00.0,,J. Morant enters the game for J. Valančiūnas,80,83
320,3,0:51.0,,J. Morant makes 2-pt layup from 1 ft,80,85
321,3,0:29.0,J. Harden makes 3-pt jump shot from 26 ft,,83,85
322,3,0:09.0,,Turnover by B. Clarke (off goaltending),83,85
323,3,0:00.0,J. Harden misses 3-pt jump shot from 29 ft,,83,85
324,3,0:00.0,Offensive rebound by Team,,83,85
325,4,11:45.0,,Personal foul by P. Tucker (drawn by G. Allen),83,85
326,4,11:37.0,,J. Morant makes 2-pt jump shot from 8 ft,83,87
327,4,11:25.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by P. Tucker),,86,87
328,4,11:08.0,,D. Brooks misses 2-pt jump shot from 14 ft,86,87
329,4,11:06.0,Defensive rebound by A. Rivers,,86,87
330,4,11:01.0,E. Gordon misses 3-pt jump shot from 30 ft,,86,87
331,4,10:58.0,,Defensive rebound by G. Allen,86,87
332,4,10:56.0,,G. Allen makes 2-pt layup at rim,86,89
333,4,10:56.0,,Shooting foul by A. Rivers (drawn by G. Allen),86,89
334,4,10:56.0,,G. Allen misses free throw 1 of 1,86,89
335,4,10:54.0,Defensive rebound by E. Gordon,,86,89
336,4,10:48.0,Offensive foul by D. House (drawn by G. Allen),,86,89
337,4,10:48.0,Turnover by D. House (offensive foul),,86,89
338,4,10:29.0,,Personal foul by E. Gordon (drawn by J. Jackson),86,89
339,4,10:17.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by J. Morant),86,91
340,4,10:02.0,Personal foul by G. Allen (drawn by P. Tucker),,86,91
341,4,9:57.0,Offensive foul by P. Tucker (drawn by G. Allen),,86,91
342,4,9:57.0,Turnover by P. Tucker (offensive foul),,86,91
343,4,9:51.0,,J. Jackson misses 3-pt jump shot from 26 ft,86,91
344,4,9:48.0,Defensive rebound by P. Tucker,,86,91
345,4,9:38.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by A. Rivers),,89,91
346,4,9:22.0,,G. Allen misses 3-pt jump shot from 24 ft,89,91
347,4,9:20.0,Defensive rebound by P. Tucker,,89,91
348,4,9:13.0,A. Rivers makes 3-pt jump shot from 24 ft,,92,91
349,4,9:12.0,,Memphis full timeout,92,91
350,4,9:12.0,,D. Melton enters the game for G. Allen,92,91
351,4,8:54.0,,J. Jackson misses 2-pt jump shot from 11 ft,92,91
352,4,8:52.0,,Offensive rebound by S. Hill,92,91
353,4,8:50.0,,D. Brooks misses 3-pt jump shot from 27 ft,92,91
354,4,8:48.0,,Offensive rebound by D. Brooks,92,91
355,4,8:46.0,,D. Melton makes 2-pt jump shot from 19 ft (assist by D. Brooks),92,93
356,4,8:24.0,E. Gordon misses 2-pt layup at rim,,92,93
357,4,8:22.0,,Defensive rebound by D. Melton,92,93
358,4,8:03.0,,Shooting foul by A. Rivers (drawn by D. Brooks),92,93
359,4,8:03.0,,D. Brooks makes free throw 1 of 2,92,94
360,4,8:03.0,J. Harden enters the game for B. McLemore,,92,94
361,4,8:03.0,,D. Brooks makes free throw 2 of 2,92,95
362,4,7:54.0,E. Gordon makes 3-pt jump shot from 25 ft,,95,95
363,4,7:39.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by J. Morant),95,98
364,4,7:26.0,D. House misses 3-pt jump shot from 24 ft,,95,98
365,4,7:23.0,,Defensive rebound by J. Morant,95,98
366,4,7:18.0,,S. Hill misses 3-pt jump shot from 26 ft,95,98
367,4,7:15.0,Defensive rebound by J. Harden,,95,98
368,4,6:56.0,J. Harden misses 2-pt jump shot from 7 ft (block by J. Jackson),,95,98
369,4,6:54.0,,Defensive rebound by S. Hill,95,98
370,4,6:51.0,,S. Hill misses 2-pt layup from 2 ft,95,98
371,4,6:46.0,Defensive rebound by E. Gordon,,95,98
372,4,6:42.0,Personal foul by J. Jackson (drawn by D. House),,95,98
373,4,6:42.0,Technical foul by S. Hill,,95,98
374,4,6:42.0,J. Harden makes technical free throw,,96,98
375,4,6:42.0,B. McLemore enters the game for E. Gordon,,96,98
376,4,6:33.0,J. Harden misses 3-pt jump shot from 25 ft,,96,98
377,4,6:29.0,,Defensive rebound by D. Melton,96,98
378,4,6:23.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by D. Melton),96,101
379,4,5:54.0,J. Harden misses 2-pt jump shot from 6 ft (block by S. Hill),,96,101
380,4,5:50.0,,Defensive rebound by D. Brooks,96,101
381,4,5:46.0,,S. Hill misses 2-pt layup from 1 ft,96,101
382,4,5:44.0,Defensive rebound by P. Tucker,,96,101
383,4,5:37.0,A. Rivers misses 2-pt layup from 2 ft (block by J. Jackson),,96,101
384,4,5:33.0,,Defensive rebound by S. Hill,96,101
