,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,UTAH_ACTION,MEMPHIS_SCORE,UTAH_SCORE
93,1,0:45.0,Turnover by T. Jones (bad pass; steal by E. Davis),,36,30
94,1,0:41.0,Violation by Team (kicked ball),,36,30
95,1,0:34.0,,D. Mitchell misses 2-pt jump shot from 10 ft,36,30
96,1,0:31.0,,Offensive rebound by D. Mitchell,36,30
97,1,0:31.0,,D. Mitchell makes 2-pt jump shot from 5 ft,36,32
98,1,0:09.0,S. Hill misses 2-pt jump shot from 6 ft,,36,32
99,1,0:07.0,,Defensive rebound by E. Mudiay,36,32
100,1,0:00.0,,Turnover by E. Mudiay (lost ball; steal by T. Jones),36,32
101,2,11:42.0,,J. Ingles misses 3-pt jump shot from 24 ft,36,32
102,2,11:40.0,Defensive rebound by M. Guduric,,36,32
103,2,11:33.0,M. Guduric misses 2-pt jump shot from 10 ft,,36,32
104,2,11:29.0,,Defensive rebound by D. Mitchell,36,32
105,2,11:21.0,,J. Green makes 3-pt jump shot from 23 ft (assist by J. Ingles),36,35
106,2,11:02.0,B. Caboclo misses 2-pt jump shot from 4 ft,,36,35
107,2,10:58.0,,Defensive rebound by J. Green,36,35
108,2,10:53.0,,Turnover by G. Niang (bad pass; steal by D. Brooks),36,35
109,2,10:47.0,D. Brooks misses 3-pt jump shot from 25 ft,,36,35
110,2,10:44.0,Offensive rebound by B. Caboclo,,36,35
111,2,10:40.0,T. Jones misses 3-pt jump shot from 25 ft,,36,35
112,2,10:38.0,Offensive rebound by Team,,36,35
113,2,10:26.0,Turnover by M. Guduric (bad pass; steal by J. Ingles),,36,35
114,2,10:14.0,,J. Ingles makes 3-pt jump shot from 24 ft,36,38
115,2,9:58.0,Personal foul by E. Davis (drawn by J. Valančiūnas),,36,38
116,2,9:56.0,Personal foul by J. Ingles (drawn by D. Brooks),,36,38
117,2,9:52.0,D. Brooks misses 3-pt jump shot from 25 ft,,36,38
118,2,9:48.0,Offensive rebound by J. Valančiūnas,,36,38
119,2,9:47.0,Personal foul by D. Mitchell (drawn by J. Valančiūnas),,36,38
120,2,9:37.0,Turnover by J. Valančiūnas (lost ball; steal by E. Davis),,36,38
121,2,9:21.0,,Shooting foul by M. Guduric (drawn by J. Ingles),36,38
122,2,9:21.0,,J. Ingles makes free throw 1 of 2,36,39
123,2,9:21.0,D. Melton enters the game for T. Jones,,36,39
124,2,9:21.0,,J. Ingles makes free throw 2 of 2,36,40
125,2,9:04.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by M. Guduric),,38,40
126,2,8:41.0,,D. Mitchell makes 2-pt layup from 2 ft,38,42
127,2,8:27.0,Turnover by J. Valančiūnas (bad pass),,38,42
128,2,8:27.0,J. Jackson enters the game for B. Caboclo,,38,42
129,2,8:27.0,,B. Bogdanović enters the game for E. Davis,38,42
130,2,8:27.0,,R. Gobert enters the game for D. Mitchell,38,42
131,2,8:27.0,,E. Mudiay enters the game for G. Niang,38,42
132,2,8:14.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,38,42
133,2,8:13.0,,Offensive rebound by B. Bogdanović,38,42
134,2,8:13.0,,Shooting foul by J. Valančiūnas (drawn by B. Bogdanović),38,42
135,2,8:13.0,,B. Bogdanović makes free throw 1 of 2,38,43
136,2,8:13.0,Memphis full timeout,,38,43
137,2,8:13.0,S. Hill enters the game for J. Valančiūnas,,38,43
138,2,8:13.0,,B. Bogdanović makes free throw 2 of 2,38,44
139,2,8:05.0,J. Jackson misses 2-pt jump shot from 9 ft,,38,44
140,2,8:03.0,,Defensive rebound by R. Gobert,38,44
141,2,7:42.0,,J. Green makes 3-pt jump shot from 30 ft (assist by R. Gobert),38,47
142,2,7:28.0,Turnover by J. Jackson (step out of bounds),,38,47
143,2,7:28.0,J. Crowder enters the game for M. Guduric,,38,47
144,2,7:05.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by R. Gobert),38,50
145,2,6:49.0,S. Hill makes 2-pt layup from 10 ft,,40,50
146,2,6:35.0,,J. Green makes 3-pt jump shot from 24 ft (assist by E. Mudiay),40,53
147,2,6:33.0,Memphis full timeout,,40,53
148,2,6:33.0,G. Allen enters the game for D. Brooks,,40,53
149,2,6:33.0,,D. Mitchell enters the game for J. Ingles,40,53
150,2,6:33.0,,R. O'Neale enters the game for E. Mudiay,40,53
151,2,6:19.0,G. Allen misses 2-pt jump shot from 12 ft,,40,53
152,2,6:15.0,,Defensive rebound by B. Bogdanović,40,53
153,2,6:10.0,,J. Green misses 2-pt dunk from 2 ft,40,53
154,2,6:08.0,Defensive rebound by G. Allen,,40,53
155,2,6:03.0,Turnover by G. Allen (bad pass; steal by R. O'Neale),,40,53
156,2,6:00.0,,J. Green makes 2-pt dunk from 1 ft (assist by R. O'Neale),40,55
157,2,5:45.0,J. Crowder misses 3-pt jump shot from 25 ft,,40,55
158,2,5:45.0,,Defensive rebound by R. Gobert,40,55
159,2,5:31.0,,B. Bogdanović makes 2-pt layup from 3 ft (assist by R. Gobert),40,57
160,2,5:17.0,D. Melton makes 2-pt layup from 3 ft,,42,57
161,2,4:59.0,,D. Mitchell makes 3-pt jump shot from 26 ft,42,60
162,2,4:37.0,J. Jackson makes 3-pt jump shot from 26 ft,,45,60
163,2,4:18.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),45,62
164,2,4:00.0,J. Jackson misses 3-pt jump shot from 26 ft,,45,62
165,2,3:56.0,,Defensive rebound by R. O'Neale,45,62
166,2,3:45.0,,J. Green misses 3-pt jump shot from 27 ft,45,62
167,2,3:42.0,Defensive rebound by G. Allen,,45,62
168,2,3:33.0,J. Crowder misses 3-pt jump shot from 24 ft,,45,62
169,2,3:32.0,,Defensive rebound by Team,45,62
170,2,3:32.0,,J. Ingles enters the game for J. Green,45,62
171,2,3:18.0,,J. Ingles misses 2-pt jump shot from 17 ft,45,62
172,2,3:15.0,Defensive rebound by J. Crowder,,45,62
173,2,3:15.0,Personal foul by J. Ingles (drawn by J. Crowder),,45,62
174,2,3:15.0,,J. Green enters the game for J. Ingles,45,62
175,2,2:58.0,Shooting foul by R. Gobert (drawn by J. Jackson),,45,62
176,2,2:58.0,J. Jackson makes free throw 1 of 2,,46,62
177,2,2:58.0,J. Jackson misses free throw 2 of 2,,46,62
178,2,2:56.0,,Defensive rebound by B. Bogdanović,46,62
179,2,2:41.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,46,62
180,2,2:38.0,Defensive rebound by J. Jackson,,46,62
181,2,2:27.0,Offensive foul by J. Jackson (drawn by B. Bogdanović),,46,62
182,2,2:27.0,Turnover by J. Jackson (offensive foul),,46,62
183,2,2:15.0,,B. Bogdanović misses 2-pt layup from 3 ft (block by J. Jackson),46,62
184,2,2:15.0,,Offensive rebound by Team,46,62
185,2,2:15.0,T. Jones enters the game for D. Melton,,46,62
186,2,2:09.0,,Turnover by B. Bogdanović (bad pass),46,62
187,2,2:02.0,Turnover by J. Jackson (step out of bounds),,46,62
188,2,1:48.0,,D. Mitchell misses 2-pt layup from 4 ft,46,62
189,2,1:46.0,,Offensive rebound by R. Gobert,46,62
190,2,1:38.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by B. Bogdanović),46,64
191,2,1:31.0,G. Allen makes 3-pt jump shot from 26 ft (assist by S. Hill),,49,64
192,2,1:13.0,,Personal foul by G. Allen (drawn by D. Mitchell),49,64
193,2,1:07.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,49,64
194,2,1:03.0,Defensive rebound by S. Hill,,49,64
195,2,0:54.0,G. Allen misses 3-pt jump shot from 25 ft,,49,64
196,2,0:51.0,,Defensive rebound by D. Mitchell,49,64
197,2,0:41.0,,Turnover by D. Mitchell (bad pass; steal by T. Jones),49,64
198,2,0:38.0,G. Allen makes 2-pt layup from 2 ft (assist by J. Crowder),,51,64
199,2,0:28.0,,D. Mitchell misses 2-pt layup from 4 ft,51,64
200,2,0:28.0,,Offensive rebound by R. Gobert,51,64
201,2,0:28.0,,R. Gobert makes 2-pt layup from 3 ft,51,66
202,2,0:07.0,J. Jackson makes 2-pt layup from 2 ft,,53,66
203,2,0:07.0,Shooting foul by R. Gobert (drawn by J. Jackson),,53,66
204,2,0:07.0,,G. Niang enters the game for R. Gobert,53,66
205,2,0:07.0,J. Jackson makes free throw 1 of 1,,54,66
206,2,0:02.0,,G. Niang makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),54,69
207,2,0:00.0,T. Jones misses 3-pt jump shot from 41 ft,,54,69
208,2,0:00.0,Offensive rebound by Team,,54,69
209,3,11:54.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,54,69
210,3,11:50.0,,Offensive rebound by R. O'Neale,54,69
211,3,11:44.0,,Turnover by D. Mitchell (lost ball; steal by J. Jackson),54,69
212,3,11:38.0,D. Brooks makes 2-pt layup from 4 ft (assist by T. Jones),,56,69
213,3,11:13.0,,J. Ingles misses 2-pt jump shot from 14 ft,56,69
214,3,11:11.0,Defensive rebound by J. Valančiūnas,,56,69
215,3,11:03.0,J. Jackson makes 2-pt hook shot from 3 ft (assist by T. Jones),,58,69
216,3,10:43.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),58,71
217,3,10:32.0,T. Jones misses 2-pt jump shot from 20 ft,,58,71
218,3,10:29.0,,Defensive rebound by R. Gobert,58,71
219,3,10:22.0,,D. Mitchell makes 2-pt jump shot from 13 ft,58,73
220,3,10:04.0,J. Valančiūnas makes 2-pt hook shot from 6 ft (assist by T. Jones),,60,73
221,3,9:51.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Mitchell),60,75
222,3,9:46.0,J. Crowder misses 3-pt jump shot from 25 ft,,60,75
223,3,9:43.0,,Defensive rebound by J. Ingles,60,75
224,3,9:35.0,,J. Ingles misses 3-pt jump shot from 26 ft,60,75
225,3,9:35.0,Defensive rebound by J. Valančiūnas,,60,75
226,3,9:23.0,Turnover by J. Valančiūnas (bad pass; steal by R. O'Neale),,60,75
227,3,9:22.0,,Personal foul by J. Crowder (drawn by R. O'Neale),60,75
228,3,9:08.0,,D. Mitchell misses 2-pt jump shot from 8 ft,60,75
229,3,9:07.0,Defensive rebound by J. Valančiūnas,,60,75
230,3,8:59.0,J. Valančiūnas makes 2-pt layup from 4 ft (assist by T. Jones),,62,75
231,3,8:40.0,,J. Ingles makes 2-pt layup from 4 ft,62,77
232,3,8:23.0,J. Crowder misses 2-pt jump shot from 12 ft,,62,77
233,3,8:20.0,Offensive rebound by J. Valančiūnas,,62,77
234,3,8:19.0,D. Brooks misses 3-pt jump shot from 24 ft,,62,77
235,3,8:16.0,,Defensive rebound by R. O'Neale,62,77
236,3,8:12.0,,Turnover by D. Mitchell (bad pass; steal by J. Crowder),62,77
237,3,8:06.0,Shooting foul by R. O'Neale (drawn by J. Crowder),,62,77
238,3,8:06.0,J. Crowder makes free throw 1 of 2,,63,77
239,3,8:06.0,J. Crowder makes free throw 2 of 2,,64,77
240,3,8:00.0,,R. O'Neale makes 3-pt jump shot from 23 ft (assist by J. Ingles),64,80
241,3,7:45.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by T. Jones),,67,80
242,3,7:26.0,,R. Gobert misses 2-pt layup from 7 ft (block by J. Valančiūnas),67,80
243,3,7:22.0,Defensive rebound by J. Jackson,,67,80
244,3,7:21.0,T. Jones makes 2-pt layup from 3 ft,,69,80
245,3,7:21.0,,Violation by Team (def goaltending),69,80
246,3,7:05.0,,B. Bogdanović misses 2-pt layup from 9 ft,69,80
247,3,7:03.0,Defensive rebound by J. Valančiūnas,,69,80
248,3,7:00.0,Turnover by T. Jones (lost ball; steal by J. Ingles),,69,80
249,3,6:56.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),69,82
250,3,6:41.0,T. Jones makes 2-pt jump shot from 13 ft,,71,82
251,3,6:16.0,,Turnover by R. Gobert (dbl dribble),71,82
252,3,6:16.0,,Utah full timeout,71,82
253,3,6:16.0,D. Melton enters the game for T. Jones,,71,82
254,3,6:16.0,,E. Mudiay enters the game for D. Mitchell,71,82
255,3,6:01.0,J. Crowder misses 3-pt jump shot from 25 ft,,71,82
256,3,5:57.0,,Defensive rebound by R. Gobert,71,82
257,3,5:40.0,,Turnover by J. Ingles (out of bounds lost ball),71,82
258,3,5:40.0,G. Allen enters the game for D. Brooks,,71,82
259,3,5:40.0,S. Hill enters the game for J. Valančiūnas,,71,82
260,3,5:27.0,S. Hill makes 2-pt layup from 3 ft (assist by D. Melton),,73,82
261,3,5:09.0,,Turnover by E. Mudiay (lost ball; steal by G. Allen),73,82
262,3,5:04.0,G. Allen makes 2-pt layup from 2 ft,,75,82
263,3,4:42.0,,E. Mudiay misses 2-pt jump shot from 11 ft,75,82
264,3,4:41.0,Defensive rebound by Team,,75,82
265,3,4:41.0,,Loose ball foul by E. Mudiay (drawn by D. Melton),75,82
266,3,4:32.0,S. Hill misses 3-pt jump shot from 27 ft,,75,82
267,3,4:29.0,,Defensive rebound by B. Bogdanović,75,82
268,3,4:14.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by E. Mudiay),75,85
269,3,3:55.0,D. Melton misses 3-pt jump shot from 25 ft,,75,85
270,3,3:52.0,,Defensive rebound by R. Gobert,75,85
271,3,3:44.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by J. Ingles),75,88
272,3,3:43.0,Memphis full timeout,,75,88
273,3,3:43.0,,E. Davis enters the game for B. Bogdanović,75,88
274,3,3:43.0,,J. Green enters the game for R. Gobert,75,88
275,3,3:43.0,,D. Mitchell enters the game for J. Ingles,75,88
276,3,3:21.0,J. Crowder misses 3-pt jump shot from 26 ft,,75,88
277,3,3:17.0,,Defensive rebound by E. Mudiay,75,88
278,3,3:08.0,,D. Mitchell misses 2-pt jump shot from 14 ft,75,88
279,3,3:06.0,Defensive rebound by D. Melton,,75,88
280,3,3:01.0,J. Jackson misses 3-pt jump shot from 26 ft,,75,88
281,3,2:56.0,,Defensive rebound by R. O'Neale,75,88
282,3,2:45.0,,R. O'Neale makes 2-pt layup from 3 ft (assist by E. Mudiay),75,90
283,3,2:35.0,Shooting foul by E. Davis (drawn by J. Crowder),,75,90
284,3,2:35.0,J. Crowder makes free throw 1 of 2,,76,90
285,3,2:35.0,J. Valančiūnas enters the game for J. Jackson,,76,90
286,3,2:35.0,J. Crowder makes free throw 2 of 2,,77,90
287,3,2:35.0,,G. Niang enters the game for R. O'Neale,77,90
288,3,2:25.0,Violation by Team (kicked ball),,77,90
289,3,2:25.0,,Utah full timeout,77,90
290,3,2:25.0,M. Guduric enters the game for J. Crowder,,77,90
291,3,2:20.0,,D. Mitchell makes 2-pt jump shot from 13 ft,77,92
292,3,2:06.0,Personal foul by G. Niang (drawn by M. Guduric),,77,92
293,3,1:55.0,S. Hill misses 2-pt jump shot from 19 ft,,77,92
294,3,1:52.0,Offensive rebound by D. Melton,,77,92
295,3,1:41.0,Personal foul by E. Davis (drawn by J. Valančiūnas),,77,92
296,3,1:41.0,J. Valančiūnas misses free throw 1 of 2,,77,92
297,3,1:41.0,Offensive rebound by Team,,77,92
298,3,1:41.0,J. Valančiūnas misses free throw 2 of 2,,77,92
299,3,1:39.0,,Defensive rebound by E. Davis,77,92
300,3,1:29.0,,D. Mitchell makes 2-pt layup from 3 ft (assist by J. Green),77,94
301,3,1:13.0,G. Allen makes 2-pt layup from 2 ft,,79,94
302,3,0:59.0,,J. Green makes 3-pt jump shot from 24 ft (assist by E. Mudiay),79,97
303,3,0:43.0,J. Valančiūnas makes 2-pt jump shot from 9 ft (assist by D. Melton),,81,97
304,3,0:31.0,,D. Mitchell misses 2-pt jump shot from 8 ft,81,97
305,3,0:28.0,Defensive rebound by S. Hill,,81,97
306,3,0:23.0,M. Guduric makes 3-pt jump shot from 24 ft (assist by S. Hill),,84,97
307,3,0:00.0,,G. Niang misses 3-pt jump shot from 27 ft,84,97
308,3,0:00.0,,Offensive rebound by Team,84,97
309,4,11:46.0,D. Brooks makes 2-pt layup from 2 ft (assist by J. Valančiūnas),,86,97
310,4,11:27.0,,J. Green makes 3-pt jump shot from 24 ft (assist by E. Davis),86,100
311,4,11:06.0,M. Guduric misses 3-pt jump shot from 23 ft,,86,100
312,4,11:01.0,,Defensive rebound by D. Mitchell,86,100
313,4,10:48.0,,Turnover by J. Ingles (bad pass; steal by S. Hill),86,100
314,4,10:44.0,Turnover by S. Hill (lost ball; steal by J. Ingles),,86,100
315,4,10:36.0,,E. Davis makes 2-pt layup from 2 ft (assist by G. Niang),86,102
316,4,10:36.0,Memphis full timeout,,86,102
317,4,10:23.0,Shooting foul by J. Green (drawn by D. Brooks),,86,102
318,4,10:23.0,D. Brooks misses free throw 1 of 2,,86,102
319,4,10:23.0,Offensive rebound by Team,,86,102
320,4,10:23.0,J. Jackson enters the game for S. Hill,,86,102
321,4,10:23.0,D. Brooks makes free throw 2 of 2,,87,102
322,4,10:09.0,,D. Mitchell misses 3-pt jump shot from 24 ft,87,102
323,4,10:06.0,Defensive rebound by J. Jackson,,87,102
324,4,9:58.0,D. Brooks misses 3-pt jump shot from 24 ft,,87,102
325,4,9:55.0,,Defensive rebound by E. Davis,87,102
326,4,9:44.0,,Turnover by D. Mitchell (lost ball; steal by D. Brooks),87,102
327,4,9:39.0,Personal foul by D. Mitchell (drawn by D. Brooks),,87,102
328,4,9:39.0,Technical foul by D. Mitchell,,87,102
329,4,9:39.0,,Technical foul by D. Brooks,87,102
330,4,9:39.0,,B. Bogdanović enters the game for G. Niang,87,102
331,4,9:28.0,J. Jackson misses 2-pt layup from 7 ft,,87,102
332,4,9:24.0,,Defensive rebound by E. Davis,87,102
333,4,9:14.0,,Personal foul by D. Brooks (drawn by E. Davis),87,102
334,4,9:14.0,J. Crowder enters the game for M. Guduric,,87,102
335,4,9:14.0,,R. Gobert enters the game for E. Davis,87,102
336,4,9:14.0,,E. Mudiay enters the game for D. Mitchell,87,102
337,4,9:04.0,,Turnover by J. Ingles (bad pass; steal by T. Jones),87,102
338,4,9:00.0,Shooting foul by J. Green (drawn by D. Brooks),,87,102
339,4,9:00.0,D. Brooks misses free throw 1 of 2,,87,102
340,4,9:00.0,Offensive rebound by Team,,87,102
341,4,9:00.0,D. Brooks makes free throw 2 of 2,,88,102
342,4,8:50.0,,Shooting foul by J. Valančiūnas (drawn by E. Mudiay),88,102
343,4,8:50.0,,E. Mudiay makes free throw 1 of 2,88,103
344,4,8:50.0,,E. Mudiay makes free throw 2 of 2,88,104
345,4,8:35.0,J. Jackson misses 2-pt hook shot from 8 ft,,88,104
346,4,8:33.0,,Defensive rebound by R. Gobert,88,104
347,4,8:20.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by J. Ingles),88,106
348,4,8:04.0,Offensive foul by T. Jones (drawn by B. Bogdanović),,88,106
349,4,8:04.0,Turnover by T. Jones (offensive foul),,88,106
350,4,7:46.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,88,106
351,4,7:43.0,Defensive rebound by D. Brooks,,88,106
352,4,7:42.0,Personal take foul by B. Bogdanović (drawn by D. Brooks),,88,106
353,4,7:42.0,G. Allen enters the game for D. Brooks,,88,106
354,4,7:37.0,T. Jones misses 3-pt jump shot from 26 ft,,88,106
355,4,7:34.0,,Defensive rebound by R. Gobert,88,106
356,4,7:18.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by J. Ingles),88,109
357,4,7:16.0,Memphis full timeout,,88,109
358,4,7:16.0,S. Hill enters the game for J. Valančiūnas,,88,109
359,4,7:16.0,,R. O'Neale enters the game for J. Ingles,88,109
360,4,6:58.0,G. Allen misses 3-pt jump shot from 24 ft,,88,109
361,4,6:55.0,,Defensive rebound by E. Mudiay,88,109
362,4,6:45.0,,Turnover by B. Bogdanović (lost ball; steal by J. Crowder),88,109
363,4,6:40.0,G. Allen makes 2-pt jump shot from 6 ft,,90,109
364,4,6:20.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by E. Mudiay),90,111
365,4,6:14.0,Personal foul by R. Gobert (drawn by J. Jackson),,90,111
366,4,6:14.0,J. Jackson makes free throw 1 of 2,,91,111
367,4,6:14.0,J. Jackson makes free throw 2 of 2,,92,111
368,4,6:01.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by E. Mudiay),92,114
369,4,5:47.0,T. Jones makes 2-pt jump shot from 8 ft (assist by J. Jackson),,94,114
370,4,5:37.0,,B. Bogdanović makes 2-pt jump shot from 7 ft,94,116
371,4,5:37.0,,Shooting foul by J. Jackson (drawn by B. Bogdanović),94,116
372,4,5:37.0,D. Melton enters the game for T. Jones,,94,116
373,4,5:37.0,,D. Mitchell enters the game for J. Green,94,116
374,4,5:37.0,,B. Bogdanović makes free throw 1 of 1,94,117
