,QUARTER,TIME_REMAINING,INDIANA_ACTION,GOLDEN STATE_ACTION,INDIANA_SCORE,GOLDEN STATE_SCORE
24,1,8:44.0,,M. Chriss makes free throw 2 of 2,6,13
25,1,8:29.0,T. Warren makes 2-pt jump shot from 13 ft,,8,13
26,1,8:17.0,,G. Robinson makes 3-pt jump shot from 23 ft (assist by D. Russell),8,16
27,1,7:57.0,M. Turner makes 2-pt dunk from 1 ft (assist by T. McConnell),,10,16
28,1,7:45.0,,D. Russell makes 3-pt jump shot from 28 ft (assist by D. Green),10,19
29,1,7:38.0,Indiana full timeout,,10,19
30,1,7:26.0,T. Warren makes 2-pt hook shot from 7 ft (assist by D. Sabonis),,12,19
31,1,7:11.0,,D. Lee misses 3-pt jump shot from 27 ft,12,19
32,1,7:09.0,Defensive rebound by J. Lamb,,12,19
33,1,6:59.0,D. Sabonis misses 2-pt jump shot from 9 ft,,12,19
34,1,6:57.0,Offensive rebound by D. Sabonis,,12,19
35,1,6:52.0,D. Sabonis makes 2-pt layup at rim,,14,19
36,1,6:45.0,,D. Russell misses 3-pt jump shot from 29 ft,14,19
37,1,6:43.0,Defensive rebound by M. Turner,,14,19
38,1,6:32.0,D. Sabonis makes 2-pt hook shot from 6 ft (assist by T. McConnell),,16,19
39,1,6:19.0,,D. Russell makes 2-pt jump shot from 10 ft (assist by D. Green),16,21
40,1,6:09.0,J. Lamb misses 3-pt jump shot from 22 ft,,16,21
41,1,6:07.0,,Defensive rebound by M. Chriss,16,21
42,1,6:04.0,,Shooting foul by J. Lamb (drawn by G. Robinson),16,21
43,1,6:04.0,,G. Robinson misses free throw 1 of 2,16,21
44,1,6:04.0,,Offensive rebound by Team,16,21
45,1,6:04.0,A. Holiday enters the game for J. Lamb,,16,21
46,1,6:04.0,,E. Paschall enters the game for M. Chriss,16,21
47,1,6:04.0,,G. Robinson makes free throw 2 of 2,16,22
48,1,5:53.0,A. Holiday misses 2-pt jump shot from 19 ft,,16,22
49,1,5:51.0,,Defensive rebound by D. Russell,16,22
50,1,5:42.0,,Turnover by D. Russell (bad pass; steal by T. Warren),16,22
51,1,5:42.0,J. Holiday enters the game for D. Sabonis,,16,22
52,1,5:30.0,T. Warren makes 3-pt jump shot from 26 ft (assist by T. McConnell),,19,22
53,1,5:04.0,,D. Lee misses 2-pt layup from 4 ft,19,22
54,1,5:03.0,Defensive rebound by J. Holiday,,19,22
55,1,4:56.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by A. Holiday),,22,22
56,1,4:55.0,,Golden State full timeout,22,22
57,1,4:55.0,,A. Burks enters the game for D. Lee,22,22
58,1,4:55.0,,J. Poole enters the game for D. Russell,22,22
59,1,4:32.0,,J. Poole misses 2-pt jump shot from 8 ft,22,22
60,1,4:30.0,Defensive rebound by M. Turner,,22,22
61,1,4:23.0,T. Warren makes 2-pt layup from 3 ft (assist by T. McConnell),,24,22
62,1,4:08.0,,Personal foul by T. McConnell (drawn by J. Poole),24,22
63,1,4:07.0,,Offensive foul by E. Paschall (drawn by A. Holiday),24,22
64,1,4:07.0,,Turnover by E. Paschall (offensive foul),24,22
65,1,3:58.0,Shooting foul by A. Burks (drawn by M. Turner),,24,22
66,1,3:58.0,M. Turner makes free throw 1 of 2,,25,22
67,1,3:58.0,E. Sumner enters the game for T. McConnell,,25,22
68,1,3:58.0,M. Turner makes free throw 2 of 2,,26,22
69,1,3:47.0,,A. Burks misses 2-pt jump shot from 22 ft,26,22
70,1,3:45.0,Defensive rebound by T. Warren,,26,22
71,1,3:37.0,Personal foul by A. Burks (drawn by E. Sumner),,26,22
72,1,3:28.0,J. Holiday misses 3-pt jump shot from 23 ft,,26,22
73,1,3:26.0,Offensive rebound by A. Holiday,,26,22
74,1,3:09.0,M. Turner misses 2-pt jump shot from 12 ft,,26,22
75,1,3:07.0,,Defensive rebound by A. Burks,26,22
76,1,3:03.0,,Personal foul by M. Turner (drawn by D. Green),26,22
77,1,3:03.0,,O. Spellman enters the game for D. Green,26,22
78,1,2:52.0,,A. Burks misses 2-pt jump shot from 20 ft,26,22
79,1,2:50.0,Defensive rebound by T. Warren,,26,22
80,1,2:40.0,E. Sumner misses 3-pt jump shot from 26 ft,,26,22
81,1,2:38.0,,Defensive rebound by G. Robinson,26,22
82,1,2:27.0,,Turnover by J. Poole (bad pass; steal by E. Sumner),26,22
83,1,2:22.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by T. Warren),,29,22
84,1,2:00.0,,O. Spellman makes 3-pt jump shot from 26 ft (assist by J. Poole),29,25
85,1,1:42.0,T. Warren makes 2-pt jump shot from 21 ft,,31,25
86,1,1:42.0,D. McDermott enters the game for M. Turner,,31,25
87,1,1:42.0,D. Sabonis enters the game for T. Warren,,31,25
88,1,1:26.0,,Personal foul by J. Holiday (drawn by O. Spellman),31,25
89,1,1:26.0,,O. Spellman makes free throw 1 of 2,31,26
90,1,1:26.0,,O. Spellman misses free throw 2 of 2,31,26
91,1,1:24.0,Defensive rebound by D. Sabonis,,31,26
92,1,1:06.0,D. McDermott makes 2-pt layup from 3 ft (assist by D. Sabonis),,33,26
93,1,0:45.0,,A. Burks makes 3-pt jump shot from 27 ft,33,29
94,1,0:45.0,,Shooting foul by A. Holiday (drawn by A. Burks),33,29
95,1,0:45.0,,A. Burks makes free throw 1 of 1,33,30
96,1,0:34.0,D. Sabonis misses 2-pt hook shot from 4 ft,,33,30
97,1,0:32.0,,Defensive rebound by A. Burks,33,30
98,1,0:21.0,,Turnover by E. Paschall (lost ball; steal by A. Holiday),33,30
99,1,0:03.0,Shooting foul by E. Paschall (drawn by D. Sabonis),,33,30
100,1,0:03.0,D. Sabonis makes free throw 1 of 2,,34,30
101,1,0:03.0,D. Sabonis makes free throw 2 of 2,,35,30
102,1,0:02.0,,A. Burks misses 3-pt jump shot from 27 ft,35,30
103,1,0:00.0,,Offensive rebound by Team,35,30
104,2,11:47.0,Turnover by D. McDermott (bad pass; steal by E. Paschall),,35,30
105,2,11:42.0,,O. Spellman makes 2-pt layup from 6 ft (assist by A. Burks),35,32
106,2,11:22.0,A. Holiday makes 3-pt jump shot from 26 ft (assist by E. Sumner),,38,32
107,2,11:07.0,,Turnover by D. Russell (bad pass; steal by D. Sabonis),38,32
108,2,11:01.0,E. Sumner makes 2-pt layup from 1 ft (assist by D. Sabonis),,40,32
109,2,10:51.0,,D. Russell misses 2-pt jump shot from 12 ft,40,32
110,2,10:49.0,,Offensive rebound by E. Paschall,40,32
111,2,10:45.0,,J. Poole misses 3-pt jump shot from 31 ft,40,32
112,2,10:43.0,,Offensive rebound by E. Paschall,40,32
113,2,10:42.0,,D. Russell makes 3-pt jump shot from 34 ft (assist by E. Paschall),40,35
114,2,10:29.0,Personal foul by A. Burks (drawn by A. Holiday),,40,35
115,2,10:29.0,,D. Lee enters the game for A. Burks,40,35
116,2,10:16.0,A. Holiday misses 2-pt layup from 4 ft,,40,35
117,2,10:15.0,,Defensive rebound by O. Spellman,40,35
118,2,10:06.0,,D. Russell makes 3-pt jump shot from 32 ft (assist by J. Poole),40,38
119,2,9:50.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by A. Holiday),,43,38
120,2,9:40.0,,Golden State full timeout,43,38
121,2,9:28.0,,Turnover by O. Spellman (bad pass; steal by D. Sabonis),43,38
122,2,9:06.0,D. McDermott makes 2-pt layup from 4 ft (assist by J. Holiday),,45,38
123,2,8:53.0,,E. Paschall misses 2-pt jump shot from 13 ft,45,38
124,2,8:52.0,Defensive rebound by E. Sumner,,45,38
125,2,8:45.0,Turnover by E. Sumner (palming),,45,38
126,2,8:31.0,,O. Spellman misses 2-pt layup from 6 ft,45,38
127,2,8:30.0,Defensive rebound by D. Sabonis,,45,38
128,2,8:30.0,,M. Chriss enters the game for E. Paschall,45,38
129,2,8:13.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by J. Holiday),,48,38
130,2,7:59.0,,Personal foul by E. Sumner (drawn by J. Poole),48,38
131,2,7:59.0,J. Lamb enters the game for E. Sumner,,48,38
132,2,7:53.0,,Turnover by M. Chriss (lost ball; steal by D. McDermott),48,38
133,2,7:47.0,Personal foul by D. Lee (drawn by D. Sabonis),,48,38
134,2,7:43.0,Offensive foul by D. Sabonis (drawn by D. Lee),,48,38
135,2,7:43.0,Turnover by D. Sabonis (offensive foul),,48,38
136,2,7:29.0,,Turnover by J. Poole (bad pass; steal by D. Sabonis),48,38
137,2,7:19.0,J. Lamb misses 2-pt layup from 1 ft (block by M. Chriss),,48,38
138,2,7:18.0,,Defensive rebound by D. Lee,48,38
139,2,7:09.0,,D. Russell misses 3-pt jump shot from 27 ft,48,38
140,2,7:07.0,Defensive rebound by D. McDermott,,48,38
141,2,6:49.0,Turnover by Team (shot clock),,48,38
142,2,6:49.0,T. McConnell enters the game for A. Holiday,,48,38
143,2,6:49.0,,A. Burks enters the game for J. Poole,48,38
144,2,6:49.0,,D. Green enters the game for O. Spellman,48,38
145,2,6:35.0,,A. Burks misses 2-pt jump shot from 12 ft,48,38
146,2,6:33.0,Defensive rebound by D. Sabonis,,48,38
147,2,6:26.0,T. McConnell makes 2-pt layup from 3 ft,,50,38
148,2,6:16.0,,Personal foul by J. Lamb (drawn by D. Russell),50,38
149,2,6:16.0,T. Warren enters the game for J. Lamb,,50,38
150,2,6:16.0,,G. Robinson enters the game for D. Russell,50,38
151,2,6:05.0,,D. Green misses 2-pt jump shot from 6 ft,50,38
152,2,6:04.0,,Offensive rebound by M. Chriss,50,38
153,2,5:59.0,,M. Chriss makes 2-pt layup from 1 ft,50,40
154,2,5:44.0,Turnover by T. Warren (bad pass; steal by D. Lee),,50,40
155,2,5:40.0,,A. Burks misses 3-pt jump shot from 26 ft,50,40
156,2,5:35.0,Defensive rebound by J. Holiday,,50,40
157,2,5:31.0,T. Warren makes 2-pt jump shot from 10 ft (assist by D. McDermott),,52,40
158,2,5:21.0,,Turnover by D. Green (bad pass; steal by J. Holiday),52,40
159,2,5:14.0,J. Holiday misses 3-pt jump shot from 24 ft,,52,40
160,2,5:12.0,,Defensive rebound by G. Robinson,52,40
161,2,5:08.0,,Turnover by D. Green (traveling),52,40
162,2,5:02.0,J. Holiday makes 2-pt layup from 3 ft (assist by T. McConnell),,54,40
163,2,5:02.0,,Golden State full timeout,54,40
164,2,5:02.0,A. Holiday enters the game for J. Holiday,,54,40
165,2,4:52.0,,D. Lee misses 2-pt layup from 6 ft (block by T. McConnell),54,40
166,2,4:51.0,,Offensive rebound by Team,54,40
167,2,4:44.0,,M. Chriss makes 2-pt dunk from 1 ft (assist by A. Burks),54,42
168,2,4:27.0,D. Sabonis misses 2-pt hook shot from 6 ft,,54,42
169,2,4:23.0,Offensive rebound by T. Warren,,54,42
170,2,4:22.0,T. Warren makes 3-pt jump shot from 23 ft,,57,42
171,2,4:09.0,,D. Green makes 3-pt jump shot from 28 ft (assist by A. Burks),57,45
172,2,3:53.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by T. Warren),,60,45
173,2,3:43.0,,Turnover by D. Green (lost ball; steal by T. Warren),60,45
174,2,3:39.0,T. Warren makes 2-pt layup from 2 ft (assist by A. Holiday),,62,45
175,2,3:24.0,,A. Burks makes 2-pt jump shot from 11 ft (assist by M. Chriss),62,47
176,2,3:24.0,,Shooting foul by A. Holiday (drawn by A. Burks),62,47
177,2,3:24.0,M. Turner enters the game for D. Sabonis,,62,47
178,2,3:24.0,,D. Russell enters the game for D. Lee,62,47
179,2,3:24.0,,A. Burks misses free throw 1 of 1,62,47
180,2,3:23.0,Defensive rebound by M. Turner,,62,47
181,2,3:03.0,T. Warren makes 2-pt jump shot from 8 ft,,64,47
182,2,2:47.0,,A. Burks misses 2-pt layup from 9 ft,64,47
183,2,2:46.0,Defensive rebound by M. Turner,,64,47
184,2,2:40.0,D. McDermott makes 2-pt dunk from 1 ft (assist by T. McConnell),,66,47
185,2,2:32.0,,Golden State full timeout,66,47
186,2,2:32.0,,D. Lee enters the game for A. Burks,66,47
187,2,2:32.0,,E. Paschall enters the game for M. Chriss,66,47
188,2,2:28.0,,D. Russell misses 2-pt jump shot from 16 ft,66,47
189,2,2:26.0,Defensive rebound by D. McDermott,,66,47
190,2,2:08.0,T. Warren misses 3-pt jump shot from 24 ft,,66,47
191,2,2:06.0,,Defensive rebound by D. Russell,66,47
192,2,1:59.0,,Turnover by D. Russell (bad pass; steal by T. McConnell),66,47
193,2,1:53.0,T. Warren misses 2-pt layup from 3 ft,,66,47
194,2,1:52.0,,Defensive rebound by D. Lee,66,47
195,2,1:44.0,,G. Robinson misses 3-pt jump shot from 27 ft,66,47
196,2,1:42.0,Defensive rebound by M. Turner,,66,47
197,2,1:26.0,T. Warren misses 2-pt jump shot from 18 ft,,66,47
198,2,1:25.0,,Defensive rebound by D. Russell,66,47
199,2,1:13.0,,D. Russell misses 2-pt jump shot from 21 ft,66,47
200,2,1:09.0,Defensive rebound by A. Holiday,,66,47
201,2,1:00.0,T. Warren misses 2-pt layup from 3 ft,,66,47
202,2,0:58.0,,Defensive rebound by E. Paschall,66,47
203,2,0:54.0,,G. Robinson makes 2-pt jump shot from 15 ft (assist by D. Green),66,49
204,2,0:35.0,Technical foul by D. Russell,,66,49
205,2,0:35.0,T. Warren makes technical free throw,,67,49
206,2,0:25.0,A. Holiday misses 2-pt jump shot from 17 ft,,67,49
207,2,0:18.0,,Defensive rebound by D. Lee,67,49
208,2,0:03.0,,D. Lee makes 2-pt jump shot from 12 ft (assist by D. Green),67,51
209,3,11:45.0,Personal foul by M. Chriss (drawn by D. Sabonis),,67,51
210,3,11:34.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,70,51
211,3,11:18.0,,G. Robinson makes 2-pt jump shot from 19 ft (assist by D. Green),70,53
212,3,10:51.0,T. McConnell misses 2-pt jump shot from 9 ft,,70,53
213,3,10:50.0,,Defensive rebound by D. Green,70,53
214,3,10:46.0,,G. Robinson makes 3-pt jump shot from 26 ft (assist by D. Green),70,56
215,3,10:32.0,Indiana full timeout,,70,56
216,3,10:22.0,J. Lamb makes 2-pt jump shot from 19 ft,,72,56
217,3,10:06.0,,D. Green misses 3-pt jump shot from 27 ft,72,56
218,3,10:04.0,Defensive rebound by J. Lamb,,72,56
219,3,9:51.0,Turnover by D. Sabonis (back court),,72,56
220,3,9:43.0,,D. Green misses 3-pt jump shot from 23 ft,72,56
221,3,9:41.0,Defensive rebound by M. Turner,,72,56
222,3,9:34.0,Turnover by T. McConnell (bad pass; steal by D. Green),,72,56
223,3,9:25.0,,D. Russell makes 2-pt jump shot from 16 ft (assist by D. Green),72,58
224,3,9:13.0,T. McConnell makes 2-pt jump shot from 8 ft,,74,58
225,3,9:00.0,,Turnover by G. Robinson (lost ball; steal by M. Turner),74,58
226,3,8:58.0,Personal take foul by D. Green (drawn by J. Lamb),,74,58
227,3,8:48.0,Shooting foul by M. Chriss (drawn by D. Sabonis),,74,58
228,3,8:48.0,D. Sabonis makes free throw 1 of 2,,75,58
229,3,8:48.0,D. Sabonis makes free throw 2 of 2,,76,58
230,3,8:37.0,,D. Russell makes 2-pt jump shot from 19 ft,76,60
231,3,8:23.0,Shooting foul by D. Lee (drawn by D. Sabonis),,76,60
232,3,8:23.0,D. Sabonis makes free throw 1 of 2,,77,60
233,3,8:23.0,D. Sabonis makes free throw 2 of 2,,78,60
234,3,8:14.0,,G. Robinson makes 2-pt jump shot from 20 ft,78,62
235,3,8:01.0,T. Warren misses 3-pt jump shot from 27 ft,,78,62
236,3,7:59.0,,Defensive rebound by D. Green,78,62
237,3,7:45.0,,M. Chriss makes 3-pt jump shot from 28 ft (assist by D. Russell),78,65
238,3,7:30.0,T. Warren misses 3-pt jump shot from 27 ft,,78,65
239,3,7:26.0,,Defensive rebound by D. Green,78,65
240,3,7:22.0,,D. Russell makes 3-pt jump shot from 28 ft (assist by D. Green),78,68
241,3,7:00.0,M. Turner makes 2-pt jump shot from 14 ft (assist by J. Lamb),,80,68
242,3,6:49.0,,D. Russell makes 3-pt jump shot from 32 ft (assist by G. Robinson),80,71
243,3,6:49.0,Indiana full timeout,,80,71
244,3,6:35.0,M. Turner misses 2-pt jump shot from 15 ft,,80,71
245,3,6:29.0,,Defensive rebound by D. Russell,80,71
246,3,6:23.0,,D. Russell makes 3-pt jump shot from 28 ft,80,74
247,3,6:01.0,T. Warren misses 2-pt layup from 4 ft,,80,74
248,3,5:58.0,,Defensive rebound by G. Robinson,80,74
249,3,5:51.0,,G. Robinson misses 3-pt jump shot from 26 ft,80,74
250,3,5:49.0,Defensive rebound by D. Sabonis,,80,74
251,3,5:37.0,T. Warren makes 2-pt layup from 4 ft (assist by T. McConnell),,82,74
252,3,5:37.0,,Technical foul by T. Warren,82,74
253,3,5:37.0,,G. Robinson makes technical free throw,82,75
254,3,5:37.0,A. Holiday enters the game for T. McConnell,,82,75
255,3,5:37.0,J. Holiday enters the game for D. Sabonis,,82,75
256,3,5:28.0,,D. Green misses 2-pt layup from 2 ft,82,75
257,3,5:23.0,,Offensive rebound by Team,82,75
258,3,5:13.0,,D. Russell misses 2-pt jump shot from 19 ft (block by T. Warren),82,75
259,3,5:11.0,Defensive rebound by M. Turner,,82,75
260,3,4:57.0,Personal foul by G. Robinson (drawn by T. Warren),,82,75
261,3,4:57.0,,A. Burks enters the game for M. Chriss,82,75
262,3,4:57.0,,E. Paschall enters the game for D. Lee,82,75
263,3,4:57.0,T. Warren misses free throw 1 of 2,,82,75
264,3,4:57.0,Offensive rebound by Team,,82,75
265,3,4:57.0,T. Warren makes free throw 2 of 2,,83,75
266,3,4:38.0,,D. Green makes 2-pt layup from 6 ft (assist by E. Paschall),83,77
267,3,4:38.0,,Shooting foul by J. Holiday (drawn by D. Green),83,77
268,3,4:38.0,,D. Green makes free throw 1 of 1,83,78
269,3,4:26.0,A. Holiday misses 3-pt jump shot from 30 ft,,83,78
270,3,4:24.0,Offensive rebound by Team,,83,78
271,3,4:17.0,T. Warren makes 2-pt jump shot from 13 ft (assist by A. Holiday),,85,78
272,3,4:04.0,,D. Russell makes 3-pt jump shot from 27 ft (assist by D. Green),85,81
273,3,3:39.0,A. Holiday makes 3-pt jump shot from 23 ft (assist by J. Holiday),,88,81
274,3,3:10.0,,A. Burks misses 3-pt jump shot from 26 ft,88,81
275,3,3:08.0,Defensive rebound by J. Holiday,,88,81
276,3,2:54.0,M. Turner misses 2-pt hook shot from 4 ft,,88,81
277,3,2:52.0,,Defensive rebound by D. Green,88,81
278,3,2:48.0,,Turnover by D. Green (bad pass),88,81
279,3,2:48.0,,O. Spellman enters the game for D. Green,88,81
280,3,2:34.0,A. Holiday makes 3-pt jump shot from 23 ft (assist by J. Lamb),,91,81
281,3,2:23.0,,Turnover by D. Russell (lost ball; steal by T. Warren),91,81
282,3,2:21.0,T. Warren makes 2-pt dunk from 2 ft,,93,81
283,3,2:05.0,,A. Burks misses 3-pt jump shot from 23 ft,93,81
284,3,2:03.0,,Offensive rebound by G. Robinson,93,81
285,3,2:03.0,,G. Robinson makes 2-pt dunk at rim,93,83
286,3,1:40.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by J. Holiday),,96,83
287,3,1:37.0,,Golden State full timeout,96,83
288,3,1:37.0,D. McDermott enters the game for M. Turner,,96,83
289,3,1:37.0,D. Sabonis enters the game for T. Warren,,96,83
290,3,1:37.0,,J. Poole enters the game for D. Russell,96,83
291,3,1:15.0,,E. Paschall misses 2-pt layup from 6 ft (block by A. Holiday),96,83
292,3,1:14.0,Defensive rebound by Team,,96,83
293,3,1:02.0,D. Sabonis misses 2-pt hook shot from 6 ft,,96,83
294,3,1:01.0,,Defensive rebound by E. Paschall,96,83
295,3,0:42.0,,J. Poole misses 2-pt jump shot from 17 ft,96,83
296,3,0:40.0,Defensive rebound by D. Sabonis,,96,83
297,3,0:32.0,J. Lamb makes 2-pt jump shot from 18 ft,,98,83
298,3,0:10.0,,O. Spellman misses 3-pt jump shot from 26 ft,98,83
299,3,0:08.0,,Offensive rebound by A. Burks,98,83
300,3,0:02.0,,A. Burks makes 3-pt jump shot from 27 ft,98,86
301,4,11:47.0,,Shooting foul by D. McDermott (drawn by A. Burks),98,86
302,4,11:47.0,,A. Burks makes free throw 1 of 2,98,87
303,4,11:47.0,,A. Burks makes free throw 2 of 2,98,88
304,4,11:33.0,D. McDermott makes 3-pt jump shot from 28 ft (assist by A. Holiday),,101,88
305,4,11:13.0,,E. Paschall makes 2-pt jump shot from 8 ft (assist by A. Burks),101,90
306,4,10:57.0,D. Sabonis makes 2-pt layup from 3 ft (assist by T. McConnell),,103,90
307,4,10:43.0,,O. Spellman makes 3-pt jump shot from 27 ft (assist by D. Russell),103,93
308,4,10:26.0,J. Holiday misses 3-pt jump shot from 24 ft,,103,93
309,4,10:24.0,,Defensive rebound by A. Burks,103,93
310,4,10:16.0,,E. Paschall makes 2-pt jump shot from 19 ft (assist by A. Burks),103,95
311,4,10:00.0,Offensive foul by D. Sabonis (drawn by E. Paschall),,103,95
312,4,10:00.0,Turnover by D. Sabonis (offensive foul),,103,95
313,4,9:49.0,,A. Burks misses 2-pt jump shot from 11 ft,103,95
314,4,9:48.0,Defensive rebound by T. McConnell,,103,95
315,4,9:40.0,T. McConnell makes 2-pt layup from 2 ft,,105,95
316,4,9:28.0,,Personal foul by D. McDermott (drawn by D. Russell),105,95
317,4,9:21.0,,O. Spellman misses 2-pt layup from 6 ft,105,95
318,4,9:20.0,,Offensive rebound by E. Paschall,105,95
319,4,9:20.0,,Personal foul by D. Sabonis (drawn by E. Paschall),105,95
320,4,9:09.0,,Turnover by D. Russell (lost ball; steal by J. Holiday),105,95
321,4,9:05.0,D. McDermott makes 3-pt jump shot from 29 ft (assist by A. Holiday),,108,95
322,4,8:50.0,,E. Paschall makes 2-pt jump shot from 13 ft (assist by A. Burks),108,97
323,4,8:33.0,D. Sabonis makes 2-pt layup from 3 ft (assist by A. Holiday),,110,97
324,4,8:17.0,,J. Poole makes 3-pt jump shot from 28 ft (assist by A. Burks),110,100
325,4,8:08.0,J. Holiday misses 3-pt jump shot from 23 ft,,110,100
326,4,8:06.0,,Defensive rebound by E. Paschall,110,100
327,4,7:58.0,,J. Poole makes 3-pt jump shot from 27 ft (assist by D. Russell),110,103
328,4,7:58.0,Indiana full timeout,,110,103
329,4,7:58.0,J. Lamb enters the game for A. Holiday,,110,103
330,4,7:58.0,T. Warren enters the game for J. Holiday,,110,103
331,4,7:58.0,,M. Chriss enters the game for E. Paschall,110,103
332,4,7:58.0,,D. Lee enters the game for D. Russell,110,103
333,4,7:45.0,T. Warren misses 2-pt jump shot from 14 ft,,110,103
334,4,7:43.0,,Defensive rebound by O. Spellman,110,103
335,4,7:31.0,,A. Burks misses 2-pt jump shot from 19 ft,110,103
336,4,7:29.0,Defensive rebound by D. Sabonis,,110,103
337,4,7:15.0,T. McConnell makes 2-pt layup from 2 ft,,112,103
338,4,7:07.0,,Turnover by M. Chriss (lost ball; steal by J. Lamb),112,103
339,4,6:58.0,Personal foul by J. Poole (drawn by D. Sabonis),,112,103
340,4,6:58.0,,D. Green enters the game for A. Burks,112,103
341,4,6:58.0,,G. Robinson enters the game for O. Spellman,112,103
342,4,6:44.0,T. McConnell misses 2-pt jump shot from 15 ft,,112,103
343,4,6:41.0,,Defensive rebound by M. Chriss,112,103
344,4,6:29.0,,D. Lee misses 2-pt jump shot from 13 ft,112,103
345,4,6:28.0,Defensive rebound by D. Sabonis,,112,103
346,4,6:24.0,Turnover by D. Sabonis (lost ball; steal by M. Chriss),,112,103
347,4,6:20.0,,Shooting foul by D. McDermott (drawn by J. Poole),112,103
348,4,6:20.0,,J. Poole makes free throw 1 of 3,112,104
349,4,6:20.0,,J. Poole makes free throw 2 of 3,112,105
350,4,6:20.0,,J. Poole makes free throw 3 of 3,112,106
351,4,6:02.0,T. McConnell makes 2-pt jump shot from 10 ft (assist by J. Lamb),,114,106
352,4,5:53.0,,J. Poole misses 3-pt jump shot from 31 ft,114,106
353,4,5:51.0,Defensive rebound by J. Lamb,,114,106
354,4,5:43.0,Personal foul by D. Lee (drawn by D. Sabonis),,114,106
355,4,5:30.0,J. Lamb makes 2-pt layup from 3 ft (assist by D. Sabonis),,116,106
356,4,5:27.0,,Offensive foul by J. Poole (drawn by J. Lamb),116,106
357,4,5:27.0,,Turnover by J. Poole (offensive foul),116,106
358,4,5:15.0,D. Sabonis misses 2-pt hook shot from 6 ft,,116,106
359,4,5:14.0,Offensive rebound by T. Warren,,116,106
360,4,5:13.0,T. Warren makes 2-pt layup from 3 ft,,118,106
361,4,5:12.0,,Golden State full timeout,118,106
362,4,5:12.0,,A. Burks enters the game for M. Chriss,118,106
363,4,5:12.0,,E. Paschall enters the game for D. Lee,118,106
364,4,5:12.0,,D. Russell enters the game for J. Poole,118,106
365,4,4:57.0,,D. Green makes 2-pt layup from 2 ft (assist by D. Russell),118,108
366,4,4:43.0,D. McDermott misses 3-pt jump shot from 29 ft,,118,108
367,4,4:41.0,,Defensive rebound by A. Burks,118,108
368,4,4:39.0,,Turnover by A. Burks (bad pass),118,108
369,4,4:34.0,D. McDermott makes 3-pt jump shot from 29 ft (assist by D. Sabonis),,121,108
370,4,4:16.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by D. Green),121,111
371,4,3:51.0,T. McConnell misses 2-pt jump shot from 12 ft,,121,111
372,4,3:50.0,,Defensive rebound by G. Robinson,121,111
373,4,3:42.0,,Personal foul by T. Warren (drawn by D. Green),121,111
374,4,3:42.0,,D. Green makes free throw 1 of 2,121,112
375,4,3:42.0,,D. Green makes free throw 2 of 2,121,113
376,4,3:42.0,Indiana full timeout,,121,113
377,4,3:42.0,A. Holiday enters the game for T. McConnell,,121,113
378,4,3:21.0,Turnover by D. Sabonis (bad pass; steal by E. Paschall),,121,113
