,QUARTER,TIME_REMAINING,DENVER_ACTION,DALLAS_ACTION,DENVER_SCORE,DALLAS_SCORE
77,1,1:19.0,Shooting foul by J. Jackson (drawn by J. Grant),,20,27
78,1,1:19.0,J. Grant makes free throw 1 of 2,,21,27
79,1,1:19.0,M. Beasley enters the game for G. Harris,,21,27
80,1,1:19.0,,J. Brunson enters the game for D. Wright,21,27
81,1,1:19.0,J. Grant makes free throw 2 of 2,,22,27
82,1,1:07.0,,Personal foul by M. Porter (drawn by M. Kleber),22,27
83,1,0:58.0,,S. Curry makes 2-pt jump shot from 7 ft (assist by L. Dončić),22,29
84,1,0:48.0,Turnover by M. Porter (lost ball; steal by J. Jackson),,22,29
85,1,0:42.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by J. Brunson),22,32
86,1,0:28.0,M. Morris makes 2-pt jump shot from 21 ft (assist by J. Grant),,24,32
87,1,0:20.0,,L. Dončić misses 3-pt jump shot from 26 ft,24,32
88,1,0:16.0,Defensive rebound by M. Plumlee,,24,32
89,1,0:01.0,J. Grant makes 3-pt jump shot from 25 ft (assist by M. Morris),,27,32
90,2,11:39.0,Turnover by M. Plumlee (lost ball; steal by S. Curry),,27,32
91,2,11:33.0,,S. Curry misses 2-pt jump shot from 4 ft,27,32
92,2,11:31.0,Defensive rebound by J. Hernangómez,,27,32
93,2,11:18.0,Turnover by M. Beasley (palming),,27,32
94,2,11:04.0,,S. Curry misses 2-pt jump shot from 17 ft,27,32
95,2,11:02.0,Defensive rebound by J. Hernangómez,,27,32
96,2,10:56.0,J. Hernangómez misses 2-pt layup from 2 ft,,27,32
97,2,10:52.0,,Defensive rebound by M. Kleber,27,32
98,2,10:48.0,,Shooting foul by J. Hernangómez (drawn by T. Hardaway),27,32
99,2,10:48.0,,T. Hardaway makes free throw 1 of 2,27,33
100,2,10:48.0,,T. Hardaway makes free throw 2 of 2,27,34
101,2,10:39.0,M. Morris makes 2-pt jump shot from 20 ft,,29,34
102,2,10:23.0,,M. Kleber misses 3-pt jump shot from 25 ft,29,34
103,2,10:20.0,Defensive rebound by M. Plumlee,,29,34
104,2,10:14.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),,31,34
105,2,9:57.0,,S. Curry makes 2-pt jump shot from 2 ft,31,36
106,2,9:44.0,M. Plumlee makes 2-pt jump shot from 3 ft (assist by M. Morris),,33,36
107,2,9:30.0,,T. Hardaway misses 3-pt jump shot from 26 ft,33,36
108,2,9:26.0,Defensive rebound by M. Beasley,,33,36
109,2,9:24.0,M. Beasley misses 2-pt jump shot from 13 ft,,33,36
110,2,9:21.0,,Defensive rebound by M. Kleber,33,36
111,2,9:15.0,,J. Brunson misses 2-pt jump shot from 8 ft,33,36
112,2,9:13.0,Defensive rebound by M. Porter,,33,36
113,2,9:10.0,Offensive foul by M. Porter (drawn by M. Kleber),,33,36
114,2,9:10.0,Turnover by M. Porter (offensive foul),,33,36
115,2,9:10.0,J. Murray enters the game for M. Porter,,33,36
116,2,8:50.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by J. Brunson),33,38
117,2,8:30.0,M. Beasley makes 2-pt jump shot from 6 ft (assist by M. Plumlee),,35,38
118,2,8:09.0,,J. Brunson misses 3-pt jump shot from 25 ft,35,38
119,2,8:07.0,Defensive rebound by Team,,35,38
120,2,7:47.0,M. Plumlee misses 2-pt hook shot from 6 ft,,35,38
121,2,7:44.0,,Defensive rebound by M. Kleber,35,38
122,2,7:41.0,,S. Curry misses 3-pt jump shot from 28 ft,35,38
123,2,7:38.0,Defensive rebound by J. Murray,,35,38
124,2,7:22.0,M. Beasley makes 2-pt layup from 2 ft (assist by M. Plumlee),,37,38
125,2,7:22.0,,Dallas full timeout,37,38
126,2,7:09.0,,M. Kleber makes 2-pt layup from 2 ft (assist by J. Brunson),37,40
127,2,6:55.0,M. Beasley misses 2-pt layup from 1 ft (block by M. Kleber),,37,40
128,2,6:55.0,,Defensive rebound by J. Jackson,37,40
129,2,6:50.0,,Shooting foul by J. Hernangómez (drawn by T. Hardaway),37,40
130,2,6:50.0,,T. Hardaway misses free throw 1 of 2,37,40
131,2,6:50.0,,Offensive rebound by Team,37,40
132,2,6:50.0,,T. Hardaway misses free throw 2 of 2,37,40
133,2,6:47.0,Defensive rebound by M. Plumlee,,37,40
134,2,6:38.0,J. Murray makes 2-pt layup from 1 ft (assist by J. Hernangómez),,39,40
135,2,6:18.0,,J. Jackson misses 2-pt jump shot from 5 ft,39,40
136,2,6:16.0,Defensive rebound by J. Hernangómez,,39,40
137,2,6:00.0,J. Murray misses 2-pt jump shot from 15 ft,,39,40
138,2,5:57.0,,Defensive rebound by J. Brunson,39,40
139,2,5:57.0,,Personal foul by M. Plumlee (drawn by J. Brunson),39,40
140,2,5:57.0,T. Craig enters the game for M. Beasley,,39,40
141,2,5:57.0,J. Grant enters the game for J. Hernangómez,,39,40
142,2,5:57.0,G. Harris enters the game for M. Morris,,39,40
143,2,5:57.0,,L. Dončić enters the game for S. Curry,39,40
144,2,5:57.0,,D. Finney-Smith enters the game for T. Hardaway,39,40
145,2,5:57.0,,D. Powell enters the game for M. Kleber,39,40
146,2,5:32.0,,D. Powell makes 2-pt jump shot from 5 ft (assist by J. Brunson),39,42
147,2,5:18.0,J. Murray makes 2-pt jump shot from 12 ft,,41,42
148,2,4:57.0,,D. Powell makes 2-pt dunk from 2 ft (assist by L. Dončić),41,44
149,2,4:55.0,Denver full timeout,,41,44
150,2,4:55.0,N. Jokić enters the game for M. Plumlee,,41,44
151,2,4:55.0,,D. Wright enters the game for J. Brunson,41,44
152,2,4:31.0,N. Jokić makes 2-pt jump shot from 7 ft (assist by J. Murray),,43,44
153,2,4:13.0,,Turnover by L. Dončić (bad pass; steal by G. Harris),43,44
154,2,4:01.0,Personal foul by J. Jackson (drawn by G. Harris),,43,44
155,2,3:52.0,Turnover by N. Jokić (bad pass; steal by D. Wright),,43,44
156,2,3:49.0,,D. Wright makes 2-pt layup from 2 ft,43,46
157,2,3:34.0,T. Craig makes 3-pt jump shot from 27 ft (assist by J. Murray),,46,46
158,2,3:14.0,,Shooting foul by J. Murray (drawn by D. Wright),46,46
159,2,3:14.0,,D. Wright misses free throw 1 of 2,46,46
160,2,3:14.0,,Offensive rebound by Team,46,46
161,2,3:14.0,,D. Wright makes free throw 2 of 2,46,47
162,2,3:02.0,J. Murray misses 3-pt jump shot from 25 ft,,46,47
163,2,2:57.0,,Defensive rebound by D. Finney-Smith,46,47
164,2,2:48.0,,D. Wright makes 3-pt jump shot from 23 ft (assist by L. Dončić),46,50
165,2,2:31.0,G. Harris misses 3-pt jump shot from 24 ft,,46,50
166,2,2:26.0,Offensive rebound by J. Grant,,46,50
167,2,2:26.0,T. Craig misses 3-pt jump shot from 24 ft,,46,50
168,2,2:24.0,Offensive rebound by T. Craig,,46,50
169,2,2:22.0,N. Jokić makes 2-pt layup at rim (assist by T. Craig),,48,50
170,2,2:03.0,,Turnover by L. Dončić (bad pass),48,50
171,2,2:03.0,M. Morris enters the game for J. Murray,,48,50
172,2,1:55.0,Shooting foul by J. Jackson (drawn by G. Harris),,48,50
173,2,1:55.0,,T. Hardaway enters the game for J. Jackson,48,50
174,2,1:55.0,G. Harris misses free throw 1 of 2,,48,50
175,2,1:55.0,Offensive rebound by Team,,48,50
176,2,1:55.0,G. Harris makes free throw 2 of 2,,49,50
177,2,1:51.0,,Turnover by D. Finney-Smith (bad pass; steal by G. Harris),49,50
178,2,1:49.0,Personal take foul by D. Finney-Smith (drawn by G. Harris),,49,50
179,2,1:49.0,G. Harris makes free throw 1 of 2,,50,50
180,2,1:49.0,G. Harris makes free throw 2 of 2,,51,50
181,2,1:34.0,,L. Dončić makes 2-pt layup from 2 ft,51,52
182,2,1:34.0,,Shooting foul by T. Craig (drawn by L. Dončić),51,52
183,2,1:34.0,,L. Dončić makes free throw 1 of 1,51,53
184,2,1:25.0,M. Morris misses 3-pt jump shot from 24 ft,,51,53
185,2,1:22.0,,Defensive rebound by D. Powell,51,53
186,2,1:16.0,,Turnover by D. Finney-Smith (step out of bounds),51,53
187,2,0:59.0,Shooting foul by D. Powell (drawn by N. Jokić),,51,53
188,2,0:59.0,N. Jokić misses free throw 1 of 2,,51,53
189,2,0:59.0,Offensive rebound by Team,,51,53
190,2,0:59.0,M. Beasley enters the game for T. Craig,,51,53
191,2,0:59.0,,M. Kleber enters the game for D. Powell,51,53
192,2,0:59.0,N. Jokić makes free throw 2 of 2,,52,53
193,2,0:50.0,,Shooting foul by N. Jokić (drawn by L. Dončić),52,53
194,2,0:50.0,,L. Dončić makes free throw 1 of 2,52,54
195,2,0:50.0,,L. Dončić misses free throw 2 of 2,52,54
196,2,0:48.0,Defensive rebound by N. Jokić,,52,54
197,2,0:40.0,Turnover by M. Morris (bad pass; steal by D. Finney-Smith),,52,54
198,2,0:29.0,,L. Dončić makes 2-pt layup from 3 ft (assist by T. Hardaway),52,56
199,2,0:14.0,Shooting foul by M. Kleber (drawn by N. Jokić),,52,56
200,2,0:14.0,N. Jokić makes free throw 1 of 2,,53,56
201,2,0:14.0,N. Jokić makes free throw 2 of 2,,54,56
202,2,0:04.0,,M. Kleber makes 3-pt jump shot from 27 ft (assist by L. Dončić),54,59
203,2,0:00.0,Shooting foul by L. Dončić (drawn by J. Grant),,54,59
204,2,0:00.0,Instant Replay (Request: Ruling Stands),,54,59
205,2,0:00.0,J. Grant makes free throw 1 of 2,,55,59
206,2,0:00.0,J. Grant makes free throw 2 of 2,,56,59
207,3,11:39.0,J. Murray makes 2-pt layup from 2 ft,,58,59
208,3,11:26.0,,Personal foul by J. Grant (drawn by D. Powell),58,59
209,3,11:15.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by L. Dončić),58,62
210,3,11:01.0,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Murray),,61,62
211,3,10:49.0,,Shooting foul by J. Grant (drawn by D. Powell),61,62
212,3,10:49.0,,D. Powell misses free throw 1 of 2,61,62
213,3,10:49.0,,Offensive rebound by Team,61,62
214,3,10:49.0,,D. Powell makes free throw 2 of 2,61,63
215,3,10:26.0,T. Craig misses 3-pt jump shot from 26 ft,,61,63
216,3,10:25.0,Offensive rebound by Team,,61,63
217,3,10:25.0,Turnover by Team (shot clock),,61,63
218,3,10:14.0,,Turnover by L. Dončić (traveling),61,63
219,3,10:04.0,J. Murray makes 2-pt jump shot from 14 ft (assist by N. Jokić),,63,63
220,3,9:52.0,,L. Dončić misses 3-pt jump shot from 25 ft,63,63
221,3,9:50.0,,Offensive rebound by D. Finney-Smith,63,63
222,3,9:46.0,,D. Powell makes 2-pt layup from 3 ft (assist by D. Finney-Smith),63,65
223,3,9:34.0,J. Murray misses 3-pt jump shot from 27 ft,,63,65
224,3,9:32.0,,Defensive rebound by D. Powell,63,65
225,3,9:23.0,,Turnover by L. Dončić (bad pass; steal by N. Jokić),63,65
226,3,9:22.0,Personal foul by L. Dončić (drawn by N. Jokić),,63,65
227,3,9:04.0,N. Jokić misses 3-pt jump shot from 26 ft,,63,65
228,3,9:00.0,,Defensive rebound by L. Dončić,63,65
229,3,8:51.0,,D. Powell misses 2-pt layup from 3 ft (block by N. Jokić),63,65
230,3,8:48.0,Defensive rebound by N. Jokić,,63,65
231,3,8:45.0,Personal foul by D. Wright (drawn by J. Grant),,63,65
232,3,8:36.0,G. Harris misses 2-pt jump shot from 22 ft,,63,65
233,3,8:34.0,,Defensive rebound by D. Wright,63,65
234,3,8:25.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,63,65
235,3,8:21.0,Defensive rebound by N. Jokić,,63,65
236,3,8:16.0,,Violation by Team (kicked ball),63,65
237,3,8:09.0,J. Murray misses 2-pt jump shot from 20 ft,,63,65
238,3,8:09.0,Offensive rebound by Team,,63,65
239,3,8:08.0,,Loose ball foul by D. Powell (drawn by N. Jokić),63,65
240,3,8:03.0,N. Jokić makes 2-pt jump shot from 11 ft (assist by J. Murray),,65,65
241,3,7:45.0,,L. Dončić makes 2-pt jump shot from 8 ft (assist by D. Powell),65,67
242,3,7:25.0,Turnover by J. Murray (lost ball; steal by D. Wright),,65,67
243,3,7:23.0,,L. Dončić makes 2-pt layup from 2 ft,65,69
244,3,7:23.0,,Shooting foul by T. Craig (drawn by L. Dončić),65,69
245,3,7:23.0,,M. Kleber enters the game for D. Powell,65,69
246,3,7:23.0,,L. Dončić makes free throw 1 of 1,65,70
247,3,7:10.0,N. Jokić makes 2-pt hook shot from 5 ft,,67,70
248,3,7:02.0,,Personal foul by T. Craig (drawn by L. Dončić),67,70
249,3,7:02.0,M. Beasley enters the game for T. Craig,,67,70
250,3,6:47.0,,L. Dončić makes 2-pt jump shot from 18 ft,67,72
251,3,6:34.0,M. Beasley misses 2-pt jump shot from 10 ft,,67,72
252,3,6:33.0,Offensive rebound by Team,,67,72
253,3,6:33.0,,Dallas full timeout,67,72
254,3,6:30.0,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Grant),,70,72
255,3,6:14.0,,Turnover by L. Dončić (bad pass; steal by G. Harris),70,72
256,3,6:08.0,M. Beasley misses 2-pt jump shot from 10 ft,,70,72
257,3,6:05.0,,Defensive rebound by L. Dončić,70,72
258,3,5:57.0,,Offensive foul by D. Wright (drawn by J. Grant),70,72
259,3,5:57.0,,Turnover by D. Wright (offensive foul),70,72
260,3,5:57.0,,S. Curry enters the game for T. Hardaway,70,72
261,3,5:44.0,N. Jokić misses 2-pt layup from 3 ft,,70,72
262,3,5:39.0,Offensive rebound by J. Grant,,70,72
263,3,5:39.0,J. Grant misses 2-pt layup from 1 ft,,70,72
264,3,5:39.0,,Defensive rebound by L. Dončić,70,72
265,3,5:32.0,,L. Dončić makes 2-pt layup from 3 ft,70,74
266,3,5:22.0,J. Grant misses 3-pt jump shot from 26 ft,,70,74
267,3,5:18.0,,Defensive rebound by M. Kleber,70,74
268,3,5:09.0,,Shooting foul by J. Grant (drawn by M. Kleber),70,74
269,3,5:09.0,,M. Kleber makes free throw 1 of 2,70,75
270,3,5:09.0,,M. Kleber makes free throw 2 of 2,70,76
271,3,4:52.0,N. Jokić makes 2-pt jump shot from 12 ft,,72,76
272,3,4:29.0,,D. Wright misses 3-pt jump shot from 25 ft,72,76
273,3,4:27.0,Defensive rebound by J. Murray,,72,76
274,3,4:22.0,N. Jokić misses 3-pt jump shot from 25 ft,,72,76
275,3,4:19.0,,Defensive rebound by L. Dončić,72,76
276,3,4:08.0,,L. Dončić makes 2-pt layup from 2 ft,72,78
277,3,3:55.0,Turnover by N. Jokić (lost ball; steal by D. Wright),,72,78
278,3,3:51.0,,Shooting foul by J. Murray (drawn by D. Finney-Smith),72,78
279,3,3:51.0,,D. Finney-Smith makes free throw 1 of 2,72,79
280,3,3:51.0,,D. Finney-Smith misses free throw 2 of 2,72,79
281,3,3:49.0,Defensive rebound by M. Beasley,,72,79
282,3,3:31.0,N. Jokić makes 2-pt layup from 2 ft,,74,79
283,3,3:16.0,,L. Dončić misses 3-pt jump shot from 25 ft,74,79
284,3,3:12.0,Defensive rebound by N. Jokić,,74,79
285,3,3:02.0,J. Murray makes 2-pt jump shot from 12 ft,,76,79
286,3,2:48.0,,M. Kleber misses 3-pt jump shot from 25 ft,76,79
287,3,2:44.0,Defensive rebound by M. Beasley,,76,79
288,3,2:32.0,Shooting foul by M. Kleber (drawn by N. Jokić),,76,79
289,3,2:32.0,Denver full timeout,,76,79
290,3,2:32.0,M. Morris enters the game for J. Grant,,76,79
291,3,2:32.0,M. Porter enters the game for J. Murray,,76,79
292,3,2:32.0,,J. Jackson enters the game for D. Finney-Smith,76,79
293,3,2:32.0,,D. Powell enters the game for D. Wright,76,79
294,3,2:32.0,N. Jokić misses free throw 1 of 2,,76,79
295,3,2:32.0,Offensive rebound by Team,,76,79
296,3,2:32.0,N. Jokić makes free throw 2 of 2,,77,79
297,3,2:22.0,,Personal foul by G. Harris (drawn by L. Dončić),77,79
298,3,2:22.0,,L. Dončić makes free throw 1 of 2,77,80
299,3,2:22.0,,L. Dončić misses free throw 2 of 2,77,80
300,3,2:19.0,Defensive rebound by M. Beasley,,77,80
301,3,2:01.0,N. Jokić makes 3-pt jump shot from 24 ft (assist by M. Morris),,80,80
302,3,1:41.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by J. Jackson),80,83
303,3,1:19.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Beasley),,83,83
304,3,1:05.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by S. Curry),83,86
305,3,0:44.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by N. Jokić),,86,86
306,3,0:30.0,,L. Dončić misses 2-pt layup from 1 ft,86,86
307,3,0:28.0,,Offensive rebound by J. Jackson,86,86
308,3,0:17.0,,J. Jackson makes 3-pt jump shot from 27 ft,86,89
309,3,0:04.0,M. Beasley misses 3-pt jump shot from 25 ft,,86,89
310,3,0:01.0,,Defensive rebound by M. Kleber,86,89
311,3,0:00.0,,S. Curry misses 3-pt jump shot from 49 ft,86,89
312,3,0:00.0,,Offensive rebound by Team,86,89
313,4,11:47.0,,Shooting foul by M. Porter (drawn by M. Kleber),86,89
314,4,11:47.0,,M. Kleber makes free throw 1 of 2,86,90
315,4,11:47.0,,M. Kleber makes free throw 2 of 2,86,91
316,4,11:31.0,M. Morris misses 2-pt jump shot from 18 ft,,86,91
317,4,11:28.0,Offensive rebound by M. Plumlee,,86,91
318,4,11:26.0,M. Porter misses 3-pt jump shot from 25 ft,,86,91
319,4,11:26.0,,Defensive rebound by M. Kleber,86,91
320,4,11:10.0,,M. Kleber makes 2-pt layup from 2 ft (assist by T. Hardaway),86,93
321,4,10:47.0,M. Plumlee makes 2-pt layup from 2 ft,,88,93
322,4,10:26.0,,M. Kleber misses 3-pt jump shot from 25 ft,88,93
323,4,10:24.0,Defensive rebound by J. Hernangómez,,88,93
324,4,10:12.0,M. Morris makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,91,93
325,4,9:48.0,,M. Kleber misses 3-pt jump shot from 22 ft,91,93
326,4,9:45.0,Defensive rebound by J. Hernangómez,,91,93
327,4,9:32.0,M. Morris misses 2-pt jump shot from 16 ft,,91,93
328,4,9:31.0,Offensive rebound by M. Plumlee,,91,93
329,4,9:30.0,M. Plumlee makes 2-pt dunk from 1 ft,,93,93
330,4,9:30.0,,Dallas full timeout,93,93
331,4,9:09.0,,T. Hardaway makes 3-pt jump shot from 27 ft,93,96
332,4,8:49.0,M. Morris misses 2-pt jump shot from 7 ft,,93,96
333,4,8:46.0,,Defensive rebound by S. Curry,93,96
334,4,8:30.0,,J. Jackson misses 2-pt jump shot from 9 ft (block by M. Beasley),93,96
335,4,8:27.0,Defensive rebound by M. Beasley,,93,96
336,4,8:25.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Beasley),,95,96
337,4,8:10.0,,T. Hardaway misses 3-pt jump shot from 25 ft,95,96
338,4,8:08.0,Defensive rebound by M. Porter,,95,96
339,4,7:49.0,M. Porter makes 2-pt dunk from 1 ft (assist by M. Plumlee),,97,96
340,4,7:28.0,,J. Brunson misses 2-pt jump shot from 19 ft,97,96
341,4,7:25.0,Defensive rebound by J. Hernangómez,,97,96
342,4,7:21.0,Offensive foul by M. Beasley (drawn by J. Brunson),,97,96
343,4,7:21.0,Turnover by M. Beasley (offensive foul),,97,96
344,4,7:21.0,G. Harris enters the game for M. Porter,,97,96
345,4,7:21.0,,L. Dončić enters the game for T. Hardaway,97,96
346,4,7:21.0,,D. Finney-Smith enters the game for J. Jackson,97,96
347,4,7:05.0,,S. Curry makes 2-pt jump shot from 8 ft (assist by D. Finney-Smith),97,98
348,4,6:54.0,M. Beasley makes 3-pt jump shot from 24 ft (assist by J. Hernangómez),,100,98
349,4,6:38.0,,M. Kleber misses 3-pt jump shot from 25 ft,100,98
350,4,6:36.0,Defensive rebound by J. Hernangómez,,100,98
351,4,6:26.0,M. Beasley misses 3-pt jump shot from 25 ft,,100,98
352,4,6:23.0,,Defensive rebound by M. Kleber,100,98
353,4,6:16.0,,S. Curry makes 2-pt jump shot from 20 ft (assist by L. Dončić),100,100
354,4,6:14.0,Denver full timeout,,100,100
355,4,6:14.0,J. Grant enters the game for M. Beasley,,100,100
356,4,6:14.0,N. Jokić enters the game for J. Hernangómez,,100,100
357,4,6:14.0,J. Murray enters the game for M. Plumlee,,100,100
358,4,6:14.0,,D. Powell enters the game for J. Brunson,100,100
359,4,6:14.0,,D. Wright enters the game for M. Kleber,100,100
360,4,6:02.0,Turnover by N. Jokić (3 sec),,100,100
361,4,5:47.0,,D. Wright misses 2-pt jump shot from 4 ft (block by J. Grant),100,100
362,4,5:45.0,Defensive rebound by J. Grant,,100,100
363,4,5:42.0,G. Harris misses 3-pt jump shot from 26 ft,,100,100
364,4,5:38.0,,Defensive rebound by D. Finney-Smith,100,100
365,4,5:25.0,,Turnover by L. Dončić (bad pass; steal by M. Morris),100,100
366,4,5:23.0,Personal take foul by S. Curry (drawn by J. Murray),,100,100
367,4,5:08.0,J. Murray misses 2-pt jump shot from 15 ft,,100,100
368,4,5:04.0,,Defensive rebound by L. Dončić,100,100
369,4,4:58.0,,Shooting foul by M. Morris (drawn by D. Powell),100,100
370,4,4:58.0,M. Beasley enters the game for M. Morris,,100,100
371,4,4:58.0,,D. Powell misses free throw 1 of 2,100,100
372,4,4:58.0,,Offensive rebound by Team,100,100
373,4,4:58.0,,D. Powell makes free throw 2 of 2,100,101
374,4,4:47.0,G. Harris misses 2-pt layup from 3 ft,,100,101
375,4,4:46.0,Offensive rebound by N. Jokić,,100,101
376,4,4:45.0,Shooting foul by D. Finney-Smith (drawn by N. Jokić),,100,101
377,4,4:45.0,N. Jokić makes free throw 1 of 2,,101,101
378,4,4:45.0,,T. Hardaway enters the game for S. Curry,101,101
379,4,4:45.0,N. Jokić misses free throw 2 of 2,,101,101
380,4,4:42.0,,Defensive rebound by D. Powell,101,101
