,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PORTLAND_ACTION,ATLANTA_SCORE,PORTLAND_SCORE
56,1,6:23.0,T. Young makes free throw 1 of 2,,9,14
57,1,6:23.0,T. Young makes free throw 2 of 2,,10,14
58,1,6:13.0,,C. McCollum makes 2-pt jump shot from 17 ft (assist by D. Lillard),10,16
59,1,6:13.0,,Shooting foul by D. Bembry (drawn by C. McCollum),10,16
60,1,6:13.0,,C. McCollum misses free throw 1 of 1,10,16
61,1,6:10.0,Defensive rebound by D. Jones,,10,16
62,1,5:55.0,C. Reddish misses 3-pt jump shot from 27 ft,,10,16
63,1,5:51.0,,Defensive rebound by H. Whiteside,10,16
64,1,5:46.0,,C. McCollum misses 3-pt jump shot from 26 ft,10,16
65,1,5:43.0,Defensive rebound by C. Reddish,,10,16
66,1,5:35.0,Turnover by T. Young (bad pass; steal by K. Bazemore),,10,16
67,1,5:29.0,,M. Hezonja misses 2-pt layup from 3 ft (block by D. Jones),10,16
68,1,5:27.0,Defensive rebound by T. Young,,10,16
69,1,5:25.0,T. Young misses 3-pt jump shot from 31 ft,,10,16
70,1,5:25.0,,Defensive rebound by H. Whiteside,10,16
71,1,5:12.0,,Personal foul by C. Reddish (drawn by H. Whiteside),10,16
72,1,5:12.0,D. Hunter enters the game for J. Parker,,10,16
73,1,5:12.0,,A. Tolliver enters the game for M. Hezonja,10,16
74,1,5:05.0,,K. Bazemore misses 2-pt jump shot from 19 ft,10,16
75,1,5:03.0,Defensive rebound by C. Reddish,,10,16
76,1,4:52.0,Turnover by C. Reddish (lost ball; steal by K. Bazemore),,10,16
77,1,4:51.0,,Turnover by A. Tolliver (bad pass),10,16
78,1,4:51.0,,A. Simons enters the game for K. Bazemore,10,16
79,1,4:39.0,T. Young misses 2-pt jump shot from 16 ft,,10,16
80,1,4:37.0,,Defensive rebound by H. Whiteside,10,16
81,1,4:30.0,,Turnover by D. Lillard (bad pass; steal by C. Reddish),10,16
82,1,4:28.0,Turnover by C. Reddish (bad pass; steal by A. Simons),,10,16
83,1,4:23.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by A. Simons),10,18
84,1,4:04.0,Def 3 sec tech foul by Team,,10,18
85,1,4:04.0,T. Young misses technical free throw,,10,18
86,1,4:04.0,Offensive rebound by Team,,10,18
87,1,4:04.0,,S. Labissière enters the game for H. Whiteside,10,18
88,1,4:01.0,Shooting foul by A. Simons (drawn by T. Young),,10,18
89,1,4:01.0,T. Young makes free throw 1 of 3,,11,18
90,1,4:01.0,T. Young makes free throw 2 of 3,,12,18
91,1,4:01.0,T. Young misses free throw 3 of 3,,12,18
92,1,3:58.0,,Defensive rebound by A. Tolliver,12,18
93,1,3:46.0,,Turnover by C. McCollum (traveling),12,18
94,1,3:46.0,T. Wallace enters the game for T. Young,,12,18
95,1,3:34.0,C. Reddish misses 2-pt jump shot from 6 ft (block by S. Labissière),,12,18
96,1,3:31.0,,Defensive rebound by A. Tolliver,12,18
97,1,3:23.0,,S. Labissière misses 2-pt layup from 3 ft,12,18
98,1,3:21.0,,Offensive rebound by S. Labissière,12,18
99,1,3:19.0,,S. Labissière misses 2-pt hook shot from 6 ft,12,18
100,1,3:17.0,Defensive rebound by D. Hunter,,12,18
101,1,2:56.0,D. Bembry makes 2-pt hook shot from 11 ft,,14,18
102,1,2:55.0,,Portland full timeout,14,18
103,1,2:55.0,,G. Trent enters the game for C. McCollum,14,18
104,1,2:40.0,,A. Tolliver misses 3-pt jump shot from 23 ft,14,18
105,1,2:40.0,Defensive rebound by Team,,14,18
106,1,2:40.0,,Loose ball foul by S. Labissière (drawn by D. Hunter),14,18
107,1,2:23.0,D. Jones makes 2-pt layup from 2 ft (assist by D. Bembry),,16,18
108,1,2:11.0,,D. Lillard misses 2-pt layup from 2 ft,16,18
109,1,2:09.0,Defensive rebound by T. Wallace,,16,18
110,1,2:09.0,Shooting foul by G. Trent (drawn by T. Wallace),,16,18
111,1,2:09.0,T. Wallace makes free throw 1 of 2,,17,18
112,1,2:09.0,T. Wallace misses free throw 2 of 2,,17,18
113,1,2:07.0,,Defensive rebound by A. Simons,17,18
114,1,1:56.0,,D. Lillard misses 3-pt jump shot from 25 ft,17,18
115,1,1:52.0,Defensive rebound by C. Reddish,,17,18
116,1,1:46.0,C. Reddish misses 2-pt layup from 3 ft,,17,18
117,1,1:43.0,Offensive rebound by D. Jones,,17,18
118,1,1:43.0,D. Jones misses 2-pt layup at rim,,17,18
119,1,1:42.0,,Defensive rebound by G. Trent,17,18
120,1,1:32.0,,G. Trent misses 2-pt jump shot from 6 ft,17,18
121,1,1:31.0,,Offensive rebound by G. Trent,17,18
122,1,1:29.0,,Turnover by A. Simons (step out of bounds),17,18
123,1,1:16.0,Turnover by D. Hunter (lost ball; steal by A. Simons),,17,18
124,1,1:13.0,,A. Simons misses 2-pt dunk from 1 ft,17,18
125,1,1:13.0,Defensive rebound by Team,,17,18
126,1,0:58.0,D. Jones makes 2-pt dunk at rim (assist by D. Bembry),,19,18
127,1,0:41.0,,Turnover by D. Lillard (bad pass; steal by C. Reddish),19,18
128,1,0:35.0,D. Hunter misses 3-pt jump shot from 23 ft,,19,18
129,1,0:32.0,,Defensive rebound by S. Labissière,19,18
130,1,0:23.0,,Personal foul by D. Bembry (drawn by D. Lillard),19,18
131,1,0:23.0,,D. Lillard makes free throw 1 of 2,19,19
132,1,0:23.0,T. Young enters the game for D. Bembry,,19,19
133,1,0:23.0,,D. Lillard makes free throw 2 of 2,19,20
134,1,0:04.0,T. Young makes 2-pt jump shot from 6 ft,,21,20
135,1,0:00.0,,G. Trent misses 3-pt jump shot from 28 ft,21,20
136,1,0:00.0,,Offensive rebound by Team,21,20
137,2,11:48.0,K. Huerter misses 2-pt layup from 3 ft,,21,20
138,2,11:45.0,Offensive rebound by D. Jones,,21,20
139,2,11:44.0,D. Jones misses 2-pt dunk from 2 ft (block by K. Bazemore),,21,20
140,2,11:44.0,,Defensive rebound by G. Trent,21,20
141,2,11:40.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by G. Trent),21,23
142,2,11:25.0,J. Parker makes 2-pt hook shot from 7 ft (assist by T. Young),,23,23
143,2,11:09.0,,G. Trent makes 3-pt jump shot from 26 ft (assist by S. Labissière),23,26
144,2,10:50.0,J. Parker misses 3-pt jump shot from 23 ft,,23,26
145,2,10:50.0,Offensive rebound by Team,,23,26
146,2,10:50.0,,Loose ball foul by G. Trent (drawn by D. Jones),23,26
147,2,10:39.0,T. Young misses 2-pt jump shot from 23 ft,,23,26
148,2,10:36.0,,Defensive rebound by S. Labissière,23,26
149,2,10:27.0,,A. Simons makes 2-pt jump shot from 4 ft,23,28
150,2,10:19.0,C. Reddish misses 2-pt layup from 7 ft,,23,28
151,2,10:17.0,,Defensive rebound by K. Bazemore,23,28
152,2,10:12.0,,G. Trent misses 3-pt jump shot from 23 ft,23,28
153,2,10:08.0,,Offensive rebound by K. Bazemore,23,28
154,2,9:57.0,,S. Labissière misses 2-pt hook shot from 7 ft,23,28
155,2,9:55.0,,Offensive rebound by A. Tolliver,23,28
156,2,9:44.0,,A. Simons makes 3-pt jump shot from 26 ft,23,31
157,2,9:43.0,Atlanta full timeout,,23,31
158,2,9:43.0,B. Fernando enters the game for D. Jones,,23,31
159,2,9:43.0,D. Hunter enters the game for C. Reddish,,23,31
160,2,9:30.0,Personal foul by A. Tolliver (drawn by B. Fernando),,23,31
161,2,9:26.0,K. Huerter makes 3-pt jump shot from 26 ft (assist by T. Young),,26,31
162,2,9:02.0,,Personal foul by K. Huerter (drawn by K. Bazemore),26,31
163,2,8:55.0,,Turnover by A. Simons (bad pass; steal by B. Fernando),26,31
164,2,8:46.0,Personal foul by K. Bazemore (drawn by T. Young),,26,31
165,2,8:39.0,K. Huerter misses 2-pt layup from 1 ft,,26,31
166,2,8:37.0,,Defensive rebound by A. Simons,26,31
167,2,8:34.0,,A. Tolliver misses 3-pt jump shot from 26 ft,26,31
168,2,8:30.0,Defensive rebound by T. Young,,26,31
169,2,8:27.0,T. Young misses 2-pt jump shot from 7 ft,,26,31
170,2,8:23.0,,Defensive rebound by S. Labissière,26,31
171,2,8:17.0,,K. Bazemore misses 3-pt jump shot from 25 ft,26,31
172,2,8:13.0,,Offensive rebound by G. Trent,26,31
173,2,8:09.0,,G. Trent misses 3-pt jump shot from 25 ft,26,31
174,2,8:07.0,Defensive rebound by J. Parker,,26,31
175,2,7:56.0,B. Fernando misses 2-pt layup from 2 ft,,26,31
176,2,7:54.0,,Defensive rebound by A. Tolliver,26,31
177,2,7:48.0,,A. Simons misses 3-pt jump shot from 26 ft,26,31
178,2,7:46.0,Defensive rebound by T. Young,,26,31
179,2,7:38.0,J. Parker misses 2-pt hook shot from 4 ft,,26,31
180,2,7:35.0,,Defensive rebound by G. Trent,26,31
181,2,7:34.0,,Personal foul by K. Huerter (drawn by G. Trent),26,31
182,2,7:34.0,D. Bembry enters the game for K. Huerter,,26,31
183,2,7:34.0,,C. McCollum enters the game for S. Labissière,26,31
184,2,7:34.0,,H. Whiteside enters the game for A. Simons,26,31
185,2,7:20.0,,H. Whiteside misses 2-pt hook shot from 7 ft,26,31
186,2,7:18.0,Defensive rebound by J. Parker,,26,31
187,2,7:13.0,T. Young makes 3-pt jump shot from 33 ft (assist by J. Parker),,29,31
188,2,6:46.0,,K. Bazemore misses 2-pt layup from 4 ft (block by J. Parker),29,31
189,2,6:43.0,,Offensive rebound by A. Tolliver,29,31
190,2,6:42.0,,A. Tolliver misses 2-pt jump shot from 20 ft,29,31
191,2,6:40.0,Defensive rebound by J. Parker,,29,31
192,2,6:36.0,J. Parker makes 2-pt layup from 1 ft,,31,31
193,2,6:36.0,,Portland full timeout,31,31
194,2,6:36.0,A. Len enters the game for B. Fernando,,31,31
195,2,6:36.0,,N. Little enters the game for A. Tolliver,31,31
196,2,6:21.0,,C. McCollum makes 2-pt dunk from 1 ft,31,33
197,2,6:10.0,T. Young misses 3-pt jump shot from 28 ft,,31,33
198,2,6:10.0,,Defensive rebound by H. Whiteside,31,33
199,2,5:59.0,,Shooting foul by J. Parker (drawn by H. Whiteside),31,33
200,2,5:59.0,,H. Whiteside makes free throw 1 of 2,31,34
201,2,5:59.0,T. Wallace enters the game for J. Parker,,31,34
202,2,5:59.0,,H. Whiteside makes free throw 2 of 2,31,35
203,2,5:42.0,T. Young misses 3-pt jump shot from 26 ft,,31,35
204,2,5:37.0,,Defensive rebound by C. McCollum,31,35
205,2,5:29.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by C. McCollum),31,38
206,2,5:12.0,D. Bembry makes 2-pt jump shot from 9 ft,,33,38
207,2,4:51.0,,G. Trent makes 2-pt jump shot from 14 ft,33,40
208,2,4:32.0,T. Young makes 2-pt jump shot from 7 ft,,35,40
209,2,4:12.0,,H. Whiteside misses 2-pt jump shot from 11 ft,35,40
210,2,4:10.0,Defensive rebound by D. Hunter,,35,40
211,2,4:05.0,T. Young makes 2-pt jump shot from 10 ft,,37,40
212,2,3:46.0,,G. Trent misses 2-pt jump shot from 11 ft,37,40
213,2,3:42.0,Defensive rebound by A. Len,,37,40
214,2,3:41.0,D. Bembry misses 2-pt layup from 1 ft (block by K. Bazemore),,37,40
215,2,3:41.0,Offensive rebound by Team,,37,40
216,2,3:41.0,,D. Lillard enters the game for G. Trent,37,40
217,2,3:37.0,D. Hunter misses 3-pt jump shot from 25 ft,,37,40
218,2,3:34.0,,Defensive rebound by D. Lillard,37,40
219,2,3:24.0,,N. Little misses 3-pt jump shot from 26 ft,37,40
220,2,3:21.0,Defensive rebound by D. Bembry,,37,40
221,2,3:13.0,D. Hunter makes 3-pt jump shot from 23 ft (assist by T. Young),,40,40
222,2,2:45.0,,C. McCollum misses 2-pt layup from 2 ft,40,40
223,2,2:43.0,Defensive rebound by D. Hunter,,40,40
224,2,2:34.0,T. Young misses 2-pt jump shot from 13 ft,,40,40
225,2,2:31.0,Offensive rebound by Team,,40,40
226,2,2:31.0,Atlanta full timeout,,40,40
227,2,2:28.0,A. Len makes 2-pt layup from 2 ft (assist by T. Wallace),,42,40
228,2,2:10.0,,C. McCollum misses 3-pt jump shot from 25 ft,42,40
229,2,2:09.0,Turnover by T. Young (step out of bounds),,42,40
230,2,2:09.0,Defensive rebound by T. Young,,42,40
231,2,2:09.0,J. Parker enters the game for D. Hunter,,42,40
232,2,1:58.0,,D. Lillard makes 2-pt layup from 1 ft,42,42
233,2,1:36.0,J. Parker misses 2-pt layup from 7 ft (block by H. Whiteside),,42,42
234,2,1:35.0,Offensive rebound by Team,,42,42
235,2,1:30.0,T. Wallace misses 3-pt jump shot from 23 ft (block by D. Lillard),,42,42
236,2,1:30.0,,Defensive rebound by Team,42,42
237,2,1:30.0,Loose ball foul by A. Len (drawn by D. Lillard),,42,42
238,2,1:10.0,,N. Little misses 2-pt layup from 1 ft (block by J. Parker),42,42
239,2,1:09.0,,Offensive rebound by Team,42,42
240,2,1:06.0,,N. Little misses 2-pt jump shot from 13 ft,42,42
241,2,1:03.0,Defensive rebound by J. Parker,,42,42
242,2,0:58.0,,Loose ball foul by H. Whiteside (drawn by A. Len),42,42
243,2,0:53.0,Shooting foul by H. Whiteside (drawn by T. Young),,42,42
244,2,0:53.0,T. Young makes free throw 1 of 3,,43,42
245,2,0:53.0,T. Young makes free throw 2 of 3,,44,42
246,2,0:53.0,T. Young misses free throw 3 of 3,,44,42
247,2,0:51.0,,Defensive rebound by N. Little,44,42
248,2,0:36.0,,Personal foul by A. Len (drawn by D. Lillard),44,42
249,2,0:36.0,,D. Lillard makes free throw 1 of 2,44,43
250,2,0:36.0,D. Hunter enters the game for A. Len,,44,43
251,2,0:36.0,,D. Lillard makes free throw 2 of 2,44,44
252,2,0:28.0,D. Hunter misses 3-pt jump shot from 25 ft,,44,44
253,2,0:25.0,,Defensive rebound by N. Little,44,44
254,2,0:12.0,,Personal foul by D. Hunter (drawn by D. Lillard),44,44
255,2,0:12.0,,D. Lillard makes free throw 1 of 2,44,45
256,2,0:12.0,,D. Lillard makes free throw 2 of 2,44,46
257,2,0:01.0,T. Young misses 2-pt layup from 2 ft,,44,46
258,2,0:00.0,Offensive rebound by Team,,44,46
259,2,0:00.0,D. Hunter misses 3-pt jump shot from 26 ft,,44,46
260,2,0:00.0,Offensive rebound by Team,,44,46
261,3,11:51.0,Personal foul by D. Lillard (drawn by D. Hunter),,44,46
262,3,11:44.0,Turnover by K. Huerter (traveling),,44,46
263,3,11:26.0,,C. McCollum misses 2-pt jump shot from 19 ft,44,46
264,3,11:24.0,Defensive rebound by K. Huerter,,44,46
265,3,11:20.0,Shooting foul by D. Lillard (drawn by T. Young),,44,46
266,3,11:20.0,T. Young makes free throw 1 of 2,,45,46
267,3,11:20.0,T. Young makes free throw 2 of 2,,46,46
268,3,11:01.0,,H. Whiteside makes 2-pt hook shot from 4 ft,46,48
269,3,10:46.0,Turnover by T. Young (bad pass),,46,48
270,3,10:29.0,,K. Bazemore misses 3-pt jump shot from 27 ft,46,48
271,3,10:24.0,Defensive rebound by K. Huerter,,46,48
272,3,10:22.0,Personal foul by K. Bazemore (drawn by K. Huerter),,46,48
273,3,10:10.0,A. Len misses 3-pt jump shot from 25 ft,,46,48
274,3,10:06.0,,Defensive rebound by C. McCollum,46,48
275,3,9:59.0,,D. Lillard misses 3-pt jump shot from 27 ft (block by A. Len),46,48
276,3,9:56.0,,Offensive rebound by D. Lillard,46,48
277,3,9:51.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by C. McCollum),46,50
278,3,9:51.0,,Shooting foul by J. Parker (drawn by H. Whiteside),46,50
279,3,9:51.0,D. Jones enters the game for A. Len,,46,50
280,3,9:51.0,,H. Whiteside misses free throw 1 of 1,46,50
281,3,9:49.0,Defensive rebound by D. Jones,,46,50
282,3,9:37.0,Turnover by K. Huerter (bad pass; steal by M. Hezonja),,46,50
283,3,9:33.0,,M. Hezonja misses 2-pt dunk from 1 ft,46,50
284,3,9:30.0,Defensive rebound by J. Parker,,46,50
285,3,9:18.0,J. Parker makes 2-pt jump shot from 11 ft (assist by D. Hunter),,48,50
286,3,9:03.0,,H. Whiteside makes 2-pt hook shot from 6 ft (assist by D. Lillard),48,52
287,3,8:45.0,J. Parker misses 2-pt jump shot from 20 ft,,48,52
288,3,8:43.0,,Defensive rebound by M. Hezonja,48,52
289,3,8:37.0,,Turnover by M. Hezonja (bad pass; steal by T. Young),48,52
290,3,8:34.0,Shooting foul by K. Bazemore (drawn by T. Young),,48,52
291,3,8:34.0,T. Young makes free throw 1 of 2,,49,52
292,3,8:34.0,,A. Simons enters the game for K. Bazemore,49,52
293,3,8:34.0,T. Young makes free throw 2 of 2,,50,52
294,3,8:23.0,,C. McCollum misses 2-pt jump shot from 22 ft,50,52
295,3,8:19.0,,Offensive rebound by H. Whiteside,50,52
296,3,8:14.0,,Turnover by M. Hezonja (lost ball; steal by T. Young),50,52
297,3,8:12.0,J. Parker makes 2-pt layup from 2 ft (assist by T. Young),,52,52
298,3,8:12.0,Shooting foul by A. Simons (drawn by J. Parker),,52,52
299,3,8:12.0,D. Bembry enters the game for D. Hunter,,52,52
300,3,8:12.0,J. Parker misses free throw 1 of 1,,52,52
301,3,8:09.0,,Defensive rebound by H. Whiteside,52,52
302,3,8:01.0,,D. Lillard makes 3-pt jump shot from 31 ft,52,55
303,3,7:44.0,T. Young misses 3-pt jump shot from 28 ft,,52,55
304,3,7:40.0,,Defensive rebound by C. McCollum,52,55
305,3,7:34.0,,C. McCollum makes 2-pt layup at rim,52,57
306,3,7:16.0,Turnover by K. Huerter (lost ball; steal by C. McCollum),,52,57
307,3,7:09.0,Violation by Team (kicked ball),,52,57
308,3,7:03.0,,Turnover by H. Whiteside (bad pass; steal by D. Bembry),52,57
309,3,6:59.0,J. Parker makes 2-pt dunk at rim (assist by D. Bembry),,54,57
310,3,6:39.0,,Personal foul by D. Jones (drawn by D. Lillard),54,57
311,3,6:39.0,,Portland full timeout,54,57
312,3,6:39.0,C. Reddish enters the game for K. Huerter,,54,57
313,3,6:32.0,,D. Lillard misses 2-pt jump shot from 14 ft (block by D. Bembry),54,57
314,3,6:32.0,,Offensive rebound by Team,54,57
315,3,6:29.0,,M. Hezonja misses 2-pt jump shot from 18 ft,54,57
316,3,6:25.0,Defensive rebound by D. Bembry,,54,57
317,3,6:02.0,J. Parker makes 3-pt jump shot from 26 ft (assist by T. Young),,57,57
318,3,5:46.0,,C. McCollum makes 2-pt hook shot from 7 ft,57,59
319,3,5:33.0,Shooting foul by H. Whiteside (drawn by T. Young),,57,59
320,3,5:33.0,T. Young makes free throw 1 of 2,,58,59
321,3,5:33.0,T. Young makes free throw 2 of 2,,59,59
322,3,5:13.0,,A. Simons misses 2-pt jump shot from 12 ft,59,59
323,3,5:10.0,,Offensive rebound by A. Simons,59,59
324,3,5:08.0,,C. McCollum misses 3-pt jump shot from 26 ft,59,59
325,3,5:07.0,,Offensive rebound by Team,59,59
326,3,5:07.0,Loose ball foul by D. Jones (drawn by H. Whiteside),,59,59
327,3,5:07.0,,A. Tolliver enters the game for M. Hezonja,59,59
328,3,4:57.0,,D. Lillard misses 2-pt layup from 2 ft,59,59
329,3,4:55.0,Defensive rebound by J. Parker,,59,59
330,3,4:51.0,J. Parker makes 2-pt layup from 1 ft (assist by T. Young),,61,59
331,3,4:38.0,,H. Whiteside misses 2-pt layup from 1 ft,61,59
332,3,4:35.0,,Offensive rebound by H. Whiteside,61,59
333,3,4:35.0,,H. Whiteside misses 2-pt layup at rim,61,59
334,3,4:34.0,Defensive rebound by C. Reddish,,61,59
335,3,4:18.0,D. Jones makes 2-pt dunk from 1 ft (assist by T. Young),,63,59
336,3,4:18.0,,Portland full timeout,63,59
337,3,4:18.0,D. Hunter enters the game for J. Parker,,63,59
338,3,4:18.0,,S. Labissière enters the game for H. Whiteside,63,59
339,3,4:00.0,,D. Lillard misses 3-pt jump shot from 33 ft,63,59
340,3,3:57.0,Defensive rebound by D. Hunter,,63,59
341,3,3:46.0,Turnover by T. Young (bad pass; steal by A. Tolliver),,63,59
342,3,3:37.0,,A. Simons makes 2-pt jump shot from 9 ft,63,61
343,3,3:22.0,D. Hunter misses 2-pt hook shot from 8 ft,,63,61
344,3,3:20.0,,Defensive rebound by A. Tolliver,63,61
345,3,3:04.0,,D. Lillard misses 3-pt jump shot from 30 ft,63,61
346,3,3:01.0,Defensive rebound by C. Reddish,,63,61
347,3,2:51.0,T. Young makes 2-pt layup from 10 ft,,65,61
348,3,2:39.0,,A. Simons makes 2-pt jump shot from 19 ft,65,63
349,3,2:17.0,D. Hunter makes 3-pt jump shot from 26 ft (assist by T. Young),,68,63
350,3,2:06.0,,A. Simons makes 3-pt jump shot from 27 ft (assist by D. Lillard),68,66
351,3,1:48.0,T. Young makes 2-pt jump shot from 12 ft (assist by D. Jones),,70,66
352,3,1:35.0,,A. Simons makes 3-pt jump shot from 28 ft (assist by D. Lillard),70,69
353,3,1:20.0,T. Young makes 3-pt jump shot from 26 ft,,73,69
354,3,1:03.0,,A. Tolliver misses 3-pt jump shot from 26 ft,73,69
355,3,1:01.0,,Offensive rebound by S. Labissière,73,69
356,3,0:57.0,,C. McCollum makes 2-pt jump shot from 18 ft (assist by S. Labissière),73,71
357,3,0:45.0,T. Young misses 3-pt jump shot from 26 ft,,73,71
358,3,0:42.0,,Defensive rebound by D. Lillard,73,71
359,3,0:36.0,,A. Tolliver makes 2-pt layup from 2 ft (assist by A. Simons),73,73
360,3,0:29.0,Shooting foul by A. Simons (drawn by T. Young),,73,73
361,3,0:29.0,T. Young makes free throw 1 of 2,,74,73
362,3,0:29.0,T. Wallace enters the game for D. Jones,,74,73
363,3,0:29.0,,G. Trent enters the game for S. Labissière,74,73
364,3,0:29.0,T. Young makes free throw 2 of 2,,75,73
365,3,0:15.0,,A. Simons makes 2-pt layup from 2 ft,75,75
366,3,0:01.0,T. Young misses 3-pt jump shot from 27 ft,,75,75
367,3,0:01.0,,Defensive rebound by D. Lillard,75,75
368,4,11:45.0,,A. Simons makes 2-pt layup from 3 ft,75,77
369,4,11:45.0,,Shooting foul by A. Len (drawn by A. Simons),75,77
370,4,11:45.0,,A. Simons makes free throw 1 of 1,75,78
371,4,11:35.0,Personal foul by A. Tolliver (drawn by J. Parker),,75,78
372,4,11:32.0,J. Parker misses 3-pt jump shot from 25 ft,,75,78
373,4,11:29.0,,Defensive rebound by Team,75,78
374,4,11:16.0,,Personal foul by A. Len (drawn by D. Lillard),75,78
375,4,11:06.0,,Turnover by A. Tolliver (bad pass; steal by D. Bembry),75,78
376,4,11:03.0,D. Bembry makes 2-pt layup from 1 ft,,77,78
377,4,10:46.0,,Shooting foul by J. Parker (drawn by A. Tolliver),77,78
378,4,10:46.0,,A. Tolliver makes free throw 1 of 2,77,79
379,4,10:46.0,,A. Tolliver misses free throw 2 of 2,77,79
380,4,10:44.0,Defensive rebound by J. Parker,,77,79
381,4,10:31.0,K. Huerter makes 2-pt jump shot from 7 ft,,79,79
382,4,10:21.0,,Shooting foul by T. Wallace (drawn by S. Labissière),79,79
383,4,10:21.0,,S. Labissière makes free throw 1 of 2,79,80
384,4,10:21.0,D. Hunter enters the game for A. Len,,79,80
385,4,10:21.0,,S. Labissière misses free throw 2 of 2,79,80
386,4,10:19.0,Defensive rebound by T. Wallace,,79,80
387,4,10:09.0,K. Huerter makes 3-pt jump shot from 25 ft,,82,80
388,4,9:50.0,,D. Lillard makes 3-pt jump shot from 26 ft,82,83
389,4,9:39.0,K. Huerter misses 3-pt jump shot from 26 ft,,82,83
390,4,9:37.0,,Defensive rebound by S. Labissière,82,83
