,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA LAKERS_ACTION,GOLDEN STATE_SCORE,LA LAKERS_SCORE
0,1,11:53.0,,J. McGee makes 2-pt layup from 2 ft (assist by L. James),0,2
1,1,11:42.0,J. Poole makes 3-pt jump shot from 26 ft (assist by D. Green),,3,2
2,1,11:18.0,,L. James makes 2-pt jump shot from 15 ft,3,4
3,1,11:05.0,D. Russell makes 2-pt jump shot from 17 ft (assist by W. Cauley-Stein),,5,4
4,1,10:42.0,,L. James makes 3-pt jump shot from 26 ft,5,7
5,1,10:33.0,Turnover by D. Russell (bad pass; steal by J. McGee),,5,7
6,1,10:26.0,,L. James misses 3-pt jump shot from 28 ft,5,7
7,1,10:22.0,Defensive rebound by D. Russell,,5,7
8,1,10:15.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by D. Russell),,7,7
9,1,10:07.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by A. Bradley),7,9
10,1,9:53.0,D. Green misses 3-pt jump shot from 25 ft,,7,9
11,1,9:50.0,,Defensive rebound by K. Kuzma,7,9
12,1,9:46.0,,A. Bradley misses 3-pt jump shot from 22 ft,7,9
13,1,9:38.0,Defensive rebound by G. Robinson,,7,9
14,1,9:30.0,D. Russell makes 2-pt layup from 2 ft (assist by D. Green),,9,9
15,1,9:17.0,,Turnover by K. Kuzma (traveling),9,9
16,1,9:07.0,D. Russell misses 3-pt jump shot from 25 ft,,9,9
17,1,9:04.0,,Defensive rebound by K. Kuzma,9,9
18,1,8:59.0,,Personal foul by J. Poole (drawn by J. McGee),9,9
19,1,8:53.0,,D. Green makes 3-pt jump shot from 25 ft (assist by J. McGee),9,12
20,1,8:40.0,Personal foul by K. Kuzma (drawn by D. Green),,9,12
21,1,8:40.0,,J. Dudley enters the game for K. Kuzma,9,12
22,1,8:34.0,J. Poole misses 3-pt jump shot from 27 ft,,9,12
23,1,8:31.0,Offensive rebound by Team,,9,12
24,1,8:23.0,G. Robinson misses 3-pt jump shot from 23 ft,,9,12
25,1,8:19.0,,Defensive rebound by L. James,9,12
26,1,8:15.0,,Turnover by L. James (lost ball; steal by G. Robinson),9,12
27,1,8:11.0,D. Russell makes 2-pt dunk from 1 ft (assist by G. Robinson),,11,12
28,1,7:57.0,,J. McGee makes 2-pt layup from 2 ft (assist by L. James),11,14
29,1,7:44.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Russell),,13,14
30,1,7:19.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by L. James),13,17
31,1,7:05.0,D. Green makes 2-pt dunk from 2 ft (assist by D. Russell),,15,17
32,1,7:03.0,,LA Lakers full timeout,15,17
33,1,6:49.0,,L. James makes 2-pt jump shot from 21 ft,15,19
34,1,6:33.0,Personal foul by J. Dudley (drawn by D. Green),,15,19
35,1,6:23.0,D. Green misses 2-pt layup from 3 ft (block by J. McGee),,15,19
