,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ORLANDO_ACTION,BROOKLYN_SCORE,ORLANDO_SCORE
74,1,3:48.0,,T. Ross misses free throw 2 of 2,15,18
75,1,3:45.0,Defensive rebound by D. Jordan,,15,18
76,1,3:34.0,Shooting foul by A. Gordon (drawn by W. Chandler),,15,18
77,1,3:34.0,W. Chandler makes free throw 1 of 2,,16,18
78,1,3:34.0,R. Kurucs enters the game for S. Dinwiddie,,16,18
79,1,3:34.0,T. Pinson enters the game for J. Harris,,16,18
80,1,3:34.0,W. Chandler makes free throw 2 of 2,,17,18
81,1,3:19.0,,E. Fournier makes 2-pt layup from 1 ft (assist by A. Gordon),17,20
82,1,2:55.0,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft (block by T. Ross),,17,20
83,1,2:51.0,,Defensive rebound by A. Gordon,17,20
84,1,2:47.0,,Turnover by A. Gordon (bad pass; steal by W. Chandler),17,20
85,1,2:35.0,Turnover by R. Kurucs (bad pass; steal by A. Gordon),,17,20
86,1,2:27.0,,A. Gordon misses 3-pt jump shot from 27 ft,17,20
87,1,2:24.0,Defensive rebound by W. Chandler,,17,20
88,1,2:16.0,R. Kurucs makes 3-pt jump shot from 25 ft (assist by D. Jordan),,20,20
89,1,1:55.0,,T. Ross misses 2-pt jump shot from 21 ft,20,20
90,1,1:53.0,Defensive rebound by D. Jordan,,20,20
91,1,1:45.0,R. Kurucs misses 3-pt jump shot from 26 ft,,20,20
92,1,1:41.0,,Defensive rebound by T. Ross,20,20
93,1,1:34.0,,M. Bamba misses 3-pt jump shot from 26 ft,20,20
94,1,1:31.0,Defensive rebound by W. Chandler,,20,20
95,1,1:23.0,R. Kurucs makes 2-pt layup from 2 ft (assist by W. Chandler),,22,20
96,1,1:10.0,,Offensive foul by M. Bamba (drawn by R. Kurucs),22,20
97,1,1:10.0,,Turnover by M. Bamba (offensive foul),22,20
98,1,1:10.0,,K. Birch enters the game for E. Fournier,22,20
99,1,1:10.0,,W. Iwundu enters the game for A. Gordon,22,20
100,1,0:57.0,Turnover by W. Chandler (step out of bounds),,22,20
101,1,0:33.0,,T. Ross misses 2-pt jump shot from 23 ft,22,20
102,1,0:30.0,Defensive rebound by Team,,22,20
103,1,0:06.0,T. Pinson misses 3-pt jump shot from 35 ft,,22,20
104,1,0:05.0,Offensive rebound by Team,,22,20
105,1,0:05.0,Turnover by Team (shot clock),,22,20
106,1,0:01.0,,Offensive foul by D. Augustin (drawn by D. Jordan),22,20
107,1,0:01.0,,Turnover by D. Augustin (offensive foul),22,20
108,1,0:00.0,T. Pinson misses 3-pt jump shot from 31 ft,,22,20
109,1,0:00.0,Offensive rebound by Team,,22,20
110,2,11:42.0,,D. Augustin makes 3-pt jump shot from 25 ft,22,23
111,2,11:26.0,Turnover by T. Pinson (bad pass; steal by T. Ross),,22,23
112,2,11:10.0,,W. Iwundu misses 3-pt jump shot from 26 ft,22,23
113,2,11:06.0,Defensive rebound by R. Kurucs,,22,23
114,2,10:52.0,T. Pinson misses 2-pt layup from 3 ft,,22,23
115,2,10:49.0,,Defensive rebound by M. Bamba,22,23
116,2,10:44.0,,D. Augustin makes 3-pt jump shot from 26 ft,22,26
117,2,10:40.0,Brooklyn full timeout,,22,26
118,2,10:24.0,W. Chandler misses 2-pt layup from 2 ft,,22,26
119,2,10:20.0,Offensive rebound by D. Jordan,,22,26
120,2,10:20.0,D. Jordan misses 2-pt layup at rim,,22,26
121,2,10:19.0,,Defensive rebound by T. Ross,22,26
122,2,10:07.0,,D. Augustin makes 2-pt jump shot from 12 ft,22,28
123,2,9:53.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by T. Pinson),,25,28
124,2,9:30.0,,T. Ross makes 2-pt layup from 3 ft,25,30
125,2,9:20.0,R. Kurucs misses 2-pt layup from 3 ft (block by W. Iwundu),,25,30
126,2,9:15.0,,Defensive rebound by M. Bamba,25,30
127,2,9:11.0,,Turnover by K. Birch (traveling),25,30
128,2,8:55.0,W. Chandler makes 2-pt layup from 4 ft (assist by T. Pinson),,27,30
129,2,8:41.0,,T. Ross makes 2-pt jump shot from 12 ft (assist by D. Augustin),27,32
130,2,8:25.0,W. Chandler misses 3-pt jump shot from 29 ft,,27,32
131,2,8:22.0,,Defensive rebound by D. Augustin,27,32
132,2,8:17.0,,Shooting foul by T. Pinson (drawn by D. Augustin),27,32
133,2,8:17.0,,D. Augustin misses free throw 1 of 3,27,32
134,2,8:17.0,,Offensive rebound by Team,27,32
135,2,8:17.0,,D. Augustin makes free throw 2 of 3,27,33
136,2,8:17.0,S. Dinwiddie enters the game for W. Chandler,,27,33
137,2,8:17.0,J. Harris enters the game for R. Kurucs,,27,33
138,2,8:17.0,T. Prince enters the game for T. Pinson,,27,33
139,2,8:17.0,,D. Augustin makes free throw 3 of 3,27,34
140,2,8:07.0,J. Harris makes 2-pt layup from 2 ft (assist by D. Jordan),,29,34
141,2,8:06.0,,Orlando full timeout,29,34
142,2,8:06.0,,M. Fultz enters the game for T. Ross,29,34
143,2,7:46.0,,M. Bamba makes 2-pt jump shot from 16 ft (assist by W. Iwundu),29,36
144,2,7:26.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,29,36
145,2,7:23.0,,Defensive rebound by M. Fultz,29,36
146,2,7:13.0,,K. Birch misses 2-pt jump shot from 9 ft,29,36
147,2,7:08.0,,Offensive rebound by M. Bamba,29,36
148,2,7:08.0,,M. Bamba makes 2-pt dunk from 1 ft,29,38
149,2,6:54.0,T. Prince misses 3-pt jump shot from 26 ft,,29,38
150,2,6:51.0,,Defensive rebound by M. Bamba,29,38
151,2,6:44.0,,Turnover by M. Fultz (bad pass; steal by T. Prince),29,38
152,2,6:38.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by T. Prince),,31,38
153,2,6:20.0,,M. Bamba misses 3-pt jump shot from 26 ft,31,38
154,2,6:18.0,Defensive rebound by S. Dinwiddie,,31,38
155,2,6:13.0,D. Jordan makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,33,38
156,2,6:00.0,,W. Iwundu makes 2-pt layup from 3 ft (assist by D. Augustin),33,40
157,2,6:00.0,,Shooting foul by J. Harris (drawn by W. Iwundu),33,40
158,2,6:00.0,J. Allen enters the game for D. Jordan,,33,40
159,2,6:00.0,G. Temple enters the game for T. Luwawu-Cabarrot,,33,40
160,2,6:00.0,,A. Gordon enters the game for M. Bamba,33,40
161,2,6:00.0,,N. Vučević enters the game for K. Birch,33,40
162,2,6:00.0,,W. Iwundu makes free throw 1 of 1,33,41
163,2,5:50.0,S. Dinwiddie misses 2-pt layup from 3 ft,,33,41
164,2,5:47.0,,Defensive rebound by M. Fultz,33,41
165,2,5:38.0,,M. Fultz misses 2-pt jump shot from 14 ft,33,41
166,2,5:36.0,Defensive rebound by S. Dinwiddie,,33,41
167,2,5:36.0,,Technical foul by S. Dinwiddie,33,41
168,2,5:36.0,,D. Augustin misses technical free throw,33,41
169,2,5:36.0,Defensive rebound by Team,,33,41
170,2,5:36.0,,E. Fournier enters the game for W. Iwundu,33,41
171,2,5:13.0,G. Temple misses 3-pt jump shot from 24 ft,,33,41
172,2,5:09.0,,Defensive rebound by A. Gordon,33,41
173,2,5:02.0,,A. Gordon misses 2-pt jump shot from 12 ft,33,41
174,2,4:58.0,Defensive rebound by S. Dinwiddie,,33,41
175,2,4:55.0,T. Prince misses 3-pt jump shot from 23 ft,,33,41
176,2,4:51.0,Offensive rebound by G. Temple,,33,41
177,2,4:49.0,G. Temple misses 2-pt layup from 3 ft,,33,41
178,2,4:45.0,,Defensive rebound by N. Vučević,33,41
179,2,4:24.0,,A. Gordon misses 3-pt jump shot from 24 ft,33,41
180,2,4:24.0,,Offensive rebound by Team,33,41
181,2,4:24.0,,Turnover by Team (shot clock),33,41
182,2,4:08.0,T. Prince misses 2-pt layup from 2 ft,,33,41
183,2,4:05.0,,Defensive rebound by A. Gordon,33,41
184,2,4:00.0,,D. Augustin misses 3-pt jump shot from 27 ft,33,41
185,2,3:56.0,Defensive rebound by J. Harris,,33,41
186,2,3:47.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,33,41
187,2,3:43.0,,Defensive rebound by D. Augustin,33,41
188,2,3:37.0,,D. Augustin makes 2-pt layup from 2 ft,33,43
189,2,3:25.0,Offensive foul by G. Temple (drawn by D. Augustin),,33,43
190,2,3:25.0,Turnover by G. Temple (offensive foul),,33,43
191,2,3:25.0,D. Musa enters the game for S. Dinwiddie,,33,43
192,2,3:25.0,,T. Ross enters the game for D. Augustin,33,43
193,2,3:10.0,,N. Vučević misses 2-pt hook shot from 9 ft,33,43
194,2,3:06.0,,Offensive rebound by A. Gordon,33,43
195,2,2:59.0,,N. Vučević misses 2-pt jump shot from 12 ft,33,43
196,2,2:54.0,Defensive rebound by J. Allen,,33,43
197,2,2:47.0,Turnover by J. Harris (bad pass; steal by A. Gordon),,33,43
198,2,2:29.0,,M. Fultz misses 2-pt layup from 8 ft,33,43
199,2,2:26.0,,Offensive rebound by N. Vučević,33,43
200,2,2:24.0,,E. Fournier makes 3-pt jump shot from 27 ft (assist by N. Vučević),33,46
201,2,2:05.0,J. Harris makes 3-pt jump shot from 25 ft (assist by T. Prince),,36,46
202,2,1:47.0,,A. Gordon makes 2-pt layup from 3 ft (assist by M. Fultz),36,48
203,2,1:33.0,J. Harris misses 3-pt jump shot from 23 ft,,36,48
204,2,1:29.0,,Defensive rebound by N. Vučević,36,48
205,2,1:20.0,,A. Gordon makes 2-pt layup from 2 ft (assist by E. Fournier),36,50
206,2,1:20.0,,Shooting foul by G. Temple (drawn by A. Gordon),36,50
207,2,1:20.0,,A. Gordon misses free throw 1 of 1,36,50
208,2,1:17.0,Defensive rebound by T. Prince,,36,50
209,2,1:06.0,G. Temple misses 3-pt jump shot from 26 ft,,36,50
210,2,1:06.0,,Defensive rebound by A. Gordon,36,50
211,2,0:58.0,,A. Gordon makes 2-pt layup from 3 ft,36,52
212,2,0:46.0,J. Allen makes 2-pt layup from 2 ft (assist by J. Harris),,38,52
213,2,0:46.0,Shooting foul by N. Vučević (drawn by J. Allen),,38,52
214,2,0:46.0,,M. Bamba enters the game for N. Vučević,38,52
215,2,0:46.0,J. Allen makes free throw 1 of 1,,39,52
216,2,0:39.0,,Turnover by A. Gordon (bad pass; steal by T. Prince),39,52
217,2,0:33.0,T. Prince misses 3-pt jump shot from 25 ft,,39,52
218,2,0:30.0,,Defensive rebound by A. Gordon,39,52
219,2,0:11.0,,M. Fultz misses 2-pt layup from 2 ft,39,52
220,2,0:07.0,,Offensive rebound by A. Gordon,39,52
221,2,0:06.0,,Turnover by A. Gordon (traveling),39,52
222,2,0:00.0,G. Temple misses 2-pt layup from 4 ft,,39,52
223,2,0:00.0,Offensive rebound by Team,,39,52
224,3,11:41.0,,E. Fournier misses 3-pt jump shot from 23 ft,39,52
225,3,11:36.0,Defensive rebound by J. Allen,,39,52
226,3,11:32.0,T. Prince makes 3-pt jump shot from 23 ft (assist by G. Temple),,42,52
227,3,11:16.0,,N. Vučević misses 2-pt hook shot from 6 ft,42,52
228,3,11:13.0,Defensive rebound by T. Prince,,42,52
229,3,11:05.0,S. Dinwiddie makes 2-pt layup from 4 ft,,44,52
230,3,10:57.0,,Orlando full timeout,44,52
231,3,10:46.0,,M. Fultz makes 2-pt dunk at rim (assist by E. Fournier),44,54
232,3,10:32.0,T. Prince misses 2-pt jump shot from 15 ft,,44,54
233,3,10:28.0,,Defensive rebound by A. Gordon,44,54
234,3,10:12.0,,A. Gordon misses 3-pt jump shot from 25 ft,44,54
235,3,10:09.0,Defensive rebound by S. Dinwiddie,,44,54
236,3,10:02.0,S. Dinwiddie makes 2-pt layup from 3 ft,,46,54
237,3,9:48.0,,M. Fultz misses 2-pt layup from 2 ft,46,54
238,3,9:44.0,,Offensive rebound by M. Fultz,46,54
239,3,9:38.0,,W. Iwundu makes 2-pt layup from 2 ft (assist by N. Vučević),46,56
240,3,9:31.0,Shooting foul by E. Fournier (drawn by G. Temple),,46,56
241,3,9:31.0,G. Temple makes free throw 1 of 2,,47,56
242,3,9:31.0,G. Temple makes free throw 2 of 2,,48,56
243,3,9:16.0,,Turnover by N. Vučević (bad pass; steal by G. Temple),48,56
244,3,9:14.0,Turnover by G. Temple (lost ball; steal by M. Fultz),,48,56
245,3,9:14.0,,Turnover by M. Fultz (out of bounds lost ball),48,56
246,3,9:08.0,S. Dinwiddie makes 2-pt layup from 3 ft,,50,56
247,3,9:08.0,Shooting foul by N. Vučević (drawn by S. Dinwiddie),,50,56
248,3,9:08.0,S. Dinwiddie misses free throw 1 of 1,,50,56
249,3,9:06.0,,Defensive rebound by A. Gordon,50,56
250,3,8:49.0,,N. Vučević misses 2-pt hook shot from 11 ft,50,56
251,3,8:45.0,Defensive rebound by T. Prince,,50,56
252,3,8:44.0,Personal foul by W. Iwundu (drawn by S. Dinwiddie),,50,56
253,3,8:30.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,50,56
254,3,8:27.0,,Defensive rebound by N. Vučević,50,56
255,3,8:20.0,,A. Gordon makes 2-pt dunk from 1 ft,50,58
256,3,8:05.0,Turnover by J. Harris (bad pass),,50,58
257,3,8:05.0,T. Luwawu-Cabarrot enters the game for G. Temple,,50,58
258,3,7:56.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by E. Fournier),50,58
259,3,7:56.0,,E. Fournier makes free throw 1 of 2,50,59
260,3,7:56.0,,E. Fournier makes free throw 2 of 2,50,60
261,3,7:42.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,50,60
262,3,7:35.0,Offensive rebound by J. Allen,,50,60
263,3,7:35.0,J. Allen makes 2-pt layup from 1 ft,,52,60
264,3,7:18.0,,W. Iwundu misses 2-pt jump shot from 18 ft,52,60
265,3,7:15.0,Defensive rebound by T. Prince,,52,60
266,3,7:09.0,J. Harris misses 3-pt jump shot from 26 ft,,52,60
267,3,7:06.0,,Defensive rebound by A. Gordon,52,60
268,3,6:56.0,,M. Fultz makes 2-pt layup from 3 ft (assist by E. Fournier),52,62
269,3,6:49.0,Brooklyn full timeout,,52,62
270,3,6:33.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,52,62
271,3,6:30.0,,Defensive rebound by N. Vučević,52,62
272,3,6:22.0,,N. Vučević makes 2-pt jump shot from 7 ft (assist by E. Fournier),52,64
273,3,6:15.0,S. Dinwiddie makes 2-pt jump shot from 9 ft,,54,64
274,3,6:15.0,Shooting foul by W. Iwundu (drawn by S. Dinwiddie),,54,64
275,3,6:15.0,S. Dinwiddie makes free throw 1 of 1,,55,64
276,3,6:03.0,,E. Fournier misses 2-pt jump shot from 3 ft (block by J. Harris),55,64
277,3,6:00.0,Defensive rebound by S. Dinwiddie,,55,64
278,3,5:56.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,55,64
279,3,5:52.0,Offensive rebound by J. Harris,,55,64
280,3,5:46.0,S. Dinwiddie misses 2-pt layup from 3 ft,,55,64
281,3,5:46.0,,Defensive rebound by Team,55,64
282,3,5:46.0,,T. Ross enters the game for W. Iwundu,55,64
283,3,5:30.0,,M. Fultz misses 3-pt jump shot from 25 ft,55,64
284,3,5:26.0,Defensive rebound by T. Prince,,55,64
285,3,5:10.0,T. Luwawu-Cabarrot makes 2-pt layup from 3 ft,,57,64
286,3,4:58.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Fultz),57,67
287,3,4:58.0,,Shooting foul by J. Harris (drawn by T. Ross),57,67
288,3,4:58.0,W. Chandler enters the game for J. Allen,,57,67
289,3,4:58.0,D. Jordan enters the game for T. Prince,,57,67
290,3,4:58.0,,D. Augustin enters the game for M. Fultz,57,67
291,3,4:58.0,,T. Ross misses free throw 1 of 1,57,67
292,3,4:54.0,Defensive rebound by W. Chandler,,57,67
293,3,4:37.0,W. Chandler misses 3-pt jump shot from 24 ft,,57,67
294,3,4:34.0,,Defensive rebound by N. Vučević,57,67
295,3,4:17.0,,E. Fournier makes 2-pt jump shot from 15 ft (assist by N. Vučević),57,69
296,3,4:07.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,57,69
297,3,4:03.0,,Defensive rebound by N. Vučević,57,69
298,3,3:57.0,,Turnover by A. Gordon (bad pass; steal by J. Harris),57,69
299,3,3:50.0,W. Chandler misses 3-pt jump shot from 27 ft,,57,69
300,3,3:46.0,Offensive rebound by T. Luwawu-Cabarrot,,57,69
301,3,3:37.0,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by W. Chandler),,60,69
302,3,3:24.0,,Shooting foul by J. Harris (drawn by D. Augustin),60,69
303,3,3:24.0,,D. Augustin makes free throw 1 of 2,60,70
304,3,3:24.0,R. Kurucs enters the game for S. Dinwiddie,,60,70
305,3,3:24.0,G. Temple enters the game for J. Harris,,60,70
306,3,3:24.0,,M. Bamba enters the game for N. Vučević,60,70
307,3,3:24.0,,D. Augustin makes free throw 2 of 2,60,71
308,3,3:11.0,G. Temple misses 3-pt jump shot from 26 ft,,60,71
309,3,3:08.0,Offensive rebound by W. Chandler,,60,71
310,3,3:08.0,G. Temple makes 2-pt layup from 3 ft (assist by W. Chandler),,62,71
311,3,3:08.0,Shooting foul by M. Bamba (drawn by G. Temple),,62,71
312,3,3:08.0,D. Musa enters the game for T. Luwawu-Cabarrot,,62,71
313,3,3:08.0,,K. Birch enters the game for E. Fournier,62,71
314,3,3:08.0,,W. Iwundu enters the game for A. Gordon,62,71
315,3,3:08.0,G. Temple makes free throw 1 of 1,,63,71
316,3,2:54.0,,T. Ross misses 3-pt jump shot from 25 ft,63,71
317,3,2:50.0,Defensive rebound by D. Jordan,,63,71
318,3,2:44.0,D. Musa misses 2-pt layup from 3 ft,,63,71
319,3,2:44.0,,Defensive rebound by Team,63,71
320,3,2:31.0,,K. Birch misses 2-pt jump shot from 6 ft,63,71
321,3,2:28.0,Defensive rebound by D. Jordan,,63,71
322,3,2:23.0,,Violation by Team (kicked ball),63,71
323,3,2:15.0,G. Temple misses 2-pt layup from 4 ft (block by M. Bamba),,63,71
324,3,2:12.0,Offensive rebound by D. Jordan,,63,71
325,3,2:10.0,D. Jordan makes 2-pt layup from 3 ft,,65,71
326,3,2:00.0,,D. Augustin misses 2-pt jump shot from 8 ft,65,71
327,3,1:58.0,Defensive rebound by Team,,65,71
328,3,1:48.0,W. Chandler misses 3-pt jump shot from 27 ft,,65,71
329,3,1:47.0,Offensive rebound by Team,,65,71
330,3,1:47.0,,Loose ball foul by T. Ross (drawn by D. Musa),65,71
331,3,1:47.0,D. Musa makes free throw 1 of 2,,66,71
332,3,1:47.0,D. Musa makes free throw 2 of 2,,67,71
333,3,1:45.0,,Turnover by M. Bamba (bad pass; steal by W. Chandler),67,71
334,3,1:32.0,Turnover by W. Chandler (traveling),,67,71
335,3,1:17.0,,T. Ross misses 3-pt jump shot from 26 ft,67,71
336,3,1:12.0,,Offensive rebound by K. Birch,67,71
337,3,1:07.0,,Shooting foul by R. Kurucs (drawn by D. Augustin),67,71
338,3,1:07.0,,D. Augustin misses free throw 1 of 3,67,71
339,3,1:07.0,,Offensive rebound by Team,67,71
340,3,1:07.0,,D. Augustin makes free throw 2 of 3,67,72
341,3,1:07.0,,D. Augustin makes free throw 3 of 3,67,73
342,3,0:56.0,Turnover by G. Temple (bad pass; steal by W. Iwundu),,67,73
343,3,0:43.0,,D. Augustin misses 3-pt jump shot from 24 ft,67,73
344,3,0:43.0,Defensive rebound by Team,,67,73
345,3,0:43.0,,Loose ball foul by K. Birch (drawn by D. Musa),67,73
346,3,0:43.0,D. Musa makes free throw 1 of 2,,68,73
347,3,0:43.0,D. Musa makes free throw 2 of 2,,69,73
348,3,0:22.0,,Turnover by D. Augustin (bad pass; steal by D. Musa),69,73
349,3,0:18.0,D. Musa makes 2-pt layup from 3 ft,,71,73
350,3,0:18.0,,Violation by Team (def goaltending),71,73
351,3,0:02.0,,Personal foul by D. Jordan (drawn by T. Ross),71,73
352,3,0:02.0,,T. Ross makes free throw 1 of 2,71,74
353,3,0:02.0,,T. Ross makes free throw 2 of 2,71,75
354,3,0:00.0,G. Temple misses 3-pt jump shot from 33 ft,,71,75
355,3,0:00.0,Offensive rebound by Team,,71,75
356,4,11:38.0,Turnover by W. Chandler (bad pass; steal by T. Ross),,71,75
357,4,11:21.0,,T. Ross misses 2-pt jump shot from 16 ft,71,75
358,4,11:18.0,Defensive rebound by W. Chandler,,71,75
359,4,11:13.0,Shooting foul by M. Bamba (drawn by T. Luwawu-Cabarrot),,71,75
360,4,11:13.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,72,75
361,4,11:13.0,T. Luwawu-Cabarrot misses free throw 2 of 2,,72,75
362,4,11:11.0,,Defensive rebound by M. Bamba,72,75
363,4,10:59.0,,E. Fournier misses 2-pt jump shot from 19 ft,72,75
364,4,10:55.0,Defensive rebound by W. Chandler,,72,75
365,4,10:49.0,D. Musa misses 2-pt jump shot from 15 ft,,72,75
366,4,10:41.0,Offensive rebound by T. Luwawu-Cabarrot,,72,75
367,4,10:41.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft,,74,75
368,4,10:24.0,,T. Ross misses 3-pt jump shot from 25 ft,74,75
369,4,10:21.0,Defensive rebound by W. Chandler,,74,75
370,4,10:07.0,W. Chandler misses 3-pt jump shot from 26 ft,,74,75
371,4,10:03.0,,Defensive rebound by T. Ross,74,75
372,4,9:52.0,,Shooting foul by W. Chandler (drawn by M. Bamba),74,75
373,4,9:52.0,,M. Bamba makes free throw 1 of 2,74,76
374,4,9:52.0,,M. Bamba misses free throw 2 of 2,74,76
375,4,9:49.0,Defensive rebound by T. Luwawu-Cabarrot,,74,76
376,4,9:31.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by G. Temple),,76,76
377,4,9:17.0,,D. Augustin misses 2-pt jump shot from 19 ft,76,76
378,4,9:14.0,Defensive rebound by W. Chandler,,76,76
379,4,8:57.0,W. Chandler makes 2-pt jump shot from 6 ft,,78,76
380,4,8:41.0,,Shooting foul by D. Musa (drawn by E. Fournier),78,76
381,4,8:41.0,,E. Fournier makes free throw 1 of 2,78,77
382,4,8:41.0,,N. Vučević enters the game for M. Bamba,78,77
383,4,8:41.0,,E. Fournier makes free throw 2 of 2,78,78
