,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,WASHINGTON_ACTION,MINNESOTA_SCORE,WASHINGTON_SCORE
228,2,2:53.0,,Turnover by T. Bryant (offensive foul),63,48
229,2,2:39.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by R. Covington),,65,48
230,2,2:28.0,,T. Bryant misses 2-pt jump shot from 17 ft,65,48
231,2,2:25.0,Defensive rebound by A. Wiggins,,65,48
232,2,2:10.0,R. Covington misses 3-pt jump shot from 26 ft,,65,48
233,2,2:07.0,,Defensive rebound by T. Brown,65,48
234,2,2:01.0,,Shooting foul by G. Dieng (drawn by T. Bryant),65,48
235,2,2:01.0,,T. Bryant makes free throw 1 of 2,65,49
236,2,2:01.0,,T. Bryant misses free throw 2 of 2,65,49
237,2,1:59.0,Defensive rebound by G. Dieng,,65,49
238,2,1:45.0,G. Dieng makes 3-pt jump shot from 27 ft (assist by J. Teague),,68,49
239,2,1:31.0,,Turnover by B. Beal (bad pass; steal by J. Teague),68,49
240,2,1:28.0,Shooting foul by I. Smith (drawn by A. Wiggins),,68,49
241,2,1:28.0,A. Wiggins misses free throw 1 of 2,,68,49
242,2,1:28.0,Offensive rebound by Team,,68,49
243,2,1:28.0,,M. Wagner enters the game for T. Bryant,68,49
244,2,1:28.0,A. Wiggins makes free throw 2 of 2,,69,49
245,2,1:14.0,,B. Beal makes 2-pt jump shot from 13 ft,69,51
246,2,1:09.0,Shooting foul by T. Brown (drawn by J. Okogie),,69,51
247,2,1:09.0,J. Okogie misses free throw 1 of 2,,69,51
248,2,1:09.0,Offensive rebound by Team,,69,51
249,2,1:09.0,J. Okogie makes free throw 2 of 2,,70,51
250,2,0:53.0,,B. Beal misses 3-pt jump shot from 31 ft,70,51
251,2,0:49.0,,Offensive rebound by T. Brown,70,51
252,2,0:46.0,,B. Beal misses 3-pt jump shot from 25 ft,70,51
253,2,0:43.0,,Offensive rebound by T. Brown,70,51
254,2,0:41.0,,M. Wagner makes 2-pt layup from 3 ft (assist by T. Brown),70,53
255,2,0:28.0,Turnover by J. Teague (bad pass; steal by M. Wagner),,70,53
256,2,0:24.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by I. Smith),70,56
257,2,0:01.0,A. Wiggins misses 3-pt jump shot from 27 ft,,70,56
258,2,0:01.0,,Defensive rebound by Team,70,56
259,3,11:42.0,A. Wiggins makes 2-pt jump shot from 17 ft,,72,56
260,3,11:28.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by T. Bryant),72,58
261,3,11:15.0,Turnover by G. Dieng (bad pass; steal by B. Beal),,72,58
262,3,11:05.0,,I. Bonga misses 2-pt hook shot from 6 ft,72,58
263,3,11:03.0,Defensive rebound by G. Dieng,,72,58
264,3,10:47.0,Turnover by J. Teague (bad pass; steal by T. Bryant),,72,58
265,3,10:41.0,,B. Beal misses 3-pt jump shot from 27 ft,72,58
266,3,10:37.0,Defensive rebound by R. Covington,,72,58
267,3,10:28.0,R. Covington misses 3-pt jump shot from 27 ft,,72,58
268,3,10:24.0,,Defensive rebound by T. Bryant,72,58
269,3,10:12.0,,Turnover by B. Beal (lost ball; steal by J. Teague),72,58
270,3,10:08.0,R. Covington makes 2-pt layup from 6 ft (assist by T. Graham),,74,58
271,3,9:49.0,,R. Hachimura makes 2-pt layup from 6 ft (assist by B. Beal),74,60
272,3,9:40.0,Personal foul by I. Bonga (drawn by A. Wiggins),,74,60
273,3,9:32.0,A. Wiggins misses 3-pt jump shot from 27 ft,,74,60
274,3,9:27.0,,Defensive rebound by T. Bryant,74,60
275,3,9:22.0,,I. Smith misses 2-pt jump shot from 15 ft,74,60
276,3,9:20.0,,Offensive rebound by Team,74,60
277,3,9:20.0,,Personal foul by G. Dieng (drawn by T. Bryant),74,60
278,3,9:07.0,,I. Smith misses 2-pt jump shot from 12 ft,74,60
279,3,9:07.0,Defensive rebound by Team,,74,60
280,3,9:07.0,,Loose ball foul by T. Bryant (drawn by G. Dieng),74,60
281,3,8:59.0,R. Covington makes 3-pt jump shot from 27 ft (assist by G. Dieng),,77,60
282,3,8:44.0,,Personal foul by T. Graham (drawn by B. Beal),77,60
283,3,8:44.0,J. Okogie enters the game for T. Graham,,77,60
284,3,8:31.0,,T. Bryant misses 3-pt jump shot from 26 ft,77,60
285,3,8:30.0,Defensive rebound by Team,,77,60
286,3,8:15.0,R. Covington makes 3-pt jump shot from 27 ft (assist by A. Wiggins),,80,60
287,3,8:12.0,,Washington full timeout,80,60
288,3,8:12.0,,D. Bertāns enters the game for I. Bonga,80,60
289,3,7:58.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by D. Bertāns),80,63
290,3,7:37.0,Personal foul by R. Hachimura (drawn by J. Okogie),,80,63
291,3,7:27.0,J. Teague misses 2-pt jump shot from 10 ft,,80,63
292,3,7:23.0,,Defensive rebound by R. Hachimura,80,63
293,3,7:19.0,,Turnover by R. Hachimura (lost ball; steal by G. Dieng),80,63
294,3,7:18.0,R. Covington misses 2-pt layup from 1 ft (block by T. Bryant),,80,63
295,3,7:14.0,,Defensive rebound by T. Bryant,80,63
296,3,7:10.0,,D. Bertāns misses 2-pt jump shot from 15 ft,80,63
297,3,7:06.0,Defensive rebound by G. Dieng,,80,63
298,3,7:03.0,Turnover by J. Teague (bad pass),,80,63
299,3,6:54.0,,T. Bryant misses 2-pt layup from 5 ft,80,63
300,3,6:52.0,Defensive rebound by R. Covington,,80,63
301,3,6:45.0,J. Okogie makes 2-pt layup from 5 ft (assist by J. Teague),,82,63
302,3,6:45.0,J. Layman enters the game for G. Dieng,,82,63
303,3,6:45.0,N. Vonleh enters the game for A. Wiggins,,82,63
304,3,6:29.0,,Shooting foul by N. Vonleh (drawn by B. Beal),82,63
305,3,6:29.0,,B. Beal makes free throw 1 of 2,82,64
306,3,6:29.0,,B. Beal makes free throw 2 of 2,82,65
307,3,6:21.0,N. Vonleh makes 2-pt dunk from 3 ft (assist by J. Teague),,84,65
308,3,6:10.0,,Turnover by B. Beal (bad pass; steal by N. Vonleh),84,65
309,3,6:02.0,J. Teague makes 3-pt jump shot from 28 ft (assist by J. Okogie),,87,65
310,3,5:44.0,,I. Smith misses 3-pt jump shot from 27 ft,87,65
311,3,5:42.0,Defensive rebound by N. Vonleh,,87,65
312,3,5:26.0,Turnover by N. Vonleh (lost ball; steal by T. Bryant),,87,65
313,3,5:23.0,,I. Smith misses 2-pt layup from 5 ft (block by J. Layman),87,65
314,3,5:19.0,Defensive rebound by J. Teague,,87,65
315,3,5:15.0,R. Covington makes 2-pt layup from 2 ft,,89,65
316,3,5:10.0,,Washington full timeout,89,65
317,3,5:10.0,J. Culver enters the game for R. Covington,,89,65
318,3,5:10.0,,T. Brown enters the game for T. Bryant,89,65
319,3,5:10.0,,I. Thomas enters the game for R. Hachimura,89,65
320,3,5:10.0,,M. Wagner enters the game for I. Smith,89,65
321,3,5:05.0,,Turnover by I. Thomas (bad pass; steal by J. Teague),89,65
322,3,4:54.0,J. Teague makes 2-pt layup from 4 ft,,91,65
323,3,4:48.0,,B. Beal misses 2-pt layup from 5 ft (block by N. Vonleh),91,65
324,3,4:48.0,Defensive rebound by J. Okogie,,91,65
325,3,4:39.0,J. Okogie makes 2-pt jump shot from 6 ft (assist by J. Teague),,93,65
326,3,4:26.0,,B. Beal makes 2-pt layup from 10 ft,93,67
327,3,4:14.0,J. Culver misses 2-pt layup from 5 ft (block by T. Brown),,93,67
328,3,4:14.0,Offensive rebound by Team,,93,67
329,3,3:59.0,N. Vonleh makes 2-pt hook shot from 5 ft (assist by J. Teague),,95,67
330,3,3:44.0,,B. Beal misses 2-pt jump shot from 21 ft,95,67
331,3,3:40.0,Defensive rebound by J. Culver,,95,67
332,3,3:35.0,J. Culver misses 2-pt layup from 7 ft,,95,67
333,3,3:35.0,Offensive rebound by Team,,95,67
334,3,3:35.0,S. Napier enters the game for J. Teague,,95,67
335,3,3:30.0,J. Layman makes 2-pt jump shot from 19 ft (assist by S. Napier),,97,67
336,3,3:16.0,,B. Beal misses 2-pt jump shot from 4 ft,97,67
337,3,3:15.0,Defensive rebound by Team,,97,67
338,3,2:58.0,J. Culver misses 2-pt layup from 4 ft,,97,67
339,3,2:52.0,Offensive rebound by J. Culver,,97,67
340,3,2:52.0,J. Culver makes 2-pt layup from 1 ft,,99,67
341,3,2:48.0,,Personal foul by J. Layman (drawn by I. Thomas),99,67
342,3,2:48.0,,A. Schofield enters the game for B. Beal,99,67
343,3,2:45.0,,I. Thomas misses 2-pt jump shot from 16 ft,99,67
344,3,2:41.0,Defensive rebound by S. Napier,,99,67
345,3,2:37.0,Turnover by J. Culver (bad pass; steal by T. Brown),,99,67
346,3,2:32.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by T. Brown),99,70
347,3,2:15.0,J. Layman misses 2-pt jump shot from 19 ft,,99,70
348,3,2:14.0,Offensive rebound by Team,,99,70
349,3,2:14.0,,Loose ball foul by M. Wagner (drawn by J. Okogie),99,70
350,3,2:14.0,Minnesota full timeout,,99,70
351,3,2:14.0,A. Wiggins enters the game for J. Okogie,,99,70
352,3,2:00.0,Turnover by Team (shot clock),,99,70
353,3,1:55.0,,I. Thomas misses 3-pt jump shot from 27 ft,99,70
354,3,1:51.0,Defensive rebound by N. Vonleh,,99,70
355,3,1:44.0,J. Layman misses 2-pt jump shot from 21 ft,,99,70
356,3,1:42.0,,Defensive rebound by I. Thomas,99,70
357,3,1:34.0,,D. Bertāns misses 2-pt jump shot from 6 ft,99,70
358,3,1:31.0,Defensive rebound by N. Vonleh,,99,70
359,3,1:23.0,A. Wiggins misses 2-pt jump shot from 7 ft,,99,70
360,3,1:20.0,,Defensive rebound by I. Thomas,99,70
361,3,1:17.0,,I. Thomas misses 3-pt jump shot from 28 ft,99,70
362,3,1:14.0,Defensive rebound by J. Culver,,99,70
363,3,1:11.0,J. Culver makes 2-pt layup from 1 ft,,101,70
364,3,0:59.0,,M. Wagner misses 2-pt layup from 6 ft,101,70
365,3,0:56.0,Defensive rebound by N. Vonleh,,101,70
366,3,0:43.0,Turnover by A. Wiggins (traveling),,101,70
367,3,0:36.0,,T. Brown makes 2-pt dunk from 3 ft (assist by I. Thomas),101,72
368,3,0:28.0,J. Culver misses 2-pt jump shot from 9 ft,,101,72
369,3,0:27.0,Offensive rebound by Team,,101,72
370,3,0:27.0,Shooting foul by A. Schofield (drawn by J. Layman),,101,72
371,3,0:27.0,J. Layman makes free throw 1 of 2,,102,72
372,3,0:27.0,J. Layman makes free throw 2 of 2,,103,72
373,3,0:06.0,,T. Brown misses 3-pt jump shot from 26 ft,103,72
374,3,0:06.0,Defensive rebound by A. Wiggins,,103,72
375,3,0:00.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by S. Napier),,106,72
376,3,0:00.0,Instant Replay (Request: Ruling Stands),,106,72
377,4,11:46.0,,D. Bertāns makes 3-pt jump shot from 31 ft (assist by I. Thomas),106,75
378,4,11:31.0,Turnover by J. Layman (traveling),,106,75
379,4,11:21.0,,M. Wagner makes 2-pt layup from 5 ft (assist by I. Thomas),106,77
380,4,11:11.0,J. Culver makes 3-pt jump shot from 27 ft (assist by A. Wiggins),,109,77
381,4,10:57.0,,I. Thomas makes 2-pt layup from 4 ft,109,79
382,4,10:49.0,J. Culver makes 3-pt jump shot from 29 ft,,112,79
383,4,10:38.0,,I. Thomas makes 3-pt jump shot from 28 ft,112,82
