,QUARTER,TIME_REMAINING,DETROIT_ACTION,SACRAMENTO_ACTION,DETROIT_SCORE,SACRAMENTO_SCORE
212,2,4:17.0,,B. Bogdanović makes 2-pt jump shot from 9 ft (assist by D. Fox),44,36
213,2,4:02.0,C. Wood misses 2-pt jump shot from 11 ft,,44,36
214,2,3:56.0,Offensive rebound by J. Henson,,44,36
215,2,3:56.0,J. Henson misses 2-pt layup from 1 ft,,44,36
216,2,3:55.0,,Defensive rebound by B. Hield,44,36
217,2,3:53.0,,N. Bjelica misses 3-pt jump shot from 27 ft,44,36
218,2,3:50.0,Defensive rebound by J. Henson,,44,36
219,2,3:39.0,C. Wood makes 2-pt dunk from 2 ft (assist by T. Snell),,46,36
220,2,3:15.0,,B. Bogdanović makes 2-pt jump shot from 9 ft,46,38
221,2,3:15.0,,Shooting foul by D. Walton (drawn by B. Bogdanović),46,38
222,2,3:15.0,,H. Barnes enters the game for N. Bjelica,46,38
223,2,3:15.0,,B. Bogdanović makes free throw 1 of 1,46,39
224,2,2:51.0,J. Henson misses 2-pt hook shot from 6 ft,,46,39
225,2,2:48.0,,Defensive rebound by D. Fox,46,39
226,2,2:42.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by H. Barnes),46,42
227,2,2:34.0,Detroit full timeout,,46,42
228,2,2:14.0,Turnover by S. Mykhailiuk (bad pass; steal by B. Bogdanović),,46,42
229,2,2:00.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,46,42
230,2,1:58.0,,Offensive rebound by A. Len,46,42
231,2,1:54.0,,B. Hield misses 3-pt jump shot from 25 ft,46,42
232,2,1:54.0,Defensive rebound by S. Mykhailiuk,,46,42
233,2,1:54.0,Turnover by S. Mykhailiuk (out of bounds lost ball),,46,42
234,2,1:48.0,,Shooting foul by C. Wood (drawn by H. Barnes),46,42
235,2,1:48.0,,H. Barnes misses free throw 1 of 2,46,42
236,2,1:48.0,,Offensive rebound by Team,46,42
237,2,1:48.0,,H. Barnes makes free throw 2 of 2,46,43
238,2,1:36.0,Offensive foul by S. Mykhailiuk (drawn by B. Bogdanović),,46,43
239,2,1:36.0,Turnover by S. Mykhailiuk (offensive foul),,46,43
240,2,1:22.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,46,43
241,2,1:17.0,,Offensive rebound by A. Len,46,43
242,2,1:17.0,,A. Len misses 2-pt layup at rim,46,43
243,2,1:17.0,,Offensive rebound by A. Len,46,43
244,2,1:16.0,,A. Len makes 2-pt layup from 2 ft,46,45
245,2,1:03.0,Personal foul by A. Len (drawn by T. Snell),,46,45
246,2,1:03.0,T. Snell makes free throw 1 of 2,,47,45
247,2,1:03.0,T. Snell makes free throw 2 of 2,,48,45
248,2,0:50.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),48,48
249,2,0:40.0,T. Snell makes 3-pt jump shot from 25 ft,,51,48
250,2,0:36.0,,D. Fox makes 2-pt jump shot from 14 ft,51,50
251,2,0:26.0,Offensive foul by D. Walton (drawn by D. Fox),,51,50
252,2,0:26.0,Turnover by D. Walton (offensive foul),,51,50
253,2,0:04.0,,Offensive foul by D. Fox (drawn by D. Walton),51,50
254,2,0:04.0,,Turnover by D. Fox (offensive foul),51,50
255,2,0:04.0,,K. Bazemore enters the game for B. Hield,51,50
256,2,0:00.0,C. Wood misses 3-pt jump shot from 28 ft,,51,50
257,2,0:00.0,Offensive rebound by Team,,51,50
258,3,11:47.0,,H. Giles makes 2-pt layup from 2 ft (assist by H. Barnes),51,52
259,3,11:22.0,B. Knight makes 3-pt jump shot from 25 ft,,54,52
260,3,11:05.0,,H. Barnes misses 3-pt jump shot from 25 ft,54,52
261,3,11:00.0,Defensive rebound by B. Knight,,54,52
262,3,10:55.0,B. Knight makes 3-pt jump shot from 25 ft,,57,52
263,3,10:44.0,,D. Fox makes 2-pt jump shot from 12 ft,57,54
264,3,10:29.0,Personal foul by D. Fox (drawn by B. Knight),,57,54
265,3,10:22.0,B. Knight misses 3-pt jump shot from 28 ft,,57,54
266,3,10:18.0,,Defensive rebound by N. Bjelica,57,54
267,3,10:05.0,,N. Bjelica misses 2-pt layup from 3 ft,57,54
268,3,10:03.0,Defensive rebound by J. Henson,,57,54
269,3,9:56.0,Turnover by B. Knight (lost ball; steal by H. Barnes),,57,54
270,3,9:52.0,,H. Barnes makes 2-pt dunk from 2 ft,57,56
271,3,9:34.0,Personal foul by D. Fox (drawn by B. Knight),,57,56
272,3,9:22.0,Turnover by J. Henson (bad pass; steal by B. Bogdanović),,57,56
273,3,9:12.0,,D. Fox misses 2-pt layup from 4 ft,57,56
274,3,9:10.0,Defensive rebound by C. Wood,,57,56
275,3,9:04.0,C. Wood misses 2-pt layup from 5 ft (block by H. Giles),,57,56
276,3,9:04.0,,Defensive rebound by H. Giles,57,56
277,3,8:39.0,,H. Barnes makes 2-pt layup from 3 ft,57,58
278,3,8:21.0,C. Wood misses 2-pt layup from 3 ft,,57,58
279,3,8:19.0,,Defensive rebound by H. Giles,57,58
280,3,8:11.0,,H. Giles makes 2-pt dunk from 3 ft,57,60
281,3,7:46.0,B. Knight misses 3-pt jump shot from 25 ft,,57,60
282,3,7:44.0,,Defensive rebound by Team,57,60
283,3,7:29.0,,D. Fox misses 3-pt jump shot from 24 ft,57,60
284,3,7:25.0,Defensive rebound by T. Snell,,57,60
285,3,7:02.0,J. Henson makes 2-pt hook shot from 4 ft,,59,60
286,3,6:45.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by D. Fox),59,63
287,3,6:44.0,Detroit full timeout,,59,63
288,3,6:44.0,D. Hall enters the game for J. Henson,,59,63
289,3,6:28.0,T. Snell misses 3-pt jump shot from 23 ft,,59,63
290,3,6:25.0,,Defensive rebound by H. Barnes,59,63
291,3,6:06.0,,Shooting foul by S. Mykhailiuk (drawn by D. Fox),59,63
292,3,6:06.0,,D. Fox makes free throw 1 of 3,59,64
293,3,6:06.0,,D. Fox makes free throw 2 of 3,59,65
294,3,6:06.0,,D. Fox makes free throw 3 of 3,59,66
295,3,5:53.0,C. Wood misses 3-pt jump shot from 25 ft,,59,66
296,3,5:48.0,,Defensive rebound by H. Barnes,59,66
297,3,5:46.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),59,69
298,3,5:34.0,,Violation by Team (kicked ball),59,69
299,3,5:24.0,S. Mykhailiuk makes 3-pt jump shot from 25 ft (assist by B. Knight),,62,69
300,3,5:08.0,,N. Bjelica misses 3-pt jump shot from 23 ft,62,69
301,3,5:05.0,Defensive rebound by C. Wood,,62,69
302,3,4:54.0,Turnover by B. Knight (bad pass; steal by H. Giles),,62,69
303,3,4:48.0,,Personal foul by T. Snell (drawn by H. Barnes),62,69
304,3,4:48.0,S. Doumbouya enters the game for B. Knight,,62,69
305,3,4:48.0,D. Walton enters the game for C. Wood,,62,69
306,3,4:48.0,,K. Bazemore enters the game for H. Barnes,62,69
307,3,4:41.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),62,72
308,3,4:19.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,62,72
309,3,4:18.0,,Defensive rebound by Team,62,72
310,3,4:18.0,,A. Len enters the game for H. Giles,62,72
311,3,4:07.0,,D. Fox misses 3-pt jump shot from 25 ft,62,72
312,3,4:04.0,,Offensive rebound by D. Fox,62,72
313,3,4:00.0,,Personal foul by S. Mykhailiuk (drawn by B. Bogdanović),62,72
314,3,4:00.0,,Sacramento full timeout,62,72
315,3,4:00.0,L. Galloway enters the game for S. Mykhailiuk,,62,72
316,3,4:00.0,,C. Joseph enters the game for D. Fox,62,72
317,3,3:55.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,62,72
318,3,3:53.0,Defensive rebound by S. Doumbouya,,62,72
319,3,3:38.0,Turnover by S. Doumbouya (traveling),,62,72
320,3,3:23.0,,A. Len misses 2-pt layup from 4 ft (block by D. Hall),62,72
321,3,3:18.0,,Offensive rebound by N. Bjelica,62,72
322,3,3:17.0,,Turnover by N. Bjelica (lost ball; steal by D. Walton),62,72
323,3,3:14.0,S. Doumbouya makes 2-pt layup from 1 ft (assist by D. Walton),,64,72
324,3,2:59.0,,Turnover by K. Bazemore (lost ball; steal by D. Walton),64,72
325,3,2:52.0,T. Snell misses 3-pt jump shot from 26 ft,,64,72
326,3,2:51.0,Offensive rebound by Team,,64,72
327,3,2:51.0,,Loose ball foul by B. Bogdanović (drawn by D. Hall),64,72
328,3,2:51.0,,B. Hield enters the game for B. Bogdanović,64,72
329,3,2:43.0,L. Galloway makes 2-pt layup from 4 ft (assist by T. Snell),,66,72
330,3,2:31.0,,B. Hield misses 3-pt jump shot from 25 ft,66,72
331,3,2:27.0,Defensive rebound by D. Hall,,66,72
332,3,2:15.0,L. Galloway misses 2-pt jump shot from 6 ft,,66,72
333,3,2:11.0,,Defensive rebound by A. Len,66,72
334,3,2:02.0,,C. Joseph misses 2-pt jump shot from 12 ft,66,72
335,3,2:01.0,,Offensive rebound by Team,66,72
336,3,2:01.0,Loose ball foul by S. Doumbouya (drawn by A. Len),,66,72
337,3,1:57.0,,N. Bjelica misses 3-pt jump shot from 26 ft,66,72
338,3,1:52.0,Defensive rebound by D. Hall,,66,72
339,3,1:45.0,L. Galloway misses 3-pt jump shot from 24 ft,,66,72
340,3,1:42.0,,Defensive rebound by K. Bazemore,66,72
341,3,1:32.0,,B. Hield makes 2-pt layup from 2 ft,66,74
342,3,1:15.0,D. Walton makes 3-pt jump shot from 26 ft,,69,74
343,3,0:59.0,,A. Len makes 2-pt dunk from 2 ft (assist by B. Hield),69,76
344,3,0:47.0,Shooting foul by K. Bazemore (drawn by S. Doumbouya),,69,76
345,3,0:47.0,S. Doumbouya misses free throw 1 of 2,,69,76
346,3,0:47.0,Offensive rebound by Team,,69,76
347,3,0:47.0,S. Doumbouya makes free throw 2 of 2,,70,76
348,3,0:26.0,,B. Hield misses 3-pt jump shot from 28 ft,70,76
349,3,0:23.0,Defensive rebound by S. Doumbouya,,70,76
350,3,0:01.0,Turnover by Team (shot clock),,70,76
351,4,11:45.0,Turnover by S. Mykhailiuk (bad pass),,70,76
352,4,11:23.0,,Turnover by B. Hield (bad pass),70,76
353,4,11:03.0,Turnover by S. Doumbouya (lost ball; steal by C. Joseph),,70,76
354,4,11:00.0,,Personal take foul by L. Galloway (drawn by B. Hield),70,76
355,4,10:44.0,,C. Joseph misses 2-pt jump shot from 11 ft,70,76
356,4,10:42.0,Defensive rebound by D. Hall,,70,76
357,4,10:32.0,S. Mykhailiuk makes 3-pt jump shot from 25 ft (assist by D. Walton),,73,76
358,4,10:21.0,,B. Hield makes 2-pt jump shot from 15 ft (assist by C. Joseph),73,78
359,4,10:00.0,D. Hall misses 2-pt layup from 3 ft,,73,78
360,4,9:57.0,Offensive rebound by D. Hall,,73,78
361,4,9:56.0,D. Hall misses 2-pt layup from 2 ft (block by A. Len),,73,78
362,4,9:53.0,,Defensive rebound by C. Joseph,73,78
363,4,9:52.0,,Shooting foul by L. Galloway (drawn by H. Barnes),73,78
364,4,9:52.0,,H. Barnes makes free throw 1 of 2,73,79
365,4,9:52.0,,H. Barnes makes free throw 2 of 2,73,80
366,4,9:30.0,L. Galloway misses 2-pt jump shot from 11 ft (block by A. Len),,73,80
367,4,9:25.0,,Defensive rebound by B. Hield,73,80
368,4,9:21.0,,B. Hield misses 3-pt jump shot from 26 ft,73,80
369,4,9:20.0,,Offensive rebound by A. Len,73,80
370,4,9:20.0,,K. Bazemore makes 2-pt layup from 3 ft,73,82
371,4,9:20.0,,Shooting foul by S. Doumbouya (drawn by K. Bazemore),73,82
372,4,9:20.0,,K. Bazemore makes free throw 1 of 1,73,83
373,4,9:20.0,Detroit full timeout,,73,83
374,4,9:20.0,B. Knight enters the game for S. Doumbouya,,73,83
375,4,9:20.0,T. Snell enters the game for D. Hall,,73,83
376,4,9:20.0,C. Wood enters the game for D. Walton,,73,83
377,4,9:01.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by S. Mykhailiuk),,76,83
378,4,8:46.0,,H. Barnes misses 2-pt layup from 1 ft,76,83
379,4,8:43.0,Defensive rebound by B. Knight,,76,83
380,4,8:39.0,B. Knight misses 2-pt layup from 3 ft (block by A. Len),,76,83
381,4,8:36.0,,Defensive rebound by B. Hield,76,83
382,4,8:31.0,,K. Bazemore misses 3-pt jump shot from 24 ft,76,83
383,4,8:27.0,,Offensive rebound by A. Len,76,83
384,4,8:21.0,,B. Hield misses 3-pt jump shot from 26 ft,76,83
385,4,8:16.0,Defensive rebound by B. Knight,,76,83
386,4,8:09.0,B. Knight misses 2-pt jump shot from 10 ft (block by A. Len),,76,83
387,4,8:06.0,,Defensive rebound by B. Hield,76,83
