,QUARTER,TIME_REMAINING,TORONTO_ACTION,UTAH_ACTION,TORONTO_SCORE,UTAH_SCORE
375,4,4:14.0,S. Ibaka makes free throw 1 of 2,,89,87
376,4,4:14.0,,B. Bogdanović enters the game for J. Clarkson,89,87
377,4,4:14.0,,M. Conley enters the game for R. O'Neale,89,87
378,4,4:14.0,S. Ibaka makes free throw 2 of 2,,90,87
379,4,4:00.0,,Turnover by J. Ingles (bad pass; steal by K. Lowry),90,87
380,4,3:53.0,P. Siakam makes 2-pt layup from 4 ft (assist by K. Lowry),,92,87
381,4,3:34.0,,M. Conley makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),92,90
382,4,3:04.0,Turnover by Team (shot clock),,92,90
383,4,2:54.0,,R. Gobert misses 2-pt layup from 2 ft,92,90
384,4,2:51.0,Defensive rebound by S. Ibaka,,92,90
385,4,2:30.0,K. Lowry makes 3-pt jump shot from 31 ft (assist by S. Ibaka),,95,90
386,4,2:08.0,,D. Mitchell misses 2-pt jump shot from 9 ft,95,90
387,4,2:06.0,Defensive rebound by S. Ibaka,,95,90
388,4,1:55.0,P. Siakam misses 2-pt jump shot from 8 ft,,95,90
389,4,1:53.0,Offensive rebound by O. Anunoby,,95,90
390,4,1:43.0,K. Lowry misses 3-pt jump shot from 27 ft,,95,90
391,4,1:41.0,,Defensive rebound by Team,95,90
392,4,1:41.0,Loose ball foul by O. Anunoby (drawn by M. Conley),,95,90
393,4,1:41.0,,R. O'Neale enters the game for B. Bogdanović,95,90
394,4,1:30.0,,Shooting foul by K. Lowry (drawn by R. Gobert),95,90
395,4,1:30.0,,R. Gobert makes free throw 1 of 2,95,91
396,4,1:30.0,,R. Gobert makes free throw 2 of 2,95,92
397,4,1:16.0,P. Siakam misses 2-pt jump shot from 17 ft,,95,92
398,4,1:13.0,,Defensive rebound by D. Mitchell,95,92
399,4,1:03.0,,R. Gobert misses 2-pt layup from 2 ft (block by O. Anunoby),95,92
400,4,0:59.0,Defensive rebound by K. Lowry,,95,92
401,4,0:56.0,Shooting foul by R. O'Neale (drawn by P. Siakam),,95,92
402,4,0:56.0,P. Siakam makes free throw 1 of 2,,96,92
403,4,0:56.0,,B. Bogdanović enters the game for R. O'Neale,96,92
404,4,0:56.0,P. Siakam makes free throw 2 of 2,,97,92
405,4,0:49.0,,D. Mitchell misses 2-pt layup from 3 ft,97,92
406,4,0:47.0,,Offensive rebound by D. Mitchell,97,92
407,4,0:45.0,,Turnover by D. Mitchell (bad pass; steal by P. McCaw),97,92
408,4,0:40.0,,Technical foul by O. Anunoby,97,92
409,4,0:40.0,Technical foul by R. Gobert,,97,92
410,4,0:40.0,O. Anunoby ejected from game,,97,92
411,4,0:40.0,,R. Gobert ejected from game,97,92
412,4,0:40.0,M. Thomas enters the game for O. Anunoby,,97,92
413,4,0:40.0,,J. Clarkson enters the game for R. Gobert,97,92
414,4,0:30.0,Turnover by P. McCaw (bad pass; steal by D. Mitchell),,97,92
415,4,0:21.0,,J. Clarkson misses 3-pt jump shot from 26 ft,97,92
416,4,0:16.0,Defensive rebound by M. Thomas,,97,92
417,4,0:16.0,Toronto full timeout,,97,92
418,4,0:16.0,,R. O'Neale enters the game for J. Clarkson,97,92
419,4,0:14.0,Personal take foul by D. Mitchell (drawn by P. Siakam),,97,92
420,4,0:14.0,P. Siakam makes free throw 1 of 2,,98,92
421,4,0:14.0,R. Hollis-Jefferson enters the game for M. Thomas,,98,92
422,4,0:14.0,,T. Bradley enters the game for M. Conley,98,92
423,4,0:14.0,P. Siakam makes free throw 2 of 2,,99,92
424,4,0:14.0,,Utah full timeout,99,92
425,4,0:14.0,,M. Conley enters the game for T. Bradley,99,92
426,4,0:12.0,,M. Conley misses 3-pt jump shot from 23 ft,99,92
427,4,0:08.0,Defensive rebound by R. Hollis-Jefferson,,99,92
428,4,0:07.0,Personal take foul by B. Bogdanović (drawn by P. Siakam),,99,92
429,4,0:07.0,P. Siakam makes free throw 1 of 2,,100,92
430,4,0:07.0,P. Siakam makes free throw 2 of 2,,101,92
431,4,0:02.0,,D. Mitchell misses 3-pt jump shot from 25 ft,101,92
432,4,0:02.0,,Offensive rebound by J. Ingles,101,92
